sample,universe,family_a,family_b,family_pair,state_a,state_b,n,mean_agree_a,mean_agree_b,mkt_1d_mean,mkt_1d_median,mkt_1d_positive_share,mkt_1d_tstat,mkt_5d_mean,mkt_5d_median,mkt_5d_positive_share,mkt_5d_tstat,mkt_20d_mean,mkt_20d_median,mkt_20d_positive_share,mkt_20d_tstat,a_top_fwd_5d_mean,a_top_fwd_5d_positive_share,a_top_fwd_20d_mean,a_top_fwd_20d_positive_share,a_spread_fwd_5d_mean,a_spread_fwd_5d_positive_share,a_spread_fwd_20d_mean,a_spread_fwd_20d_positive_share,b_top_fwd_5d_mean,b_top_fwd_5d_positive_share,b_top_fwd_20d_mean,b_top_fwd_20d_positive_share,b_spread_fwd_5d_mean,b_spread_fwd_5d_positive_share,b_spread_fwd_20d_mean,b_spread_fwd_20d_positive_share
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R+,R+,14,0.6428571428571429,0.8571428571428571,0.0027262066207573168,-0.00010622105531463185,0.5,1.3917199472948587,0.004051229001418815,0.007440760696279685,0.7142857142857143,0.5069448646370843,0.026724494929179294,0.02260235810261432,0.7857142857142857,1.990592064833597,0.006437428246700326,0.7142857142857143,0.03568629962469266,0.7857142857142857,0.0020222410161004185,0.5,0.004545760563909397,0.6428571428571429,0.00808976743567331,0.7857142857142857,0.04373991269337386,0.7857142857142857,-0.0016709977629880929,0.5,-0.0023395002450072233,0.6428571428571429
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R+,W+,15,0.5333333333333333,0.8666666666666667,-0.0007481985394990134,-0.0030659428695248,0.4,-0.4047960016053301,0.007229318426233215,0.007423860228537345,0.8,1.0853365418493133,0.01131997847160372,0.012438637108678692,0.6666666666666666,0.7028980941809587,0.005279031680616438,0.6666666666666666,0.0001013930476129632,0.5333333333333333,-0.009493109091555459,0.3333333333333333,-0.03033063740422659,0.2,0.004185962267484963,0.6,0.02319255025233636,0.7333333333333333,-0.0034000656374556367,0.4,0.005219282300741927,0.6666666666666666
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,N-,17,0.7058823529411765,0.4117647058823529,0.00048649683529422967,0.0013418063202239,0.5882352941176471,0.15012780549641752,0.0037641319049211567,0.006734816497690355,0.5294117647058824,0.549684782509541,0.016756421648397322,0.00637863178151565,0.6470588235294118,1.1077911589233704,0.0044264593411433,0.47058823529411764,0.0131496248264431,0.5294117647058824,-0.0026092860871283125,0.29411764705882354,-0.014295372047254095,0.29411764705882354,0.012213410878905314,0.5882352941176471,0.02679741976596975,0.6470588235294118,0.013589804705707965,0.8235294117647058,0.018427989119981225,0.6470588235294118
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,R-,8,0.5,1.0,0.005037520033244013,0.0064352098139503,0.625,1.2571475337742648,0.0066181881762007785,0.017589070621785753,0.75,0.4605353693397086,0.012619828698278388,0.011562087894598526,0.5,0.4082705793981132,-0.0033553473461308964,0.75,-0.007383470795422009,0.5,-0.017652845808001236,0.125,-0.045783954015512565,0.125,0.014689119419463922,0.75,0.029994406978481755,0.75,0.003494473929631439,0.625,0.021619161845401372,0.625
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,W+,24,0.7083333333333334,0.9583333333333334,-0.0006248475777907708,-0.00159655616196045,0.4166666666666667,-0.2617766341260616,-0.003158707450365066,-0.0060477690002503325,0.4583333333333333,-0.4911169182614998,-0.005013130637049151,-0.010993498754135876,0.4166666666666667,-0.4749530318259616,-0.00797590653449338,0.375,-0.008137696248604881,0.5,-0.003423734086985162,0.4166666666666667,0.002606971508030312,0.625,-0.0009295217527217579,0.625,-0.0037563736740917945,0.5,0.008314286093988826,0.7083333333333334,0.009753850606952358,0.5833333333333334
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,W-,21,0.8095238095238095,1.0,0.0008541238326003715,0.0040561367280991,0.5714285714285714,0.27363643341026694,0.004408985254873519,0.004487310343220961,0.5714285714285714,0.4996705127145064,0.03582886929628579,0.06309936119937366,0.7142857142857143,2.413348356075379,0.0028378002369235087,0.5238095238095238,0.03103723673764478,0.6666666666666666,-0.004655433182446153,0.42857142857142855,-0.010633860686860674,0.38095238095238093,0.0010783959794044853,0.5238095238095238,0.030716303633332404,0.6666666666666666,-0.003545679320613866,0.5238095238095238,0.0004577370328284599,0.42857142857142855
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,N+,14,0.6428571428571429,0.14285714285714285,-0.0032195994419013927,-0.00328842513326415,0.2857142857142857,-1.4273205431710083,-0.010389619469789512,-0.007053114231273948,0.42857142857142855,-1.330962142021137,-0.010601934690201677,-0.016074224638140473,0.35714285714285715,-0.6905582002972024,-0.010864670300588488,0.2857142857142857,0.009593994858038,0.6428571428571429,0.0018127356376170562,0.6428571428571429,0.03153738544062753,0.7142857142857143,-0.011159592325838685,0.35714285714285715,-0.00710211377148408,0.35714285714285715,0.002056077818006113,0.42857142857142855,-0.000983844919848566,0.42857142857142855
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,N-,8,1.0,0.5,0.0005170224312094373,0.0034824226809699503,0.625,0.13713931972256638,0.010289210904223942,0.00917027044000567,0.625,1.149423229424206,0.009968563719867977,-0.0013574268746003558,0.375,0.48322979433019014,0.007526915151930991,0.625,0.009168844601473089,0.5,-0.007791048850917803,0.25,0.016872877288413066,0.75,0.013115845194698786,0.5,-0.01795688493234157,0.25,0.0008606375974369584,0.5,-0.027564549699223076,0.125
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R+,23,0.8695652173913043,0.8695652173913043,0.003301050316960495,0.0047263466112269,0.6086956521739131,1.5206892297237922,-0.001635002471377145,0.01135112579663487,0.5217391304347826,-0.20110491230364388,-0.014188166788295611,-0.011995838639035802,0.391304347826087,-1.3839420950804724,-0.0066484065654392925,0.5652173913043478,-0.03199182331488452,0.21739130434782608,-0.0026601321787919846,0.4782608695652174,-0.013871948174831216,0.43478260869565216,-0.002678819755442394,0.6086956521739131,-0.00038132891078724234,0.5217391304347826,-0.00343618313575095,0.5217391304347826,0.012357587450092392,0.5652173913043478
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R-,20,0.8,0.95,0.003172666240076275,0.00540919471032545,0.65,1.3058473096044028,-0.001910284820931494,0.002164254664467864,0.5,-0.2972343873259536,-0.02801209365702372,0.0036990705021072673,0.6,-1.1342648409125082,0.003882010686908044,0.7,-0.029913976476110216,0.5,0.0071546994914219505,0.65,-0.00010018300686523985,0.5,-0.00636274393260276,0.35,-0.028439197058417437,0.5,-0.0037703992848867217,0.3,0.010510357141844473,0.6
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,W+,13,0.7692307692307693,0.6923076923076923,-0.0011184338013960002,0.0025445183058766,0.6923076923076923,-0.45844701039642055,0.005379488344790851,0.005731084004390026,0.6153846153846154,1.206015849107212,-0.018828625978909715,-0.012729190128151309,0.46153846153846156,-1.4690229280196372,0.004924476251727197,0.5384615384615384,-0.012904377036824694,0.46153846153846156,0.0015490083360497962,0.6153846153846154,0.018929060665901738,0.5384615384615384,0.0027584718725828837,0.6923076923076923,-0.018508357791090127,0.38461538461538464,-0.00307051164967883,0.38461538461538464,0.0031807668849828364,0.38461538461538464
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,N-,11,0.9090909090909091,0.2727272727272727,-0.006552397856669545,-0.0001639904298746,0.45454545454545453,-1.1922462352775811,-0.0014854782137229223,-0.009895397279996953,0.36363636363636365,-0.1341015198198496,-0.002220755628642906,-0.005183618704000408,0.45454545454545453,-0.08520966157357875,0.003289218724986927,0.5454545454545454,-0.005992970854682261,0.5454545454545454,0.007483176276591241,0.5454545454545454,-0.003702271222766754,0.45454545454545453,-0.004068897670279585,0.36363636363636365,-0.009816632390157025,0.36363636363636365,0.0020428359782384904,0.5454545454545454,-0.008762651674360068,0.5454545454545454
TRAIN,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,W-,10,0.6,0.9,0.014550916241408298,0.0101979436523627,0.9,3.0486579817324913,0.0048096924659712026,0.005937750554637706,0.5,0.3131198102447294,0.020336540857260783,0.03385389996274735,0.7,0.846449028847681,0.004594082045491876,0.5,0.0032826312519303458,0.6,-0.0005709445135405056,0.6,-0.017806663451724148,0.2,0.0028037421836389575,0.5,0.011850606510982287,0.5,-0.0036820595317671677,0.4,-0.0031323795387976916,0.4
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,N+,9,0.2222222222222222,0.3333333333333333,-0.001982606129413778,-0.0057199538717816,0.4444444444444444,-0.32995093167010625,0.0034185307986660655,0.0054585204304553915,0.5555555555555556,0.3143097806459618,-0.01409993367160398,-0.00843105114075468,0.4444444444444444,-0.5486089811978664,0.004027060162862164,0.5555555555555556,-0.009768628415922706,0.4444444444444444,-0.0003056334848394984,0.4444444444444444,0.0017700078267691957,0.3333333333333333,0.006148280892273632,0.5555555555555556,0.007233137923415327,0.5555555555555556,0.004300793586936197,0.6666666666666666,0.02793651850641088,0.6666666666666666
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,R+,10,0.1,1.0,0.00468943296251695,0.006145841055645,0.9,1.1212596699754884,0.00374409834092242,0.005256991371683361,0.6,0.6038535496266085,0.007516779497710821,0.02104732365752241,0.6,0.46523255743155006,-0.00021452010671419998,0.5,0.011747330086723084,0.6,-0.002652041315729736,0.4,0.020814115622639462,0.5,0.008858684919956228,0.7,0.006833348379958614,0.5,0.005389443600512156,0.6,-0.0034938063384173713,0.7
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N-,W-,10,0.3,1.0,-0.00536869314896139,-0.0008650581076615001,0.4,-0.8946120494319305,-0.025800284574376876,-0.024462785462492066,0.4,-1.73797845745241,-0.010145685363722689,0.021434641793131065,0.7,-0.30025750547635005,-0.024413212775067684,0.3,-0.005737211723212543,0.7,0.01099149991752928,0.5,0.0058586573269351905,0.4,-0.018314170457052227,0.3,-0.005051933129354669,0.7,0.011294602040082891,0.6,-0.01543894869177288,0.3
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,W-,20,0.65,1.0,0.00033289128210916094,-0.0040403236549377,0.45,0.05062204751426662,0.005614769863146041,-0.006462936536574105,0.47368421052631576,0.44477891561198674,0.02440186073699963,0.015672606105157822,0.625,1.2906917786325334,0.006584867214183054,0.5263157894736842,0.020997178610901772,0.625,-0.008371516444502508,0.42105263157894735,-0.01701778857564576,0.25,0.008478486182225955,0.47368421052631576,0.026358185018409308,0.75,0.0028302552232185875,0.5789473684210527,-0.009342547433993612,0.375
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,N+,12,0.8333333333333334,0.16666666666666666,-0.009067201590978907,0.00583475472825315,0.6666666666666666,-0.7116177774112367,0.0035055006743797616,0.008409758244766096,0.5,0.2949876427040972,0.008926057877222641,0.021925382687614438,0.6666666666666666,0.42485958605382257,0.017469144899150347,0.75,0.032609133310444766,0.6666666666666666,0.021331996377439027,0.8333333333333334,0.037937645356979056,0.9166666666666666,0.007095432644856921,0.5833333333333334,0.007300383313461879,0.5,0.0011805054683478682,0.75,-0.016478600022402128,0.5
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R+,30,0.8,0.8333333333333334,-0.001631961034633657,0.00112354953983945,0.5333333333333333,-0.5146250825513714,0.007284370083715392,0.010108930323964043,0.5666666666666667,0.8907270000926768,0.010272623438635302,0.01665700493559116,0.6666666666666666,0.6379938542194659,0.010314033823103981,0.6666666666666666,0.030620100450542205,0.6666666666666666,0.009915386110927911,0.7666666666666667,0.04834774597522506,0.7333333333333333,0.0032376368317845665,0.5,-0.0029756899748350865,0.4666666666666667,-0.00238685779864658,0.5333333333333333,-0.029844365719087825,0.43333333333333335
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R-,14,0.8571428571428571,0.7857142857142857,0.0070216919877774215,0.00181571798936935,0.5714285714285714,1.172916051678553,-0.0006370564369597526,-0.001134170140416875,0.42857142857142855,-0.08689981936031932,0.020641625404321764,-0.01662579160747833,0.35714285714285715,0.7319647666008194,0.010774298255830919,0.5714285714285714,0.03671367260850721,0.5,0.010215319427109753,0.7142857142857143,0.019519863373308688,0.7142857142857143,-0.004570785095933021,0.5714285714285714,0.014665027136078907,0.42857142857142855,-0.01438261843888097,0.35714285714285715,-0.005117442489948094,0.5714285714285714
POST_DISCOVERY,KOSDAQ,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,W-,8,0.625,1.0,0.0052870819681449495,0.01050533348530635,0.75,0.3667826400765016,0.0194927792498023,0.017765763705769183,0.625,0.8833264555496301,-0.05829667081137246,-0.037247732508491664,0.375,-1.4411970179160878,0.010476147602710137,0.625,-0.06224349095310294,0.5,-0.006986914034538036,0.5,-0.019475106436126113,0.125,0.01673679229058142,0.625,-0.009604793140170084,0.625,0.0016091667614620692,0.625,0.0548300366868846,0.625
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,N+,17,0.29411764705882354,0.35294117647058826,-0.0033249367421487883,-0.0003534090826263,0.47058823529411764,-1.3875271059708785,0.0025639403364839533,0.0023576326399787463,0.5294117647058824,0.536468167782713,-0.01841245867639578,-0.01953851603666899,0.35294117647058826,-1.757167971077135,0.0008612173853018777,0.5294117647058824,-0.019680385103654077,0.29411764705882354,0.0014002619121254935,0.6470588235294118,0.015665190450264644,0.5882352941176471,0.0016672751852590312,0.7058823529411765,-0.00810721251432461,0.5294117647058824,-0.0028666194508223256,0.47058823529411764,0.009542558489608988,0.5882352941176471
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,R+,16,0.0625,0.9375,0.001996205895625346,8.281566964021841e-05,0.5625,0.7500017493863006,0.008851230461055761,0.008098455017550485,0.625,1.5505892641055015,0.01177433285520011,0.005283755628903223,0.625,1.1466392237103475,0.016194683109068617,0.8125,0.017599916924838747,0.75,0.013690376053576772,0.6875,0.020587282416592405,0.75,0.003993293567981393,0.625,0.005593886226327095,0.5,-0.01695712220302123,0.3125,-0.024631362798757515,0.3125
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,W+,13,0.07692307692307693,0.9230769230769231,-0.0026941933801095,-0.0012771196728658,0.46153846153846156,-0.7612625294839604,-0.004008537153953915,-0.0010706203299220489,0.46153846153846156,-0.8688525365879413,5.536951302283104e-06,0.0005868959881044763,0.5384615384615384,0.00046358836586684704,-0.005974884225552949,0.46153846153846156,-0.014624949612538804,0.46153846153846156,-0.002087958430256801,0.5384615384615384,-0.010871213293986591,0.3076923076923077,0.010413285183482338,0.6923076923076923,0.026507683202028794,0.8461538461538461,0.01960842277535009,0.9230769230769231,0.04681291390452277,0.7692307692307693
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N-,N-,20,0.25,0.5,-0.002460145220961345,-0.0020787108482112,0.45,-0.5282345109486194,-0.0005052099449636124,0.005893023222762783,0.55,-0.053385080209631355,0.030451377212695273,0.02719860206800362,0.85,2.07696953886419,-0.0013300069455565611,0.55,0.02069588420754931,0.65,-0.000656993247995985,0.5,-0.012734152843276914,0.45,0.0007709793367318806,0.55,0.02530604853359015,0.75,0.00534293424928195,0.7,0.0005652498493284141,0.5
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N-,R-,9,0.3333333333333333,1.0,2.808599838973285e-05,0.0037111124666125,0.5555555555555556,0.006407269994136779,-0.010699951078371801,-0.0074675765299454565,0.3333333333333333,-0.8134761316776012,0.005848770042239164,0.0012933460939286547,0.5555555555555556,0.1887016594141877,-0.02301206572208377,0.1111111111111111,-0.006430838169075772,0.4444444444444444,-0.014832854485469017,0.4444444444444444,-0.023509094155473816,0.3333333333333333,-0.00910888819688623,0.3333333333333333,0.00018270204391606585,0.4444444444444444,-0.005617906349591633,0.4444444444444444,-0.029557561801469165,0.2222222222222222
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N-,W+,14,0.21428571428571427,1.0,0.000810742723638459,0.0008397655233589999,0.6428571428571429,0.5805087756117318,-0.00179978117608932,-0.0005166806739267613,0.5,-0.33252618579362775,-0.0042093799022325145,0.012710566639512116,0.5714285714285714,-0.25611221322593214,-0.007853614829995335,0.42857142857142855,-0.01812826111904419,0.42857142857142855,-0.006910826882109066,0.2857142857142857,-0.014399184378824854,0.35714285714285715,0.0026112812882913244,0.7142857142857143,-0.005183621527634257,0.6428571428571429,0.009693807527184992,0.7857142857142857,0.005247620698873507,0.35714285714285715
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N-,W-,17,0.4117647058823529,0.9411764705882353,-0.0009627152048135995,0.0045858538545521,0.5882352941176471,-0.3021996301326828,-0.008306885397285621,0.004606477988547982,0.5294117647058824,-1.2340723785346277,-0.018363664660405787,-0.004121212242155815,0.4117647058823529,-1.1719978125754953,-0.012592766697307453,0.29411764705882354,-0.02367054639827957,0.4117647058823529,-0.005089640495914081,0.29411764705882354,-0.0199012915353453,0.4117647058823529,-0.006628054786794493,0.35294117647058826,-0.00678267048638167,0.7647058823529411,0.0032707149404286907,0.47058823529411764,0.013983213785989598,0.7058823529411765
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R+,N+,19,0.631578947368421,0.2631578947368421,0.0013402935849714896,-0.0012119633772505,0.42105263157894735,0.6861646923390765,0.003249201045904091,0.006283245132834241,0.6842105263157895,0.6354681043758256,0.006740874357310575,0.011576617768751974,0.631578947368421,0.5332140383513047,0.0041627237783955495,0.631578947368421,0.0004448176611646999,0.5789473684210527,0.0004006629768201764,0.47368421052631576,-0.014992819187693374,0.15789473684210525,0.004388972432662464,0.6842105263157895,0.012357508369170558,0.6842105263157895,0.006246958935460667,0.631578947368421,7.033055211870896e-05,0.631578947368421
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R+,R+,17,0.7647058823529411,1.0,0.001453937444574012,0.0016897043824598,0.6470588235294118,0.5639628987831139,0.004734395511726675,0.009137379034943851,0.6470588235294118,0.6812364979389892,0.02564209440634101,0.018307311815020853,0.7058823529411765,2.1710313555283216,0.0050094053549146296,0.5882352941176471,0.03587427373890232,0.7058823529411765,0.0005127166639685775,0.47058823529411764,0.015535339254048604,0.7647058823529411,-0.0004093987652882008,0.5882352941176471,0.02073365744303965,0.6470588235294118,-0.009791132519160273,0.35294117647058826,-0.01927328009355839,0.47058823529411764
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R+,W+,13,0.6153846153846154,0.8461538461538461,0.0001699915694772614,0.0001556429449171,0.5384615384615384,0.0864705161446357,0.006954126359180472,0.008999425453342208,0.7692307692307693,0.8254592183371441,0.03595079731839196,0.025412998666255206,0.7692307692307693,2.652290615211917,0.0015661191048286312,0.6923076923076923,0.020442830401347842,0.5384615384615384,-0.01219562117925692,0.3076923076923077,-0.02610795792291635,0.15384615384615385,0.008095936559937037,0.6923076923076923,0.028492351238623394,0.7692307692307693,-0.004198990755507149,0.38461538461538464,-0.026923024923728753,0.38461538461538464
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,N+,8,0.875,0.5,-0.0001491551365399884,-0.002353158220575053,0.5,-0.051638770726945823,-0.006799830911005909,-0.008496561207465201,0.375,-0.5874164593779239,0.005063124087056532,0.00801174708993128,0.625,0.3633366097894248,-0.008258673147184967,0.375,-0.00014811317616554576,0.375,0.0035084473743901556,0.625,0.004149540137771648,0.5,-0.008152135310729378,0.625,0.009915512263586335,0.625,0.003978408368448677,0.625,0.01796094920266751,0.875
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,N-,11,0.9090909090909091,0.45454545454545453,-2.6524040742318287e-05,0.003050025376371,0.5454545454545454,-0.006580183570900755,0.007003701459191696,0.011535926129665827,0.7272727272727273,0.9482672863771452,0.03459147726850271,0.03366664769553091,0.8181818181818182,2.32185130182203,0.009830933121333228,0.6363636363636364,0.03763541945691775,0.7272727272727273,-0.003595973432612713,0.36363636363636365,-0.015049355813066352,0.18181818181818182,0.011608849233878475,0.8181818181818182,0.028550054596012734,0.6363636363636364,0.005910465573957146,0.45454545454545453,-0.0062379597916606515,0.5454545454545454
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,W+,30,0.7333333333333333,1.0,0.0011494571753643697,0.0020874155504072003,0.5333333333333333,0.5841660912191691,0.003932314120353139,0.003579866003210192,0.6,0.8175694170353703,0.007589041207539148,0.007310839412252464,0.5,0.732877690372792,0.0021522653007404378,0.5,0.0102761748453308,0.5666666666666667,-0.0011026501642034078,0.5,0.006379771131243132,0.5,0.006457050947282491,0.6,0.013936134232013005,0.5333333333333333,0.00583449805766391,0.6,0.013410072471308258,0.6333333333333333
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,R-,W-,16,0.75,1.0,9.342631622369217e-05,0.00528917148144095,0.6875,0.02807059242658179,-0.006190829939525723,-0.0004582233331679405,0.5,-0.5791475663088174,-0.0074659300384239385,-0.013513826339490005,0.4375,-0.37809503893609814,-0.0085595809169677,0.4375,-0.01165109052622916,0.5,-0.004814515880583729,0.25,-0.012305303753381173,0.4375,-0.0040708988202463325,0.5,-0.0024478462581494775,0.5625,0.006296055816541177,0.375,0.02071320960310581,0.5
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,N+,21,0.8571428571428571,0.47619047619047616,-0.002184599077725414,0.0004933667676835,0.5714285714285714,-1.0380175395635969,-0.0072884812735815084,-0.005650500934914356,0.3333333333333333,-1.181159050000798,-0.03255748935634141,-0.02676698675189888,0.19047619047619047,-3.3313669414014786,-0.008654710038371715,0.42857142857142855,-0.027978582349206874,0.3333333333333333,0.0005657730979713449,0.42857142857142855,0.01454984631195739,0.6666666666666666,-0.000256732374311923,0.6190476190476191,-0.008221133614080072,0.42857142857142855,0.008602716707058524,0.6190476190476191,0.03496548071331249,0.6190476190476191
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R+,16,0.6875,1.0,0.005734491088558438,0.00825838677110655,0.6875,3.1311689710175203,0.00366142412853383,0.019094505941586015,0.6875,0.41856459497500276,-0.009268688695535281,-0.00010516271982672536,0.5,-0.5292968551756139,-0.0016819040110404374,0.5625,-0.009991780791143483,0.5,-0.007917578671350227,0.375,-0.0030288009480201813,0.5625,0.00772202601533762,0.625,-0.004124716437168489,0.5,0.007753474711585412,0.5,0.006841847998890586,0.5
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W+,R-,23,0.8695652173913043,1.0,0.0009616575925306916,0.0016942384611439,0.6086956521739131,0.5887799922939702,-0.003121913405759416,-0.000411282988107417,0.4782608695652174,-0.5588676669736895,-0.02844513549046135,-0.012397462914808728,0.2608695652173913,-1.4586354756727964,-0.003285921316690515,0.5217391304347826,-0.037033464639140215,0.30434782608695654,0.004769496317950949,0.6086956521739131,-0.005633405596604215,0.43478260869565216,-0.008439356705980535,0.43478260869565216,-0.023615917147082065,0.4782608695652174,-0.0048185684590712876,0.43478260869565216,0.013470244105303784,0.5217391304347826
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,N-,10,1.0,0.4,-0.00017330619938314072,0.0042696718190091,0.7,-0.03721260575165447,0.005214135056219236,0.01204795673288376,0.5,0.3628171979015663,-0.00528775713699167,0.010621372931051608,0.6,-0.2038498055041319,0.010849943758181425,0.7,-0.007471124144845009,0.6,0.006676713469289319,0.6,0.0009549219187651503,0.6,4.072660856747623e-05,0.5,-0.013337535489121966,0.6,-0.003108448199968206,0.3,-0.0034826116741336066,0.6
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,R-,10,0.6,1.0,-0.0037711075689187802,-0.0016379429982727,0.4,-0.38137367105510256,0.005495293503837536,0.0018546929713637833,0.6,0.17906849543965175,0.0815938059946479,0.02884718885163036,0.7,2.097615713646815,0.007270917486486728,0.3,0.06308391066368166,0.8,-0.006280896708922179,0.3,-0.03766376364855541,0.5,0.0073871567480121025,0.6,0.08969902192315059,0.7,-0.0029456230608983615,0.5,-0.02220485429034933,0.4
TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,W-,W+,8,0.875,1.0,-0.000156368601923675,5.0832397012100065e-05,0.5,-0.03281748827747524,0.00809746576723457,0.0014108225221738885,0.5,0.622909166891781,0.018307220741525205,0.002509486402609855,0.5,1.1763063706142596,0.008250784990014914,0.5,0.013185940185779385,0.5,-0.004914739312014471,0.375,-0.010987046525896188,0.25,0.005683045380617785,0.5,0.014465307993958426,0.5,0.0014441428976725984,0.625,0.007823382439684973,0.5
POST_DISCOVERY,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,N+,8,0.375,0.625,0.002588163498049825,0.0026115782841652003,0.5,0.5215149646779788,0.01551481781428798,0.014714034473948713,0.75,1.8100295929551358,0.007088130911403002,0.01555066339939852,0.75,0.43937857929392465,0.022021383160955726,0.875,0.021672887883905034,0.875,0.01505188916281261,0.75,0.04103084161991788,0.5,0.015007313367534456,0.625,0.011787624688703341,0.5,0.0010085124520870375,0.5,0.0035469403842168373,0.375
POST_DISCOVERY,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,VALUE,MOMENTUM_X_VALUE,N+,R+,9,0.3333333333333333,1.0,0.000649085323253256,0.0043400451608419,0.6666666666666666,0.19303397210200693,0.003326423597664159,-1.1971094124543754e-05,0.4444444444444444,0.46988417139513383,0.001585408989538165,0.011036043332773604,0.5555555555555556,0.13186468686151043,0.009784149952083444,0.6666666666666666,0.023015610228430794,0.6666666666666666,0.007447364359347983,0.7777777777777778,0.037735889879482,0.7777777777777778,0.005071985930997225,0.4444444444444444,0.010337293937656589,0.4444444444444444,0.004172395349323714,0.6666666666666666,0.008248514117571869,0.4444444444444444
