sample,universe,family_a,family_b,family_pair,state_a,state_b,n,mean_agree_a,mean_agree_b,mkt_1d_mean,mkt_1d_median,mkt_1d_positive_share,mkt_1d_tstat,mkt_5d_mean,mkt_5d_median,mkt_5d_positive_share,mkt_5d_tstat,mkt_20d_mean,mkt_20d_median,mkt_20d_positive_share,mkt_20d_tstat,a_top_fwd_5d_mean,a_top_fwd_5d_positive_share,a_top_fwd_20d_mean,a_top_fwd_20d_positive_share,a_spread_fwd_5d_mean,a_spread_fwd_5d_positive_share,a_spread_fwd_20d_mean,a_spread_fwd_20d_positive_share,b_top_fwd_5d_mean,b_top_fwd_5d_positive_share,b_top_fwd_20d_mean,b_top_fwd_20d_positive_share,b_spread_fwd_5d_mean,b_spread_fwd_5d_positive_share,b_spread_fwd_20d_mean,b_spread_fwd_20d_positive_share
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,R-,22,0.6818181818181818,0.9545454545454546,0.0015417688646126955,0.00230460110232945,0.6818181818181818,1.1428477991090529,0.007213027699979707,0.005880727880320012,0.7272727272727273,2.0280399236662676,0.023549366519436687,0.021462545138091663,0.7727272727272727,2.900496674214162,0.003912893725211656,0.5454545454545454,0.02575931464798871,0.8181818181818182,-0.0027387765861089375,0.45454545454545453,-0.0035269267898858144,0.45454545454545453,0.008945021947343796,0.7272727272727273,0.030516662165546184,0.8181818181818182,0.00469174793866688,0.5909090909090909,0.0121658988181636,0.7272727272727273
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,W+,8,0.75,1.0,-0.003441100791167775,-0.00277975695387875,0.375,-0.7320865166518681,-0.0010247701274545586,-0.004005537112320549,0.375,-0.2626081119000765,0.025024800046297518,0.023856077895409968,0.75,1.8463081075049612,-0.0014432174015857335,0.5,0.008937652360362924,0.625,-0.004469111985731092,0.25,-0.014632802459944999,0.125,-0.006357450930231726,0.25,0.005152325279909831,0.5,-0.007112813051909403,0.5,-0.015841076019023806,0.375
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,W-,9,0.7777777777777778,0.7777777777777778,0.002772064098664422,0.0022993520465249,0.7777777777777778,0.8495608421487695,-0.0004904458199541023,-0.00139400385493542,0.4444444444444444,-0.05601705555246546,0.0031343307233954515,-0.0034271360132508313,0.4444444444444444,0.1751353841767736,-0.000649227287954505,0.5555555555555556,0.00970815522195386,0.5555555555555556,-0.0023201960297199887,0.3333333333333333,0.0071594806703181545,0.6666666666666666,0.00042112574220140895,0.5555555555555556,0.010856239160410749,0.5555555555555556,-0.00118735708746852,0.5555555555555556,0.004606826041533372,0.5555555555555556
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,N+,8,0.625,0.5,0.0008686828269229745,-0.0037529917070585,0.25,0.13067052724082434,-0.004001353127849898,0.0010977622142074235,0.5,-0.38301832979949785,-0.008484629311888741,-0.00964699603590253,0.375,-0.9772016674331989,-0.018366996650056713,0.125,-0.02858091964131433,0.25,-0.010816795058377793,0.25,-0.0276314836329523,0.375,-0.0065493446302745395,0.375,-0.005473550282650105,0.375,0.006042760392895474,0.75,0.01554057707413678,0.75
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,W+,40,0.775,0.95,0.0006201183421208224,0.0015846467194639,0.6,0.3492855141607815,-0.0009514040507934611,-0.0015283685356435133,0.475,-0.24242777561806025,-0.014470876655765496,-0.018030023145663196,0.35,-1.9918866250323386,0.0003117386131777533,0.55,-0.016489072034999382,0.35,-0.003285795219976051,0.425,-0.0010554516852361389,0.45,0.002327971845732635,0.5,-0.013898669612860839,0.35,0.0022020938019670228,0.475,0.01014784314839271,0.525
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W-,N-,12,0.6666666666666666,0.5,-0.014189156038152857,-0.0079780313221382,0.08333333333333333,-2.946713077394655,-0.01224412211453157,0.0023001455344009913,0.5833333333333334,-0.9054471727154716,0.024145538215638956,0.025291224819421976,0.75,1.5169448223768707,-0.01776850221602976,0.5833333333333334,0.007884512587893225,0.5,-0.0003430393168529222,0.5,-0.03827489040149409,0.3333333333333333,-0.01519976209081548,0.4166666666666667,0.02866965762035295,0.5833333333333334,0.004125839519631395,0.6666666666666666,0.004826320796630951,0.6666666666666666
TRAIN,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W-,W-,23,0.782608695652174,0.9130434782608695,0.0025055843422046656,0.0011587106162317,0.5217391304347826,0.7417787970228968,0.011384547816252177,0.016212294579095177,0.6086956521739131,1.9775846762454052,0.03069205957063823,0.03490575358394495,0.7391304347826086,2.6170343911401996,0.0024308340338297916,0.4782608695652174,0.006465077024198653,0.5652173913043478,-0.00946970536734487,0.34782608695652173,-0.03001648805579011,0.30434782608695654,0.005667766953583465,0.5217391304347826,0.019089526998011523,0.6521739130434783,-0.004901407493145551,0.391304347826087,-0.007814000191330089,0.4782608695652174
POST_DISCOVERY,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,W+,10,0.2,0.9,-0.00207007574862516,0.0023584768335406497,0.5,-0.3469502635289999,0.019078612848078238,0.012578705239283403,0.6,1.9866775094524889,0.052944484742122475,-0.0023426687801014253,0.5,1.2853498426028664,0.015646847456357294,0.6,0.03162305285119897,0.6,0.010167293352841977,0.7,0.0317377791205159,0.6,0.018013028112415518,0.7,0.04265298415886513,0.6,0.010422875819474898,0.7,0.04284606726644953,0.9
POST_DISCOVERY,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R+,W+,11,0.5454545454545454,1.0,0.0091518383097884,0.0139313820109325,0.6363636363636364,1.9834936675495032,0.007779621873475815,0.0020425786506815184,0.7272727272727273,1.0511328476626873,0.022203094958137878,0.010986466657236979,0.5454545454545454,1.1327836333517531,0.00657233253803722,0.5454545454545454,0.0031525574740171136,0.45454545454545453,0.003617124585915858,0.5454545454545454,0.020807667919576302,0.6363636363636364,0.007389057101591808,0.45454545454545453,0.006108535946911126,0.36363636363636365,0.0031637990922403544,0.5454545454545454,0.02521876201541442,0.9090909090909091
POST_DISCOVERY,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,R-,11,0.36363636363636365,0.8181818181818182,-0.0050610549389436274,-0.003440875539742,0.36363636363636365,-0.714795950548526,-0.008716674939061711,-0.012481787494995391,0.4,-0.6212505447728265,0.030524474918431268,0.022056964521583334,1.0,3.845102310577179,-0.005435420192427898,0.4,0.03274291429415171,0.8571428571428571,-0.0028934289629689467,0.5,0.004284323615420606,0.7142857142857143,-0.005174617572814078,0.4,0.028382941380569786,0.7142857142857143,-0.004458232298266074,0.5,0.003074355093375455,0.5714285714285714
POST_DISCOVERY,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,W+,48,0.7916666666666666,0.9791666666666666,0.0011363994542246646,0.0038723369522369,0.625,0.4366145971900573,0.01289235839020333,0.012173217094218619,0.625,2.4931331352230197,0.057806641225398664,0.04281186480578193,0.7916666666666666,5.074355513745388,0.009646913899643589,0.6041666666666666,0.03720277882595463,0.6666666666666666,0.005613619876547934,0.5208333333333334,0.025822954641193177,0.5833333333333334,0.01077906734168689,0.6666666666666666,0.04667439757519734,0.6875,0.0051471200858282965,0.6041666666666666,0.030370815650588637,0.7916666666666666
POST_DISCOVERY,K200,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W-,W-,13,0.6923076923076923,0.9230769230769231,-0.006314296054563716,-0.0039055573712106005,0.46153846153846156,-0.7288698364356511,-0.002791354631655007,0.0015232658619903643,0.5384615384615384,-0.2561805442447936,-0.01312865352954194,0.006287802092576747,0.5384615384615384,-0.5442285457579983,0.0013905585887631698,0.5384615384615384,0.01924177829875917,0.46153846153846156,-0.00403818501453198,0.46153846153846156,0.007685617308844761,0.5384615384615384,0.0043907902511311275,0.5384615384615384,0.02081928235649631,0.46153846153846156,0.0011447469262818673,0.6153846153846154,0.005098082443713587,0.6153846153846154
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,N+,17,0.17647058823529413,0.47058823529411764,0.0010926148712743586,0.0026678026091907,0.6470588235294118,0.40874493151380437,0.010058254579160616,0.008697552193772004,0.8235294117647058,2.011869216922425,0.01120603792339879,0.008404943541737288,0.7058823529411765,1.1844702485713148,0.013721324438368135,0.8823529411764706,0.006957758712733232,0.47058823529411764,0.008523803641927945,0.5882352941176471,0.006639715192076878,0.5882352941176471,0.016957766575574493,0.8823529411764706,0.028507320923628326,0.7058823529411765,0.008667225590872447,0.7058823529411765,0.023811294528125825,0.8823529411764706
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,R+,8,0.375,1.0,0.0024814543879414746,0.0016983416225523,0.5,0.7933694840813652,-0.007976624037372667,0.00545076085830087,0.625,-0.5566715959379613,-0.018506686087181767,-0.021706694887772274,0.375,-1.518167374416125,-0.004910505796825337,0.375,-0.01787224222714362,0.5,0.006666015546150039,0.75,0.011889163685264173,0.625,0.0014550818638422863,0.625,-0.005565605803076842,0.25,0.017340213479551725,0.875,0.010950615069019662,0.5
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,W+,21,0.14285714285714285,0.9523809523809523,-0.0045440123781914105,-0.0014103227287105,0.38095238095238093,-2.2736338935084763,-0.007354619880726475,-0.00632528020571075,0.2857142857142857,-1.6738983948376904,-0.011435611743880041,-0.007271082407673292,0.3333333333333333,-0.8779852881877834,-0.003069139703454206,0.42857142857142855,0.007781399723078109,0.47619047619047616,0.009819608566518857,0.6666666666666666,0.04322191904725571,0.8571428571428571,-0.0013550486004046429,0.47619047619047616,-0.00015579813586171407,0.5238095238095238,0.004831754756686677,0.6666666666666666,0.01243138649253264,0.7142857142857143
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N-,N-,14,0.14285714285714285,0.5,-0.0024866193151256927,-0.00396457112173375,0.2857142857142857,-1.153047817276303,-0.009801211065257841,0.003044404137632737,0.5,-0.8749427610452728,0.010090852368462442,-0.004371971523401343,0.42857142857142855,0.6395910852278849,-0.01673440315620884,0.35714285714285715,-0.0069892535502398745,0.5,-0.00954714111048645,0.42857142857142855,-0.028964576922116465,0.35714285714285715,-0.008063347265457568,0.5,0.014916960143107505,0.6428571428571429,0.0024151663226849585,0.5,0.0030497912369787383,0.5
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N-,R-,8,0.25,1.0,-0.0035891956706614997,-0.00205490399258355,0.375,-0.8919021088793896,-0.00830135101035255,-0.008444230458863854,0.5,-0.5099524072998054,0.012350422955592508,-0.0007842138554356431,0.5,0.40881414049682563,-0.012485966392245196,0.25,0.009609732952924374,0.5,0.0028488889171989357,0.625,0.0054305537925317116,0.5,-0.006477609759082598,0.375,0.0046734819285245005,0.625,0.0006029041022320991,0.5,-0.016651437474165684,0.25
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N-,W+,16,0.25,0.9375,-0.0020392697571688994,-0.000328379649355,0.5,-0.44840271528782205,0.003172513816729964,0.005862984174365548,0.625,0.5181489152639823,0.005559850952300759,0.0018692577747095515,0.5,0.36140110965591077,-0.001954437098792526,0.4375,-0.003374443977469249,0.4375,-0.0027979134775152,0.5,-0.003404346281356295,0.4375,0.008648764018586032,0.625,0.013432578575344682,0.5625,0.0018561930539619659,0.5625,0.0021381134340336325,0.5
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N-,W-,19,0.2631578947368421,0.9473684210526315,-0.0021701460303258794,0.0024735557376391,0.5263157894736842,-0.3409570655329936,-0.005412428421299685,0.0012409970895850026,0.5789473684210527,-0.31408774390328,0.007345712104923266,-0.014531136243264313,0.47368421052631576,0.2502258970247313,-0.010308959697858874,0.42105263157894735,-0.022110600151390946,0.42105263157894735,-0.006572196310087016,0.3684210526315789,-0.03726628484009595,0.2631578947368421,-0.007437270313548975,0.5789473684210527,-0.0027888101577033223,0.47368421052631576,0.0004783452852858562,0.3684210526315789,0.0048662116531732235,0.5789473684210527
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R+,N+,20,0.45,0.4,0.00026253061165823493,-0.00128302937132715,0.4,0.15738244861778905,0.003800351075292313,0.006521503756870653,0.7,0.5600948527791629,0.013899843606666845,0.024136376946915103,0.65,0.8406474364201875,-0.0002457660653125859,0.55,0.016985604875665396,0.65,-0.0069456984699947655,0.4,-0.003502746757750591,0.55,0.0013491875087951245,0.6,0.024873584221384703,0.7,-0.0003767191028332895,0.45,0.010727407992147341,0.6
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R+,R+,17,0.5882352941176471,0.8823529411764706,0.0027517526430079608,3.901444981883629e-05,0.5294117647058824,0.7827303338715295,0.017276273760142492,0.014194253376118529,0.8235294117647058,2.7132393848932606,0.035537184985751334,0.022120625499717668,0.7647058823529411,2.3247954618408255,0.016144190262721698,0.7647058823529411,0.03166283456386215,0.5882352941176471,-0.0030810426934054585,0.35294117647058826,-0.014597378484068764,0.35294117647058826,0.02266156574716632,0.8823529411764706,0.07012076995247174,0.8823529411764706,0.004248943533651768,0.4117647058823529,0.03755164026179551,0.9411764705882353
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R+,W+,9,0.7777777777777778,0.8888888888888888,0.00030198867237734444,0.0003634171468137,0.5555555555555556,0.17588491886292468,-0.011152692849962266,2.774836931256019e-05,0.5555555555555556,-1.0349240734295513,0.014378379151157071,0.01238177321863449,0.8888888888888888,3.2692663170407403,-0.002837111633621942,0.5555555555555556,0.03162796519819607,0.8888888888888888,0.00483064263631504,0.6666666666666666,0.0025039858768549886,0.5555555555555556,-0.007255759506819694,0.3333333333333333,0.03723123047472562,0.7777777777777778,0.004606935241637158,0.6666666666666666,0.03288158050123086,0.8888888888888888
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,N-,22,0.7727272727272727,0.4090909090909091,0.004388124419507563,0.0062947902273393,0.7272727272727273,2.2288546909155627,0.012099022597272115,0.01886691179152676,0.7272727272727273,1.7651220333266588,0.026423939007695088,0.03452071914004799,0.5909090909090909,2.019722514659603,0.011196914487703309,0.7272727272727273,0.018038970851837255,0.5454545454545454,-0.003944138353411377,0.3181818181818182,-0.020666952114690242,0.2727272727272727,0.01454348562841774,0.8181818181818182,0.02233393240107084,0.7727272727272727,0.004330853641499357,0.5,0.005098208887974692,0.5909090909090909
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,R-,17,0.8235294117647058,0.8823529411764706,-0.0012912835342480935,-0.010909859213733,0.35294117647058826,-0.30997553883033074,-0.0014387286020507877,-0.001469348519445617,0.47058823529411764,-0.18936298502637855,0.0019907509323038143,0.02294330162159513,0.5294117647058824,0.11171415048622636,-0.004996698142477294,0.29411764705882354,-0.01087860570321885,0.47058823529411764,-0.0033641391418621444,0.4117647058823529,-0.019648426711746575,0.4117647058823529,-0.003115836692623399,0.4117647058823529,-0.003893356473206779,0.47058823529411764,-0.0016615991098628024,0.4117647058823529,-0.010944485013936744,0.35294117647058826
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,W+,11,0.6363636363636364,1.0,0.005094698063568437,0.0013418063202239,0.5454545454545454,0.9100796407301581,0.003920182165641057,-0.005462637895568118,0.36363636363636365,0.4208852603569435,0.009864743911729519,-0.014421729055850601,0.45454545454545453,0.5727345163389351,0.003347530631338797,0.45454545454545453,0.010966755156947682,0.36363636363636365,0.0021016921222649847,0.6363636363636364,0.005683442915873769,0.6363636363636364,0.006191598737717927,0.36363636363636365,0.03349541943297687,0.6363636363636364,0.005069655141005668,0.45454545454545453,0.019678672327113914,0.7272727272727273
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,R-,W-,17,0.5882352941176471,1.0,0.00016153378521730044,0.0027076223596525,0.5294117647058824,0.04267861049096282,-0.0016581235779766206,0.006194800815932471,0.5294117647058824,-0.16243651519565433,0.030155318394490392,0.03596954630710641,0.7058823529411765,1.8792635649084102,-0.008353909885251047,0.47058823529411764,0.031168197247525353,0.7647058823529411,-0.011589979538281395,0.23529411764705882,0.0017948932883964832,0.47058823529411764,-0.001657394424916427,0.47058823529411764,0.03041986015185397,0.7058823529411765,-0.0021572112932540014,0.5294117647058824,0.005123787622281743,0.7058823529411765
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,N+,16,0.8125,0.4375,-0.001984466548407644,-0.0034189517993788,0.3125,-0.8809283332004294,-0.020671825997857753,-0.019283307020944024,0.375,-2.1414169872233253,-0.02170078878919191,-0.002985078591478547,0.5,-1.0128104005822685,-0.0222478022025654,0.25,0.009681892896340562,0.6875,-0.0008969649717444975,0.5,0.03948906168701927,0.6875,-0.02153777664741427,0.3125,0.0031426566629775693,0.8125,0.004275448664092525,0.625,0.02470000180885038,0.6875
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,R+,9,0.8888888888888888,0.8888888888888888,-0.00035715325255169996,0.0062862628239573,0.5555555555555556,-0.08220960214825813,0.009475362457699248,0.013352320623120523,0.7777777777777778,0.887677599906826,0.003299874285100715,-0.012729190128151309,0.3333333333333333,0.16806518256953698,0.002704865592216141,0.6666666666666666,-0.017262449499875446,0.5555555555555556,-0.005514453018170575,0.4444444444444444,-0.021471873850316816,0.3333333333333333,0.0015037978381180978,0.5555555555555556,-0.0034066477510112814,0.4444444444444444,-0.005534638510233009,0.3333333333333333,-0.0004079699530622729,0.5555555555555556
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W+,W+,45,0.7777777777777778,0.8888888888888888,0.0019962836418101287,0.0040899520657584,0.6888888888888889,1.350008127440244,0.0045634022530887585,0.0014160084287283704,0.5333333333333333,1.3939716232433277,-0.011918425057941641,-0.0017250850077314933,0.4666666666666667,-1.761101396731374,0.005163083030684722,0.6444444444444445,-0.020451138163822238,0.3333333333333333,0.002939650026373979,0.6,0.0009900509608074155,0.5555555555555556,0.005270630263030049,0.5555555555555556,-0.0005319031156562688,0.5555555555555556,0.0016636385605009573,0.4666666666666667,0.02342462100261957,0.7777777777777778
TRAIN,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,W-,N-,11,0.9090909090909091,0.2727272727272727,0.0059658344128026815,0.0111097309897988,0.6363636363636364,0.8553196936239561,0.00746431305776176,0.014356622555652955,0.6363636363636364,0.48355395514357313,0.021690045726168537,0.01999635513074112,0.7272727272727273,0.7537281870874706,0.004910877094683136,0.5454545454545454,-0.008371014534921083,0.5454545454545454,-0.0018408928309879432,0.45454545454545453,-0.035162833245954754,0.18181818181818182,0.004341897498958353,0.6363636363636364,0.012099701695042436,0.6363636363636364,-0.0020699796408018907,0.45454545454545453,-0.004315547173694715,0.5454545454545454
POST_DISCOVERY,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,N+,11,0.09090909090909091,0.36363636363636365,0.0002806797609208001,0.0055756074164311,0.7272727272727273,0.04903317345805345,0.003639159547035677,0.0009532964153338852,0.5454545454545454,0.43800021902235486,-0.00021041998466014055,0.01508859676192336,0.5454545454545454,-0.011797908513712563,-0.0025152779723068034,0.45454545454545453,-0.004971365741270954,0.45454545454545453,-0.006885816062192124,0.45454545454545453,-0.0021691352343482114,0.36363636363636365,0.008368263241037404,0.6363636363636364,0.0033628769679997002,0.5454545454545454,0.01425241530336906,0.9090909090909091,0.01489169346216911,0.8181818181818182
POST_DISCOVERY,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N+,W+,8,0.375,1.0,0.0004363827311546879,0.0023240448898868,0.625,0.08154805501973476,0.0007524792630858356,0.008608334611664683,0.625,0.07849686061440653,0.008245823146499062,0.02441884957721572,0.75,0.3134134386787331,-0.0035796126971927578,0.5,0.011335287043140546,0.5,-0.005153144548649347,0.25,0.004260968750652197,0.375,-0.003258942828948147,0.5,0.017357969326446177,0.625,-0.001978194976934522,0.5,-0.0033430372588649226,0.625
POST_DISCOVERY,KOSDAQ,MOMENTUM,REVISION,MOMENTUM_X_REVISION,N-,N-,10,0.3,0.2,0.0020633439190266304,0.0018350800994371,0.7,0.23888247655386827,-0.018995631236964256,-0.003608883396006915,0.5,-1.1851225641199368,0.010983087596370632,0.009124669177342596,0.6,0.4012725598711292,-0.021505058851175242,0.5,0.01266309789129908,0.6,0.0034356449235516838,0.4,-0.0008990192323642509,0.3,-0.01715344035060231,0.5,0.01722499989905447,0.6,0.003141261394719119,0.5,0.004265624425206183,0.6
