universe,family_pair,anchor_family,other_family,contrast,outcome,n_blocks,sign_stability,median_train_diff,median_valid_diff,positive_valid_block_share,min_valid_n_left,min_valid_n_right
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_20d_diff,1,0.0,0.0015991043718442087,-0.012203329712112243,0.0,8,12
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_5d_diff,1,0.0,-0.012590619384749533,0.007372184479615036,1.0,8,12
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_20d_diff,1,0.0,-0.016045165555408226,0.014759794360758045,1.0,8,12
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.0008779888634976122,0.005700211578282084,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.0004632557783832024,0.005034189966504223,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.012628959717326155,0.02820252836174493,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.002671946982571361,0.005987856050499457,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,0.005607943571384749,0.02621307871659178,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,-0.000984275229410231,-0.004900558155833451,0.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,-0.024265721753425017,-0.011846320662457006,0.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,-0.004123660166429725,0.010452270618128872,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.009813367283115368,0.037457701824668226,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,0.0,-0.006820015851504796,0.0030238811983760135,1.0,14,11
KOSDAQ,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,-0.006622736465414502,0.015891738463356953,1.0,14,11
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.004207554250364564,0.004475838011885186,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.03382002466588022,0.026286592528304807,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.015572123763204684,0.018597540942343536,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.03772129753860995,0.032102006028967664,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,-0.030265533072002502,0.0026363879606476973,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,0.00803707723896721,0.003932664707123227,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,-0.05081475565919571,-0.014543016090242302,0.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,0.029403669584619978,0.03325684941318789,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.009655058076748867,0.010572865812897653,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,0.0,0.00018957162604068493,-0.005028952942147065,0.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,0.01077127747356443,0.004829927741883529,1.0,12,10
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.005296286919204432,0.0031757263521419573,1.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.004916660327439362,0.006202315997003747,1.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,-0.019202954100899304,-0.021378843468798273,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.005458252629752263,0.0027647121464064338,1.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,-0.02589313758734245,-0.054002268803512374,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,-0.0014595481319977198,-0.007147163069771603,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,-0.013270418871795473,-0.036491549416848894,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,-0.0009708791197796029,0.0025948168290532946,1.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,-0.014426375593421853,-0.03308300333084323,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.002793065425701624,-0.006991623422460435,0.0,12,11
KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.020434521710170715,-0.005916728151792291,0.0,12,11
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_1d_diff,1,0.0,-0.0006038670669184284,0.004435612994749793,1.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_5d_diff,1,1.0,-0.0017726636638213606,-0.00663949622258244,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_20d_diff,1,0.0,0.014784675478651102,-0.013676072836100492,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_5d_diff,1,1.0,-0.001450254851283949,-0.001512919280814485,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_20d_diff,1,0.0,0.012787543806040046,-0.0066235410365998275,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_5d_diff,1,0.0,0.0013268387594977645,-0.0049130596694270355,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_20d_diff,1,0.0,0.005077309525860612,-0.012624924541287505,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_5d_diff,1,1.0,-0.012393191512365245,-0.009354196825148726,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_20d_diff,1,0.0,0.0013900972244000123,-0.00493832733160085,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_5d_diff,1,1.0,-0.02097703165519217,-0.0020033161440627797,0.0,15,9
KOSDAQ,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_20d_diff,1,1.0,-0.01968611366988158,-0.011075357520224526,0.0,15,9
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.00038657976785332645,0.0033597306250289535,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,-0.0045856823577279885,-0.003315122194688577,0.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,-0.0031944356479214966,0.034152470917690726,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,-0.011605421493454515,0.005073646320485924,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,-0.015764746717725618,0.04877538566178892,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,-0.005977460507251655,0.00841059138286327,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,-0.012334277495381863,0.02543101189501541,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,-0.00582295197428925,0.0026583968771040287,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,-0.0023767910504778004,0.03441648797543932,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.0036575323583334833,0.005312960437389577,1.0,16,12
KOSDAQ,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,0.005936083975719599,0.010171545431484328,1.0,16,12
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,-0.00037086857928440376,0.0008054676890603121,1.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,-0.0032538189012995484,-0.012682938260719737,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,-0.015670141446138288,0.0007223667315559741,1.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,-0.0026607261744763934,-0.016492031089376788,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,-0.020014412572451512,-0.011392354828332375,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,0.004346345935118016,-0.0029890761809759723,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,-0.007875869592665159,-0.017027518498102634,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,-0.006896403576842134,-0.010471883190363067,0.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,-0.025009420142901032,0.0041466539386068105,1.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.0006203324188311121,0.00855677997022872,1.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,-0.000607001810858392,0.013166199174849624,1.0,8,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_1d_diff,1,1.0,-0.0008860638223533376,-0.003587141584562731,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_5d_diff,1,1.0,-0.002476512732622071,-0.009074835958818759,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_20d_diff,1,1.0,-0.041851708230502,-0.0356765789203611,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_5d_diff,1,1.0,-0.0033342899392165334,-0.0022795470642655996,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_20d_diff,1,1.0,-0.03970822222059777,-0.02456248827031886,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_5d_diff,1,1.0,0.0021864862496010565,0.005443752950630644,1.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_20d_diff,1,0.0,0.008443335467522758,-0.0028501428171738394,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_5d_diff,1,1.0,-0.0018628654541963108,-0.0026110542671709354,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_20d_diff,1,1.0,-0.04053188648161127,-0.029348764586176294,0.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_5d_diff,1,1.0,0.00045743783421602676,0.0073771869593398055,1.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_20d_diff,1,1.0,0.002527503762954169,0.011052562232546175,1.0,8,13
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,0.004139717013674253,-0.008504510855313062,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,0.02502356575232539,-0.023715066906548073,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,0.018995884703616305,-0.0024048437091332905,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,0.03531853816796777,-0.02991663900619955,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,0.004698749836137335,-0.025681805416016362,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,0.0029290292540803675,-0.004921952577456604,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,-0.03454632530843181,-0.03228526480823567,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,0.030874146200594747,-0.02816612125101542,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,0.022335166045121722,-0.014698314150756342,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,0.0,0.002826642386134401,-0.0031863078026933833,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.008482116795482006,-0.01414075016307667,0.0,8,8
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,0.0,0.001981564652560594,-0.00042794106076066325,0.5,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,1.0,-0.0005613894023541657,-0.0018371873532194512,0.5,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.5,-0.020206697839120234,-0.004622466476983413,0.5,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,1.0,-0.002404822100380081,-0.005179681632101801,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,1.0,-0.020540173139356042,-0.01130768883439971,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,1.0,-0.0025377429726406893,-0.004595410553568956,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.5,-0.00148758276375439,-0.012380778616300216,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,1.0,-0.005828967252534265,-0.00342898749048216,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,1.0,-0.023581611398926013,-0.005804392744080955,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.5,-0.003373622575767368,-0.0005400444109519764,0.5,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,1.0,-0.004017479104736318,-0.005375609648993606,0.0,14,9
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_1d_diff,1,1.0,0.0009298794805976322,0.002003095726379227,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_5d_diff,1,1.0,-0.004039195101649475,-0.012999433551462438,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,mkt_20d_diff,1,1.0,-0.0059039256121899445,-0.05820861875273167,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_5d_diff,1,1.0,-0.008096409826496408,-0.010405137240493002,0.0,10,11
