universe,family_pair,anchor_family,other_family,contrast,outcome,n_blocks,sign_stability,median_train_diff,median_valid_diff,positive_valid_block_share,min_valid_n_left,min_valid_n_right
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_top_fwd_20d_diff,1,1.0,-0.014973652468855372,-0.049418812531802074,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_5d_diff,1,1.0,-0.0029284837231546646,-0.0013675462089985943,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,a_spread_fwd_20d_diff,1,0.0,-0.013214845888767427,0.006782263863015375,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_5d_diff,1,1.0,-0.00828533379059582,-0.014755051976010701,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_top_fwd_20d_diff,1,1.0,-0.007939284568038149,-0.03309244694102887,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_5d_diff,1,1.0,-0.003437959366281935,-0.002136046891004934,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,b_spread_fwd_20d_diff,1,1.0,0.004025921145638297,0.021953562172212025,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,0.004139029430926915,-0.0003250600039553085,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,0.014955104062911524,-0.008367328394837333,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,0.021585231624014434,-0.007186618916422471,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,0.017149475132876575,-0.0053004124678852245,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,0.035695673443402826,0.013199606406262417,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,0.004553748062829519,0.001747865934468626,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,0.01957842618826948,0.021712194610379668,1.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,0.010230741807553692,-0.01137290447475433,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,0.014321052279778475,-0.00832147868258068,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.0025749483781314386,-0.0014133542327628926,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,-0.004847117974175976,-0.0042623129031689536,0.0,10,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,1.0,-0.007234992006819819,-0.0014989867360030518,0.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.0,-0.00030832243791606125,0.005645516514553521,0.5,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.0,-0.008095466177627153,0.015784325499841996,1.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.0,-0.0018572904335210972,0.009214339774082793,0.5,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.0,-0.012196959736299771,0.019926967426640817,1.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,0.0,-0.0028629795609154646,0.011270414011250209,1.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.0,-0.009217476284964162,0.007713894729361703,1.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.0,-0.00041500959534472863,0.00751772736455061,0.5,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,0.5,-0.008315164101700823,0.00931113902832501,0.5,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.0,-0.0017621860186953246,0.00396967578666675,1.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_FLOW,REVISION,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,0.0,0.0038088878548744503,-0.003351001833050561,0.0,11,8
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,0.0005379835786309653,0.0037378965626148368,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.0004907714439040281,0.012989560794905944,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.0014859900707371448,0.018632701954710167,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,0.0031605671512327385,0.014848009529613094,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,0.008125486532039533,0.02555888744044155,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,0.0,0.0057192809643567145,-0.002653797601006727,0.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,0.016784387689708545,0.003064264069906071,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,0.0011551298053558505,0.01594592507588494,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,-0.007684335036848935,0.015838433831230226,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.0018706824203980144,0.004302022529558055,1.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,1.0,-0.014809071125773591,-0.0034788047328385176,0.0,9,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,0.5,0.002147106813785667,0.001106807669916031,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.0,4.108717249077848e-05,0.0003113643946955104,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.0,0.0001791531240182961,0.007005399584977217,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.0,-0.0011240924074163927,0.0016324968142542055,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.5,0.00541793906785631,0.012381994434451541,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,0.5,-0.0005546477390352066,0.007524205977847834,1.0,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,1.0,0.00460544493210254,0.010639240755908818,1.0,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.5,-0.004626804991488376,-0.007819919386942901,0.5,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,1.0,-0.011913047396929779,-0.016987087707414188,0.0,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,1.0,-0.006541753110685155,-0.010074985630120431,0.0,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,REVISION,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,1.0,-0.015256529598712926,-0.0261926937538954,0.0,8,11
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,-0.007420578512277285,-0.0013758032639449819,0.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,0.0,-0.021821270917177397,0.007972855957016743,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,-0.043808569150455653,0.024471518799965016,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,-0.01655535741276397,0.008644679555497144,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,-0.02609486703395403,0.03894656632169435,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,0.009027556340633411,0.005159199755680961,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,1.0,0.024495654384595868,0.02331414943416282,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,0.0,-0.016108892196866113,0.012731605450306134,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,0.0,-0.027562253589823792,0.00977755182597953,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,0.011095260325715808,0.0058106603885524945,1.0,12,13
KOSDAQ_PLUS_KOSPI_EX_K200,REVISION_X_VALUE,VALUE,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.0178182164727075,-0.033457889716580605,0.0,12,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,0.0,-0.006684588831878406,0.0006149919151190349,1.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,-0.01484536050437938,-0.0008620723948393853,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,0.0,-0.0223544534894349,0.0023712932335605667,1.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,1.0,-0.013058371540044418,-0.01987552753873259,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,1.0,-0.02921278203874321,-0.0003773826841020171,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,-0.008680476743945228,-0.01380215356597755,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,-0.009959256980747986,0.015582770016380311,1.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,-0.01194358005836346,-0.012478529380532163,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,-0.026196463613438678,-0.005198197047583675,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,1,1.0,-0.007221099776675337,-0.005380277782145797,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,FLOW,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,1,0.0,0.0002381361237371619,-0.008849604170035401,0.0,9,13
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,0.0,-0.0009034953137334568,0.001839491052070259,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.5,-0.005711672229283814,0.009838680048775628,1.0,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.5,0.01321136840540568,0.018056249472919676,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.5,-0.011708935022257524,0.004203189286962132,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.5,0.005946718380972323,0.019901527777724998,1.0,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,0.0,-0.0012069508563926322,0.008954828169637056,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.5,0.007661648605123934,0.0322843383026936,1.0,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.5,-0.012100980219077382,-0.0020581062651761073,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,0.0,-0.0008822710610841445,-0.005935242374899783,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.5,-0.006011435150982075,-0.005017596590361476,0.5,9,9
KOSPI_ALL,MOMENTUM_X_FLOW,MOMENTUM,FLOW,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,1.0,-0.006089527841251592,-0.01039048346842126,0.0,9,9
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,2,0.5,-0.001477200468564255,0.0010459547229143894,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,2,0.5,-0.0025479930570263525,0.0020548346222755724,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,2,0.5,-0.016394387784956325,0.011111558916218676,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,2,0.5,-0.010265918330975364,-0.003212550567616857,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,2,0.5,-0.02136396048585968,0.012533395363629567,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,2,1.0,-0.0120864276731154,-0.003068000791135856,0.0,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,2,0.0,-0.006654560640957466,-0.0038071932310407976,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,2,0.5,-0.005611483505769013,-0.001397273405832812,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,2,0.0,-0.01661696413386707,0.024268742361641296,1.0,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_5d_diff,2,0.0,-0.0020865515860356396,0.002909510386938572,0.5,24,12
KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_spread_fwd_20d_diff,2,0.5,-0.0020295667416676414,0.01707901089155301,1.0,24,12
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_1d_diff,1,1.0,-0.0004081766321773722,-0.003665241875514773,0.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_5d_diff,1,1.0,0.0015613701617209082,0.006208530874878541,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,mkt_20d_diff,1,1.0,0.01300487663287347,0.008197132277589662,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_5d_diff,1,0.0,-0.005268013455434735,0.001949166964052112,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_top_fwd_20d_diff,1,0.0,-0.0014745185671406619,0.013706670546673544,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_5d_diff,1,1.0,-0.004127967753241167,-0.010365431465384973,0.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,a_spread_fwd_20d_diff,1,0.0,-0.020150668765966977,0.0009886805590425558,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_5d_diff,1,1.0,0.00205861852014272,0.00793434638335461,1.0,8,14
KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,b_top_fwd_20d_diff,1,1.0,0.007017307801787621,0.012268661197083825,1.0,8,14
