eval_block,split,universe,family_pair,anchor_family,other_family,contrast,n_left,n_right,mkt_1d_left,mkt_1d_right,mkt_1d_diff,mkt_5d_left,mkt_5d_right,mkt_5d_diff,mkt_20d_left,mkt_20d_right,mkt_20d_diff,a_top_fwd_5d_left,a_top_fwd_5d_right,a_top_fwd_5d_diff,a_top_fwd_20d_left,a_top_fwd_20d_right,a_top_fwd_20d_diff,a_spread_fwd_5d_left,a_spread_fwd_5d_right,a_spread_fwd_5d_diff,a_spread_fwd_20d_left,a_spread_fwd_20d_right,a_spread_fwd_20d_diff,b_top_fwd_5d_left,b_top_fwd_5d_right,b_top_fwd_5d_diff,b_top_fwd_20d_left,b_top_fwd_20d_right,b_top_fwd_20d_diff,b_spread_fwd_5d_left,b_spread_fwd_5d_right,b_spread_fwd_5d_diff,b_spread_fwd_20d_left,b_spread_fwd_20d_right,b_spread_fwd_20d_diff
2020-2021,TRAIN,K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,17,8,-0.0009680523833312413,-0.0012981034043682877,0.0003300510210370464,-0.00674282101686473,-0.0033231787856221645,-0.003419642231242565,-0.03262251326914809,-0.004328502237488361,-0.02829401103165973,-0.003225131156163754,-0.01589826751868173,0.012673136362517975,-0.039676717502361285,-0.02565875339872481,-0.014017964103636475,-0.004693267487074652,-0.006269927355120053,0.0015766598680454005,-0.0005411621960790716,-0.01507249153362529,0.01453132933754622,-0.003665865506122004,-0.006274538626515919,0.0026086731203939146,-0.03756268732119767,-0.008750770031035207,-0.028811917290162463,-0.0020979121716183918,0.00595188053734011,-0.008049792708958501,0.009522882955503957,0.0008187229720692385,0.008704159983434719
2020-2021,TRAIN,K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,8,14,-0.004404716491561369,-0.0005461249190782928,-0.0038585915724830763,-0.0018715923249799354,0.008771404193292167,-0.010642996518272102,0.024436976135651538,0.021730930299131052,0.0027060458365204855,-0.001402578240366048,0.010589578442289582,-0.01199215668265563,0.007721348075613962,0.007449540768251439,0.00027180730736252323,0.0009951910076851644,-0.0014257869134016085,0.002420977921086773,-0.011151800977590623,-0.004169894379643316,-0.006981906597947307,-0.0015579158908939766,0.012714507808393696,-0.014272423699287672,0.011410173590368028,0.014194868560632679,-0.0027846949702646506,0.0038912770016239356,0.0021872834888751074,0.0017039935127488282,-0.005035243990318405,0.00040299777783253665,-0.005438241768150942
2020-2021,TRAIN,K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,17,20,-0.0009680523833312413,8.495636304818484e-05,-0.0010530087463794262,-0.00674282101686473,5.3054713073458086e-05,-0.006795875729938188,-0.03262251326914809,0.0015135321830659558,-0.03413604545221405,-0.003225131156163754,-0.001830176896556074,-0.0013949542596076799,-0.039676717502361285,0.006212086959391327,-0.045888804461752614,-0.004693267487074652,-0.004996435145619277,0.00030316765854462423,-0.0005411621960790716,0.0012279547559481407,-0.0017691169520272123,-0.003665865506122004,-0.001468924902656299,-0.002196940603465705,-0.03756268732119767,0.005836505941326803,-0.04339919326252447,-0.0020979121716183918,-0.0013115513999615968,-0.0007863607716567949,0.009522882955503957,0.005665735539241668,0.0038571474162622894
2020-2021,TRAIN,K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,8,20,-0.004404716491561369,8.495636304818484e-05,-0.004489672854609554,-0.0018715923249799354,5.3054713073458086e-05,-0.0019246470380533934,0.024436976135651538,0.0015135321830659558,0.02292344395258558,-0.001402578240366048,-0.001830176896556074,0.0004275986561900259,0.007721348075613962,0.006212086959391327,0.0015092611162226353,0.0009951910076851644,-0.004996435145619277,0.005991626153304441,-0.011151800977590623,0.0012279547559481407,-0.012379755733538764,-0.0015579158908939766,-0.001468924902656299,-8.899098823767762e-05,0.011410173590368028,0.005836505941326803,0.005573667649041225,0.0038912770016239356,-0.0013115513999615968,0.005202828401585533,-0.005035243990318405,0.005665735539241668,-0.010700979529560072
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,29,9,0.0015269663914226413,-0.0026805878589419223,0.004207554250364564,0.0021109403439316184,-0.031709084321948605,0.03382002466588022,-0.018386093561268937,-0.03395821732447362,0.015572123763204684,0.0036664766012612046,-0.03405482093734875,0.03772129753860995,-0.023009090056628743,0.007256443015373759,-0.030265533072002502,0.004609193144581318,-0.0034278840943858923,0.00803707723896721,0.004580120258062108,0.055394875917257815,-0.05081475565919571,0.002887772228939579,-0.0265158973556804,0.029403669584619978,-0.002817299752990962,-0.012472357829739829,0.009655058076748867,0.004097716366052782,0.003908144740012097,0.00018957162604068493,0.030900445510335595,0.020129168036771165,0.01077127747356443
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,8,18,0.0013699390720744,0.004677026281860206,-0.003307087209785806,-0.005277649459606059,0.015491122460925984,-0.020768771920532045,-0.01319668280534095,0.030125143519301727,-0.043321826324642675,-0.009199322402479282,0.011363197324457754,-0.020562519726937036,-0.016620559385741404,0.02065923036909986,-0.03727978975484127,-0.0004937015401600409,-0.008243734889851787,0.007750033349691746,0.007694149219492644,-0.02472138831239152,0.03241553753188416,-0.002385632697625581,0.020431719961277604,-0.022817352658903185,0.010383309885966724,0.026822223649809726,-0.016438913763843002,0.006431739829299579,0.00871945070557633,-0.002287710876276751,0.028715126535239888,0.0056987608746789965,0.02301636566056089
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,8,18,0.006956141934704738,0.004677026281860206,0.002279115652844532,0.004368315820621521,0.015491122460925984,-0.011122806640304465,0.0091928978636419,0.030125143519301727,-0.020932245655659827,0.0013017475999173994,0.011363197324457754,-0.010061449724540355,0.027265120794130224,0.02065923036909986,0.006605890425030365,-0.0054633818187315025,-0.008243734889851787,0.0027803530711202843,0.023250396207692273,-0.02472138831239152,0.04797178452008379,0.004385596647992693,0.020431719961277604,-0.01604612331328491,0.008371324679931819,0.026822223649809726,-0.018450898969877907,-0.0013843036710220191,0.00871945070557633,-0.01010375437659835,0.00774767865294701,0.0056987608746789965,0.0020489177782680133
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,GENUINE_VS_DEFENSIVE_SUPPORT_WHEN_ANCHOR_RMINUS,8,8,0.0013699390720744,0.006956141934704738,-0.005586202862630338,-0.005277649459606059,0.004368315820621521,-0.00964596528022758,-0.01319668280534095,0.0091928978636419,-0.022389580668982847,-0.009199322402479282,0.0013017475999173994,-0.010501070002396681,-0.016620559385741404,0.027265120794130224,-0.04388568017987163,-0.0004937015401600409,-0.0054633818187315025,0.004969680278571462,0.007694149219492644,0.023250396207692273,-0.015556246988199629,-0.002385632697625581,0.004385596647992693,-0.006771229345618274,0.010383309885966724,0.008371324679931819,0.0020119852060349053,0.006431739829299579,-0.0013843036710220191,0.007816043500321598,0.028715126535239888,0.00774767865294701,0.020967447882292878
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,29,23,0.0015269663914226413,-0.0037693205277817905,0.005296286919204432,0.0021109403439316184,-0.002805719983507743,0.004916660327439362,-0.018386093561268937,0.000816860539630368,-0.019202954100899304,0.0036664766012612046,-0.0017917760284910584,0.005458252629752263,-0.023009090056628743,0.0028840475307137054,-0.02589313758734245,0.004609193144581318,0.006068741276579038,-0.0014595481319977198,0.004580120258062108,0.01785053912985758,-0.013270418871795473,0.002887772228939579,0.003858651348719182,-0.0009708791197796029,-0.002817299752990962,0.011609075840430891,-0.014426375593421853,0.004097716366052782,0.006890781791754406,-0.002793065425701624,0.030900445510335595,0.01046592380016488,0.020434521710170715
2020-2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,8,23,0.0013699390720744,-0.0037693205277817905,0.005139259599856191,-0.005277649459606059,-0.002805719983507743,-0.0024719294760983156,-0.01319668280534095,0.000816860539630368,-0.014013543344971317,-0.009199322402479282,-0.0017917760284910584,-0.007407546373988223,-0.016620559385741404,0.0028840475307137054,-0.01950460691645511,-0.0004937015401600409,0.006068741276579038,-0.006562442816739079,0.007694149219492644,0.01785053912985758,-0.010156389910364938,-0.002385632697625581,0.003858651348719182,-0.006244284046344762,0.010383309885966724,0.011609075840430891,-0.0012257659544641676,0.006431739829299579,0.006890781791754406,-0.0004590419624548271,0.028715126535239888,0.01046592380016488,0.018249202735075007
2020-2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,11,19,-0.0010069522711167727,0.007059185007891764,-0.008066137279008536,-0.010886561759212716,0.020198126299505063,-0.03108468805871778,-0.01848319587639393,0.03391727588185487,-0.0524004717582488,-0.011182129420045121,0.018289316902816134,-0.029471446322861257,-0.006810437039760011,0.03305291004022284,-0.03986334707998285,-0.0022857117877432024,-0.004922907559308962,0.0026371957715657594,0.01238844413228548,-0.00787215919965462,0.0202606033319401,-0.007615922408083549,0.021795902493641967,-0.029411824901725517,-0.007965704044432663,0.0300916013942653,-0.038057305438697966,-0.004148193532954783,0.0071531955360162386,-0.011301389068971022,0.018638868338001255,0.01358712316782537,0.005051745170175885
2020-2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,29,25,0.00026449462088934834,-0.004276129299896252,0.0045406239207856,-0.006551334771695289,-0.006936405540306026,0.00038507076861073707,-0.027893531615286363,-0.004836977332126254,-0.02305655428316011,-0.009431068508458873,-0.005465686439651134,-0.003965382068807739,-0.03337035995357816,-0.004213866765535896,-0.029156493188042268,-0.0006664832649656215,0.004348866259971702,-0.005015349524937323,-0.0016902477751995913,0.006634317196527167,-0.008324564971726758,-0.006039320560461368,-0.0010290117517016738,-0.005010308808759694,-0.017834976538564983,0.010722765430242065,-0.028557741968807046,0.004461462110712449,0.009181324875774983,-0.004719862765062534,0.019987766560087376,0.02686367605881907,-0.006875909498731694
2020-2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,16,8,-0.0010478027310976672,-0.0019516804569046126,0.0009038777258069453,-0.004918761358402201,-0.00444577056008884,-0.0004729907983133611,-0.02560238448336409,0.007475016857777182,-0.033077401341141274,-0.011735833606978517,-0.007319665008491405,-0.004416168598487112,-0.03887786213520082,-0.003701310910506822,-0.035176551224694,-0.01157105892244547,0.0025856978214179593,-0.014156756743863429,-0.004816285811298442,0.0022041340808622023,-0.007020419892160644,-0.00558209428762025,-0.005083555942757001,-0.0004985383448632488,-0.02937869575349001,0.0019625783516014628,-0.03134127410509147,-0.0013071573191042324,0.005380263032074589,-0.006687420351178822,0.006664275377512442,0.013199969208292181,-0.006535693830779739
2020-2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,10,20,-0.00020973235308227004,0.0009164669973454473,-0.0011261993504277173,0.0008340745629496951,-0.003857109977334714,0.004691184540284409,0.013389432227889343,0.007026241749816792,0.006363190478072551,0.0050736393738077925,-0.0050280339730161385,0.010101673346823931,0.006345694985265016,-0.00804032719478307,0.014386022180048086,0.0007256993542015145,0.00041561967082932584,0.00031007968337218864,-0.004285016218544468,-0.005638535772508796,0.0013535195539643276,0.004044954957831926,-0.0025316955607465217,0.006576650518578447,0.011828333162826532,-0.0010184178036354186,0.012846750966461951,0.006126839751148472,0.003364828034361905,0.0027620117167865667,0.011780169806976881,0.0049876401366211465,0.006792529670355735
2020-2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,16,24,-0.0010478027310976672,-3.141492830003313e-05,-0.001016387802797634,-0.004918761358402201,-0.0013774007577754914,-0.0035413606006267093,-0.02560238448336409,-0.008426916193994965,-0.017175468289369125,-0.011735833606978517,0.0007632185367263863,-0.012499052143704904,-0.03887786213520082,-0.007300070247562675,-0.031577791887638144,-0.01157105892244547,0.004170986881068632,-0.015742045803514102,-0.004816285811298442,0.01114650227231404,-0.015962788083612484,-0.00558209428762025,0.0019043613612167675,-0.0074864556488370175,-0.02937869575349001,-0.002691190610996814,-0.026687505142493195,-0.0013071573191042324,0.0039017792217468004,-0.005208936540851033,0.006664275377512442,0.019356872148597302,-0.01269259677108486
2020-2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,10,24,-0.00020973235308227004,-3.141492830003313e-05,-0.0001783174247822369,0.0008340745629496951,-0.0013774007577754914,0.0022114753207251865,0.013389432227889343,-0.008426916193994965,0.021816348421884308,0.0050736393738077925,0.0007632185367263863,0.0043104208370814065,0.006345694985265016,-0.007300070247562675,0.013645765232827692,0.0007256993542015145,0.004170986881068632,-0.0034452875268671176,-0.004285016218544468,0.01114650227231404,-0.015431518490858508,0.004044954957831926,0.0019043613612167675,0.002140593596615158,0.011828333162826532,-0.002691190610996814,0.014519523773823345,0.006126839751148472,0.0039017792217468004,0.0022250605294016714,0.011780169806976881,0.019356872148597302,-0.007576702341620421
2020-2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,14,22,-0.0009420295207326571,0.0028584174790709047,-0.003800446999803562,-0.003942932669854132,0.0008336282830797436,-0.004776560952933875,0.0017542294701099702,0.005304015908016858,-0.003549786437906888,-0.00808594333744811,0.0008011727235076694,-0.008887116060955779,-0.010259437533404874,0.0044131424881025194,-0.014672580021507394,-0.002791366790067854,-0.0016107929433715903,-0.0011805738466962637,-0.008589297448224453,0.00043477425146434064,-0.009024071699688795,-0.0032047218747952894,0.0013285933822578708,-0.0045333152570531604,0.01515958772255978,0.009362926471443227,0.005796661251116553,0.0060107293537303,0.0015155543652609022,0.004495174988469398,0.032819461850093726,0.024307604554057626,0.0085118572960361
2020-2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,17,23,-0.0018592176366461534,-0.0011534592197425953,-0.000705758416903558,-0.004156205738140793,-0.0004527953564622525,-0.00370341038167854,-0.02151359281104868,-0.009374415792748737,-0.012139177018299944,-0.01040206049277299,0.00020917569909814515,-0.010611236191871135,-0.0350003870475308,-0.010479899780128045,-0.024520487267402753,-0.0032590379550676953,0.0038293562246300115,-0.007088394179697707,-0.007274097570546665,0.008067496916169254,-0.015341594486715918,-0.005146008233351436,0.004497190618566436,-0.009643198851917872,-0.018608886828132606,0.010032848528690068,-0.028641735356822674,0.005456290056445558,0.009018010110605169,-0.003561720054159611,0.02049515216202126,0.03711496313893511,-0.016619810976913847
2020-2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,14,23,-0.0009420295207326571,-0.0011534592197425953,0.00021142969900993821,-0.003942932669854132,-0.0004527953564622525,-0.003490137313391879,0.0017542294701099702,-0.009374415792748737,0.011128645262858707,-0.00808594333744811,0.00020917569909814515,-0.008295119036546254,-0.010259437533404874,-0.010479899780128045,0.0002204622467231708,-0.002791366790067854,0.0038293562246300115,-0.0066207230146978656,-0.008589297448224453,0.008067496916169254,-0.016656794364393705,-0.0032047218747952894,0.004497190618566436,-0.007701912493361725,0.01515958772255978,0.010032848528690068,0.005126739193869712,0.0060107293537303,0.009018010110605169,-0.0030072807568748694,0.032819461850093726,0.03711496313893511,-0.0042955012888413815
2020-2021,TRAIN,KOSPI_KOSDAQ_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,23,20,-0.0005589959798385479,0.0012879207766330603,-0.001846916756471608,-0.005803048572221693,0.0005397531840757965,-0.006342801756297489,-0.018634683901600356,0.004825735285514379,-0.023460419187114737,-0.013996953109283004,-0.0022040096539688915,-0.011792943455314113,-0.04007503994964942,-0.00612235702168209,-0.03395268292796733,-0.004183055560670016,0.0012639144385651392,-0.005446969999235156,-0.00718673538053762,0.006142728359503469,-0.013329463740041089,-0.009059932015461137,0.0016170710861582616,-0.0106770031016194,-0.026592510582712663,0.009270552474151223,-0.03586306305686389,0.002744072431200634,0.0047301192052034815,-0.0019860467740028475,0.009792182776409862,0.022780067657461843,-0.012987884881051981
2020-2021,VALID,K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,21,14,0.003107825556014314,0.0018831678308986793,0.0012246577251156345,0.004188753119021545,0.009160567696191238,-0.004971814577169693,0.007403015707955594,0.02472185439952477,-0.017318838691569173,0.0045012519260931964,0.011824596012080643,-0.007323344085987447,0.010339439999052619,0.021583828455164395,-0.011244388456111776,-0.00218681375628128,0.003703310631324746,-0.0058901243876060255,-0.006153797747475048,-0.0015291767234894876,-0.004624621023985561,0.0076529364094959735,0.01278496021133745,-0.005132023801841477,0.012616559785065241,0.02747507376791413,-0.01485851398284889,0.004757769823938422,0.005768675941236994,-0.0010109061172985717,0.006840965668090893,-0.0036229682426505783,0.01046393391074147
2020-2021,VALID,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,12,10,0.0037936004128273754,-0.0006822375990578103,0.004475838011885186,0.011997141825625024,-0.014289450702679781,0.026286592528304807,-0.001338429282741231,-0.019935970225084768,0.018597540942343536,0.009919284727707386,-0.022182721301260276,0.032102006028967664,-0.01798953687128328,-0.020625924831930976,0.0026363879606476973,-0.0033007219325294677,-0.007233386639652695,0.003932664707123227,-0.011615595398447845,0.0029274206917944577,-0.014543016090242302,0.014275336941226699,-0.01898151247196119,0.03325684941318789,0.002113530010129566,-0.008459335802768086,0.010572865812897653,-0.005458725434570895,-0.00042977249242383,-0.005028952942147065,0.006196280549359741,0.0013663528074762121,0.004829927741883529
2020-2021,VALID,KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,12,11,0.0037936004128273754,0.0006178740606854181,0.0031757263521419573,0.011997141825625024,0.0057948258286212775,0.006202315997003747,-0.001338429282741231,0.02004041418605704,-0.021378843468798273,0.009919284727707386,0.007154572581300952,0.0027647121464064338,-0.01798953687128328,0.03601273193222909,-0.054002268803512374,-0.0033007219325294677,0.003846441137242135,-0.007147163069771603,-0.011615595398447845,0.024875954018401047,-0.036491549416848894,0.014275336941226699,0.011680520112173404,0.0025948168290532946,0.002113530010129566,0.035196533340972794,-0.03308300333084323,-0.005458725434570895,0.0015328979878895406,-0.006991623422460435,0.006196280549359741,0.012113008701152032,-0.005916728151792291
2020-2021,VALID,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,14,11,-0.002177052726448179,0.001228672808597082,-0.0034057255350452608,0.00658164241244028,-0.013393567477926176,0.019975209890366455,0.007219981414482838,-0.06133183587370121,0.06855181728818405,0.003069329877149934,-0.014022027223391248,0.01709135710054118,0.0021300855940209395,-0.04852875955872927,0.05065884515275021,-0.0031006440870851976,0.003962754242674429,-0.007063398329759626,-0.0016811364857401265,0.021053692427990288,-0.022734828913730413,0.005049858821109611,-0.010644284929628928,0.015694143750738538,0.02334172356868331,-0.052791901332880566,0.07613362490156388,0.002525506696442795,0.0038498714990358577,-0.0013243648025930625,0.015413566154622162,0.00966419625107695,0.005749369903545212
2020-2021,VALID,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,14,14,-0.002177052726448179,0.0006849318102040616,-0.0028619845366522406,0.00658164241244028,0.00571382372249442,0.0008678186899458602,0.007219981414482838,0.021274681204794175,-0.014054699790311338,0.003069329877149934,0.003419894508799989,-0.000350564631650055,0.0021300855940209395,0.012446939787169311,-0.010316854193148373,-0.0031006440870851976,0.003239897501080383,-0.00634054158816558,-0.0016811364857401265,-0.0013357604803378126,-0.0003453760054023139,0.005049858821109611,0.008168344416499622,-0.0031184855953900114,0.02334172356868331,0.031892679248185125,-0.008550955679501815,0.002525506696442795,0.0006578846588019628,0.0018676220376408325,0.015413566154622162,0.015533370324148874,-0.00011980416952671151
2020-2021,VALID,KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,24,12,0.0020048733779744546,0.007105610780545168,-0.005100737402570713,0.0044252391050268736,0.010010729613701497,-0.0055854905086746235,0.006311537864178682,0.03202798984512801,-0.025716451980949327,0.004322188852112251,0.015222777842351784,-0.010900588990239532,0.010543105939743317,0.02514231160675474,-0.014599205667011424,-0.00203903689152408,0.0023812424801550047,-0.004420279371679084,-0.0052035735105627244,-0.011581464720886633,0.006377891210323909,0.011330448662130302,0.017987296359525312,-0.00665684769739501,0.03446885391695886,0.03360304598354383,0.000865807933415029,0.009626254219901773,0.0030755060388714117,0.006550748181030361,0.026875786771381697,-0.006076901384105604,0.0329526881554873
2020-2021,VALID,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,18,13,0.0025028262561247114,-0.0037915034500151466,0.006294329706139858,0.014439661362501037,-0.004694470047836563,0.0191341314103376,0.023936286722471257,0.00961892442311008,0.014317362299361178,0.010485305784952166,-0.013059739811504425,0.023545045596456593,0.0204038385466329,-0.023512264668138435,0.04391610321477134,-0.0046283021405761965,-0.009228810898322334,0.004600508757746137,-0.007037703972448566,-0.026034998862626637,0.01899729489017807,0.022675299960419917,0.0008984134272095323,0.021776886533210384,0.06525974228992516,0.02584016318066125,0.039419579109263914,0.015704330349517816,0.004305823549829515,0.011398506799688301,0.050264550887869824,0.012975676751040414,0.03728887413682941
2020-2021,VALID,KOSPI_KOSDAQ_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,22,8,0.0032544550223326672,-0.0011515238139169874,0.004405978836249654,0.004288577475825353,0.008427924532036233,-0.0041393470562108795,0.010348865865167284,0.013669787453279188,-0.003320921588111904,0.001836345503500849,0.012317552646225832,-0.010481207142724984,0.007515238063621769,0.006676329393688493,0.0008389086699332757,-0.0011898185346005498,-0.0007112926510672718,-0.00047852588353327805,0.0002615885098735368,-0.012725304356691197,0.012986892866564735,0.005371774491149955,0.020330188247452446,-0.014958413756302491,0.023135866524019645,0.030067751198757223,-0.006931884674737578,0.0022487722937802727,0.00842396655352036,-0.006175194259740087,0.01436602365488779,0.006985342701722505,0.007380680953165285
2020-2021,TRAIN,K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,18,16,-0.0008938262051063142,-0.0006782885273767811,-0.0002155376777295331,0.0031963315390173223,0.004094513975641522,-0.0008981824366241994,0.011149982635243787,0.0271985350604198,-0.016048552425176013,0.0014754037816170228,0.0009288452148051365,0.0005465585668118862,0.01063751970568074,0.00899593520719131,0.00164158449848943,-0.0027021548190033465,-0.004316959515904405,0.0016148046969010582,-0.002520849351932296,-0.017343512682654723,0.014822663330722427,0.012962572099890886,0.0017392650222649436,0.011223307077625942,0.029684853011010964,0.0113063185815062,0.018378534429504764,0.01958675669561329,-0.004018130504010946,0.023604887199624235,0.04321770943823661,-0.013050065847271836,0.05626777528550844
2020-2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,9,15,-0.0025296199399794336,-0.00017052655249317995,-0.0023590933874862536,-0.0032140572144977405,-0.004941792763115267,0.0017277355486175262,-0.011538363421947254,-0.004594398854217161,-0.006943964567730093,-0.0004692879796414948,-0.005377117985110728,0.004907830005469233,-0.007989308153844231,-0.001844016876868356,-0.006145291276975875,9.947010168247999e-05,-0.0036387260603434482,0.0037381961620259283,0.0039013514191896187,0.006571071488989655,-0.002669720069800036,-0.0008514427412811646,-0.0004260482380901894,-0.0004253945031909752,-0.011259898689648322,-0.007138656395964093,-0.004121242293684229,-0.0005057159195412448,0.010094858259416155,-0.0106005741789574,0.0014860216370663729,0.01336324477589444,-0.011877223138828068
2020-2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,18,15,-0.0008938262051063142,-0.00017052655249317995,-0.0007232996526131343,0.0031963315390173223,-0.004941792763115267,0.00813812430213259,0.011149982635243787,-0.004594398854217161,0.01574438148946095,0.0014754037816170228,-0.005377117985110728,0.006852521766727751,0.01063751970568074,-0.001844016876868356,0.012481536582549095,-0.0027021548190033465,-0.0036387260603434482,0.0009365712413401017,-0.002520849351932296,0.006571071488989655,-0.00909192084092195,0.012962572099890886,-0.0004260482380901894,0.013388620337981076,0.029684853011010964,-0.007138656395964093,0.036823509406975055,0.01958675669561329,0.010094858259416155,0.009491898436197134,0.04321770943823661,0.01336324477589444,0.029854464662342164
2020-2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,8,19,-0.002912946677880725,-0.0007697278930423524,-0.002143218784838373,-0.01147848179691015,-0.001966716191200432,-0.009511765605709717,-0.01807430194676003,0.00715819672001836,-0.02523249866677839,-0.017808128302968726,-0.0058211429528201315,-0.011986985350148594,-0.04409657684690027,-0.005318850394754759,-0.038777726452145514,-0.013843796321475615,0.002115585791379049,-0.015959382112854664,-0.02605102035269813,-0.008282792077905306,-0.017768228274792824,-0.004954957523308837,-0.004392769903908747,-0.0005621876194000898,-0.015618504365577199,0.019679195905446988,-0.03529770027102419,0.008051411031359132,0.004612921536141275,0.0034384894952178566,0.018315304149233214,0.03470275981608656,-0.016387455666853346
