sample,universe,family_pair,anchor_family,other_family,contrast,n_left,n_right,mkt_1d_left,mkt_1d_right,mkt_1d_diff,mkt_5d_left,mkt_5d_right,mkt_5d_diff,mkt_20d_left,mkt_20d_right,mkt_20d_diff,a_top_fwd_5d_left,a_top_fwd_5d_right,a_top_fwd_5d_diff,a_top_fwd_20d_left,a_top_fwd_20d_right,a_top_fwd_20d_diff,a_spread_fwd_5d_left,a_spread_fwd_5d_right,a_spread_fwd_5d_diff,a_spread_fwd_20d_left,a_spread_fwd_20d_right,a_spread_fwd_20d_diff,b_top_fwd_5d_left,b_top_fwd_5d_right,b_top_fwd_5d_diff,b_top_fwd_20d_left,b_top_fwd_20d_right,b_top_fwd_20d_diff,b_spread_fwd_5d_left,b_spread_fwd_5d_right,b_spread_fwd_5d_diff,b_spread_fwd_20d_left,b_spread_fwd_20d_right,b_spread_fwd_20d_diff
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,18,11,-0.0015107848456966221,-0.0022296630945437905,0.0007188782488471684,-0.0036739105098762123,-0.002239519409885392,-0.0014343910999908204,-0.005490654904999619,-0.030422351606772827,0.02493169670177321,-0.008996109334118972,0.0003858471459377314,-0.009381956480056703,-0.014727191482344464,-0.03590154178971106,0.0211743503073666,-0.006812563425320883,-0.0050157211606526204,-0.0017968422646682629,-0.005141491503604749,-0.013024797796988558,0.00788330629338381,0.003562209435297244,0.0036540507015695445,-9.184126627230027e-05,0.00311476899732071,-0.0019316738938053503,0.00504644289112606,0.01304486514199809,0.0010515355614285425,0.011993329580569548,0.01507316181930745,0.037891543841364665,-0.022818382022057215
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,16,11,-0.0017053100220607116,-0.0022296630945437905,0.000524353072483079,-0.0019103390314343144,-0.002239519409885392,0.00032918037845107743,-0.0007230624789330939,-0.030422351606772827,0.029699289127839732,-0.005643311336293637,0.0003858471459377314,-0.006029158482231368,-0.009827777631098426,-0.03590154178971106,0.026073764158612636,-0.0037711585862450214,-0.0050157211606526204,0.001244562574407599,-0.009686271726868999,-0.013024797796988558,0.003338526070119559,0.00014454422249372822,0.0036540507015695445,-0.0035095064790758163,0.005674828680645942,-0.0019316738938053503,0.007606502574451292,0.007119080455132834,0.0010515355614285425,0.006067544893704291,0.023868754587527193,0.037891543841364665,-0.014022789253837473
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,25,22,-0.0004309132374611197,0.002082939341292121,-0.0025138525787532407,-0.0007022169853468782,-0.0006010272919571493,-0.00010118969338972889,0.013695931999993654,0.002271966223232602,0.011423965776761053,-0.0017802253581101857,0.0009099232160267464,-0.0026901485741369323,0.019778378955004387,-0.007626685653485853,0.02740506460849024,0.0016342980610742196,-0.001278882389618031,0.0029131804506922505,0.0028654252533473422,-0.004141806517160032,0.007007231770507374,0.002943035752908276,0.00033911527298180477,0.0026039204799264714,0.030744811635115065,-0.007710276498598562,0.03845508813371363,0.008184472293536289,-0.00012902544692393198,0.00831349774046022,0.02276943052637699,-0.0012155166230020007,0.02398494714937899
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,13,22,-0.0029123587378572383,0.002082939341292121,-0.004995298079149359,-0.0024840476704186265,-0.0006010272919571493,-0.0018830203784614772,-0.026759345002088934,0.002271966223232602,-0.029031311225321536,-0.0034636334731901882,0.0009099232160267464,-0.004373556689216934,-0.02911838308258838,-0.007626685653485853,-0.02149169742910253,-0.0016437008701617206,-0.001278882389618031,-0.0003648184805436895,0.003168582291371078,-0.004141806517160032,0.00731038880853111,0.002771944604765213,0.00033911527298180477,0.002432829331783408,-0.024766054119723376,-0.007710276498598562,-0.017055777621124812,0.01062043134821013,-0.00012902544692393198,0.010749456795134062,0.012232989445515319,-0.0012155166230020007,0.01344850606851732
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,MOMENTUM,VALUE,GENUINE_VS_DEFENSIVE_SUPPORT_WHEN_ANCHOR_RMINUS,25,13,-0.0004309132374611197,-0.0029123587378572383,0.0024814455003961187,-0.0007022169853468782,-0.0024840476704186265,0.0017818306850717483,0.013695931999993654,-0.026759345002088934,0.04045527700208259,-0.0017802253581101857,-0.0034636334731901882,0.0016834081150800026,0.019778378955004387,-0.02911838308258838,0.04889676203759277,0.0016342980610742196,-0.0016437008701617206,0.00327799893123594,0.0028654252533473422,0.003168582291371078,-0.0003031570380237357,0.002943035752908276,0.002771944604765213,0.0001710911481430633,0.030744811635115065,-0.024766054119723376,0.05551086575483844,0.008184472293536289,0.01062043134821013,-0.0024359590546738415,0.02276943052637699,0.012232989445515319,0.010536441080861672
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,18,23,-0.0015107848456966221,-0.00030498966694637847,-0.0012057951787502437,-0.0036739105098762123,0.0031474991975922726,-0.006821409707468485,-0.005490654904999619,0.010123246449495077,-0.015613901354494697,-0.008996109334118972,0.004988923996342219,-0.01398503333046119,-0.014727191482344464,0.01303652674058416,-0.027763718222928623,-0.006812563425320883,0.005437614834167376,-0.01225017825948826,-0.005141491503604749,0.00634301694897997,-0.011484508452584719,0.003562209435297244,0.005240096796494137,-0.0016778873611968926,0.00311476899732071,0.015418902513575337,-0.012304133516254628,0.01304486514199809,0.003013881780690257,0.010030983361307833,0.01507316181930745,0.0072622536508877775,0.007810908168419672
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,25,23,-0.0004309132374611197,-0.00030498966694637847,-0.00012592357051474125,-0.0007022169853468782,0.0031474991975922726,-0.003849716182939151,0.013695931999993654,0.010123246449495077,0.0035726855504985763,-0.0017802253581101857,0.004988923996342219,-0.006769149354452404,0.019778378955004387,0.01303652674058416,0.006741852214420228,0.0016342980610742196,0.005437614834167376,-0.0038033167730931565,0.0028654252533473422,0.00634301694897997,-0.003477591695632628,0.002943035752908276,0.005240096796494137,-0.0022970610435858606,0.030744811635115065,0.015418902513575337,0.015325909121539728,0.008184472293536289,0.003013881780690257,0.005170590512846032,0.02276943052637699,0.0072622536508877775,0.015507176875489213
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,VALUE,MOMENTUM,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,16,23,-0.0017053100220607116,0.0006543057749420347,-0.002359615797002746,-0.0019103390314343144,-0.0023550684604250155,0.0004447294289907011,-0.0007230624789330939,-0.002221638850283906,0.001498576371350812,-0.005643311336293637,-0.004927270155553619,-0.0007160411807400182,-0.009827777631098426,-0.017753217939149562,0.007925440308051136,-0.0037711585862450214,-0.0014106283391971156,-0.002360530247047906,-0.009686271726868999,-0.010721839925492171,0.0010355681986231723,0.00014454422249372822,-0.005475084021520474,0.005619628244014202,0.005674828680645942,-0.0004610560717643585,0.006135884752410301,0.007119080455132834,-0.0034344396386232355,0.01055352009375607,0.023868754587527193,0.01404284101887319,0.009825913568654003
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,VALUE,MOMENTUM,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,16,23,-0.0033216032029001127,0.0006543057749420347,-0.003975908977842148,-0.0029632443455485415,-0.0023550684604250155,-0.000608175885123526,0.013928323843740374,-0.002221638850283906,0.01614996269402428,-0.010660457081317486,-0.004927270155553619,-0.005733186925763867,-0.00017635447121875508,-0.017753217939149562,0.017576863467930807,-0.008789975969092187,-0.0014106283391971156,-0.0073793476298950715,-0.04027395191056182,-0.010721839925492171,-0.02955211198506965,-0.004347068739664436,-0.005475084021520474,0.0011280152818560372,0.02845991843866607,-0.0004610560717643585,0.02892097451043043,0.0015561527684283052,-0.0034344396386232355,0.00499059240705154,0.0164704523822225,0.01404284101887319,0.0024276113633493104
TRAIN,KOSPI_ALL,MOMENTUM_X_VALUE,VALUE,MOMENTUM,GENUINE_VS_DEFENSIVE_SUPPORT_WHEN_ANCHOR_RMINUS,16,16,-0.0017053100220607116,-0.0033216032029001127,0.0016162931808394012,-0.0019103390314343144,-0.0029632443455485415,0.001052905314114227,-0.0007230624789330939,0.013928323843740374,-0.014651386322673468,-0.005643311336293637,-0.010660457081317486,0.005017145745023849,-0.009827777631098426,-0.00017635447121875508,-0.009651423159879671,-0.0037711585862450214,-0.008789975969092187,0.0050188173828471655,-0.009686271726868999,-0.04027395191056182,0.030587680183692824,0.00014454422249372822,-0.004347068739664436,0.004491612962158165,0.005674828680645942,0.02845991843866607,-0.022785089758020127,0.007119080455132834,0.0015561527684283052,0.005562927686704529,0.023868754587527193,0.0164704523822225,0.007398302205304692
