eval_year,split,universe,family_pair,anchor_family,other_family,contrast,n_left,n_right,mkt_1d_left,mkt_1d_right,mkt_1d_diff,mkt_5d_left,mkt_5d_right,mkt_5d_diff,mkt_20d_left,mkt_20d_right,mkt_20d_diff,a_top_fwd_5d_left,a_top_fwd_5d_right,a_top_fwd_5d_diff,a_top_fwd_20d_left,a_top_fwd_20d_right,a_top_fwd_20d_diff,a_spread_fwd_5d_left,a_spread_fwd_5d_right,a_spread_fwd_5d_diff,a_spread_fwd_20d_left,a_spread_fwd_20d_right,a_spread_fwd_20d_diff,b_top_fwd_5d_left,b_top_fwd_5d_right,b_top_fwd_5d_diff,b_top_fwd_20d_left,b_top_fwd_20d_right,b_top_fwd_20d_diff,b_spread_fwd_5d_left,b_spread_fwd_5d_right,b_spread_fwd_5d_diff,b_spread_fwd_20d_left,b_spread_fwd_20d_right,b_spread_fwd_20d_diff
2021,TRAIN,K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,30,8,0.0033854002285225093,-0.0012981034043682877,0.004683503632890797,0.0026188963063664733,-0.0033231787856221645,0.005942075091988638,-0.006570878689421427,-0.004328502237488361,-0.0022423764519330655,0.0045792970954453265,-0.01589826751868173,0.02047756461412706,-0.007093531779356099,-0.02565875339872481,0.01856522161936871,-0.0037772885076489166,-0.006269927355120053,0.0024926388474711364,0.004522974038899777,-0.01507249153362529,0.01959546557252507,0.004805218395463755,-0.006274538626515919,0.011079757021979674,-0.0071587619972685885,-0.008750770031035207,0.0015920080337666186,0.0005200008556095148,0.00595188053734011,-0.005431879681730594,0.013844493779906548,0.0008187229720692385,0.01302577080783731
2021,TRAIN,K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,30,25,0.0033854002285225093,0.0019140643443142599,0.0014713358842082494,0.0026188963063664733,0.004312157996714021,-0.0016932616903475475,-0.006570878689421427,0.01674226553252278,-0.023313144221944207,0.0045792970954453265,0.0019519945823303474,0.002627302513114979,-0.007093531779356099,0.016766780977439947,-0.023860312756796044,-0.0037772885076489166,-0.002519572912500263,-0.0012577155951486534,0.004522974038899777,0.0017519345346901627,0.0027710395042096145,0.004805218395463755,0.002025093034943488,0.0027801253605202665,-0.0071587619972685885,0.016866688983977963,-0.024025450981246553,0.0005200008556095148,0.0001663656694596938,0.0003536351861498211,0.013844493779906548,0.004237209563230917,0.009607284216675631
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,35,13,0.0036578750989786934,-0.0033119123444331853,0.006969787443411878,0.007044823097031965,-0.03179287549660882,0.038837698593640786,-0.010365043311913862,-0.047065346052797406,0.036700302740883546,0.00726412374926299,-0.03494698358942962,0.042211107338692606,-0.017972010080224886,-0.007716650649026593,-0.010255359431198293,0.0028701681093084366,-0.00526218050853644,0.008132348617844877,0.0013567844049894656,0.04732003431853365,-0.04596324991354418,0.00819393070827044,-0.03376972677113158,0.04196365747940202,0.0026298625561988333,-0.018824447706107812,0.021454310262306646,0.0025894235158202615,0.0037488814349289166,-0.001159457919108655,0.028995989245062307,0.02877100061955891,0.00022498862550339796
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,9,25,0.007776592856791599,0.004393161526778616,0.003383431330012983,0.004506364994319838,0.009425206379332116,-0.004918841385012278,0.0033681506397311664,0.02485910661384529,-0.021490955974114122,0.003066092469735018,0.005592064074449121,-0.002525971604714103,0.002635372167144983,0.016070015561623973,-0.01343464339447899,0.0020455289794904827,-0.00723802024989606,0.009283549229386543,0.010784760598774153,-0.02224120678348803,0.033025967382262184,0.008631717597361576,0.012251368819125742,-0.003619651221764166,0.03071436813845886,0.01863908113305877,0.01207528700540009,0.008355871061209632,0.00450701310301846,0.003848857958191172,0.026511676532386213,0.0026287490911499622,0.02388292744123625
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,9,25,0.006484084204143379,0.004393161526778616,0.0020909226773647626,0.004571258597878293,0.009425206379332116,-0.0048539477814538235,0.02287849365819241,0.02485910661384529,-0.0019806129556528794,-0.0036099121756994045,0.005592064074449121,-0.009201976250148526,0.03267922730981654,0.016070015561623973,0.016609211748192566,-0.009729321129492886,-0.00723802024989606,-0.002491300879596826,0.016647248600388118,-0.02224120678348803,0.03888845538387615,0.0038067691780772814,0.012251368819125742,-0.00844459964104846,0.021567465543315394,0.01863908113305877,0.002928384410256623,-0.002738619827582044,0.00450701310301846,-0.007245632930600504,0.004791383442633486,0.0026287490911499622,0.002162634351483524
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,MOMENTUM,REVISION,GENUINE_VS_DEFENSIVE_SUPPORT_WHEN_ANCHOR_RMINUS,9,9,0.007776592856791599,0.006484084204143379,0.0012925086526482206,0.004506364994319838,0.004571258597878293,-6.489360355845485e-05,0.0033681506397311664,0.02287849365819241,-0.019510343018461242,0.003066092469735018,-0.0036099121756994045,0.006676004645434422,0.002635372167144983,0.03267922730981654,-0.030043855142671556,0.0020455289794904827,-0.009729321129492886,0.011774850108983369,0.010784760598774153,0.016647248600388118,-0.005862488001613965,0.008631717597361576,0.0038067691780772814,0.004824948419284294,0.03071436813845886,0.021567465543315394,0.009146902595143468,0.008355871061209632,-0.002738619827582044,0.011094490888791676,0.026511676532386213,0.004791383442633486,0.021720293089752728
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,35,26,0.0036578750989786934,-0.0029795000607223767,0.00663737515970107,0.007044823097031965,-0.0005791084097377795,0.007623931506769745,-0.010365043311913862,0.01091615584101807,-0.02128119915293193,0.00726412374926299,0.00041115897643746627,0.006852964772825524,-0.017972010080224886,0.015844567864388488,-0.033816577944613374,0.0028701681093084366,0.00580998628120621,-0.0029398181718977732,0.0013567844049894656,0.020486226970635516,-0.01912944256564605,0.00819393070827044,0.006760535025339695,0.0014333956829307437,0.0026298625561988333,0.02321224460576865,-0.020582382049569817,0.0025894235158202615,0.0055312113010843,-0.0029417877852640387,0.028995989245062307,0.006028971528805336,0.02296701771625697
2021,TRAIN,KOSDAQ,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,9,26,0.007776592856791599,-0.0029795000607223767,0.010756092917513976,0.004506364994319838,-0.0005791084097377795,0.005085473404057617,0.0033681506397311664,0.01091615584101807,-0.007548005201286904,0.003066092469735018,0.00041115897643746627,0.002654933493297552,0.002635372167144983,0.015844567864388488,-0.013209195697243506,0.0020455289794904827,0.00580998628120621,-0.003764457301715727,0.010784760598774153,0.020486226970635516,-0.009701466371861363,0.008631717597361576,0.006760535025339695,0.0018711825720218803,0.03071436813845886,0.02321224460576865,0.007502123532690211,0.008355871061209632,0.0055312113010843,0.002824659760125332,0.026511676532386213,0.006028971528805336,0.020482705003580876
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,38,9,0.0007476086283771262,0.005968713185187856,-0.00522110455681073,-0.004053203464596133,-0.006880465376184433,0.0028272619115883,-0.027306589831687603,-0.024832668152406687,-0.0024739216792809167,-0.00692682318616069,0.00017275574148408376,-0.007099578927644773,-0.029420351861349708,0.006505596682918576,-0.03592594854426828,-0.0019156583434915904,0.009789519856746167,-0.011705178200237757,0.0012539331656775852,0.04540574210049434,-0.04415180893481675,-0.004387412830684086,0.0023375425312672535,-0.00672495536195134,-0.01774995405949875,-0.011185386705672274,-0.006564567353826477,0.0037165804387316167,0.010844843111215289,-0.007128262672483672,0.017752842571643116,0.02433760163147093,-0.006584759059827815
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,9,22,0.005455117081119622,0.0061556751516368274,-0.0007005580705172054,0.008274608819233094,0.013344283993899473,-0.0050696751746663795,-0.005194368121108239,0.029394604524632915,-0.03458897264574115,0.009870928845550297,0.01115235632616416,-0.0012814274806138629,-0.004319719954752715,0.026489835310659092,-0.030809555265411806,0.0036070638310257883,-0.0042516551113182125,0.007858718942344,0.012939002425815496,-0.010553616768928924,0.02349261919474442,0.018422362960742695,0.014703059048172006,0.0037193039125706893,0.023019133429974747,0.0260083111045108,-0.002989177674536051,0.013180473607415612,0.004383467053329552,0.008797006554086061,0.036558630524616414,0.008288415216750217,0.0282702153078662
