eval_year,split,universe,family_pair,anchor_family,other_family,contrast,n_left,n_right,mkt_1d_left,mkt_1d_right,mkt_1d_diff,mkt_5d_left,mkt_5d_right,mkt_5d_diff,mkt_20d_left,mkt_20d_right,mkt_20d_diff,a_top_fwd_5d_left,a_top_fwd_5d_right,a_top_fwd_5d_diff,a_top_fwd_20d_left,a_top_fwd_20d_right,a_top_fwd_20d_diff,a_spread_fwd_5d_left,a_spread_fwd_5d_right,a_spread_fwd_5d_diff,a_spread_fwd_20d_left,a_spread_fwd_20d_right,a_spread_fwd_20d_diff,b_top_fwd_5d_left,b_top_fwd_5d_right,b_top_fwd_5d_diff,b_top_fwd_20d_left,b_top_fwd_20d_right,b_top_fwd_20d_diff,b_spread_fwd_5d_left,b_spread_fwd_5d_right,b_spread_fwd_5d_diff,b_spread_fwd_20d_left,b_spread_fwd_20d_right,b_spread_fwd_20d_diff
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,11,22,-0.0010069522711167727,0.0061556751516368274,-0.0071626274227536,-0.010886561759212716,0.013344283993899473,-0.02423084575311219,-0.01848319587639393,0.029394604524632915,-0.04787780040102685,-0.011182129420045121,0.01115235632616416,-0.022334485746209283,-0.006810437039760011,0.026489835310659092,-0.0333002723504191,-0.0022857117877432024,-0.0042516551113182125,0.00196594332357501,0.01238844413228548,-0.010553616768928924,0.022942060901214402,-0.007615922408083549,0.014703059048172006,-0.022318981456255556,-0.007965704044432663,0.0260083111045108,-0.033974015148943465,-0.004148193532954783,0.004383467053329552,-0.008531660586284335,0.018638868338001255,0.008288415216750217,0.010350453121251038
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,GENUINE_VS_DEFENSIVE_SUPPORT_WHEN_ANCHOR_RMINUS,9,11,0.005455117081119622,-0.0010069522711167727,0.0064620693522363945,0.008274608819233094,-0.010886561759212716,0.01916117057844581,-0.005194368121108239,-0.01848319587639393,0.013288827755285691,0.009870928845550297,-0.011182129420045121,0.02105305826559542,-0.004319719954752715,-0.006810437039760011,0.0024907170850072963,0.0036070638310257883,-0.0022857117877432024,0.00589277561876899,0.012939002425815496,0.01238844413228548,0.0005505582935300159,0.018422362960742695,-0.007615922408083549,0.026038285368826245,0.023019133429974747,-0.007965704044432663,0.03098483747440741,0.013180473607415612,-0.004148193532954783,0.017328667140370395,0.036558630524616414,0.018638868338001255,0.01791976218661516
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,38,31,0.0007476086283771262,-0.002440771825235755,0.0031883804536128814,-0.004053203464596133,-0.0033415324058717597,-0.0007116710587243735,-0.027306589831687603,0.0022466792577366837,-0.029553269089424287,-0.00692682318616069,-0.002712908171865629,-0.00421391501429506,-0.029420351861349708,0.002903114284893996,-0.03232346614624371,-0.0019156583434915904,0.004513269743908948,-0.006428928087400539,0.0012539331656775852,0.005840487419947153,-0.004586554254269568,-0.004387412830684086,0.0010675197709649645,-0.005454932601649051,-0.01774995405949875,0.01584800022479801,-0.033597954284296766,0.0037165804387316167,0.006039724447529982,-0.002323144008798365,0.017752842571643116,0.02291044200052085,-0.005157599428877734
2021,TRAIN,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,9,31,0.005455117081119622,-0.002440771825235755,0.007895888906355376,0.008274608819233094,-0.0033415324058717597,0.011616141225104853,-0.005194368121108239,0.0022466792577366837,-0.007441047378844923,0.009870928845550297,-0.002712908171865629,0.012583837017415927,-0.004319719954752715,0.002903114284893996,-0.007222834239646711,0.0036070638310257883,0.004513269743908948,-0.0009062059128831595,0.012939002425815496,0.005840487419947153,0.007098515005868343,0.018422362960742695,0.0010675197709649645,0.01735484318977773,0.023019133429974747,0.01584800022479801,0.007171133205176736,0.013180473607415612,0.006039724447529982,0.007140749159885631,0.036558630524616414,0.02291044200052085,0.013648188524095564
2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,MOMENTUM,REVISION,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,28,8,0.0020342933521972865,-0.0022251401164268625,0.004259433468624149,0.001276241068703652,0.002386062537953368,-0.0011098214692497161,-0.003808185726964078,0.023712985963752965,-0.027521171690717043,-0.0029770552352815665,-0.005383358649015457,0.0024063034137338907,-0.007557140194806133,-0.0038162631580417328,-0.0037408770367644006,-0.008122731651058994,-0.004371673096953355,-0.0037510585541056397,0.0010394531308624516,-0.009172583769092912,0.010212036899955364,0.0017828281740371599,0.001367829822434441,0.0004149983516027189,0.001817705120287501,0.008939248893314045,-0.007121543773026543,0.001537767090929664,0.00451086922322666,-0.0029731021322969963,0.017276095841646195,0.008519390671541727,0.008756705170104469
2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,12,24,-0.0006199413893525667,0.0018008099162332397,-0.0024207513055858063,-0.001053175879210555,-0.0031552587941155036,0.0021020829149049486,0.02079377495592756,0.004696152191191553,0.016097622764736006,0.003234708291808247,-0.004575113892602789,0.007809822184411036,0.013134453664588088,-0.007026990696427593,0.020161444361015683,4.159231106642033e-05,0.0009545882997877795,-0.0009129959887213591,-0.005678455106622136,-0.002495368796841794,-0.0031830863097803423,0.0027743403416370196,-0.0011234812390401583,0.003897821580677178,0.02262804355412204,-0.0006571497737021537,0.023285193327824194,0.0062046580339088775,0.0034218605423771468,0.0027827974915317307,0.01273614026091327,0.007057157116218242,0.005678983144695028
2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,28,32,0.0020342933521972865,0.002535260405015419,-0.0005009670528181324,0.001276241068703652,0.004021647138990796,-0.002745406070287144,-0.003808185726964078,0.008784577109765527,-0.012592762836729604,-0.0029770552352815665,0.006473290943156958,-0.009450346178438524,-0.007557140194806133,0.007999063081924038,-0.015556203276730171,-0.008122731651058994,0.004893719075759209,-0.013016450726818203,0.0010394531308624516,0.00814334192247328,-0.007103888791610828,0.0017828281740371599,0.006777151692586695,-0.004994323518549535,0.001817705120287501,0.011638467711607703,-0.009820762591320201,0.001537767090929664,0.0038570380779384753,-0.0023192709870088115,0.017276095841646195,0.0170965936393363,0.00017950220230989605
2021,TRAIN,KOSPI_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,12,32,-0.0006199413893525667,0.002535260405015419,-0.0031552017943679857,-0.001053175879210555,0.004021647138990796,-0.005074823018201351,0.02079377495592756,0.008784577109765527,0.012009197846162034,0.003234708291808247,0.006473290943156958,-0.0032385826513487113,0.013134453664588088,0.007999063081924038,0.005135390582664051,4.159231106642033e-05,0.004893719075759209,-0.004852126764692789,-0.005678455106622136,0.00814334192247328,-0.013821797029095417,0.0027743403416370196,0.006777151692586695,-0.004002811350949676,0.02262804355412204,0.011638467711607703,0.010989575842514338,0.0062046580339088775,0.0038570380779384753,0.0023476199559704022,0.01273614026091327,0.0170965936393363,-0.004360453378423029
2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,MOMENTUM,REVISION,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,14,25,0.0010338417169605,0.00245026575027284,-0.00141642403331234,0.00032546496340915353,-0.0005340064637286351,0.0008594714271377886,0.005313479974042991,0.005799584587980244,-0.0004861046139372537,-0.0024153392903255738,0.0005658296045777122,-0.002981168894903286,-0.004217816217096358,0.00705797382015581,-0.011275790037252167,-0.001231043227287541,0.0010806060423636055,-0.0023116492696511467,-0.007823524240202837,0.004190625399017893,-0.01201414963922073,0.0029273987187611555,0.0003889009852824765,0.002538497733478679,0.019498898739735444,0.013893335127772138,0.005605563611963306,0.004103695863315945,0.003939624023230461,0.00016407184008548382,0.024885394869196022,0.03021719457436035,-0.005331799705164328
2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,27,29,0.00045855960031395565,-0.0005980367143121311,0.0010565963146260868,0.005418721827788409,-0.003700442475126872,0.00911916430291528,-0.004965947521296133,-0.01129803617231811,0.006332088651021977,0.00045813380616969117,-0.005045686025777252,0.005503819831946943,-0.009391357788303512,-0.015094635731586797,0.0057032779432832845,-0.004210306371364568,0.0009174334920565374,-0.0051277398634211055,-0.004641353736737846,0.004857626153606019,-0.009498979890343866,0.0066800711262427915,-0.000336150053774294,0.007016221180017086,0.00918160534289062,0.00325296860112563,0.005928636741764989,0.008098030544091342,0.006342270977459828,0.0017557595666315142,0.02778790831679813,0.029207521749588218,-0.0014196134327900886
2021,TRAIN,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,14,29,0.0010338417169605,-0.0005980367143121311,0.0016318784312726311,0.00032546496340915353,-0.003700442475126872,0.004025907438536026,0.005313479974042991,-0.01129803617231811,0.0166115161463611,-0.0024153392903255738,-0.005045686025777252,0.002630346735451678,-0.004217816217096358,-0.015094635731586797,0.01087681951449044,-0.001231043227287541,0.0009174334920565374,-0.0021484767193440785,-0.007823524240202837,0.004857626153606019,-0.012681150393808856,0.0029273987187611555,-0.000336150053774294,0.0032635487725354495,0.019498898739735444,0.00325296860112563,0.016245930138609813,0.004103695863315945,0.006342270977459828,-0.002238575114143883,0.024885394869196022,0.029207521749588218,-0.004322126880392196
2021,TRAIN,KOSPI_KOSDAQ_ALL,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,34,26,0.0026045044981243526,0.0021495209750943115,0.0004549835230300411,0.000425359168949491,0.002871152242480913,-0.002445793073531422,-0.0038446534689249956,0.009169667678227198,-0.013014321147152194,-0.007443053424931476,0.003746253161543179,-0.011189306586474655,-0.018562652011138197,0.004854727163296315,-0.02341737917443451,-0.005239385993954443,0.004190459492443262,-0.009429845486397706,-0.004492651791950898,0.008015726703910337,-0.012508378495861235,-0.002746758404960633,0.006511031264153977,-0.00925778966911461,-0.0075449127327421595,0.01833399667521631,-0.02587890940795847,0.0006559166494795827,0.00784028023805226,-0.007184363588572678,0.01117599743384287,0.02447641827520413,-0.01330042084136126
2021,VALID,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,8,9,-0.0056036363762854875,-0.003906812842279905,-0.0016968235340055829,0.004082076261763197,0.0004239561339038471,0.0036581201278593494,0.002640392676006121,0.0075160212687258,-0.004875628592719679,0.0004503052515708317,0.00047622256479098703,-2.5917313220155354e-05,-0.008575552864757127,-0.009596578538158589,0.0010210256734014614,-0.0005359267435382509,0.004784387229680738,-0.005320313973218989,-0.003346827799884544,-0.007711282185497794,0.00436445438561325,0.004671878071882393,0.007360980363537199,-0.002689102291654806,0.021452154632751325,0.01983422275440129,0.0016179318783500346,0.006754503503114545,0.006812725914984534,-5.822241186998877e-05,0.020981857757831845,0.015877625196317365,0.005104232561514481
2021,VALID,KOSPI_EX_K200,MOMENTUM_X_REVISION,REVISION,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,8,8,0.00013288294734792512,-0.0078103329332986,0.007943215880646526,0.005369114703292275,-0.0016312206241045216,0.007000335327396796,0.02490033328645632,0.0030959984247909927,0.021804334861665327,-5.864212682293868e-05,-0.0118736182889332,0.01181497616211026,0.0032286467894454274,-0.04492647933112914,0.04815512612057457,-0.003129351467459879,-0.009491102025927511,0.006361750558467633,-0.015627722413930706,-0.03903696386504385,0.023409241451113144,0.017538917364003592,0.009411696346129067,0.008127221017874525,0.07630261761029397,0.03245417585331571,0.04384844175697826,0.019598506570053617,0.010753572833033381,0.008844933737020236,0.0628632472728086,0.017980119892521823,0.04488312738028678
2021,TRAIN,K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,9,9,-0.0025296199399794336,0.005868933520592233,-0.008398553460571667,-0.0032140572144977405,0.004938491278362748,-0.00815254849286049,-0.011538363421947254,-0.0062006601012601316,-0.005337703320687123,-0.0004692879796414948,-0.0015720982222962648,0.00110281024265477,-0.007989308153844231,-0.017048783305886845,0.009059475152042614,9.947010168247999e-05,-0.008093119809219427,0.008192589910901906,0.0039013514191896187,0.008072784923658729,-0.00417143350446911,-0.0008514427412811646,0.00654688963020796,-0.007398332371489125,-0.011259898689648322,-0.03419101981731846,0.022931121127670137,-0.0005057159195412448,0.00929153651706871,-0.009797252436609956,0.0014860216370663729,-0.017557307392112833,0.019043329029179205
2021,TRAIN,K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,12,9,-0.0009390947721757582,0.005868933520592233,-0.006808028292767991,-0.005435438544504617,0.004938491278362748,-0.010373929822867365,-0.006041630622853078,-0.0062006601012601316,0.00015902947840705332,-0.009436170973632798,-0.0015720982222962648,-0.007864072751336534,-0.02270492958207254,-0.017048783305886845,-0.005656146276185697,-0.007901213133888816,-0.008093119809219427,0.00019190667533061125,-0.014055671165014697,0.008072784923658729,-0.022128456088673427,-0.0007512503547045061,0.00654688963020796,-0.007298139984912466,-0.009865110650367844,-0.03419101981731846,0.024325909166950613,0.005798805498928694,0.00929153651706871,-0.003492731018140016,0.009122588992048005,-0.017557307392112833,0.026679896384160837
2021,TRAIN,K200,MOMENTUM_X_VALUE,MOMENTUM,VALUE,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,21,19,0.00014416772739633067,0.00046874466555755817,-0.0003245769381612275,0.0033135667334089334,0.0014775715071457711,0.0018359952262631623,0.014275479601865291,0.005715767101824913,0.008559712500040378,0.0015086307026537396,-0.0030960323217823025,0.004604663024436042,0.014048692855347975,-0.01139117232511828,0.025439865180466252,-0.0029510336965687203,-0.0023307467907056154,-0.0006202869058631049,-0.003008699363160606,-0.012304318913126819,0.009295619549966213,0.014571481912448461,-0.0038242450385646406,0.018395726951013103,0.03554499005941837,-0.01556989169371218,0.05111488175313055,0.02151477878728964,-0.00461245709479968,0.02612723588208932,0.045100278311707584,-0.019781706256275632,0.06488198456798322
2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFIRM_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,9,20,-0.0025296199399794336,0.0002819884691269099,-0.0028116084091063436,-0.0032140572144977405,-0.0033439252250579304,0.00012986801056018987,-0.011538363421947254,0.007581612022447287,-0.01911997544439454,-0.0004692879796414948,-0.006383097264596976,0.005913809284955481,-0.007989308153844231,0.002531444202460503,-0.010520752356304734,9.947010168247999e-05,-0.0032333609463030045,0.0033328310479854846,0.0039013514191896187,0.0035925360123894466,0.00030881540680017215,-0.0008514427412811646,-0.0018479825779994241,0.0009965398367182596,-0.011259898689648322,0.002787805240747393,-0.014047703930395715,-0.0005057159195412448,0.006520242348197763,-0.007025958267739008,0.0014860216370663729,0.011950757248155669,-0.010464735611089297
2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,CONFLICT_RMINUS_VS_NEUTRAL_WHEN_ANCHOR_WPLUS,21,20,0.00014416772739633067,0.0002819884691269099,-0.00013782074173057922,0.0033135667334089334,-0.0033439252250579304,0.006657491958466864,0.014275479601865291,0.007581612022447287,0.006693867579418004,0.0015086307026537396,-0.006383097264596976,0.007891727967250716,0.014048692855347975,0.002531444202460503,0.01151724865288747,-0.0029510336965687203,-0.0032333609463030045,0.0002823272497342842,-0.003008699363160606,0.0035925360123894466,-0.006601235375550052,0.014571481912448461,-0.0018479825779994241,0.016419464490447885,0.03554499005941837,0.002787805240747393,0.03275718481867098,0.02151477878728964,0.006520242348197763,0.014994536439091878,0.045100278311707584,0.011950757248155669,0.033149521063551915
2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,ALT_WPLUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,12,21,-0.0009390947721757582,-0.0005889643148578187,-0.0003501304573179395,-0.005435438544504617,-0.0052181103817226454,-0.0002173281627819712,-0.006041630622853078,-0.008902264772676962,0.002860634149823884,-0.009436170973632798,-0.009078410911488543,-0.0003577600621442554,-0.02270492958207254,-0.020759552089295023,-0.0019453774927775183,-0.007901213133888816,0.0016751946090433542,-0.00957640774293217,-0.014055671165014697,4.714287872800572e-06,-0.014060385452887498,-0.0007512503547045061,-0.009616114260395648,0.008864863905691142,-0.009865110650367844,-0.007371736918184359,-0.002493373732183486,0.005798805498928694,-5.091095449594714e-05,0.005849716453424641,0.009122588992048005,0.018946045546118957,-0.009823456554070952
2021,TRAIN,K200,MOMENTUM_X_VALUE,VALUE,MOMENTUM,ALT_WMINUS_VS_NEUTRAL_WHEN_ANCHOR_RMINUS,10,21,-0.00580396991691298,-0.0005889643148578187,-0.005215005602055162,0.0018556255830220775,-0.0052181103817226454,0.007073735964744723,0.032371608243818045,-0.008902264772676962,0.04127387301649501,0.000222010321474575,-0.009078410911488543,0.009300421232963117,0.02049261433330506,-0.020759552089295023,0.04125216642260009,-0.009903252303320708,0.0016751946090433542,-0.011578446912364062,-0.06038394127502348,4.714287872800572e-06,-0.06038865556289628,0.006384051186210859,-0.009616114260395648,0.016000165446606505,0.06205123521188975,-0.007371736918184359,0.06942297213007412,0.0019283175795044571,-5.091095449594714e-05,0.001979228534000404,0.025449060990784356,0.018946045546118957,0.006503015444665399
