date,universe,family,top_5d,bottom_5d,spread_5d,top_20d,bottom_20d,spread_20d,top_60d,bottom_60d,spread_60d,member_positive_spread_share_20d,member_same_sign_20d,member1,member2,member1_spread_20d,member2_spread_20d,top_fwd_5d,top_fwd_20d,bottom_fwd_5d,bottom_fwd_20d,spread_fwd_5d,spread_fwd_20d
2016-02-01,K200,FLOW,0.0203673575474898,0.0206293106657974,-0.0002619531183076021,0.04402814545115796,0.0007764583967300176,0.043251687054427945,,,,1.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,0.023534130910860096,0.06288537451805665,-0.0357917404660838,0.014342516979414466,-0.03504493150799737,-0.004005603822001436,-0.0007468089580864312,0.0183481208014159
2016-02-11,K200,FLOW,-0.0357917404660838,-0.035044931507997354,-0.0007468089580864451,-0.009867077097043597,-0.02390233658184282,0.014035259484799223,,,,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.041265038034071,-0.012991104877691617,0.026774719732328478,0.06335964517894266,0.01426680083781906,0.043607211778996735,0.012507918894509418,0.019752433399945923
2016-02-18,K200,FLOW,0.0267747197323285,0.0142668008378191,0.012507918894509399,0.025963099440259985,0.0036650578797408073,0.022298041560519177,,,,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.07203537579412822,-0.02716276294692621,0.0035660101319023862,0.037340008527620316,0.0036159762614416113,0.04029651557987757,-4.996612953922508e-05,-0.002956507052257251
2016-02-25,K200,FLOW,0.0035660101319024,0.0036159762614417002,-4.9966129539300106e-05,0.013791195469129436,0.002524291178211513,0.011266904290917923,,,,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.05715790649330521,-0.034147854480123474,0.020922255316500937,0.0255596104175404,0.013981489469410358,0.031556770609982854,0.00694076584709058,-0.005997160192442452
2016-03-04,K200,FLOW,0.02092225531650095,0.013981489469410302,0.006940765847090649,0.014342516979414466,-0.004005603822001436,0.0183481208014159,,,,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.04604648140733236,-0.009266036494217311,0.010802697879417344,0.009403005986303725,0.011084070739066698,0.006152436825175522,-0.00028137285964935366,0.003250569161128203
2016-03-11,K200,FLOW,0.0108026978794174,0.01108407073906665,-0.0002813728596492496,0.06335964517894266,0.043607211778996735,0.019752433399945923,,,,1.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,0.03398309244683739,0.005637886399501246,0.0016502895817911423,0.005500231495546792,0.011049182940466418,0.016287014919107667,-0.009398893358675275,-0.010786783423560875
2016-03-18,K200,FLOW,0.0016502895817911499,0.01104918294046635,-0.0093988933586752,0.037340008527620316,0.04029651557987757,-0.002956507052257251,,,,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.01542837881264325,0.009460257899168711,-0.007830838569497511,0.024490558816031127,-0.004815607954090972,0.023059288501191544,-0.003015230615406539,0.0014312703148395833
2016-03-25,K200,FLOW,-0.007830838569497501,-0.004815607954090999,-0.0030152306154065016,0.0255596104175404,0.031556770609982854,-0.005997160192442452,,,,0.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.0021331894922620442,-0.00987430775628173,0.004838707498661998,0.03144770611575409,-0.010990014711464546,0.0430616343599346,0.015828722210126545,-0.011613928244180505
2016-04-01,K200,FLOW,0.004838707498661899,-0.010990014711464501,0.0158287222101264,0.009403005986303725,0.006152436825175522,0.003250569161128203,0.068959940286627,0.0029002949667393807,0.06605964531988762,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.02174770158024175,-0.015312536035417823,0.0068945115939829105,0.00728440984870149,0.021268323243358367,0.03618224702348538,-0.014373811649375456,-0.02889783717478389
2016-04-08,K200,FLOW,0.00689451159398285,0.0212683232433584,-0.014373811649375552,0.005500231495546792,0.016287014919107667,-0.010786783423560875,0.0586584079768695,0.0352535332714452,0.023404874705424294,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.0015543012081984386,-0.023119321432848228,0.02056790517649265,-0.00637912892165049,0.01778655296615761,0.010599329139444169,0.002781352210335042,-0.01697845806109466
2016-04-18,K200,FLOW,0.02056790517649255,0.0177865529661577,0.002781352210334851,0.024490558816031127,0.023059288501191544,0.0014312703148395833,0.09033720030215231,0.0681856792328217,0.022151521069330604,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.008787472340340052,-0.005843353849993571,-0.0010931805765419522,-0.041006830313175646,0.014641741807219555,-0.014349671098795258,-0.015734922383761507,-0.026657159214380388
2016-04-25,K200,FLOW,-0.0010931805765419002,0.0146417418072195,-0.0157349223837614,0.03144770611575409,0.0430616343599346,-0.011613928244180505,0.07239958740515795,0.07869337107135288,-0.00629378366619493,0.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.008135987386429733,-0.014990900666121743,-0.018701230828727544,-0.04200541933931601,-0.017512910908860313,-0.03706562249727008,-0.0011883199198672312,-0.004939796842045929
2016-05-02,K200,FLOW,-0.01870123082872755,-0.017512910908860348,-0.0011883199198672034,0.00728440984870149,0.03618224702348538,-0.02889783717478389,0.03133875010450171,0.038381221360819895,-0.0070424712563181835,0.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.02477585401359872,-0.03292119528909909,-0.006763738312699719,-0.017594478121253032,-0.00394637593350855,-0.008400788780089985,-0.0028173623791911684,-0.009193689341163047
2016-05-11,K200,FLOW,-0.006763738312699744,-0.003946375933508594,-0.00281736237919115,-0.00637912892165049,0.010599329139444169,-0.01697845806109466,0.06238775135800023,0.07184615374410708,-0.009458402386106846,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.003485461781341348,-0.03754443363323412,-0.01499890073396748,0.007771051340915935,-0.0073398806463130795,0.018430685722798046,-0.0076590200876544,-0.01065963438188211
2016-05-18,K200,FLOW,-0.0149989007339675,-0.0073398806463131,-0.0076590200876544,-0.041006830313175646,-0.014349671098795258,-0.026657159214380388,0.019165239291438985,0.049012873166638826,-0.02984763387519984,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.01200802066092832,-0.06580138089906451,-0.002133331246581549,-0.024389270933543705,-0.008742364927113888,-0.02435805394064572,0.006609033680532339,-3.121699289798663e-05
2016-05-25,K200,FLOW,-0.0021333312465815,-0.0087423649271139,0.0066090336805324,-0.04200541933931601,-0.03706562249727008,-0.004939796842045929,0.013377308491508089,0.036095523000420515,-0.022718214508912427,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.03716444932986496,-0.047404536071316006,0.006303531259881812,-0.01221352221009786,0.011733972052272668,-0.005188265636052902,-0.005430440792390856,-0.007025256574044958
2016-06-01,K200,FLOW,0.00630353125988175,0.0117339720522726,-0.00543044079239085,-0.017594478121253032,-0.008400788780089985,-0.009193689341163047,-0.001133378449569733,0.03379898922939395,-0.03493236767896368,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.02694010538076741,-0.045799780144862634,0.01888143885460991,-0.030032158578271018,0.023005629589741394,-0.028153318643654,-0.004124190735131483,-0.001878839934617016
2016-06-09,K200,FLOW,0.01888143885460985,0.0230056295897413,-0.004124190735131452,0.007771051340915935,0.018430685722798046,-0.01065963438188211,0.0068499646115449675,0.04598837668642064,-0.03913841207487567,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.005127173195149881,-0.026786957895835295,-0.04643258078554524,-0.039266407446881924,-0.04904588579399083,-0.04207825803041243,0.0026133050084455878,0.0028118505835305063
2016-06-16,K200,FLOW,-0.0464325807855452,-0.04904588579399085,0.0026133050084456502,-0.024389270933543705,-0.02435805394064572,-3.121699289798663e-05,-0.04148250913833773,-0.016183419159949364,-0.025299089978388367,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.005187775425806507,-0.005386334249013691,0.010320174497322476,0.014829713955126334,0.010734246442875905,0.012888491479971842,-0.0004140719455534292,0.0019412224751544915
2016-06-23,K200,FLOW,0.01032017449732245,0.01073424644287595,-0.0004140719455535003,-0.01221352221009786,-0.005188265636052902,-0.007025256574044958,-0.023947128905070558,-0.0008111879356086371,-0.02313594096946192,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.020964706421651602,0.007108627466116513,-0.011849133412798807,-0.0013910255167426389,-0.011621727820554706,0.00034317691302065967,-0.00022740559224410095,-0.0017342024297632985
2016-06-30,K200,FLOW,-0.011849133412798751,-0.011621727820554751,-0.00022740559224400034,-0.030032158578271018,-0.028153318643654,-0.001878839934617016,-0.04015690955190987,-0.0014494025951430345,-0.038707506956766835,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.027064158059129872,0.023516668402037255,0.009181524721166845,0.014603305599450334,0.00834766794041153,0.020744368608230923,0.0008338567807553154,-0.0061410630087805895
2016-07-07,K200,FLOW,0.0091815247211669,0.0083476679404115,0.0008338567807554004,-0.039266407446881924,-0.04207825803041243,0.0028118505835305063,-0.03797676682333695,-0.014082642829840508,-0.02389412399349644,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,-0.013574942639551169,0.01914043852553715,0.007260034185626152,-0.0052929792475550075,0.00552105250720758,0.00011289430023730951,0.0017389816784185719,-0.005405873547792317
2016-07-14,K200,FLOW,0.0072600341856262,0.005521052507207651,0.0017389816784185485,0.014829713955126334,0.012888491479971842,0.0019412224751544915,-0.05052123447942802,-0.02596408276595985,-0.024557151713468173,1.0,1.0,PRIVATE_FLOW,FOREIGN_FLOW,0.0018776838044769484,0.002253335389745814,-0.005828485823061835,0.0065443416126285126,-0.0017843863304995988,0.015203761505040436,-0.0040440994925622364,-0.008659419892411924
2016-07-21,K200,FLOW,-0.0058284858230618,-0.0017843863304995503,-0.0040440994925622495,-0.0013910255167426389,0.00034317691302065967,-0.0017342024297632985,-0.05502222665647982,-0.04173283948863249,-0.013289387167847333,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.011866797033893373,-0.015153751309714747,0.003977694261293463,0.0014598344936664898,0.008535449299739595,-0.00430302978891528,-0.004557755038446132,0.00576286428258177
2016-07-28,K200,FLOW,0.00397769426129345,0.0085354492997397,-0.004557755038446251,0.014603305599450334,0.020744368608230923,-0.0061410630087805895,-0.033182720884459505,-0.016326614358322833,-0.01685610652613667,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.0121243060320535,-0.024160162395031826,-0.010608439462247876,-0.01172922054826353,-0.012033241956748597,-0.012142671906629099,0.001424802494500721,0.00041345135836556857
2016-08-04,K200,FLOW,-0.01060843946224785,-0.0120332419567486,0.0014248024945007504,-0.0052929792475550075,0.00011289430023730951,-0.005405873547792317,-0.03692515724910039,-0.024312966386072832,-0.012612190863027561,0.5,0.0,PRIVATE_FLOW,FOREIGN_FLOW,0.010925877186133581,-0.021544761681295155,0.019246739783898903,-0.0043561814138779464,0.020693524296642174,-0.012581763473633267,-0.001446784512743271,0.00822558205975532
