date,universe,eval_year,period,persist_pct,liq_pct,combined_pct,PERSIST_ALL_CONT_lambda,PERSIST_ALL_CONT_gross,PERSIST_ALL_CONT_w_MOM1M,PERSIST_ALL_CONT_w_MOM12_1,PERSIST_ALL_CONT_w_OP12_REV,PERSIST_ALL_CONT_w_OPFY1_REV,PERSIST_ALL_CONT_w_PBR12MF,PERSIST_ALL_CONT_w_PER12MF,PERSIST_ALL_CONT_w_PRIVATE_FLOW,PERSIST_ALL_CONT_w_FOREIGN_FLOW,LIQ_ALL_CONT_lambda,LIQ_ALL_CONT_gross,LIQ_ALL_CONT_w_MOM1M,LIQ_ALL_CONT_w_MOM12_1,LIQ_ALL_CONT_w_OP12_REV,LIQ_ALL_CONT_w_OPFY1_REV,LIQ_ALL_CONT_w_PBR12MF,LIQ_ALL_CONT_w_PER12MF,LIQ_ALL_CONT_w_PRIVATE_FLOW,LIQ_ALL_CONT_w_FOREIGN_FLOW,COMBINED_ALL_CONT_lambda,COMBINED_ALL_CONT_gross,COMBINED_ALL_CONT_w_MOM1M,COMBINED_ALL_CONT_w_MOM12_1,COMBINED_ALL_CONT_w_OP12_REV,COMBINED_ALL_CONT_w_OPFY1_REV,COMBINED_ALL_CONT_w_PBR12MF,COMBINED_ALL_CONT_w_PER12MF,COMBINED_ALL_CONT_w_PRIVATE_FLOW,COMBINED_ALL_CONT_w_FOREIGN_FLOW,EW8_lambda,EW8_gross,EW8_w_MOM1M,EW8_w_MOM12_1,EW8_w_OP12_REV,EW8_w_OPFY1_REV,EW8_w_PBR12MF,EW8_w_PER12MF,EW8_w_PRIVATE_FLOW,EW8_w_FOREIGN_FLOW
2020-10-26,K200,2020,DEV_2020_2022,0.07065217391304347,0.2391304347826087,0.04891304347826087,-0.21467391304347827,0.0018654622637100855,0.15183423913043478,0.15183423913043478,0.15183423913043478,0.15183423913043478,0.04449728260869565,0.04449728260869565,0.15183423913043478,0.15183423913043478,-0.13043478260869565,0.0004949422504294527,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.07608695652173914,0.07608695652173914,0.14130434782608695,0.14130434782608695,-0.22554347826086957,0.0020423035557462954,0.1531929347826087,0.1531929347826087,0.1531929347826087,0.1531929347826087,0.04042119565217392,0.04042119565217392,0.1531929347826087,0.1531929347826087,0.0,-0.001627153254005075,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-11-23,K200,2020,DEV_2020_2022,0.8043478260869565,0.5869565217391305,0.8152173913043478,0.15217391304347827,-0.014373247102189112,0.10597826086956522,0.10597826086956522,0.18206521739130435,0.10597826086956522,0.10597826086956522,0.10597826086956522,0.18206521739130435,0.10597826086956522,0.043478260869565244,-0.015691039772563916,0.11956521739130435,0.11956521739130435,0.14130434782608697,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.14130434782608697,0.11956521739130435,0.1576086956521739,-0.014307357468670375,0.10529891304347827,0.10529891304347827,0.18410326086956522,0.10529891304347827,0.10529891304347827,0.10529891304347827,0.18410326086956522,0.10529891304347827,0.0,-0.016218156840713836,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2020-12-21,K200,2020,DEV_2020_2022,0.08695652173913043,0.6358695652173914,0.25,-0.20652173913043478,0.040039205510622955,0.04755434782608696,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.04755434782608696,0.15081521739130435,0.06793478260869568,0.0368029624232471,0.15047554347826086,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.15047554347826086,0.11650815217391304,-0.125,0.03907794518764001,0.078125,0.140625,0.140625,0.140625,0.140625,0.140625,0.078125,0.140625,0.0,0.03760401269239955,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-01-21,K200,2021,DEV_2020_2022,0.2905982905982906,0.7393162393162394,0.5170940170940171,-0.10470085470085469,0.01743399986761112,0.13808760683760685,0.13808760683760685,0.08573717948717949,0.08573717948717949,0.13808760683760685,0.13808760683760685,0.13808760683760685,0.13808760683760685,0.11965811965811968,0.01682281827004231,0.11004273504273504,0.11004273504273504,0.16987179487179488,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.008547008547008572,0.017125498680266867,0.12393162393162394,0.12393162393162394,0.12820512820512822,0.12820512820512822,0.12393162393162394,0.12393162393162394,0.12393162393162394,0.12393162393162394,0.0,0.017148781788745675,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-02-22,K200,2021,DEV_2020_2022,0.14102564102564102,0.6452991452991453,0.31196581196581197,-0.1794871794871795,0.010222458568280805,0.14743589743589744,0.14743589743589744,0.14743589743589744,0.057692307692307696,0.14743589743589744,0.14743589743589744,0.14743589743589744,0.057692307692307696,0.07264957264957267,0.004795751376130663,0.11591880341880342,0.11591880341880342,0.11591880341880342,0.15224358974358976,0.11591880341880342,0.11591880341880342,0.11591880341880342,0.15224358974358976,-0.09401709401709402,0.00838289680822991,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.08974358974358974,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.08974358974358974,0.0,0.006359378872173923,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-03-23,K200,2021,DEV_2020_2022,0.04700854700854701,0.7350427350427351,0.3034188034188034,-0.2264957264957265,0.011138599126632554,0.15331196581196582,0.15331196581196582,0.15331196581196582,0.15331196581196582,0.04006410256410256,0.04006410256410256,0.15331196581196582,0.15331196581196582,0.11752136752136755,0.0065373103453727445,0.11030982905982906,0.11030982905982906,0.11030982905982906,0.11030982905982906,0.16907051282051283,0.16907051282051283,0.11030982905982906,0.11030982905982906,-0.0982905982905983,0.009423833121194115,0.1372863247863248,0.1372863247863248,0.1372863247863248,0.1372863247863248,0.08814102564102563,0.08814102564102563,0.1372863247863248,0.1372863247863248,0.0,0.008109179183691312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-04-20,K200,2021,DEV_2020_2022,0.7777777777777778,0.1452991452991453,0.4230769230769231,0.1388888888888889,0.019574253882171527,0.1076388888888889,0.17708333333333334,0.1076388888888889,0.17708333333333334,0.1076388888888889,0.1076388888888889,0.1076388888888889,0.1076388888888889,-0.17735042735042733,0.032372392828515714,0.14716880341880342,0.05849358974358976,0.14716880341880342,0.05849358974358976,0.14716880341880342,0.14716880341880342,0.14716880341880342,0.14716880341880342,-0.038461538461538464,0.02675158856154023,0.12980769230769232,0.11057692307692307,0.12980769230769232,0.11057692307692307,0.12980769230769232,0.12980769230769232,0.12980769230769232,0.12980769230769232,0.0,0.025195058149147017,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-05-20,K200,2021,DEV_2020_2022,0.47435897435897434,0.8760683760683761,0.7905982905982906,-0.01282051282051283,-0.025151604977300252,0.1266025641025641,0.1266025641025641,0.12019230769230768,0.1266025641025641,0.12019230769230768,0.1266025641025641,0.1266025641025641,0.1266025641025641,0.18803418803418803,-0.026651838770539584,0.1014957264957265,0.1014957264957265,0.1955128205128205,0.1014957264957265,0.1955128205128205,0.1014957264957265,0.1014957264957265,0.1014957264957265,0.14529914529914528,-0.026332640091126965,0.10683760683760685,0.10683760683760685,0.1794871794871795,0.10683760683760685,0.1794871794871795,0.10683760683760685,0.10683760683760685,0.10683760683760685,0.0,-0.02524736458112404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-06-17,K200,2021,DEV_2020_2022,0.8205128205128205,0.7393162393162394,0.8931623931623932,0.16025641025641024,-0.004981058625636907,0.10496794871794872,0.18509615384615385,0.10496794871794872,0.10496794871794872,0.18509615384615385,0.10496794871794872,0.10496794871794872,0.10496794871794872,0.11965811965811968,-0.0037000497237458917,0.11004273504273504,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.1965811965811966,-0.006127224485223605,0.10042735042735043,0.19871794871794873,0.10042735042735043,0.10042735042735043,0.19871794871794873,0.10042735042735043,0.10042735042735043,0.10042735042735043,0.0,7.555546077500077e-05,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-07-15,K200,2021,DEV_2020_2022,0.5598290598290598,0.4829059829059829,0.5299145299145299,0.02991452991452992,-0.012343736442379644,0.13621794871794873,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.13621794871794873,0.12126068376068376,-0.008547008547008544,-0.011778205230860553,0.12179487179487179,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12179487179487179,0.12606837606837606,0.01495726495726496,-0.012123807637899997,0.13060897435897437,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.13060897435897437,0.12313034188034189,0.0,-0.01190387883342035,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2021-08-12,K200,2021,DEV_2020_2022,0.32051282051282054,0.38461538461538464,0.24358974358974358,-0.08974358974358973,0.019455385536174062,0.1362179487179487,0.1362179487179487,0.1362179487179487,0.09134615384615385,0.1362179487179487,0.1362179487179487,0.1362179487179487,0.09134615384615385,-0.05769230769230768,0.01972481749484542,0.13221153846153846,0.13221153846153846,0.13221153846153846,0.10336538461538462,0.13221153846153846,0.13221153846153846,0.13221153846153846,0.10336538461538462,-0.1282051282051282,0.019132067185768438,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.07692307692307693,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.07692307692307693,0.0,0.020209795020453863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
