model,universe,cost_bps,period,n_rebalances,cagr,sharpe,mdd,ew8_cagr,ew8_sharpe,ew8_mdd,delta_cagr_vs_ew8,delta_sharpe_vs_ew8,delta_mdd_vs_ew8,avg_abs_lambda,annual_turnover
LIQ_ALL_CONT,KOSPI_ALL,0,DEV_2020_2022,38,0.06588759382711351,1.0594738869860574,-0.03952391500760055,0.06784398735064134,1.0980679005285914,-0.04072532130981743,-0.001956393523527833,-0.038594013542534,0.0012014063022168786,0.13215407062590315,1.8619960744753608
COMBINED_ALL_CONT,KOSPI_ALL,0,DEV_2020_2022,38,0.07273496292517878,1.1761877563323189,-0.038277993552957024,0.06784398735064134,1.0980679005285914,-0.04072532130981743,0.004890975574537437,0.07811985580372749,0.002447327756860407,0.13520183989337023,1.8852983103860237
PERSIST_ALL_CONT,KOSPI_EX_K200,0,DEV_2020_2022,31,0.10436830874607472,1.188688834890052,-0.05896903696078404,0.08418644663110508,0.9894260487380767,-0.06475484058299585,0.02018186211496964,0.19926278615197524,0.005785803622211816,0.11761943643021117,1.7625845483549099
LIQ_ALL_CONT,KOSPI_EX_K200,0,DEV_2020_2022,31,0.09366553963447521,1.0285372966802107,-0.0741382552350045,0.08418644663110508,0.9894260487380767,-0.06475484058299585,0.009479093003370131,0.03911124794213394,-0.009383414652008648,0.12370616087232256,1.931450914879869
COMBINED_ALL_CONT,KOSPI_EX_K200,0,DEV_2020_2022,31,0.10395255828172578,1.160018374395914,-0.06878795202482291,0.08418644663110508,0.9894260487380767,-0.06475484058299585,0.0197661116506207,0.17059232565783733,-0.004033111441827053,0.1234876969693439,1.9847721510173015
PERSIST_ALL_CONT,KOSPI_KOSDAQ_ALL,0,DEV_2020_2022,38,0.0771546779993395,1.2342338542724627,-0.03833457462508805,0.07539231049923023,1.231490309029853,-0.0308142093400241,0.0017623675001092742,0.0027435452426096685,-0.007520365285063946,0.13378354908705595,1.9035745284246723
LIQ_ALL_CONT,KOSPI_KOSDAQ_ALL,0,DEV_2020_2022,38,0.08011604132829153,1.2637764448639253,-0.03193001322747335,0.07539231049923023,1.231490309029853,-0.0308142093400241,0.004723730829061301,0.03228613583407225,-0.0011158038874492515,0.1313634446045743,1.9320776354780946
COMBINED_ALL_CONT,KOSPI_KOSDAQ_ALL,0,DEV_2020_2022,38,0.07862562738517176,1.2932203248535143,-0.036307304597135714,0.07539231049923023,1.231490309029853,-0.0308142093400241,0.0032333168859415284,0.06173001582366133,-0.005493095257111613,0.1285991075922628,1.9362745816890565
PERSIST_ALL_CONT,K200,0,CONFIRM_2023_2024,24,0.1085219719070627,1.512757238707213,-0.03047087839287954,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.00039644514184611346,0.02824399985024373,0.0013283736559266401,0.11964582383430551,1.7158373641671432
LIQ_ALL_CONT,K200,0,CONFIRM_2023_2024,24,0.11006027276199037,1.4535541454423346,-0.04832221282134219,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.0019347459967737901,-0.030959093414634653,-0.01652296077253601,0.1341842496947209,1.85411792118488
COMBINED_ALL_CONT,K200,0,CONFIRM_2023_2024,24,0.10853214565657843,1.4728317499052046,-0.04359739395403883,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.0004066188913618429,-0.011681488951764685,-0.01179814190523265,0.11797374927283304,1.7789316097393066
PERSIST_ALL_CONT,KOSDAQ,0,CONFIRM_2023_2024,24,0.06659763228930937,0.8824094928474214,-0.05931815051884992,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.028301034757385546,0.3416085879905747,0.007250768262976104,0.12325512685460328,1.7410222602205327
LIQ_ALL_CONT,KOSDAQ,0,CONFIRM_2023_2024,24,0.0612389968828837,0.7700463814249509,-0.0701424600839391,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.022942399350959874,0.22924547656810412,-0.00357354130211307,0.126520335780807,1.7494593351601606
COMBINED_ALL_CONT,KOSDAQ,0,CONFIRM_2023_2024,24,0.07128942139131711,0.8942105855085326,-0.06394496644367398,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.03299282385939328,0.3534096806516859,0.002623952338152047,0.11101047054908313,1.6252472359408925
PERSIST_ALL_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,0,CONFIRM_2023_2024,24,0.05543897399409192,0.8769618410577313,-0.06536109135683454,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.008220840182496136,0.12500355765794235,0.008411004344764828,0.13481053042571367,1.856696225498272
LIQ_ALL_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,0,CONFIRM_2023_2024,24,0.0652300433814148,1.0063844607035635,-0.06470501180460075,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.018011909569819018,0.2544261773037745,0.009067083896998618,0.08978956050291127,1.2123106957877345
COMBINED_ALL_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,0,CONFIRM_2023_2024,24,0.06343582953720484,0.9848647722358554,-0.05976179727602937,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.01621769572560905,0.23290648883606646,0.01401029842557,0.11153406351377555,1.6129608424499695
