date,universe,eval_year,period,persist_pct,liq_pct,combined_pct,PERSIST_ALL_CONT_lambda,PERSIST_ALL_CONT_gross,PERSIST_ALL_CONT_w_MOM1M,PERSIST_ALL_CONT_w_MOM12_1,PERSIST_ALL_CONT_w_OP12_REV,PERSIST_ALL_CONT_w_OPFY1_REV,PERSIST_ALL_CONT_w_PBR12MF,PERSIST_ALL_CONT_w_PER12MF,PERSIST_ALL_CONT_w_PRIVATE_FLOW,PERSIST_ALL_CONT_w_FOREIGN_FLOW,LIQ_ALL_CONT_lambda,LIQ_ALL_CONT_gross,LIQ_ALL_CONT_w_MOM1M,LIQ_ALL_CONT_w_MOM12_1,LIQ_ALL_CONT_w_OP12_REV,LIQ_ALL_CONT_w_OPFY1_REV,LIQ_ALL_CONT_w_PBR12MF,LIQ_ALL_CONT_w_PER12MF,LIQ_ALL_CONT_w_PRIVATE_FLOW,LIQ_ALL_CONT_w_FOREIGN_FLOW,COMBINED_ALL_CONT_lambda,COMBINED_ALL_CONT_gross,COMBINED_ALL_CONT_w_MOM1M,COMBINED_ALL_CONT_w_MOM12_1,COMBINED_ALL_CONT_w_OP12_REV,COMBINED_ALL_CONT_w_OPFY1_REV,COMBINED_ALL_CONT_w_PBR12MF,COMBINED_ALL_CONT_w_PER12MF,COMBINED_ALL_CONT_w_PRIVATE_FLOW,COMBINED_ALL_CONT_w_FOREIGN_FLOW,EW8_lambda,EW8_gross,EW8_w_MOM1M,EW8_w_MOM12_1,EW8_w_OP12_REV,EW8_w_OPFY1_REV,EW8_w_PBR12MF,EW8_w_PER12MF,EW8_w_PRIVATE_FLOW,EW8_w_FOREIGN_FLOW,PERSIST_ALL_CONT_turnover,LIQ_ALL_CONT_turnover,COMBINED_ALL_CONT_turnover,EW8_turnover,cost_bps,PERSIST_ALL_CONT_ret,LIQ_ALL_CONT_ret,COMBINED_ALL_CONT_ret,EW8_ret
2020-10-26,K200,2020,DEV_2020_2022,0.07065217391304347,0.2391304347826087,0.04891304347826087,-0.21467391304347827,0.0018654622637100855,0.15183423913043478,0.15183423913043478,0.15183423913043478,0.15183423913043478,0.04449728260869565,0.04449728260869565,0.15183423913043478,0.15183423913043478,-0.13043478260869565,0.0004949422504294527,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.14130434782608695,0.07608695652173914,0.07608695652173914,0.14130434782608695,0.14130434782608695,-0.22554347826086957,0.0020423035557462954,0.1531929347826087,0.1531929347826087,0.1531929347826087,0.1531929347826087,0.04042119565217392,0.04042119565217392,0.1531929347826087,0.1531929347826087,0.0,-0.001627153254005075,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.026494565217391297,0.1895380434782608,0.11311141304347828,0.0,0,0.0018654622637100855,0.0004949422504294527,0.0020423035557462954,-0.001627153254005075
2020-11-23,K200,2020,DEV_2020_2022,0.8043478260869565,0.5869565217391305,0.8152173913043478,0.15217391304347827,-0.014373247102189112,0.10597826086956522,0.10597826086956522,0.18206521739130435,0.10597826086956522,0.10597826086956522,0.10597826086956522,0.18206521739130435,0.10597826086956522,0.043478260869565244,-0.015691039772563916,0.11956521739130435,0.11956521739130435,0.14130434782608697,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.14130434782608697,0.11956521739130435,0.1576086956521739,-0.014307357468670375,0.10529891304347827,0.10529891304347827,0.18410326086956522,0.10529891304347827,0.10529891304347827,0.10529891304347827,0.18410326086956522,0.10529891304347827,0.0,-0.016218156840713836,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.18342391304347827,0.08695652173913043,0.19157608695652173,0.0,0,-0.014373247102189112,-0.015691039772563916,-0.014307357468670375,-0.016218156840713836
2020-12-21,K200,2020,DEV_2020_2022,0.08695652173913043,0.6358695652173914,0.25,-0.20652173913043478,0.040039205510622955,0.04755434782608696,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.15081521739130435,0.04755434782608696,0.15081521739130435,0.06793478260869568,0.0368029624232471,0.15047554347826086,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.11650815217391304,0.15047554347826086,0.11650815217391304,-0.125,0.03907794518764001,0.078125,0.140625,0.140625,0.140625,0.140625,0.140625,0.078125,0.140625,0.0,0.03760401269239955,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.22418478260869568,0.040081521739130446,0.17663043478260868,0.0,0,0.040039205510622955,0.0368029624232471,0.03907794518764001,0.03760401269239955
2021-01-21,K200,2021,DEV_2020_2022,0.2905982905982906,0.7393162393162394,0.5170940170940171,-0.10470085470085469,0.01743399986761112,0.13808760683760685,0.13808760683760685,0.08573717948717949,0.08573717948717949,0.13808760683760685,0.13808760683760685,0.13808760683760685,0.13808760683760685,0.11965811965811968,0.01682281827004231,0.11004273504273504,0.11004273504273504,0.16987179487179488,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.008547008547008572,0.017125498680266867,0.12393162393162394,0.12393162393162394,0.12820512820512822,0.12820512820512822,0.12393162393162394,0.12393162393162394,0.12393162393162394,0.12393162393162394,0.0,0.017148781788745675,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.18106651802303977,0.10672728539576368,0.09161324786324784,0.0,0,0.01743399986761112,0.01682281827004231,0.017125498680266867,0.017148781788745675
2021-02-22,K200,2021,DEV_2020_2022,0.14102564102564102,0.6452991452991453,0.31196581196581197,-0.1794871794871795,0.010222458568280805,0.14743589743589744,0.14743589743589744,0.14743589743589744,0.057692307692307696,0.14743589743589744,0.14743589743589744,0.14743589743589744,0.057692307692307696,0.07264957264957267,0.004795751376130663,0.11591880341880342,0.11591880341880342,0.11591880341880342,0.15224358974358976,0.11591880341880342,0.11591880341880342,0.11591880341880342,0.15224358974358976,-0.09401709401709402,0.00838289680822991,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.08974358974358974,0.13675213675213677,0.13675213675213677,0.13675213675213677,0.08974358974358974,0.0,0.006359378872173923,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10844017094017093,0.0715811965811966,0.07264957264957268,0.0,0,0.010222458568280805,0.004795751376130663,0.00838289680822991,0.006359378872173923
2021-03-23,K200,2021,DEV_2020_2022,0.04700854700854701,0.7350427350427351,0.3034188034188034,-0.2264957264957265,0.011138599126632554,0.15331196581196582,0.15331196581196582,0.15331196581196582,0.15331196581196582,0.04006410256410256,0.04006410256410256,0.15331196581196582,0.15331196581196582,0.11752136752136755,0.0065373103453727445,0.11030982905982906,0.11030982905982906,0.11030982905982906,0.11030982905982906,0.16907051282051283,0.16907051282051283,0.11030982905982906,0.11030982905982906,-0.0982905982905983,0.009423833121194115,0.1372863247863248,0.1372863247863248,0.1372863247863248,0.1372863247863248,0.08814102564102563,0.08814102564102563,0.1372863247863248,0.1372863247863248,0.0,0.008109179183691312,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.21474358974358979,0.10630341880341884,0.09722222222222224,0.0,0,0.011138599126632554,0.0065373103453727445,0.009423833121194115,0.008109179183691312
2021-04-20,K200,2021,DEV_2020_2022,0.7777777777777778,0.1452991452991453,0.4230769230769231,0.1388888888888889,0.019574253882171527,0.1076388888888889,0.17708333333333334,0.1076388888888889,0.17708333333333334,0.1076388888888889,0.1076388888888889,0.1076388888888889,0.1076388888888889,-0.17735042735042733,0.032372392828515714,0.14716880341880342,0.05849358974358976,0.14716880341880342,0.05849358974358976,0.14716880341880342,0.14716880341880342,0.14716880341880342,0.14716880341880342,-0.038461538461538464,0.02675158856154023,0.12980769230769232,0.11057692307692307,0.12980769230769232,0.11057692307692307,0.12980769230769232,0.12980769230769232,0.12980769230769232,0.12980769230769232,0.0,0.025195058149147017,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1826923076923077,0.14743589743589744,0.08333333333333337,0.0,0,0.019574253882171527,0.032372392828515714,0.02675158856154023,0.025195058149147017
2021-05-20,K200,2021,DEV_2020_2022,0.47435897435897434,0.8760683760683761,0.7905982905982906,-0.01282051282051283,-0.025151604977300252,0.1266025641025641,0.1266025641025641,0.12019230769230768,0.1266025641025641,0.12019230769230768,0.1266025641025641,0.1266025641025641,0.1266025641025641,0.18803418803418803,-0.026651838770539584,0.1014957264957265,0.1014957264957265,0.1955128205128205,0.1014957264957265,0.1955128205128205,0.1014957264957265,0.1014957264957265,0.1014957264957265,0.14529914529914528,-0.026332640091126965,0.10683760683760685,0.10683760683760685,0.1794871794871795,0.10683760683760685,0.1794871794871795,0.10683760683760685,0.10683760683760685,0.10683760683760685,0.0,-0.02524736458112404,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10096153846153844,0.18269230769230768,0.09935897435897434,0.0,0,-0.025151604977300252,-0.026651838770539584,-0.026332640091126965,-0.02524736458112404
2021-06-17,K200,2021,DEV_2020_2022,0.8205128205128205,0.7393162393162394,0.8931623931623932,0.16025641025641024,-0.004981058625636907,0.10496794871794872,0.18509615384615385,0.10496794871794872,0.10496794871794872,0.18509615384615385,0.10496794871794872,0.10496794871794872,0.10496794871794872,0.11965811965811968,-0.0037000497237458917,0.11004273504273504,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.16987179487179488,0.11004273504273504,0.11004273504273504,0.11004273504273504,0.1965811965811966,-0.006127224485223605,0.10042735042735043,0.19871794871794873,0.10042735042735043,0.10042735042735043,0.19871794871794873,0.10042735042735043,0.10042735042735043,0.10042735042735043,0.0,7.555546077500077e-05,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.12339743589743588,0.1111111111111111,0.11111111111111113,0.0,0,-0.004981058625636907,-0.0037000497237458917,-0.006127224485223605,7.555546077500077e-05
2021-07-15,K200,2021,DEV_2020_2022,0.5598290598290598,0.4829059829059829,0.5299145299145299,0.02991452991452992,-0.012343736442379644,0.13621794871794873,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.12126068376068376,0.13621794871794873,0.12126068376068376,-0.008547008547008544,-0.011778205230860553,0.12179487179487179,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12606837606837606,0.12179487179487179,0.12606837606837606,0.01495726495726496,-0.012123807637899997,0.13060897435897437,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.13060897435897437,0.12313034188034189,0.0,-0.01190387883342035,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1276709401709402,0.08760683760683761,0.1511752136752137,0.0,0,-0.012343736442379644,-0.011778205230860553,-0.012123807637899997,-0.01190387883342035
2021-08-12,K200,2021,DEV_2020_2022,0.32051282051282054,0.38461538461538464,0.24358974358974358,-0.08974358974358973,0.019455385536174062,0.1362179487179487,0.1362179487179487,0.1362179487179487,0.09134615384615385,0.1362179487179487,0.1362179487179487,0.1362179487179487,0.09134615384615385,-0.05769230769230768,0.01972481749484542,0.13221153846153846,0.13221153846153846,0.13221153846153846,0.10336538461538462,0.13221153846153846,0.13221153846153846,0.13221153846153846,0.10336538461538462,-0.1282051282051282,0.019132067185768438,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.07692307692307693,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.07692307692307693,0.0,0.020209795020453863,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.059829059829059825,0.04540598290598291,0.09241452991452989,0.0,0,0.019455385536174062,0.01972481749484542,0.019132067185768438,0.020209795020453863
2021-09-10,K200,2021,DEV_2020_2022,0.5811965811965812,0.5897435897435898,0.6538461538461539,0.04059829059829062,0.017627380704001872,0.11992521367521367,0.11992521367521367,0.14022435897435898,0.14022435897435898,0.11992521367521367,0.11992521367521367,0.11992521367521367,0.11992521367521367,0.04487179487179488,0.017619923053509064,0.11939102564102563,0.11939102564102563,0.14182692307692307,0.14182692307692307,0.11939102564102563,0.11939102564102563,0.11939102564102563,0.11939102564102563,0.07692307692307693,0.01756399067481299,0.11538461538461539,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.0,0.017698228383683574,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0814636752136752,0.06410256410256411,0.1282051282051282,0.0,0,0.017627380704001872,0.017619923053509064,0.01756399067481299,0.017698228383683574
2021-10-15,K200,2021,DEV_2020_2022,0.8076923076923077,0.4017094017094017,0.6837606837606838,0.15384615384615385,0.021781085654997118,0.10576923076923077,0.10576923076923077,0.1826923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.1826923076923077,0.10576923076923077,-0.04914529914529914,0.014431482099001493,0.1311431623931624,0.1311431623931624,0.10657051282051283,0.1311431623931624,0.1311431623931624,0.1311431623931624,0.10657051282051283,0.1311431623931624,0.09188034188034189,0.019537522464219505,0.11351495726495726,0.11351495726495726,0.1594551282051282,0.11351495726495726,0.11351495726495726,0.11351495726495726,0.1594551282051282,0.11351495726495726,0.0,0.016210859802032015,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.10523504273504274,0.058760683760683774,0.04967948717948718,0.0,0,0.021781085654997118,0.014431482099001493,0.019537522464219505,0.016210859802032015
2021-11-12,K200,2021,DEV_2020_2022,0.5427350427350427,0.5,0.5299145299145299,0.021367521367521347,0.007358705285437186,0.1330128205128205,0.12232905982905984,0.12232905982905984,0.12232905982905984,0.12232905982905984,0.12232905982905984,0.1330128205128205,0.12232905982905984,0.0,0.007041963375958238,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.01495726495726496,0.007263682712593504,0.13060897435897437,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.12313034188034189,0.13060897435897437,0.12313034188034189,0.0,0.007041963375958238,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.11004273504273508,0.03685897435897437,0.06517094017094018,0.0,0,0.007358705285437186,0.007041963375958238,0.007263682712593504,0.007041963375958238
2021-12-10,K200,2021,DEV_2020_2022,0.9102564102564102,0.5982905982905983,0.8846153846153846,0.20512820512820512,0.0032682180363596764,0.09935897435897437,0.09935897435897437,0.09935897435897437,0.20192307692307693,0.09935897435897437,0.09935897435897437,0.20192307692307693,0.09935897435897437,0.04914529914529914,0.010926242704325153,0.1188568376068376,0.1188568376068376,0.1188568376068376,0.14342948717948717,0.1188568376068376,0.1188568376068376,0.14342948717948717,0.1188568376068376,0.1923076923076923,0.003897644721397934,0.10096153846153846,0.10096153846153846,0.10096153846153846,0.1971153846153846,0.10096153846153846,0.10096153846153846,0.1971153846153846,0.10096153846153846,0.0,0.013339044996971812,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1485042735042735,0.03685897435897437,0.140491452991453,0.0,0,0.0032682180363596764,0.010926242704325153,0.003897644721397934,0.013339044996971812
2022-01-10,K200,2022,DEV_2020_2022,0.05653710247349823,0.1696113074204947,0.024734982332155476,-0.22173144876325088,0.013710079026474201,0.15271643109540636,0.15271643109540636,0.15271643109540636,0.15271643109540636,0.041850706713780925,0.041850706713780925,0.15271643109540636,0.15271643109540636,-0.16519434628975266,0.01554548859578456,0.1456492932862191,0.1456492932862191,0.1456492932862191,0.1456492932862191,0.06305212014134276,0.06305212014134276,0.1456492932862191,0.1456492932862191,-0.23763250883392226,0.013193870085105659,0.15470406360424027,0.15470406360424027,0.15470406360424027,0.15470406360424027,0.03588780918727916,0.03588780918727916,0.15470406360424027,0.15470406360424027,0.0,0.020908325931113275,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.21342982694572799,0.11160943493098974,0.21497010057080726,0.0,0,0.013710079026474201,0.01554548859578456,0.013193870085105659,0.020908325931113275
2022-02-10,K200,2022,DEV_2020_2022,0.3674911660777385,0.5265017667844523,0.38162544169611307,-0.06625441696113074,0.0041954904474413085,0.13328180212014135,0.13328180212014135,0.13328180212014135,0.13328180212014135,0.10015459363957598,0.13328180212014135,0.10015459363957598,0.13328180212014135,0.013250883392226132,0.004535817903102857,0.12334363957597173,0.12334363957597173,0.12334363957597173,0.12334363957597173,0.12996908127208479,0.12334363957597173,0.12996908127208479,0.12334363957597173,-0.05918727915194347,0.004225741776833445,0.13239840989399293,0.13239840989399293,0.13239840989399293,0.13239840989399293,0.1028047703180212,0.13239840989399293,0.1028047703180212,0.13239840989399293,0.0,0.0044790966604926,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.1497349823321555,0.12720848056537104,0.1634275618374558,0.0,0,0.0041954904474413085,0.004535817903102857,0.004225741776833445,0.0044790966604926
