date,phase,universe,pair_no,removed_code,added_code,removed_wmom,added_wmom,wmom_sacrifice,removed_r1m,added_r1m,removed_legacy_rank,added_legacy_rank,removed_fwd10,added_fwd10,pair_delta_fwd10,added_wins
2018-01-02,3,KOSPI_KOSDAQ_ALL,2,A068760,A003670,0.8623525492906516,0.5353337380200576,-0.32701881127059407,-0.040104199397320746,0.1653595322300434,13,22,0.7862434585366653,0.1765346040995992,-0.6097088544370661,0
2018-01-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,1,A215600,A003670,1.1565171291398526,0.5353337380200576,-0.621183391119795,-0.05441233569702935,0.1653595322300434,6,21,0.0038428888699397756,0.1765346040995992,0.17269171522965943,1
2018-01-02,3,KOSDAQ_PLUS_KOSPI_EX_K200,2,A068760,A112040,0.8623525492906516,0.5283142257825465,-0.33403832350810514,-0.040104199397320746,0.35358243125511496,12,22,0.7862434585366653,-0.06577022266759491,-0.8520136812042602,0
2018-01-03,4,K200,1,A008770,A086790,0.2095439686919747,0.16111242563890787,-0.04843154305306682,-0.018202916564211948,0.12584677018696672,14,21,0.09886395647118174,0.0448294905627884,-0.054034465908393337,0
2018-01-03,4,KOSDAQ,1,A215600,A218410,1.1734698399727965,0.550906112548978,-0.6225637274238185,-0.04977895614194482,0.2864456321683017,6,21,0.03780712234747785,0.2398634359641303,0.20205631361665244,1
2018-01-03,4,KOSPI_KOSDAQ_ALL,1,A215600,A028300,1.1734698399727965,0.597760355381907,-0.5757094845908896,-0.04977895614194482,0.013352031467057454,8,21,0.03780712234747785,0.28882669070857925,0.2510195683611014,1
2018-01-03,4,KOSDAQ_PLUS_KOSPI_EX_K200,1,A215600,A025320,1.1734698399727965,0.5913448566902537,-0.5821249832825428,-0.04977895614194482,0.11659840914155184,8,21,0.03780712234747785,-0.06956912542851068,-0.10737624777598853,0
2018-01-04,5,K200,1,A008770,A086790,0.17394543084420006,0.13818899734782486,-0.035756433496375195,-0.051677669310445935,0.09844346170441001,15,23,0.12700258665627362,0.05268062890485936,-0.07432195775141426,0
2018-01-04,5,K200,2,A020150,A003490,0.1537612214447736,0.1364611428208659,-0.0173000786239077,-0.006750869643306106,0.12385363776640702,19,24,0.06644457361628131,0.05012432579953496,-0.016320247816746347,0
2018-01-04,5,KOSDAQ,1,A215600,A060720,0.8798582600340017,0.5074708235613677,-0.37238743647263395,-0.1479234057730462,0.3699123998434601,8,21,0.1409965245248046,0.051312921187546046,-0.08968360333725856,0
2018-01-04,5,KOSDAQ,2,A232140,A032500,0.5180269608373336,0.49250963541452764,-0.025517325422805937,-0.049270760679571465,0.08249275141291654,20,22,-0.11299249935468458,-0.009286467373046281,0.1037060319816383,1
2018-01-04,5,KOSPI_KOSDAQ_ALL,1,A215600,A218410,0.8798582600340017,0.5794147723736323,-0.30044348766036943,-0.1479234057730462,0.33057071735167454,11,21,0.1409965245248046,0.1836422282422725,0.0426457037174679,1
2018-01-04,5,KOSDAQ_PLUS_KOSPI_EX_K200,1,A215600,A068270,0.8798582600340017,0.5721472737968049,-0.30771098623719684,-0.1479234057730462,0.2186900193625956,10,21,0.1409965245248046,0.2773009006764928,0.13630437615168822,1
2018-01-05,6,K200,1,A004170,A086790,0.16617683987204362,0.1636465920730616,-0.0025302477989820327,-0.020378214940196832,0.11506831545120592,20,21,0.11945056504252705,0.06125076055754208,-0.05819980448498496,0
2018-01-05,6,KOSPI_EX_K200,1,A008730,A042700,0.22778844877271953,0.21524561561209915,-0.012542833160620381,-0.00228121334348183,0.04399614277606303,19,21,-0.041487218858177966,-0.02949504673862713,0.011992172119550837,1
2018-01-05,6,KOSDAQ,1,A007390,A191420,1.1977519964700356,0.58164397661568,-0.6161080198543556,-0.1125245013345392,0.37049781895276485,7,21,0.2997816621226226,0.04307598604193452,-0.25670567608068806,0
2018-01-05,6,KOSPI_KOSDAQ_ALL,1,A007390,A218410,1.1977519964700356,0.6424765514333693,-0.5552754450366663,-0.1125245013345392,0.37062089594395997,9,21,0.2997816621226226,0.1286024624595281,-0.17117919966309447,0
2018-01-05,6,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007390,A000250,1.1977519964700356,0.6129587058688758,-0.5847932906011598,-0.1125245013345392,0.5495942057665417,9,21,0.2997816621226226,0.3743304212216816,0.074548759099059,1
2018-01-08,7,K200,1,A008770,A025860,0.21072504931178987,0.18970474854687988,-0.021020300764909988,-0.013894531917224657,0.19126300409199518,18,21,0.14248317966528257,0.02401358080877758,-0.11846959885650499,0
2018-01-15,2,KOSDAQ,1,A007390,A218410,1.1124258207491184,0.6537520789470741,-0.45867374180204434,-0.09869152875771413,0.3986287530237366,9,21,0.4166011578413149,0.1632804051133936,-0.2533207527279213,0
2018-01-15,2,KOSDAQ,2,A200230,A203690,0.7693356816096529,0.6338553717541257,-0.13548030985552728,-0.05291142907045785,0.1433618791011287,15,22,0.027915698708208314,0.03429533909579141,0.0063796403875830965,1
2018-01-15,2,KOSPI_KOSDAQ_ALL,1,A007390,A069620,1.1124258207491184,0.7287285387003077,-0.3836972820488107,-0.09869152875771413,0.3860992095513212,13,21,0.4166011578413149,-0.18328573807335202,-0.5998868959146669,0
2018-01-15,2,KOSPI_KOSDAQ_ALL,2,A200230,A115450,0.7693356816096529,0.7229199920116354,-0.04641568959801756,-0.05291142907045785,0.5133651730621103,19,22,0.027915698708208314,-0.04181250230716782,-0.06972820101537613,0
2018-01-15,2,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007390,A121800,1.1124258207491184,0.7213725455249191,-0.3910532752241993,-0.09869152875771413,0.10049975725017812,12,21,0.4166011578413149,-0.055308073679030456,-0.47190923152034536,0
2018-01-15,2,KOSDAQ_PLUS_KOSPI_EX_K200,2,A200230,A003670,0.7693356816096529,0.7032668395744337,-0.06606884203521923,-0.05291142907045785,0.31737314162474994,18,22,0.027915698708208314,0.0834818367924246,0.05556613808421629,1
2018-01-16,3,KOSDAQ,1,A007390,A083790,1.363135519721475,0.6759000841044797,-0.6872354356169953,-0.004234400971522613,0.4247929340946051,5,21,0.257477150158379,-0.010866381739739972,-0.268343531898119,0
2018-01-16,3,KOSDAQ,2,A200230,A121800,0.7372903025381086,0.6617168832940128,-0.07557341924409577,-0.03965218907744407,0.03975217064996832,18,22,-0.00695639205664611,0.022683004065503276,0.029639396122149386,1
2018-01-16,3,KOSPI_KOSDAQ_ALL,1,A007390,A078600,1.363135519721475,0.8095216488450222,-0.5536138708764528,-0.004234400971522613,0.27291646774839046,9,21,0.257477150158379,-0.044522104625058234,-0.30199925478343725,0
2018-01-16,3,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007390,A003670,1.363135519721475,0.7666937314089703,-0.5964417883125046,-0.004234400971522613,0.34411581639973243,8,21,0.257477150158379,0.07456166877413928,-0.18291548138423974,0
2018-01-17,4,KOSDAQ,1,A007390,A058820,1.2698952419800005,0.6394080968960327,-0.6304871450839677,-0.03918577349742216,0.19431542310829353,6,22,0.3609528323250031,0.008028002069812912,-0.35292483025519017,0
2018-01-17,4,KOSPI_KOSDAQ_ALL,1,A007390,A078600,1.2698952419800005,0.7907855334001918,-0.4791097085798087,-0.03918577349742216,0.25165876273699234,10,21,0.3609528323250031,-0.048117414513075496,-0.4090702468380786,0
2018-01-17,4,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007390,A011690,1.2698952419800005,0.7655886558579829,-0.5043065861220176,-0.03918577349742216,0.6999998887058667,9,21,0.3609528323250031,0.007803935162452147,-0.35314889716255093,0
2018-01-22,7,KOSPI_EX_K200,1,A007460,A039130,2.118655541211324,0.323925296241143,-1.7947302449701812,-0.0548323972729509,0.2195924370900183,2,21,-0.040022560225569714,-0.04151445828149536,-0.0014918980559256445,0
2018-01-22,7,KOSPI_ALL,1,A007460,A003850,2.118655541211324,0.3517039858963531,-1.766951555314971,-0.0548323972729509,0.34057967607189743,2,21,-0.040022560225569714,-0.06656473109098227,-0.02654217086541255,0
2018-01-22,7,KOSPI_KOSDAQ_ALL,1,A007460,A003670,2.118655541211324,0.7696589863297185,-1.3489965548816056,-0.0548323972729509,0.3472625230282694,4,21,-0.040022560225569714,-0.10101357910007303,-0.06099101887450331,0
2018-01-22,7,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A218410,2.118655541211324,0.7597055135033988,-1.3589500277079254,-0.0548323972729509,0.28964863861939594,4,21,-0.040022560225569714,-0.14320884700996406,-0.10318628678439434,0
2018-01-23,8,KOSPI_EX_K200,1,A007460,A016380,2.129836385172575,0.36107772783040504,-1.7687586573421696,-0.0514297939031335,0.4039249362122762,2,21,0.010865044194517504,-0.032822598011269966,-0.04368764220578747,0
2018-01-23,8,KOSPI_ALL,1,A007460,A028050,2.129836385172575,0.3926976176124498,-1.737138767560125,-0.0514297939031335,0.3331088483143308,2,21,0.010865044194517504,0.041104300514073655,0.03023925631955615,1
2018-01-23,8,KOSPI_KOSDAQ_ALL,1,A007460,A039200,2.129836385172575,0.8327570057626095,-1.2970793794099653,-0.0514297939031335,0.3734670381147357,4,21,0.010865044194517504,-0.07369578244459096,-0.08456082663910847,0
2018-01-23,8,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A081000,2.129836385172575,0.8291478448029345,-1.3006885403696402,-0.0514297939031335,0.5643387537074412,4,21,0.010865044194517504,-0.04129499473327891,-0.052160038927796415,0
2018-01-24,9,KOSPI_EX_K200,1,A007460,A024720,2.113065209312941,0.38212003960561725,-1.7309451697073237,-0.05825949938703097,0.28248591990440736,2,21,-0.04014657820087453,-0.0367821576776417,0.003364420523232825,1
2018-01-24,9,KOSPI_ALL,1,A007460,A010060,2.113065209312941,0.39336623767580997,-1.719698971637131,-0.05825949938703097,0.23132445023395837,2,21,-0.04014657820087453,-0.03502099891144672,0.005125579289427806,1
2018-01-24,9,KOSPI_KOSDAQ_ALL,1,A007460,A081000,2.113065209312941,0.9275970466718936,-1.1854681626410475,-0.05825949938703097,0.642242823642072,3,21,-0.04014657820087453,-0.1555396090968405,-0.11539303089596598,0
2018-01-24,9,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A141080,2.113065209312941,0.9069243104934919,-1.206140898819449,-0.05825949938703097,0.7238531145508893,3,21,-0.04014657820087453,-0.15016526856945034,-0.11001869036857581,0
2018-01-25,0,KOSPI_EX_K200,1,A007460,A001390,2.0292815392153694,0.37881094298803725,-1.650470596227332,-0.08914858780713639,0.14479114445009633,2,21,0.026344508710354875,-0.10201848053266949,-0.12836298924302436,0
2018-01-25,0,KOSPI_ALL,1,A007460,A004000,2.0292815392153694,0.40168138351982247,-1.6276001556955468,-0.08914858780713639,0.13467532882483874,2,21,0.026344508710354875,0.01865874943952206,-0.007685759270832815,0
2018-01-25,0,KOSPI_KOSDAQ_ALL,1,A007460,A203690,2.0292815392153694,0.9915189214415269,-1.0377626177738426,-0.08914858780713639,0.4629289340557228,4,21,0.026344508710354875,-0.19324561523144135,-0.21959012394179622,0
2018-01-25,0,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A205500,2.0292815392153694,0.9307889468850573,-1.0984925923303122,-0.08914858780713639,0.8121849938857122,4,21,0.026344508710354875,-0.11362027366647176,-0.13996478237682664,0
2018-01-26,1,KOSPI_EX_K200,1,A007460,A002390,2.120288995731067,0.4066778441155051,-1.7136111516155617,-0.07885596684935695,0.2523140130191947,2,21,-0.014960960986581173,-0.12686667071183433,-0.11190570972525316,0
2018-01-26,1,KOSPI_ALL,1,A007460,A039490,2.120288995731067,0.43516274349696327,-1.6851262522341037,-0.07885596684935695,0.3402319703989547,2,21,-0.014960960986581173,-0.08965952663909638,-0.0746985656525152,0
2018-01-26,1,KOSPI_KOSDAQ_ALL,1,A007460,A205500,2.120288995731067,0.9792413295171145,-1.1410476662139524,-0.07885596684935695,0.8604346697000107,5,21,-0.014960960986581173,-0.17095996823551274,-0.15599900724893156,0
2018-01-26,1,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A028300,2.120288995731067,0.951650494667878,-1.1686385010631888,-0.07885596684935695,0.41009114784047795,5,21,-0.014960960986581173,-0.17842905169654621,-0.16346809070996504,0
2018-02-02,6,K200,1,A069620,A005300,0.2743498681601775,0.19805937479748142,-0.07629049336269605,-0.005848247892613518,0.18460622006189026,11,21,0.07078667872982836,-0.04295003125806174,-0.1137367099878901,0
2018-02-02,6,KOSPI_EX_K200,1,A007460,A006380,2.005769333950747,0.38704588027495207,-1.6187234536757948,-0.07032147404755089,0.3413748257406744,3,21,0.015211203278262087,-0.10593576023101492,-0.121146963509277,0
2018-02-02,6,KOSPI_EX_K200,2,A005420,A024720,0.7075091266939904,0.3642555011739873,-0.34325362552000305,-0.06386311812996547,0.2543923551987675,7,22,0.007134884694248056,-0.11848985281669466,-0.12562473751094272,0
2018-02-02,6,KOSPI_ALL,1,A007460,A004170,2.005769333950747,0.43260659497134946,-1.5731627389793976,-0.07032147404755089,0.23269060086127322,3,21,0.015211203278262087,-0.11325701189855619,-0.12846821517681828,0
2018-02-02,6,KOSPI_ALL,2,A005420,A112610,0.7075091266939904,0.4320812717592597,-0.27542785493473065,-0.06386311812996547,0.3280045769292602,8,22,0.007134884694248056,0.08419395623912762,0.07705907154487956,1
2018-02-02,6,KOSPI_KOSDAQ_ALL,1,A007460,A205500,2.005769333950747,0.8374390575595965,-1.1683302763911505,-0.07032147404755089,0.726559786218024,5,21,0.015211203278262087,-0.23695311187346602,-0.2521643151517281,0
2018-02-02,6,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A084990,2.005769333950747,0.8075862629860027,-1.1981830709647443,-0.07032147404755089,0.5231817113374664,5,21,0.015211203278262087,-0.1512035046094865,-0.1664147078877486,0
2018-02-05,7,KOSPI_EX_K200,1,A007460,A009410,1.8774783489062583,0.270027947637862,-1.6074504012683963,-0.2325044946134669,0.09735509127758998,3,21,0.10993040854412395,-0.08002606208589491,-0.18995647063001886,0
2018-02-05,7,KOSPI_EX_K200,2,A005420,A030610,0.49893210391971266,0.26747434218015576,-0.2314577617395569,-0.25028919727821053,0.2460698300941284,8,22,0.1099426044929046,-0.017642104600460562,-0.12758470909336517,0
2018-02-05,7,KOSPI_EX_K200,3,A001820,A023590,0.4850593694131447,0.2664924342917289,-0.21856693512141578,-0.029268944708127746,0.1716406041622922,10,23,-0.06379699888818136,-0.03483863774631768,0.028958361141863675,1
2018-02-05,7,KOSPI_ALL,1,A007460,A003230,1.8774783489062583,0.32029658988998677,-1.5571817590162715,-0.2325044946134669,0.007598208206679291,3,21,0.10993040854412395,-0.02983969610186943,-0.13977010464599338,0
2018-02-05,7,KOSPI_ALL,2,A005420,A032350,0.49893210391971266,0.3155898599220074,-0.18334224399770527,-0.25028919727821053,0.22554491354648698,9,22,0.1099426044929046,-0.032567945612885896,-0.1425105501057905,0
2018-02-05,7,KOSPI_ALL,3,A001820,A006650,0.4850593694131447,0.3147695495601626,-0.17028981985298208,-0.029268944708127746,0.30060800357670076,11,23,-0.06379699888818136,-0.04436388934265867,0.019433109545522687,1
2018-02-05,7,KOSDAQ,1,A041190,A035900,1.6875043795529128,0.47676011420679804,-1.2107442653461147,-0.13954558810209006,0.1647945640097994,3,21,0.1661708393319572,0.07412227964569085,-0.09204855968626635,0
2018-02-05,7,KOSDAQ,2,A215600,A036420,0.8844023494314759,0.43748799299074903,-0.44691435644072686,-0.02500661922030395,0.24400171457695907,10,22,-0.026792851505726745,0.07105699213797778,0.09784984364370453,1
2018-02-05,7,KOSDAQ,3,A085660,A003670,0.6316499016091053,0.40559630879711617,-0.2260535928119891,-0.04431971930855393,0.06858207811441516,15,24,0.04647310841803276,0.0803239282891477,0.033850819871114934,1
2018-02-05,7,KOSPI_KOSDAQ_ALL,1,A007460,A030210,1.8774783489062583,0.628249217044835,-1.2492291318614233,-0.2325044946134669,0.48078785169049726,5,22,0.10993040854412395,0.043163038832000344,-0.0667673697121236,0
2018-02-05,7,KOSPI_KOSDAQ_ALL,2,A041190,A060570,1.6875043795529128,0.5918687747451767,-1.095635604807736,-0.13954558810209006,0.4975114074202379,6,23,0.1661708393319572,-0.10457911463335134,-0.27074995396530854,0
2018-02-05,7,KOSPI_KOSDAQ_ALL,3,A215600,A012510,0.8844023494314759,0.5884863537031719,-0.29591599572830396,-0.02500661922030395,0.49013968709797384,13,24,-0.026792851505726745,0.0746746959590181,0.10146754746474484,1
2018-02-05,7,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A030210,1.8774783489062583,0.628249217044835,-1.2492291318614233,-0.2325044946134669,0.48078785169049726,5,21,0.10993040854412395,0.043163038832000344,-0.0667673697121236,0
2018-02-05,7,KOSDAQ_PLUS_KOSPI_EX_K200,2,A041190,A060570,1.6875043795529128,0.5918687747451767,-1.095635604807736,-0.13954558810209006,0.4975114074202379,6,22,0.1661708393319572,-0.10457911463335134,-0.27074995396530854,0
2018-02-05,7,KOSDAQ_PLUS_KOSPI_EX_K200,3,A215600,A012510,0.8844023494314759,0.5884863537031719,-0.29591599572830396,-0.02500661922030395,0.49013968709797384,13,23,-0.026792851505726745,0.0746746959590181,0.10146754746474484,1
2018-02-05,7,KOSDAQ_PLUS_KOSPI_EX_K200,4,A085660,A141080,0.6316499016091053,0.546975144665396,-0.0846747569437093,-0.04431971930855393,0.32615347576790726,20,24,0.04647310841803276,0.17737564908589554,0.13090254066786278,1
2018-02-06,8,K200,1,A010060,A170900,0.17605931179418913,0.14457256667317558,-0.03148674512101354,-0.01855845785582701,0.09504202337378444,17,21,-7.807182220265219e-05,-6.60324602269613e-05,1.2039361975690888e-05,1
2018-02-06,8,KOSPI_EX_K200,1,A007460,A003470,2.088552180224038,0.2818532782703611,-1.8066989019536768,-0.18891074990751183,0.17924887839869674,3,21,0.025173232191445072,-0.009359333625930666,-0.03453256581737574,0
2018-02-06,8,KOSPI_EX_K200,2,A005420,A042660,0.6498612699302632,0.28175513021066584,-0.3681061397195973,-0.18731348984958013,0.32953857015583243,6,22,0.03314768259533274,0.033983913571109525,0.0008362309757767861,1
2018-02-06,8,KOSPI_ALL,1,A007460,A006650,2.088552180224038,0.32715057159493094,-1.7614016086291069,-0.18891074990751183,0.3082815907978032,3,21,0.025173232191445072,-0.05291416769628843,-0.0780873998877335,0
2018-02-06,8,KOSPI_ALL,2,A005420,A003230,0.6498612699302632,0.3132140666449895,-0.33664720328527364,-0.18731348984958013,0.007598208206679291,7,22,0.03314768259533274,-0.010727538115076207,-0.043875220710408946,0
2018-02-06,8,KOSDAQ,1,A041190,A035900,1.4414537432932968,0.49031567094290907,-0.9511380723503877,-0.23058166488088896,0.16106722140496813,3,22,0.24702813304542337,0.0743377937467431,-0.17269033929868027,0
2018-02-06,8,KOSDAQ,2,A215600,A003670,0.7999581355496153,0.4774147589388136,-0.3225433766108017,-0.06303136107071203,0.10779904038121417,11,23,0.011588575058199435,0.04645634107066887,0.03486776601246944,1
2018-02-06,8,KOSDAQ,3,A085660,A036420,0.6584816508136879,0.44845202071133106,-0.21002963010235687,-0.025683953835070696,0.26427894252456346,13,24,0.0072624436396426795,0.06115053171674689,0.05388808807710421,1
2018-02-06,8,KOSPI_KOSDAQ_ALL,1,A007460,A084990,2.088552180224038,0.6218885899445032,-1.4666635902795346,-0.18891074990751183,0.3559993516331357,3,21,0.025173232191445072,-0.05149181159733063,-0.0766650437887757,0
2018-02-06,8,KOSPI_KOSDAQ_ALL,2,A041190,A214150,1.4414537432932968,0.6145047895317524,-0.8269489537615444,-0.23058166488088896,0.5398141622436492,6,22,0.24702813304542337,-0.0035865702546213907,-0.25061470330004476,0
2018-02-06,8,KOSPI_KOSDAQ_ALL,3,A215600,A012510,0.7999581355496153,0.5693776594828728,-0.23058047606674248,-0.06303136107071203,0.4734501226024765,17,23,0.011588575058199435,0.11575752717589838,0.10416895211769894,1
2018-02-06,8,KOSPI_KOSDAQ_ALL,4,A085660,A001820,0.6584816508136879,0.569124033111402,-0.0893576177022859,-0.025683953835070696,0.012860783091539457,19,24,0.0072624436396426795,-0.11197995955494844,-0.11924240319459112,0
2018-02-06,8,KOSPI_KOSDAQ_ALL,5,A005420,A081000,0.6498612699302632,0.5674995170224115,-0.08236175290785164,-0.18731348984958013,0.2767045376881732,20,25,0.03314768259533274,-0.010825240527974178,-0.04397292312330692,0
2018-02-06,8,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A214150,2.088552180224038,0.6145047895317524,-1.4740473906922855,-0.18891074990751183,0.5398141622436492,3,21,0.025173232191445072,-0.0035865702546213907,-0.028759802446066463,0
2018-02-06,8,KOSDAQ_PLUS_KOSPI_EX_K200,2,A041190,A012510,1.4414537432932968,0.5693776594828728,-0.872076083810424,-0.23058166488088896,0.4734501226024765,6,22,0.24702813304542337,0.11575752717589838,-0.131270605869525,0
2018-02-06,8,KOSDAQ_PLUS_KOSPI_EX_K200,3,A215600,A001820,0.7999581355496153,0.569124033111402,-0.23083410243821323,-0.06303136107071203,0.012860783091539457,16,23,0.011588575058199435,-0.11197995955494844,-0.12356853461314787,0
2018-02-06,8,KOSDAQ_PLUS_KOSPI_EX_K200,4,A085660,A081000,0.6584816508136879,0.5674995170224115,-0.0909821337912764,-0.025683953835070696,0.2767045376881732,18,24,0.0072624436396426795,-0.010825240527974178,-0.018087684167616858,0
2018-02-06,8,KOSDAQ_PLUS_KOSPI_EX_K200,5,A005420,A086890,0.6498612699302632,0.5657792851586247,-0.08408198477163842,-0.18731348984958013,0.25939469524740244,19,25,0.03314768259533274,0.011360352593747569,-0.02178733000158517,0
2018-02-07,9,K200,1,A069620,A009290,0.18764414760119563,0.10450422073173,-0.08313992686946563,-0.030122576591090473,0.07342928678754398,6,21,0.143190105198979,0.04923736369440612,-0.09395274150457289,0
2018-02-07,9,K200,2,A010060,A003240,0.11969371712941179,0.09931713651940549,-0.0203765806100063,-0.06193817401859951,0.06340396028191378,19,22,0.059343946927011615,-0.019531436806441427,-0.07887538373345304,0
2018-02-07,9,KOSPI_EX_K200,1,A007460,A032350,1.9121681074156525,0.22405312936656818,-1.6881149780490843,-0.23538616393781134,0.15467743576808557,3,21,0.09509859426836242,0.022921798739856225,-0.0721767955285062,0
2018-02-07,9,KOSPI_EX_K200,2,A005420,A030610,0.5491453514941484,0.21008322042246236,-0.3390621310716861,-0.23526199394845482,0.19671828746017953,7,23,0.07442967288819635,0.02278390411783837,-0.05164576877035798,0
2018-02-07,9,KOSPI_EX_K200,3,A001820,A023590,0.4432253238160332,0.2039459662268099,-0.23927935758922328,-0.06198962877892524,0.11743589354976419,10,24,-0.03862553444529904,-0.00017414951754235464,0.03845138492775668,1
2018-02-07,9,KOSPI_ALL,1,A007460,A249420,1.9121681074156525,0.2521899567527784,-1.6599781506628741,-0.23538616393781134,0.1563933434950937,3,21,0.09509859426836242,-0.04321550374419991,-0.13831409801256234,0
2018-02-07,9,KOSPI_ALL,2,A005420,A003470,0.5491453514941484,0.2509820818066616,-0.29816326968748685,-0.23526199394845482,0.15212615419552677,8,22,0.07442967288819635,0.011832467732532104,-0.06259720515566425,0
2018-02-07,9,KOSPI_ALL,3,A001820,A031430,0.4432253238160332,0.23223031764107233,-0.21099500617496086,-0.06198962877892524,0.16573144038901164,11,23,-0.03862553444529904,-0.003489587608952238,0.0351359468363468,1
2018-02-07,9,KOSDAQ,1,A041190,A003670,1.5749954109561677,0.4319774821321138,-1.1430179288240538,-0.18972555128606433,0.06858295435171914,2,21,0.13571805374975376,0.10438788638807872,-0.03133016736167504,0
2018-02-07,9,KOSDAQ,2,A215600,A035900,0.6672577401690675,0.42837606233996395,-0.23888167782910352,-0.12505868496783096,0.12356475015358762,10,22,0.129018647382368,0.13018071099946726,0.0011620636170992515,1
2018-02-07,9,KOSDAQ,3,A085660,A023160,0.539739483744559,0.4031221675644966,-0.13661731618006245,-0.09164515016043642,0.2743758782907808,14,24,0.07413957038134988,0.0066001152944303865,-0.0675394550869195,0
2018-02-07,9,KOSDAQ,4,A010170,A044340,0.44391079712374165,0.3833090377451454,-0.06060175937859624,-0.10683577872981895,0.1401077320170035,19,25,0.05743155396613697,0.00017757587361955096,-0.05725397809251742,0
2018-02-07,9,KOSPI_KOSDAQ_ALL,1,A007460,A140860,1.9121681074156525,0.5329866813141582,-1.3791814261014943,-0.23538616393781134,0.2761894266972924,4,23,0.09509859426836242,0.06803756073523926,-0.02706103353312317,0
2018-02-07,9,KOSPI_KOSDAQ_ALL,2,A041190,A011690,1.5749954109561677,0.48886605530457566,-1.086129355651592,-0.18972555128606433,0.26947977050898486,5,24,0.13571805374975376,0.05482161797527252,-0.08089643577448125,0
2018-02-07,9,KOSPI_KOSDAQ_ALL,3,A215600,A086890,0.6672577401690675,0.4885544890192037,-0.1787032511498638,-0.12505868496783096,0.18861671337449842,15,25,0.129018647382368,0.06761847773802798,-0.06140016964434003,0
2018-02-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,1,A007460,A140860,1.9121681074156525,0.5329866813141582,-1.3791814261014943,-0.23538616393781134,0.2761894266972924,4,22,0.09509859426836242,0.06803756073523926,-0.02706103353312317,0
2018-02-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,2,A041190,A011690,1.5749954109561677,0.48886605530457566,-1.086129355651592,-0.18972555128606433,0.26947977050898486,5,23,0.13571805374975376,0.05482161797527252,-0.08089643577448125,0
2018-02-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,3,A215600,A086890,0.6672577401690675,0.4885544890192037,-0.1787032511498638,-0.12505868496783096,0.18861671337449842,14,24,0.129018647382368,0.06761847773802798,-0.06140016964434003,0
2018-02-07,9,KOSDAQ_PLUS_KOSPI_EX_K200,4,A005420,A060570,0.5491453514941484,0.4761734971748439,-0.07297185431930453,-0.23526199394845482,0.3880069040603901,20,25,0.07442967288819635,0.1589419548698363,0.08451228198163996,1
2018-02-08,0,K200,1,A004000,A008770,0.27854854616107505,0.11083494774221664,-0.1677135984188584,-0.005402968204321771,0.005692503728885988,3,21,0.02652685809437494,-0.018744059195210938,-0.04527091728958588,0
2018-02-08,0,K200,2,A010060,A036580,0.1182314257104018,0.09824895361146391,-0.019982472098937887,-0.083644193902473,0.09998706603520044,16,22,0.08140489963147246,-0.03551754583974487,-0.11692244547121733,0
2018-02-08,0,KOSPI_EX_K200,1,A007460,A042660,2.000475936763317,0.25000323710435246,-1.7504726996589643,-0.20229634898061585,0.3493079658825693,3,21,0.029447740618547602,0.16308007447579476,0.13363233385724715,1
2018-02-08,0,KOSPI_EX_K200,2,A005420,A031430,0.5739337898342406,0.23642538447501807,-0.33750840535922255,-0.2247737272645708,0.16736575244243102,7,22,0.02862470922019633,9.78498756556423e-05,-0.02852685934454069,0
2018-02-08,0,KOSPI_EX_K200,3,A003230,A079980,0.2696353290663356,0.23072196709876858,-0.038913361967567006,-0.007734591465809026,0.08174150753833008,20,23,0.07892933833162807,-0.004432423306674926,-0.083361761638303,0
2018-02-08,0,KOSPI_ALL,1,A007460,A003470,2.000475936763317,0.27366648390696824,-1.7268094528563487,-0.20229634898061585,0.16199180138204358,3,22,0.029447740618547602,-0.030331332767300823,-0.059779073385848425,0
2018-02-08,0,KOSPI_ALL,2,A005420,A042660,0.5739337898342406,0.25000323710435246,-0.32393055272988813,-0.2247737272645708,0.3493079658825693,8,24,0.02862470922019633,0.16308007447579476,0.13445536525559842,1
2018-02-08,0,KOSDAQ,1,A041190,A141080,1.8148972915794004,0.5505940667895574,-1.2643032247898431,-0.13162887331327514,0.33031214748939175,2,21,0.01448436395879349,0.21698385867342096,0.20249949471462747,1
2018-02-08,0,KOSDAQ,2,A085660,A086890,0.6960727809705783,0.5424930356283187,-0.1535797453422596,-0.027461261039875073,0.2205592347849806,13,22,-0.011409661811184635,-0.030585451250378592,-0.019175789439193958,0
