date,phase,universe,pair_no,removed_code,added_code,removed_wmom,added_wmom,wmom_sacrifice,removed_r1m,added_r1m,removed_legacy_rank,added_legacy_rank,removed_fwd10,added_fwd10,pair_delta_fwd10,added_wins
2017-01-16,0,KOSDAQ,2,A089140,A084990,0.12493390036797515,0.07825917103126498,-0.04667472933671017,-0.16600197325487653,0.10370707458646088,10,23,0.25549583788891694,-0.06547504531434656,-0.3209708832032635,0
2017-01-16,0,KOSDAQ,3,A095610,A016250,0.11488860129997562,0.06737510244152213,-0.04751349885845349,-0.05746846057086105,0.017081025308835363,12,25,0.02312579646866708,0.021201662301083335,-0.0019241341675837464,0
2017-01-16,0,KOSPI_KOSDAQ_ALL,1,A065060,A034020,0.4732089110755259,0.1969881797460835,-0.27622073132944236,-0.09495467564016631,0.12073226481871388,7,21,-0.33373296516588224,-0.023826839682320022,0.3099061254835622,1
2017-01-16,0,KOSDAQ_PLUS_KOSPI_EX_K200,1,A065060,A056190,0.4732089110755259,0.11031219793042715,-0.36289671314509875,-0.09495467564016631,0.04797931110460299,7,21,-0.33373296516588224,0.04716777903410163,0.3809007441999839,1
2017-01-16,0,KOSDAQ_PLUS_KOSPI_EX_K200,2,A089140,A025000,0.12493390036797515,0.10948539079323778,-0.015448509574737368,-0.16600197325487653,0.09926532133840915,17,22,0.25549583788891694,0.01422917173159921,-0.24126666615731773,0
2017-01-16,0,KOSDAQ_PLUS_KOSPI_EX_K200,3,A161000,A028300,0.12444628968573795,0.10725191516515632,-0.017194374520581632,-0.05555113331477468,0.2775459014762264,18,23,-0.08273053951545462,-0.10718674544051765,-0.024456205925063035,0
2017-01-16,0,KOSDAQ_PLUS_KOSPI_EX_K200,4,A095610,A043370,0.11488860129997562,0.10634488977409777,-0.00854371152587785,-0.05746846057086105,0.08224046655361075,20,24,0.02312579646866708,0.018907771236919446,-0.004218025231747635,0
2017-01-17,1,KOSPI_EX_K200,1,A161000,A001510,0.10842650047542655,0.0846971401130389,-0.023729360362387653,-0.06669562994166033,0.10078938395243804,13,21,-0.07576887087182571,-0.03061292143176475,0.04515594944006096,1
2017-01-17,1,KOSDAQ,1,A065060,A108320,0.3719661751794643,0.08049307156471215,-0.29147310361475215,-0.1452751956745731,0.10906031306252499,4,21,-0.5048854245588903,0.04166231390125197,0.5465477384601423,1
2017-01-17,1,KOSDAQ,2,A089140,A036540,0.13640078276528267,0.07707668537794063,-0.05932409738734204,-0.16241578173987256,0.05295937363977365,9,22,0.2716223900235055,-0.013157911280985757,-0.2847803013044913,0
2017-01-17,1,KOSDAQ,3,A095610,A136480,0.10195017485562194,0.07694815305154112,-0.025002021804080815,-0.07132367420046935,0.06186530924772963,15,23,-3.0303461558522926e-05,-0.004204127580818451,-0.004173824119259928,0
2017-01-17,1,KOSPI_KOSDAQ_ALL,1,A065060,A034020,0.3719661751794643,0.1964899924368174,-0.1754761827426469,-0.1452751956745731,0.12073226481871388,9,21,-0.5048854245588903,-0.03407665786565561,0.4708087666932347,1
2017-01-17,1,KOSDAQ_PLUS_KOSPI_EX_K200,1,A065060,A064760,0.3719661751794643,0.12022130147143428,-0.25174487370803,-0.1452751956745731,0.11618682464510506,9,21,-0.5048854245588903,-0.03046279758156456,0.47442262697732573,1
2017-01-17,1,KOSDAQ_PLUS_KOSPI_EX_K200,2,A089140,A200880,0.13640078276528267,0.11311307647183103,-0.023287706293451643,-0.16241578173987256,0.08104419174626219,16,22,0.2716223900235055,-0.09342634375922432,-0.36504873378272984,0
2017-01-18,2,KOSPI_EX_K200,1,A161000,A003530,0.11420515235280244,0.0966615864289508,-0.017543565923851645,-0.07042884742189372,0.14518996972816253,12,21,-0.08003740821518879,-0.03546419120331856,0.044573217011870225,1
2017-01-18,2,KOSPI_EX_K200,2,A018670,A006040,0.10863439777009738,0.09224651957216817,-0.01638787819792921,-0.026047646161715354,0.027582743126124354,16,22,-0.07415886983810605,-0.014257038082947426,0.05990183175515862,1
2017-01-18,2,KOSDAQ,1,A065060,A108320,0.3981299543934436,0.10374145195008984,-0.2943885024433538,-0.12253951587951681,0.12935611679156922,6,21,-0.6618694439491895,0.00984880318503012,0.6717182471342196,1
2017-01-18,2,KOSDAQ,2,A222800,A014620,0.2284397800765657,0.09683625325291069,-0.131603526823655,-3.791227504099669e-05,0.07633745299970977,8,22,-0.06057629971424039,-0.02405882556853478,0.03651747414570561,1
2017-01-18,2,KOSDAQ,3,A089140,A031980,0.15669031272943396,0.08863169005525784,-0.06805862267417612,-0.13712073834841665,0.048789340304740324,11,24,0.23434516601000377,-0.02487299211260774,-0.2592181581226115,0
2017-01-18,2,KOSDAQ,4,A095610,A178920,0.12950220383463718,0.0874944941645358,-0.04200770967010138,-0.04160603177488437,0.01458741659487335,14,25,-0.01659956878210811,0.11518931914732033,0.13178888792942844,1
2017-01-18,2,KOSDAQ,5,A054620,A074430,0.1125768163172482,0.08647829545512876,-0.02609852086211943,-0.030015824537355386,0.020645087244163682,19,26,-0.03987622052420392,-0.07168905980269213,-0.031812839278488214,0
2017-01-18,2,KOSPI_KOSDAQ_ALL,1,A065060,A043370,0.3981299543934436,0.20482319821451916,-0.19330675617892445,-0.12253951587951681,0.1686814368358927,11,21,-0.6618694439491895,-0.0951556539242302,0.5667137900249593,1
2017-01-18,2,KOSPI_KOSDAQ_ALL,2,A222800,A010690,0.2284397800765657,0.19477572692126593,-0.03366405315529977,-3.791227504099669e-05,0.2246745819482548,18,22,-0.06057629971424039,-0.14459006084573078,-0.0840137611314904,0
2017-01-18,2,KOSDAQ_PLUS_KOSPI_EX_K200,1,A065060,A025000,0.3981299543934436,0.13891477220669518,-0.25921518218674844,-0.12253951587951681,0.12190968129593255,11,21,-0.6618694439491895,-0.004681202305269472,0.65718824164392,1
2017-01-18,2,KOSDAQ_PLUS_KOSPI_EX_K200,2,A222800,A078070,0.2284397800765657,0.1336568583560507,-0.094782921720515,-3.791227504099669e-05,0.12783789497030448,15,22,-0.06057629971424039,0.0042150104843894365,0.06479131019862983,1
2017-01-18,2,KOSDAQ_PLUS_KOSPI_EX_K200,3,A089140,A000250,0.15669031272943396,0.12970035087557363,-0.026989961853860323,-0.13712073834841665,0.029595753976744316,20,23,0.23434516601000377,0.04073329145005755,-0.19361187455994622,0
2017-01-19,3,KOSPI_EX_K200,1,A161000,A003530,0.10075838588333447,0.07217001110158862,-0.02858837478174585,-0.08222876332203896,0.12165709645287445,15,21,-0.06942967628950691,0.010536595502162571,0.07996627179166949,1
2017-01-19,3,KOSPI_EX_K200,2,A085620,A042700,0.09234321576001246,0.0717859853250327,-0.020557230434979756,-0.0017283229236817203,0.05975040894399693,16,22,0.08436799378116677,-3.5201709964960415e-05,-0.08440319549113173,0
2017-01-19,3,KOSPI_EX_K200,3,A018670,A004060,0.08248795561228513,0.07157338001753216,-0.010914575594752965,-0.04309181235388533,0.08778637164903488,20,23,-0.07104917443908887,0.04033042829295819,0.11137960273204706,1
2017-01-19,3,KOSDAQ,1,A089140,A036540,0.27328383017163077,0.1157057166610878,-0.15757811351054296,-0.049505846417809696,0.08228702442555297,7,21,0.11029438980319206,-0.06356928724943567,-0.17386367705262773,0
2017-01-19,3,KOSDAQ,2,A109610,A000250,0.25311792092862434,0.114412770295854,-0.13870515063277034,-0.017006409404791034,0.012484761507271422,8,22,-0.4073883553929457,0.04073329145005755,0.44812164684300326,1
2017-01-19,3,KOSDAQ,3,A065060,A086900,0.2280315485080654,0.1107632130944753,-0.1172683354135901,-0.2627729265837037,0.184306498440356,10,23,-0.627253815817546,0.04596412604531386,0.6732179418628599,1
2017-01-19,3,KOSDAQ,4,A222800,A005990,0.17495794427989947,0.10685022084273216,-0.06810772343716731,-0.047857460783970907,0.04461745263869831,12,24,-0.0670100409427199,0.01864994346148574,0.08565998440420564,1
2017-01-19,3,KOSDAQ,5,A095610,A108320,0.1377601797148495,0.10387609124468132,-0.033884088470168175,-0.03959340444161159,0.11695788427610443,16,25,-0.055755019541108286,-0.0262027990886754,0.029552220452432887,1
2017-01-19,3,KOSPI_KOSDAQ_ALL,1,A089140,A010690,0.27328383017163077,0.22907711554491678,-0.044206714626713994,-0.049505846417809696,0.2565979632611169,16,21,0.11029438980319206,-0.16606970228010975,-0.2763640920833018,0
2017-01-19,3,KOSPI_KOSDAQ_ALL,2,A109610,A001250,0.25311792092862434,0.22005813417036632,-0.03305978675825802,-0.017006409404791034,0.18101571606851904,17,23,-0.4073883553929457,-0.06647600168593615,0.34091235370700956,1
2017-01-19,3,KOSDAQ_PLUS_KOSPI_EX_K200,1,A089140,A043370,0.27328383017163077,0.17232550935123245,-0.10095832082039832,-0.049505846417809696,0.13416244546832065,13,22,0.11029438980319206,-0.07894508746358964,-0.1892394772667817,0
2017-01-19,3,KOSDAQ_PLUS_KOSPI_EX_K200,2,A109610,A107590,0.25311792092862434,0.15601773250472686,-0.09710018842389748,-0.017006409404791034,0.10357595369511148,14,23,-0.4073883553929457,0.0681561708109435,0.4755445262038892,1
2017-01-19,3,KOSDAQ_PLUS_KOSPI_EX_K200,3,A065060,A064760,0.2280315485080654,0.1519225812219163,-0.0761089672861491,-0.2627729265837037,0.15673552837626128,17,24,-0.627253815817546,-0.06587435717366508,0.561379458643881,1
2017-01-20,4,KOSPI_EX_K200,1,A161000,A003530,0.12262872118436009,0.06944327961611044,-0.053185441568249656,-0.06857395841477486,0.11897156469760024,12,21,-0.07793272875036183,0.006292341801053425,0.08422507055141526,1
2017-01-20,4,KOSPI_EX_K200,2,A018670,A005880,0.08962278736985124,0.05975927382944928,-0.02986351354040196,-0.047094017480467355,0.115442889230887,14,23,-0.09771006313268693,-0.013639313900361882,0.08407074923232505,1
2017-01-20,4,KOSDAQ,1,A109610,A036540,0.22691782927082843,0.12385925426761026,-0.10305857500321818,-0.0818986394682827,0.09323912950980263,10,21,-0.4360086296583501,-0.07463909531440938,0.3613695343439407,1
2017-01-20,4,KOSDAQ,2,A065060,A066970,0.21209221973775166,0.11416407860770797,-0.0979281411300437,-0.26459305308941206,0.11909950693631909,12,22,-0.6413994893020404,0.0566356444394569,0.6980351337414973,1
2017-01-20,4,KOSDAQ,3,A222800,A178920,0.2070775049369346,0.11058123232094066,-0.09649627261599394,-0.0164832773308242,0.03660571493036206,13,23,-0.06281158612696214,0.053070496590788885,0.11588208271775102,1
2017-01-20,4,KOSDAQ,4,A095610,A014620,0.1484695334104038,0.10479171689238533,-0.043677816518018484,-0.030206412670729328,0.09544226847847002,18,25,-0.07079743806424832,-0.039629350814195496,0.031168087250052823,1
2017-01-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,1,A109610,A200880,0.22691782927082843,0.20752561568487843,-0.019392213585950002,-0.0818986394682827,0.17096269613589254,18,21,-0.4360086296583501,-0.10703747208041647,0.3289711575779336,1
2017-01-20,4,KOSDAQ_PLUS_KOSPI_EX_K200,2,A065060,A107590,0.21209221973775166,0.1761096459807433,-0.03598257375700836,-0.26459305308941206,0.12504673585873613,20,23,-0.6413994893020404,0.09498418103402062,0.736383670336061,1
2017-01-23,5,KOSPI_EX_K200,1,A161000,A039490,0.09413261586173076,0.05452727891000923,-0.039605336951721526,-0.054355268077985866,0.04280558386442602,12,21,-0.049416138776982255,-0.020613822958615358,0.028802315818366897,1
2017-01-23,5,KOSPI_EX_K200,2,A033240,A001510,0.05944934556945361,0.05289000696757036,-0.0065593386018832495,-8.580261136357283e-06,0.08885461202642837,19,22,0.1349161363369007,0.06364509721089795,-0.07127103912600274,0
2017-01-23,5,KOSDAQ,1,A065060,A000250,0.20562403418598538,0.11548562263438168,-0.0901384115516037,-0.22026454755927774,0.03024774747835858,12,23,-0.6072777171889492,0.1252073336227144,0.7324850508116636,1
2017-01-23,5,KOSDAQ,2,A222800,A086900,0.19039038919980178,0.11300479227838416,-0.07738559692141762,-0.020798049290423944,0.177395293816844,13,24,-0.038133746588073336,0.04023976881866842,0.07837351540674176,1
2017-01-23,5,KOSDAQ,3,A095610,A034230,0.13749509944895194,0.11178805568186863,-0.025707043767083312,-0.046728108690416326,0.16372531938360713,18,25,-0.028852358883628026,-0.05982780901525264,-0.030975450131624616,0
2017-01-23,5,KOSDAQ_PLUS_KOSPI_EX_K200,1,A065060,A064760,0.20562403418598538,0.186116320963888,-0.019507713222097378,-0.22026454755927774,0.17129163017805654,18,22,-0.6072777171889492,-0.10495635027965522,0.502321366909294,1
2017-01-24,6,KOSPI_EX_K200,1,A006040,A001130,0.07613794283875937,0.06073477234610094,-0.015403170492658429,-0.0016935954312831576,0.04100014403588388,15,21,0.0016684458718148054,-0.03659234683263923,-0.03826079270445404,0
2017-01-24,6,KOSPI_EX_K200,2,A018670,A005880,0.07258362924647815,0.060421712975437754,-0.0121619162710404,-0.077756469848523,0.11830787591340859,18,22,-0.044194194655111096,0.052871558495298565,0.09706575315040966,1
2017-01-24,6,KOSDAQ,1,A065060,A023160,0.2872774787015925,0.1565219651068276,-0.1307555135947649,-0.17394826168429886,0.1556840887612626,9,21,-0.6386391530260407,-0.012651513380417145,0.6259876396456235,1
2017-01-24,6,KOSDAQ,2,A222800,A178920,0.20954749903096684,0.1440092359544914,-0.06553826307647545,-0.004249536323432157,0.024144564818215957,14,23,-0.03747162998133846,0.0033645336536209935,0.040836163634959455,1
2017-01-24,6,KOSPI_KOSDAQ_ALL,1,A065060,A193250,0.2872774787015925,0.2303496796210574,-0.05692779908053508,-0.17394826168429886,0.07410890112238092,17,21,-0.6386391530260407,-0.09818615576222212,0.5404529972638186,1
2017-01-24,6,KOSDAQ_PLUS_KOSPI_EX_K200,1,A065060,A056190,0.2872774787015925,0.204586590595788,-0.0826908881058045,-0.17394826168429886,0.13177065010197597,13,21,-0.6386391530260407,-0.04472318138931308,0.5939159716367276,1
2017-01-24,6,KOSDAQ_PLUS_KOSPI_EX_K200,2,A222800,A200880,0.20954749903096684,0.19982008393688,-0.009727415094086839,-0.004249536323432157,0.15595196944318895,20,22,-0.03747162998133846,-0.13756115593457396,-0.1000895259532355,0
2017-01-26,8,KOSPI_EX_K200,1,A161000,A006060,0.0655358920503191,0.06530823209514704,-0.00022765995517205762,-0.035895909630052895,0.034904056516947835,20,21,-0.04568722634485611,0.03865165490271405,0.08433888124757016,1
2017-01-26,8,KOSDAQ,1,A065060,A066970,0.17902912266615176,0.17077324569357855,-0.008255876972573212,-0.23325612951787444,0.17868759859092795,19,21,-0.5557992209596339,0.023022967549162443,0.5788221885087963,1
2017-01-31,9,KOSPI_EX_K200,1,A003230,A042700,0.08652846994658561,0.07418579297725203,-0.012342676969333582,-0.028250050169964215,0.025878192444068523,15,21,0.40361666416078057,-0.022146473935659716,-0.4257631380964403,0
2017-01-31,9,KOSDAQ,1,A051370,A043370,0.2794595384947933,0.1480831538299137,-0.13137638466487964,-0.019275340606997093,0.1294450712175063,8,21,-0.06914848932444706,0.059299550058769857,0.12844803938321692,1
2017-01-31,9,KOSPI_KOSDAQ_ALL,1,A051370,A033240,0.2794595384947933,0.23263220109074018,-0.04682733740405315,-0.019275340606997093,0.12881224861953675,14,21,-0.06914848932444706,-0.0649231980633388,0.004225291261108266,1
2017-01-31,9,KOSDAQ_PLUS_KOSPI_EX_K200,1,A051370,A178920,0.2794595384947933,0.19226765632243387,-0.08719188217235946,-0.019275340606997093,0.0999934123985538,11,21,-0.06914848932444706,-0.05849670658601791,0.01065178273842915,1
2017-02-01,0,KOSDAQ,1,A051370,A056190,0.259750320009717,0.16132393766404052,-0.09842638234567647,-0.019275340606997093,0.10412062924777737,8,21,-0.01180803626683291,-0.0813857808687175,-0.0695777446018846,0
2017-02-01,0,KOSPI_KOSDAQ_ALL,1,A051370,A222800,0.259750320009717,0.22732598789831396,-0.032424332111403026,-0.019275340606997093,0.02057538253196846,17,21,-0.01180803626683291,-0.10159204036096992,-0.089784004094137,0
2017-02-01,0,KOSDAQ_PLUS_KOSPI_EX_K200,1,A051370,A014620,0.259750320009717,0.196207645242173,-0.063542674767544,-0.019275340606997093,0.20755344084023888,12,21,-0.01180803626683291,-0.04202497718905451,-0.030216940922221602,0
2017-02-02,1,KOSDAQ,1,A051370,A036930,0.20133304714037822,0.14050382857720028,-0.06082921856317794,-0.0726936173295697,0.08622474907006296,9,21,0.05172965925809092,-0.030990587984764062,-0.08272024724285498,0
2017-02-02,1,KOSDAQ,2,A225530,A078070,0.190002160596484,0.1350928788659867,-0.054909281730497306,-0.1740280283000432,0.13196634551774622,12,22,0.29119869037172563,-0.029220399730229163,-0.3204190901019548,0
2017-02-02,1,KOSDAQ,3,A222800,A178920,0.16308995886658945,0.1290275923909172,-0.034062366475672234,-0.012993398151230282,0.01687240552395549,17,23,-0.06517528991143062,0.0031390869735796745,0.0683143768850103,1
2017-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,1,A051370,A033240,0.20133304714037822,0.18809703435485853,-0.013236012785519696,-0.0726936173295697,0.0956908741556804,16,21,0.05172965925809092,-0.010569022780323123,-0.062298682038414044,0
2017-02-02,1,KOSDAQ_PLUS_KOSPI_EX_K200,2,A225530,A066970,0.190002160596484,0.18490308900447108,-0.0050990715920129215,-0.1740280283000432,0.14677865749736743,19,22,0.29119869037172563,-0.08132597146937093,-0.37252466184109656,0
2017-02-03,2,K200,1,A005850,A001120,0.1813558892089175,0.13393002127011436,-0.04742586793880313,-0.036559692164248994,0.12326889265074474,11,21,0.1339696196389546,0.011876551066010599,-0.122093068572944,0
2017-02-03,2,KOSDAQ,1,A051370,A056190,0.2513123116198891,0.12633430392186104,-0.12497800769802805,-0.03564370477995204,0.055697361722377804,7,21,0.14020467200677622,-0.04680122453908919,-0.1870058965458654,0
2017-02-03,2,KOSDAQ,2,A222800,A066970,0.14902822348375044,0.11041447761189327,-0.038613745871857175,-0.02928379837591869,0.07462888999682134,17,22,-0.051425153504402354,-0.04439294976540542,0.007032203738996934,1
2017-02-03,2,KOSPI_KOSDAQ_ALL,1,A051370,A001230,0.2513123116198891,0.2312560201557463,-0.020056291464142784,-0.03564370477995204,0.0001940640940027447,17,21,0.14020467200677622,0.054974716664406564,-0.08522995534236966,0
2017-02-03,2,KOSDAQ_PLUS_KOSPI_EX_K200,1,A051370,A053800,0.2513123116198891,0.18622847824357566,-0.06508383337631343,-0.03564370477995204,0.21002201460173373,13,21,0.14020467200677622,-0.036250082167858966,-0.1764547541746352,0
2017-02-06,3,KOSPI_EX_K200,1,A012690,A039490,0.2014808500960899,0.07735605751909366,-0.12412479257699624,-0.044586067987584736,0.05510338203576213,8,22,-0.0791946418891506,-0.01064907913447688,0.06854556275467372,1
2017-02-06,3,KOSPI_ALL,1,A012690,A005930,0.2014808500960899,0.1885727873799382,-0.012908062716151691,-0.044586067987584736,0.09268828760674552,18,21,-0.0791946418891506,-0.022647720152843775,0.05654692173630682,1
2017-02-06,3,KOSDAQ,1,A225530,A036930,0.3876581482946248,0.13590727726940455,-0.25175087102522026,-0.07522678744944708,0.10351720906220475,4,21,-0.051689153641328645,-0.013527561734503757,0.03816159190682489,1
2017-02-06,3,KOSDAQ,2,A007820,A036420,0.2712414254263586,0.11903679003546941,-0.1522046353908892,-0.06316321853287706,0.1092251166277689,6,22,-0.0038528485789248723,-0.07528299047896259,-0.07143014190003771,0
2017-02-06,3,KOSDAQ,3,A051370,A066970,0.2410685732667292,0.11778394779033946,-0.12328462547638974,-0.03052797918675915,0.08947179354048986,8,23,0.17298861888428618,-0.04123944649963118,-0.21422806538391737,0
2017-02-06,3,KOSPI_KOSDAQ_ALL,1,A225530,A139480,0.3876581482946248,0.22461743609865317,-0.16304071219597163,-0.07522678744944708,0.14018404143279095,4,21,-0.051689153641328645,-0.021268493759722285,0.03042065988160636,1
2017-02-06,3,KOSPI_KOSDAQ_ALL,2,A007820,A011070,0.2712414254263586,0.210373129098904,-0.06086829632745461,-0.06316321853287706,0.14528420870227216,11,22,-0.0038528485789248723,0.10074293515538502,0.10459578373430989,1
2017-02-06,3,KOSPI_KOSDAQ_ALL,3,A051370,A038540,0.2410685732667292,0.2063921534143252,-0.034676419852403995,-0.03052797918675915,0.06108968935246033,19,23,0.17298861888428618,0.043209717709279616,-0.12977890117500657,0
2017-02-06,3,KOSDAQ_PLUS_KOSPI_EX_K200,1,A225530,A064760,0.3876581482946248,0.1820819011141996,-0.2055762471804252,-0.07522678744944708,0.18677291513407807,4,21,-0.051689153641328645,-0.026800699660387117,0.024888453980941527,1
2017-02-06,3,KOSDAQ_PLUS_KOSPI_EX_K200,2,A007820,A007160,0.2712414254263586,0.17789811232308161,-0.09334331310327698,-0.06316321853287706,0.1450423881872023,10,22,-0.0038528485789248723,-0.0026452962746275066,0.0012075523042973657,1
2017-02-06,3,KOSDAQ_PLUS_KOSPI_EX_K200,3,A051370,A086900,0.2410685732667292,0.15986306631394095,-0.08120550695278825,-0.03052797918675915,0.15202179859138376,15,23,0.17298861888428618,-0.043435294411777514,-0.2164239132960637,0
2017-02-06,3,KOSDAQ_PLUS_KOSPI_EX_K200,4,A012690,A178920,0.2014808500960899,0.15829864436394597,-0.04318220573214393,-0.044586067987584736,0.09126684169442578,17,24,-0.0791946418891506,0.0065376910551482315,0.08573233294429883,1
2017-02-07,4,K200,1,A005850,A009240,0.22324956669993887,0.14266052993693018,-0.08058903676300869,-0.004238639445194556,0.11316163056697812,6,21,0.036050649495428244,-0.02078098596739597,-0.056831635462824215,0
2017-02-07,4,KOSPI_EX_K200,1,A012690,A003540,0.11147052959661691,0.07860909522985567,-0.03286143436676124,-0.09665612728226142,0.07484149206870623,17,21,-0.011022907285491823,-0.008735838992126044,0.0022870682933657793,1
2017-02-07,4,KOSPI_ALL,1,A005850,A005930,0.22324956669993887,0.16191906706288886,-0.06133049963705001,-0.004238639445194556,0.0722550166284994,12,21,0.036050649495428244,0.0031480854601608765,-0.03290256403526737,0
2017-02-07,4,KOSDAQ,1,A225530,A108230,0.414569437501906,0.11604949352281373,-0.29851994397909226,-0.053124707669488846,0.026109474797139574,2,21,-0.07845561858884842,-0.006390071540667286,0.07206554704818113,1
2017-02-07,4,KOSDAQ,2,A051370,A100120,0.22333085424814708,0.11413833924742825,-0.10919251500071883,-0.03459976167417476,0.06310216764973434,7,22,0.17157509574443774,-0.04921507353997023,-0.22079016928440798,0
