era,universe,factor,sector,n_obs,mean_top_weight,mean_bottom_weight,mean_allocation_contribution,mean_within_selection_contribution,mean_abs_top_bottom_weight
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,미디어와엔터테인먼트,196,0.10143256803651546,0.12227706042860245,3.809068509213728e-05,5.553286167177216e-05,0.07176616843280227
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,반도체와반도체장비,196,0.09060108953168886,0.06382852298677225,2.586240643415416e-05,0.0006284863367149843,0.051501161733141065
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,보험,196,0.016549494143448546,0.036478542942634605,7.485734116598064e-05,0.00012875489021998816,0.03136174194714233
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,부동산,196,0.01476838862545364,0.011469169480608487,1.430285621134114e-05,7.3260383863654e-05,0.017448394751040874
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,상업서비스와공급품,193,0.010898169556254464,0.015084021977093262,5.3432526505871696e-05,0.0001562492594811096,0.019124834528281006
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,소매(유통),150,0.010084535653600442,0.011351729356478683,7.79904469203116e-05,9.565917808123114e-05,0.016293332399654255
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,소재,196,0.06876478076733453,0.06724450200884294,6.313624074626492e-05,0.00020337114150286651,0.049502822554892786
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,소프트웨어와서비스,196,0.03143939019460514,0.03120880265741231,-9.995869971774676e-05,0.00017494467373548896,0.02954960521564103
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,"식품,음료,담배",196,0.02472709839963073,0.022775348406715138,8.217783179720209e-05,-8.46626298494422e-05,0.02565422893526293
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,식품과기본식료품소매,196,0.0029065249436677856,0.004759378112867828,9.104324932262333e-05,-4.116667911784709e-06,0.007665903056535613
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,에너지,194,0.019235464001509644,0.005997144274922092,0.00020033300564479094,8.946499398816857e-05,0.01912181391016402
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,운송,196,0.042417861532503306,0.05659351416956832,-0.00023248049938614672,0.0001058251792461643,0.050432217036613707
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,유틸리티,196,0.017231608632538326,0.022186842551986188,8.345693110408322e-05,4.752574756465072e-05,0.026883260091730997
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,은행,196,0.0027467576938563945,0.0016765515557137468,2.6662096952489104e-05,-9.046239221080124e-06,0.0038455661906240755
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,OP12_REV,자동차와부품,174,0.005882961656376108,0.015670890989257568,4.736935928352188e-05,-5.151514129236507e-05,0.018259698730283005
