Date,Universe,Factor,StockCode,StockName,FactorValue,ValueStatus,SourceRow
"2022-06-20","ALL","단기모멘텀","A000020","동화약품","-20.59","OK","14"
"2022-06-20","ALL","단기모멘텀","A000050","경방","-18.6","OK","15"
"2022-06-20","ALL","단기모멘텀","A000070","삼양홀딩스","-9.65","OK","16"
"2022-06-20","ALL","단기모멘텀","A000080","하이트진로","-9.85","OK","17"
"2022-06-20","ALL","단기모멘텀","A000100","유한양행","-6.5","OK","18"
"2022-06-20","ALL","단기모멘텀","A000120","CJ대한통운","-10.04","OK","19"
"2022-06-20","ALL","단기모멘텀","A000140","하이트진로홀딩스","-11.24","OK","20"
"2022-06-20","ALL","단기모멘텀","A000150","두산","-16.31","OK","21"
"2022-06-20","ALL","단기모멘텀","A000210","DL","6.25","OK","22"
"2022-06-20","ALL","단기모멘텀","A000230","일동홀딩스","-38.31","OK","23"
"2022-06-20","ALL","단기모멘텀","A000240","한국앤컴퍼니","-9.86","OK","24"
"2022-06-20","ALL","단기모멘텀","A000250","삼천당제약","-14.5","OK","25"
"2022-06-20","ALL","단기모멘텀","A000270","기아","-10.01","OK","26"
"2022-06-20","ALL","단기모멘텀","A000370","한화손해보험","-5.09","OK","27"
"2022-06-20","ALL","단기모멘텀","A000400","롯데손해보험","-10.77","OK","28"
"2022-06-20","ALL","단기모멘텀","A000480","CR홀딩스","-2.43","OK","29"
"2022-06-20","ALL","단기모멘텀","A000490","대동","-17.87","OK","30"
"2022-06-20","ALL","단기모멘텀","A000640","동아쏘시오홀딩스","-1.09","OK","31"
"2022-06-20","ALL","단기모멘텀","A000660","SK하이닉스","-16","OK","32"
"2022-06-20","ALL","단기모멘텀","A000670","영풍","-15.14","OK","33"
"2022-06-20","ALL","단기모멘텀","A000720","현대건설","-5.23","OK","34"
"2022-06-20","ALL","단기모멘텀","A000810","삼성화재","-2.51","OK","35"
"2022-06-20","ALL","단기모멘텀","A000880","한화","-4.81","OK","36"
"2022-06-20","ALL","단기모멘텀","A000990","DB하이텍","-24.63","OK","37"
"2022-06-20","ALL","단기모멘텀","A001040","CJ","-5.43","OK","38"
"2022-06-20","ALL","단기모멘텀","A001060","JW중외제약","-9.88","OK","39"
"2022-06-20","ALL","단기모멘텀","A001070","대한방직","2.11","OK","40"
"2022-06-20","ALL","단기모멘텀","A001120","LX인터내셔널","-4.89","OK","41"
"2022-06-20","ALL","단기모멘텀","A001130","대한제분","","BLANK","42"
"2022-06-20","ALL","단기모멘텀","A001200","유진투자증권","-20.43","OK","43"
"2022-06-20","ALL","단기모멘텀","A001230","동국홀딩스","-18.31","OK","44"
"2022-06-20","ALL","단기모멘텀","A001250","GS글로벌","-19.52","OK","45"
"2022-06-20","ALL","단기모멘텀","A001390","KG케미칼","-9.2","OK","46"
"2022-06-20","ALL","단기모멘텀","A001430","세아베스틸지주","-10.95","OK","47"
"2022-06-20","ALL","단기모멘텀","A001440","대한전선","-11.27","OK","48"
"2022-06-20","ALL","단기모멘텀","A001450","현대해상","3.47","OK","49"
"2022-06-20","ALL","단기모멘텀","A001460","BYC","","BLANK","50"
"2022-06-20","ALL","단기모멘텀","A001470","삼부토건","-15.38","OK","51"
"2022-06-20","ALL","단기모멘텀","A001500","현대차증권","-5.34","OK","52"
"2022-06-20","ALL","단기모멘텀","A001510","SK증권","-10.64","OK","53"
"2022-06-20","ALL","단기모멘텀","A001520","동양","-17.14","OK","54"
"2022-06-20","ALL","단기모멘텀","A001530","DI동일","-26.83","OK","55"
"2022-06-20","ALL","단기모멘텀","A001630","종근당홀딩스","-13.02","OK","56"
"2022-06-20","ALL","단기모멘텀","A001680","대상","-7.51","OK","57"
"2022-06-20","ALL","단기모멘텀","A001720","신영증권","-3.15","OK","58"
"2022-06-20","ALL","단기모멘텀","A001740","SK네트웍스","-8.35","OK","59"
"2022-06-20","ALL","단기모멘텀","A001780","알루코","-10.82","OK","60"
"2022-06-20","ALL","단기모멘텀","A001790","대한제당","-20.11","OK","61"
"2022-06-20","ALL","단기모멘텀","A001800","오리온홀딩스","3.15","OK","62"
"2022-06-20","ALL","단기모멘텀","A001820","삼화콘덴서","-22.03","OK","63"
"2022-06-20","ALL","단기모멘텀","A002020","코오롱","-16.61","OK","64"
"2022-06-20","ALL","단기모멘텀","A002030","아세아","-17.48","OK","65"
"2022-06-20","ALL","단기모멘텀","A002150","도화엔지니어링","-21.47","OK","66"
"2022-06-20","ALL","단기모멘텀","A002240","고려제강","-14.83","OK","67"
"2022-06-20","ALL","단기모멘텀","A002310","아세아제지","-17.94","OK","68"
"2022-06-20","ALL","단기모멘텀","A002320","한진","-13.97","OK","69"
"2022-06-20","ALL","단기모멘텀","A002350","넥센타이어","-16.16","OK","70"
"2022-06-20","ALL","단기모멘텀","A002380","KCC","-13.62","OK","71"
"2022-06-20","ALL","단기모멘텀","A002390","한독","","BLANK","72"
"2022-06-20","ALL","단기모멘텀","A002460","HS화성","-8.33","OK","73"
"2022-06-20","ALL","단기모멘텀","A002710","TCC스틸","7.17","OK","74"
"2022-06-20","ALL","단기모멘텀","A002780","진흥기업","","BLANK","75"
"2022-06-20","ALL","단기모멘텀","A002790","아모레퍼시픽홀딩스","-9.41","OK","76"
"2022-06-20","ALL","단기모멘텀","A002840","미원상사","3.71","OK","77"
"2022-06-20","ALL","단기모멘텀","A002900","TYM","-19.21","OK","78"
"2022-06-20","ALL","단기모멘텀","A002960","한국쉘석유","-1.6","OK","79"
"2022-06-20","ALL","단기모멘텀","A002990","금호건설","-11.76","OK","80"
