date,year,universe,factor,eligible,row_members,valid_values,row_membership_coverage,valid_value_coverage,valid_given_row
2016-01-25,2016,KOSDAQ,OPFY1_REV,978,144,97,0.147239263803681,0.09918200408997956,0.6736111111111112
2016-01-25,2016,KOSDAQ,PBR12MF,978,144,94,0.147239263803681,0.09611451942740286,0.6527777777777778
2016-01-25,2016,KOSDAQ,PER12MF,978,144,92,0.147239263803681,0.09406952965235174,0.6388888888888888
2016-01-25,2016,KOSDAQ,PRIVATE_FLOW,978,144,144,0.147239263803681,0.147239263803681,1.0
2016-01-25,2016,KOSDAQ,FOREIGN_FLOW,978,144,144,0.147239263803681,0.147239263803681,1.0
2016-02-01,2016,K200,MOM1M,190,184,184,0.968421052631579,0.968421052631579,1.0
2016-02-01,2016,K200,MOM12_1,190,184,184,0.968421052631579,0.968421052631579,1.0
2016-02-01,2016,K200,OP12_REV,190,184,170,0.968421052631579,0.8947368421052632,0.9239130434782609
2016-02-01,2016,K200,OPFY1_REV,190,184,169,0.968421052631579,0.8894736842105263,0.9184782608695652
2016-02-01,2016,K200,PBR12MF,190,184,170,0.968421052631579,0.8947368421052632,0.9239130434782609
2016-02-01,2016,K200,PER12MF,190,184,165,0.968421052631579,0.868421052631579,0.8967391304347826
2016-02-01,2016,K200,PRIVATE_FLOW,190,184,184,0.968421052631579,0.968421052631579,1.0
2016-02-01,2016,K200,FOREIGN_FLOW,190,184,184,0.968421052631579,0.968421052631579,1.0
2016-02-01,2016,KOSPI_EX_K200,MOM1M,479,132,131,0.2755741127348643,0.27348643006263046,0.9924242424242424
2016-02-01,2016,KOSPI_EX_K200,MOM12_1,479,132,131,0.2755741127348643,0.27348643006263046,0.9924242424242424
2016-02-01,2016,KOSPI_EX_K200,OP12_REV,479,132,81,0.2755741127348643,0.16910229645093947,0.6136363636363636
2016-02-01,2016,KOSPI_EX_K200,OPFY1_REV,479,132,82,0.2755741127348643,0.17118997912317327,0.6212121212121212
2016-02-01,2016,KOSPI_EX_K200,PBR12MF,479,132,82,0.2755741127348643,0.17118997912317327,0.6212121212121212
2016-02-01,2016,KOSPI_EX_K200,PER12MF,479,132,81,0.2755741127348643,0.16910229645093947,0.6136363636363636
2016-02-01,2016,KOSPI_EX_K200,PRIVATE_FLOW,479,132,131,0.2755741127348643,0.27348643006263046,0.9924242424242424
2016-02-01,2016,KOSPI_EX_K200,FOREIGN_FLOW,479,132,131,0.2755741127348643,0.27348643006263046,0.9924242424242424
2016-02-01,2016,KOSDAQ,MOM1M,979,146,144,0.1491317671092952,0.1470888661899898,0.9863013698630136
2016-02-01,2016,KOSDAQ,MOM12_1,979,146,144,0.1491317671092952,0.1470888661899898,0.9863013698630136
2016-02-01,2016,KOSDAQ,OP12_REV,979,146,89,0.1491317671092952,0.09090909090909091,0.6095890410958904
2016-02-01,2016,KOSDAQ,OPFY1_REV,979,146,94,0.1491317671092952,0.09601634320735444,0.6438356164383562
2016-02-01,2016,KOSDAQ,PBR12MF,979,146,97,0.1491317671092952,0.09908069458631256,0.6643835616438356
2016-02-01,2016,KOSDAQ,PER12MF,979,146,95,0.1491317671092952,0.09703779366700716,0.6506849315068494
2016-02-01,2016,KOSDAQ,PRIVATE_FLOW,979,146,144,0.1491317671092952,0.1470888661899898,0.9863013698630136
2016-02-01,2016,KOSDAQ,FOREIGN_FLOW,979,146,144,0.1491317671092952,0.1470888661899898,0.9863013698630136
2016-02-11,2016,K200,MOM1M,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-11,2016,K200,MOM12_1,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-11,2016,K200,OP12_REV,190,185,167,0.9736842105263158,0.8789473684210526,0.9027027027027027
2016-02-11,2016,K200,OPFY1_REV,190,185,167,0.9736842105263158,0.8789473684210526,0.9027027027027027
2016-02-11,2016,K200,PBR12MF,190,185,167,0.9736842105263158,0.8789473684210526,0.9027027027027027
2016-02-11,2016,K200,PER12MF,190,185,162,0.9736842105263158,0.8526315789473684,0.8756756756756757
2016-02-11,2016,K200,PRIVATE_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-11,2016,K200,FOREIGN_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-11,2016,KOSPI_EX_K200,MOM1M,480,140,131,0.2916666666666667,0.27291666666666664,0.9357142857142857
2016-02-11,2016,KOSPI_EX_K200,MOM12_1,480,140,131,0.2916666666666667,0.27291666666666664,0.9357142857142857
2016-02-11,2016,KOSPI_EX_K200,OP12_REV,480,140,83,0.2916666666666667,0.17291666666666666,0.5928571428571429
2016-02-11,2016,KOSPI_EX_K200,OPFY1_REV,480,140,84,0.2916666666666667,0.175,0.6
2016-02-11,2016,KOSPI_EX_K200,PBR12MF,480,140,84,0.2916666666666667,0.175,0.6
2016-02-11,2016,KOSPI_EX_K200,PER12MF,480,140,83,0.2916666666666667,0.17291666666666666,0.5928571428571429
2016-02-11,2016,KOSPI_EX_K200,PRIVATE_FLOW,480,140,130,0.2916666666666667,0.2708333333333333,0.9285714285714286
2016-02-11,2016,KOSPI_EX_K200,FOREIGN_FLOW,480,140,130,0.2916666666666667,0.2708333333333333,0.9285714285714286
2016-02-11,2016,KOSDAQ,MOM1M,981,147,135,0.14984709480122324,0.13761467889908258,0.9183673469387755
2016-02-11,2016,KOSDAQ,MOM12_1,981,147,135,0.14984709480122324,0.13761467889908258,0.9183673469387755
2016-02-11,2016,KOSDAQ,OP12_REV,981,147,85,0.14984709480122324,0.08664627930682976,0.5782312925170068
2016-02-11,2016,KOSDAQ,OPFY1_REV,981,147,90,0.14984709480122324,0.09174311926605505,0.6122448979591837
2016-02-11,2016,KOSDAQ,PBR12MF,981,147,92,0.14984709480122324,0.09378185524974515,0.6258503401360545
2016-02-11,2016,KOSDAQ,PER12MF,981,147,90,0.14984709480122324,0.09174311926605505,0.6122448979591837
2016-02-11,2016,KOSDAQ,PRIVATE_FLOW,981,147,135,0.14984709480122324,0.13761467889908258,0.9183673469387755
2016-02-11,2016,KOSDAQ,FOREIGN_FLOW,981,147,135,0.14984709480122324,0.13761467889908258,0.9183673469387755
2016-02-18,2016,K200,MOM1M,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-18,2016,K200,MOM12_1,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-18,2016,K200,OP12_REV,190,185,166,0.9736842105263158,0.8736842105263158,0.8972972972972973
2016-02-18,2016,K200,OPFY1_REV,190,185,167,0.9736842105263158,0.8789473684210526,0.9027027027027027
2016-02-18,2016,K200,PBR12MF,190,185,166,0.9736842105263158,0.8736842105263158,0.8972972972972973
2016-02-18,2016,K200,PER12MF,190,185,162,0.9736842105263158,0.8526315789473684,0.8756756756756757
2016-02-18,2016,K200,PRIVATE_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-18,2016,K200,FOREIGN_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-18,2016,KOSPI_EX_K200,MOM1M,480,133,132,0.27708333333333335,0.275,0.9924812030075187
2016-02-18,2016,KOSPI_EX_K200,MOM12_1,480,133,132,0.27708333333333335,0.275,0.9924812030075187
2016-02-18,2016,KOSPI_EX_K200,OP12_REV,480,133,80,0.27708333333333335,0.16666666666666666,0.6015037593984962
2016-02-18,2016,KOSPI_EX_K200,OPFY1_REV,480,133,83,0.27708333333333335,0.17291666666666666,0.6240601503759399
2016-02-18,2016,KOSPI_EX_K200,PBR12MF,480,133,79,0.27708333333333335,0.16458333333333333,0.5939849624060151
2016-02-18,2016,KOSPI_EX_K200,PER12MF,480,133,78,0.27708333333333335,0.1625,0.5864661654135338
2016-02-18,2016,KOSPI_EX_K200,PRIVATE_FLOW,480,133,131,0.27708333333333335,0.27291666666666664,0.9849624060150376
2016-02-18,2016,KOSPI_EX_K200,FOREIGN_FLOW,480,133,131,0.27708333333333335,0.27291666666666664,0.9849624060150376
2016-02-18,2016,KOSDAQ,MOM1M,982,138,138,0.14052953156822812,0.14052953156822812,1.0
2016-02-18,2016,KOSDAQ,MOM12_1,982,138,138,0.14052953156822812,0.14052953156822812,1.0
2016-02-18,2016,KOSDAQ,OP12_REV,982,138,92,0.14052953156822812,0.09368635437881874,0.6666666666666666
2016-02-18,2016,KOSDAQ,OPFY1_REV,982,138,95,0.14052953156822812,0.09674134419551934,0.6884057971014492
2016-02-18,2016,KOSDAQ,PBR12MF,982,138,95,0.14052953156822812,0.09674134419551934,0.6884057971014492
2016-02-18,2016,KOSDAQ,PER12MF,982,138,93,0.14052953156822812,0.09470468431771895,0.6739130434782609
2016-02-18,2016,KOSDAQ,PRIVATE_FLOW,982,138,137,0.14052953156822812,0.1395112016293279,0.9927536231884058
2016-02-18,2016,KOSDAQ,FOREIGN_FLOW,982,138,137,0.14052953156822812,0.1395112016293279,0.9927536231884058
2016-02-25,2016,K200,MOM1M,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-25,2016,K200,MOM12_1,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-25,2016,K200,OP12_REV,190,185,166,0.9736842105263158,0.8736842105263158,0.8972972972972973
2016-02-25,2016,K200,OPFY1_REV,190,185,166,0.9736842105263158,0.8736842105263158,0.8972972972972973
2016-02-25,2016,K200,PBR12MF,190,185,166,0.9736842105263158,0.8736842105263158,0.8972972972972973
2016-02-25,2016,K200,PER12MF,190,185,162,0.9736842105263158,0.8526315789473684,0.8756756756756757
2016-02-25,2016,K200,PRIVATE_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-25,2016,K200,FOREIGN_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-02-25,2016,KOSPI_EX_K200,MOM1M,480,136,134,0.2833333333333333,0.2791666666666667,0.9852941176470589
2016-02-25,2016,KOSPI_EX_K200,MOM12_1,480,136,134,0.2833333333333333,0.2791666666666667,0.9852941176470589
2016-02-25,2016,KOSPI_EX_K200,OP12_REV,480,136,75,0.2833333333333333,0.15625,0.5514705882352942
2016-02-25,2016,KOSPI_EX_K200,OPFY1_REV,480,136,78,0.2833333333333333,0.1625,0.5735294117647058
2016-02-25,2016,KOSPI_EX_K200,PBR12MF,480,136,76,0.2833333333333333,0.15833333333333333,0.5588235294117647
2016-02-25,2016,KOSPI_EX_K200,PER12MF,480,136,75,0.2833333333333333,0.15625,0.5514705882352942
2016-02-25,2016,KOSPI_EX_K200,PRIVATE_FLOW,480,136,133,0.2833333333333333,0.27708333333333335,0.9779411764705882
2016-02-25,2016,KOSPI_EX_K200,FOREIGN_FLOW,480,136,133,0.2833333333333333,0.27708333333333335,0.9779411764705882
2016-02-25,2016,KOSDAQ,MOM1M,982,146,144,0.14867617107942974,0.14663951120162932,0.9863013698630136
2016-02-25,2016,KOSDAQ,MOM12_1,982,146,144,0.14867617107942974,0.14663951120162932,0.9863013698630136
2016-02-25,2016,KOSDAQ,OP12_REV,982,146,95,0.14867617107942974,0.09674134419551934,0.6506849315068494
2016-02-25,2016,KOSDAQ,OPFY1_REV,982,146,99,0.14867617107942974,0.10081466395112017,0.678082191780822
2016-02-25,2016,KOSDAQ,PBR12MF,982,146,102,0.14867617107942974,0.10386965376782077,0.6986301369863014
2016-02-25,2016,KOSDAQ,PER12MF,982,146,100,0.14867617107942974,0.10183299389002037,0.684931506849315
2016-02-25,2016,KOSDAQ,PRIVATE_FLOW,982,146,143,0.14867617107942974,0.14562118126272913,0.9794520547945206
2016-02-25,2016,KOSDAQ,FOREIGN_FLOW,982,146,143,0.14867617107942974,0.14562118126272913,0.9794520547945206
2016-03-04,2016,K200,MOM1M,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-03-04,2016,K200,MOM12_1,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-03-04,2016,K200,OP12_REV,190,185,164,0.9736842105263158,0.8631578947368421,0.8864864864864865
2016-03-04,2016,K200,OPFY1_REV,190,185,164,0.9736842105263158,0.8631578947368421,0.8864864864864865
2016-03-04,2016,K200,PBR12MF,190,185,165,0.9736842105263158,0.868421052631579,0.8918918918918919
2016-03-04,2016,K200,PER12MF,190,185,161,0.9736842105263158,0.8473684210526315,0.8702702702702703
2016-03-04,2016,K200,PRIVATE_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-03-04,2016,K200,FOREIGN_FLOW,190,185,185,0.9736842105263158,0.9736842105263158,1.0
2016-03-04,2016,KOSPI_EX_K200,MOM1M,480,135,135,0.28125,0.28125,1.0
2016-03-04,2016,KOSPI_EX_K200,MOM12_1,480,135,135,0.28125,0.28125,1.0
2016-03-04,2016,KOSPI_EX_K200,OP12_REV,480,135,70,0.28125,0.14583333333333334,0.5185185185185185
2016-03-04,2016,KOSPI_EX_K200,OPFY1_REV,480,135,74,0.28125,0.15416666666666667,0.5481481481481482
2016-03-04,2016,KOSPI_EX_K200,PBR12MF,480,135,71,0.28125,0.14791666666666667,0.5259259259259259
2016-03-04,2016,KOSPI_EX_K200,PER12MF,480,135,70,0.28125,0.14583333333333334,0.5185185185185185
2016-03-04,2016,KOSPI_EX_K200,PRIVATE_FLOW,480,135,135,0.28125,0.28125,1.0
2016-03-04,2016,KOSPI_EX_K200,FOREIGN_FLOW,480,135,135,0.28125,0.28125,1.0
2016-03-04,2016,KOSDAQ,MOM1M,984,147,146,0.14939024390243902,0.1483739837398374,0.9931972789115646
2016-03-04,2016,KOSDAQ,MOM12_1,984,147,146,0.14939024390243902,0.1483739837398374,0.9931972789115646
2016-03-04,2016,KOSDAQ,OP12_REV,984,147,97,0.14939024390243902,0.09857723577235772,0.6598639455782312
2016-03-04,2016,KOSDAQ,OPFY1_REV,984,147,102,0.14939024390243902,0.10365853658536585,0.6938775510204082
2016-03-04,2016,KOSDAQ,PBR12MF,984,147,101,0.14939024390243902,0.10264227642276423,0.6870748299319728
2016-03-04,2016,KOSDAQ,PER12MF,984,147,98,0.14939024390243902,0.09959349593495935,0.6666666666666666
2016-03-04,2016,KOSDAQ,PRIVATE_FLOW,984,147,144,0.14939024390243902,0.14634146341463414,0.9795918367346939
2016-03-04,2016,KOSDAQ,FOREIGN_FLOW,984,147,144,0.14939024390243902,0.14634146341463414,0.9795918367346939
2016-03-11,2016,K200,MOM1M,190,186,185,0.9789473684210527,0.9736842105263158,0.9946236559139785
2016-03-11,2016,K200,MOM12_1,190,186,185,0.9789473684210527,0.9736842105263158,0.9946236559139785
2016-03-11,2016,K200,OP12_REV,190,186,162,0.9789473684210527,0.8526315789473684,0.8709677419354839
2016-03-11,2016,K200,OPFY1_REV,190,186,163,0.9789473684210527,0.8578947368421053,0.8763440860215054
2016-03-11,2016,K200,PBR12MF,190,186,163,0.9789473684210527,0.8578947368421053,0.8763440860215054
2016-03-11,2016,K200,PER12MF,190,186,161,0.9789473684210527,0.8473684210526315,0.8655913978494624
2016-03-11,2016,K200,PRIVATE_FLOW,190,186,185,0.9789473684210527,0.9736842105263158,0.9946236559139785
2016-03-11,2016,K200,FOREIGN_FLOW,190,186,185,0.9789473684210527,0.9736842105263158,0.9946236559139785
2016-03-11,2016,KOSPI_EX_K200,MOM1M,480,141,139,0.29375,0.28958333333333336,0.9858156028368794
2016-03-11,2016,KOSPI_EX_K200,MOM12_1,480,141,139,0.29375,0.28958333333333336,0.9858156028368794
2016-03-11,2016,KOSPI_EX_K200,OP12_REV,480,141,70,0.29375,0.14583333333333334,0.49645390070921985
2016-03-11,2016,KOSPI_EX_K200,OPFY1_REV,480,141,73,0.29375,0.15208333333333332,0.5177304964539007
2016-03-11,2016,KOSPI_EX_K200,PBR12MF,480,141,72,0.29375,0.15,0.5106382978723404
2016-03-11,2016,KOSPI_EX_K200,PER12MF,480,141,71,0.29375,0.14791666666666667,0.5035460992907801
2016-03-11,2016,KOSPI_EX_K200,PRIVATE_FLOW,480,141,139,0.29375,0.28958333333333336,0.9858156028368794
2016-03-11,2016,KOSPI_EX_K200,FOREIGN_FLOW,480,141,139,0.29375,0.28958333333333336,0.9858156028368794
2016-03-11,2016,KOSDAQ,MOM1M,985,152,151,0.15431472081218275,0.1532994923857868,0.993421052631579
2016-03-11,2016,KOSDAQ,MOM12_1,985,152,151,0.15431472081218275,0.1532994923857868,0.993421052631579
2016-03-11,2016,KOSDAQ,OP12_REV,985,152,99,0.15431472081218275,0.10050761421319797,0.6513157894736842
2016-03-11,2016,KOSDAQ,OPFY1_REV,985,152,104,0.15431472081218275,0.10558375634517767,0.6842105263157895
2016-03-11,2016,KOSDAQ,PBR12MF,985,152,103,0.15431472081218275,0.10456852791878173,0.6776315789473685
2016-03-11,2016,KOSDAQ,PER12MF,985,152,101,0.15431472081218275,0.10253807106598985,0.6644736842105263
2016-03-11,2016,KOSDAQ,PRIVATE_FLOW,985,152,149,0.15431472081218275,0.15126903553299492,0.9802631578947368
2016-03-11,2016,KOSDAQ,FOREIGN_FLOW,985,152,149,0.15431472081218275,0.15126903553299492,0.9802631578947368
2016-03-18,2016,K200,MOM1M,190,186,186,0.9789473684210527,0.9789473684210527,1.0
2016-03-18,2016,K200,MOM12_1,190,186,186,0.9789473684210527,0.9789473684210527,1.0
2016-03-18,2016,K200,OP12_REV,190,186,162,0.9789473684210527,0.8526315789473684,0.8709677419354839
2016-03-18,2016,K200,OPFY1_REV,190,186,164,0.9789473684210527,0.8631578947368421,0.8817204301075269
