date,year,universe,factor,eligible,row_members,valid_values,row_membership_coverage,valid_value_coverage,valid_given_row
2017-05-23,2017,KOSDAQ,OPFY1_REV,1048,161,107,0.15362595419847327,0.10209923664122138,0.6645962732919255
2017-05-23,2017,KOSDAQ,PBR12MF,1048,161,101,0.15362595419847327,0.09637404580152671,0.6273291925465838
2017-05-23,2017,KOSDAQ,PER12MF,1048,161,100,0.15362595419847327,0.09541984732824428,0.6211180124223602
2017-05-23,2017,KOSDAQ,PRIVATE_FLOW,1048,161,157,0.15362595419847327,0.14980916030534353,0.9751552795031055
2017-05-23,2017,KOSDAQ,FOREIGN_FLOW,1048,161,157,0.15362595419847327,0.14980916030534353,0.9751552795031055
2017-05-30,2017,K200,MOM1M,192,191,191,0.9947916666666666,0.9947916666666666,1.0
2017-05-30,2017,K200,MOM12_1,192,191,191,0.9947916666666666,0.9947916666666666,1.0
2017-05-30,2017,K200,OP12_REV,192,191,163,0.9947916666666666,0.8489583333333334,0.8534031413612565
2017-05-30,2017,K200,OPFY1_REV,192,191,163,0.9947916666666666,0.8489583333333334,0.8534031413612565
2017-05-30,2017,K200,PBR12MF,192,191,164,0.9947916666666666,0.8541666666666666,0.8586387434554974
2017-05-30,2017,K200,PER12MF,192,191,164,0.9947916666666666,0.8541666666666666,0.8586387434554974
2017-05-30,2017,K200,PRIVATE_FLOW,192,191,190,0.9947916666666666,0.9895833333333334,0.9947643979057592
2017-05-30,2017,K200,FOREIGN_FLOW,192,191,190,0.9947916666666666,0.9895833333333334,0.9947643979057592
2017-05-30,2017,KOSPI_EX_K200,MOM1M,503,155,154,0.3081510934393638,0.3061630218687873,0.9935483870967742
2017-05-30,2017,KOSPI_EX_K200,MOM12_1,503,155,154,0.3081510934393638,0.3061630218687873,0.9935483870967742
2017-05-30,2017,KOSPI_EX_K200,OP12_REV,503,155,89,0.3081510934393638,0.17693836978131214,0.5741935483870968
2017-05-30,2017,KOSPI_EX_K200,OPFY1_REV,503,155,91,0.3081510934393638,0.18091451292246521,0.5870967741935483
2017-05-30,2017,KOSPI_EX_K200,PBR12MF,503,155,95,0.3081510934393638,0.18886679920477137,0.6129032258064516
2017-05-30,2017,KOSPI_EX_K200,PER12MF,503,155,94,0.3081510934393638,0.18687872763419483,0.6064516129032258
2017-05-30,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,155,150,0.3081510934393638,0.2982107355864811,0.967741935483871
2017-05-30,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,155,150,0.3081510934393638,0.2982107355864811,0.967741935483871
2017-05-30,2017,KOSDAQ,MOM1M,1048,164,160,0.15648854961832062,0.15267175572519084,0.975609756097561
2017-05-30,2017,KOSDAQ,MOM12_1,1048,164,160,0.15648854961832062,0.15267175572519084,0.975609756097561
2017-05-30,2017,KOSDAQ,OP12_REV,1048,164,100,0.15648854961832062,0.09541984732824428,0.6097560975609756
2017-05-30,2017,KOSDAQ,OPFY1_REV,1048,164,111,0.15648854961832062,0.10591603053435114,0.676829268292683
2017-05-30,2017,KOSDAQ,PBR12MF,1048,164,104,0.15648854961832062,0.09923664122137404,0.6341463414634146
2017-05-30,2017,KOSDAQ,PER12MF,1048,164,103,0.15648854961832062,0.0982824427480916,0.6280487804878049
2017-05-30,2017,KOSDAQ,PRIVATE_FLOW,1048,164,160,0.15648854961832062,0.15267175572519084,0.975609756097561
2017-05-30,2017,KOSDAQ,FOREIGN_FLOW,1048,164,160,0.15648854961832062,0.15267175572519084,0.975609756097561
2017-06-07,2017,K200,MOM1M,192,191,191,0.9947916666666666,0.9947916666666666,1.0
2017-06-07,2017,K200,MOM12_1,192,191,191,0.9947916666666666,0.9947916666666666,1.0
2017-06-07,2017,K200,OP12_REV,192,191,163,0.9947916666666666,0.8489583333333334,0.8534031413612565
2017-06-07,2017,K200,OPFY1_REV,192,191,163,0.9947916666666666,0.8489583333333334,0.8534031413612565
2017-06-07,2017,K200,PBR12MF,192,191,165,0.9947916666666666,0.859375,0.8638743455497382
2017-06-07,2017,K200,PER12MF,192,191,165,0.9947916666666666,0.859375,0.8638743455497382
2017-06-07,2017,K200,PRIVATE_FLOW,192,191,190,0.9947916666666666,0.9895833333333334,0.9947643979057592
2017-06-07,2017,K200,FOREIGN_FLOW,192,191,190,0.9947916666666666,0.9895833333333334,0.9947643979057592
2017-06-07,2017,KOSPI_EX_K200,MOM1M,503,157,157,0.3121272365805169,0.3121272365805169,1.0
2017-06-07,2017,KOSPI_EX_K200,MOM12_1,503,157,157,0.3121272365805169,0.3121272365805169,1.0
2017-06-07,2017,KOSPI_EX_K200,OP12_REV,503,157,86,0.3121272365805169,0.1709741550695825,0.5477707006369427
2017-06-07,2017,KOSPI_EX_K200,OPFY1_REV,503,157,88,0.3121272365805169,0.1749502982107356,0.5605095541401274
2017-06-07,2017,KOSPI_EX_K200,PBR12MF,503,157,97,0.3121272365805169,0.19284294234592445,0.6178343949044586
2017-06-07,2017,KOSPI_EX_K200,PER12MF,503,157,95,0.3121272365805169,0.18886679920477137,0.6050955414012739
2017-06-07,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,157,153,0.3121272365805169,0.30417495029821073,0.9745222929936306
2017-06-07,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,157,153,0.3121272365805169,0.30417495029821073,0.9745222929936306
2017-06-07,2017,KOSDAQ,MOM1M,1052,171,163,0.16254752851711027,0.15494296577946767,0.9532163742690059
2017-06-07,2017,KOSDAQ,MOM12_1,1052,171,163,0.16254752851711027,0.15494296577946767,0.9532163742690059
2017-06-07,2017,KOSDAQ,OP12_REV,1052,171,102,0.16254752851711027,0.09695817490494296,0.5964912280701754
2017-06-07,2017,KOSDAQ,OPFY1_REV,1052,171,113,0.16254752851711027,0.10741444866920152,0.6608187134502924
2017-06-07,2017,KOSDAQ,PBR12MF,1052,171,106,0.16254752851711027,0.10076045627376426,0.6198830409356725
2017-06-07,2017,KOSDAQ,PER12MF,1052,171,105,0.16254752851711027,0.09980988593155894,0.6140350877192983
2017-06-07,2017,KOSDAQ,PRIVATE_FLOW,1052,171,162,0.16254752851711027,0.15399239543726237,0.9473684210526315
2017-06-07,2017,KOSDAQ,FOREIGN_FLOW,1052,171,162,0.16254752851711027,0.15399239543726237,0.9473684210526315
2017-06-14,2017,K200,MOM1M,192,192,192,1.0,1.0,1.0
2017-06-14,2017,K200,MOM12_1,192,192,192,1.0,1.0,1.0
2017-06-14,2017,K200,OP12_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-14,2017,K200,OPFY1_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-14,2017,K200,PBR12MF,192,192,171,1.0,0.890625,0.890625
2017-06-14,2017,K200,PER12MF,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-14,2017,K200,PRIVATE_FLOW,192,192,192,1.0,1.0,1.0
2017-06-14,2017,K200,FOREIGN_FLOW,192,192,192,1.0,1.0,1.0
2017-06-14,2017,KOSPI_EX_K200,MOM1M,503,158,157,0.31411530815109345,0.3121272365805169,0.9936708860759493
2017-06-14,2017,KOSPI_EX_K200,MOM12_1,503,158,157,0.31411530815109345,0.3121272365805169,0.9936708860759493
2017-06-14,2017,KOSPI_EX_K200,OP12_REV,503,158,80,0.31411530815109345,0.15904572564612326,0.5063291139240507
2017-06-14,2017,KOSPI_EX_K200,OPFY1_REV,503,158,82,0.31411530815109345,0.16302186878727634,0.5189873417721519
2017-06-14,2017,KOSPI_EX_K200,PBR12MF,503,158,89,0.31411530815109345,0.17693836978131214,0.5632911392405063
2017-06-14,2017,KOSPI_EX_K200,PER12MF,503,158,88,0.31411530815109345,0.1749502982107356,0.5569620253164557
2017-06-14,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,158,156,0.31411530815109345,0.3101391650099404,0.9873417721518988
2017-06-14,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,158,156,0.31411530815109345,0.3101391650099404,0.9873417721518988
2017-06-14,2017,KOSDAQ,MOM1M,1053,169,164,0.16049382716049382,0.1557454890788224,0.9704142011834319
2017-06-14,2017,KOSDAQ,MOM12_1,1053,169,164,0.16049382716049382,0.1557454890788224,0.9704142011834319
2017-06-14,2017,KOSDAQ,OP12_REV,1053,169,101,0.16049382716049382,0.09591642924976258,0.5976331360946746
2017-06-14,2017,KOSDAQ,OPFY1_REV,1053,169,112,0.16049382716049382,0.1063627730294397,0.6627218934911243
2017-06-14,2017,KOSDAQ,PBR12MF,1053,169,108,0.16049382716049382,0.10256410256410256,0.6390532544378699
2017-06-14,2017,KOSDAQ,PER12MF,1053,169,106,0.16049382716049382,0.100664767331434,0.6272189349112426
2017-06-14,2017,KOSDAQ,PRIVATE_FLOW,1053,169,162,0.16049382716049382,0.15384615384615385,0.9585798816568047
2017-06-14,2017,KOSDAQ,FOREIGN_FLOW,1053,169,162,0.16049382716049382,0.15384615384615385,0.9585798816568047
2017-06-21,2017,K200,MOM1M,192,192,192,1.0,1.0,1.0
2017-06-21,2017,K200,MOM12_1,192,192,192,1.0,1.0,1.0
2017-06-21,2017,K200,OP12_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-21,2017,K200,OPFY1_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-21,2017,K200,PBR12MF,192,192,172,1.0,0.8958333333333334,0.8958333333333334
2017-06-21,2017,K200,PER12MF,192,192,170,1.0,0.8854166666666666,0.8854166666666666
2017-06-21,2017,K200,PRIVATE_FLOW,192,192,192,1.0,1.0,1.0
2017-06-21,2017,K200,FOREIGN_FLOW,192,192,192,1.0,1.0,1.0
2017-06-21,2017,KOSPI_EX_K200,MOM1M,503,159,154,0.31610337972166996,0.3061630218687873,0.9685534591194969
2017-06-21,2017,KOSPI_EX_K200,MOM12_1,503,159,154,0.31610337972166996,0.3061630218687873,0.9685534591194969
2017-06-21,2017,KOSPI_EX_K200,OP12_REV,503,159,83,0.31610337972166996,0.16500994035785288,0.5220125786163522
2017-06-21,2017,KOSPI_EX_K200,OPFY1_REV,503,159,85,0.31610337972166996,0.16898608349900596,0.5345911949685535
2017-06-21,2017,KOSPI_EX_K200,PBR12MF,503,159,90,0.31610337972166996,0.17892644135188868,0.5660377358490566
2017-06-21,2017,KOSPI_EX_K200,PER12MF,503,159,89,0.31610337972166996,0.17693836978131214,0.559748427672956
2017-06-21,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,159,153,0.31610337972166996,0.30417495029821073,0.9622641509433962
2017-06-21,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,159,153,0.31610337972166996,0.30417495029821073,0.9622641509433962
2017-06-21,2017,KOSDAQ,MOM1M,1053,168,164,0.15954415954415954,0.1557454890788224,0.9761904761904762
2017-06-21,2017,KOSDAQ,MOM12_1,1053,168,164,0.15954415954415954,0.1557454890788224,0.9761904761904762
2017-06-21,2017,KOSDAQ,OP12_REV,1053,168,104,0.15954415954415954,0.09876543209876543,0.6190476190476191
2017-06-21,2017,KOSDAQ,OPFY1_REV,1053,168,112,0.15954415954415954,0.1063627730294397,0.6666666666666666
2017-06-21,2017,KOSDAQ,PBR12MF,1053,168,108,0.15954415954415954,0.10256410256410256,0.6428571428571429
2017-06-21,2017,KOSDAQ,PER12MF,1053,168,106,0.15954415954415954,0.100664767331434,0.6309523809523809
2017-06-21,2017,KOSDAQ,PRIVATE_FLOW,1053,168,162,0.15954415954415954,0.15384615384615385,0.9642857142857143
2017-06-21,2017,KOSDAQ,FOREIGN_FLOW,1053,168,162,0.15954415954415954,0.15384615384615385,0.9642857142857143
2017-06-28,2017,K200,MOM1M,192,192,192,1.0,1.0,1.0
2017-06-28,2017,K200,MOM12_1,192,192,192,1.0,1.0,1.0
2017-06-28,2017,K200,OP12_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-28,2017,K200,OPFY1_REV,192,192,169,1.0,0.8802083333333334,0.8802083333333334
2017-06-28,2017,K200,PBR12MF,192,192,172,1.0,0.8958333333333334,0.8958333333333334
2017-06-28,2017,K200,PER12MF,192,192,170,1.0,0.8854166666666666,0.8854166666666666
2017-06-28,2017,K200,PRIVATE_FLOW,192,192,192,1.0,1.0,1.0
2017-06-28,2017,K200,FOREIGN_FLOW,192,192,192,1.0,1.0,1.0
2017-06-28,2017,KOSPI_EX_K200,MOM1M,503,154,153,0.3061630218687873,0.30417495029821073,0.9935064935064936
2017-06-28,2017,KOSPI_EX_K200,MOM12_1,503,154,153,0.3061630218687873,0.30417495029821073,0.9935064935064936
2017-06-28,2017,KOSPI_EX_K200,OP12_REV,503,154,84,0.3061630218687873,0.16699801192842942,0.5454545454545454
2017-06-28,2017,KOSPI_EX_K200,OPFY1_REV,503,154,87,0.3061630218687873,0.17296222664015903,0.564935064935065
2017-06-28,2017,KOSPI_EX_K200,PBR12MF,503,154,91,0.3061630218687873,0.18091451292246521,0.5909090909090909
2017-06-28,2017,KOSPI_EX_K200,PER12MF,503,154,90,0.3061630218687873,0.17892644135188868,0.5844155844155844
2017-06-28,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,154,153,0.3061630218687873,0.30417495029821073,0.9935064935064936
2017-06-28,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,154,153,0.3061630218687873,0.30417495029821073,0.9935064935064936
2017-06-28,2017,KOSDAQ,MOM1M,1055,173,167,0.16398104265402844,0.15829383886255924,0.9653179190751445
2017-06-28,2017,KOSDAQ,MOM12_1,1055,173,167,0.16398104265402844,0.15829383886255924,0.9653179190751445
2017-06-28,2017,KOSDAQ,OP12_REV,1055,173,106,0.16398104265402844,0.1004739336492891,0.6127167630057804
2017-06-28,2017,KOSDAQ,OPFY1_REV,1055,173,114,0.16398104265402844,0.1080568720379147,0.6589595375722543
2017-06-28,2017,KOSDAQ,PBR12MF,1055,173,112,0.16398104265402844,0.1061611374407583,0.6473988439306358
2017-06-28,2017,KOSDAQ,PER12MF,1055,173,109,0.16398104265402844,0.1033175355450237,0.630057803468208
2017-06-28,2017,KOSDAQ,PRIVATE_FLOW,1055,173,165,0.16398104265402844,0.15639810426540285,0.953757225433526
2017-06-28,2017,KOSDAQ,FOREIGN_FLOW,1055,173,165,0.16398104265402844,0.15639810426540285,0.953757225433526
2017-07-05,2017,K200,MOM1M,192,192,192,1.0,1.0,1.0
2017-07-05,2017,K200,MOM12_1,192,192,192,1.0,1.0,1.0
2017-07-05,2017,K200,OP12_REV,192,192,171,1.0,0.890625,0.890625
2017-07-05,2017,K200,OPFY1_REV,192,192,171,1.0,0.890625,0.890625
2017-07-05,2017,K200,PBR12MF,192,192,173,1.0,0.9010416666666666,0.9010416666666666
2017-07-05,2017,K200,PER12MF,192,192,173,1.0,0.9010416666666666,0.9010416666666666
2017-07-05,2017,K200,PRIVATE_FLOW,192,192,192,1.0,1.0,1.0
2017-07-05,2017,K200,FOREIGN_FLOW,192,192,192,1.0,1.0,1.0
2017-07-05,2017,KOSPI_EX_K200,MOM1M,503,155,151,0.3081510934393638,0.30019880715705766,0.9741935483870968
2017-07-05,2017,KOSPI_EX_K200,MOM12_1,503,155,151,0.3081510934393638,0.30019880715705766,0.9741935483870968
2017-07-05,2017,KOSPI_EX_K200,OP12_REV,503,155,85,0.3081510934393638,0.16898608349900596,0.5483870967741935
2017-07-05,2017,KOSPI_EX_K200,OPFY1_REV,503,155,89,0.3081510934393638,0.17693836978131214,0.5741935483870968
2017-07-05,2017,KOSPI_EX_K200,PBR12MF,503,155,93,0.3081510934393638,0.1848906560636183,0.6
2017-07-05,2017,KOSPI_EX_K200,PER12MF,503,155,92,0.3081510934393638,0.18290258449304175,0.5935483870967742
2017-07-05,2017,KOSPI_EX_K200,PRIVATE_FLOW,503,155,151,0.3081510934393638,0.30019880715705766,0.9741935483870968
2017-07-05,2017,KOSPI_EX_K200,FOREIGN_FLOW,503,155,151,0.3081510934393638,0.30019880715705766,0.9741935483870968
2017-07-05,2017,KOSDAQ,MOM1M,1056,168,166,0.1590909090909091,0.1571969696969697,0.9880952380952381
2017-07-05,2017,KOSDAQ,MOM12_1,1056,168,166,0.1590909090909091,0.1571969696969697,0.9880952380952381
2017-07-05,2017,KOSDAQ,OP12_REV,1056,168,106,0.1590909090909091,0.10037878787878787,0.6309523809523809
2017-07-05,2017,KOSDAQ,OPFY1_REV,1056,168,114,0.1590909090909091,0.10795454545454546,0.6785714285714286
2017-07-05,2017,KOSDAQ,PBR12MF,1056,168,114,0.1590909090909091,0.10795454545454546,0.6785714285714286
2017-07-05,2017,KOSDAQ,PER12MF,1056,168,111,0.1590909090909091,0.10511363636363637,0.6607142857142857
2017-07-05,2017,KOSDAQ,PRIVATE_FLOW,1056,168,165,0.1590909090909091,0.15625,0.9821428571428571
2017-07-05,2017,KOSDAQ,FOREIGN_FLOW,1056,168,165,0.1590909090909091,0.15625,0.9821428571428571
2017-07-12,2017,K200,MOM1M,193,193,193,1.0,1.0,1.0
2017-07-12,2017,K200,MOM12_1,193,193,193,1.0,1.0,1.0
2017-07-12,2017,K200,OP12_REV,193,193,167,1.0,0.8652849740932642,0.8652849740932642
2017-07-12,2017,K200,OPFY1_REV,193,193,167,1.0,0.8652849740932642,0.8652849740932642
2017-07-12,2017,K200,PBR12MF,193,193,171,1.0,0.8860103626943006,0.8860103626943006
2017-07-12,2017,K200,PER12MF,193,193,170,1.0,0.8808290155440415,0.8808290155440415
2017-07-12,2017,K200,PRIVATE_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-12,2017,K200,FOREIGN_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-12,2017,KOSPI_EX_K200,MOM1M,504,152,150,0.30158730158730157,0.2976190476190476,0.9868421052631579
2017-07-12,2017,KOSPI_EX_K200,MOM12_1,504,152,150,0.30158730158730157,0.2976190476190476,0.9868421052631579
2017-07-12,2017,KOSPI_EX_K200,OP12_REV,504,152,86,0.30158730158730157,0.17063492063492064,0.5657894736842105
2017-07-12,2017,KOSPI_EX_K200,OPFY1_REV,504,152,89,0.30158730158730157,0.1765873015873016,0.5855263157894737
2017-07-12,2017,KOSPI_EX_K200,PBR12MF,504,152,93,0.30158730158730157,0.18452380952380953,0.6118421052631579
2017-07-12,2017,KOSPI_EX_K200,PER12MF,504,152,92,0.30158730158730157,0.18253968253968253,0.6052631578947368
2017-07-12,2017,KOSPI_EX_K200,PRIVATE_FLOW,504,152,150,0.30158730158730157,0.2976190476190476,0.9868421052631579
2017-07-12,2017,KOSPI_EX_K200,FOREIGN_FLOW,504,152,150,0.30158730158730157,0.2976190476190476,0.9868421052631579
2017-07-12,2017,KOSDAQ,MOM1M,1057,161,159,0.152317880794702,0.15042573320719016,0.9875776397515528
2017-07-12,2017,KOSDAQ,MOM12_1,1057,161,159,0.152317880794702,0.15042573320719016,0.9875776397515528
2017-07-12,2017,KOSDAQ,OP12_REV,1057,161,101,0.152317880794702,0.09555345316934721,0.6273291925465838
2017-07-12,2017,KOSDAQ,OPFY1_REV,1057,161,112,0.152317880794702,0.10596026490066225,0.6956521739130435
2017-07-12,2017,KOSDAQ,PBR12MF,1057,161,106,0.152317880794702,0.10028382213812677,0.6583850931677019
2017-07-12,2017,KOSDAQ,PER12MF,1057,161,103,0.152317880794702,0.09744560075685904,0.639751552795031
2017-07-12,2017,KOSDAQ,PRIVATE_FLOW,1057,161,157,0.152317880794702,0.14853358561967833,0.9751552795031055
2017-07-12,2017,KOSDAQ,FOREIGN_FLOW,1057,161,157,0.152317880794702,0.14853358561967833,0.9751552795031055
2017-07-19,2017,K200,MOM1M,193,193,193,1.0,1.0,1.0
2017-07-19,2017,K200,MOM12_1,193,193,193,1.0,1.0,1.0
2017-07-19,2017,K200,OP12_REV,193,193,169,1.0,0.8756476683937824,0.8756476683937824
2017-07-19,2017,K200,OPFY1_REV,193,193,169,1.0,0.8756476683937824,0.8756476683937824
2017-07-19,2017,K200,PBR12MF,193,193,170,1.0,0.8808290155440415,0.8808290155440415
2017-07-19,2017,K200,PER12MF,193,193,169,1.0,0.8756476683937824,0.8756476683937824
2017-07-19,2017,K200,PRIVATE_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-19,2017,K200,FOREIGN_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-19,2017,KOSPI_EX_K200,MOM1M,505,151,150,0.299009900990099,0.297029702970297,0.9933774834437086
2017-07-19,2017,KOSPI_EX_K200,MOM12_1,505,151,150,0.299009900990099,0.297029702970297,0.9933774834437086
2017-07-19,2017,KOSPI_EX_K200,OP12_REV,505,151,89,0.299009900990099,0.17623762376237623,0.5894039735099338
2017-07-19,2017,KOSPI_EX_K200,OPFY1_REV,505,151,91,0.299009900990099,0.1801980198019802,0.6026490066225165
2017-07-19,2017,KOSPI_EX_K200,PBR12MF,505,151,93,0.299009900990099,0.18415841584158416,0.6158940397350994
2017-07-19,2017,KOSPI_EX_K200,PER12MF,505,151,92,0.299009900990099,0.18217821782178217,0.609271523178808
2017-07-19,2017,KOSPI_EX_K200,PRIVATE_FLOW,505,151,149,0.299009900990099,0.29504950495049503,0.9867549668874173
2017-07-19,2017,KOSPI_EX_K200,FOREIGN_FLOW,505,151,149,0.299009900990099,0.29504950495049503,0.9867549668874173
2017-07-19,2017,KOSDAQ,MOM1M,1058,167,162,0.15784499054820417,0.15311909262759923,0.9700598802395209
2017-07-19,2017,KOSDAQ,MOM12_1,1058,167,162,0.15784499054820417,0.15311909262759923,0.9700598802395209
2017-07-19,2017,KOSDAQ,OP12_REV,1058,167,102,0.15784499054820417,0.09640831758034027,0.6107784431137725
2017-07-19,2017,KOSDAQ,OPFY1_REV,1058,167,113,0.15784499054820417,0.10680529300567108,0.6766467065868264
2017-07-19,2017,KOSDAQ,PBR12MF,1058,167,108,0.15784499054820417,0.10207939508506617,0.6467065868263473
2017-07-19,2017,KOSDAQ,PER12MF,1058,167,105,0.15784499054820417,0.09924385633270322,0.6287425149700598
2017-07-19,2017,KOSDAQ,PRIVATE_FLOW,1058,167,160,0.15784499054820417,0.15122873345935728,0.9580838323353293
2017-07-19,2017,KOSDAQ,FOREIGN_FLOW,1058,167,160,0.15784499054820417,0.15122873345935728,0.9580838323353293
2017-07-26,2017,K200,MOM1M,193,193,193,1.0,1.0,1.0
2017-07-26,2017,K200,MOM12_1,193,193,193,1.0,1.0,1.0
2017-07-26,2017,K200,OP12_REV,193,193,168,1.0,0.8704663212435233,0.8704663212435233
2017-07-26,2017,K200,OPFY1_REV,193,193,169,1.0,0.8756476683937824,0.8756476683937824
2017-07-26,2017,K200,PBR12MF,193,193,170,1.0,0.8808290155440415,0.8808290155440415
2017-07-26,2017,K200,PER12MF,193,193,169,1.0,0.8756476683937824,0.8756476683937824
2017-07-26,2017,K200,PRIVATE_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-26,2017,K200,FOREIGN_FLOW,193,193,192,1.0,0.9948186528497409,0.9948186528497409
2017-07-26,2017,KOSPI_EX_K200,MOM1M,505,153,152,0.30297029702970296,0.300990099009901,0.9934640522875817
2017-07-26,2017,KOSPI_EX_K200,MOM12_1,505,153,152,0.30297029702970296,0.300990099009901,0.9934640522875817
2017-07-26,2017,KOSPI_EX_K200,OP12_REV,505,153,90,0.30297029702970296,0.1782178217821782,0.5882352941176471
2017-07-26,2017,KOSPI_EX_K200,OPFY1_REV,505,153,91,0.30297029702970296,0.1801980198019802,0.5947712418300654
2017-07-26,2017,KOSPI_EX_K200,PBR12MF,505,153,94,0.30297029702970296,0.18613861386138614,0.6143790849673203
2017-07-26,2017,KOSPI_EX_K200,PER12MF,505,153,93,0.30297029702970296,0.18415841584158416,0.6078431372549019
2017-07-26,2017,KOSPI_EX_K200,PRIVATE_FLOW,505,153,151,0.30297029702970296,0.299009900990099,0.9869281045751634
2017-07-26,2017,KOSPI_EX_K200,FOREIGN_FLOW,505,153,151,0.30297029702970296,0.299009900990099,0.9869281045751634
2017-07-26,2017,KOSDAQ,MOM1M,1059,172,165,0.16241737488196412,0.1558073654390935,0.9593023255813954
2017-07-26,2017,KOSDAQ,MOM12_1,1059,172,165,0.16241737488196412,0.1558073654390935,0.9593023255813954
2017-07-26,2017,KOSDAQ,OP12_REV,1059,172,105,0.16241737488196412,0.09915014164305949,0.6104651162790697
2017-07-26,2017,KOSDAQ,OPFY1_REV,1059,172,114,0.16241737488196412,0.10764872521246459,0.6627906976744186
2017-07-26,2017,KOSDAQ,PBR12MF,1059,172,110,0.16241737488196412,0.10387157695939565,0.6395348837209303
2017-07-26,2017,KOSDAQ,PER12MF,1059,172,107,0.16241737488196412,0.10103871576959396,0.622093023255814
2017-07-26,2017,KOSDAQ,PRIVATE_FLOW,1059,172,163,0.16241737488196412,0.153918791312559,0.9476744186046512
2017-07-26,2017,KOSDAQ,FOREIGN_FLOW,1059,172,163,0.16241737488196412,0.153918791312559,0.9476744186046512
2017-08-02,2017,K200,MOM1M,193,192,192,0.9948186528497409,0.9948186528497409,1.0
2017-08-02,2017,K200,MOM12_1,193,192,192,0.9948186528497409,0.9948186528497409,1.0
2017-08-02,2017,K200,OP12_REV,193,192,169,0.9948186528497409,0.8756476683937824,0.8802083333333334
2017-08-02,2017,K200,OPFY1_REV,193,192,170,0.9948186528497409,0.8808290155440415,0.8854166666666666
2017-08-02,2017,K200,PBR12MF,193,192,170,0.9948186528497409,0.8808290155440415,0.8854166666666666
2017-08-02,2017,K200,PER12MF,193,192,169,0.9948186528497409,0.8756476683937824,0.8802083333333334
2017-08-02,2017,K200,PRIVATE_FLOW,193,192,191,0.9948186528497409,0.9896373056994818,0.9947916666666666
2017-08-02,2017,K200,FOREIGN_FLOW,193,192,191,0.9948186528497409,0.9896373056994818,0.9947916666666666
2017-08-02,2017,KOSPI_EX_K200,MOM1M,505,150,150,0.297029702970297,0.297029702970297,1.0
2017-08-02,2017,KOSPI_EX_K200,MOM12_1,505,150,150,0.297029702970297,0.297029702970297,1.0
2017-08-02,2017,KOSPI_EX_K200,OP12_REV,505,150,87,0.297029702970297,0.17227722772277226,0.58
2017-08-02,2017,KOSPI_EX_K200,OPFY1_REV,505,150,88,0.297029702970297,0.17425742574257425,0.5866666666666667
2017-08-02,2017,KOSPI_EX_K200,PBR12MF,505,150,90,0.297029702970297,0.1782178217821782,0.6
2017-08-02,2017,KOSPI_EX_K200,PER12MF,505,150,89,0.297029702970297,0.17623762376237623,0.5933333333333334
2017-08-02,2017,KOSPI_EX_K200,PRIVATE_FLOW,505,150,149,0.297029702970297,0.29504950495049503,0.9933333333333333
2017-08-02,2017,KOSPI_EX_K200,FOREIGN_FLOW,505,150,149,0.297029702970297,0.29504950495049503,0.9933333333333333
2017-08-02,2017,KOSDAQ,MOM1M,1061,162,160,0.1526861451460886,0.15080113100848255,0.9876543209876543
2017-08-02,2017,KOSDAQ,MOM12_1,1061,162,160,0.1526861451460886,0.15080113100848255,0.9876543209876543
2017-08-02,2017,KOSDAQ,OP12_REV,1061,162,103,0.1526861451460886,0.09707822808671066,0.6358024691358025
2017-08-02,2017,KOSDAQ,OPFY1_REV,1061,162,109,0.1526861451460886,0.10273327049952875,0.6728395061728395
2017-08-02,2017,KOSDAQ,PBR12MF,1061,162,107,0.1526861451460886,0.10084825636192271,0.6604938271604939
2017-08-02,2017,KOSDAQ,PER12MF,1061,162,104,0.1526861451460886,0.09802073515551367,0.6419753086419753
2017-08-02,2017,KOSDAQ,PRIVATE_FLOW,1061,162,159,0.1526861451460886,0.14985862393967955,0.9814814814814815
2017-08-02,2017,KOSDAQ,FOREIGN_FLOW,1061,162,159,0.1526861451460886,0.14985862393967955,0.9814814814814815
2017-08-09,2017,K200,MOM1M,193,192,192,0.9948186528497409,0.9948186528497409,1.0
