date,year,universe,eligible,valid_all8,coverage
2025-07-03,2025,KOSDAQ,1687,150,0.08891523414344991
2025-07-10,2025,K200,198,172,0.8686868686868687
2025-07-10,2025,KOSPI_EX_K200,606,116,0.19141914191419143
2025-07-10,2025,KOSDAQ,1690,148,0.08757396449704143
2025-07-17,2025,K200,198,170,0.8585858585858586
2025-07-17,2025,KOSPI_EX_K200,606,115,0.18976897689768976
2025-07-17,2025,KOSDAQ,1691,156,0.09225310467179183
2025-07-24,2025,K200,198,168,0.8484848484848485
2025-07-24,2025,KOSPI_EX_K200,606,113,0.18646864686468648
2025-07-24,2025,KOSDAQ,1692,154,0.09101654846335698
2025-07-31,2025,K200,198,167,0.8434343434343434
2025-07-31,2025,KOSPI_EX_K200,606,113,0.18646864686468648
2025-07-31,2025,KOSDAQ,1695,155,0.09144542772861357
2025-08-07,2025,K200,198,168,0.8484848484848485
2025-08-07,2025,KOSPI_EX_K200,607,115,0.18945634266886327
2025-08-07,2025,KOSDAQ,1696,158,0.09316037735849056
2025-08-14,2025,K200,198,168,0.8484848484848485
2025-08-14,2025,KOSPI_EX_K200,607,114,0.18780889621087316
2025-08-14,2025,KOSDAQ,1697,158,0.09310548025928109
2025-08-22,2025,K200,198,168,0.8484848484848485
2025-08-22,2025,KOSPI_EX_K200,607,110,0.1812191103789127
2025-08-22,2025,KOSDAQ,1702,148,0.08695652173913043
2025-08-29,2025,K200,198,165,0.8333333333333334
2025-08-29,2025,KOSPI_EX_K200,607,107,0.17627677100494235
2025-08-29,2025,KOSDAQ,1703,144,0.08455666470933647
2025-09-05,2025,K200,198,163,0.8232323232323232
2025-09-05,2025,KOSPI_EX_K200,607,113,0.18616144975288304
2025-09-05,2025,KOSDAQ,1703,142,0.08338226658837346
2025-09-12,2025,K200,198,163,0.8232323232323232
2025-09-12,2025,KOSPI_EX_K200,607,113,0.18616144975288304
2025-09-12,2025,KOSDAQ,1704,147,0.08626760563380281
2025-09-19,2025,K200,198,167,0.8434343434343434
2025-09-19,2025,KOSPI_EX_K200,607,112,0.18451400329489293
2025-09-19,2025,KOSDAQ,1705,150,0.08797653958944282
2025-09-26,2025,K200,198,167,0.8434343434343434
2025-09-26,2025,KOSPI_EX_K200,607,113,0.18616144975288304
2025-09-26,2025,KOSDAQ,1705,149,0.0873900293255132
2025-10-10,2025,K200,198,165,0.8333333333333334
2025-10-10,2025,KOSPI_EX_K200,608,114,0.1875
2025-10-10,2025,KOSDAQ,1705,148,0.08680351906158358
2025-10-17,2025,K200,198,166,0.8383838383838383
2025-10-17,2025,KOSPI_EX_K200,608,112,0.18421052631578946
2025-10-17,2025,KOSDAQ,1705,142,0.08328445747800586
2025-10-24,2025,K200,198,167,0.8434343434343434
2025-10-24,2025,KOSPI_EX_K200,608,110,0.18092105263157895
2025-10-24,2025,KOSDAQ,1705,148,0.08680351906158358
2025-10-31,2025,K200,198,166,0.8383838383838383
2025-10-31,2025,KOSPI_EX_K200,608,108,0.17763157894736842
2025-10-31,2025,KOSDAQ,1706,148,0.08675263774912075
2025-11-07,2025,K200,198,167,0.8434343434343434
2025-11-07,2025,KOSPI_EX_K200,608,110,0.18092105263157895
2025-11-07,2025,KOSDAQ,1708,151,0.08840749414519906
2025-11-14,2025,K200,198,168,0.8484848484848485
2025-11-14,2025,KOSPI_EX_K200,608,107,0.17598684210526316
2025-11-14,2025,KOSDAQ,1710,146,0.08538011695906433
2025-11-21,2025,K200,198,170,0.8585858585858586
2025-11-21,2025,KOSPI_EX_K200,608,104,0.17105263157894737
2025-11-21,2025,KOSDAQ,1715,141,0.08221574344023323
2025-11-28,2025,K200,199,170,0.8542713567839196
2025-11-28,2025,KOSPI_EX_K200,609,99,0.1625615763546798
2025-11-28,2025,KOSDAQ,1716,141,0.08216783216783216
2025-12-05,2025,K200,199,171,0.8592964824120602
2025-12-05,2025,KOSPI_EX_K200,609,100,0.16420361247947454
2025-12-05,2025,KOSDAQ,1717,153,0.0891089108910891
2025-12-12,2025,K200,199,173,0.8693467336683417
2025-12-12,2025,KOSPI_EX_K200,609,101,0.16584564860426929
2025-12-12,2025,KOSDAQ,1721,155,0.09006391632771645
2025-12-19,2025,K200,199,173,0.8693467336683417
2025-12-19,2025,KOSPI_EX_K200,610,101,0.16557377049180327
2025-12-19,2025,KOSDAQ,1724,156,0.09048723897911833
2025-12-29,2025,K200,200,176,0.88
2025-12-29,2025,KOSPI_EX_K200,609,99,0.1625615763546798
2025-12-29,2025,KOSDAQ,1728,162,0.09375
2026-01-07,2026,K200,200,175,0.875
2026-01-07,2026,KOSPI_EX_K200,609,93,0.15270935960591134
2026-01-07,2026,KOSDAQ,1728,147,0.08506944444444445
2026-01-14,2026,K200,200,175,0.875
2026-01-14,2026,KOSPI_EX_K200,609,95,0.15599343185550082
2026-01-14,2026,KOSDAQ,1730,149,0.0861271676300578
2026-01-21,2026,K200,200,175,0.875
2026-01-21,2026,KOSPI_EX_K200,609,97,0.1592775041050903
2026-01-21,2026,KOSDAQ,1730,154,0.08901734104046242
2026-01-28,2026,K200,200,175,0.875
2026-01-28,2026,KOSPI_EX_K200,609,99,0.1625615763546798
2026-01-28,2026,KOSDAQ,1730,163,0.09421965317919075
2026-02-04,2026,K200,200,176,0.88
2026-02-04,2026,KOSPI_EX_K200,609,99,0.1625615763546798
2026-02-04,2026,KOSDAQ,1731,151,0.08723281340265743
2026-02-11,2026,K200,200,176,0.88
2026-02-11,2026,KOSPI_EX_K200,609,101,0.16584564860426929
2026-02-11,2026,KOSDAQ,1731,160,0.09243212016175621
2026-02-23,2026,K200,200,172,0.86
2026-02-23,2026,KOSPI_EX_K200,609,96,0.15763546798029557
2026-02-23,2026,KOSDAQ,1731,151,0.08723281340265743
2026-03-03,2026,K200,200,173,0.865
2026-03-03,2026,KOSPI_EX_K200,609,89,0.14614121510673234
2026-03-03,2026,KOSDAQ,1731,152,0.0878105141536684
2026-03-10,2026,K200,200,170,0.85
2026-03-10,2026,KOSPI_EX_K200,610,89,0.14590163934426228
2026-03-10,2026,KOSDAQ,1733,148,0.08540103866128101
2026-03-17,2026,K200,200,170,0.85
2026-03-17,2026,KOSPI_EX_K200,610,89,0.14590163934426228
2026-03-17,2026,KOSDAQ,1734,151,0.08708189158016148
2026-03-24,2026,K200,200,169,0.845
2026-03-24,2026,KOSPI_EX_K200,610,92,0.15081967213114755
2026-03-24,2026,KOSDAQ,1735,147,0.08472622478386167
2026-03-31,2026,K200,200,171,0.855
2026-03-31,2026,KOSPI_EX_K200,610,91,0.14918032786885246
2026-03-31,2026,KOSDAQ,1738,149,0.0857307249712313
2026-04-07,2026,K200,200,171,0.855
2026-04-07,2026,KOSPI_EX_K200,610,91,0.14918032786885246
2026-04-07,2026,KOSDAQ,1740,150,0.08620689655172414
2026-04-14,2026,K200,200,172,0.86
2026-04-14,2026,KOSPI_EX_K200,610,93,0.15245901639344261
2026-04-14,2026,KOSDAQ,1740,158,0.09080459770114943
2026-04-21,2026,K200,200,170,0.85
2026-04-21,2026,KOSPI_EX_K200,610,98,0.16065573770491803
2026-04-21,2026,KOSDAQ,1740,167,0.09597701149425288
2026-04-28,2026,K200,200,169,0.845
2026-04-28,2026,KOSPI_EX_K200,610,101,0.16557377049180327
2026-04-28,2026,KOSDAQ,1740,167,0.09597701149425288
2026-05-07,2026,K200,200,169,0.845
2026-05-07,2026,KOSPI_EX_K200,610,103,0.16885245901639345
2026-05-07,2026,KOSDAQ,1741,175,0.10051694428489374
2026-05-14,2026,K200,200,170,0.85
2026-05-14,2026,KOSPI_EX_K200,610,102,0.16721311475409836
2026-05-14,2026,KOSDAQ,1743,174,0.09982788296041308
2026-05-21,2026,K200,200,172,0.86
2026-05-21,2026,KOSPI_EX_K200,610,102,0.16721311475409836
2026-05-21,2026,KOSDAQ,1745,171,0.09799426934097422
2026-05-29,2026,K200,200,171,0.855
2026-05-29,2026,KOSPI_EX_K200,610,97,0.15901639344262294
2026-05-29,2026,KOSDAQ,1745,162,0.09283667621776505
2026-06-08,2026,K200,200,172,0.86
2026-06-08,2026,KOSPI_EX_K200,610,99,0.16229508196721312
2026-06-08,2026,KOSDAQ,1746,153,0.08762886597938144
2026-06-15,2026,K200,200,173,0.865
2026-06-15,2026,KOSPI_EX_K200,610,99,0.16229508196721312
2026-06-15,2026,KOSDAQ,1747,159,0.09101316542644533
2026-06-22,2026,K200,200,176,0.88
2026-06-22,2026,KOSPI_EX_K200,610,100,0.16393442622950818
2026-06-22,2026,KOSDAQ,1747,161,0.09215798511734402
2026-06-29,2026,K200,200,176,0.88
2026-06-29,2026,KOSPI_EX_K200,610,104,0.17049180327868851
2026-06-29,2026,KOSDAQ,1747,151,0.0864338866628506
2026-07-06,2026,K200,200,176,0.88
2026-07-06,2026,KOSPI_EX_K200,609,106,0.17405582922824303
2026-07-06,2026,KOSDAQ,1742,150,0.08610792192881746
2026-07-13,2026,K200,200,175,0.875
2026-07-13,2026,KOSPI_EX_K200,609,105,0.1724137931034483
2026-07-13,2026,KOSDAQ,1740,143,0.08218390804597701
2026-07-21,2026,K200,200,175,0.875
2026-07-21,2026,KOSPI_EX_K200,607,102,0.16803953871499178
2026-07-21,2026,KOSDAQ,1740,140,0.08045977011494253
2026-07-28,2026,K200,200,175,0.875
2026-07-28,2026,KOSPI_EX_K200,607,102,0.16803953871499178
2026-07-28,2026,KOSDAQ,1739,132,0.07590569292696953
2026-08-04,2026,K200,200,176,0.88
2026-08-04,2026,KOSPI_EX_K200,607,109,0.17957166392092258
2026-08-04,2026,KOSDAQ,1739,141,0.08108108108108109
2026-08-07,2026,K200,200,176,0.88
2026-08-07,2026,KOSPI_EX_K200,607,109,0.17957166392092258
2026-08-07,2026,KOSDAQ,1739,150,0.08625646923519265
