date,year,universe,eligible,valid_all8,coverage
2022-06-09,2022,KOSPI_EX_K200,569,95,0.16695957820738136
2022-06-09,2022,KOSDAQ,1425,143,0.10035087719298245
2022-06-16,2022,K200,195,169,0.8666666666666667
2022-06-16,2022,KOSPI_EX_K200,570,88,0.1543859649122807
2022-06-16,2022,KOSDAQ,1425,136,0.09543859649122807
2022-06-23,2022,K200,195,171,0.8769230769230769
2022-06-23,2022,KOSPI_EX_K200,570,86,0.15087719298245614
2022-06-23,2022,KOSDAQ,1428,125,0.08753501400560224
2022-06-30,2022,K200,195,171,0.8769230769230769
2022-06-30,2022,KOSPI_EX_K200,570,93,0.1631578947368421
2022-06-30,2022,KOSDAQ,1430,130,0.09090909090909091
2022-07-07,2022,K200,195,171,0.8769230769230769
2022-07-07,2022,KOSPI_EX_K200,570,91,0.15964912280701754
2022-07-07,2022,KOSDAQ,1432,131,0.0914804469273743
2022-07-14,2022,K200,195,171,0.8769230769230769
2022-07-14,2022,KOSPI_EX_K200,570,89,0.156140350877193
2022-07-14,2022,KOSDAQ,1433,133,0.0928122819260293
2022-07-21,2022,K200,195,171,0.8769230769230769
2022-07-21,2022,KOSPI_EX_K200,570,88,0.1543859649122807
2022-07-21,2022,KOSDAQ,1435,134,0.09337979094076655
2022-07-28,2022,K200,195,170,0.8717948717948718
2022-07-28,2022,KOSPI_EX_K200,570,87,0.15263157894736842
2022-07-28,2022,KOSDAQ,1438,133,0.09248956884561892
2022-08-04,2022,K200,195,172,0.882051282051282
2022-08-04,2022,KOSPI_EX_K200,571,88,0.15411558669001751
2022-08-04,2022,KOSDAQ,1440,141,0.09791666666666667
2022-08-11,2022,K200,195,172,0.882051282051282
2022-08-11,2022,KOSPI_EX_K200,571,91,0.159369527145359
2022-08-11,2022,KOSDAQ,1441,147,0.10201249132546843
2022-08-19,2022,K200,195,172,0.882051282051282
2022-08-19,2022,KOSPI_EX_K200,571,89,0.15586690017513136
2022-08-19,2022,KOSDAQ,1441,145,0.10062456627342123
2022-08-26,2022,K200,195,170,0.8717948717948718
2022-08-26,2022,KOSPI_EX_K200,572,88,0.15384615384615385
2022-08-26,2022,KOSDAQ,1442,141,0.09778085991678225
2022-09-02,2022,K200,195,170,0.8717948717948718
2022-09-02,2022,KOSPI_EX_K200,572,86,0.15034965034965034
2022-09-02,2022,KOSDAQ,1442,140,0.0970873786407767
2022-09-13,2022,K200,195,169,0.8666666666666667
2022-09-13,2022,KOSPI_EX_K200,572,88,0.15384615384615385
2022-09-13,2022,KOSDAQ,1442,140,0.0970873786407767
2022-09-20,2022,K200,195,169,0.8666666666666667
2022-09-20,2022,KOSPI_EX_K200,572,86,0.15034965034965034
2022-09-20,2022,KOSDAQ,1442,138,0.0957004160887656
2022-09-27,2022,K200,195,168,0.8615384615384616
2022-09-27,2022,KOSPI_EX_K200,572,82,0.14335664335664336
2022-09-27,2022,KOSDAQ,1443,130,0.09009009009009009
2022-10-05,2022,K200,195,170,0.8717948717948718
2022-10-05,2022,KOSPI_EX_K200,572,85,0.1486013986013986
2022-10-05,2022,KOSDAQ,1446,124,0.08575380359612725
2022-10-13,2022,K200,195,169,0.8666666666666667
2022-10-13,2022,KOSPI_EX_K200,572,82,0.14335664335664336
2022-10-13,2022,KOSDAQ,1449,121,0.08350586611456176
2022-10-20,2022,K200,195,171,0.8769230769230769
2022-10-20,2022,KOSPI_EX_K200,572,85,0.1486013986013986
2022-10-20,2022,KOSDAQ,1455,128,0.0879725085910653
2022-10-27,2022,K200,195,170,0.8717948717948718
2022-10-27,2022,KOSPI_EX_K200,572,84,0.14685314685314685
2022-10-27,2022,KOSDAQ,1457,129,0.08853809196980096
2022-11-03,2022,K200,195,169,0.8666666666666667
2022-11-03,2022,KOSPI_EX_K200,573,86,0.15008726003490402
2022-11-03,2022,KOSDAQ,1458,129,0.08847736625514403
2022-11-10,2022,K200,195,170,0.8717948717948718
2022-11-10,2022,KOSPI_EX_K200,573,89,0.15532286212914484
2022-11-10,2022,KOSDAQ,1460,130,0.08904109589041095
2022-11-17,2022,K200,195,166,0.8512820512820513
2022-11-17,2022,KOSPI_EX_K200,573,86,0.15008726003490402
2022-11-17,2022,KOSDAQ,1464,135,0.09221311475409837
2022-11-24,2022,K200,195,169,0.8666666666666667
2022-11-24,2022,KOSPI_EX_K200,573,82,0.1431064572425829
2022-11-24,2022,KOSDAQ,1468,125,0.08514986376021798
2022-12-01,2022,K200,195,169,0.8666666666666667
2022-12-01,2022,KOSPI_EX_K200,574,83,0.1445993031358885
2022-12-01,2022,KOSDAQ,1468,130,0.0885558583106267
2022-12-08,2022,K200,195,168,0.8615384615384616
2022-12-08,2022,KOSPI_EX_K200,574,82,0.14285714285714285
2022-12-08,2022,KOSDAQ,1470,131,0.0891156462585034
2022-12-15,2022,K200,195,169,0.8666666666666667
2022-12-15,2022,KOSPI_EX_K200,574,81,0.14111498257839722
2022-12-15,2022,KOSDAQ,1470,137,0.09319727891156462
2022-12-22,2022,K200,195,169,0.8666666666666667
2022-12-22,2022,KOSPI_EX_K200,575,82,0.1426086956521739
2022-12-22,2022,KOSDAQ,1470,136,0.09251700680272108
2022-12-29,2022,K200,195,172,0.882051282051282
2022-12-29,2022,KOSPI_EX_K200,575,88,0.15304347826086956
2022-12-29,2022,KOSDAQ,1472,136,0.09239130434782608
2023-01-06,2023,K200,195,170,0.8717948717948718
2023-01-06,2023,KOSPI_EX_K200,575,88,0.15304347826086956
2023-01-06,2023,KOSDAQ,1472,134,0.09103260869565218
2023-01-13,2023,K200,195,172,0.882051282051282
2023-01-13,2023,KOSPI_EX_K200,575,90,0.1565217391304348
2023-01-13,2023,KOSDAQ,1472,134,0.09103260869565218
2023-01-20,2023,K200,195,170,0.8717948717948718
2023-01-20,2023,KOSPI_EX_K200,575,90,0.1565217391304348
2023-01-20,2023,KOSDAQ,1474,134,0.09090909090909091
2023-01-31,2023,K200,196,172,0.8775510204081632
2023-01-31,2023,KOSPI_EX_K200,574,87,0.15156794425087108
2023-01-31,2023,KOSDAQ,1476,138,0.09349593495934959
2023-02-07,2023,K200,196,172,0.8775510204081632
2023-02-07,2023,KOSPI_EX_K200,574,85,0.1480836236933798
2023-02-07,2023,KOSDAQ,1478,142,0.09607577807848444
2023-02-14,2023,K200,196,173,0.8826530612244898
2023-02-14,2023,KOSPI_EX_K200,574,85,0.1480836236933798
2023-02-14,2023,KOSDAQ,1479,130,0.0878972278566599
2023-02-21,2023,K200,196,172,0.8775510204081632
2023-02-21,2023,KOSPI_EX_K200,574,82,0.14285714285714285
2023-02-21,2023,KOSDAQ,1483,123,0.08293998651382332
2023-02-28,2023,K200,196,165,0.8418367346938775
2023-02-28,2023,KOSPI_EX_K200,574,74,0.1289198606271777
2023-02-28,2023,KOSDAQ,1483,118,0.07956844234659474
2023-03-08,2023,K200,196,166,0.8469387755102041
2023-03-08,2023,KOSPI_EX_K200,574,74,0.1289198606271777
2023-03-08,2023,KOSDAQ,1486,126,0.0847913862718708
2023-03-15,2023,K200,196,165,0.8418367346938775
2023-03-15,2023,KOSPI_EX_K200,574,73,0.12717770034843207
2023-03-15,2023,KOSDAQ,1488,114,0.07661290322580645
2023-03-22,2023,K200,196,167,0.8520408163265306
2023-03-22,2023,KOSPI_EX_K200,574,75,0.13066202090592335
2023-03-22,2023,KOSDAQ,1489,116,0.07790463398253862
2023-03-29,2023,K200,196,166,0.8469387755102041
2023-03-29,2023,KOSPI_EX_K200,574,79,0.13763066202090593
2023-03-29,2023,KOSDAQ,1490,122,0.08187919463087248
2023-04-05,2023,K200,197,165,0.8375634517766497
2023-04-05,2023,KOSPI_EX_K200,574,78,0.13588850174216027
2023-04-05,2023,KOSDAQ,1491,126,0.08450704225352113
2023-04-12,2023,K200,197,163,0.8274111675126904
2023-04-12,2023,KOSPI_EX_K200,575,78,0.1356521739130435
2023-04-12,2023,KOSDAQ,1491,129,0.08651911468812877
2023-04-19,2023,K200,197,165,0.8375634517766497
2023-04-19,2023,KOSPI_EX_K200,576,82,0.1423611111111111
2023-04-19,2023,KOSDAQ,1490,127,0.08523489932885905
2023-04-26,2023,K200,197,168,0.8527918781725888
2023-04-26,2023,KOSPI_EX_K200,576,79,0.1371527777777778
2023-04-26,2023,KOSDAQ,1492,121,0.08109919571045576
2023-05-04,2023,K200,197,169,0.8578680203045685
2023-05-04,2023,KOSPI_EX_K200,576,78,0.13541666666666666
2023-05-04,2023,KOSDAQ,1495,127,0.08494983277591973
2023-05-12,2023,K200,197,166,0.8426395939086294
2023-05-12,2023,KOSPI_EX_K200,576,78,0.13541666666666666
2023-05-12,2023,KOSDAQ,1495,131,0.08762541806020067
2023-05-19,2023,K200,197,166,0.8426395939086294
2023-05-19,2023,KOSPI_EX_K200,576,79,0.1371527777777778
2023-05-19,2023,KOSDAQ,1499,134,0.08939292861907938
2023-05-26,2023,K200,197,169,0.8578680203045685
2023-05-26,2023,KOSPI_EX_K200,576,81,0.140625
2023-05-26,2023,KOSDAQ,1501,135,0.0899400399733511
2023-06-05,2023,K200,197,170,0.8629441624365483
2023-06-05,2023,KOSPI_EX_K200,578,77,0.13321799307958476
2023-06-05,2023,KOSDAQ,1503,139,0.09248170326014638
2023-06-13,2023,K200,197,168,0.8527918781725888
2023-06-13,2023,KOSPI_EX_K200,578,77,0.13321799307958476
2023-06-13,2023,KOSDAQ,1504,142,0.09441489361702128
2023-06-20,2023,K200,197,168,0.8527918781725888
2023-06-20,2023,KOSPI_EX_K200,581,78,0.1342512908777969
2023-06-20,2023,KOSDAQ,1505,152,0.1009966777408638
2023-06-27,2023,K200,197,171,0.868020304568528
2023-06-27,2023,KOSPI_EX_K200,581,83,0.14285714285714285
2023-06-27,2023,KOSDAQ,1505,153,0.10166112956810631
2023-07-04,2023,K200,197,171,0.868020304568528
2023-07-04,2023,KOSPI_EX_K200,581,86,0.14802065404475043
2023-07-04,2023,KOSDAQ,1508,158,0.10477453580901856
2023-07-11,2023,K200,197,172,0.8730964467005076
2023-07-11,2023,KOSPI_EX_K200,581,86,0.14802065404475043
2023-07-11,2023,KOSDAQ,1509,153,0.10139165009940358
2023-07-18,2023,K200,197,172,0.8730964467005076
2023-07-18,2023,KOSPI_EX_K200,581,84,0.14457831325301204
2023-07-18,2023,KOSDAQ,1510,149,0.09867549668874172
2023-07-25,2023,K200,197,172,0.8730964467005076
2023-07-25,2023,KOSPI_EX_K200,581,80,0.13769363166953527
2023-07-25,2023,KOSDAQ,1513,150,0.0991407799074686
2023-08-01,2023,K200,197,174,0.883248730964467
2023-08-01,2023,KOSPI_EX_K200,582,81,0.13917525773195877
2023-08-01,2023,KOSDAQ,1516,154,0.10158311345646438
2023-08-08,2023,K200,197,175,0.8883248730964467
2023-08-08,2023,KOSPI_EX_K200,583,88,0.1509433962264151
2023-08-08,2023,KOSDAQ,1518,148,0.09749670619235837
2023-08-16,2023,K200,197,174,0.883248730964467
2023-08-16,2023,KOSPI_EX_K200,583,84,0.14408233276157806
2023-08-16,2023,KOSDAQ,1520,145,0.09539473684210527
2023-08-23,2023,K200,197,172,0.8730964467005076
2023-08-23,2023,KOSPI_EX_K200,584,83,0.1421232876712329
2023-08-23,2023,KOSDAQ,1522,150,0.09855453350854139
2023-08-30,2023,K200,197,172,0.8730964467005076
2023-08-30,2023,KOSPI_EX_K200,584,78,0.13356164383561644
2023-08-30,2023,KOSDAQ,1523,150,0.0984898227183191
2023-09-06,2023,K200,197,172,0.8730964467005076
2023-09-06,2023,KOSPI_EX_K200,584,80,0.136986301369863
2023-09-06,2023,KOSDAQ,1524,147,0.09645669291338582
2023-09-13,2023,K200,197,171,0.868020304568528
2023-09-13,2023,KOSPI_EX_K200,584,81,0.1386986301369863
2023-09-13,2023,KOSDAQ,1525,141,0.09245901639344262
2023-09-20,2023,K200,197,172,0.8730964467005076
2023-09-20,2023,KOSPI_EX_K200,585,80,0.13675213675213677
2023-09-20,2023,KOSDAQ,1527,141,0.09233791748526522
2023-09-27,2023,K200,197,171,0.868020304568528
2023-09-27,2023,KOSPI_EX_K200,585,81,0.13846153846153847
2023-09-27,2023,KOSDAQ,1529,132,0.08633093525179857
2023-10-11,2023,K200,197,168,0.8527918781725888
2023-10-11,2023,KOSPI_EX_K200,586,79,0.1348122866894198
2023-10-11,2023,KOSDAQ,1532,135,0.0881201044386423
2023-10-18,2023,K200,197,170,0.8629441624365483
2023-10-18,2023,KOSPI_EX_K200,586,78,0.13310580204778158
2023-10-18,2023,KOSDAQ,1533,138,0.09001956947162426
2023-10-25,2023,K200,197,171,0.868020304568528
2023-10-25,2023,KOSPI_EX_K200,586,80,0.13651877133105803
2023-10-25,2023,KOSDAQ,1535,132,0.08599348534201955
2023-11-01,2023,K200,197,171,0.868020304568528
2023-11-01,2023,KOSPI_EX_K200,586,80,0.13651877133105803
2023-11-01,2023,KOSDAQ,1537,132,0.08588158750813273
2023-11-08,2023,K200,197,171,0.868020304568528
2023-11-08,2023,KOSPI_EX_K200,586,82,0.13993174061433447
2023-11-08,2023,KOSDAQ,1542,137,0.08884565499351492
2023-11-15,2023,K200,197,170,0.8629441624365483
2023-11-15,2023,KOSPI_EX_K200,586,86,0.14675767918088736
2023-11-15,2023,KOSDAQ,1549,135,0.08715300193673338
2023-11-22,2023,K200,197,170,0.8629441624365483
2023-11-22,2023,KOSPI_EX_K200,588,88,0.14965986394557823
2023-11-22,2023,KOSDAQ,1551,135,0.08704061895551257
2023-11-29,2023,K200,197,172,0.8730964467005076
2023-11-29,2023,KOSPI_EX_K200,588,87,0.14795918367346939
2023-11-29,2023,KOSDAQ,1555,136,0.08745980707395498
2023-12-06,2023,K200,197,174,0.883248730964467
2023-12-06,2023,KOSPI_EX_K200,588,92,0.1564625850340136
2023-12-06,2023,KOSDAQ,1558,137,0.08793324775353016
2023-12-13,2023,K200,197,175,0.8883248730964467
2023-12-13,2023,KOSPI_EX_K200,588,92,0.1564625850340136
2023-12-13,2023,KOSDAQ,1560,143,0.09166666666666666
2023-12-20,2023,K200,197,173,0.8781725888324873
2023-12-20,2023,KOSPI_EX_K200,588,99,0.1683673469387755
2023-12-20,2023,KOSDAQ,1560,147,0.09423076923076923
2023-12-28,2023,K200,197,177,0.8984771573604061
2023-12-28,2023,KOSPI_EX_K200,589,104,0.1765704584040747
2023-12-28,2023,KOSDAQ,1561,151,0.09673286354900705
2024-01-08,2024,K200,197,177,0.8984771573604061
2024-01-08,2024,KOSPI_EX_K200,590,104,0.17627118644067796
2024-01-08,2024,KOSDAQ,1561,141,0.0903267136450993
2024-01-15,2024,K200,197,176,0.8934010152284264
2024-01-15,2024,KOSPI_EX_K200,590,101,0.1711864406779661
2024-01-15,2024,KOSDAQ,1561,141,0.0903267136450993
2024-01-22,2024,K200,197,175,0.8883248730964467
2024-01-22,2024,KOSPI_EX_K200,590,100,0.1694915254237288
2024-01-22,2024,KOSDAQ,1561,139,0.08904548366431775
2024-01-29,2024,K200,197,175,0.8883248730964467
2024-01-29,2024,KOSPI_EX_K200,591,99,0.16751269035532995
2024-01-29,2024,KOSDAQ,1565,138,0.08817891373801917
2024-02-05,2024,K200,197,172,0.8730964467005076
2024-02-05,2024,KOSPI_EX_K200,591,97,0.16412859560067683
2024-02-05,2024,KOSDAQ,1568,136,0.08673469387755102
2024-02-14,2024,K200,197,171,0.868020304568528
2024-02-14,2024,KOSPI_EX_K200,591,97,0.16412859560067683
2024-02-14,2024,KOSDAQ,1569,127,0.08094327597195666
2024-02-21,2024,K200,197,172,0.8730964467005076
2024-02-21,2024,KOSPI_EX_K200,591,99,0.16751269035532995
2024-02-21,2024,KOSDAQ,1571,124,0.0789306174411203
2024-02-28,2024,K200,197,169,0.8578680203045685
2024-02-28,2024,KOSPI_EX_K200,592,91,0.15371621621621623
2024-02-28,2024,KOSDAQ,1574,128,0.08132147395171538
2024-03-07,2024,K200,197,170,0.8629441624365483
2024-03-07,2024,KOSPI_EX_K200,592,88,0.14864864864864866
2024-03-07,2024,KOSDAQ,1575,133,0.08444444444444445
2024-03-14,2024,K200,197,170,0.8629441624365483
2024-03-14,2024,KOSPI_EX_K200,592,88,0.14864864864864866
2024-03-14,2024,KOSDAQ,1576,126,0.0799492385786802
2024-03-21,2024,K200,197,170,0.8629441624365483
2024-03-21,2024,KOSPI_EX_K200,592,89,0.15033783783783783
2024-03-21,2024,KOSDAQ,1577,128,0.08116677235256817
2024-03-28,2024,K200,197,169,0.8578680203045685
2024-03-28,2024,KOSPI_EX_K200,592,90,0.15202702702702703
2024-03-28,2024,KOSDAQ,1579,129,0.08169727675744141
2024-04-04,2024,K200,197,170,0.8629441624365483
2024-04-04,2024,KOSPI_EX_K200,593,91,0.15345699831365936
2024-04-04,2024,KOSDAQ,1580,130,0.08227848101265822
2024-04-12,2024,K200,197,172,0.8730964467005076
2024-04-12,2024,KOSPI_EX_K200,593,88,0.14839797639123103
2024-04-12,2024,KOSDAQ,1580,137,0.08670886075949367
2024-04-19,2024,K200,197,173,0.8781725888324873
2024-04-19,2024,KOSPI_EX_K200,593,86,0.14502529510961215
2024-04-19,2024,KOSDAQ,1580,137,0.08670886075949367
2024-04-26,2024,K200,197,172,0.8730964467005076
2024-04-26,2024,KOSPI_EX_K200,593,88,0.14839797639123103
2024-04-26,2024,KOSDAQ,1581,142,0.08981657179000632
2024-05-07,2024,K200,197,170,0.8629441624365483
2024-05-07,2024,KOSPI_EX_K200,593,92,0.1551433389544688
2024-05-07,2024,KOSDAQ,1586,150,0.09457755359394704
2024-05-14,2024,K200,197,170,0.8629441624365483
2024-05-14,2024,KOSPI_EX_K200,594,92,0.15488215488215487
2024-05-14,2024,KOSDAQ,1586,147,0.0926860025220681
2024-05-22,2024,K200,197,170,0.8629441624365483
2024-05-22,2024,KOSPI_EX_K200,594,95,0.15993265993265993
2024-05-22,2024,KOSDAQ,1587,151,0.09514807813484562
2024-05-29,2024,K200,197,170,0.8629441624365483
2024-05-29,2024,KOSPI_EX_K200,594,97,0.1632996632996633
2024-05-29,2024,KOSDAQ,1588,152,0.09571788413098237
2024-06-05,2024,K200,197,172,0.8730964467005076
2024-06-05,2024,KOSPI_EX_K200,594,96,0.16161616161616163
2024-06-05,2024,KOSDAQ,1588,154,0.09697732997481108
2024-06-13,2024,K200,197,171,0.868020304568528
2024-06-13,2024,KOSPI_EX_K200,594,96,0.16161616161616163
2024-06-13,2024,KOSDAQ,1589,155,0.09754562617998741
2024-06-20,2024,K200,198,171,0.8636363636363636
2024-06-20,2024,KOSPI_EX_K200,593,102,0.17200674536256325
2024-06-20,2024,KOSDAQ,1592,160,0.10050251256281408
2024-06-27,2024,K200,198,173,0.8737373737373737
2024-06-27,2024,KOSPI_EX_K200,594,104,0.1750841750841751
2024-06-27,2024,KOSDAQ,1594,158,0.09912170639899624
2024-07-04,2024,K200,198,175,0.8838383838383839
2024-07-04,2024,KOSPI_EX_K200,594,107,0.18013468013468015
2024-07-04,2024,KOSDAQ,1597,159,0.09956167814652474
2024-07-11,2024,K200,198,175,0.8838383838383839
2024-07-11,2024,KOSPI_EX_K200,595,107,0.17983193277310924
2024-07-11,2024,KOSDAQ,1597,158,0.09893550407013149
2024-07-18,2024,K200,198,173,0.8737373737373737
2024-07-18,2024,KOSPI_EX_K200,595,105,0.17647058823529413
2024-07-18,2024,KOSDAQ,1598,154,0.09637046307884856
2024-07-25,2024,K200,198,174,0.8787878787878788
2024-07-25,2024,KOSPI_EX_K200,595,106,0.1781512605042017
2024-07-25,2024,KOSDAQ,1598,152,0.0951188986232791
2024-08-01,2024,K200,198,172,0.8686868686868687
2024-08-01,2024,KOSPI_EX_K200,597,108,0.18090452261306533
2024-08-01,2024,KOSDAQ,1599,152,0.09505941213258287
2024-08-08,2024,K200,198,173,0.8737373737373737
2024-08-08,2024,KOSPI_EX_K200,597,104,0.17420435510887772
2024-08-08,2024,KOSDAQ,1600,140,0.0875
2024-08-16,2024,K200,198,173,0.8737373737373737
2024-08-16,2024,KOSPI_EX_K200,597,103,0.17252931323283083
2024-08-16,2024,KOSDAQ,1602,148,0.09238451935081149
2024-08-23,2024,K200,198,172,0.8686868686868687
2024-08-23,2024,KOSPI_EX_K200,598,101,0.1688963210702341
2024-08-23,2024,KOSDAQ,1607,145,0.09023024268823895
2024-08-30,2024,K200,198,166,0.8383838383838383
2024-08-30,2024,KOSPI_EX_K200,598,102,0.1705685618729097
2024-08-30,2024,KOSDAQ,1608,135,0.08395522388059702
2024-09-06,2024,K200,198,169,0.8535353535353535
2024-09-06,2024,KOSPI_EX_K200,598,97,0.16220735785953178
2024-09-06,2024,KOSDAQ,1609,134,0.08328154133001865
2024-09-13,2024,K200,198,169,0.8535353535353535
2024-09-13,2024,KOSPI_EX_K200,598,94,0.15719063545150502
2024-09-13,2024,KOSDAQ,1609,131,0.08141702921068987
2024-09-25,2024,K200,198,169,0.8535353535353535
2024-09-25,2024,KOSPI_EX_K200,598,99,0.16555183946488294
2024-09-25,2024,KOSDAQ,1610,129,0.08012422360248447
2024-10-04,2024,K200,199,170,0.8542713567839196
2024-10-04,2024,KOSPI_EX_K200,598,100,0.16722408026755853
2024-10-04,2024,KOSDAQ,1612,128,0.0794044665012407
2024-10-14,2024,K200,199,171,0.8592964824120602
2024-10-14,2024,KOSPI_EX_K200,598,101,0.1688963210702341
2024-10-14,2024,KOSDAQ,1612,131,0.08126550868486353
2024-10-21,2024,K200,199,171,0.8592964824120602
2024-10-21,2024,KOSPI_EX_K200,598,98,0.16387959866220736
2024-10-21,2024,KOSDAQ,1616,133,0.0823019801980198
2024-10-28,2024,K200,199,172,0.864321608040201
2024-10-28,2024,KOSPI_EX_K200,598,99,0.16555183946488294
2024-10-28,2024,KOSDAQ,1621,128,0.07896360271437385
2024-11-04,2024,K200,199,172,0.864321608040201
2024-11-04,2024,KOSPI_EX_K200,598,102,0.1705685618729097
2024-11-04,2024,KOSDAQ,1624,130,0.08004926108374384
2024-11-11,2024,K200,199,170,0.8542713567839196
2024-11-11,2024,KOSPI_EX_K200,599,101,0.1686143572621035
2024-11-11,2024,KOSDAQ,1627,132,0.08113091579594345
2024-11-18,2024,K200,199,171,0.8592964824120602
2024-11-18,2024,KOSPI_EX_K200,599,100,0.1669449081803005
2024-11-18,2024,KOSDAQ,1632,123,0.07536764705882353
2024-11-25,2024,K200,199,173,0.8693467336683417
2024-11-25,2024,KOSPI_EX_K200,599,100,0.1669449081803005
2024-11-25,2024,KOSDAQ,1636,123,0.07518337408312958
2024-12-02,2024,K200,199,176,0.8844221105527639
2024-12-02,2024,KOSPI_EX_K200,599,103,0.17195325542570952
2024-12-02,2024,KOSDAQ,1636,122,0.0745721271393643
2024-12-09,2024,K200,199,174,0.8743718592964824
2024-12-09,2024,KOSPI_EX_K200,599,97,0.16193656093489148
2024-12-09,2024,KOSDAQ,1636,121,0.07396088019559902
2024-12-16,2024,K200,198,171,0.8636363636363636
2024-12-16,2024,KOSPI_EX_K200,601,104,0.17304492512479203
2024-12-16,2024,KOSDAQ,1638,127,0.07753357753357754
2024-12-23,2024,K200,198,171,0.8636363636363636
2024-12-23,2024,KOSPI_EX_K200,602,107,0.1777408637873754
2024-12-23,2024,KOSDAQ,1642,133,0.08099878197320341
2025-01-02,2025,K200,198,173,0.8737373737373737
2025-01-02,2025,KOSPI_EX_K200,602,103,0.17109634551495018
2025-01-02,2025,KOSDAQ,1645,128,0.07781155015197569
2025-01-09,2025,K200,198,171,0.8636363636363636
2025-01-09,2025,KOSPI_EX_K200,602,103,0.17109634551495018
2025-01-09,2025,KOSDAQ,1645,129,0.07841945288753799
2025-01-16,2025,K200,198,172,0.8686868686868687
2025-01-16,2025,KOSPI_EX_K200,602,103,0.17109634551495018
2025-01-16,2025,KOSDAQ,1645,130,0.0790273556231003
2025-01-23,2025,K200,198,171,0.8636363636363636
2025-01-23,2025,KOSPI_EX_K200,602,103,0.17109634551495018
2025-01-23,2025,KOSDAQ,1647,128,0.0777170613236187
2025-02-05,2025,K200,198,171,0.8636363636363636
2025-02-05,2025,KOSPI_EX_K200,603,98,0.1625207296849088
2025-02-05,2025,KOSDAQ,1653,125,0.07562008469449485
2025-02-12,2025,K200,198,167,0.8434343434343434
2025-02-12,2025,KOSPI_EX_K200,603,99,0.16417910447761194
2025-02-12,2025,KOSDAQ,1654,126,0.0761789600967352
2025-02-19,2025,K200,198,167,0.8434343434343434
2025-02-19,2025,KOSPI_EX_K200,603,100,0.16583747927031509
2025-02-19,2025,KOSDAQ,1657,125,0.07543753771876886
2025-02-26,2025,K200,198,167,0.8434343434343434
2025-02-26,2025,KOSPI_EX_K200,603,97,0.16086235489220563
2025-02-26,2025,KOSDAQ,1660,118,0.07108433734939759
2025-03-06,2025,K200,198,166,0.8383838383838383
2025-03-06,2025,KOSPI_EX_K200,603,94,0.1558872305140962
2025-03-06,2025,KOSDAQ,1662,121,0.07280385078219014
2025-03-13,2025,K200,198,167,0.8434343434343434
2025-03-13,2025,KOSPI_EX_K200,603,94,0.1558872305140962
2025-03-13,2025,KOSDAQ,1664,116,0.06971153846153846
2025-03-20,2025,K200,198,167,0.8434343434343434
2025-03-20,2025,KOSPI_EX_K200,605,97,0.16033057851239668
2025-03-20,2025,KOSDAQ,1666,116,0.06962785114045618
2025-03-27,2025,K200,198,167,0.8434343434343434
2025-03-27,2025,KOSPI_EX_K200,605,98,0.16198347107438016
2025-03-27,2025,KOSDAQ,1668,120,0.07194244604316546
2025-04-03,2025,K200,198,167,0.8434343434343434
2025-04-03,2025,KOSPI_EX_K200,605,97,0.16033057851239668
2025-04-03,2025,KOSDAQ,1670,117,0.07005988023952096
2025-04-10,2025,K200,198,168,0.8484848484848485
2025-04-10,2025,KOSPI_EX_K200,605,94,0.15537190082644628
2025-04-10,2025,KOSDAQ,1671,111,0.06642728904847396
2025-04-17,2025,K200,198,168,0.8484848484848485
2025-04-17,2025,KOSPI_EX_K200,605,96,0.15867768595041323
2025-04-17,2025,KOSDAQ,1671,123,0.07360861759425494
2025-04-24,2025,K200,198,168,0.8484848484848485
2025-04-24,2025,KOSPI_EX_K200,605,96,0.15867768595041323
2025-04-24,2025,KOSDAQ,1671,123,0.07360861759425494
2025-05-02,2025,K200,198,169,0.8535353535353535
2025-05-02,2025,KOSPI_EX_K200,605,101,0.1669421487603306
2025-05-02,2025,KOSDAQ,1673,132,0.07890017931858936
2025-05-13,2025,K200,198,168,0.8484848484848485
2025-05-13,2025,KOSPI_EX_K200,605,95,0.15702479338842976
2025-05-13,2025,KOSDAQ,1677,128,0.0763267740011926
2025-05-20,2025,K200,198,170,0.8585858585858586
2025-05-20,2025,KOSPI_EX_K200,605,99,0.16363636363636364
2025-05-20,2025,KOSDAQ,1681,127,0.07555026769779893
2025-05-27,2025,K200,198,170,0.8585858585858586
2025-05-27,2025,KOSPI_EX_K200,606,100,0.16501650165016502
2025-05-27,2025,KOSDAQ,1682,124,0.07372175980975029
2025-06-04,2025,K200,198,171,0.8636363636363636
2025-06-04,2025,KOSPI_EX_K200,606,109,0.17986798679867988
2025-06-04,2025,KOSDAQ,1683,138,0.08199643493761141
2025-06-12,2025,K200,198,170,0.8585858585858586
2025-06-12,2025,KOSPI_EX_K200,606,107,0.17656765676567657
2025-06-12,2025,KOSDAQ,1685,139,0.08249258160237388
2025-06-19,2025,K200,198,169,0.8535353535353535
2025-06-19,2025,KOSPI_EX_K200,606,111,0.18316831683168316
2025-06-19,2025,KOSDAQ,1686,143,0.08481613285883749
2025-06-26,2025,K200,198,169,0.8535353535353535
2025-06-26,2025,KOSPI_EX_K200,606,111,0.18316831683168316
2025-06-26,2025,KOSDAQ,1686,143,0.08481613285883749
2025-07-03,2025,K200,198,172,0.8686868686868687
2025-07-03,2025,KOSPI_EX_K200,606,114,0.18811881188118812
