date,n_factor_files,median_pairwise_rowset_jaccard,min_pairwise_rowset_jaccard,mom1m_rows_in_listed,top_mcap_n_jaccard,share_factor_rows_in_top_mcap_n,median_mcap_pct_rank_of_factor_rows
2018-06-18,8,1.0,1.0,593,0.9733777038269551,0.9865092748735245,0.8373626373626374
2018-06-25,8,1.0,1.0,567,0.96875,0.9841269841269841,0.8445054945054945
2018-07-02,8,1.0,1.0,551,0.9678571428571429,0.9836660617059891,0.8489840746842394
2018-07-09,8,1.0,1.0,541,0.9816849816849816,0.9907578558225508,0.8518111964873765
2018-07-16,8,1.0,1.0,553,0.9785330948121646,0.9891500904159132,0.8478379857690203
2018-07-23,8,1.0,1.0,555,0.9750889679715302,0.9873873873873874,0.8486338797814208
2018-07-30,8,1.0,1.0,542,0.9781021897810219,0.988929889298893,0.8523471615720524
2018-08-06,8,1.0,1.0,552,0.978494623655914,0.9891304347826086,0.8499455337690631
2018-08-13,8,1.0,1.0,564,0.9789473684210527,0.9893617021276596,0.84676102340773
2018-08-21,8,1.0,1.0,550,0.9891500904159132,0.9945454545454545,0.8506528835690969
2018-08-28,8,1.0,1.0,562,0.9753954305799648,0.9875444839857651,0.847637153720804
2018-09-04,8,1.0,1.0,571,0.9792027729636048,0.989492119089317,0.8452768729641694
2018-09-11,8,1.0,1.0,575,0.9759450171821306,0.9878260869565217,0.8442756375474769
2018-09-18,8,1.0,1.0,581,0.9829351535836177,0.9913941480206541,0.8429035752979415
2018-09-28,8,1.0,1.0,570,0.9860627177700348,0.9929824561403509,0.8460497835497836
2018-10-08,8,1.0,1.0,556,0.9646643109540636,0.9820143884892086,0.8502428494333514
2018-10-16,8,1.0,1.0,516,0.9770114942528736,0.9883720930232558,0.8611111111111112
2018-10-23,8,1.0,1.0,524,0.9773584905660377,0.9885496183206107,0.8589536138079827
2018-10-30,8,1.0,1.0,482,0.9713701431492843,0.9854771784232366,0.8704202586206897
2018-11-06,8,1.0,1.0,501,0.9802371541501976,0.9900199600798403,0.8655913978494624
2018-11-13,8,1.0,1.0,507,0.9843444227005871,0.9921104536489151,0.863978494623656
2018-11-20,8,1.0,1.0,503,0.9803149606299213,0.9900596421471173,0.8652710681696189
2018-11-27,8,1.0,1.0,496,0.984,0.9919354838709677,0.8674343867166577
2018-12-04,8,1.0,1.0,503,0.9881422924901185,0.9940357852882704,0.8659903897490657
2018-12-11,8,1.0,1.0,498,0.9801192842942346,0.9899598393574297,0.8675373134328358
2018-12-18,8,1.0,1.0,489,0.9717741935483871,0.9856850715746421,0.8702817650186071
2018-12-26,8,1.0,1.0,483,0.9714285714285714,0.9855072463768116,0.8725542041248017
2019-01-04,8,1.0,1.0,488,0.9797160243407708,0.9897540983606558,0.8713002114164905
2019-01-11,8,1.0,1.0,493,0.9759519038076152,0.9878296146044625,0.8699788583509513
2019-01-18,8,1.0,1.0,510,0.9767441860465116,0.9882352941176471,0.8654862579281184
2019-01-25,8,1.0,1.0,521,0.9847619047619047,0.9923224568138196,0.8626518753301637
2019-02-01,8,1.0,1.0,528,0.9738317757009346,0.9867424242424242,0.8609498680738786
2019-02-13,8,1.0,1.0,529,0.9702048417132216,0.9848771266540642,0.860305745914602
2019-02-20,8,1.0,1.0,545,0.9818181818181818,0.9908256880733946,0.8566912539515279
2019-02-27,8,1.0,1.0,546,0.9854545454545455,0.9926739926739927,0.8564278187565859
2019-03-07,8,1.0,1.0,543,0.9781420765027322,0.988950276243094,0.8572933122696156
2019-03-14,8,1.0,1.0,547,0.9818840579710145,0.9908592321755028,0.8563157894736843
2019-03-21,8,1.0,1.0,554,0.9821109123434705,0.9909747292418772,0.8545502367175171
2019-03-28,8,1.0,1.0,541,0.9853211009174312,0.9926062846580407,0.8576680672268907
2019-04-04,8,1.0,1.0,545,0.9854280510018215,0.9926605504587156,0.8572178477690289
2019-04-11,8,1.0,1.0,567,0.96875,0.9841269841269841,0.8514435695538057
2019-04-18,8,1.0,1.0,573,0.9826989619377162,0.9912739965095986,0.8498687664041995
2019-04-25,8,1.0,1.0,574,0.9896013864818024,0.9947735191637631,0.8496062992125984
2019-05-03,8,1.0,1.0,571,0.9895470383275261,0.9947460595446584,0.8504721930745016
2019-05-13,8,1.0,1.0,557,0.9716814159292035,0.9856373429084381,0.8542976939203354
2019-05-20,8,1.0,1.0,554,0.9750445632798574,0.9873646209386282,0.855083857442348
2019-05-27,8,1.0,1.0,544,0.9710144927536232,0.9852941176470589,0.857778941854374
2019-06-03,8,1.0,1.0,539,0.9816176470588235,0.9907235621521335,0.8593096234309623
2019-06-11,8,1.0,1.0,552,0.978494623655914,0.9891304347826086,0.8560606060606061
2019-06-18,8,1.0,1.0,563,0.9719789842381786,0.9857904085257548,0.8532637075718016
2019-06-25,8,1.0,1.0,556,0.982174688057041,0.9910071942446043,0.8551670146137788
2019-07-02,8,1.0,1.0,552,0.9820466786355476,0.9909420289855072,0.8562858633281168
2019-07-09,8,1.0,1.0,559,0.9717813051146384,0.9856887298747764,0.8545359749739312
2019-07-16,8,1.0,1.0,550,0.9891500904159132,0.9945454545454545,0.85703125
2019-07-23,8,1.0,1.0,540,0.9852941176470589,0.9925925925925926,0.8597814776274714
2019-07-30,8,1.0,1.0,522,0.969811320754717,0.9846743295019157,0.8646753246753247
2019-08-06,8,1.0,1.0,501,0.9608610567514677,0.9800399201596807,0.8703991705546915
2019-08-13,8,1.0,1.0,492,0.9838709677419355,0.991869918699187,0.8728638011393061
2019-08-21,8,1.0,1.0,492,0.9759036144578314,0.9878048780487805,0.8731266149870801
2019-08-28,8,1.0,1.0,485,0.9755600814663951,0.9876288659793815,0.875
2019-09-04,8,1.0,1.0,502,0.9724950884086444,0.9860557768924303,0.8706095041322315
2019-09-11,8,1.0,1.0,512,0.9768339768339769,0.98828125,0.8680949922560661
2019-09-20,8,1.0,1.0,531,0.9850467289719627,0.992467043314501,0.8628865979381444
2019-09-27,8,1.0,1.0,520,0.9734345351043643,0.9865384615384616,0.8662371134020619
2019-10-07,8,1.0,1.0,512,0.9768339768339769,0.98828125,0.8683668212261721
2019-10-15,8,1.0,1.0,513,0.976878612716763,0.9883040935672515,0.8682449819866186
2019-10-22,8,1.0,1.0,519,0.9885057471264368,0.9942196531791907,0.8670431211498973
2019-10-29,8,1.0,1.0,518,0.9884836852207294,0.9942084942084942,0.8675717213114754
2019-11-05,8,1.0,1.0,526,0.9774436090225563,0.9885931558935361,0.86579754601227
2019-11-12,8,1.0,1.0,529,0.9775700934579439,0.9886578449905482,0.8653061224489796
2019-11-19,8,1.0,1.0,529,0.9849906191369606,0.9924385633270322,0.8655804480651731
2019-11-26,8,1.0,1.0,515,0.9807692307692307,0.9902912621359223,0.8694768918232605
2019-12-03,8,1.0,1.0,519,0.9847036328871893,0.9922928709055877,0.8685946220192795
2019-12-10,8,1.0,1.0,516,0.980806142034549,0.9903100775193798,0.8695542046605876
2019-12-17,8,1.0,1.0,527,0.981203007518797,0.9905123339658444,0.8669028340080972
2019-12-24,8,1.0,1.0,530,0.9702602230483272,0.9849056603773585,0.8665489404641775
2020-01-03,8,1.0,1.0,542,0.9709090909090909,0.985239852398524,0.863727959697733
2020-01-10,8,1.0,1.0,524,0.9773584905660377,0.9885496183206107,0.8682619647355163
2020-01-17,8,1.0,1.0,551,0.9820143884892086,0.9909255898366606,0.8614609571788413
2020-01-28,8,1.0,1.0,555,0.9715808170515098,0.9855855855855856,0.8605236656596174
