date,n_factor_files,median_pairwise_rowset_jaccard,min_pairwise_rowset_jaccard,mom1m_rows_in_listed,top_mcap_n_jaccard,share_factor_rows_in_top_mcap_n,median_mcap_pct_rank_of_factor_rows
2020-02-04,8,1.0,1.0,525,0.9626168224299065,0.9809523809523809,0.8680765357502518
2020-02-11,8,1.0,1.0,539,0.9816176470588235,0.9907235621521335,0.8646200301962758
2020-02-18,8,1.0,1.0,547,0.9818840579710145,0.9908592321755028,0.8626069451434323
2020-02-25,8,1.0,1.0,537,0.9779005524861878,0.9888268156424581,0.8651911468812877
2020-03-03,8,1.0,1.0,501,0.9763313609467456,0.9880239520958084,0.8743718592964824
2020-03-10,8,1.0,1.0,521,0.9847619047619047,0.9923224568138196,0.8694779116465864
2020-03-17,8,1.0,1.0,426,0.9586206896551724,0.9788732394366197,0.8934302908726178
2020-03-24,8,1.0,1.0,381,0.9740932642487047,0.9868766404199475,0.9047141424272819
2020-03-31,8,1.0,1.0,424,0.9675174013921114,0.9834905660377359,0.8939317953861585
2020-04-07,8,1.0,1.0,456,0.9697624190064795,0.9846491228070176,0.8859077231695085
2020-04-14,8,1.0,1.0,488,0.967741935483871,0.9836065573770492,0.8778836509528586
2020-04-22,8,1.0,1.0,499,0.9723320158102767,0.9859719438877755,0.8751253761283851
2020-04-29,8,1.0,1.0,505,0.97265625,0.9861386138613861,0.8736208625877633
2020-05-11,8,1.0,1.0,526,0.9700374531835206,0.9847908745247148,0.8683550651955867
