sample,universe,target,definition,metric,horizon,outcome,n_high,n_low,high_mean,low_mean,high_minus_low,nw_t
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,5,spread,88,106,0.010298319387738557,0.0024480984854722016,0.007850220902266355,2.471843963227193
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,20,top,88,106,0.026291010953163416,0.004042819039017543,0.022248191914145874,1.298558313682552
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_NET_BREADTH,20,spread,88,106,0.030289790799436066,0.015878555670304436,0.01441123512913163,1.5579606463543576
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,5,top,127,104,0.007593144366797313,-0.0004239410628157489,0.008017085429613062,1.640608940363895
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,5,spread,127,104,0.008684194968665286,0.0026247757625702684,0.006059419206095018,2.129143314675001
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,20,top,127,104,0.02585325189642541,0.008322509238408039,0.01753074265801737,1.1883638464653847
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,B,FH_B_INCLUSIVE,20,spread,127,104,0.030893371691221826,0.014921564132746154,0.015971807558475673,1.9044539469853483
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,5,top,97,97,0.008181306665632647,-0.0008022073214432428,0.00898351398707589,1.6766350965343932
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,5,spread,97,97,0.009246999858285768,0.0019184749221019036,0.007328524936183864,2.337220711382219
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,20,top,97,97,0.022720510060664844,0.021011570722846453,0.001708939337818391,0.10607996608165483
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_CONTINUOUS,20,spread,97,97,0.02857797580720231,0.017213646857506777,0.011364328949695534,1.1637740657995443
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,5,top,97,97,0.008476886203945516,0.0019079747619364469,0.006568911442009069,1.2111765126624832
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,5,spread,97,97,0.009824095810250098,0.0031398421657053265,0.006684253644544771,2.1040965710006767
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,20,top,97,97,0.02489712685943687,0.02428056703334691,0.0006165598260899595,0.036541591000056786
TRAIN_2017_2022,KOSPI_EX_K200,REVISION,C,FH_C_INCLUSIVE,20,spread,97,97,0.031897551415457505,0.021181746955138005,0.0107158044603195,1.130022440767533
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,5,top,65,226,0.0052535294624301435,-0.0001502908803981638,0.0054038203428283076,1.3927945340737447
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,5,spread,65,226,0.0029316267027711387,-0.0020999337654079805,0.00503156046817912,0.9721569222195169
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,20,top,65,226,0.012351408630801171,0.002296105979525497,0.010055302651275674,0.9170761009215199
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_HEALTHY_BREADTH,20,spread,65,226,0.006859479682248039,-0.0071137432938724885,0.013973222976120529,1.0203679467069298
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,5,top,25,200,0.001810960197282223,-0.0010452085083491203,0.0028561687056313434,0.4874681654195637
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,5,spread,25,200,0.00557787315030424,-0.0031532867591527536,0.008731159909456995,1.1465824387037173
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,20,top,25,200,0.014670402686509054,-0.00040507895826911555,0.015075481644778168,1.1817322651750592
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,A,FH_A_INCLUSIVE,20,spread,25,200,-0.005870784495986394,-0.008812024846785756,0.002941240350799362,0.16847646947173095
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,5,top,113,96,0.005020896576908217,0.00012934670388061101,0.004891549873027606,0.9411401158212863
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,5,spread,113,96,0.0026021214070232465,-0.0033711046162220454,0.005973226023245292,1.2552988712143232
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,20,top,113,96,0.01174351176718724,0.002753599883183457,0.008989911884003783,0.7509011208707972
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_NET_BREADTH,20,spread,113,96,0.005579985400199288,-0.012710306385088138,0.018290291785287426,1.3556694396574414
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,5,top,127,104,0.003971467470691946,-0.0012020341257678176,0.005173501596459763,1.072866286293111
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,5,spread,127,104,0.000617496239463237,-0.0026382457832909265,0.0032557420227541634,0.7458445958828405
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,20,top,127,104,0.011674752465326803,-0.0018042249460503562,0.01347897741137716,1.106705007111245
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,B,FH_B_INCLUSIVE,20,spread,127,104,0.0014317539969072564,-0.010260649888299002,0.01169240388520626,0.9516668460930828
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,5,top,97,97,0.005205401768239984,0.0017765278543422796,0.0034288739138977043,0.618925061274978
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,5,spread,97,97,0.0021659933677171585,5.363002323563774e-05,0.002112363344481521,0.41469944489819843
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,20,top,97,97,0.010877158089082128,0.007579671784321898,0.0032974863047602306,0.24928565183942153
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_CONTINUOUS,20,spread,97,97,0.002727121082936288,-0.01706782167659197,0.01979494275952826,1.3747598436684787
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,5,top,97,97,0.004943489245218746,0.0002213005047805365,0.0047221887404382094,0.8689786939220777
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,5,spread,97,97,0.002020141563492298,-0.003124809889511657,0.0051449514530039556,1.0806504513916946
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,20,top,97,97,0.011873814418976301,0.007640221346422866,0.004233593072553435,0.28591267658946895
TRAIN_2017_2022,KOSPI_EX_K200,VALUE,C,FH_C_INCLUSIVE,20,spread,97,97,-0.0017375872547486335,-0.013375711427302768,0.011638124172554134,0.8025477967266896
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,5,top,63,228,0.0015560839092598933,0.001002631017764578,0.0005534528914953154,0.13831217066715357
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,5,spread,63,228,0.001722120312735243,0.0004685240220454442,0.0012535962906897989,0.7448705478586675
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,20,top,63,228,-0.00016490963678992066,0.006469994579163244,-0.006634904215953165,-0.6385909111543555
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_HEALTHY_BREADTH,20,spread,63,228,0.004934620660084622,0.0026995838181739554,0.0022350368419106668,0.5477606474384014
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_INCLUSIVE,5,top,22,212,-0.004938515455228781,0.00045309581425461473,-0.005391611269483396,-0.8556412438018379
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_INCLUSIVE,5,spread,22,212,0.0012257302577547956,0.0007033804329635596,0.0005223498247912359,0.22272774966974415
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_INCLUSIVE,20,top,22,212,-0.006820342200807749,0.00692426878675866,-0.013744610987566408,-1.0873368044302254
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,A,FH_A_INCLUSIVE,20,spread,22,212,0.0032206515280190137,0.0034244113734378224,-0.00020375984541880872,-0.0375121891626499
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_NET_BREADTH,5,top,114,67,0.0006719180719525466,0.0013281162418703899,-0.0006561981699178432,-0.11330053844874416
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_NET_BREADTH,5,spread,114,67,0.0019159869598107649,0.0009482853170633521,0.0009677016427474128,0.5380454118616118
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_NET_BREADTH,20,top,114,67,-0.0032000672256344283,0.01036153326131153,-0.01356160048694596,-0.8474512331438243
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_NET_BREADTH,20,spread,114,67,0.00528251897255663,0.0028095130985697075,0.0024730058739869222,0.5716302490543742
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_INCLUSIVE,5,top,126,79,0.0013247649008913888,0.0011284802431913788,0.00019628465770001003,0.03720212745927906
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_INCLUSIVE,5,spread,126,79,0.0016695627754828779,0.0009894782804274439,0.000680084495055434,0.40567626272463403
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_INCLUSIVE,20,top,126,79,-0.00201003321579033,0.013208009381518985,-0.015218042597309314,-1.0264300187998585
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,B,FH_B_INCLUSIVE,20,spread,126,79,0.004428498520529943,0.0034069028464524228,0.0010215956740775205,0.26022305854811595
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_CONTINUOUS,5,top,97,97,8.361570152655444e-05,0.0004939068900308767,-0.00041029118850432225,-0.0804397322235568
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_CONTINUOUS,5,spread,97,97,0.002198054067038515,4.39167292054195e-07,0.002197614899746461,1.2676893116156225
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_CONTINUOUS,20,top,97,97,-0.003908412027629247,0.013118586505972628,-0.017026998533601876,-1.230647589557994
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_CONTINUOUS,20,spread,97,97,0.007705677288142167,0.0016216052264414872,0.00608407206170068,1.3987581362500914
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_INCLUSIVE,5,top,97,97,0.0015807407970744656,0.0009971189711880776,0.000583621825886388,0.11477489743211444
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_INCLUSIVE,5,spread,97,97,0.0019652178795131927,0.0004140105112845222,0.0015512073682286706,0.9170069716553895
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_INCLUSIVE,20,top,97,97,3.249248634648651e-05,0.018102786881170244,-0.018070294394823758,-1.333663828052415
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,FLOW,C,FH_C_INCLUSIVE,20,spread,97,97,0.006577225422739577,0.002959848369287043,0.003617377053452534,0.7867119338703614
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_HEALTHY_BREADTH,5,top,53,238,-0.0012548883558620978,-0.0003853496758385467,-0.0008695386800235511,-0.1924892144178193
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_HEALTHY_BREADTH,5,spread,53,238,-0.002216044596169725,-0.002091927421304276,-0.00012411717486544892,-0.02947851715010744
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_HEALTHY_BREADTH,20,top,53,238,-0.0029335719864669717,-0.0017007966521319412,-0.0012327753343350306,-0.11201897575300628
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_HEALTHY_BREADTH,20,spread,53,238,-0.0018764359250737727,-0.00996153218712907,0.008085096262055298,0.8214781791599122
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_INCLUSIVE,5,top,22,212,-0.01070417247159592,-0.001005026810584955,-0.009699145661010964,-1.365059062660927
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_INCLUSIVE,5,spread,22,212,-0.005885602428063141,-0.002246772409220186,-0.0036388300188429546,-0.7093484719851393
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_INCLUSIVE,20,top,22,212,-0.02316534891577816,-0.001012886776089777,-0.022152462139688384,-1.3543127511514614
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,A,FH_A_INCLUSIVE,20,spread,22,212,-0.013600724269135167,-0.011632309312679357,-0.0019684149564558103,-0.13355832574130555
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_NET_BREADTH,5,top,129,61,-0.0012555171221277943,-0.0034609141439679116,0.0022053970218401174,0.3715640088914306
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_NET_BREADTH,5,spread,129,61,-0.00185838816602469,-9.564599753404076e-05,-0.0017627421684906493,-0.39585825372232086
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_NET_BREADTH,20,top,129,61,-0.003002443999705552,-0.005527887829673405,0.002525443829967853,0.15197156696735348
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_NET_BREADTH,20,spread,129,61,-0.004621561009544744,-0.014494106364734957,0.009872545355190214,0.7413309327890829
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_INCLUSIVE,5,top,126,79,-0.001401543239398245,-2.726473758259508e-05,-0.00137427850181565,-0.2582563294051611
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_INCLUSIVE,5,spread,126,79,-0.001273253663299021,-0.0013311582044810025,5.7904541181981505e-05,0.01407731151520649
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_INCLUSIVE,20,top,126,79,-0.00953513734660943,0.006155754870037253,-0.01569089221664668,-1.1166969877506745
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,B,FH_B_INCLUSIVE,20,spread,126,79,-0.0029460782778317537,-0.011317706688897698,0.008371628411065944,0.6986135834709715
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_CONTINUOUS,5,top,97,97,0.0020208746554182394,-0.0005494099763044863,0.0025702846317227257,0.49756046466115456
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_CONTINUOUS,5,spread,97,97,-0.00016829746541553175,-0.002817131634715954,0.0026488341693004223,0.6092791168860865
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_CONTINUOUS,20,top,97,97,0.0006456060207483033,0.0017228948359893673,-0.001077288815241064,-0.07772530142264548
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_CONTINUOUS,20,spread,97,97,0.0003792037633935162,-0.017309116245947637,0.017688320009341153,1.3925871472340754
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_INCLUSIVE,5,top,97,97,-0.0010312134624196644,-0.0014114794940722753,0.00038026603165261085,0.07228246611280703
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_INCLUSIVE,5,spread,97,97,-0.0006003156919307199,-0.005087675043296393,0.004487359351365673,1.0344485862846988
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_INCLUSIVE,20,top,97,97,-0.008424943339061235,0.006840919323377507,-0.01526586266243874,-1.097796330182762
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,MOMENTUM,C,FH_C_INCLUSIVE,20,spread,97,97,-0.0008884691076548402,-0.02137470504366224,0.020486235936007402,1.6616447805996648
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,5,top,29,262,-0.0025298364232191096,0.0032886728189453784,-0.005818509242164488,-1.1236502055382211
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,5,spread,29,262,-0.0004324955626219478,0.003781737971985074,-0.004214233534607021,-1.8443949049011346
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,20,top,29,262,0.006077158664362399,0.012222043445739331,-0.006144884781376932,-0.5952671084841085
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_HEALTHY_BREADTH,20,spread,29,262,0.006439846757475104,0.01469329732984582,-0.008253450572370716,-1.5441940226988766
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_INCLUSIVE,5,top,22,212,-0.004945311110787467,0.0018116099459088756,-0.006756921056696343,-1.058896513015555
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_INCLUSIVE,5,spread,22,212,-0.0009978515531809998,0.0025117658465408587,-0.0035096173997218585,-1.3583301335770772
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_INCLUSIVE,20,top,22,212,0.0001067566628460402,0.011815434288056533,-0.011708677625210493,-0.9453031523092656
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,A,FH_A_INCLUSIVE,20,spread,22,212,0.004885754672980947,0.012238740930219615,-0.007352986257238668,-1.0936825569463082
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_NET_BREADTH,5,top,96,85,0.002352353517249818,-5.752548391553389e-05,0.002409879001165352,0.4655171068774453
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_NET_BREADTH,5,spread,96,85,0.004901130721214943,0.0017811120257275874,0.0031200186954873557,1.4624881314189875
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_NET_BREADTH,20,top,96,85,0.013008477832424392,0.011533267729408292,0.0014752101030161002,0.09741794648520609
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_NET_BREADTH,20,spread,96,85,0.02086931750812383,0.006560736414413664,0.014308581093710165,2.6369226286325413
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_INCLUSIVE,5,top,126,79,0.0026757322784091335,0.0008372656131299651,0.0018384666652791685,0.35888890254346034
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_INCLUSIVE,5,spread,126,79,0.0047711565540510415,0.0006828186548751042,0.004088337899175938,1.9453293275854775
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_INCLUSIVE,20,top,126,79,0.007378372084255746,0.012325643474424957,-0.004947271390169211,-0.32139820806591335
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,B,FH_B_INCLUSIVE,20,spread,126,79,0.01848010783840964,0.0048572045204058325,0.013622903318003806,2.5011915288598425
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_CONTINUOUS,5,top,97,97,0.0038100126931527667,0.0008741121624751098,0.002935900530677657,0.5937006741936215
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_CONTINUOUS,5,spread,97,97,0.004996055604549392,-2.7330691589279494e-05,0.005023386296138672,2.2804722655073566
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_CONTINUOUS,20,top,97,97,0.014106826363259467,0.018259950715250554,-0.004153124351991087,-0.27734886658246993
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_CONTINUOUS,20,spread,97,97,0.020050568144746116,0.005098177014366725,0.01495239113037939,2.3524279400995423
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_INCLUSIVE,5,top,97,97,0.0026849338785872373,0.0013636782994352972,0.00132125557915194,0.27113086718868734
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_INCLUSIVE,5,spread,97,97,0.004909270633069568,0.0006348234970373844,0.0042744471360321844,2.025727455299232
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_INCLUSIVE,20,top,97,97,0.009267559817779525,0.016997429754217,-0.007729869936437475,-0.5467569602656251
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,REVISION,C,FH_C_INCLUSIVE,20,spread,97,97,0.019320456960669835,0.004283065888973473,0.015037391071696361,2.382660184325181
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,5,top,57,234,0.0061522271228608375,-0.00012829967559319368,0.006280526798454031,1.6294558369387873
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,5,spread,57,234,0.0037941693066814676,-0.0010293812599741772,0.0048235505666556445,1.1359386478921367
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,20,top,57,234,0.007550409487111302,0.0040640340028517226,0.0034863754842595794,0.3238908269042017
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_HEALTHY_BREADTH,20,spread,57,234,0.014463401283787255,-0.004102411675414218,0.018565812959201473,1.3804916280560304
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_INCLUSIVE,5,top,22,212,0.0023358364471126186,-0.0003314413744029835,0.002667277821515602,0.4298621250220918
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_INCLUSIVE,5,spread,22,212,0.009603924030738236,-0.001174479362645068,0.010778403393383304,1.6233578613215918
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_INCLUSIVE,20,top,22,212,0.012751613748498843,0.0030013951582150123,0.00975021859028383,0.7223554998026143
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,A,FH_A_INCLUSIVE,20,spread,22,212,0.025321325874937527,-0.004313928716687609,0.029635254591625138,1.5976281171967006
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_NET_BREADTH,5,top,115,78,0.003769601681368344,0.00182431667720741,0.0019452850041609341,0.49401402970672603
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_NET_BREADTH,5,spread,115,78,0.0018184099968515915,-0.0007297028050607785,0.00254811280191237,0.5952891128794884
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_NET_BREADTH,20,top,115,78,0.003525945286722752,0.005309416008294569,-0.0017834707215718172,-0.1198769466993283
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_NET_BREADTH,20,spread,115,78,0.01232799057884166,-0.011444198670282403,0.023772189249124064,1.9623252018800106
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_INCLUSIVE,5,top,126,79,0.0026027846958684943,-0.0011349733704629126,0.003737758066331407,0.6858121656693644
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_INCLUSIVE,5,spread,126,79,0.0026241172905223883,-0.0034156776425134806,0.006039794933035868,1.4749133684728157
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_INCLUSIVE,20,top,126,79,0.004130368861997813,0.006144171008121524,-0.0020138021461237107,-0.12174549553769871
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,B,FH_B_INCLUSIVE,20,spread,126,79,0.00954088246848798,-0.011475166459455177,0.021016048927943155,1.6942971729204248
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_CONTINUOUS,5,top,97,97,0.003703333591408161,0.0005441100408795202,0.0031592235505286405,0.6185724298148164
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_CONTINUOUS,5,spread,97,97,8.855471609522485e-06,-0.0014310767193329047,0.0014399321909424273,0.341276623166315
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_CONTINUOUS,20,top,97,97,0.00879240003904494,0.01346638541016535,-0.004673985371120411,-0.3655133993419993
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_CONTINUOUS,20,spread,97,97,0.006360181246369177,-0.011298038537928604,0.017658219784297782,1.3587483794564905
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_INCLUSIVE,5,top,97,97,0.003035311984438067,0.00042955855537425296,0.0026057534290638137,0.5124431415611826
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_INCLUSIVE,5,spread,97,97,0.002133935892100503,-0.0002751245851392747,0.0024090604772397774,0.5843685539337944
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_INCLUSIVE,20,top,97,97,0.008501061114073994,0.009549313047372025,-0.001048251933298031,-0.07122846379073841
TRAIN_2017_2022,KOSPI_KOSDAQ_ALL,VALUE,C,FH_C_INCLUSIVE,20,spread,97,97,0.011280954252207782,-0.00951621027988354,0.020797164532091322,1.5175662920173185
POST_2023_PLUS,K200,FLOW,A,FH_A_HEALTHY_BREADTH,5,top,55,119,0.006839389776196249,0.0036395352345425817,0.0031998545416536675,0.5990008899120457
POST_2023_PLUS,K200,FLOW,A,FH_A_HEALTHY_BREADTH,5,spread,55,119,0.004073200796013953,0.002195779790947653,0.0018774210050662996,0.5815159235070819
POST_2023_PLUS,K200,FLOW,A,FH_A_HEALTHY_BREADTH,20,top,55,116,0.029204224153686297,0.012150865307268001,0.017053358846418294,1.0088207082124923
POST_2023_PLUS,K200,FLOW,A,FH_A_HEALTHY_BREADTH,20,spread,55,116,0.023192804103434807,0.004431823304575819,0.01876098079885899,2.3597489012929276
POST_2023_PLUS,K200,FLOW,A,FH_A_INCLUSIVE,5,top,28,105,0.015106759397319673,0.004462610751074278,0.010644148646245395,1.60803138426905
POST_2023_PLUS,K200,FLOW,A,FH_A_INCLUSIVE,5,spread,28,105,0.0027135769478069532,0.002497460129517573,0.0002161168182893804,0.049453057157339976
POST_2023_PLUS,K200,FLOW,A,FH_A_INCLUSIVE,20,top,28,102,0.05360757452103715,0.014090147840046904,0.039517426680990245,1.467690497569156
POST_2023_PLUS,K200,FLOW,A,FH_A_INCLUSIVE,20,spread,28,102,0.0288978183844335,0.005304603153177645,0.023593215231255855,1.9941356422900585
POST_2023_PLUS,K200,FLOW,B,FH_B_NET_BREADTH,5,top,91,41,0.0043508550751510736,0.006648832794048788,-0.0022979777188977145,-0.3810888133337182
POST_2023_PLUS,K200,FLOW,B,FH_B_NET_BREADTH,5,spread,91,41,0.003952377340527387,0.002530627104015966,0.0014217502365114205,0.4267732985179539
