sample,universe,target,family,n,ex_beta_per_1sd,ex_t,self_beta_per_1sd,self_t
POST_2023_2024,KOSPI_EX_K200,FLOW,A,97,-0.0013561959115897429,-0.21276998873910866,-0.0025808336849488197,-0.41128987398705247
POST_2023_2024,KOSPI_EX_K200,FLOW,B,97,0.0025470114348731558,0.4059188578541814,-0.004934912790206586,-0.833143653751341
POST_2023_2024,KOSPI_EX_K200,FLOW,C,97,-0.0005755141889682323,-0.07003602985009284,-0.008556027859579419,-1.4322184855429871
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,A,97,-0.0052771894447044545,-0.800336315195195,0.02116315581634613,1.5976134264240724
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,B,97,3.9500529350336654e-05,0.005523826234652363,0.01880694719049441,1.701192207304864
POST_2023_2024,KOSPI_EX_K200,MOMENTUM,C,97,-0.002441136594309835,-0.2492336596382671,0.009816030704321346,0.6719706232539012
POST_2023_2024,KOSPI_EX_K200,REVISION,A,97,0.0018098315995488752,0.2790050961397646,8.348921308243745e-05,0.013194065059593084
POST_2023_2024,KOSPI_EX_K200,REVISION,B,97,0.005105507196335075,0.9520374182467687,-0.0025225692453965795,-0.39928241862641856
POST_2023_2024,KOSPI_EX_K200,REVISION,C,97,0.005094751400013621,0.9525192796511732,-0.006116810355312097,-0.984638402873253
POST_2023_2024,KOSPI_EX_K200,VALUE,A,97,-0.004863295224138094,-0.9766554016512743,-0.006580020655752497,-1.8326071258356134
POST_2023_2024,KOSPI_EX_K200,VALUE,B,97,-0.006198306551531366,-1.2042928134541515,-0.011102308243142501,-1.913732003299352
POST_2023_2024,KOSPI_EX_K200,VALUE,C,97,-0.008476816143563179,-2.1188718744085726,-0.012042813791055172,-2.279605609371884
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,A,97,0.0017322331001794805,0.2749832958808354,-0.004517991043269606,-1.0740454319946664
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,B,97,0.0009373167724438693,0.14569006073863017,-0.0017100746639630942,-0.2734612687074031
POST_2023_2024,KOSPI_KOSDAQ_ALL,FLOW,C,97,-0.006198667279635102,-1.0677242643626044,-0.0042232502435604925,-0.6614750285230186
POST_2023_2024,KOSPI_KOSDAQ_ALL,MOMENTUM,A,97,0.0010275776087009954,0.15503707005550083,0.007654432459183458,0.646651452481018
POST_2023_2024,KOSPI_KOSDAQ_ALL,MOMENTUM,B,97,0.004645301074143983,0.811818427324813,0.006321216308250179,0.60242729048513
POST_2023_2024,KOSPI_KOSDAQ_ALL,MOMENTUM,C,97,-0.005874432829975125,-0.7112846381543523,-0.001016531386724948,-0.09475485577660656
POST_2023_2024,KOSPI_KOSDAQ_ALL,REVISION,A,97,-0.00180523320616695,-0.30723913298162714,0.006726682322759967,1.142903876096177
POST_2023_2024,KOSPI_KOSDAQ_ALL,REVISION,B,97,0.0026100362599246855,0.4603453052087884,-6.582358448082636e-05,-0.008698940225388946
POST_2023_2024,KOSPI_KOSDAQ_ALL,REVISION,C,97,-0.005158862063643239,-0.9396877766613915,-0.005445947878397623,-0.9523098777304233
POST_2023_2024,KOSPI_KOSDAQ_ALL,VALUE,A,97,-0.001124886533890256,-0.31692555507443754,-0.008650035334394322,-2.351227053410304
POST_2023_2024,KOSPI_KOSDAQ_ALL,VALUE,B,97,-0.0072785523483811015,-1.5133522983867314,-0.016850784935923797,-2.331451038283719
POST_2023_2024,KOSPI_KOSDAQ_ALL,VALUE,C,97,-0.013716711378201256,-1.9473843130802426,-0.01564744534274807,-1.878927791208436
BULL_2025,K200,FLOW,A,49,0.02059394642297649,1.211912514458619,0.004557988774034714,0.34893636801365696
BULL_2025,K200,FLOW,B,49,0.03448254558439303,1.969090262971516,-0.016055923058507882,-1.0918417744673217
BULL_2025,K200,FLOW,C,49,0.06411168324822102,2.353351148006776,-0.046353720482920344,-2.1762628358475054
BULL_2025,K200,MOMENTUM,A,49,0.007694288275240146,0.34851444946698273,0.011581694989897287,0.7049852469778877
BULL_2025,K200,MOMENTUM,B,49,-0.008833440868151635,-0.44352908692964804,0.02881601476423271,1.6913959453765757
BULL_2025,K200,MOMENTUM,C,49,-0.0519862135346255,-2.0637908789273203,0.06132883768859496,1.9599806419418262
BULL_2025,K200,REVISION,A,49,0.004752218773331367,0.30493442935846327,0.015492468914474984,1.4301462176373994
BULL_2025,K200,REVISION,B,49,0.0006979772460417298,0.051319118623013436,0.015721972776556157,1.4330355579350011
BULL_2025,K200,REVISION,C,49,0.006511847937136424,0.3504832579587221,0.0027444014096860664,0.1734750024416107
BULL_2025,K200,VALUE,A,49,0.024024754104692486,2.065116434470725,-0.01361000208638524,-1.127487764242738
BULL_2025,K200,VALUE,B,49,0.026836444530171824,2.8473338995137722,-0.015743844582256753,-1.556925001326987
BULL_2025,K200,VALUE,C,49,0.033330529954246846,3.5948373975065264,-0.016940807652501153,-1.8489582064810224
BULL_2025,KOSDAQ,FLOW,A,49,-0.01027209119707918,-1.1354281129934063,0.007784786057686834,0.5457599138640336
BULL_2025,KOSDAQ,FLOW,B,49,-0.0065638265928107,-0.6237150301405664,0.011396955424348544,0.671160476190992
BULL_2025,KOSDAQ,FLOW,C,49,-0.040416428596056486,-3.7422806355929614,0.03783873930892855,2.6759964129902984
BULL_2025,KOSDAQ,MOMENTUM,A,49,-0.006548004693584812,-0.3424043041206848,0.01714974275558004,0.866197138168029
BULL_2025,KOSDAQ,MOMENTUM,B,49,0.0015573063953152684,0.09147167534955224,0.016276820761561693,0.916088251001359
BULL_2025,KOSDAQ,MOMENTUM,C,49,-0.003003765272555204,-0.12308775117972467,0.0074269220169559036,0.33353848420753823
BULL_2025,KOSDAQ,REVISION,A,49,0.00429882624118793,0.34946008926434996,-0.011195109559336103,-0.9113524228649833
BULL_2025,KOSDAQ,REVISION,B,49,0.00788619970853454,0.7080084978410105,-0.008277850119169,-0.723631235710374
BULL_2025,KOSDAQ,REVISION,C,49,0.019034693809369216,1.7404118294114557,-0.02562611144309121,-1.8385627113043579
BULL_2025,KOSDAQ,VALUE,A,49,-0.0019083850089275437,-0.1579875379037721,-0.0051150715640091,-0.9482603263784177
BULL_2025,KOSDAQ,VALUE,B,49,0.0035465719160562045,0.3092376655558792,0.003092331828595375,0.4693019756507496
BULL_2025,KOSDAQ,VALUE,C,49,-0.00229098999664053,-0.18232672226977334,-0.001307613089876568,-0.15691521136970493
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,A,49,-0.007764790979427198,-0.87652730583541,0.016405353369652736,1.153513288464366
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,B,49,-0.01223782523769503,-1.2047066584522756,0.016613091965849775,1.1898697933875915
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,C,49,-0.03560800383182107,-3.2451938141924233,0.0435924010192456,2.9523152247764917
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,A,49,-0.000833633811691922,-0.05138216071433373,0.016509781775464503,0.8931181392862644
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,B,49,0.0033105418588864092,0.23379040228487338,0.010502077716878363,0.702067511920963
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,C,49,0.026128404878397744,1.1123458947817415,-0.010382818627474151,-0.4492617157970763
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,A,49,0.003183778251199339,0.34144956754034544,-0.006017384415722983,-0.6101671372044166
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,B,49,0.0036648689109866368,0.43840781566516246,-0.0044413116743642666,-0.5021945252448928
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,C,49,0.015108763894739488,1.4832681564219883,-0.014699744732534334,-1.561277301845956
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,A,49,0.006639898350750894,0.4985741050841147,-0.01660629586057231,-1.958746637239196
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,B,49,0.009968618679070902,0.8254665132786028,-0.0073113481230521185,-0.8751438638029355
BULL_2025,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,C,49,0.012305043199639407,0.9817306390055806,0.0017526078706389667,0.18804434334782036
BULL_2025,KOSPI_ALL,FLOW,A,49,0.010307768386283635,0.7662644058918888,0.0008906523965308582,0.0724281149861641
BULL_2025,KOSPI_ALL,FLOW,B,49,0.013503569814427392,1.0693811644850273,-0.0034933844922664654,-0.2925474747042551
BULL_2025,KOSPI_ALL,FLOW,C,49,0.0072527419125451315,0.5363365523395489,0.009969091168202437,0.7324130250703189
BULL_2025,KOSPI_ALL,MOMENTUM,A,49,0.005021916900118769,0.2636231742338848,0.003941890853342239,0.2663748682203578
BULL_2025,KOSPI_ALL,MOMENTUM,B,49,-0.0010915893262015142,-0.06352884387462461,0.011211055376997552,0.9408275774959217
BULL_2025,KOSPI_ALL,MOMENTUM,C,49,-0.002624696288940042,-0.10774410211313064,0.014656137014984345,0.6274117819865906
BULL_2025,KOSPI_ALL,REVISION,A,49,-0.0029972671877130323,-0.256035531648905,0.01556284576147329,1.5973403929280439
BULL_2025,KOSPI_ALL,REVISION,B,49,0.0004390687297536439,0.03957842615277127,0.012609967875852076,1.2590979265367106
BULL_2025,KOSPI_ALL,REVISION,C,49,0.01163603072667346,1.0512888952537094,0.00040930789835503026,0.03531392314732364
BULL_2025,KOSPI_ALL,VALUE,A,49,0.02379655705457932,1.8929201459323184,-0.015588617548403865,-1.4140984378129213
BULL_2025,KOSPI_ALL,VALUE,B,49,0.025154211821327672,2.201714266152586,-0.011415242268631533,-1.144399252034796
BULL_2025,KOSPI_ALL,VALUE,C,49,0.03225573668354842,2.8930741774840456,-0.011315354387766442,-1.2495910852444962
BULL_2025,KOSPI_EX_K200,FLOW,A,49,-0.032091713705000344,-3.0185410734301192,0.04333658840258395,2.9700666696859472
BULL_2025,KOSPI_EX_K200,FLOW,B,49,-0.026236218479306243,-2.8467119120445457,0.034905662546249515,2.379996810504055
BULL_2025,KOSPI_EX_K200,FLOW,C,49,-0.021719525174803266,-2.2299652786838506,0.0319099016902429,2.5062056719137584
BULL_2025,KOSPI_EX_K200,MOMENTUM,A,49,0.019230651927777363,1.5023458275876365,-0.016737420073235112,-1.374062091880907
BULL_2025,KOSPI_EX_K200,MOMENTUM,B,49,0.013907186105574941,1.117851990316657,-0.014838533046763644,-1.5924386947711813
BULL_2025,KOSPI_EX_K200,MOMENTUM,C,49,0.023759447948888283,1.5743497070573669,-0.019846816161147224,-1.5784503020353169
BULL_2025,KOSPI_EX_K200,REVISION,A,49,4.50623646049226e-05,0.005262908914301881,0.006555058475629955,0.5672042884084881
BULL_2025,KOSPI_EX_K200,REVISION,B,49,0.0028965508858082903,0.40365713849289436,0.0061277810225189204,0.6167984343583083
BULL_2025,KOSPI_EX_K200,REVISION,C,49,0.0050622481316988386,0.6335416382502639,0.0013534854809762235,0.1449431392313336
BULL_2025,KOSPI_EX_K200,VALUE,A,49,0.007001264353636998,0.5787307280351036,-0.013194231921909223,-1.198867881822982
BULL_2025,KOSPI_EX_K200,VALUE,B,49,0.008183101734279193,0.7013413025792585,-0.004808461839540357,-0.502357445235563
BULL_2025,KOSPI_EX_K200,VALUE,C,49,0.0144859119445915,1.0784931881267517,-0.008132330692332866,-0.835449965084428
BULL_2025,KOSPI_KOSDAQ_ALL,FLOW,A,49,-0.0029759602490712386,-0.24811020919782129,0.016648787106400293,1.3076731965142934
BULL_2025,KOSPI_KOSDAQ_ALL,FLOW,B,49,-0.002082389937479936,-0.1654895508497116,0.010174566386695977,0.9058438545864712
BULL_2025,KOSPI_KOSDAQ_ALL,FLOW,C,49,-0.02064090480002842,-1.5458023850740235,0.03129949964379042,2.0252683094839776
BULL_2025,KOSPI_KOSDAQ_ALL,MOMENTUM,A,49,0.008554574865083762,0.4185095262605597,0.01028956215948317,0.6027182813856012
BULL_2025,KOSPI_KOSDAQ_ALL,MOMENTUM,B,49,-0.001129133165679147,-0.05109154039914995,0.01579193024345783,0.9659240659594929
BULL_2025,KOSPI_KOSDAQ_ALL,MOMENTUM,C,49,0.013830431686594237,0.35849366318393294,0.0003407604101404907,0.010050521568369754
BULL_2025,KOSPI_KOSDAQ_ALL,REVISION,A,49,0.007570029790195725,0.8034841894125627,0.0034285421060589833,0.3913765576624067
BULL_2025,KOSPI_KOSDAQ_ALL,REVISION,B,49,0.006104189699760881,0.6908077802079065,0.004866714942534378,0.598182915824262
BULL_2025,KOSPI_KOSDAQ_ALL,REVISION,C,49,0.011425415006253286,1.159047154473918,-0.0029171703359952357,-0.29833209576626574
BULL_2025,KOSPI_KOSDAQ_ALL,VALUE,A,49,0.02033646582460028,1.510300553489445,-0.010378319070255432,-0.9558902059373969
BULL_2025,KOSPI_KOSDAQ_ALL,VALUE,B,49,0.021724247981084178,1.8963828906313844,-0.007433936887423911,-0.7551841884608499
BULL_2025,KOSPI_KOSDAQ_ALL,VALUE,C,49,0.02654725317972186,2.1937661442385035,-0.008279672872756872,-0.8513156339445814
