date,universe,factor,family,cut_name,spread_20d,strength_vs_cut,state
2019-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07313764920655941,-2.2360098197285954,REVERSE
2019-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.03151748572812019,-0.9635722277892428,NEUTRAL
2019-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0004923027777412603,0.01505098751807293,NEUTRAL
2019-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.01378888815161683,0.42156248723659157,NEUTRAL
2019-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0630397273943053,1.9272898570827801,WORKING
2019-04-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.05528135802143974,1.6900961505443817,WORKING
2019-04-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.016738510665886608,0.5117401861092026,NEUTRAL
2019-05-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.03407024929662694,1.041616907493203,WORKING
2019-05-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.040724474037465486,1.2450540158035082,WORKING
2019-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.09465136163045362,2.893740451769886,WORKING
2019-05-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.13600640877196923,4.158072741731902,WORKING
2019-06-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.13384987421746275,4.09214182252992,WORKING
2019-06-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.11380536667622576,3.4793286383483037,WORKING
2019-06-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.07150439343927983,2.1860769059231298,WORKING
2019-06-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.01478308184577326,0.4519575968273802,NEUTRAL
2019-07-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.01598602841471697,-0.48873482948316693,NEUTRAL
2019-07-09,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.034185288417710846,-1.0451339552406642,REVERSE
2019-07-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.05598016695523611,-1.711460573041333,REVERSE
2019-07-23,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.02646785415310282,-0.8091917423587955,NEUTRAL
2019-07-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.01726983639842583,0.5279842077358321,NEUTRAL
2019-08-06,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02496473553356271,0.7632374625867415,NEUTRAL
2019-08-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.04611190274824217,1.409761845916594,WORKING
2019-08-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.03720335009715936,1.1374040189493597,WORKING
2019-08-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.009631439326308389,-0.2944583691898898,NEUTRAL
2019-09-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.014936398118116978,-0.4566448775125514,NEUTRAL
2019-09-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.037012796498373635,-1.1315782954992368,REVERSE
2019-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.021382369035428894,-0.6537151200642045,NEUTRAL
2019-09-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.006073398245176831,0.1856797184851255,NEUTRAL
2019-10-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08939236106098303,-2.732959006879805,REVERSE
2019-10-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0633696653502328,-1.9373769260186642,REVERSE
2019-10-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07724515616285887,-2.361587083812514,REVERSE
2019-10-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.12242458951063884,-3.7428408937360267,REVERSE
2019-11-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08065533197905916,-2.465845105429935,REVERSE
2019-11-12,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08132202285343992,-2.486227594585809,REVERSE
2019-11-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0507815082912243,-1.5525239385137768,REVERSE
2019-11-26,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.021001537594004138,-0.6420721037528356,NEUTRAL
2019-12-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.03815934243342389,1.1666312128045466,WORKING
2019-12-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.020329308588808992,0.62152029940816,NEUTRAL
2019-12-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.00033800832028285654,0.010333801147585309,NEUTRAL
2019-12-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.012888406545508269,-0.3940324020398809,NEUTRAL
2020-01-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.012089610059350386,0.3696110977405142,NEUTRAL
2020-01-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.024269591716972627,0.7419850923385652,NEUTRAL
2020-01-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.026250232070637036,0.8025384643458671,NEUTRAL
2020-01-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.08529067385100841,2.6075596677096873,WORKING
2020-02-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0601015928281432,1.8374633749235303,WORKING
2020-02-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.03270900179474023,1.0,WORKING
2020-02-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.07144806660535608,2.1843548468313476,WORKING
2020-02-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06522567687200032,1.9941200676594455,WORKING
2020-03-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0012524141469469896,0.038289586298178746,NEUTRAL
2020-03-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.024580437271179534,0.7514884564631437,NEUTRAL
2020-03-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0330775502263313,-1.0112674924751244,REVERSE
2020-03-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.011721721466750101,-0.35836377827448745,NEUTRAL
2020-03-31,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.09130434213363237,-2.7914132845324113,REVERSE
2020-04-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.04865618006098604,-1.4875470785173943,REVERSE
2020-04-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06787959174874347,-2.0752572082361387,REVERSE
2020-04-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.12424960197733914,-3.7986363129344745,REVERSE
2020-04-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.03854238362250029,-1.1783417868991064,REVERSE
2020-05-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06649289207161269,-2.032862160969555,REVERSE
2020-05-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.018299159504802542,0.5594533156235033,NEUTRAL
2020-05-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.022632449048613168,0.6919333457694382,NEUTRAL
2020-06-01,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.05607074031041481,1.7142296381368405,WORKING
2020-06-08,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.028803396194023057,-0.8805953900633795,NEUTRAL
2020-06-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.050687127914991637,-1.549638482796573,REVERSE
2020-06-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.04573403860969927,-1.3982095478393206,REVERSE
2020-06-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.004293222943914987,-0.13125508906864158,NEUTRAL
2020-07-06,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.053995868060122465,1.6507953498234014,WORKING
2020-07-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06907782690625264,2.1118904006835417,WORKING
2020-07-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.05654830627915319,1.7288300827402943,WORKING
2020-07-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.07181143805697499,2.1954640654464304,WORKING
2020-08-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.1292299112754305,3.950897434485796,WORKING
2020-08-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.04902934342787013,1.4989556616721422,WORKING
2020-08-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.032018115032880656,0.9788777790837178,NEUTRAL
2020-08-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.04304792383367739,1.3160879718622203,WORKING
2020-09-01,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.026288042082195373,0.8036944155973179,NEUTRAL
2020-09-08,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.07078461248661938,2.1640713137874448,WORKING
2020-09-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.08708837903075395,2.6625202315026986,WORKING
2020-09-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.026718203622898118,0.8168455824657582,NEUTRAL
2020-09-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.05086872424487654,-1.5551903590361622,REVERSE
2020-10-12,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.057980703458410776,-1.7726222225385782,REVERSE
2020-10-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.10870799060874481,-3.3234884785210896,REVERSE
2020-10-26,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.16117446037148286,-4.927526109873536,REVERSE
2020-11-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0745500682365332,-2.279191175088725,REVERSE
2020-11-09,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06517924635737427,-1.992700565012516,REVERSE
2020-11-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07363399443342267,-2.2511843955220723,REVERSE
2020-11-23,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.021423324141621625,-0.6549672251100797,NEUTRAL
2020-11-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.05116687514108187,-1.5643056141600062,REVERSE
2020-12-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06175461418368988,-1.8880005746191963,REVERSE
2020-12-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0019127437667862957,0.05847759521337255,NEUTRAL
2020-12-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.00210898142339222,-0.06447709522371772,NEUTRAL
2020-12-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.03767920210512754,-1.1519520632753317,REVERSE
2021-01-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07991824303644457,-2.443310362632216,REVERSE
2021-01-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08498563732113418,-2.598233900699479,REVERSE
2021-01-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08201916389052599,-2.507541025104443,REVERSE
2021-01-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.08537514897303644,-2.610142293818492,REVERSE
2021-02-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0439140352813725,-1.3425672711428964,REVERSE
2021-02-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.055755289114969075,-1.704585467476259,REVERSE
2021-02-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07917089339199179,-2.4204619232593902,REVERSE
2021-03-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.07600122453063951,-2.323556830244232,REVERSE
2021-03-09,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.13438002601888077,-4.108349954002256,REVERSE
2021-03-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06768134631691858,-2.069196325269763,REVERSE
2021-03-23,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.032369288392271045,-0.9896140700165355,NEUTRAL
2021-03-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.012778192692976864,0.39066287541161404,NEUTRAL
2021-04-06,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.09765118288309838,2.98545285777572,WORKING
2021-04-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06906526941584357,2.1115064852559824,WORKING
2021-04-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0641300112754557,1.9606226957915946,WORKING
2021-04-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.020764421181473924,0.6348228329246337,NEUTRAL
2021-05-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.009679097549697202,0.29591540611470596,NEUTRAL
2021-05-12,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.01386836498820243,-0.4239923026459502,NEUTRAL
2021-05-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.028581761699919772,-0.8738194420997543,NEUTRAL
2021-05-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.026820193694735206,-0.8199636865423396,NEUTRAL
2021-06-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.041671460636301116,-1.2740058806380967,REVERSE
2021-06-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.056084449158326,-1.7146487535839339,REVERSE
2021-06-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.04544048512395493,-1.3892348476150067,REVERSE
2021-06-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.027348865336690897,-0.836126565656575,NEUTRAL
2021-07-01,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.03190183542032787,-0.9753228062575069,NEUTRAL
2021-07-08,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.013114894203314353,-0.400956723950631,NEUTRAL
2021-07-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.008251806883965429,0.2522793858323234,NEUTRAL
2021-07-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.007832821395969525,-0.23946990021655387,NEUTRAL
2021-07-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.017596086229448638,0.537958521017238,NEUTRAL
2021-08-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.026795806229102714,0.8192180977351504,NEUTRAL
2021-08-12,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.005266334235807246,0.1610056543105543,NEUTRAL
2021-08-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.014908971209237398,0.45580636495103416,NEUTRAL
2021-08-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0015040285499179351,0.04598209873099185,NEUTRAL
2021-09-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.004362290642514033,-0.13336666982040127,NEUTRAL
2021-09-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.016043031037775934,0.49047754922180875,NEUTRAL
2021-09-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.022028135476922506,0.6734578944095059,NEUTRAL
2021-09-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02651657546542685,0.8106812807014748,NEUTRAL
2021-10-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02899707786892125,0.8865167470070616,NEUTRAL
2021-10-15,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.032825316294022855,1.0035560394050707,WORKING
2021-10-22,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0017567745665578727,0.053709207562560674,NEUTRAL
2021-10-29,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.005235331302176238,0.1600578132903495,NEUTRAL
2021-11-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.008808044016323846,-0.2692850143088201,NEUTRAL
2021-11-12,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0009995192734872926,0.03055792652309005,NEUTRAL
2021-11-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02390010397371989,0.7306888826415712,NEUTRAL
2021-11-26,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.019862105062801172,-0.6072366618658199,NEUTRAL
2021-12-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0026509067559772337,0.08104517443279215,NEUTRAL
2021-12-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.05837845525056762,-1.7847825383639546,REVERSE
2021-12-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.06525514464374949,-1.9950209747532812,REVERSE
2021-12-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.008343159244822762,-0.2550722671752209,NEUTRAL
2022-01-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.004502919403941097,-0.13766606000997525,NEUTRAL
2022-01-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0049837548276030486,0.15236646042816449,NEUTRAL
2022-01-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.014279623793171714,0.43656556328991813,NEUTRAL
2022-01-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.013634025083782753,-0.41682791695511695,NEUTRAL
2022-02-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.02778255562768006,-0.8493856156792786,NEUTRAL
2022-02-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.004893300624851715,-0.14960103813496936,NEUTRAL
2022-02-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.010921402520117862,-0.3338959283641018,NEUTRAL
2022-02-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.011879311277478655,0.36318171224011203,NEUTRAL
2022-03-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02443962974336622,0.7471836009161317,NEUTRAL
2022-03-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.001811760487821834,0.05539027143632289,NEUTRAL
2022-03-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.025081019856157516,0.7667925794112942,NEUTRAL
2022-03-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.031894792657008564,0.9751074905054853,NEUTRAL
2022-04-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.007580071351347195,-0.23174266823899553,NEUTRAL
2022-04-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.035237792969899484,1.077311780745504,WORKING
2022-04-18,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.012654439459124145,0.38687941437451756,NEUTRAL
2022-04-25,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.012999650115524952,-0.3974334098332331,NEUTRAL
2022-05-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.0015301040510242725,0.046779295211336,NEUTRAL
2022-05-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.005016513172436676,-0.15336796897431937,NEUTRAL
2022-05-17,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.00043989992074422446,0.013448894695862058,NEUTRAL
2022-05-24,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.0030041793306566644,-0.09184564388448416,NEUTRAL
2022-05-31,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.017014077679460504,0.5201649926900689,NEUTRAL
2022-06-09,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.014965532891560662,-0.45753560397453624,NEUTRAL
2022-06-16,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.00429913164996365,0.13143573371459386,NEUTRAL
2022-06-23,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.003017237032372888,-0.09224485208405456,NEUTRAL
2022-06-30,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.01161869695401374,-0.3552140486256625,NEUTRAL
2022-07-07,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.010417363190876161,-0.31848612367471646,NEUTRAL
2022-07-14,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.05022337268181809,-1.5354602686130965,REVERSE
2022-07-21,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.041672069854947535,-1.27402450605046,REVERSE
2022-07-28,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.012848719733486669,-0.392819072074306,NEUTRAL
2022-08-04,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.021447112227758636,0.6556944893135637,NEUTRAL
2022-08-11,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06275486854830437,1.9185809748066252,WORKING
2022-08-19,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.08379859842822723,2.5619430074354166,WORKING
2022-08-26,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.08531102497277931,2.6081818548953013,WORKING
2022-09-02,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06459013250009438,1.9746898087999978,WORKING
2022-09-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.04478988646700488,1.3693443397654315,WORKING
2022-09-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06996264444009581,2.1389415940949363,WORKING
2022-09-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06780247737657641,2.072899619562202,WORKING
2022-10-05,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.05615224664179341,1.716721500526591,WORKING
2022-10-13,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.06656271212917675,2.0349967433087595,WORKING
2022-10-20,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.02236833601275312,0.6838587173378693,NEUTRAL
2022-10-27,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.029480172480358058,-0.9012862167227192,NEUTRAL
2022-11-03,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,0.019719271278807238,0.6028698583512931,NEUTRAL
2022-11-10,KOSDAQ_PLUS_KOSPI_EX_K200,MOM12_1,MOMENTUM,Q50,-0.01995859319768145,-0.6101865572947839,NEUTRAL
