date,universe,factor,family,cut_name,spread_20d,strength_vs_cut,state
2023-03-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.12070546453156628,-9.98202701725592,REVERSE
2023-04-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.06137004012607472,-5.075142214695296,REVERSE
2023-04-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01753294694272156,-1.449928971762437,REVERSE
2023-04-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.021629125266645288,-1.7886722329361004,REVERSE
2023-04-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.059756966895214925,4.941745266729913,WORKING
2023-05-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.0242044004575257,2.0016407727780936,WORKING
2023-05-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.011553324490106265,-0.9554297947232194,NEUTRAL
2023-05-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.004270353992767539,-0.35314713459310476,NEUTRAL
2023-05-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02118068728973521,-1.7515875821421063,REVERSE
2023-06-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.019791777862842808,-1.6367283959605583,REVERSE
2023-06-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04293713002025412,-3.5507886371914976,REVERSE
2023-06-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.009833772329071011,-0.8132273170172833,NEUTRAL
2023-06-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.009050318002622793,-0.7484376881157104,NEUTRAL
2023-07-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.001679616074909962,0.1388998675696578,NEUTRAL
2023-07-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.014702384820538206,-1.2158488687007694,REVERSE
2023-07-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.005310435702524208,-0.4391591785982021,NEUTRAL
2023-07-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02746795262437851,-2.271528022938417,REVERSE
2023-08-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.028857553768882327,-2.386444412361858,REVERSE
2023-08-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.007692208307445769,0.6361255593958961,NEUTRAL
2023-08-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0005808973626320046,-0.04803869642976252,NEUTRAL
2023-08-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.016810834908942973,-1.3902121904332998,REVERSE
2023-08-30,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01340967375037383,-1.1089450356558945,REVERSE
2023-09-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.030980984191374072,-2.5620465686423026,REVERSE
2023-09-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01267641834769262,-1.0483067267896164,REVERSE
2023-09-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.02333146397226793,1.9294512027863162,WORKING
2023-09-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.013253731171124938,1.0960489911790023,WORKING
2023-10-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.026285644251953233,2.1737542049751823,WORKING
2023-10-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03015873847485162,2.4940489929815617,WORKING
2023-10-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04961371191256614,4.102924541648013,WORKING
2023-11-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.028408525057302958,2.3493109093518374,WORKING
2023-11-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.005819127668476254,0.48122667709381856,NEUTRAL
2023-11-15,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.008122167693593418,0.6716820789412579,NEUTRAL
2023-11-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.015740743194804452,-1.3017183973566904,REVERSE
2023-11-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.020482002488133366,1.6938081717964228,WORKING
2023-12-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.036826168808576476,3.045428087417739,WORKING
2023-12-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.020829711514749993,1.7225628011854117,WORKING
2023-12-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.02263360098708911,1.8717397545148413,WORKING
2023-12-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.003495746948311118,-0.28908915283123776,NEUTRAL
2024-01-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02051388070085669,-1.6964444168239445,REVERSE
2024-01-15,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02293581896119623,-1.8967323925395159,REVERSE
2024-01-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.005639448805015546,-0.46636770383643483,NEUTRAL
2024-01-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.026273909988206445,-2.172783811975971,REVERSE
2024-02-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.020917340930681427,-1.7298095252730787,REVERSE
2024-02-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.08136412332314324,-6.728600734016988,REVERSE
2024-02-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.10916843722222525,-9.027944956865483,REVERSE
2024-02-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.06704311324079693,-5.5442905612245115,REVERSE
2024-03-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.045992890289248134,-3.8034920394917187,REVERSE
2024-03-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.029834543164292793,-2.4672388865673684,REVERSE
2024-03-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.022011874656395425,-1.8203246089420344,REVERSE
2024-03-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04992420173041856,-4.128601239570626,REVERSE
2024-04-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.07281504568754915,-6.021614316605856,REVERSE
2024-04-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02960292768919892,-2.4480848910214834,REVERSE
2024-04-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.023782609607959082,-1.9667597698976957,REVERSE
2024-04-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.018310460864437328,-1.514227344690116,REVERSE
2024-05-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.003960476441678185,-0.3275210695344999,NEUTRAL
2024-05-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.027198349990921855,-2.2492325884978004,REVERSE
2024-05-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.030569789876259024,-2.5280418715165394,REVERSE
2024-05-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.05817961585948839,-4.811302451109073,REVERSE
2024-06-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04102529949156297,-3.3926852401011445,REVERSE
2024-06-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.03737279251686376,-3.09063244204718,REVERSE
2024-06-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02349910076826267,-1.9433143284799184,REVERSE
2024-06-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01779896703637196,-1.4719281395072974,REVERSE
2024-07-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04212029998163047,-3.483238923964428,REVERSE
2024-07-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.03981200561241971,-3.292349001568116,REVERSE
2024-07-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.034784914030259184,-2.8766216425285984,REVERSE
2024-07-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0041364642381716,-0.34207480118303846,NEUTRAL
2024-08-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.013538221550305485,1.1195756033514526,WORKING
2024-08-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.050974416612014295,4.215451270451137,WORKING
2024-08-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.01057734094867735,0.8747185020178855,NEUTRAL
2024-08-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.014597205009799552,1.2071507727484645,WORKING
2024-08-30,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01693192511337971,-1.400226034436994,REVERSE
2024-09-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.006608067092181313,-0.5464699092288702,NEUTRAL
2024-09-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.0049635944986685665,0.4104763158875485,NEUTRAL
2024-09-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.019017989689776083,-1.5727381327263266,REVERSE
2024-10-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.030657346232926264,2.5352825537936563,WORKING
2024-10-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.045629052644409085,-3.7734036154524873,REVERSE
2024-10-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.03801487251103719,-3.143730782490603,REVERSE
2024-10-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02495362701072501,-2.0635998541262723,REVERSE
2024-11-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04898603217934594,-4.0510170652176525,REVERSE
2024-11-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.02213341751696496,1.83037588642701,WORKING
2024-11-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.08501849718904153,7.030807919102723,WORKING
2024-11-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.0795761344150061,6.580738715865263,WORKING
2024-12-02,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.10216344821213785,8.448650640525836,WORKING
2024-12-09,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04647409654763046,3.8432865416767363,WORKING
2024-12-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01873811916160173,-1.549593570179703,REVERSE
2024-12-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0033525270848218103,-0.27724524375631676,NEUTRAL
2025-01-02,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0018188556505668307,-0.15041461722471286,NEUTRAL
2025-01-09,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.015692231001741996,-1.297706565550276,REVERSE
2025-01-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.004732216923711174,0.39134199406231046,NEUTRAL
2025-01-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.01682312860459767,1.3912288469918352,WORKING
2025-02-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.00953686247205554,0.7886736464281366,NEUTRAL
2025-02-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.02361518434835097,1.9529141377114065,WORKING
2025-02-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.006733949659454952,0.5568800691367374,NEUTRAL
2025-02-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.019419053099209327,-1.6059050303819704,REVERSE
2025-03-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0460897376435091,-3.8115010630312445,REVERSE
2025-03-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.019855519365562402,-1.6419996519450053,REVERSE
2025-03-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.015580087101045192,1.288432557526528,WORKING
2025-03-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04292414732396188,3.5497150020777197,WORKING
2025-04-03,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03966299058456646,3.28002584751887,WORKING
2025-04-10,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.0002872049429429868,0.02375109951378055,NEUTRAL
2025-04-17,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0475642628029922,-3.9334404469415287,REVERSE
2025-04-24,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.07723292424313666,-6.386961347678317,REVERSE
2025-05-02,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.06168608104739837,-5.101277974393119,REVERSE
2025-05-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.05286209111621831,-4.371557027335259,REVERSE
2025-05-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.04573568478711665,-3.7822218154697405,REVERSE
2025-05-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0562129189339684,-4.648661746137836,REVERSE
2025-06-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.05417212754572587,-4.479893622398973,REVERSE
2025-06-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.03175018064651969,-2.6256571087834497,REVERSE
2025-06-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.009278509787059575,-0.7673085533760658,NEUTRAL
2025-06-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.008002801948364446,0.6618108432152325,NEUTRAL
2025-07-03,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.010632068709853781,0.8792443450919927,NEUTRAL
2025-07-10,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.014307363397007222,-1.183181627516755,REVERSE
2025-07-17,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02375731268884007,-1.9646677806818036,REVERSE
2025-07-24,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.006647675362611016,0.5497454098623372,NEUTRAL
2025-07-31,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.025089164716293078,-2.0748084687825172,REVERSE
2025-08-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02327389040851402,-1.9246900192632543,REVERSE
2025-08-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.022544990182004843,-1.8644118721045082,REVERSE
2025-08-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02057116036770923,-1.701181295839989,REVERSE
2025-08-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.006728101556347288,-0.5563964462664146,NEUTRAL
2025-09-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.02450921846665277,-2.02684842691588,REVERSE
2025-09-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.010796418012407716,-0.892835603654537,NEUTRAL
2025-09-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.01108154170373754,-0.9164145890895314,NEUTRAL
2025-09-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,4.717329168846263e-06,0.0003901108155745381,NEUTRAL
2025-10-10,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03508515629179465,2.901450894277887,WORKING
2025-10-17,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.038415078346755616,3.176826761037292,WORKING
2025-10-24,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.014293993486525824,1.182075970799708,WORKING
2025-10-31,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.00017273343952384224,-0.014284604817204633,NEUTRAL
2025-11-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.009083278339145129,-0.7511634219583383,NEUTRAL
2025-11-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.001290613055564771,0.1067303327108416,NEUTRAL
2025-11-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.022575695219432257,1.866951098595668,WORKING
2025-11-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.033851878597896734,2.7994620463989355,WORKING
2025-12-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.011951415971357404,0.9883509216714456,NEUTRAL
2025-12-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,3.821399491732436e-06,0.0003160197686014923,NEUTRAL
2025-12-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0089233509991401,-0.7379378481624594,NEUTRAL
2025-12-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.014506337647232193,-1.1996362789212445,REVERSE
2026-01-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.053615448174356484,4.433857690666114,WORKING
2026-01-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03545768287950546,2.932257871224676,WORKING
2026-01-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.007041021747714593,0.5822741297382882,NEUTRAL
2026-01-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03762525757074364,3.111510643365753,WORKING
2026-02-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03214642413003177,2.65842541113976,WORKING
2026-02-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03806831443845726,3.1481502904675756,WORKING
2026-02-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04056631668685107,3.354728559557556,WORKING
2026-03-03,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.008581421744240147,0.7096611908160232,NEUTRAL
2026-03-10,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.03319401842151315,2.745058726054475,WORKING
2026-03-17,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.005432976841541759,0.4492930111064944,NEUTRAL
2026-03-24,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.051838093256755924,4.2868750757895375,WORKING
2026-03-31,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.07216920067075394,5.968204618613898,WORKING
2026-04-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.02434735860756354,2.013463038833343,WORKING
2026-04-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.06350686440580922,5.251852008027479,WORKING
2026-04-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.06691148906963962,5.533405585654308,WORKING
2026-04-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.05892457486854341,4.872908617689798,WORKING
2026-05-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.025875900601582513,2.139869474039244,WORKING
2026-05-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.055913301561705264,4.623884171101142,WORKING
2026-05-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.026900192127538025,2.2245757110378213,WORKING
2026-05-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.004366548733602871,0.36110218870488525,NEUTRAL
2026-06-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04841702005453152,4.003961246948892,WORKING
2026-06-15,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0043015908474262066,-0.3557303409818708,NEUTRAL
2026-06-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.026407346365338702,2.1838186522525733,WORKING
2026-06-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04684931546147797,3.8743161669712216,WORKING
2026-07-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.04964292658469183,4.105340518816823,WORKING
2026-07-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.09466147938191671,7.828257389594801,WORKING
2026-07-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.06676466129312275,5.521263311584424,WORKING
2026-07-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,0.05291852040988654,4.376223582707436,WORKING
2026-08-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q25,-0.0016694796243595933,-0.1380616095533739,NEUTRAL
2016-02-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.007539201528661499,0.4893451553670454,NEUTRAL
2016-02-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.04137588607819853,2.685574768682417,WORKING
2016-02-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0432907084909544,2.809859690302847,WORKING
2016-02-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.06523059459096747,4.233906644284759,WORKING
2016-03-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.01984187294769013,1.28787171472314,WORKING
2016-03-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.02411530480351165,1.5652463368880323,WORKING
2016-03-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.02052502002240686,-1.3322125789572268,REVERSE
2016-03-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.056847736134396976,-3.689802449927359,REVERSE
2016-04-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.0035014027074721232,-0.22726471037772267,NEUTRAL
2016-04-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.04010409586054531,-2.603026984373182,REVERSE
2016-04-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.03830336022610037,-2.486147066060549,REVERSE
2016-04-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.003012985797446799,-0.19556315049613304,NEUTRAL
2016-05-02,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.007477945788135987,0.48536924362750317,NEUTRAL
2016-05-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.03234341927435502,2.0993066002734473,WORKING
2016-05-18,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0004215554370077257,0.027361798200265387,NEUTRAL
2016-05-25,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.022853773422767953,-1.4833644204591414,REVERSE
2016-06-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.04578284185195258,-2.9716159959403705,REVERSE
2016-06-09,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.02698028947126485,-1.75120321336044,REVERSE
2016-06-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.006910274683701201,-0.44852355065312516,NEUTRAL
2016-06-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.012296011527777151,-0.7980942873831549,NEUTRAL
2016-06-30,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.005996147595686341,-0.38919052178935454,NEUTRAL
2016-07-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.0191320173890569,-1.2417972892940043,REVERSE
2016-07-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.006349737699037794,0.41214091028911465,NEUTRAL
2016-07-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0028746548384952497,0.18658453593822824,NEUTRAL
2016-07-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.007681706390312959,-0.4985946844319321,NEUTRAL
2016-08-04,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.013809069313577504,-0.8963019681908655,NEUTRAL
2016-08-11,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.0316288316646095,-2.0529250327314577,REVERSE
2016-08-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0055902747623219895,0.36284663060314787,NEUTRAL
2016-08-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.008730562649173157,0.5666725474520978,NEUTRAL
2016-09-02,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.01591296460316749,1.0328589979302187,WORKING
2016-09-09,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0230895730747791,1.4986694122291884,WORKING
2016-09-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.008768552758463,-0.5691383624143554,NEUTRAL
2016-09-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.021902728776517222,1.4216351924485477,WORKING
2016-10-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.03322646295024678,2.1566221055205737,WORKING
2016-10-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.036902758854724826,2.3952385669207548,WORKING
2016-10-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.04007868504018486,2.6013776503170467,WORKING
2016-10-27,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.02809645033489372,1.8236496003088007,WORKING
2016-11-03,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.014040982673144353,-0.9113547133041906,NEUTRAL
2016-11-10,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.043084618874090874,-2.796483080697676,REVERSE
2016-11-17,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.049194775343572084,-3.1930735492649855,REVERSE
2016-11-24,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.06513369488059517,-4.227617197896187,REVERSE
2016-12-01,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.039481157058974925,-2.5625940441633004,REVERSE
2016-12-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.01471556909459093,-0.9551399332583628,NEUTRAL
2016-12-15,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.021881748120210487,1.4202734059939623,WORKING
2016-12-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.017625636853537685,1.144023007177631,WORKING
2016-12-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.01407695117649177,0.9136893123717376,NEUTRAL
2017-01-06,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.009829934971992138,0.6380292445865218,NEUTRAL
2017-01-13,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.01640101741100286,-1.064536925117811,REVERSE
2017-01-20,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0266589629877223,1.730346951936083,WORKING
2017-01-31,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.026069019931532766,1.6920556587014757,WORKING
2017-02-07,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.043939557263636075,2.8519743628275918,WORKING
2017-02-14,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0419807240337533,2.7248328415973857,WORKING
2017-02-21,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.01555192779237724,1.0094252677669209,WORKING
2017-02-28,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.0027425079034100186,0.17800730634239836,NEUTRAL
2017-03-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.006989535634975286,-0.45366812231211395,NEUTRAL
2017-03-15,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.019284719948492124,-1.2517087178965822,REVERSE
2017-03-22,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.02361869254571236,-1.533012843523236,REVERSE
2017-03-29,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.009168175200175765,-0.595076560920479,NEUTRAL
2017-04-05,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,-0.00786585877343704,-0.5105474192392565,NEUTRAL
2017-04-12,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.016741627552280702,1.0866448263152455,WORKING
2017-04-19,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.03804678931691963,2.469493879255765,WORKING
2017-04-26,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.02718244822306448,1.764324683244501,WORKING
2017-05-08,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.057545806643088504,3.735111945930904,WORKING
2017-05-16,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.04277383330401041,2.776310995829179,WORKING
2017-05-23,KOSDAQ,PRIVATE_FLOW,FLOW,Q33,0.035740333467189744,2.3197892995542486,WORKING
