sample,universe,cut_name,factor_a,factor_b,family_pair,contrast,left_state,right_state,n_left,n_right,mkt_1d_diff,mkt_5d_diff,mkt_20d_diff,a_fwd_5d_diff,a_fwd_20d_diff,b_fwd_5d_diff,b_fwd_20d_diff
OOS,K200,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,22,17,-0.002179996212505377,-0.0004891332314741152,0.011717987839426437,-0.010219554324030773,-0.0201623885868222,0.0008188587076398031,-0.002367196149189586
OOS,K200,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,22,43,0.0012375828618881183,-0.003551052363673383,-0.0003518735235985837,-0.003809150236796529,-0.011544753663980473,0.0038708461720899454,-0.019469583451701848
OOS,K200,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,20,23,0.004435642078999917,0.02481797445888708,0.006428050869170761,0.02034211863978002,0.012822216797696951,-0.0058165544732746545,-0.008577617459169051
OOS,K200,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,20,43,0.007953434006377123,0.019659392950373996,-0.0023267641706350498,0.006611980641858144,-0.006772120888605196,-0.0063515062640390205,-0.024453966339229877
OOS,K200,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,21,16,0.012059905158656101,0.0026664315361021804,-0.01545769535607145,-0.001515709694591168,-0.027021935322730402,-0.0070750576909919104,-0.015300812169805948
OOS,K200,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,21,66,0.012549596635120338,0.00789627863988037,-0.009688178286255157,0.004986025997715322,-0.008025747835606209,-0.005420254159321475,-0.004694196574263027
OOS,K200,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,8,9,-0.010702229524453313,-0.03545728072036264,-0.05015337359447817,-0.0035532379506614405,-0.061920291008993475,0.002760632716886067,-0.004197030087924658
OOS,K200,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,8,65,-0.010459776323791295,-0.024394925589778394,-0.07141926344373678,-0.013930853042238353,-0.075249487046643,0.008203347817842183,0.007534172620864237
OOS,K200,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,23,16,0.011683650135914086,0.010790779819625371,-0.0004962158080637144,-0.00719432245924573,-0.009285168148248316,0.005456339010971582,0.018291124590914185
OOS,K200,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,23,65,0.012950128633755041,0.004691731737169704,-0.01483203501789291,-0.010314052286140123,-0.010339825876144067,-0.00024415246669324056,0.0019927645302658704
OOS,K200,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,40,18,0.0004520778600701854,0.0070550862927662725,0.04579222384226916,0.009201986240566343,0.029530971318740773,-0.00717032867683571,0.0011251551055976756
OOS,K200,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,40,24,0.0009642803181184145,0.016808575257429105,0.004527235840477685,-0.011575489654473595,0.010306192853206216,0.0098420876768817,0.04482220747507732
OOS,K200,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,33,16,0.0026621475713929366,0.0037792498023370563,0.006202627085700511,-0.012685461724155331,0.004480270340329502,-0.0022930813795957426,-0.015594129885682125
OOS,K200,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,33,24,0.00914486747395985,0.01799499335241811,-0.005440602396205418,-0.02118927994929731,-0.006074600655905971,0.007143588009198844,0.009877069227659132
OOS,K200,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,25,18,-0.008598132341136688,0.012986803208646088,0.0487699566354062,0.00706773136777736,0.009936382376850333,0.009895821726414747,0.04834511501625903
OOS,K200,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,25,39,-0.002132259467253704,0.01594883458781383,0.04551767912258638,-0.005387821633958261,0.021039258642538604,0.01185264793363249,0.040265793559502806
OOS,K200,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,27,19,0.0030900004821977035,0.000693997800144135,0.004652618921890908,-0.011060219439148365,0.014148776118196916,0.0072586325478861645,0.0063747909433552645
OOS,K200,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,27,39,0.00880103813417951,0.014648664413241759,0.025039021433775784,-0.01216583943796305,0.009590387582532087,0.009064227558407339,-0.0035245518530560996
OOS,K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,32,11,0.0018615137482819333,0.005887246354928806,0.0037601671531453202,0.013949002303756099,0.007740801342489844,0.0042010421462393074,0.00015825205898739592
OOS,K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,32,39,-0.005881303201661064,-0.008223281382043094,-0.043793100099491056,-0.0015615416002032869,-0.0008862617336202541,-0.005540352089794498,-0.007580446493417183
OOS,K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,25,15,0.0006778361212109642,-0.003715016146679281,0.0018293753968434438,-0.0109259648202665,0.010875760261880469,0.0008537718646083373,-0.005971630821167243
OOS,K200,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,25,39,0.004802452495158061,-0.008039105843172774,-0.04705618595612579,-0.01280084714191078,-0.015789839569730797,-0.011594997347763723,-0.03382655415979987
OOS,K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,18,23,0.003490005797487051,0.01591441788307865,-0.0034481156150238494,-0.0009373894819543842,0.025654966684200625,-0.0019006339756181337,-0.010879991416385949
OOS,K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,18,33,0.006229176307430214,0.0006206343413843445,-0.01949489401106099,-0.00305829913212977,0.014826581803381419,0.002728387425628492,-0.010743324483416394
OOS,K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,34,19,0.005368207092357229,0.0039316446703523515,-0.01869187797716179,-0.003693176253282758,0.000779892637165415,-0.010134301172835699,-0.008680933454747925
OOS,K200,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,34,33,0.00479891517057879,-0.005255007254224496,-0.01181043484496773,-0.003957518613943494,0.013317058620846051,-0.0028066946216913774,-0.003919229722217856
OOS,K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,11,9,0.0036965680827544655,0.0067233059782573395,0.041217305840760984,0.014348125611001673,0.010670850951586267,-0.009119581432704133,-0.0008868448130130574
OOS,K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,11,54,0.008853877816168455,0.004673988700049593,-0.021237794111225103,-0.021143886353567058,-0.028908969645423846,-0.005912691087667407,-0.022073250041173095
OOS,K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,33,16,-0.0008292893430038454,-0.0037799461844269583,-0.02873562379253814,-0.005484114763069051,0.0008897932971718078,-0.012687075168777234,-0.016385335066706606
OOS,K200,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,33,54,0.007567247318569516,-0.002569929182722009,0.003186519948861148,-0.007379772279267106,0.027304529377698245,-0.0020227870116821542,0.01767095836982207
OOS,K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,12,13,0.016302018863446184,0.01341782380516217,-0.009616364568140086,-0.022229122164338266,-0.025963436361057888,-0.006278540906936428,0.010807904460390344
OOS,K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,12,49,0.010344326833878719,0.002737932883217463,-0.05137809604356762,-0.025359115725249574,-0.02580398846518704,0.0005697437058778355,0.015563486046338336
OOS,K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,39,16,0.005806169797921862,0.01618402946493688,-0.0033867074001132993,-0.002394236792093436,0.003590177628574713,-0.004584666309974052,0.0011044050701993005
OOS,K200,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,39,49,0.0061110055039580715,-0.00409444170210666,-0.009221628886498884,-0.0071465747228115824,0.02552585091957337,0.0035158479902376205,0.02287446805772638
OOS,K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,38,13,-0.0007669846036672955,0.009636913602909712,0.03951738788926714,-0.004991130990525872,-0.011741149294787222,-0.012962540350816384,-0.016353741343159922
OOS,K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,38,23,-0.008281245400485377,0.001601173174857102,-0.004722099722923662,0.0069271310214153985,0.016727429760403575,0.004213499613664147,0.034844542265295514
OOS,K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,38,12,0.004517286662015742,0.027687757970829348,0.005209176558496429,-0.00340739307909726,0.006644651285238216,-0.01818605136849639,-0.030803500655125896
OOS,K200,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,38,23,-0.0032163529247972015,0.0005798118473403953,-0.0018702312653401248,0.002058133613747723,0.035874186547610945,-0.0021571784550180003,-0.012526630893463848
OOS,K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,30,12,0.0013562718616477354,0.013309854314700385,0.05095242807344151,0.012412914266229065,0.010720555489612057,0.0016393977719383781,0.039251759771660046
OOS,K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,30,32,-0.0035610973368189764,0.00855500804877049,0.03543831899559812,-0.0038404184370244418,-0.009321957190869253,0.005917230495611257,0.02280476138908791
OOS,K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,40,13,0.006842980695308763,0.024552297504972564,-0.0028227030943199227,-0.010335018440238345,-0.013686506270070061,-0.004697279999565556,0.005063162554359799
OOS,K200,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,40,32,-0.0003793834266623093,0.006784682372818149,0.026681970322584916,-0.008478528650828111,0.013773883486912457,0.004499354105556493,-0.016509061203698636
OOS,K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,13,12,-0.0018581534152332631,0.0024174582914110957,-0.009761145444687445,0.010234457874122799,0.00341439857694418,0.015407785720019902,0.01124792540533869
OOS,K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,13,49,-0.006037697711555629,-0.0022310554026163856,-0.03146252564077395,0.004259460843355588,0.006912943954067446,0.001550151269866371,-0.008852792654013331
OOS,K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,18,12,0.005476335357371617,0.004902242446452011,0.01101823183630209,-0.0006255859793279448,0.019537146858506237,-0.005995052471889222,-0.006181733064114823
OOS,K200,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,18,49,0.006280918025253351,-0.00790759709347888,-0.0015730542125826016,-0.010889889862738297,0.016971261828257884,-0.012072021796748695,-0.02521398770219252
OOS,K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,18,20,-0.003779738163365607,0.002999185587367005,-0.025373674097951222,-0.011143276828631426,-0.0591399020535472,0.005338358493506903,0.006817635632420839
OOS,K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,18,38,-0.00029275786487542674,-0.002116375270886409,-0.02780547143202254,-0.0015927090802106115,-0.035132053830113065,0.0017625887653401088,-0.019575164529168174
OOS,K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,13,22,0.010097887333527783,0.022689633720943802,0.007754933774263534,0.020200425092307024,-0.001602675548980706,-0.0007510081415736526,-0.00719720894911649
OOS,K200,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,13,38,0.011546287616586343,0.012525095119798666,-0.007729346022569555,0.012034002320000455,-0.01821959433497565,-0.005986291344531854,-0.02432371886623648
OOS,K200,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,16,21,0.017381563282359964,0.014215797669589173,0.010096999554447317,0.00629525749345991,-0.0259505882126188,-0.0020082416065436634,-0.005097147427067059
OOS,K200,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,16,63,0.01580757085517879,0.00901405035284927,0.005883284024764353,0.006744998973785962,-0.008325244390250845,-0.0019930979072670966,0.0033815978629253285
OOS,K200,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,15,24,0.01666681542197067,0.014399245948510699,0.009648093194251063,-0.004354668879971475,-0.03482679953236086,0.007051029577097333,0.010876559988275789
OOS,K200,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,15,59,0.016160738463865995,0.0052082047565947445,-0.00825595168622592,-0.005194054885752818,-0.028189498516009805,0.0025926547364471244,0.0003913352350030097
OOS,K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,29,32,0.004098048988065858,0.012081333210120261,0.0718002083789649,0.012901260740860523,0.05394573015831272,-0.0015298195784976053,0.004582414115197209
OOS,K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,29,15,0.005213391805685419,0.01649567453053831,0.03203053271598799,-0.004345858723075817,0.03542252318329572,0.008455550274764056,0.04642227298240806
OOS,K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,29,24,0.007179452265567224,0.013639420308793278,0.019772352481343142,-0.01630551930005559,-0.01007378751486548,0.0022620472447324,-0.018506829525331097
OOS,K200,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,29,15,0.01254808520622833,0.017423571765741275,0.007374046793328169,-0.018787139449657892,0.00013209378352906434,0.0032745455805810487,0.0028510330195650607
OOS,K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,20,27,-0.0019941432559782645,0.02069206976123721,0.05849523301126848,0.007562914634254672,0.0059391967467664515,-0.0005766798405385581,0.017797790793350164
OOS,K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,20,29,-0.0032539537972230063,0.01625407892209478,0.05029209388691312,-0.007509147883578024,0.0176241382572176,0.005432779134156247,0.041474071423216984
OOS,K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,23,21,0.005311433623385693,0.007535332594395068,0.023747227137550158,-0.012736692697015169,0.005775409406044603,0.006389715632737252,-0.011640190388537615
OOS,K200,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,23,29,0.008970699574577117,0.014222337931184761,0.032901477755173755,-0.013762075199181382,0.015363021905816452,0.004790877413354497,-0.005944080216158657
OOS,K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,29,12,-0.0030144463795299978,-0.0036811216810262812,-0.004466795364513667,0.013994386030498218,0.0028427613148773526,0.005647359377410335,0.002070524784026414
OOS,K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,29,35,-0.007125060297272051,-0.007133926728087456,-0.0366854143838406,0.0006618783720098382,0.00330470753185106,-0.004520488574576727,-0.005516125509591574
OOS,K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,22,21,0.0035268639626520777,-0.005824111318664985,-0.0038028026913299318,-0.011763216095136203,-0.014534960488162156,-0.00017550626257970448,-0.0011281275210052327
OOS,K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,22,35,0.005666971081257646,-0.007556876766750648,-0.038296094259295435,-0.010198128853130971,-0.016797905378057844,-0.010862419491842589,-0.027853740086610273
OOS,K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,15,23,0.004786713603713442,0.013382584559918264,-0.011699866672711102,-0.006447724996100874,0.012629074376350819,0.0045764071314636,0.00613068145592863
OOS,K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,15,27,0.006719191513562034,0.004883940265328245,-0.018350246652215147,0.00014265283486481406,0.014194855369899635,0.0006274770425858998,-0.009794333476016581
OOS,K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,24,22,0.0033473424637863697,0.005252560916144861,0.0016914400846397143,-0.013127222350788871,-0.01048468638924846,-0.008900042094210078,-0.007034299020701237
OOS,K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,24,27,0.003098602330416853,-0.0056782362291557045,-0.0006366686494738427,-0.007478080583169731,0.008963943438181358,-0.0051464619151229095,-0.004469240784007265
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,8,50,0.01470345350451326,0.009236921413928137,-0.005279885357448135,-0.021745660684992868,-0.041415164330588276,-0.00698083387036926,-0.022383266223762244
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,27,23,0.0009827654233384633,-0.003300842097826681,0.00458409985538525,-0.013661833933164572,0.0036990817599066583,-0.0029862017336531,0.017060148456209765
OOS,K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,27,50,0.008150478532064749,-0.0048831992987862435,0.011109261444627837,-0.011703738569425281,0.021645649995103114,0.00016433886276167285,0.03152718438708029
OOS,K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,9,11,0.028155480954673094,0.0323932133581881,0.009965508013352619,-0.037519921205005774,-0.03830165550204908,0.0013017270283283869,-0.00013514840476804013
OOS,K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,9,45,0.014208572222901056,0.0004715772400647328,-0.06369454647655824,-0.026464529813099547,-0.022223257598667726,0.0005722387546497499,0.012883500067708997
OOS,K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,31,22,0.003845564993203677,0.011713293623628293,0.024913025075955744,-0.008755096870403992,0.0017794203401044865,-0.003084784457347593,0.009522019645863296
OOS,K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,31,45,0.0044810608802311105,-0.01002084993576986,-0.0028534006798345696,-0.007438939002047116,0.024729011411986787,0.0024087906124434784,0.028009400037621278
OOS,K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,28,19,0.008197872247469078,0.013308064688620239,0.06983505202935925,-0.0036089098708229628,-0.018677227443574362,-0.007896910937821855,-0.006010254577678224
OOS,K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,28,18,-0.006536069717693216,0.00106094566220216,0.012862592649057328,0.01193465204902523,0.026927405385855877,0.001489180864713995,0.0401951980486219
OOS,K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,33,17,0.005284011618742675,0.026637491141189067,0.053059225043521036,-0.005377949089307054,-0.0055728164887240625,-0.01513436275297641,-0.04826074034348771
OOS,K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,33,18,-0.005370840203634531,-0.00043945085327770465,0.011910524777066868,0.003326424630556127,0.0332602617335796,-0.00891760443615427,-0.02258158649168887
OOS,K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,23,16,0.00944931358529529,0.026838071401486148,0.07722734391915262,-0.0011399888687574052,-0.010259094179305001,-0.004786414100875081,0.009736468461953314
OOS,K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,23,26,-0.009766854250314455,0.004223494956822109,0.026716667315619325,0.0010656511115278919,-0.0045246441336221545,0.006014194006930457,0.038909513295731064
OOS,K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,35,12,0.010519586000540997,0.03765239289816261,0.0581803689401772,-0.015045776923924439,-0.031916656785172595,-0.013466085073690032,-0.03216251789675185
OOS,K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,REVERSE|WORKING,WORKING|WORKING,35,26,-0.0065373244317683595,0.0020466031279778064,0.018743165245070015,-0.005375644558819342,0.012205435599806714,0.003407511435780524,-0.009883199536264787
OOS,K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,WORKING|REVERSE,WORKING|NEUTRAL,10,10,-0.003533660708949721,-0.005110383775890796,0.00643549361101054,0.005276200613285983,0.007757970192294649,0.00977846373401445,0.006178239770823756
OOS,K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,WORKING|REVERSE,WORKING|WORKING,10,45,-0.0063512689365617285,-0.007655386426468619,-0.024341780646606543,0.001559129170536088,0.008139722753821407,-0.002004979471425447,-0.01096975776434856
OOS,K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,REVERSE|WORKING,NEUTRAL|WORKING,16,17,0.007029394025227426,0.011820663718338962,0.049476664476298775,-0.008535056313022149,0.007661128158662812,-0.00531040613533654,-0.013178315980457418
