universe,cut_name,factor_a,factor_b,family_pair,contrast,outcome,train_diff,oos_diff,same_sign,signed_oos_confirmation
KOSPI_EX_K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0015090422098157487,0.006811904603513602,True,0.006811904603513602
KOSPI_EX_K200,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0005924061013709553,0.010049514784292932,False,-0.010049514784292932
KOSPI_EX_K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.008132934535101171,0.00044696110996887304,True,0.00044696110996887304
KOSPI_EX_K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.007344297192602336,0.005424753746862947,True,0.005424753746862947
KOSPI_EX_K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00215746436432082,0.005339903319236675,True,0.005339903319236675
KOSPI_EX_K200,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.004374763314023918,0.005600119377481524,True,0.005600119377481524
KOSPI_EX_K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0027602697146286615,-0.011265748735553163,False,-0.011265748735553163
KOSPI_EX_K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0062941886460275735,-0.00648163940089141,False,-0.00648163940089141
KOSPI_EX_K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.003803515520062648,-0.004216604049392889,False,-0.004216604049392889
KOSPI_EX_K200,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.002540293835400626,-0.0031492663824081854,False,-0.0031492663824081854
KOSPI_EX_K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.004196479657280391,-0.008239599440045587,False,-0.008239599440045587
KOSPI_EX_K200,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0009004723971811515,-0.003789719285252715,True,0.003789719285252715
KOSPI_EX_K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.004907771289249303,-0.005175532421427078,False,-0.005175532421427078
KOSPI_EX_K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0015541849729643546,6.575922265324559e-05,True,6.575922265324559e-05
KOSPI_EX_K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.001981292127432568,-0.008976508220285548,False,-0.008976508220285548
KOSPI_EX_K200,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0005973716029203417,-0.009424387115627477,True,0.009424387115627477
KOSPI_EX_K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.003320484104415925,0.0038387043890414454,False,-0.0038387043890414454
KOSPI_EX_K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,8.323945412468624e-05,-0.002208927500770067,False,-0.002208927500770067
KOSPI_EX_K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.001303345952009247,-0.011645722176212446,False,-0.011645722176212446
KOSPI_EX_K200,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0004586308339517756,-0.015431724691458789,False,-0.015431724691458789
KOSPI_EX_K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.004064730632819098,-0.006820677408716355,False,-0.006820677408716355
KOSPI_EX_K200,Q33,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.00045738623907122695,-0.005061328321164717,True,0.005061328321164717
KOSPI_EX_K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.005490669438408997,-0.0028778252304530938,False,-0.0028778252304530938
KOSPI_EX_K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0021145281452256467,0.010415952941031668,False,-0.010415952941031668
KOSPI_EX_K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0011889027436626804,-0.003865516198395795,False,-0.003865516198395795
KOSPI_EX_K200,Q50,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0034992462840210087,0.008281557419744567,False,-0.008281557419744567
KOSPI_EX_K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0073604324091071285,-0.0004669780962329493,False,-0.0004669780962329493
KOSPI_EX_K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.00026293784316881556,0.010128012274840753,True,0.010128012274840753
KOSPI_EX_K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0006902427419364979,-0.005283797548364365,False,-0.005283797548364365
KOSPI_EX_K200,Q50,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.002375890054265127,0.0071002385399992,False,-0.0071002385399992
KOSPI_EX_K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.004703373727377139,0.003667507662379469,False,-0.003667507662379469
KOSPI_EX_K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0035399209069248527,0.001702290648547614,False,-0.001702290648547614
KOSPI_EX_K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.003239951354190497,0.003392513537075927,True,0.003392513537075927
KOSPI_EX_K200,Q50,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0005372545401506465,0.006635189874685581,False,-0.006635189874685581
KOSPI_EX_K200,Q50,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.004470393244168841,-0.00215254369464376,False,-0.00215254369464376
KOSPI_EX_K200,Q50,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0008467612745044729,0.0015322555512183248,True,0.0015322555512183248
KOSPI_EX_K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0009104036036562029,-0.006695465385253866,True,0.006695465385253866
KOSPI_EX_K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0012089547274012125,0.00206854186443717,False,-0.00206854186443717
KOSPI_EX_K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0012535222059381307,-0.00430058975075453,False,-0.00430058975075453
KOSPI_EX_K200,Q50,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0016498574642444812,-0.0020708437836329443,True,0.0020708437836329443
KOSPI_EX_K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0069737640730935125,0.0007747955011711385,True,0.0007747955011711385
KOSPI_EX_K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.00039719270434217767,0.0007456781423682135,True,0.0007456781423682135
KOSPI_EX_K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.001562857636861219,-0.007974384515627382,False,-0.007974384515627382
KOSPI_EX_K200,Q50,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0031691960746416154,-0.007389043641860834,True,0.007389043641860834
KOSPI_EX_K200,Q50,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.005442464747101692,-0.009016845413134949,False,-0.009016845413134949
KOSPI_EX_K200,Q50,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.001741037019832166,-0.002625382611100548,False,-0.002625382611100548
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.00242578782297145,-0.0010908341399180784,True,0.0010908341399180784
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.00046431414116943515,0.0029670414838819698,False,-0.0029670414838819698
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0007636267921402515,0.010695983727766194,False,-0.010695983727766194
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0010522520168114837,0.007134582022285247,True,0.007134582022285247
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0021420436900834,0.007477925825815208,False,-0.007477925825815208
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-7.181501360008463e-05,0.009407373912390483,False,-0.009407373912390483
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.004427722257653267,0.005728247688096315,False,-0.005728247688096315
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.004805387096696231,-0.0028203191428303014,True,0.0028203191428303014
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0053419630871129765,0.007965215350707489,False,-0.007965215350707489
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0036755524735872435,0.0065419592425811236,False,-0.0065419592425811236
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0009083168398601445,0.00958031613542335,True,0.00958031613542335
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.005687909977966615,0.0012732226089884491,True,0.0012732226089884491
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0011890015226635204,0.0032856192735363767,False,-0.0032856192735363767
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.004192069745554201,0.004887231069760403,True,0.004887231069760403
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.003399250192395079,-0.00266533949038828,False,-0.00266533949038828
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.004403596801327021,0.0025723745903364304,True,0.0025723745903364304
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0019105640790055066,0.004346865969454482,False,-0.004346865969454482
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0018059282974271346,0.007609266417424224,True,0.007609266417424224
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.002468660592871446,-0.0013757619717417974,True,0.0013757619717417974
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.00119532835910761,-0.0002934290992055873,False,-0.0002934290992055873
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0015154723209073596,0.004350275320593968,False,-0.004350275320593968
KOSPI_KOSDAQ_ALL,Q25,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.001445063410030057,0.009409488874676379,True,0.009409488874676379
KOSPI_KOSDAQ_ALL,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0019645825605584134,0.01041409191470531,True,0.01041409191470531
KOSPI_KOSDAQ_ALL,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0005332614374326259,0.01183191402107082,False,-0.01183191402107082
KOSPI_KOSDAQ_ALL,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0005637000385154771,-0.002054356018071444,False,-0.002054356018071444
KOSPI_KOSDAQ_ALL,Q25,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0002555931253524398,-0.0007294471363151326,False,-0.0007294471363151326
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.006737185351358348,-0.0030717754589464543,True,0.0030717754589464543
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0036687307607836017,-0.005075185215758323,True,0.005075185215758323
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0003633361220395236,-0.009765323294313233,True,0.009765323294313233
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0019803681599386246,-0.001521874079371384,False,-0.001521874079371384
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.001416113546915094,-0.002365012201161198,True,0.002365012201161198
KOSPI_KOSDAQ_ALL,Q25,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0004517720909238438,0.00010147543833234152,True,0.00010147543833234152
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0008050415752317594,-0.004471782873109379,False,-0.004471782873109379
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0010234153469277727,-0.0009464232850986561,False,-0.0009464232850986561
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0010521653501993895,-0.005951493541358937,False,-0.005951493541358937
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0016960591867552677,-0.0031602609994887494,False,-0.0031602609994887494
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-7.12842237339725e-05,-0.0008275909613126545,True,0.0008275909613126545
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,8.906774623023534e-06,-0.0026818981793481226,False,-0.0026818981793481226
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.00020006181503855782,-0.0022601913138970524,True,0.0022601913138970524
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0023855282562221213,-0.006867838301300602,True,0.006867838301300602
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.0006944879552892589,-0.0064452430634277975,True,0.0064452430634277975
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00040004401419860064,0.0017159857943319368,True,0.0017159857943319368
KOSPI_KOSDAQ_ALL,Q25,MOM1M,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0013763771224299334,0.0030193455370110065,True,0.0030193455370110065
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0019643299975374154,0.0010940443600581514,False,-0.0010940443600581514
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.0010543638519436233,0.003086336469238461,True,0.003086336469238461
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.000448071916024655,0.00894361570547074,True,0.00894361570547074
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0018153152109255792,0.00674604048252678,True,0.00674604048252678
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0018661795033991279,0.011969284004482376,False,-0.011969284004482376
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.0009686270550284623,0.007735861130339136,False,-0.007735861130339136
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0034647628908548783,0.009281206106330774,False,-0.009281206106330774
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.004391627138090501,-0.0027640827758760684,True,0.0027640827758760684
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.006137560177639419,0.011429720913332773,False,-0.011429720913332773
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.005207321318014383,0.004864181948224019,False,-0.004864181948224019
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.0018703986192471315,0.0048510021200046435,True,0.0048510021200046435
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.001631632478348417,0.0037924282814996648,True,0.0037924282814996648
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.0007887601826099736,0.0026333060087317013,True,0.0026333060087317013
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.000629978346135402,0.007299913908576967,True,0.007299913908576967
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.003927066201991085,-0.007269120085556861,False,-0.007269120085556861
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,0.001808612887055944,0.00582735910211127,True,0.00582735910211127
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00037405239010181163,0.00067974641339303,True,0.00067974641339303
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PER12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,-0.00010381465057821948,0.010827458190214386,False,-0.010827458190214386
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0024672267548588173,-0.0014273403288908432,True,0.0014273403288908432
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.00112378546305842,0.0006571747709504321,False,-0.0006571747709504321
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00065785176136903,0.004520183115462151,True,0.004520183115462151
KOSPI_KOSDAQ_ALL,Q33,MOM12_1,PRIVATE_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0005131490572443226,0.010193642369222117,True,0.010193642369222117
KOSPI_KOSDAQ_ALL,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,-0.0005197108099521907,0.010409471328150196,False,-0.010409471328150196
KOSPI_KOSDAQ_ALL,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.00016082358739750156,0.012205599122317041,False,-0.012205599122317041
KOSPI_KOSDAQ_ALL,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.002070372047655573,-0.0004039331649672588,False,-0.0004039331649672588
KOSPI_KOSDAQ_ALL,Q33,MOM1M,FOREIGN_FLOW,MOMENTUM_X_FLOW,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.0024264871309997967,0.00036051431934400625,True,0.00036051431934400625
KOSPI_KOSDAQ_ALL,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.002336484260566283,-0.0036180151034331644,False,-0.0036180151034331644
KOSPI_KOSDAQ_ALL,Q33,MOM1M,OP12_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.004177277710761128,-0.0011052157670044438,False,-0.0011052157670044438
KOSPI_KOSDAQ_ALL,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,-0.0012832508757331521,0.00048378179422527146,False,-0.00048378179422527146
KOSPI_KOSDAQ_ALL,Q33,MOM1M,OPFY1_REV,MOMENTUM_X_REVISION,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.00019293551387658786,0.0004162094372441804,True,0.0004162094372441804
KOSPI_KOSDAQ_ALL,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_W,mkt_1d_diff,-0.000153657572904682,-0.005151697888126515,True,0.005151697888126515
KOSPI_KOSDAQ_ALL,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_MINUS_N_OTHER_W,mkt_1d_diff,0.00052904233640377,3.883446941667064e-05,True,3.883446941667064e-05
KOSPI_KOSDAQ_ALL,Q33,MOM1M,PBR12MF,MOMENTUM_X_VALUE,MOM_R_OTHER_W_MINUS_BOTH_W,mkt_1d_diff,0.001305544471581477,-0.0070840857596871755,False,-0.0070840857596871755
KOSPI_KOSDAQ_ALL,Q33,MOM1M,PER12MF,MOMENTUM_X_VALUE,MOM_W_OTHER_R_MINUS_N,mkt_1d_diff,0.00232458258987076,-0.001144391704923274,False,-0.001144391704923274
