universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,raw_high_minus_low,directed_high_minus_low
K200,2020,DEV_2020_2022,DISPERSION_60,TARGET_TOP2_DROP_SHARE_20,184,50,-0.04709121546822533,-1,0.15640810912391823,-0.15640810912391823,,
K200,2020,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.12340607239405509,1,0.28932902046577297,0.28932902046577297,0.28125,0.28125
K200,2020,DEV_2020_2022,RANGE_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.15131074308212913,1,0.3633240860446632,0.3633240860446632,,
K200,2020,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.08755215449309255,1,0.2154378805407857,0.2154378805407857,0.09698275862068961,0.09698275862068961
K200,2020,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.13208460834207097,1,0.3820307037471916,0.3820307037471916,0.29166666666666663,0.29166666666666663
K200,2020,DEV_2020_2022,WINNER_GAP_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.19040999585440854,1,0.21003374653783302,0.21003374653783302,0.14086687306501555,0.14086687306501555
K200,2020,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_TOP2_DROP_SHARE_20,184,50,-0.10114548015491828,-1,0.22847538666087122,-0.22847538666087122,0.14880952380952384,-0.14880952380952384
K200,2020,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_TOP2_DROP_SHARE_20,184,50,-0.06570168802372499,-1,0.06114646708010548,-0.06114646708010548,0.08333333333333337,-0.08333333333333337
K200,2020,DEV_2020_2022,RANK_TURNOVER_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.06570168802372499,1,-0.06114646708010548,-0.06114646708010548,-0.08333333333333337,-0.08333333333333337
K200,2020,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_TOP2_DROP_SHARE_20,184,50,-0.07690424798093154,-1,0.1575373823471296,-0.1575373823471296,0.042207792207792194,-0.042207792207792194
K200,2020,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_TOP2_DROP_SHARE_20,184,50,0.11378571213667472,1,0.17656968598108772,0.17656968598108772,0.09978070175438603,0.09978070175438603
