feature,target,n_universe_years,train_direction_median,DEV_2020_2022_median_dic,DEV_2020_2022_positive_dic_share,DEV_2020_2022_median_dhl,CONFIRM_2023_2024_median_dic,CONFIRM_2023_2024_positive_dic_share,CONFIRM_2023_2024_median_dhl,BULL_2025_median_dic,BULL_2025_positive_dic_share,BULL_2025_median_dhl,YTD_2026_median_dic,YTD_2026_positive_dic_share,YTD_2026_median_dhl,CONFIRM_positive_universes,CONFIRM_universe_count,PASS
LEADER_ABS_SHARE_20,TARGET_TOP2_DROP_SHARE_20,42,-1.0,-0.038157577212074724,0.4444444444444444,-0.03285659801678109,-0.05334024921059484,0.3333333333333333,-0.09186602870813396,-0.055061320688020145,0.3333333333333333,0.008826754385964919,0.14163851513947298,0.8333333333333334,0.05833333333333335,2,6,False
BREADTH_CHANGE_20,TARGET_TOP2_RELATIVE_LOSS_20,42,1.0,-0.004113450537033896,0.4444444444444444,-0.0014735234097093702,-0.05669493959635915,0.25,-0.005503209061422484,-0.0970481387534652,0.0,-0.006322676706438594,-0.139609485614508,0.3333333333333333,-0.012092208214310908,0,6,False
AVG_PAIR_CORR_60,TARGET_WORST_LEADER_LOSS_20,42,-1.0,-0.1752220888355342,0.3888888888888889,-0.013397327584353823,-0.06724489795918367,0.4166666666666667,-0.007828365798163463,0.11515306122448977,0.6666666666666666,0.019864763428527957,-0.25735294117647056,0.0,,2,6,False
DISPERSION_60,TARGET_REVERSAL_GAP_20,42,1.0,0.0802659525348601,0.6111111111111112,0.02897797117327519,-0.0745223621363439,0.4166666666666667,-0.005158117530008846,0.025510204081632654,0.6666666666666666,0.002560102258865991,0.03676470588235295,0.5,,4,6,False
FACTOR_VOL_MEDIAN_60,TARGET_WORST_LEADER_LOSS_20,42,1.0,-0.10968187274909963,0.2222222222222222,-0.004054405654478693,-0.08493378202344767,0.3333333333333333,-0.013309387482603002,-0.05770408163265306,0.3333333333333333,-0.0032217275916280102,-0.09068627450980393,0.16666666666666666,0.00563169869395567,3,6,False
SIGN_ALIGNMENT_20_60,TARGET_WORST_LEADER_LOSS_20,42,-1.0,-0.06677244735841367,0.3333333333333333,-0.0029570667853942912,-0.09316612929002953,0.16666666666666666,-0.011220663734760924,-0.05902741067969347,0.3333333333333333,-0.001348225585997028,-0.027127609970298002,0.3333333333333333,-0.004137451070743745,1,6,False
BREADTH_CHANGE_20,TARGET_REVERSAL_GAP_20,42,1.0,0.07435376884456904,0.6111111111111112,0.006414743603960808,-0.11442608406986314,0.08333333333333333,-0.01776904998684573,-0.057338968841339,0.16666666666666666,0.0010324231314315022,-0.0835449649315139,0.16666666666666666,-0.019181931013216753,0,6,False
PREV_RANK_CORR_20,TARGET_WORST_LEADER_LOSS_20,42,-1.0,0.010994133661699658,0.5555555555555556,-0.004099687239048961,-0.14066636119274656,0.25,-0.01338800529247417,0.0175059575948849,0.6666666666666666,0.005845617416969128,0.3491099854168295,1.0,0.03150171261963104,1,6,False
RANK_TURNOVER_20,TARGET_WORST_LEADER_LOSS_20,42,1.0,0.010994133661699658,0.5555555555555556,-0.004099687239048961,-0.14066636119274656,0.25,-0.01338800529247417,0.0175059575948849,0.6666666666666666,0.005845617416969128,0.3491099854168295,1.0,0.03150171261963104,1,6,False
AVG_PAIR_CORR_60,TARGET_TOP2_RELATIVE_LOSS_20,42,-1.0,0.03632953181272508,0.5555555555555556,-0.0036668182585142565,-0.14308619192357794,0.3333333333333333,-0.002049106372979609,0.04178571428571428,0.6666666666666666,-0.003545097229590235,-0.14460784313725492,0.3333333333333333,,2,6,False
AVG_PAIR_CORR_60,TARGET_REVERSAL_GAP_20,42,-1.0,0.019453781512605038,0.5555555555555556,-0.006544035081067705,-0.21474489795918367,0.25,-0.02435445916992264,0.08285714285714285,0.8333333333333334,0.018685260943840466,-0.11764705882352942,0.16666666666666666,,1,6,False
