model,universe,cost_bps,period,n_rebalances,cagr,sharpe,mdd,ew8_cagr,ew8_sharpe,ew8_mdd,top2_cagr,top2_sharpe,delta_cagr_vs_ew8,delta_sharpe_vs_ew8,delta_mdd_vs_ew8,delta_sharpe_vs_top2,avg_abs_lambda,avg_lambda,annual_turnover
LIQ_CONT,K200,10,DEV_2020_2022,38,0.0592032357387009,0.8222696294876654,-0.058814731248916896,0.06861936099357124,0.9252577805444361,-0.06132276546491944,0.023317694164691094,0.22452587054137485,-0.009416125254870344,-0.10298815105677073,0.0025080342160025415,0.5977437589462905,0.11532220180342015,-0.0015573245688329212,1.7538453365023077
COMBINED_CONT,K200,10,DEV_2020_2022,38,0.07469775530339007,1.0263305056332137,-0.046560906218582,0.06861936099357124,0.9252577805444361,-0.06132276546491944,0.023317694164691094,0.22452587054137485,0.006078394309818824,0.10107272508877763,0.014761859246337439,0.8018046350918389,0.10319196712265316,-0.0036022035425947846,1.5604417610340835
PERSIST_CONT,KOSDAQ,10,DEV_2020_2022,38,0.05776873175745845,0.9492744972395508,-0.0693464831979762,0.04179473726282623,0.6921866698616813,-0.1003203287307477,0.07404925508676996,0.555687744594074,0.015973994494632215,0.2570878273778695,0.030973845532771493,0.3935867526454768,0.1519289798539784,0.012809152723724453,2.2341065875853614
LIQ_CONT,KOSDAQ,10,DEV_2020_2022,38,0.02483816789120752,0.395682671665907,-0.1371330331721824,0.04179473726282623,0.6921866698616813,-0.1003203287307477,0.07404925508676996,0.555687744594074,-0.016956569371618713,-0.29650399819577433,-0.036812704441434696,-0.160005072928167,0.13519602162326608,-0.005177830609570868,2.0036845364919826
COMBINED_CONT,KOSDAQ,10,DEV_2020_2022,38,0.043341010061082264,0.7015318314486774,-0.1054785464046345,0.04179473726282623,0.6921866698616813,-0.1003203287307477,0.07404925508676996,0.555687744594074,0.001546272798256032,0.009345161586996054,-0.0051582176738868,0.14584408685460337,0.14859764010964574,0.0029851634717064004,2.1972921131119914
PERSIST_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,DEV_2020_2022,38,0.06601384740303828,1.0129898389092484,-0.07416973367231972,0.06016500093172805,0.9105009068498411,-0.08721308188926802,0.08365781110221326,0.6626718958765068,0.005848846471310232,0.10248893205940734,0.013043348216948303,0.35031794303274166,0.14094797122320754,-0.029539705032797597,2.0566739623756707
LIQ_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,DEV_2020_2022,38,0.07374592282541448,1.0761946987101585,-0.07241041163715445,0.06016500093172805,0.9105009068498411,-0.08721308188926802,0.08365781110221326,0.6626718958765068,0.013580921893686426,0.1656937918603174,0.01480267025211357,0.4135228028336517,0.12588464917982348,0.032734883434521994,1.87921824404375
COMBINED_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,DEV_2020_2022,38,0.07226646097210998,1.0939396127360712,-0.07209331495104132,0.06016500093172805,0.9105009068498411,-0.08721308188926802,0.08365781110221326,0.6626718958765068,0.012101460040381928,0.18343870588623012,0.015119766938226697,0.43126771685956444,0.13051604077630288,-0.0012124970377359768,2.0800222790827463
PERSIST_CONT,KOSPI_ALL,10,DEV_2020_2022,38,0.0793858405130543,1.2516561609517196,-0.045489996284008294,0.06767022488469565,1.0960360155768634,-0.04072532130981732,0.036058796735851883,0.3239703618703834,0.011715615628358655,0.15562014537485624,-0.004764674974190974,0.9276857990813362,0.11215022737125739,-0.020048860337812478,1.6394209465809717
LIQ_CONT,KOSPI_ALL,10,DEV_2020_2022,38,0.07121228168093552,1.1497369123774481,-0.03363691255085344,0.06767022488469565,1.0960360155768634,-0.04072532130981732,0.036058796735851883,0.3239703618703834,0.0035420567962398675,0.05370089680058476,0.007088408758963882,0.8257665505070647,0.1223938901304654,0.014112389074486092,1.809404259160315
COMBINED_CONT,KOSPI_ALL,10,DEV_2020_2022,38,0.08068502445138148,1.2837207176790915,-0.03506873357953688,0.06767022488469565,1.0960360155768634,-0.04072532130981732,0.036058796735851883,0.3239703618703834,0.01301479956668583,0.1876847021022281,0.005656587730280438,0.959750355808708,0.12164627913722284,-0.016075420278659113,1.7239821486370008
PERSIST_CONT,KOSPI_EX_K200,10,DEV_2020_2022,31,0.09321071787127111,1.0720176771205758,-0.06484869169797702,0.08396506165713724,0.9867211233290786,-0.06475484058299597,0.15032465454196497,0.9243979510823265,0.009245656214133868,0.08529655379149725,-9.385111498105836e-05,0.14761972603824935,0.12082882866767364,-0.02820193831891968,1.760385628041844
LIQ_CONT,KOSPI_EX_K200,10,DEV_2020_2022,31,0.08553853738011186,0.9358942178442147,-0.07290775457753762,0.08396506165713724,0.9867211233290786,-0.06475484058299597,0.15032465454196497,0.9243979510823265,0.0015734757229746155,-0.050826905484863905,-0.008152913994541655,0.011496266761888196,0.10426160348228873,0.043811299911023706,1.621685075678089
COMBINED_CONT,KOSPI_EX_K200,10,DEV_2020_2022,31,0.09045183811478141,1.0078731181329752,-0.07212091476904814,0.08396506165713724,0.9867211233290786,-0.06475484058299597,0.15032465454196497,0.9243979510823265,0.006486776457644172,0.021151994803896623,-0.007366074186052174,0.08347516705064872,0.12961613609143913,0.009648757000607902,1.9728560532556072
PERSIST_CONT,KOSPI_KOSDAQ_ALL,10,DEV_2020_2022,38,0.07683826179978559,1.2148070851618746,-0.03311186684757017,0.07521602370581149,1.229060716163908,-0.03081420934002388,0.013603877707730527,0.1633239252171247,0.0016222380939741043,-0.014253631002033362,-0.0022976575075462913,1.05148315994475,0.13471313760033427,-0.0619566806940969,1.9398220087508853
LIQ_CONT,KOSPI_KOSDAQ_ALL,10,DEV_2020_2022,38,0.08337896620664531,1.2970135298972496,-0.031058590785777107,0.07521602370581149,1.229060716163908,-0.03081420934002388,0.013603877707730527,0.1633239252171247,0.008162942500833825,0.06795281373334161,-0.00024438144575322784,1.133689604680125,0.12422834922779333,0.02673975217331177,1.8841851701910088
COMBINED_CONT,KOSPI_KOSDAQ_ALL,10,DEV_2020_2022,38,0.08208396476415913,1.31439037513987,-0.03199489706455061,0.07521602370581149,1.229060716163908,-0.03081420934002388,0.013603877707730527,0.1633239252171247,0.0068679410583476486,0.08532965897596201,-0.00118068772452673,1.1510664499227454,0.12892471042724535,-0.025623849433847334,1.9465155242072167
PERSIST_CONT,K200,10,CONFIRM_2023_2024,24,0.11653858451416443,1.6230047809011419,-0.030519771619747837,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.08638391054487315,0.6255001586025248,0.00841305774894785,0.13849154204417258,0.001279480429058344,0.997504622298617,0.13423551168970016,-0.0064604853544644085,1.737703525583332
LIQ_CONT,K200,10,CONFIRM_2023_2024,24,0.11185232437046388,1.4598346435041156,-0.046529666904894795,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.08638391054487315,0.6255001586025248,0.0037267976052473006,-0.02467859535285366,-0.014730414856088614,0.8343344849015908,0.1278528200975845,0.028856572541127515,1.7216546544272195
COMBINED_CONT,K200,10,CONFIRM_2023_2024,24,0.11464322964821783,1.5633200492937729,-0.03280231974446923,0.10812552676521658,1.4845132388569693,-0.03179925204880618,0.08638391054487315,0.6255001586025248,0.006517702883001242,0.0788068104368036,-0.0010030676956630513,0.937819890691248,0.12429576173031669,0.01837390400872076,1.7915688531707619
PERSIST_CONT,KOSDAQ,10,CONFIRM_2023_2024,24,0.06940714919547974,0.9100048010194426,-0.05962813516540255,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.03386334970952465,0.2536547586900637,0.03111055166355592,0.36920389616259586,0.006940783616423474,0.6563500423293789,0.13657440162675763,0.013813224218983379,1.9401788070544457
LIQ_CONT,KOSDAQ,10,CONFIRM_2023_2024,24,0.06230971661154561,0.8026917278226984,-0.06472151259582681,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.03386334970952465,0.2536547586900637,0.02401311907962178,0.26189082296585164,0.001847406185999212,0.5490369691326347,0.10326344014171239,0.003174804385537367,1.541569168281073
COMBINED_CONT,KOSDAQ,10,CONFIRM_2023_2024,24,0.0756601561815271,0.9632943569858874,-0.05958818666979526,0.038296597531923826,0.5408009048568467,-0.06656891878182603,0.03386334970952465,0.2536547586900637,0.03736355864960328,0.42249345212904066,0.006980732112030763,0.7096395982958237,0.1298127315797473,0.01171754214947932,1.8554809325292259
PERSIST_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,CONFIRM_2023_2024,24,0.06674732474806921,1.0652763840260369,-0.05906247205362514,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.04323589844631659,0.2912046157744927,0.01952919093647343,0.3133181006262479,0.014709623647974235,0.7740717682515441,0.14175431976479094,-0.010916020732774654,1.9086488150060592
LIQ_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,CONFIRM_2023_2024,24,0.0699306977115246,0.9988910909180501,-0.07418554681148004,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.04323589844631659,0.2912046157744927,0.022712563899928817,0.24693280751826108,-0.00041345110988066924,0.7076864751435574,0.1038954530446677,0.003323677080221587,1.5431711996508932
COMBINED_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,CONFIRM_2023_2024,24,0.07627141356174039,1.1655202121407775,-0.06199479249699802,0.047218133811595786,0.751958283399789,-0.07377209570159937,0.04323589844631659,0.2912046157744927,0.0290532797501446,0.4135619287409885,0.011777303204601353,0.8743155963662848,0.12456632024694853,0.0035112009915674834,1.561052183356117
PERSIST_CONT,KOSPI_ALL,10,CONFIRM_2023_2024,24,0.09431499471299665,1.4324865269411846,-0.04423845036606022,0.08517826364566328,1.2527517412988858,-0.04634863422223201,0.16551456419249244,0.9790816979365301,0.00913673106733337,0.17973478564229883,0.002110183856171788,0.4534048290046545,0.12507419068282943,0.02313684758056485,1.6291928492084764
LIQ_CONT,KOSPI_ALL,10,CONFIRM_2023_2024,24,0.10631044935875233,1.449603479335325,-0.05156487979943214,0.08517826364566328,1.2527517412988858,-0.04634863422223201,0.16551456419249244,0.9790816979365301,0.021132185713089058,0.19685173803643918,-0.005216245577200129,0.47052178139879486,0.11332749634451204,0.0203307037403896,1.5990032347297438
COMBINED_CONT,KOSPI_ALL,10,CONFIRM_2023_2024,24,0.10114555351849774,1.4908522608236288,-0.046717231762563705,0.08517826364566328,1.2527517412988858,-0.04634863422223201,0.16551456419249244,0.9790816979365301,0.015967289872834467,0.23810051952474298,-0.00036859754033169434,0.5117705628870987,0.13480815566875776,0.02645438304796943,1.8275606064422423
PERSIST_CONT,KOSPI_EX_K200,10,CONFIRM_2023_2024,25,0.04129706221290408,0.4731233649895291,-0.08502299347311015,0.04150157101952545,0.49129305351427915,-0.07632756727463941,0.06970557034852853,0.5213997571136906,-0.00020450880662137294,-0.01816968852475004,-0.008695426198470746,-0.04827639212416146,0.11031321619556912,0.05114845938375351,1.524256637855988
LIQ_CONT,KOSPI_EX_K200,10,CONFIRM_2023_2024,25,0.03682039735446874,0.45560653432016807,-0.0789939662058965,0.04150157101952545,0.49129305351427915,-0.07632756727463941,0.06970557034852853,0.5213997571136906,-0.004681173665056715,-0.03568651919411109,-0.0026663989312570857,-0.06579322279352251,0.09854469060351413,0.02655080213903743,1.4463644602661359
COMBINED_CONT,KOSPI_EX_K200,10,CONFIRM_2023_2024,25,0.03836770252252952,0.4558535538903115,-0.08422217541576082,0.04150157101952545,0.49129305351427915,-0.07632756727463941,0.06970557034852853,0.5213997571136906,-0.0031338684969959285,-0.03543949962396764,-0.007894608141121418,-0.06554620322337906,0.11942768016297428,0.05650305576776165,1.4955748507648299
PERSIST_CONT,KOSPI_KOSDAQ_ALL,10,CONFIRM_2023_2024,24,0.07747411645633173,1.2513493313262387,-0.05087707685783005,0.08586290337055691,1.3362574655534307,-0.05492402082378045,0.09287949035047416,0.542313953449407,-0.008388786914225177,-0.08490813422719201,0.0040469439659504,0.7090353778768317,0.14713470014517135,-0.03133368971065306,1.6916273592595472
LIQ_CONT,KOSPI_KOSDAQ_ALL,10,CONFIRM_2023_2024,24,0.10791410830785675,1.5184817302369846,-0.05755485453688902,0.08586290337055691,1.3362574655534307,-0.05492402082378045,0.09287949035047416,0.542313953449407,0.02205120493729984,0.1822242646835539,-0.0026308337131085713,0.9761677767875776,0.10517241718157949,0.0176195501784507,1.5514656395174706
COMBINED_CONT,KOSPI_KOSDAQ_ALL,10,CONFIRM_2023_2024,24,0.08916071404800752,1.3882434113734174,-0.05319340668950623,0.08586290337055691,1.3362574655534307,-0.05492402082378045,0.09287949035047416,0.542313953449407,0.0032978106774506077,0.05198594581998672,0.001730614134274222,0.8459294579240104,0.12211188610076046,-0.006512484342981723,1.6315008233806394
PERSIST_CONT,K200,10,BULL_2025,12,0.2565461184223172,2.012633007696827,-0.058829214005900354,0.24428861752413122,1.99165182428855,-0.06198041966511103,-0.014266671866135727,0.05587498161978565,0.012257500898186002,0.020981183408276927,0.0031512056592106763,1.9567580260770412,0.12054263565891472,-0.00775193798449612,1.7627212194082555
LIQ_CONT,K200,10,BULL_2025,12,0.2558100919476993,2.063810672828554,-0.06738349620058781,0.24428861752413122,1.99165182428855,-0.06198041966511103,-0.014266671866135727,0.05587498161978565,0.011521474423568101,0.07215884854000398,-0.005403076535476781,2.0079356912087682,0.13817829457364342,-0.042441860465116284,1.9549801762449772
COMBINED_CONT,K200,10,BULL_2025,12,0.26505839151495336,2.113941472110245,-0.06351114979689299,0.24428861752413122,1.99165182428855,-0.06198041966511103,-0.014266671866135727,0.05587498161978565,0.020769773990822138,0.12228964782169527,-0.0015307301317819544,2.0580664904904595,0.12340116279069767,-0.037063953488372096,1.8134885052660417
PERSIST_CONT,KOSDAQ,10,BULL_2025,12,0.09782634523188438,1.0497065713360947,-0.04377958240536406,0.11958291186537218,1.2571306378429388,-0.04204034533001999,0.024431939209602405,0.22820199297134283,-0.021756566633487795,-0.20742406650684408,-0.001739237075344069,0.8215045783647519,0.13565891472868216,-0.012403100775193798,1.8557044852672588
LIQ_CONT,KOSDAQ,10,BULL_2025,12,0.13979820037312662,1.4276350568162288,-0.04149387696676132,0.11958291186537218,1.2571306378429388,-0.04204034533001999,0.024431939209602405,0.22820199297134283,0.020215288507754448,0.17050441897329005,0.0005464683632586675,1.199433063844886,0.12538759689922482,-0.051937984496124044,1.6794023194934857
COMBINED_CONT,KOSDAQ,10,BULL_2025,12,0.11967950852464226,1.2832243075350886,-0.042391172180338166,0.11958291186537218,1.2571306378429388,-0.04204034533001999,0.024431939209602405,0.22820199297134283,9.659665927008732e-05,0.02609366969214988,-0.0003508268503181755,1.0550223145637458,0.14515503875968994,-0.04428294573643412,1.7236362702422987
PERSIST_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,12,0.12622304318419286,1.5398343582112477,-0.024255769741212796,0.12347214370878823,1.476147799073752,-0.024328852993387606,0.1879685527309396,1.7141242224588775,0.0027508994754046334,0.06368655913749577,7.308325217481038e-05,-0.17428986424762982,0.13430232558139535,0.012209302325581393,1.6979887449774749
LIQ_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,12,0.12208294607392833,1.4103080816565885,-0.02550237862595739,0.12347214370878823,1.476147799073752,-0.024328852993387606,0.1879685527309396,1.7141242224588775,-0.0013891976348598956,-0.06583971741716343,-0.001173525632569783,-0.303816140802289,0.13575581395348837,-0.03943798449612403,1.752805156459272
COMBINED_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,BULL_2025,12,0.12378188824220637,1.4901435432223804,-0.025211975580065493,0.12347214370878823,1.476147799073752,-0.024328852993387606,0.1879685527309396,1.7141242224588775,0.0003097445334181437,0.013995744148628475,-0.0008831225866778869,-0.22398067923649712,0.13468992248062017,-0.0185077519379845,1.6486888926092782
PERSIST_CONT,KOSPI_ALL,10,BULL_2025,12,0.21978559879016735,2.4090263319657086,-0.04530677545671935,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-0.07037788915149301,-0.3991942381015509,0.029363225068698817,0.2737176303611113,0.0005091051798354895,2.8082205700672596,0.12848837209302325,-0.04379844961240311,1.7074917052234262
LIQ_CONT,KOSPI_ALL,10,BULL_2025,12,0.17873851979407518,1.8520179127584728,-0.05518827763894263,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-0.07037788915149301,-0.3991942381015509,-0.01168385392739335,-0.28329078884612446,-0.009372397002387789,2.251212150860024,0.14147286821705427,-0.024224806201550386,1.8801039130037747
COMBINED_CONT,KOSPI_ALL,10,BULL_2025,12,0.20342269547439473,2.1030909254894854,-0.05264960985961875,0.19042237372146853,2.1353087016045973,-0.04581588063655484,-0.07037788915149301,-0.3991942381015509,0.013000321752926203,-0.032217776115111896,-0.006833729223063911,2.5022851635910364,0.12374031007751939,-0.045251937984496116,1.6529765311092173
PERSIST_CONT,KOSPI_EX_K200,10,BULL_2025,12,0.1357792958895696,2.0043313515832404,-0.026239193664186145,0.11789481425423265,1.9141659111911096,-0.02180019878037376,0.11493887653032431,0.8432143402806535,0.017884481635336957,0.09016544039213081,-0.004438994883812386,1.1611170113025868,0.11069958847736627,0.02191358024691358,1.5294226579520696
LIQ_CONT,KOSPI_EX_K200,10,BULL_2025,12,0.11999232596391218,1.9880957393710552,-0.01927437147538469,0.11789481425423265,1.9141659111911096,-0.02180019878037376,0.11493887653032431,0.8432143402806535,0.0020975117096795337,0.07392982817994564,0.00252582730498907,1.1448813990904019,0.14063786008230453,-0.007613168724279837,1.8369526143790849
COMBINED_CONT,KOSPI_EX_K200,10,BULL_2025,12,0.13352142074187823,2.076703033169394,-0.023482655008686848,0.11789481425423265,1.9141659111911096,-0.02180019878037376,0.11493887653032431,0.8432143402806535,0.015626606487645578,0.16253712197828452,-0.0016824562283130895,1.2334886928887405,0.1140432098765432,0.005915637860082305,1.7422358387799568
PERSIST_CONT,KOSPI_KOSDAQ_ALL,10,BULL_2025,12,0.20294050295514787,2.445488759187176,-0.025941681592188903,0.1745871114015647,2.0228076610380294,-0.03545141869612045,0.08601712706377662,0.5901966544592708,0.028353391553583185,0.42268109814914645,0.009509737103931548,1.855292104727905,0.13846899224806203,-0.06928294573643412,2.0609877633020823
LIQ_CONT,KOSPI_KOSDAQ_ALL,10,BULL_2025,12,0.1697283736579669,1.9184471481861047,-0.038340086422719244,0.1745871114015647,2.0228076610380294,-0.03545141869612045,0.08601712706377662,0.5901966544592708,-0.004858737743597796,-0.10436051285192471,-0.0028886677265987926,1.3282504937268338,0.13672480620155036,-0.041375968992248054,1.8046115913795202
COMBINED_CONT,KOSPI_KOSDAQ_ALL,10,BULL_2025,12,0.18824654434007626,2.2479323104852544,-0.029120471601218778,0.1745871114015647,2.0228076610380294,-0.03545141869612045,0.08601712706377662,0.5901966544592708,0.013659432938511573,0.225124649447225,0.006330947094901673,1.6577356560259835,0.14297480620155037,-0.07873062015503875,1.7865061868379395
PERSIST_CONT,K200,10,YTD_2026,4,0.5494430918912254,4.34816391889986,0.0,0.44758800968263035,3.218589932676514,0.0,0.0438523780383111,0.2684320976377601,0.10185508220859507,1.1295739862233458,0.0,4.0797318212621,0.20485386221294366,-0.13778705636743216,2.7958180803029564
LIQ_CONT,K200,10,YTD_2026,4,0.5409087012890224,4.357375854269977,0.0,0.44758800968263035,3.218589932676514,0.0,0.0438523780383111,0.2684320976377601,0.093320691606392,1.1387859215934628,0.0,4.088943756632217,0.18345511482254698,-0.05897703549060542,2.5376142763509253
COMBINED_CONT,K200,10,YTD_2026,4,0.5690620469506369,4.658384843096204,0.0,0.44758800968263035,3.218589932676514,0.0,0.0438523780383111,0.2684320976377601,0.12147403726800654,1.4397949104196903,0.0,4.389952745458444,0.1268267223382046,-0.12656576200417538,2.0465173933097054
PERSIST_CONT,KOSDAQ,10,YTD_2026,4,0.3871282643375644,2.90672062135409,-0.009666618390539727,0.35271358515920936,2.8047603829741363,-0.01114308345845183,0.7491292455441254,2.624401129219566,0.034414679178355057,0.1019602383799536,0.0014764650679121027,0.282319492134524,0.13491649269311062,-0.056106471816283934,2.0681328288100205
LIQ_CONT,KOSDAQ,10,YTD_2026,4,0.333554533986379,2.7056027215206497,-0.012378064199094152,0.35271358515920936,2.8047603829741363,-0.01114308345845183,0.7491292455441254,2.624401129219566,-0.019159051172830344,-0.09915766145348659,-0.0012349807406423219,0.08120159230108381,0.10307933194154488,0.0060020876826722275,1.4741662013885517
COMBINED_CONT,KOSDAQ,10,YTD_2026,4,0.36532875422631217,2.8464357008912256,-0.010769268203650761,0.35271358515920936,2.8047603829741363,-0.01114308345845183,0.7491292455441254,2.624401129219566,0.012615169067102805,0.04167531791708923,0.0003738152548010687,0.22203457167165963,0.08729123173277661,-0.042667014613778705,1.3267971822352769
PERSIST_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,4,0.2892630021540128,2.845840817856109,-0.008431452677571727,0.2828730582623422,2.96081382296115,-0.008290406828556196,0.6680134638598176,3.0245204737189693,0.00638994389167058,-0.11497300510504083,-0.00014104584901553086,-0.17867965586286028,0.09525052192066805,-0.05897703549060543,1.2979488821187548
LIQ_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,4,0.24235062109591166,3.0662872190635553,-0.008440292964855378,0.2828730582623422,2.96081382296115,-0.008290406828556196,0.6680134638598176,3.0245204737189693,-0.04052243716643056,0.10547339610240547,-0.00014988613629918213,0.04176674534458602,0.10151356993736951,0.0,1.4974639207166092
COMBINED_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,10,YTD_2026,4,0.252189175355626,2.977103859584014,-0.00832515215036811,0.2828730582623422,2.96081382296115,-0.008290406828556196,0.6680134638598176,3.0245204737189693,-0.030683882906716198,0.01629003662286399,-3.4745321811913144e-05,-0.04741661413495546,0.06328288100208769,-0.06328288100208769,0.6642105798174495
PERSIST_CONT,KOSPI_ALL,10,YTD_2026,4,0.3799226726632652,2.857504071200856,0.0,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,0.34700379099468237,1.4628975049749167,0.04260046296636766,0.27402337903568164,0.0010997618702287548,1.3946065662259393,0.16022964509394572,-0.11664926931106472,2.5638579040636986
LIQ_CONT,KOSPI_ALL,10,YTD_2026,4,0.3543798756260239,3.2321788051204403,0.0,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,0.34700379099468237,1.4628975049749167,0.017057665929126387,0.648698112955266,0.0010997618702287548,1.7692813001455236,0.18110647181628392,-0.05610647181628392,2.2116086990823907
COMBINED_CONT,KOSPI_ALL,10,YTD_2026,4,0.3746823902829082,3.249489464525333,0.0,0.3373222096968975,2.5834806921651743,-0.0010997618702287548,0.34700379099468237,1.4628975049749167,0.03736018058601065,0.6660087723601587,0.0010997618702287548,1.7865919595504163,0.16649269311064718,-0.11012526096033404,2.2670084083847164
PERSIST_CONT,KOSPI_EX_K200,10,YTD_2026,4,0.07705677250086795,0.6936924948723344,-0.036955368952114154,0.09628607605010986,0.8131294328196278,-0.03853855760883207,0.3402963629475211,1.3928405913826902,-0.019229303549241905,-0.11943693794729338,0.0015831886567179154,-0.6991480965103558,0.13738986784140966,-0.03386563876651982,1.9033016703377388
LIQ_CONT,KOSPI_EX_K200,10,YTD_2026,4,0.045384999389530334,0.4964170909047112,-0.03548782709461773,0.09628607605010986,0.8131294328196278,-0.03853855760883207,0.3402963629475211,1.3928405913826902,-0.050901076660579525,-0.3167123419149166,0.0030507305142143393,-0.896423500477979,0.23182819383259912,-0.10792951541850221,2.3917180616740086
COMBINED_CONT,KOSPI_EX_K200,10,YTD_2026,4,0.05001181019684209,0.5284370609638329,-0.03565355972589623,0.09628607605010986,0.8131294328196278,-0.03853855760883207,0.3402963629475211,1.3928405913826902,-0.04627426585326777,-0.2846923718557949,0.002884997882935836,-0.8644035304188573,0.22136563876651982,-0.09911894273127753,2.401091226138032
PERSIST_CONT,KOSPI_KOSDAQ_ALL,10,YTD_2026,4,0.3279906755548747,3.763691866966555,-0.0007379366729386438,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-0.0891806002366784,-1.911331306591561,-0.029519821605025864,0.11155088567650484,-0.0005001194062079772,5.675023173558116,0.1544885177453027,-0.04645093945720251,1.9084974753604893
LIQ_CONT,KOSPI_KOSDAQ_ALL,10,YTD_2026,4,0.4143083552221678,3.460132108167058,-2.4724095441963634e-05,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-0.0891806002366784,-1.911331306591561,0.056797858062267226,-0.19200887312299209,0.00021309317128870298,5.371463414758619,0.130741127348643,-0.015657620041753646,1.691960783123756
COMBINED_CONT,KOSPI_KOSDAQ_ALL,10,YTD_2026,4,0.3848093178829253,3.529465615576145,-0.00027279848789318883,0.3575104971599006,3.6521409812900503,-0.0002378172667306666,-0.0891806002366784,-1.911331306591561,0.027298820723024697,-0.12267536571390547,-3.4981221162522225e-05,5.4407969221677055,0.09068371607515656,-0.0538883089770355,1.1164161194591442
PERSIST_CONT,K200,30,DEV_2020_2022,38,0.07885120326095008,1.0652301076300275,-0.04636961765236769,0.06827132347523568,0.9215249775433709,-0.06132276546491944,0.0048417340188671165,0.10588719962320403,0.010579879785714397,0.14370513008665653,0.014953147812551748,0.9593429080068234,0.14972822458636634,-0.004373198841536202,2.2536147109335687
LIQ_CONT,K200,30,DEV_2020_2022,38,0.055519047616841455,0.7756799689381285,-0.05949127600758586,0.06827132347523568,0.9215249775433709,-0.06132276546491944,0.0048417340188671165,0.10588719962320403,-0.012752275858394224,-0.1458450086052424,0.0018314894573335794,0.6697927693149245,0.11532220180342015,-0.0015573245688329212,1.7538453365023077
COMBINED_CONT,K200,30,DEV_2020_2022,38,0.07137163268371771,0.9843312793132761,-0.046918179613650524,0.06827132347523568,0.9215249775433709,-0.06132276546491944,0.0048417340188671165,0.10588719962320403,0.0031003092084820327,0.0628063017699052,0.014404585851268914,0.8784440796900721,0.10319196712265316,-0.0036022035425947846,1.5604417610340835
PERSIST_CONT,KOSDAQ,30,DEV_2020_2022,38,0.053070517675997575,0.8758145346432106,-0.07107908813534558,0.041450262265989135,0.6867871598105947,-0.10032032873074759,0.05538682304663811,0.4366446926162872,0.01162025541000844,0.1890273748326159,0.029241240595402007,0.4391698420269234,0.1519289798539784,0.012809152723724453,2.2341065875853614
LIQ_CONT,KOSDAQ,30,DEV_2020_2022,38,0.020740595847356103,0.3361716667339611,-0.1392077805828018,0.041450262265989135,0.6867871598105947,-0.10032032873074759,0.05538682304663811,0.4366446926162872,-0.020709666418633033,-0.3506154930766336,-0.03888745185205422,-0.1004730258823261,0.13519602162326608,-0.005177830609570868,2.0036845364919826
COMBINED_CONT,KOSDAQ,30,DEV_2020_2022,38,0.038788261532520796,0.6334689137326042,-0.10655917059203779,0.041450262265989135,0.6867871598105947,-0.10032032873074759,0.05538682304663811,0.4366446926162872,-0.0026620007334683393,-0.053318246077990517,-0.006238841861290201,0.19682422111631698,0.14859764010964574,0.0029851634717064004,2.1972921131119914
PERSIST_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,30,DEV_2020_2022,38,0.06165723829782621,0.9496750100838359,-0.07669912205809915,0.05981285107347367,0.905060457419607,-0.08721308188926813,0.06418430391562713,0.527831538433129,0.0018443872243525394,0.04461455266422898,0.010513959831168984,0.4218434716507069,0.14094797122320754,-0.029539705032797597,2.0566739623756707
LIQ_CONT,KOSDAQ_PLUS_KOSPI_EX_K200,30,DEV_2020_2022,38,0.06973625599339406,1.0205875838896115,-0.07473679829591928,0.05981285107347367,0.905060457419607,-0.08721308188926813,0.06418430391562713,0.527831538433129,0.009923404919920387,0.11552712647000452,0.012476283593348847,0.49275604545648244,0.12588464917982348,0.032734883434521994,1.87921824404375
