universe,policy,cost_bps,period,cagr,sharpe,mdd,avg_exposure,annual_allocator_turnover,n_days,base_cagr,base_sharpe,base_mdd,base_avg_exposure,base_turn,delta_cagr,delta_sharpe,delta_mdd,delta_avg_exposure,delta_turn
K200,B_FSUB_PROB,30,BULL_2025,0.6305902348591266,2.9028039039142057,-0.11512767922209277,0.8005193447762607,2.9465949957897903,242,0.5949418285966828,2.8284507818035385,-0.11958239857811337,0.7717826093900427,2.280244499791419,0.03564840626244381,0.07435312211066725,0.004454719356020598,0.028736735386218015,0.6663504959983713
K200,B_FSUB_PROB,30,YTD_2026,0.6462447521344807,1.1833705612318106,-0.3538904697250749,0.7685521435765719,2.1361374603508674,147,0.6462684021557923,1.2267137754902515,-0.33572405222767443,0.7306402341846562,1.6776084432104532,-2.3650021311549807e-05,-0.0433432142584409,-0.018166417497400444,0.03791190939191569,0.45852901714041416
KOSDAQ,B_FSUB_PROB,0,TRAIN_2016_2022,0.007055487734055399,0.13626824948602806,-0.48280280479360604,0.8242502093937246,2.7067779137942147,1660,0.00558675791580554,0.12874905196065214,-0.4775248216906396,0.8257166597424178,2.219243422899426,0.0014687298182498587,0.007519197525375915,-0.005277983102966455,-0.0014664503486931935,0.4875344908947885
KOSDAQ,B_FSUB_PROB,0,OOS_2023_2024,0.013261878750279177,0.16753277078476042,-0.29696770375961623,0.8397778892185245,2.192885185306694,489,0.011694455398055803,0.16110528455868148,-0.3001157159341209,0.8488924719091843,1.74692822714824,0.0015674233522233738,0.006427486226078943,0.0031480121745046663,-0.00911458269065979,0.44595695815845393
KOSDAQ,B_FSUB_PROB,0,BULL_2025,0.32713210427884776,1.711242641519487,-0.1432453820308892,0.8134206850784389,3.8853582003800775,242,0.32741231477240285,1.6965214763954592,-0.14493176157034504,0.8125052952639159,3.3093281369143437,-0.00028021049355508865,0.014721165124027769,0.001686379539455829,0.0009153898145229933,0.5760300634657338
KOSDAQ,B_FSUB_PROB,0,YTD_2026,-0.11473895352399766,-0.11671874384517236,-0.3458853926192934,0.6787702093824544,0.8608534322820027,147,-0.12033499638045209,-0.12042897947593358,-0.35327123201523136,0.6918910465708495,0.7264012781254161,0.005596042856454431,0.0037102356307612133,0.007385839395937954,-0.013120837188395185,0.13445215415658662
KOSDAQ,B_FSUB_PROB,10,TRAIN_2016_2022,0.00433231972021253,0.12284629233731577,-0.48514862092241506,0.8242502093937246,2.7067779137942147,1660,0.0033564786015647385,0.11770409367501744,-0.4794114183060858,0.8257166597424178,2.219243422899426,0.0009758411186477911,0.005142198662298328,-0.005737202616329262,-0.0014664503486931935,0.4875344908947885
KOSDAQ,B_FSUB_PROB,10,OOS_2023_2024,0.011039249145776475,0.15691671677354851,-0.2985859272742323,0.8397778892185245,2.192885185306694,489,0.009924073393418498,0.15281576572111275,-0.3013069774621744,0.8488924719091843,1.74692822714824,0.0011151757523579775,0.0041009510524357695,0.002721050187942109,-0.00911458269065979,0.44595695815845393
KOSDAQ,B_FSUB_PROB,10,BULL_2025,0.3220029450950639,1.6894480027741527,-0.1434902304320136,0.8134206850784389,3.8853582003800775,242,0.32303810201350647,1.6780058988564277,-0.14511460804998777,0.8125052952639159,3.3093281369143437,-0.0010351569184425813,0.011442103917725044,0.001624377617974182,0.0009153898145229933,0.5760300634657338
KOSDAQ,B_FSUB_PROB,10,YTD_2026,-0.11549173250957956,-0.11892552686335854,-0.3459060378634825,0.6787702093824544,0.8608534322820027,147,-0.1209656613381268,-0.122247556576368,-0.35327123201523125,0.6918910465708495,0.7264012781254161,0.005473928828547248,0.003322029713009461,0.007365194151748744,-0.013120837188395185,0.13445215415658662
KOSDAQ,B_FSUB_PROB,30,TRAIN_2016_2022,-0.0010935706426241643,0.09600058436968213,-0.48980986224382594,0.8242502093937246,2.7067779137942147,1660,-0.0010906625639973688,0.09561269133134852,-0.4831653932832295,0.8257166597424178,2.219243422899426,-2.9080786267954295e-06,0.0003878930383336143,-0.00664446896059645,-0.0014664503486931935,0.4875344908947885
KOSDAQ,B_FSUB_PROB,30,OOS_2023_2024,0.0066073526001624305,0.13568539125092188,-0.30181211450286916,0.8397778892185245,2.192885185306694,489,0.006391474225893923,0.13623845378418592,-0.3036841792446945,0.8488924719091843,1.74692822714824,0.00021587837426850776,-0.0005530625332640371,0.00187206474182533,-0.00911458269065979,0.44595695815845393
KOSDAQ,B_FSUB_PROB,30,BULL_2025,0.3118008757460844,1.6456992543821298,-0.14397986148777886,0.8134206850784389,3.8853582003800775,242,0.31433012049857867,1.6408520818452503,-0.14548030100927323,0.8125052952639159,3.3093281369143437,-0.002529244752494275,0.004847172536879496,0.0015004395214943678,0.0009153898145229933,0.5760300634657338
KOSDAQ,B_FSUB_PROB,30,YTD_2026,-0.11699570161669737,-0.12333970537315915,-0.34594732835186015,0.6787702093824544,0.8608534322820027,147,-0.12222603039132929,-0.12588500693173646,-0.3532712320152315,0.6918910465708495,0.7264012781254161,0.0052303287746319205,0.0025453015585773092,0.007323903663371323,-0.013120837188395185,0.13445215415658662
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,0,TRAIN_2016_2022,-0.008151139897748072,0.05487424246657945,-0.5089783659832617,0.8494257701388248,2.9386052543041243,1660,-0.0083972438437393,0.05386311595007415,-0.507685011017481,0.8494275804516769,2.668119512326504,0.0002461039459912273,0.0010111265165053049,-0.0012933549657807575,-1.810312852068563e-06,0.27048574197762054
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,0,OOS_2023_2024,0.033915834063312555,0.26997754476368346,-0.24492227926925647,0.8799924660761185,2.6555695628049634,489,0.030896884724089135,0.25437638343481156,-0.2488739096637581,0.8818551457594,2.2726888720250886,0.00301894933922342,0.015601161328871904,0.003951630394501637,-0.0018626796832815762,0.38288069077987474
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,0,BULL_2025,0.3356549806665785,1.8225990264583818,-0.13886192856305635,0.8358722290065163,4.0389099117382,242,0.33229694984556724,1.809503078507373,-0.1390103589950734,0.8296072576657864,3.618755773423163,0.003358030821011271,0.01309594795100888,0.00014843043201706596,0.006264971340729897,0.4201541383150369
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,0,YTD_2026,-0.18233015655446694,-0.22137011239799734,-0.4159991034623015,0.8163779892780642,1.4948026146573372,147,-0.18229785756555117,-0.21981917809909585,-0.41718644615788414,0.8178042915413272,1.4817968916329574,-3.229898891576877e-05,-0.0015509342989014907,0.0011873426955826272,-0.001426302263263013,0.013005723024379856
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,10,TRAIN_2016_2022,-0.01106689731469046,0.039643920555716514,-0.5109660359886984,0.8494257701388248,2.9386052543041243,1660,-0.011044378311219072,0.040060861069995055,-0.5094995285457303,0.8494275804516769,2.668119512326504,-2.2519003471388466e-05,-0.00041694051427854095,-0.001466507442968057,-1.810312852068563e-06,0.27048574197762054
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,10,OOS_2023_2024,0.031166725158054076,0.2561473132906707,-0.2470538490850398,0.8799924660761185,2.6555695628049634,489,0.028549523444661995,0.24262999112453684,-0.25045179066923295,0.8818551457594,2.2726888720250886,0.002617201713392081,0.013517322166133855,0.0033979415841931537,-0.0018626796832815762,0.38288069077987474
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,10,BULL_2025,0.33028221644280276,1.798581489379008,-0.13919474424876588,0.8358722290065163,4.0389099117382,242,0.327496455033641,1.7880654703976426,-0.13925942848656991,0.8296072576657864,3.618755773423163,0.0027857614091617577,0.010516018981365338,6.468423780403576e-05,0.006264971340729897,0.4201541383150369
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,10,YTD_2026,-0.18351438737444647,-0.22473594565736055,-0.41616301995829696,0.8163779892780642,1.4948026146573372,147,-0.1834710440568894,-0.22314906233101942,-0.4173474397169883,0.8178042915413272,1.4817968916329574,-4.334331755706522e-05,-0.001586883326341132,0.001184419758691324,-0.001426302263263013,0.013005723024379856
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,30,TRAIN_2016_2022,-0.016874533116685186,0.009195820651522678,-0.514918472596442,0.8494257701388248,2.9386052543041243,1660,-0.016319156784626143,0.012466583558574036,-0.5131096576880321,0.8494275804516769,2.668119512326504,-0.0005553763320590432,-0.0032707629070513576,-0.0018088149084098948,-1.810312852068563e-06,0.27048574197762054
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,30,OOS_2023_2024,0.025688797029320476,0.22849362500838616,-0.25131817507097376,0.8799924660761185,2.6555695628049634,489,0.02386941105468421,0.21914283428882578,-0.25359852751438217,0.8818551457594,2.2726888720250886,0.0018193859746362673,0.009350790719560381,0.0022803524434084066,-0.0018626796832815762,0.38288069077987474
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,30,BULL_2025,0.31959804695084815,1.7503753098670447,-0.13986017463247113,0.8358722290065163,4.0389099117382,242,0.31794419583404543,1.7450269388362913,-0.13975748800417154,0.8296072576657864,3.618755773423163,0.0016538511168027181,0.005348371030753363,-0.00010268662829959752,0.006264971340729897,0.4201541383150369
KOSDAQ_PLUS_KOSPI_EX_K200,B_FSUB_PROB,30,YTD_2026,-0.18587851633183394,-0.23147125270736135,-0.4164908473562495,0.8163779892780642,1.4948026146573372,147,-0.1858132240596021,-0.2298124074876436,-0.4176694268351959,0.8178042915413272,1.4817968916329574,-6.529227223184275e-05,-0.0016588452197177639,0.0011785794789463955,-0.001426302263263013,0.013005723024379856
KOSPI_ALL,B_FSUB_PROB,0,TRAIN_2016_2022,0.010154073145046905,0.14265945653889334,-0.4132517745982891,0.8582565556343023,2.594357322337478,1660,0.009253158304588949,0.1368913895310477,-0.41419283165319265,0.858304184479855,2.244592653865418,0.0009009148404579559,0.005768067007845629,0.0009410570549035491,-4.76288455527607e-05,0.3497646684720599
KOSPI_ALL,B_FSUB_PROB,0,OOS_2023_2024,0.04381785493267687,0.3491063356710091,-0.1690453387495855,0.8723142910259477,2.9416357731045557,489,0.042773442976496545,0.34247646968665213,-0.1679913829251103,0.8696528620743708,2.2154086469519347,0.0010444119561803245,0.006629865984356997,-0.0010539558244752056,0.0026614289515769496,0.726227126152621
KOSPI_ALL,B_FSUB_PROB,0,BULL_2025,0.5944194719754559,2.8349401905402347,-0.11583852997920097,0.7919456212236962,2.285499624342599,242,0.5898048919437353,2.8034257461753564,-0.12033490796345214,0.7912768122202471,1.6852404421209597,0.00461458003172055,0.03151444436487827,0.004496377984251176,0.0006688090034490113,0.6002591822216394
KOSPI_ALL,B_FSUB_PROB,0,YTD_2026,0.6144781664340371,1.1680304534576684,-0.34995344860900357,0.7543363665812648,2.076437847866419,147,0.6825531944812351,1.258969887117413,-0.33714014716205876,0.75483331162377,1.9554942211488695,-0.068075028047198,-0.09093943365974466,-0.012813301446944814,-0.0004969450425051924,0.12094362671754966
KOSPI_ALL,B_FSUB_PROB,10,TRAIN_2016_2022,0.007537244816009592,0.12584700438533167,-0.4163019787951726,0.8582565556343023,2.594357322337478,1660,0.006990795342411982,0.12235332332117102,-0.4170986082149317,0.858304184479855,2.244592653865418,0.00054644947359761,0.0034936810641606475,0.0007966294197591095,-4.76288455527607e-05,0.3497646684720599
KOSPI_ALL,B_FSUB_PROB,10,OOS_2023_2024,0.04074620288996411,0.3305613424558869,-0.16950169539388404,0.8723142910259477,2.9416357731045557,489,0.040462155792722054,0.3285461580831393,-0.16825866033740133,0.8696528620743708,2.2154086469519347,0.00028404709724205723,0.0020151843727476138,-0.0012430350564827108,0.0026614289515769496,0.726227126152621
KOSPI_ALL,B_FSUB_PROB,10,BULL_2025,0.5907724965431698,2.820633920316919,-0.11615294341286864,0.7919456212236962,2.285499624342599,242,0.5871281651668243,2.7932658479334833,-0.12049839121756345,0.7912768122202471,1.6852404421209597,0.0036443313763454555,0.02736807238343575,0.004345447804694813,0.0006688090034490113,0.6002591822216394
KOSPI_ALL,B_FSUB_PROB,10,YTD_2026,0.6111891678358286,1.164261368540804,-0.3502043559213981,0.7543363665812648,2.076437847866419,147,0.6793321275536075,1.2553945380780003,-0.3373940463484124,0.75483331162377,1.9554942211488695,-0.06814295971777895,-0.09113316953719619,-0.012810309572985679,-0.0004969450425051924,0.12094362671754966
KOSPI_ALL,B_FSUB_PROB,30,TRAIN_2016_2022,0.0023225622752587327,0.09221555759509335,-0.42235635612767153,0.8582565556343023,2.594357322337478,1660,0.002480050230662778,0.09327120674554865,-0.42286847951019835,0.858304184479855,2.244592653865418,-0.00015748795540404537,-0.0010556491504552928,0.000512123382526819,-4.76288455527607e-05,0.3497646684720599
KOSPI_ALL,B_FSUB_PROB,30,OOS_2023_2024,0.03462847999798391,0.29348114047119533,-0.17041378185626077,0.8723142910259477,2.9416357731045557,489,0.035853779183989465,0.30068566075002395,-0.16879304344240365,0.8696528620743708,2.2154086469519347,-0.0012252991860055573,-0.007204520278828619,-0.0016207384138571257,0.0026614289515769496,0.726227126152621
KOSPI_ALL,B_FSUB_PROB,30,BULL_2025,0.5835016646245708,2.791938464484096,-0.11678162083257837,0.7919456212236962,2.285499624342599,242,0.5817868661649606,2.7728736517061665,-0.12082535772578529,0.7912768122202471,1.6852404421209597,0.0017147984596102006,0.019064812777929596,0.004043736893206917,0.0006688090034490113,0.6002591822216394
KOSPI_ALL,B_FSUB_PROB,30,YTD_2026,0.6046292312714578,1.1567148566212708,-0.350705983961062,0.7543363665812648,2.076437847866419,147,0.6729062319423726,1.2482344039843836,-0.33790169905330936,0.75483331162377,1.9554942211488695,-0.0682770006709148,-0.09151954736311274,-0.01280428490775265,-0.0004969450425051924,0.12094362671754966
KOSPI_EX_K200,B_FSUB_PROB,0,TRAIN_2016_2022,-0.007140422502054822,0.04193719897748716,-0.5076627822111952,0.850626544640099,2.689711823566931,1660,-0.006846638757384893,0.04517216295379903,-0.5114885349728842,0.8556288964432006,1.7379884443056375,-0.00029378374466992874,-0.003234963976311865,0.0038257527616889497,-0.005002351803101601,0.9517233792612936
KOSPI_EX_K200,B_FSUB_PROB,0,OOS_2023_2024,0.05867076799840065,0.45528840726183084,-0.15612186172791997,0.8354425672883325,4.534183645149503,489,0.05343920906555644,0.41982275241665695,-0.16636341427669066,0.8431688574358723,3.1783422737921203,0.005231558932844216,0.03546565484517389,0.010241552548770683,-0.007726290147539783,1.355841371357383
KOSPI_EX_K200,B_FSUB_PROB,0,BULL_2025,0.24817755920205165,1.587246907256079,-0.10499415335575912,0.7814414860057283,5.596461995512969,242,0.268610264048192,1.7174347662416976,-0.10914038075239074,0.7919794336000263,2.5695640351672253,-0.020432704846140348,-0.13018785898561847,0.004146227396631619,-0.010537947594298047,3.0268979603457433
KOSPI_EX_K200,B_FSUB_PROB,0,YTD_2026,-0.09712132076430191,-0.07663860273894821,-0.33904261566122973,0.8793121986994721,1.2799161160049206,147,-0.0434626715721238,0.06388855313631198,-0.3243010043898058,0.8665669657693583,0.7554479418886197,-0.05365864919217811,-0.14052715587526018,-0.014741611271423927,0.012745232930113759,0.5244681741163009
KOSPI_EX_K200,B_FSUB_PROB,10,TRAIN_2016_2022,-0.009808370334979388,0.025906630524020383,-0.5094888842661693,0.850626544640099,2.689711823566931,1660,-0.008573885540726689,0.03492761917587057,-0.5126551517134827,0.8556288964432006,1.7379884443056375,-0.0012344847942526993,-0.009020988651850186,0.003166267447313409,-0.005002351803101601,0.9517233792612936
KOSPI_EX_K200,B_FSUB_PROB,10,OOS_2023_2024,0.053882469315057024,0.42511671175543864,-0.15723836110118594,0.8354425672883325,4.534183645149503,489,0.050094378351863256,0.3988288506727926,-0.16716983491508985,0.8431688574358723,3.1783422737921203,0.0037880909631937687,0.026287861082646025,0.009931473813903913,-0.007726290147539783,1.355841371357383
KOSPI_EX_K200,B_FSUB_PROB,10,BULL_2025,0.2412058975419078,1.5483653185909947,-0.10556390137879257,0.7814414860057283,5.596461995512969,242,0.2653598700835167,1.6998160543361296,-0.10953510611409023,0.7919794336000263,2.5695640351672253,-0.024153972541608892,-0.1514507357451349,0.003971204735297662,-0.010537947594298047,3.0268979603457433
KOSPI_EX_K200,B_FSUB_PROB,10,YTD_2026,-0.09825564972328737,-0.08000369700142242,-0.33913116145023425,0.8793121986994721,1.2799161160049206,147,-0.044170779055723086,0.06184698775806525,-0.3243586821935708,0.8665669657693583,0.7554479418886197,-0.05408487066756429,-0.14185068475948767,-0.014772479256663473,0.012745232930113759,0.5244681741163009
KOSPI_EX_K200,B_FSUB_PROB,30,TRAIN_2016_2022,-0.015124670638026694,-0.006150851960358758,-0.513121826236785,0.850626544640099,2.689711823566931,1660,-0.01202031215160837,0.014443662861097826,-0.5149806173589214,0.8556288964432006,1.7379884443056375,-0.003104358486418324,-0.020594514821456585,0.0018587911221363829,-0.005002351803101601,0.9517233792612936
KOSPI_EX_K200,B_FSUB_PROB,30,OOS_2023_2024,0.044366932655172775,0.3647181803379419,-0.1594675722803678,0.8354425672883325,4.534183645149503,489,0.04343446239610693,0.35682576279736683,-0.16878077925945578,0.8431688574358723,3.1783422737921203,0.0009324702590658429,0.00789241754057507,0.009313206979087996,-0.007726290147539783,1.355841371357383
KOSPI_EX_K200,B_FSUB_PROB,30,BULL_2025,0.22737354209857452,1.470415205855633,-0.10670285952640468,0.7814414860057283,5.596461995512969,242,0.25888203356448214,1.6644481105264515,-0.11032430572416996,0.7919794336000263,2.5695640351672253,-0.03150849146590762,-0.19403290467081846,0.0036214461977652768,-0.010537947594298047,3.0268979603457433
KOSPI_EX_K200,B_FSUB_PROB,30,YTD_2026,-0.10052091386796347,-0.08673656480091947,-0.33930825302824497,0.8793121986994721,1.2799161160049206,147,-0.045585752559558324,0.05776233252131139,-0.3244740378011026,0.8665669657693583,0.7554479418886197,-0.054935161308405145,-0.14449889732223087,-0.014834215227142344,0.012745232930113759,0.5244681741163009
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,0,TRAIN_2016_2022,0.011845771498671942,0.1535974521957307,-0.417650715054108,0.8461703958691911,3.3333477834784104,1660,0.010859548486334969,0.14739810673677795,-0.42135379824997266,0.846243798724309,2.7079453731673246,0.000986223012336973,0.00619934545895276,0.0037030831958646537,-7.34028551179211e-05,0.6254024103110858
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,0,OOS_2023_2024,0.03571376537906179,0.29757231529116235,-0.18372948370573738,0.8719008550377617,2.8401197639944815,489,0.03538002646302418,0.294845267303612,-0.186120700825666,0.8664116552837506,2.085982333110784,0.00033373891603760697,0.0027270479875503573,0.0023912171199286236,0.005489199754011076,0.7541374308836977
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,0,BULL_2025,0.5754643707711782,2.68954913857712,-0.1281779321894846,0.8128589458243657,4.135670054173751,242,0.5432508824730677,2.5759422711184863,-0.13106781105742416,0.802885059788896,2.7087850565337304,0.03221348829811044,0.11360686745863369,0.002889878867939566,0.00997388603546967,1.4268849976400206
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,0,YTD_2026,0.5820413183384732,1.1303115609534604,-0.34789817697695014,0.7719393179919496,3.0714070891514487,147,0.5827026881598831,1.157419153402177,-0.3351632456819843,0.7468967869223548,2.4797236544898675,-0.0006613698214099628,-0.027107592448716522,-0.012734931294965834,0.025042531069594753,0.5916834346615811
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,10,TRAIN_2016_2022,0.008478674880756154,0.1323055049823091,-0.42157355378468475,0.8461703958691911,3.3333477834784104,1660,0.008126391705882252,0.1301385309248883,-0.4245155679859328,0.846243798724309,2.7079453731673246,0.00035228317487390193,0.0021669740574208063,0.0029420142012480666,-7.34028551179211e-05,0.6254024103110858
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,10,OOS_2023_2024,0.03277004786367543,0.28000720700197745,-0.18421361966932737,0.8719008550377617,2.8401197639944815,489,0.033216152135124855,0.2820064184720419,-0.18636800066431736,0.8664116552837506,2.085982333110784,-0.0004461042714494212,-0.0019992114700644326,0.0021543809949899906,0.005489199754011076,0.7541374308836977
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,10,BULL_2025,0.5689710288061185,2.6657354372713313,-0.12863644100974048,0.8128589458243657,4.135670054173751,242,0.5390870622553292,2.5606193870446257,-0.13133807005487053,0.802885059788896,2.7087850565337304,0.029883966550789287,0.10511605022670567,0.0027016290451300495,0.00997388603546967,1.4268849976400206
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,10,YTD_2026,0.5772772683546787,1.12472137064204,-0.34820734624770944,0.7719393179919496,3.0714070891514487,147,0.5788761911314546,1.152799396707512,-0.33545023519359907,0.7468967869223548,2.4797236544898675,-0.0015989227767758685,-0.02807802606547205,-0.01275711105411037,0.025042531069594753,0.5916834346615811
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,30,TRAIN_2016_2022,0.0017760766392584948,0.08971478106249663,-0.42934243321272714,0.8461703958691911,3.3333477834784104,1660,0.002680560067147786,0.09561153736704543,-0.4307891949603322,0.846243798724309,2.7079453731673246,-0.000904483427889291,-0.005896756304548806,0.001446761747605052,-7.34028551179211e-05,0.6254024103110858
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,30,OOS_2023_2024,0.02690597686593943,0.24488824022532926,-0.18518120257365944,0.8719008550377617,2.8401197639944815,489,0.028900728985654656,0.25633612525248567,-0.18686245004929847,0.8664116552837506,2.085982333110784,-0.0019947521197152263,-0.011447885027156407,0.001681247475639025,0.005489199754011076,0.7541374308836977
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,30,BULL_2025,0.5560607494057632,2.6179247936074224,-0.12955302264941781,0.8128589458243657,4.135670054173751,242,0.5307906623582352,2.529840323662741,-0.13187847755301252,0.802885059788896,2.7087850565337304,0.025270087047527978,0.08808446994468122,0.0023254549035947036,0.00997388603546967,1.4268849976400206
KOSPI_KOSDAQ_ALL,B_FSUB_PROB,30,YTD_2026,0.5677891483417687,1.1135266561808528,-0.34882539912871036,0.7719393179919496,3.0714070891514487,147,0.5712479990383992,1.1435449447188475,-0.33602402862566816,0.7468967869223548,2.4797236544898675,-0.0034588506966304333,-0.03001828853799471,-0.012801370503042198,0.025042531069594753,0.5916834346615811
