date,universe,base_state,factor_substate,TARGET_NEXT_B_DOWN,p_down_b,p_down_bf,exp_b,exp_bf,bf_minus_b
2018-04-02,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-04-09,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-04-16,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2018-04-23,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-04-30,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2018-05-09,K200,B4,F_HIGH,1.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2018-05-16,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-05-24,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-05-31,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-06-08,K200,B3,F_HIGH,1.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-06-18,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-06-25,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-07-02,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-07-09,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-07-16,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-07-23,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-07-30,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2018-08-06,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2018-08-13,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2018-08-21,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-08-28,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-09-04,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-09-11,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2018-09-18,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2018-09-28,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-10-08,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-10-16,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-10-23,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-10-30,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-11-06,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-11-13,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-11-20,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2018-11-27,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-12-04,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-12-11,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-12-18,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-12-26,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-01-04,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-01-11,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-01-18,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-01-25,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-02-01,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2019-02-13,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-02-20,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-02-27,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-03-07,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-03-14,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2019-03-21,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-03-28,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-04-04,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-04-11,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-04-18,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-04-25,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-05-03,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-05-13,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-05-20,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-05-27,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-06-03,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-06-11,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-06-18,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-06-25,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-07-02,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-07-09,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-07-16,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-07-23,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-07-30,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-08-06,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-08-13,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-08-21,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-08-28,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2019-09-04,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2019-09-11,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-09-20,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-09-27,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-10-07,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-10-15,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-10-22,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-10-29,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-11-05,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-11-12,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-11-19,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-11-26,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-12-03,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-12-10,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2019-12-17,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2019-12-24,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2020-01-03,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2020-01-10,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2020-01-17,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2020-01-28,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2020-02-04,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2020-02-11,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2020-02-18,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2020-02-25,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2020-03-03,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2020-03-10,K200,B2,F_LOW,1.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2020-04-22,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2020-04-29,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2020-05-11,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2020-05-18,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2020-05-25,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2020-06-01,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2020-06-08,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2020-06-15,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2020-06-22,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2020-06-29,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
