date,universe,base_state,factor_substate,TARGET_NEXT_B_DOWN,p_down_b,p_down_bf,exp_b,exp_bf,bf_minus_b
2016-04-01,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-04-08,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-04-18,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2016-04-25,K200,B4,F_HIGH,1.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2016-05-02,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-05-11,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-05-18,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-05-25,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-06-01,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-06-09,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-06-16,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-06-23,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-06-30,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-07-07,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-07-14,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-07-21,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-07-28,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-08-04,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-08-11,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-08-19,K200,B4,F_HIGH,1.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2016-08-26,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-09-02,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-09-09,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-09-21,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-09-28,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-10-06,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-10-13,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-10-20,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-10-27,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-11-03,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-11-10,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2016-11-17,K200,B2,F_HIGH,0.0,0.010309278350515464,0.0,0.9896907216494846,1.0,-0.010309278350515464
2016-11-24,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-12-01,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-12-08,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-12-15,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2016-12-22,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2016-12-29,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-01-06,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-01-13,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-01-20,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-01-31,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-02-07,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-02-14,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-02-21,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-02-28,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-03-08,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-03-15,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-03-22,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-03-29,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-04-05,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-04-12,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-04-19,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-04-26,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-05-08,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-05-16,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-05-23,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-05-30,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-06-07,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-06-14,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-06-21,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-06-28,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-07-05,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-07-12,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-07-19,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2017-07-26,K200,B4,F_HIGH,0.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2017-08-02,K200,B4,F_HIGH,1.0,0.3191489361702128,0.2692307692307692,0.6808510638297872,0.7307692307692308,-0.049918166939443565
2017-08-09,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-08-17,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-08-24,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-08-31,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-09-07,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-09-14,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-09-21,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-09-28,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-10-13,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-10-20,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-10-27,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-11-03,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-11-10,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-11-17,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2017-11-24,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-12-01,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-12-08,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2017-12-15,K200,B3,F_HIGH,0.0,0.1386861313868613,0.058823529411764705,0.8613138686131387,0.9411764705882353,-0.0798626019750966
2017-12-22,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-01-03,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-01-10,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-01-17,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-01-24,K200,B4,F_LOW,0.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-01-31,K200,B4,F_LOW,1.0,0.3191489361702128,0.3382352941176471,0.6808510638297872,0.6617647058823529,0.019086357947434296
2018-02-07,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-02-14,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-02-23,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-03-05,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
2018-03-12,K200,B3,F_LOW,0.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-03-19,K200,B3,F_LOW,1.0,0.1386861313868613,0.18604651162790697,0.8613138686131387,0.813953488372093,0.04736038024104566
2018-03-26,K200,B2,F_LOW,0.0,0.010309278350515464,0.0136986301369863,0.9896907216494846,0.9863013698630136,0.003389351786470837
