date,variant,k200_count,n_eligible,eligible_share,baseline_top20_overlap,rank_ic
2016-02-18,MOM12_1_PLUS_1M_RANK_W30,190,185,0.9736842105263158,0.4,-0.19384307761048128
2016-03-04,MOM12_1_BASE,190,185,0.9736842105263158,1.0,-0.0741139456426974
2016-03-04,MOM12_1_1M_POS,190,106,0.5578947368421052,0.2,-0.18441192029624404
2016-03-04,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.15,-0.1345826743457372
2016-03-04,MOM12_1_1M_KEEP_TOP70PCT,190,130,0.6842105263157895,0.3,-0.1886493056029715
2016-03-04,MOM12_1_PLUS_1M_RANK_W10,190,185,0.9736842105263158,0.9,-0.0741152444724426
2016-03-04,MOM12_1_PLUS_1M_RANK_W20,190,185,0.9736842105263158,0.75,-0.07026711225936404
2016-03-04,MOM12_1_PLUS_1M_RANK_W30,190,185,0.9736842105263158,0.5,-0.06431562303631144
2016-03-18,MOM12_1_BASE,190,186,0.9789473684210527,1.0,0.0717472690907226
2016-03-18,MOM12_1_1M_POS,190,138,0.7263157894736842,0.7,0.10203224281888357
2016-03-18,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.45,0.17361463400077587
2016-03-18,MOM12_1_1M_KEEP_TOP70PCT,190,130,0.6842105263157895,0.6,0.1238443785931803
2016-03-18,MOM12_1_PLUS_1M_RANK_W10,190,186,0.9789473684210527,0.9,0.08659671730675754
2016-03-18,MOM12_1_PLUS_1M_RANK_W20,190,186,0.9789473684210527,0.65,0.10460003496963056
2016-03-18,MOM12_1_PLUS_1M_RANK_W30,190,186,0.9789473684210527,0.5,0.11469189142525116
2016-04-01,MOM12_1_BASE,190,186,0.9789473684210527,1.0,-0.1826527234496874
2016-04-01,MOM12_1_1M_POS,190,120,0.631578947368421,0.65,-0.18872838391554966
2016-04-01,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.5,-0.2380710811375369
2016-04-01,MOM12_1_1M_KEEP_TOP70PCT,190,131,0.6894736842105263,0.65,-0.15196177867933594
2016-04-01,MOM12_1_PLUS_1M_RANK_W10,190,186,0.9789473684210527,0.85,-0.1789820899493647
2016-04-01,MOM12_1_PLUS_1M_RANK_W20,190,186,0.9789473684210527,0.7,-0.17993945573899528
2016-04-01,MOM12_1_PLUS_1M_RANK_W30,190,186,0.9789473684210527,0.6,-0.1676612814499092
2016-04-18,MOM12_1_BASE,190,186,0.9789473684210527,1.0,-0.14992190741716357
2016-04-18,MOM12_1_1M_POS,190,103,0.5421052631578948,0.4,-0.08467688793217064
2016-04-18,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.4,-0.10320491778818895
2016-04-18,MOM12_1_1M_KEEP_TOP70PCT,190,131,0.6894736842105263,0.45,-0.06651897720600011
2016-04-18,MOM12_1_PLUS_1M_RANK_W10,190,186,0.9789473684210527,0.85,-0.14077098664365284
2016-04-18,MOM12_1_PLUS_1M_RANK_W20,190,186,0.9789473684210527,0.65,-0.12674013475131352
2016-04-18,MOM12_1_PLUS_1M_RANK_W30,190,186,0.9789473684210527,0.45,-0.09199654060732214
2016-05-02,MOM12_1_BASE,190,186,0.9789473684210527,1.0,0.28713920061168635
2016-05-02,MOM12_1_1M_POS,190,102,0.5368421052631579,0.3,0.33615303277900604
2016-05-02,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.25,0.3850825102205246
2016-05-02,MOM12_1_1M_KEEP_TOP70PCT,190,131,0.6894736842105263,0.45,0.32259648748198366
2016-05-02,MOM12_1_PLUS_1M_RANK_W10,190,186,0.9789473684210527,0.85,0.285297079559999
2016-05-02,MOM12_1_PLUS_1M_RANK_W20,190,186,0.9789473684210527,0.65,0.27747309746057014
2016-05-02,MOM12_1_PLUS_1M_RANK_W30,190,186,0.9789473684210527,0.45,0.2700427016313172
2016-05-18,MOM12_1_BASE,190,186,0.9789473684210527,1.0,0.05691946906368159
2016-05-18,MOM12_1_1M_POS,190,62,0.3263157894736842,0.3,0.04107174334567248
2016-05-18,MOM12_1_1M_ABOVE_MEDIAN,190,93,0.48947368421052634,0.4,0.08880666049953746
2016-05-18,MOM12_1_1M_KEEP_TOP70PCT,190,131,0.6894736842105263,0.55,-0.008162066940692896
2016-05-18,MOM12_1_PLUS_1M_RANK_W10,190,186,0.9789473684210527,0.85,0.04539823813410256
2016-05-18,MOM12_1_PLUS_1M_RANK_W20,190,186,0.9789473684210527,0.65,0.02553612481440325
2016-05-18,MOM12_1_PLUS_1M_RANK_W30,190,186,0.9789473684210527,0.45,0.015344419558413777
2016-06-01,MOM12_1_BASE,190,184,0.968421052631579,1.0,0.09456377261081467
2016-06-01,MOM12_1_1M_POS,190,68,0.35789473684210527,0.55,0.11444058479978622
2016-06-01,MOM12_1_1M_ABOVE_MEDIAN,190,92,0.4842105263157895,0.6,0.16172186859423884
2016-06-01,MOM12_1_1M_KEEP_TOP70PCT,190,129,0.6789473684210526,0.7,0.1343973613595707
2016-06-01,MOM12_1_PLUS_1M_RANK_W10,190,184,0.968421052631579,0.85,0.10547196689720646
2016-06-01,MOM12_1_PLUS_1M_RANK_W20,190,184,0.968421052631579,0.75,0.10918172939480006
2016-06-01,MOM12_1_PLUS_1M_RANK_W30,190,184,0.968421052631579,0.6,0.12007310606916316
2016-06-16,MOM12_1_BASE,190,190,1.0,1.0,-0.000912403571058436
2016-06-16,MOM12_1_1M_POS,190,58,0.30526315789473685,0.45,-0.2347349964625181
2016-06-16,MOM12_1_1M_ABOVE_MEDIAN,190,96,0.5052631578947369,0.7,-0.0840613130765057
2016-06-16,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.85,-0.03857908275552913
2016-06-16,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.9,-0.003387183900387103
2016-06-16,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.8,-0.008298261529131898
2016-06-16,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.65,-0.0167994523819819
2016-06-30,MOM12_1_BASE,190,190,1.0,1.0,-0.041271590844475944
2016-06-30,MOM12_1_1M_POS,190,60,0.3157894736842105,0.5,0.08307863295359823
2016-06-30,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.7,0.042609182530795084
2016-06-30,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.9,-0.03333956782503523
2016-06-30,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.95,-0.04245610858228001
2016-06-30,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.85,-0.0443807208534082
2016-06-30,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.7,-0.04212988619439298
2016-07-14,MOM12_1_BASE,190,190,1.0,1.0,-0.2651279157754771
2016-07-14,MOM12_1_1M_POS,190,70,0.3684210526315789,0.3,-0.3687341439944012
2016-07-14,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.35,-0.33325867861142217
2016-07-14,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.65,-0.28035511664733975
2016-07-14,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.85,-0.25335503980013935
2016-07-14,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.65,-0.23916079572902513
2016-07-14,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.45,-0.21914879471562576
2016-07-28,MOM12_1_BASE,190,190,1.0,1.0,0.07616514067243034
2016-07-28,MOM12_1_1M_POS,190,119,0.6263157894736842,0.5,0.11789631106679961
2016-07-28,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.4,0.10856662933930569
2016-07-28,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.5,0.11909140898450507
2016-07-28,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.9,0.069111003803691
2016-07-28,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.75,0.07004461878163895
2016-07-28,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.45,0.06619462895327109
2016-08-11,MOM12_1_BASE,190,190,1.0,1.0,0.12171621099705529
2016-08-11,MOM12_1_1M_POS,190,106,0.5578947368421052,0.45,0.198861374914981
2016-08-11,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.45,0.20072788353863383
2016-08-11,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.55,0.15836855821144905
2016-08-11,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.9,0.12471820765754676
2016-08-11,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.65,0.12543400689747364
2016-08-11,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.5,0.11985656962055369
2016-08-26,MOM12_1_BASE,190,190,1.0,1.0,0.11400140840758091
2016-08-26,MOM12_1_1M_POS,190,77,0.4052631578947368,0.5,0.24102213575897785
2016-08-26,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.55,0.16613941769316912
2016-08-26,MOM12_1_1M_KEEP_TOP70PCT,190,134,0.7052631578947368,0.7,0.061704011271961
2016-08-26,MOM12_1_PLUS_1M_RANK_W10,190,190,1.0,0.85,0.12146798380794183
2016-08-26,MOM12_1_PLUS_1M_RANK_W20,190,190,1.0,0.7,0.12261340469441331
2016-08-26,MOM12_1_PLUS_1M_RANK_W30,190,190,1.0,0.55,0.12642727455299538
2016-09-09,MOM12_1_BASE,190,189,0.9947368421052631,1.0,0.028258589736753232
2016-09-09,MOM12_1_1M_POS,190,72,0.37894736842105264,0.5,0.19068750401955112
2016-09-09,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.55,0.07325027995520716
2016-09-09,MOM12_1_1M_KEEP_TOP70PCT,190,133,0.7,0.7,0.05894145132165557
2016-09-09,MOM12_1_PLUS_1M_RANK_W10,190,189,0.9947368421052631,0.85,-0.001130486793657278
2016-09-09,MOM12_1_PLUS_1M_RANK_W20,190,189,0.9947368421052631,0.65,-0.03717647226170773
2016-09-09,MOM12_1_PLUS_1M_RANK_W30,190,189,0.9947368421052631,0.65,-0.07606806576605013
2016-09-28,MOM12_1_BASE,190,189,0.9947368421052631,1.0,-0.15269556870900655
2016-09-28,MOM12_1_1M_POS,190,90,0.47368421052631576,0.65,-0.1271021113717743
2016-09-28,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.65,-0.14000559910414334
2016-09-28,MOM12_1_1M_KEEP_TOP70PCT,190,133,0.7,0.75,-0.2572663000785546
2016-09-28,MOM12_1_PLUS_1M_RANK_W10,190,189,0.9947368421052631,0.9,-0.16936646772127908
2016-09-28,MOM12_1_PLUS_1M_RANK_W20,190,189,0.9947368421052631,0.75,-0.18370120203705273
2016-09-28,MOM12_1_PLUS_1M_RANK_W30,190,189,0.9947368421052631,0.7,-0.20028128895268194
2016-10-13,MOM12_1_BASE,190,189,0.9947368421052631,1.0,-0.08426836974383632
2016-10-13,MOM12_1_1M_POS,190,112,0.5894736842105263,0.45,0.10086445484675573
2016-10-13,MOM12_1_1M_ABOVE_MEDIAN,190,95,0.5,0.45,0.1278835386338186
2016-10-13,MOM12_1_1M_KEEP_TOP70PCT,190,133,0.7,0.6,0.050999340701703234
2016-10-13,MOM12_1_PLUS_1M_RANK_W10,190,189,0.9947368421052631,0.95,-0.06944370999248513
2016-10-13,MOM12_1_PLUS_1M_RANK_W20,190,189,0.9947368421052631,0.8,-0.053664564919026256
2016-10-13,MOM12_1_PLUS_1M_RANK_W30,190,189,0.9947368421052631,0.55,-0.030396133582765335
2016-10-27,MOM12_1_BASE,191,190,0.9947643979057592,1.0,-0.027012557571940328
2016-10-27,MOM12_1_1M_POS,191,71,0.3717277486910995,0.25,-0.07873910127431254
2016-10-27,MOM12_1_1M_ABOVE_MEDIAN,191,95,0.4973821989528796,0.3,-0.0638437849944009
2016-10-27,MOM12_1_1M_KEEP_TOP70PCT,191,134,0.7015706806282722,0.55,-0.006526265913540069
2016-10-27,MOM12_1_PLUS_1M_RANK_W10,191,190,0.9947643979057592,0.9,-0.03506589562814361
2016-10-27,MOM12_1_PLUS_1M_RANK_W20,191,190,0.9947643979057592,0.7,-0.04507114701406218
2016-10-27,MOM12_1_PLUS_1M_RANK_W30,191,190,0.9947643979057592,0.45,-0.059897719598642846
2016-11-10,MOM12_1_BASE,191,190,0.9947643979057592,1.0,0.07807389328469516
2016-11-10,MOM12_1_1M_POS,191,61,0.3193717277486911,0.15,0.06123744050766789
2016-11-10,MOM12_1_1M_ABOVE_MEDIAN,191,95,0.4973821989528796,0.15,0.12904535274356102
2016-11-10,MOM12_1_1M_KEEP_TOP70PCT,191,134,0.7015706806282722,0.45,0.17380017207197102
2016-11-10,MOM12_1_PLUS_1M_RANK_W10,191,190,0.9947643979057592,0.85,0.10214817429469132
2016-11-10,MOM12_1_PLUS_1M_RANK_W20,191,190,0.9947643979057592,0.55,0.123571301415662
2016-11-10,MOM12_1_PLUS_1M_RANK_W30,191,190,0.9947643979057592,0.35,0.14019909345578457
2016-11-24,MOM12_1_BASE,191,190,0.9947643979057592,1.0,0.01151308091917553
2016-11-24,MOM12_1_1M_POS,191,54,0.28272251308900526,0.25,0.07627215551743854
2016-11-24,MOM12_1_1M_ABOVE_MEDIAN,191,96,0.5026178010471204,0.35,0.06720021703743896
2016-11-24,MOM12_1_1M_KEEP_TOP70PCT,191,134,0.7015706806282722,0.5,0.09312845936796896
2016-11-24,MOM12_1_PLUS_1M_RANK_W10,191,190,0.9947643979057592,0.85,0.030112008062164776
2016-11-24,MOM12_1_PLUS_1M_RANK_W20,191,190,0.9947643979057592,0.55,0.053869709311766364
2016-11-24,MOM12_1_PLUS_1M_RANK_W30,191,190,0.9947643979057592,0.4,0.07447689813882576
2016-12-08,MOM12_1_BASE,191,190,0.9947643979057592,1.0,-0.18653002488769918
2016-12-08,MOM12_1_1M_POS,191,85,0.44502617801047123,0.4,-0.18800078170803206
2016-12-08,MOM12_1_1M_ABOVE_MEDIAN,191,95,0.4973821989528796,0.45,-0.23744400895856665
2016-12-08,MOM12_1_1M_KEEP_TOP70PCT,191,134,0.7015706806282722,0.6,-0.2097108442748663
2016-12-08,MOM12_1_PLUS_1M_RANK_W10,191,190,0.9947643979057592,0.8,-0.2174685141086384
2016-12-08,MOM12_1_PLUS_1M_RANK_W20,191,190,0.9947643979057592,0.7,-0.25178008673595437
2016-12-08,MOM12_1_PLUS_1M_RANK_W30,191,190,0.9947643979057592,0.55,-0.2945187893798883
2016-12-22,MOM12_1_BASE,191,190,0.9947643979057592,1.0,0.011838496765473895
2016-12-22,MOM12_1_1M_POS,191,99,0.518324607329843,0.65,-0.13426097711812
2016-12-22,MOM12_1_1M_ABOVE_MEDIAN,191,95,0.4973821989528796,0.55,-0.1137458006718925
2016-12-22,MOM12_1_1M_KEEP_TOP70PCT,191,134,0.7015706806282722,0.85,-0.06259180289031036
2016-12-22,MOM12_1_PLUS_1M_RANK_W10,191,190,0.9947643979057592,0.9,0.017586778074171024
2016-12-22,MOM12_1_PLUS_1M_RANK_W20,191,190,0.9947643979057592,0.8,0.027159640636058007
2016-12-22,MOM12_1_PLUS_1M_RANK_W30,191,190,0.9947643979057592,0.6,0.03430749904659747
2017-01-06,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.08706944061724993
2017-01-06,MOM12_1_1M_POS,192,109,0.5677083333333334,0.55,0.1698174404596423
2017-01-06,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.55,0.2111367335865437
2017-01-06,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.7,0.1559046870908615
2017-01-06,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.85,0.060843312281903886
2017-01-06,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.7,0.023235737724315822
2017-01-06,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.6,-0.018558855606142694
2017-01-20,MOM12_1_BASE,192,191,0.9947916666666666,1.0,-0.10084906310278315
2017-01-20,MOM12_1_1M_POS,192,86,0.4479166666666667,0.65,-0.10642954856361149
2017-01-20,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.65,-0.13688279978296256
2017-01-20,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.85,-0.14186461177820173
2017-01-20,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.9,-0.10622348826050516
2017-01-20,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.8,-0.11646149732696241
2017-01-20,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.65,-0.1251561319325801
2017-02-07,MOM12_1_BASE,192,191,0.9947916666666666,1.0,-0.04173670432626068
2017-02-07,MOM12_1_1M_POS,192,84,0.4375,0.45,0.04756505011643212
2017-02-07,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.5,0.05284861638632664
2017-02-07,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.6,0.012536315914163518
2017-02-07,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.9,-0.06425418192110009
2017-02-07,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.65,-0.08429090069938643
2017-02-07,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.6,-0.1026767107911533
2017-02-21,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.06423257095618627
2017-02-21,MOM12_1_1M_POS,192,119,0.6197916666666666,0.55,0.12351516877937618
2017-02-21,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.45,0.21985892566467716
2017-02-21,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.55,0.11583934961782567
2017-02-21,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.95,0.07785302055161131
2017-02-21,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.8,0.10526465353299423
2017-02-21,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.6,0.12971834897373719
2017-03-08,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.049628879180253625
2017-03-08,MOM12_1_1M_POS,192,102,0.53125,0.55,0.07058484260761884
2017-03-08,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.5,0.06749864351600651
2017-03-08,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.65,0.03914018770834064
2017-03-08,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.8,0.04689531705588171
2017-03-08,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.65,0.052838520453027234
2017-03-08,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.55,0.05641380688158423
2017-03-22,MOM12_1_BASE,192,191,0.9947916666666666,1.0,-0.1541549644164188
2017-03-22,MOM12_1_1M_POS,192,67,0.3489583333333333,0.35,-0.13109585761034404
2017-03-22,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.4,-0.09829794593771235
2017-03-22,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.6,-0.12603913520020674
2017-03-22,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.8,-0.18477659957398618
2017-03-22,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.55,-0.2124446296857946
2017-03-22,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.45,-0.24089019320207555
2017-04-05,MOM12_1_BASE,192,191,0.9947916666666666,1.0,-0.30223128884995604
2017-04-05,MOM12_1_1M_POS,192,121,0.6302083333333334,0.55,-0.2605473513074108
2017-04-05,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.5,-0.24669017905588714
2017-04-05,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.6,-0.29259467075649326
2017-04-05,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.9,-0.2878090240317303
2017-04-05,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.65,-0.2608122444629965
2017-04-05,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.55,-0.22545601718815564
2017-04-19,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.17862883138815353
2017-04-19,MOM12_1_1M_POS,192,104,0.5416666666666666,0.3,0.11695294996265872
2017-04-19,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.3,0.1219886055344547
2017-04-19,MOM12_1_1M_KEEP_TOP70PCT,192,135,0.703125,0.5,0.03317237342698274
2017-04-19,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.9,0.16741562632545812
2017-04-19,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.7,0.15748824136396336
2017-04-19,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.5,0.138497222021756
2017-05-08,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.06365045467070818
2017-05-08,MOM12_1_1M_POS,192,143,0.7447916666666666,0.5,0.01770823073639975
2017-05-08,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.35,-0.0264514378730331
2017-05-08,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.45,0.004586092095911421
2017-05-08,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.85,0.05429451616874185
2017-05-08,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.55,0.051280726478251173
2017-05-08,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.45,0.04319976370891301
2017-05-23,MOM12_1_BASE,192,190,0.9895833333333334,1.0,-0.23168520198472561
2017-05-23,MOM12_1_1M_POS,192,136,0.7083333333333334,0.7,-0.13481481658186273
2017-05-23,MOM12_1_1M_ABOVE_MEDIAN,192,95,0.4947916666666667,0.65,-0.1462625979843225
2017-05-23,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.7,-0.1435007213317009
2017-05-23,MOM12_1_PLUS_1M_RANK_W10,192,190,0.9895833333333334,0.85,-0.2283714019405649
2017-05-23,MOM12_1_PLUS_1M_RANK_W20,192,190,0.9895833333333334,0.7,-0.22205601197935568
2017-05-23,MOM12_1_PLUS_1M_RANK_W30,192,190,0.9895833333333334,0.6,-0.2210473782319323
2017-06-07,MOM12_1_BASE,192,191,0.9947916666666666,1.0,0.06799313515528999
2017-06-07,MOM12_1_1M_POS,192,149,0.7760416666666666,0.65,0.11021222564846726
2017-06-07,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.35,0.23319316332067283
2017-06-07,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.6,0.14232845796082247
2017-06-07,MOM12_1_PLUS_1M_RANK_W10,192,191,0.9947916666666666,0.9,0.07145929500871868
2017-06-07,MOM12_1_PLUS_1M_RANK_W20,192,191,0.9947916666666666,0.7,0.07070418290283273
2017-06-07,MOM12_1_PLUS_1M_RANK_W30,192,191,0.9947916666666666,0.45,0.07175376761971829
2017-06-21,MOM12_1_BASE,192,192,1.0,1.0,0.425449648635547
2017-06-21,MOM12_1_1M_POS,192,112,0.5833333333333334,0.65,0.4824460997027369
2017-06-21,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.55,0.46553174172544765
2017-06-21,MOM12_1_1M_KEEP_TOP70PCT,192,134,0.6979166666666666,0.8,0.5049763712764499
2017-06-21,MOM12_1_PLUS_1M_RANK_W10,192,192,1.0,0.85,0.4208217352551505
2017-06-21,MOM12_1_PLUS_1M_RANK_W20,192,192,1.0,0.7,0.41227778672982496
2017-06-21,MOM12_1_PLUS_1M_RANK_W30,192,192,1.0,0.6,0.3934132439634001
2017-07-05,MOM12_1_BASE,192,192,1.0,1.0,0.1597553780213222
2017-07-05,MOM12_1_1M_POS,192,67,0.3489583333333333,0.6,0.15966956660547532
2017-07-05,MOM12_1_1M_ABOVE_MEDIAN,192,96,0.5,0.75,0.11585729788388496
2017-07-05,MOM12_1_1M_KEEP_TOP70PCT,192,135,0.703125,0.75,0.10662374402497318
2017-07-05,MOM12_1_PLUS_1M_RANK_W10,192,192,1.0,0.85,0.16836340670479044
2017-07-05,MOM12_1_PLUS_1M_RANK_W20,192,192,1.0,0.7,0.18325648583878743
2017-07-05,MOM12_1_PLUS_1M_RANK_W30,192,192,1.0,0.65,0.19933393437810612
2017-07-19,MOM12_1_BASE,193,193,1.0,1.0,0.14258887078681692
2017-07-19,MOM12_1_1M_POS,193,78,0.40414507772020725,0.55,-0.09647314710605848
2017-07-19,MOM12_1_1M_ABOVE_MEDIAN,193,97,0.5025906735751295,0.55,0.0005391331790448138
