sample,variant,top_n,weighting,cost_bps,n_periods,mean_period_uplift,paired_tstat,positive_uplift_rate,relative_annualized_return,avg_turnover_delta
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,equal,0,259,0.0020819503552173195,0.6823297618556747,0.4555984555984556,0.06374651653010188,0.2447876447876448
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,0,259,-0.0007137083311089849,-0.3022731426398095,0.42084942084942084,-0.01102593967271115,0.19305019305019305
FULL,MOM12_1_1M_POS,5,equal,0,257,-0.0010919274381198808,-0.3597615043707662,0.45136186770428016,-0.016662872026100395,0.2723735408560311
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,0,259,0.0032463624272487516,1.1004580330491185,0.4980694980694981,0.0790357995120734,0.16370656370656372
FULL,MOM12_1_PLUS_1M_RANK_W20,5,equal,0,259,0.0037915743861326014,1.10936006147416,0.5173745173745173,0.09767160830679078,0.25637065637065637
FULL,MOM12_1_PLUS_1M_RANK_W30,5,equal,0,259,0.005403455607905569,1.5294981139825743,0.5366795366795367,0.14547741561957217,0.28185328185328196
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,equal,30,259,0.001347587420854388,0.4419502902843699,0.4594594594594595,0.044350896912752624,0.2447876447876448
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,30,259,-0.0012928589102595628,-0.547460938117107,0.41312741312741313,-0.02538614650335036,0.19305019305019305
FULL,MOM12_1_1M_POS,5,equal,30,257,-0.0019090480606879735,-0.6286609136433727,0.44357976653696496,-0.03676614232810749,0.2723735408560311
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,30,259,0.002755242736129063,0.9340422866053522,0.4942084942084942,0.06593432712027769,0.16370656370656372
FULL,MOM12_1_PLUS_1M_RANK_W20,5,equal,30,259,0.003022462417020634,0.8836230330565129,0.4980694980694981,0.07677578151753539,0.25637065637065637
FULL,MOM12_1_PLUS_1M_RANK_W30,5,equal,30,259,0.004557895762345726,1.2892440956743334,0.525096525096525,0.12148241547978911,0.28185328185328196
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,equal,60,259,0.0006132244864914506,0.20119831230345753,0.44787644787644787,0.025262497866657796,0.2447876447876448
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,60,259,-0.0018720094894101409,-0.7922968666633243,0.4092664092664093,-0.03957045005042248,0.19305019305019305
FULL,MOM12_1_1M_POS,5,equal,60,257,-0.0027261686832560665,-0.8970552410660971,0.4396887159533074,-0.05650846997497838,0.2723735408560311
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,60,259,0.0022641230450093715,0.7674492204532216,0.4942084942084942,0.052965728646520605,0.16370656370656372
FULL,MOM12_1_PLUS_1M_RANK_W20,5,equal,60,259,0.002253350447908665,0.6581308417073292,0.4942084942084942,0.05622902251723905,0.25637065637065637
FULL,MOM12_1_PLUS_1M_RANK_W30,5,equal,60,259,0.0037123359167858805,1.0491458509094203,0.525096525096525,0.09793297732181316,0.28185328185328196
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,equal,100,259,-0.00036592609265912395,-0.12008448777787234,0.44015444015444016,0.00028209839683190907,0.2447876447876448
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,100,259,-0.0026442102616109106,-1.1177752409016692,0.4092664092664093,-0.05821223637002071,0.19305019305019305
FULL,MOM12_1_1M_POS,5,equal,100,257,-0.0038156628466801882,-1.2537739693077656,0.4280155642023346,-0.08227969937953694,0.2723735408560311
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,100,259,0.0016092967901831185,0.5452229577549141,0.47876447876447875,0.03587910358077173,0.16370656370656372
FULL,MOM12_1_PLUS_1M_RANK_W20,5,equal,100,259,0.0012278678224260419,0.35805893835109254,0.4864864864864865,0.029367709532086117,0.25637065637065637
FULL,MOM12_1_PLUS_1M_RANK_W30,5,equal,100,259,0.0025849227893727546,0.729473935604887,0.5057915057915058,0.06721442320893312,0.28185328185328196
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,0,259,0.0025071988467459585,0.8055283519089059,0.444015444015444,0.07046770164107374,0.26898326898326896
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,259,0.0009669602307030146,0.38798932027703453,0.42084942084942084,0.024477414998842262,0.21981981981981982
FULL,MOM12_1_1M_POS,5,rank_linear,0,257,-0.00018718289663219862,-0.058799002618456817,0.43190661478599224,0.003306993315837614,0.2897535667963684
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,0,259,0.0033407921333844627,1.0679220385899546,0.5057915057915058,0.08498085880260065,0.2133848133848134
FULL,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,0,259,0.0028282647248629392,0.7427721479691609,0.5212355212355212,0.07579777761607387,0.2890604890604891
FULL,MOM12_1_PLUS_1M_RANK_W30,5,rank_linear,0,259,0.004533505117009747,1.096095884490807,0.4942084942084942,0.12456261210761643,0.3148005148005148
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,30,259,0.0017002490397961514,0.5468216459618839,0.4555984555984556,0.04911899256288965,0.26898326898326896
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,259,0.00030750077124355317,0.12334115381540794,0.43243243243243246,0.007635850100370156,0.21981981981981982
FULL,MOM12_1_1M_POS,5,rank_linear,30,257,-0.0010564435970213033,-0.33179599001308363,0.4357976653696498,-0.018398715162120882,0.2897535667963684
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,30,259,0.002700637693230024,0.8639438098460283,0.4942084942084942,0.06782879738018344,0.2133848133848134
FULL,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,30,259,0.0019610832576814714,0.5148630907315385,0.5135135135135135,0.0527041619526214,0.2890604890604891
FULL,MOM12_1_PLUS_1M_RANK_W30,5,rank_linear,30,259,0.003589103572608201,0.8677070968964598,0.49034749034749037,0.09836380347535956,0.3148005148005148
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,60,259,0.0008932992328463448,0.28751783298445904,0.4555984555984556,0.028141879931178115,0.26898326898326896
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,259,-0.0003519586882159048,-0.14107865946929862,0.42857142857142855,-0.00897006484651397,0.21981981981981982
FULL,MOM12_1_1M_POS,5,rank_linear,60,257,-0.0019257042974104085,-0.6045479077154906,0.4357976653696498,-0.03969154178025758,0.2897535667963684
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,60,259,0.0020604832530755814,0.6595354470154481,0.49034749034749037,0.05090960457509097,0.2133848133848134
FULL,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,60,259,0.001093901790500005,0.28706235543942465,0.49034749034749037,0.030049870949184987,0.2890604890604891
FULL,MOM12_1_PLUS_1M_RANK_W30,5,rank_linear,60,259,0.002644702028206657,0.6392763339139507,0.4864864864864865,0.07271037268520142,0.3148005148005148
FULL,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,100,259,-0.0001826338430867283,-0.05882052501922357,0.4555984555984556,0.0007409496248038661,0.26898326898326896
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,259,-0.0012312379674951795,-0.4928343614661341,0.41312741312741313,-0.030749377696384306,0.21981981981981982
FULL,MOM12_1_1M_POS,5,rank_linear,100,257,-0.0030847185645958776,-0.9674963410569767,0.4280155642023346,-0.0674513496481719,0.2897535667963684
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,100,259,0.0012069439995363361,0.3865144096481292,0.4826254826254826,0.028708394447410912,0.2133848133848134
FULL,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,100,259,-6.234016574194212e-05,-0.016346025840167682,0.4749034749034749,0.000515023170931217,0.2890604890604891
FULL,MOM12_1_PLUS_1M_RANK_W30,5,rank_linear,100,259,0.0013854999690046067,0.3347676233305491,0.4826254826254826,0.039336973159588284,0.3148005148005148
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,0,259,-2.282540634307011e-05,-0.010799043272312292,0.47876447876447875,0.003921396747966099,0.233976833976834
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,259,0.00025044094835525104,0.14218410532773604,0.47876447876447875,0.009372872066105709,0.17297297297297295
FULL,MOM12_1_1M_POS,10,equal,0,257,-0.0005777906492456917,-0.25782859369848643,0.45136186770428016,-0.007917552079428458,0.2704280155642023
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,0,259,0.0007195970890206886,0.4809055567800788,0.4864864864864865,0.01822280190136194,0.06679536679536678
FULL,MOM12_1_PLUS_1M_RANK_W20,10,equal,0,259,0.00018924632443941125,0.09577060615593387,0.4749034749034749,0.00875727494726597,0.18262548262548262
FULL,MOM12_1_PLUS_1M_RANK_W30,10,equal,0,259,-8.347675789258585e-05,-0.03732827954388946,0.4864864864864865,0.0019473107663925404,0.22972972972972974
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,30,259,-0.0007247559082735729,-0.3433461754780529,0.47104247104247104,-0.013610714155364523,0.233976833976834
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,259,-0.00026847797056366826,-0.15253579437611098,0.4749034749034749,-0.0037040870560913763,0.17297297297297295
FULL,MOM12_1_1M_POS,10,equal,30,257,-0.001389074695938298,-0.6203749375849367,0.4474708171206226,-0.02800666002344765,0.2704280155642023
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,30,259,0.0005192109886345868,0.3475660237788623,0.4826254826254826,0.013129375151176514,0.06679536679536678
FULL,MOM12_1_PLUS_1M_RANK_W20,10,equal,30,259,-0.0003586301234370389,-0.181471516240847,0.4749034749034749,-0.005037068459409988,0.18262548262548262
FULL,MOM12_1_PLUS_1M_RANK_W30,10,equal,30,259,-0.0007726659470817742,-0.34567488081515835,0.4749034749034749,-0.01520449295800419,0.22972972972972974
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,60,259,-0.0014266864102040731,-0.6765791849508787,0.4594594594594595,-0.030874314609298237,0.233976833976834
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,259,-0.0007873968894825858,-0.4475346342351134,0.4671814671814672,-0.016637837352941665,0.17297297297297295
FULL,MOM12_1_1M_POS,10,equal,60,257,-0.002200358742630902,-0.983250461071303,0.43190661478599224,-0.04773564617627157,0.2704280155642023
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,60,259,0.0003188248882484892,0.2137186548669046,0.4826254826254826,0.008053467888336163,0.06679536679536678
FULL,MOM12_1_PLUS_1M_RANK_W20,10,equal,60,259,-0.0009065065713134815,-0.4585399003066706,0.4594594594594595,-0.018669650555010686,0.18262548262548262
FULL,MOM12_1_PLUS_1M_RANK_W30,10,equal,60,259,-0.0014618551362709608,-0.6541563870243671,0.4671814671814672,-0.03209885482871011,0.22972972972972974
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,100,259,-0.0023625937461114093,-1.12146174230851,0.4517374517374517,-0.05348083136731929,0.233976833976834
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,259,-0.0014792887813744778,-0.8407798359265052,0.46332046332046334,-0.033662255907566,0.17297297297297295
FULL,MOM12_1_1M_POS,10,equal,100,257,-0.0032820708048877105,-1.4670486836577727,0.4280155642023346,-0.07349042351578783,0.2704280155642023
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,100,259,5.164342106702249e-05,0.03466591942034062,0.4749034749034749,0.001312793152552505,0.06679536679536678
FULL,MOM12_1_PLUS_1M_RANK_W20,10,equal,100,259,-0.0016370085018154127,-0.8273233232332073,0.4517374517374517,-0.036597505302251476,0.18262548262548262
FULL,MOM12_1_PLUS_1M_RANK_W30,10,equal,100,259,-0.00238077405518988,-1.0652971551289465,0.44787644787644787,-0.05422990425989227,0.22972972972972974
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,0,259,0.0009348042309197961,0.41630066637860924,0.4864864864864865,0.030127238446749915,0.2518076518076518
