sample,variant,top_n,weighting,cost_bps,n_periods,annualized_return,annualized_excess,sharpe,excess_sharpe,mdd,avg_turnover,hit_rate,excess_hit_rate,avg_rank_ic
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,60,259,0.023141272616827635,-0.02892528889611501,0.2289312969955844,0.006104794455471699,-0.6179701352577354,0.45135135135135135,0.5135135135135135,0.44787644787644787,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,equal,100,259,-0.022447345741697156,-0.07225903055117155,0.08745611921344928,-0.17542362518374546,-0.7229957972171441,0.45135135135135135,0.4942084942084942,0.4362934362934363,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,0,259,0.11175312134659654,0.05423723798715141,0.476152618153075,0.32447392114906504,-0.5656122308372684,0.47676377676377674,0.5019305019305019,0.4864864864864865,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,30,259,0.07248525019224816,0.016956596372828203,0.37173022336205913,0.19756951904168304,-0.6172139474735018,0.47676377676377674,0.4980694980694981,0.4826254826254826,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,60,259,0.03454403567984765,-0.019062884741048447,0.2672297906654302,0.07053935268049781,-0.6669339769326204,0.47676377676377674,0.49034749034749037,0.46332046332046334,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,100,259,-0.014054340698029466,-0.06519728909113287,0.12780523146645875,-0.09897473302871176,-0.7397755357472419,0.47676377676377674,0.4749034749034749,0.444015444015444,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,equal,0,259,0.08444692038356827,0.026795244973137455,0.44290772217072777,0.23693896533107095,-0.5431570092210274,0.43725868725868733,0.5521235521235521,0.49034749034749037,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,equal,30,259,0.049255514185596594,-0.0065893844353068776,0.31400308477546257,0.04772227081373939,-0.5796633862900298,0.43725868725868733,0.5405405405405406,0.4671814671814672,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,equal,60,259,0.015158961968166018,-0.0389333668863292,0.1849946357115148,-0.14157270127881563,-0.6330754912618639,0.43725868725868733,0.528957528957529,0.444015444015444,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,equal,100,259,-0.028656212221310984,-0.08049342369834689,0.012854675808686513,-0.3939836251540128,-0.6939790302020278,0.43725868725868733,0.5135135135135135,0.42857142857142855,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,0,259,0.08734893216600903,0.030569917930991286,0.4330941886340753,0.24587750159999996,-0.5309662373579316,0.4536679536679536,0.5212355212355212,0.4980694980694981,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,30,259,0.05076221171665107,-0.004161648218210412,0.31386559357282795,0.08485312370622677,-0.5808337782923935,0.4536679536679536,0.5212355212355212,0.4826254826254826,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,60,259,0.015355470828158246,-0.03777122035251179,0.1945256136582117,-0.07634394205060216,-0.6358562948185666,0.4536679536679536,0.5096525096525096,0.46332046332046334,-0.009170554662060938
FULL,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,100,259,-0.030080775719855235,-0.08089845762069503,0.03526035684029586,-0.2914729155709234,-0.7092177604842976,0.4536679536679536,0.4942084942084942,0.44787644787644787,-0.009170554662060938
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,0,259,0.01528155726333047,-0.03625817042910806,0.22511717162761574,0.04145702543465822,-0.7033519331136091,0.4320463320463321,0.4864864864864865,0.4517374517374517,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,30,259,-0.01741660685118096,-0.06735527508884953,0.139038235404912,-0.06011182072009501,-0.737451228775515,0.4320463320463321,0.47876447876447875,0.4517374517374517,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,60,259,-0.04911223122809416,-0.09749704905945655,0.05295265782950131,-0.161632774602759,-0.76767476078683,0.4320463320463321,0.47104247104247104,0.44015444015444016,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,equal,100,259,-0.08986391928071713,-0.13624809946119398,-0.06180698724766992,-0.2968680682366105,-0.8088912532859472,0.4320463320463321,0.46332046332046334,0.42084942084942084,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,259,0.047860733405332256,-0.003973202377786533,0.31541364414571305,0.16810751239249527,-0.7636628209741543,0.4634491634491634,0.4749034749034749,0.4594594594594595,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,259,0.011722295513539649,-0.03836548546408347,0.23375408853964538,0.0749795791036448,-0.7936212674429841,0.4634491634491634,0.4671814671814672,0.444015444015444,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,259,-0.023228999947308315,-0.07162642279531817,0.15208685716083065,-0.018143769763472057,-0.8198243415943547,0.4634491634491634,0.4594594594594595,0.42857142857142855,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,259,-0.06804798108166299,-0.11427547817093087,0.0432107273564713,-0.14226337511530446,-0.8497162197664788,0.4634491634491634,0.444015444015444,0.4092664092664093,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,259,0.10129856130761672,0.04584121774867689,0.45725892472725255,0.30133710078163506,-0.6055925293177855,0.39034749034749033,0.5444015444015444,0.46332046332046334,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,259,0.06929046562247576,0.015421348315790562,0.3664282399457121,0.18529276790412155,-0.6455027498507873,0.39034749034749033,0.5405405405405406,0.4594594594594595,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,259,0.03817124001654326,-0.014153067554174892,0.2756408859270301,0.06929955582934247,-0.6841075752136936,0.39034749034749033,0.525096525096525,0.444015444015444,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,259,-0.0019789794514644132,-0.052309127335853356,0.15468157656889855,-0.08523018343229519,-0.7291890581163079,0.39034749034749033,0.5019305019305019,0.44015444015444016,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,259,0.08835798232435432,0.03363114425266822,0.4131941105572847,0.2555004834080196,-0.67453453026418,0.42130572130572125,0.528957528957529,0.47104247104247104,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,259,0.054237965361767504,0.0011936971956632014,0.3229014137022625,0.14517142432187843,-0.7125502022546581,0.42130572130572125,0.5212355212355212,0.4517374517374517,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,259,0.021140365144908912,-0.03027064358930298,0.23263824576839195,0.03488997912287147,-0.7461721523855249,0.42130572130572125,0.5135135135135135,0.444015444015444,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,259,-0.021449751507404247,-0.07075741518014766,0.11235450690112422,-0.11203915374828041,-0.7850268002098529,0.42130572130572125,0.4942084942084942,0.4247104247104247,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,259,0.06898054494698624,0.014316594998250665,0.3801885782394726,0.16800578313198888,-0.5297859341972527,0.3658301158301159,0.5328185328185329,0.525096525096525,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,259,0.03985576901817245,-0.013355586768872052,0.2783740253166657,0.018737266511301087,-0.5567383542220605,0.3658301158301159,0.5328185328185329,0.5057915057915058,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,equal,60,259,0.011491300349031786,-0.04030437672850551,0.17651085163519614,-0.13064360447505693,-0.5953240411007109,0.3658301158301159,0.5173745173745173,0.49034749034749037,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,equal,100,259,-0.02517803835116772,-0.07514202304832118,0.04063543313198634,-0.3299369061852957,-0.6513649537574955,0.3658301158301159,0.4942084942084942,0.4555984555984556,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,0,259,0.07609842074727458,0.022073816415875358,0.3925615190754089,0.20777173616551273,-0.569551562902924,0.3894649751792609,0.5521235521235521,0.4749034749034749,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,30,259,0.04489433538604226,-0.007594111363248279,0.29477111264785827,0.07513504633052744,-0.6153543850736278,0.3894649751792609,0.5444015444015444,0.4594594594594595,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,60,259,0.014557043270197134,-0.03643699495861785,0.1969815018845294,-0.05751254150068683,-0.6563331767004705,0.3894649751792609,0.5212355212355212,0.4517374517374517,-0.010054655382843785
FULL,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,100,259,-0.024584047684181765,-0.07364861714077442,0.06661336780667705,-0.23435105575769544,-0.7063714575853113,0.3894649751792609,0.5019305019305019,0.4362934362934363,-0.010054655382843785
FULL,MOM12_1_1M_POS,5,equal,0,257,0.000378053917342136,-0.046573870373400994,0.1808444365748093,0.007920719074608118,-0.7106430501766616,0.5101167315175098,0.47470817120622566,0.4474708171206226,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,equal,30,257,-0.037579120720638515,-0.08285480078730412,0.07704118614537912,-0.11115216955854518,-0.7564339219800843,0.5101167315175098,0.4669260700389105,0.4357976653696498,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,equal,60,257,-0.07416287294299362,-0.11781914498634649,-0.026757906684978326,-0.23003628780342092,-0.8101771454269293,0.5101167315175098,0.4669260700389105,0.42412451361867703,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,equal,100,257,-0.12088629847228072,-0.16246862396676942,-0.1651028165137355,-0.38818477459956885,-0.8688466561176954,0.5101167315175098,0.44357976653696496,0.4085603112840467,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,rank_linear,0,257,0.015846195268172547,-0.03196754334788321,0.23489574507503477,0.08652716269761916,-0.7427401488555982,0.5332036316472114,0.4708171206225681,0.4280155642023346,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,rank_linear,30,257,-0.024364508391992556,-0.07038638702725963,0.13679703137542096,-0.022933717752341102,-0.7785726674985838,0.5332036316472114,0.4669260700389105,0.4163424124513619,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,rank_linear,60,257,-0.06305670249529272,-0.1073505635245251,0.03864458570497414,-0.13234584272016364,-0.8094685755014841,0.5332036316472114,0.45525291828793774,0.40077821011673154,-0.017324200466153787
FULL,MOM12_1_1M_POS,5,rank_linear,100,257,-0.11237827254191657,-0.1544637009390034,-0.09227033358623454,-0.2780994514636856,-0.8633829319675204,0.5332036316472114,0.44357976653696496,0.3968871595330739,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,equal,0,257,0.06849159844939767,0.01922086577317761,0.36422160056623337,0.19905188236747498,-0.5859243147127566,0.4879377431906615,0.5291828793774319,0.47470817120622566,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,equal,30,257,0.029751918927120702,-0.017772699917029233,0.24711973495438777,0.05279608575921999,-0.6435303385321625,0.4879377431906615,0.5136186770428015,0.4669260700389105,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,equal,60,257,-0.0076450106593967115,-0.0534825202729492,0.13011198733397006,-0.09323870379267254,-0.6932003649676177,0.4879377431906615,0.48638132295719844,0.45525291828793774,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,equal,100,257,-0.055495423422864065,-0.09917196720284016,-0.02570491549791654,-0.2875172184197876,-0.7836277299322034,0.4879377431906615,0.4708171206225681,0.4280155642023346,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,rank_linear,0,257,0.05912025521805209,0.010304090962460544,0.33440278202054097,0.17478155550934468,-0.6660605053018438,0.504457021577644,0.5058365758754864,0.4591439688715953,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,rank_linear,30,257,0.019452479460613237,-0.027605558376404993,0.2231885164996618,0.041638689290942485,-0.710673212569523,0.504457021577644,0.49416342412451364,0.4357976653696498,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,rank_linear,60,257,-0.01879510235505666,-0.06415537321733567,0.11199043220962655,-0.09134150937947472,-0.7512731102622223,0.504457021577644,0.4669260700389105,0.4280155642023346,-0.017324200466153787
FULL,MOM12_1_1M_POS,10,rank_linear,100,257,-0.06766631576645632,-0.11085339093592117,-0.03620686709670223,-0.26832507897313046,-0.8157515694272108,0.504457021577644,0.4591439688715953,0.41245136186770426,-0.017324200466153787
FULL,MOM12_1_1M_POS,20,equal,0,253,0.031125689395485656,-0.004146627063513875,0.24562542073560412,0.06558199199646693,-0.6005998046218611,0.47173913043478266,0.5296442687747036,0.47035573122529645,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,equal,30,253,-0.005092054258902801,-0.03914087951994183,0.10346543403334167,-0.13205242656049548,-0.6536911926199189,0.47173913043478266,0.5059288537549407,0.45454545454545453,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,equal,60,253,-0.04009157423214993,-0.07295742643062886,-0.03837381200265581,-0.3289268028109372,-0.7002651961787857,0.47173913043478266,0.48616600790513836,0.43478260869565216,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,equal,100,253,-0.08493011703428877,-0.11627949508235846,-0.22693899391723218,-0.5901002384325557,-0.77877907326247,0.47173913043478266,0.466403162055336,0.41106719367588934,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,rank_linear,0,253,0.03709373957608331,0.001988696622579944,0.2674137508334256,0.11473259363793484,-0.6108132988356151,0.4799924712968191,0.5217391304347826,0.47035573122529645,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,rank_linear,30,253,4.7124349376259644e-05,-0.03382043099231247,0.1371591606053133,-0.05366469297932764,-0.6639789594136609,0.4799924712968191,0.5059288537549407,0.45454545454545453,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,rank_linear,60,253,-0.03573247856861561,-0.06840415995844784,0.007120886889813068,-0.2216356820662151,-0.7099514446254711,0.4799924712968191,0.5019762845849802,0.4426877470355731,-0.017324200466153784
FULL,MOM12_1_1M_POS,20,rank_linear,100,253,-0.08153910308436052,-0.11267872066979323,-0.1658811132258369,-0.4448359623456052,-0.7803125192873795,0.4799924712968191,0.48616600790513836,0.42292490118577075,-0.017324200466153784
FULL,MOM12_1_BASE,5,equal,0,259,0.026600795704728064,-0.01956518602598689,0.26154590721833976,0.09709544668510767,-0.6195118545228184,0.23899613899613903,0.4980694980694981,0.5135135135135135,-0.004253838962658914
FULL,MOM12_1_BASE,5,equal,30,259,0.0081771253543923,-0.03716751003366625,0.2158296323524642,0.041074389228004216,-0.653637063445315,0.23899613899613903,0.49034749034749037,0.5019305019305019,-0.004253838962658914
FULL,MOM12_1_BASE,5,equal,60,259,-0.009934910039130607,-0.05447183278963985,0.17011344870852055,-0.014943520128557201,-0.691315557264528,0.23899613899613903,0.49034749034749037,0.4980694980694981,-0.004253838962658914
FULL,MOM12_1_BASE,5,equal,100,259,-0.03360808468003429,-0.07708890106235522,0.10916770888301845,-0.08961254599011925,-0.7373770935852128,0.23899613899613903,0.49034749034749037,0.4942084942084942,-0.004253838962658914
FULL,MOM12_1_BASE,5,rank_linear,0,259,0.022824630454656214,-0.024225323461914416,0.26034370623026964,0.1070903551278453,-0.7038565951250448,0.2436293436293436,0.4942084942084942,0.4942084942084942,-0.004253838962658914
FULL,MOM12_1_BASE,5,rank_linear,30,259,0.004055478388112599,-0.04212278354045973,0.21704534965004932,0.056339903142965664,-0.7361117981484531,0.2436293436293436,0.4864864864864865,0.4864864864864865,-0.004253838962658914
FULL,MOM12_1_BASE,5,rank_linear,60,259,-0.01438799636116539,-0.05970972215903547,0.17377655673827566,0.005621882061400508,-0.7648815277150334,0.2436293436293436,0.4864864864864865,0.4826254826254826,-0.004253838962658914
FULL,MOM12_1_BASE,5,rank_linear,100,259,-0.03848189779505229,-0.08268472415541617,0.11613704421816984,-0.06194158064327836,-0.7984593397598387,0.2436293436293436,0.4826254826254826,0.4749034749034749,-0.004253838962658914
FULL,MOM12_1_BASE,10,equal,0,259,0.09107208226564123,0.039636811237304004,0.4270056054469628,0.2789523042092321,-0.5071689730510778,0.21737451737451735,0.525096525096525,0.525096525096525,-0.004253838962658914
FULL,MOM12_1_BASE,10,equal,30,259,0.07326593608406862,0.022701011663479154,0.37760024321497443,0.21380669678597006,-0.5363180524662265,0.21737451737451735,0.5173745173745173,0.5135135135135135,-0.004253838962658914
FULL,MOM12_1_BASE,10,equal,60,259,0.055736410705438555,0.006027929482574468,0.32822455224568553,0.14864498562184567,-0.5637664800908881,0.21737451737451735,0.5057915057915058,0.4942084942084942,-0.004253838962658914
FULL,MOM12_1_BASE,10,equal,100,259,0.03278695947642807,-0.01580086328416641,0.2624418419587645,0.061750315656450526,-0.5978872592732566,0.21737451737451735,0.5019305019305019,0.4864864864864865,-0.004253838962658914
FULL,MOM12_1_BASE,10,rank_linear,0,259,0.07923864145454895,0.028488121851065085,0.3891767239160101,0.2384421816585611,-0.566196849363231,0.2249561249561249,0.5328185328185329,0.5057915057915058,-0.004253838962658914
FULL,MOM12_1_BASE,10,rank_linear,30,259,0.06105214564650829,0.011162510984497498,0.34210964666906296,0.179325822421976,-0.5917103319279663,0.2249561249561249,0.528957528957529,0.4980694980694981,-0.004253838962658914
FULL,MOM12_1_BASE,10,rank_linear,60,259,0.04315788072139726,-0.005884712845495521,0.2950377716541272,0.12017048142107242,-0.6157433268393078,0.2249561249561249,0.525096525096525,0.49034749034749037,-0.004253838962658914
FULL,MOM12_1_BASE,10,rank_linear,100,259,0.0197457239105574,-0.028188652345036758,0.23227173973227438,0.0412437886933312,-0.6519207895530938,0.2249561249561249,0.5173745173745173,0.4864864864864865,-0.004253838962658914
FULL,MOM12_1_BASE,20,equal,0,259,0.0977483543445472,0.045186484158695084,0.468638238473546,0.3265971260712417,-0.48174163718599716,0.19536679536679535,0.5714285714285714,0.5328185328185329,-0.004253838962658914
FULL,MOM12_1_BASE,20,equal,30,259,0.08166495945208863,0.029871037446558946,0.4169763007264046,0.24898472143712744,-0.5033579503189685,0.19536679536679535,0.5637065637065637,0.525096525096525,-0.004253838962658914
FULL,MOM12_1_BASE,20,equal,60,259,0.06580643725203017,0.014769768592107546,0.3653364796928928,0.17139600386430734,-0.5354620128023109,0.19536679536679535,0.5598455598455598,0.5173745173745173,-0.004253838962658914
FULL,MOM12_1_BASE,20,equal,100,259,0.04500637111789407,-0.005037018150193973,0.2965224354110451,0.06799715559128154,-0.5750959350583451,0.19536679536679535,0.5482625482625483,0.4864864864864865,-0.004253838962658914
FULL,MOM12_1_BASE,20,rank_linear,0,259,0.08569513987107569,0.034285912561577314,0.41845122798846013,0.2612006819713691,-0.5225223093166381,0.2083287369001654,0.5598455598455598,0.5135135135135135,-0.004253838962658914
FULL,MOM12_1_BASE,20,rank_linear,30,259,0.06872224165688845,0.01812059402514965,0.36790155622376586,0.19093956003065107,-0.5490440312474925,0.2083287369001654,0.555984555984556,0.5096525096525096,-0.004253838962658914
FULL,MOM12_1_BASE,20,rank_linear,60,259,0.052003013570377066,0.0021968661802289624,0.3173786535182916,0.12069781764532006,-0.5777044456579123,0.2083287369001654,0.5405405405405406,0.5057915057915058,-0.004253838962658914
FULL,MOM12_1_BASE,20,rank_linear,100,259,0.030099060013847323,-0.01866491400822612,0.25005950720176234,0.02708076650576565,-0.6151811657620305,0.2083287369001654,0.5366795366795367,0.49034749034749037,-0.004253838962658914
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,0,259,0.10773901037298206,0.051707501624882246,0.4461126531145468,0.31277322138671804,-0.6497948815230608,0.40270270270270275,0.5173745173745173,0.4555984555984556,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,30,259,0.07465060573268989,0.02023189544680415,0.3730280801223018,0.22876078491943036,-0.6912820364997494,0.40270270270270275,0.4980694980694981,0.4517374517374517,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,60,259,0.04250460885812979,-0.010345488562831462,0.2998340616949452,0.1446208642086605,-0.7279055434203177,0.40270270270270275,0.4942084942084942,0.44015444015444016,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,equal,100,259,0.0010651909493510914,-0.04976017263946397,0.20208812342506965,0.03226090662365341,-0.7853126566666914,0.40270270270270275,0.4864864864864865,0.4247104247104247,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,0,259,0.1097451459551455,0.052637882986088735,0.4473337990503948,0.3168160878483954,-0.6829597424958228,0.457014157014157,0.5135135135135135,0.47104247104247104,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,30,259,0.07215935399016304,0.016944733006838186,0.36831886501548156,0.22801823449950484,-0.7226707485638857,0.457014157014157,0.5019305019305019,0.4555984555984556,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,60,259,0.035789121008550806,-0.01759264350899792,0.2892136022177974,0.13909881115474193,-0.7578779063108555,0.457014157014157,0.4980694980694981,0.4517374517374517,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,100,259,-0.010878256848626755,-0.06190611498574983,0.1836170001826003,0.020375336287347515,-0.8232987443001445,0.457014157014157,0.4826254826254826,0.4362934362934363,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,0,259,0.11095447268087444,0.05713386470022086,0.4775534613315599,0.340757444451635,-0.5785537485204062,0.28416988416988415,0.5366795366795367,0.4942084942084942,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,30,259,0.087357247195895,0.03467873405491129,0.41357885374687564,0.25801675306240957,-0.6082462700622386,0.28416988416988415,0.525096525096525,0.49034749034749037,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,60,259,0.06423874998760204,0.012679261160536415,0.3496210653529447,0.1752732563014738,-0.6361997545122803,0.28416988416988415,0.5096525096525096,0.4749034749034749,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,equal,100,259,0.03414279512487428,-0.01595978449175184,0.26437809837052517,0.06496148311236936,-0.6767338395890308,0.28416988416988415,0.4980694980694981,0.44787644787644787,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,0,259,0.11056792218723976,0.05500191572360502,0.46474418031268006,0.323654096273197,-0.6470941350732761,0.3606528606528606,0.5019305019305019,0.47104247104247104,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,30,259,0.08075349767559659,0.02667003467752549,0.390134650552329,0.23333793060405525,-0.6827872264273036,0.3606528606528606,0.4980694980694981,0.4671814671814672,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,60,259,0.05170514834082329,-0.0009335421293262813,0.3154893820432324,0.14292608839544904,-0.7149082982293009,0.3606528606528606,0.4980694980694981,0.4594594594594595,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,100,259,0.014133246069651939,-0.03663625360521727,0.21591595730599852,0.02224422543037181,-0.7527861417257754,0.3606528606528606,0.47876447876447875,0.44787644787644787,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,equal,0,259,0.07659287831410588,0.023893080295556368,0.3984992360128986,0.21725744990483678,-0.5054337741830968,0.18880308880308883,0.5482625482625483,0.5135135135135135,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,equal,30,259,0.06136236097865955,0.00939105729632761,0.34946073937986705,0.14653752211859852,-0.5200743728430434,0.18880308880308883,0.5366795366795367,0.4942084942084942,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,equal,60,259,0.04633776535368561,-0.004914646822958946,0.30040952933266946,0.07578038794544939,-0.5372355264932873,0.18880308880308883,0.528957528957529,0.4864864864864865,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,equal,100,259,0.02662070725366039,-0.023687912604402617,0.23499131020131908,-0.01861085643485298,-0.5728798810416904,0.18880308880308883,0.5212355212355212,0.4826254826254826,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,0,259,0.09740475690598593,0.04368012829120893,0.45072182568510005,0.297838721916837,-0.5515313918713514,0.25116749402463684,0.5405405405405406,0.49034749034749037,-0.006367951977180407
FULL,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,30,259,0.07678552384613657,0.024058649694794543,0.390422760551999,0.2169523602224016,-0.580324250237391,0.25116749402463684,0.5405405405405406,0.47104247104247104,-0.006367951977180407
