variant,top_n,weighting,cost_bps,n_periods,annualized_return,annualized_excess,sharpe,excess_sharpe,mdd,excess_mdd,hit_rate,excess_hit_rate,avg_turnover,annual_turnover,avg_eligible,avg_rank_ic,rank_ic_hit_rate
MOM12_1_1M_ABOVE_MEDIAN,10,equal,60,259,0.023141272616827635,-0.02892528889611501,0.22893129699558432,0.006104794455471048,-0.6179701352577356,-0.6477880113670211,0.5135135135135135,0.44787644787644787,0.45135135135135135,11.374054054054053,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,10,equal,100,259,-0.022447345741697045,-0.07225903055117189,0.08745611921344909,-0.1754236251837462,-0.722995797217144,-0.7570813562390322,0.4942084942084942,0.4362934362934363,0.45135135135135135,11.374054054054053,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,0,259,0.11175312134659698,0.05423723798715141,0.47615261815307475,0.3244739211490646,-0.5656122308372681,-0.45462707646927425,0.5019305019305019,0.4864864864864865,0.4767637767637768,12.014447174447175,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,30,259,0.07248525019224838,0.01695659637282798,0.37173022336205935,0.19756951904168255,-0.6172139474735018,-0.5650187765092549,0.4980694980694981,0.4826254826254826,0.4767637767637768,12.014447174447175,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,60,259,0.03454403567984743,-0.019062884741048447,0.26722979066542996,0.0705393526804975,-0.6669339769326204,-0.6610988303278014,0.49034749034749037,0.46332046332046334,0.4767637767637768,12.014447174447175,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,100,259,-0.014054340698029577,-0.06519728909113287,0.12780523146645867,-0.09897473302871178,-0.7397755357472425,-0.7581134683898076,0.4749034749034749,0.444015444015444,0.4767637767637768,12.014447174447175,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,equal,0,259,0.08444692038356827,0.026795244973137455,0.44290772217072777,0.23693896533107034,-0.5431570092210274,-0.3870380734580082,0.5521235521235521,0.49034749034749037,0.43725868725868733,11.01891891891892,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,equal,30,259,0.04925551418559637,-0.006589384435306989,0.3140030847754626,0.047722270813738914,-0.5796633862900303,-0.514034134314021,0.5405405405405406,0.4671814671814672,0.43725868725868733,11.01891891891892,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,equal,60,259,0.015158961968166018,-0.03893336688632909,0.18499463571151475,-0.14157270127881605,-0.6330754912618639,-0.6148472520131143,0.528957528957529,0.444015444015444,0.43725868725868733,11.01891891891892,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,equal,100,259,-0.028656212221310873,-0.080493423698347,0.01285467580868642,-0.3939836251540135,-0.6939790302020279,-0.7188847920303887,0.5135135135135135,0.42857142857142855,0.43725868725868733,11.01891891891892,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,0,259,0.08734893216600903,0.030569917930991064,0.4330941886340753,0.24587750159999988,-0.5309662373579318,-0.4048126087233257,0.5212355212355212,0.4980694980694981,0.45366795366795365,11.432432432432432,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,30,259,0.050762211716651295,-0.004161648218210523,0.313865593572828,0.08485312370622661,-0.5808337782923929,-0.532022825478608,0.5212355212355212,0.4826254826254826,0.45366795366795365,11.432432432432432,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,60,259,0.015355470828158246,-0.037771220352512014,0.19452561365821144,-0.07634394205060253,-0.6358562948185671,-0.6321764176560927,0.5096525096525096,0.46332046332046334,0.45366795366795365,11.432432432432432,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,100,259,-0.030080775719855457,-0.08089845762069492,0.03526035684029573,-0.29147291557092336,-0.7092177604842982,-0.7410941549465399,0.4942084942084942,0.44787644787644787,0.45366795366795365,11.432432432432432,97.25868725868726,-0.009170554662060938,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,equal,0,259,0.015281557263330248,-0.03625817042910828,0.22511717162761563,0.04145702543465776,-0.7033519331136091,-0.6280809166637077,0.4864864864864865,0.4517374517374517,0.4320463320463321,10.887567567567569,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,equal,30,259,-0.01741660685118107,-0.06735527508884975,0.13903823540491175,-0.06011182072009521,-0.737451228775515,-0.6892273425061513,0.47876447876447875,0.4517374517374517,0.4320463320463321,10.887567567567569,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,equal,60,259,-0.04911223122809427,-0.09749704905945655,0.05295265782950094,-0.16163277460275932,-0.7676747607868302,-0.7593710546010395,0.47104247104247104,0.44015444015444016,0.4320463320463321,10.887567567567569,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,equal,100,259,-0.08986391928071724,-0.1362480994611942,-0.06180698724767013,-0.29686806823661077,-0.8088912532859477,-0.8290236878109706,0.46332046332046334,0.42084942084942084,0.4320463320463321,10.887567567567569,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,259,0.04786073340533181,-0.003973202377786866,0.3154136441457129,0.16810751239249486,-0.7636628209741545,-0.709932345424954,0.4749034749034749,0.4594594594594595,0.4634491634491634,11.678918918918917,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,259,0.011722295513539205,-0.03836548546408369,0.23375408853964508,0.0749795791036442,-0.7936212674429843,-0.7546484917025984,0.4671814671814672,0.444015444015444,0.4634491634491634,11.678918918918917,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,259,-0.023228999947308537,-0.07162642279531839,0.15208685716083045,-0.01814376976347228,-0.819824341594355,-0.7925327683759639,0.4594594594594595,0.42857142857142855,0.4634491634491634,11.678918918918917,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,259,-0.06804798108166299,-0.11427547817093087,0.04321072735647119,-0.1422633751153049,-0.8497162197664789,-0.8534443480828565,0.444015444015444,0.4092664092664093,0.4634491634491634,11.678918918918917,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,259,0.10129856130761672,0.04584121774867689,0.45725892472725244,0.3013371007816349,-0.6055925293177853,-0.45844610818450304,0.5444015444015444,0.46332046332046334,0.39034749034749033,9.836756756756756,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,259,0.06929046562247576,0.015421348315790784,0.3664282399457121,0.18529276790412133,-0.6455027498507874,-0.5070091426687957,0.5405405405405406,0.4594594594594595,0.39034749034749033,9.836756756756756,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,259,0.03817124001654304,-0.014153067554174892,0.2756408859270301,0.06929955582934196,-0.6841075752136936,-0.5720450343508714,0.525096525096525,0.444015444015444,0.39034749034749033,9.836756756756756,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,259,-0.0019789794514646353,-0.05230912733585347,0.15468157656889817,-0.08523018343229523,-0.7291890581163079,-0.6877515600881243,0.5019305019305019,0.44015444015444016,0.39034749034749033,9.836756756756756,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,259,0.08835798232435432,0.033631144252668,0.4131941105572845,0.2555004834080191,-0.6745345302641801,-0.5594475846735075,0.528957528957529,0.47104247104247104,0.42130572130572125,10.616904176904175,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,259,0.054237965361767504,0.0011936971956629794,0.3229014137022626,0.14517142432187813,-0.712550202254658,-0.6058561960218658,0.5212355212355212,0.4517374517374517,0.42130572130572125,10.616904176904175,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,259,0.021140365144908912,-0.030270643589303092,0.232638245768392,0.03488997912287129,-0.746172152385525,-0.6684154553392245,0.5135135135135135,0.444015444015444,0.42130572130572125,10.616904176904175,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,259,-0.021449751507404025,-0.07075741518014811,0.11235450690112415,-0.11203915374828087,-0.785026800209853,-0.7656424512634356,0.4942084942084942,0.4247104247104247,0.42130572130572125,10.616904176904175,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,259,0.06898054494698624,0.014316594998250665,0.3801885782394722,0.16800578313198927,-0.5297859341972528,-0.29600049070450907,0.5328185328185329,0.525096525096525,0.3658301158301159,9.21891891891892,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,259,0.03985576901817245,-0.013355586768872163,0.2783740253166657,0.01873726651130104,-0.5567383542220607,-0.42713488156896795,0.5328185328185329,0.5057915057915058,0.3658301158301159,9.21891891891892,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,equal,60,259,0.011491300349031786,-0.04030437672850562,0.17651085163519586,-0.1306436044750568,-0.5953240411007108,-0.5407246286218569,0.5173745173745173,0.49034749034749037,0.3658301158301159,9.21891891891892,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,equal,100,259,-0.025178038351167942,-0.0751420230483213,0.04063543313198595,-0.3299369061852958,-0.6513649537574957,-0.6580828619004535,0.4942084942084942,0.4555984555984556,0.3658301158301159,9.21891891891892,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,0,259,0.0760984207472748,0.022073816415875358,0.3925615190754091,0.2077717361655127,-0.5695515629029239,-0.3975790997374087,0.5521235521235521,0.4749034749034749,0.3894649751792609,9.814517374517374,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,30,259,0.044894335386042705,-0.007594111363248279,0.29477111264785866,0.07513504633052678,-0.6153543850736274,-0.47816035158664605,0.5444015444015444,0.4594594594594595,0.3894649751792609,9.814517374517374,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,60,259,0.014557043270197134,-0.03643699495861763,0.19698150188452918,-0.057512541500687187,-0.6563331767004705,-0.5883449876543922,0.5212355212355212,0.4517374517374517,0.3894649751792609,9.814517374517374,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,100,259,-0.024584047684181876,-0.07364861714077453,0.06661336780667695,-0.23435105575769624,-0.7063714575853117,-0.7000925613980808,0.5019305019305019,0.4362934362934363,0.3894649751792609,9.814517374517374,136.27413127413126,-0.010054655382843789,0.4980694980694981
MOM12_1_1M_POS,5,equal,0,257,0.00037805391734191396,-0.046573870373401216,0.18084443657480903,0.007920719074607778,-0.7106430501766616,-0.6815650865748508,0.47470817120622566,0.4474708171206226,0.5101167315175098,12.854941634241246,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,equal,30,257,-0.037579120720638626,-0.082854800787304,0.07704118614537898,-0.11115216955854539,-0.7564339219800846,-0.7505902577706901,0.4669260700389105,0.4357976653696498,0.5101167315175098,12.854941634241246,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,equal,60,257,-0.07416287294299384,-0.11781914498634671,-0.026757906684978575,-0.23003628780342103,-0.8101771454269296,-0.8166106409296051,0.4669260700389105,0.42412451361867703,0.5101167315175098,12.854941634241246,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,equal,100,257,-0.12088629847228094,-0.16246862396676964,-0.1651028165137358,-0.38818477459956896,-0.8688466561176956,-0.8896694596120476,0.44357976653696496,0.4085603112840467,0.5101167315175098,12.854941634241246,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,rank_linear,0,257,0.015846195268172103,-0.03196754334788343,0.23489574507503452,0.08652716269761881,-0.7427401488555985,-0.6746548408180073,0.4708171206225681,0.4280155642023346,0.5332036316472114,13.436731517509727,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,rank_linear,30,257,-0.02436450839199278,-0.07038638702725986,0.1367970313754207,-0.022933717752341414,-0.778572667498584,-0.7386928467184415,0.4669260700389105,0.4163424124513619,0.5332036316472114,13.436731517509727,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,rank_linear,60,257,-0.06305670249529294,-0.10735056352452521,0.03864458570497385,-0.13234584272016414,-0.8094685755014841,-0.8006594761089604,0.45525291828793774,0.40077821011673154,0.5332036316472114,13.436731517509727,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,5,rank_linear,100,257,-0.1123782725419169,-0.15446370093900352,-0.09227033358623489,-0.27809945146368614,-0.8633829319675208,-0.8696845899728339,0.44357976653696496,0.3968871595330739,0.5332036316472114,13.436731517509727,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,equal,0,257,0.06849159844939745,0.019220865773177387,0.3642216005662334,0.19905188236747443,-0.5859243147127566,-0.48330642530167633,0.5291828793774319,0.47470817120622566,0.4879377431906615,12.29603112840467,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,equal,30,257,0.029751918927120702,-0.017772699917029233,0.24711973495438766,0.05279608575921938,-0.6435303385321629,-0.6053143958861913,0.5136186770428015,0.4669260700389105,0.4879377431906615,12.29603112840467,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,equal,60,257,-0.007645010659396934,-0.05348252027294931,0.13011198733396973,-0.09323870379267309,-0.6932003649676179,-0.7065897736565457,0.48638132295719844,0.45525291828793774,0.4879377431906615,12.29603112840467,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,equal,100,257,-0.055495423422863954,-0.09917196720284027,-0.025704915497916914,-0.2875172184197882,-0.7836277299322033,-0.8025624607255202,0.4708171206225681,0.4280155642023346,0.4879377431906615,12.29603112840467,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,rank_linear,0,257,0.05912025521805231,0.010304090962460322,0.33440278202054113,0.17478155550934416,-0.6660605053018435,-0.5564068037711891,0.5058365758754864,0.4591439688715953,0.5044570215776442,12.712316943756633,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,rank_linear,30,257,0.019452479460613237,-0.027605558376405215,0.2231885164996616,0.04163868929094197,-0.7106732125695233,-0.657287591684923,0.49416342412451364,0.4357976653696498,0.5044570215776442,12.712316943756633,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,rank_linear,60,257,-0.01879510235505688,-0.064155373217336,0.11199043220962637,-0.09134150937947524,-0.7512731102622224,-0.7415949536631901,0.4669260700389105,0.4280155642023346,0.5044570215776442,12.712316943756633,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,10,rank_linear,100,257,-0.06766631576645632,-0.11085339093592139,-0.03620686709670256,-0.26832507897313124,-0.815751569427211,-0.8275292514085195,0.4591439688715953,0.41245136186770426,0.5044570215776442,12.712316943756633,93.00389105058366,-0.01732420046615378,0.4785992217898833
MOM12_1_1M_POS,20,equal,0,253,0.031125689395485878,-0.004146627063513986,0.24562542073560414,0.06558199199646644,-0.6005998046218614,-0.4512084182544056,0.5296442687747036,0.47035573122529645,0.4717391304347827,11.887826086956524,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,equal,30,253,-0.005092054258903356,-0.03914087951994183,0.10346543403334142,-0.13205242656049607,-0.6536911926199198,-0.58206518721305,0.5059288537549407,0.45454545454545453,0.4717391304347827,11.887826086956524,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,equal,60,253,-0.04009157423215037,-0.07295742643062908,-0.03837381200265618,-0.3289268028109379,-0.7002651961787865,-0.6843729292133283,0.48616600790513836,0.43478260869565216,0.4717391304347827,11.887826086956524,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,equal,100,253,-0.08493011703428877,-0.11627949508235869,-0.22693899391723252,-0.5901002384325562,-0.7787790732624699,-0.7959159752731729,0.466403162055336,0.41106719367588934,0.4717391304347827,11.887826086956524,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,rank_linear,0,253,0.03709373957608331,0.001988696622579944,0.26741375083342567,0.11473259363793424,-0.6108132988356156,-0.46337207032776373,0.5217391304347826,0.47035573122529645,0.4799924712968191,12.095810276679842,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,rank_linear,30,253,4.712434937648169e-05,-0.03382043099231269,0.1371591606053133,-0.05366469297932851,-0.6639789594136613,-0.5853139083544956,0.5059288537549407,0.45454545454545453,0.4799924712968191,12.095810276679842,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,rank_linear,60,253,-0.0357324785686155,-0.06840415995844806,0.007120886889812944,-0.2216356820662155,-0.7099514446254707,-0.6886356232001649,0.5019762845849802,0.4426877470355731,0.4799924712968191,12.095810276679842,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_1M_POS,20,rank_linear,100,253,-0.08153910308436041,-0.11267872066979334,-0.16588111322583662,-0.44483596234560563,-0.7803125192873797,-0.7876672256370293,0.48616600790513836,0.42292490118577075,0.4799924712968191,12.095810276679842,94.19762845849803,-0.017324200466153784,0.48616600790513836
MOM12_1_BASE,5,equal,0,259,0.026600795704727842,-0.01956518602598689,0.2615459072183398,0.09709544668510783,-0.6195118545228191,-0.5954000575298314,0.4980694980694981,0.5135135135135135,0.23899613899613903,6.022702702702704,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,equal,30,259,0.008177125354392079,-0.037167510033666584,0.21582963235246422,0.041074389228004195,-0.6536370634453152,-0.6433334910361879,0.49034749034749037,0.5019305019305019,0.23899613899613903,6.022702702702704,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,equal,60,259,-0.009934910039130496,-0.05447183278963963,0.17011344870852052,-0.014943520128557125,-0.691315557264528,-0.6922679915498635,0.49034749034749037,0.4980694980694981,0.23899613899613903,6.022702702702704,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,equal,100,259,-0.03360808468003418,-0.07708890106235522,0.10916770888301848,-0.08961254599011918,-0.737377093585213,-0.7483708463796872,0.49034749034749037,0.4942084942084942,0.23899613899613903,6.022702702702704,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,rank_linear,0,259,0.022824630454656214,-0.024225323461914416,0.2603437062302695,0.10709035512784527,-0.7038565951250446,-0.6984116004174827,0.4942084942084942,0.4942084942084942,0.24362934362934363,6.139459459459459,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,rank_linear,30,259,0.004055478388112599,-0.04212278354045973,0.2170453496500492,0.056339903142965615,-0.7361117981484531,-0.7321726261197343,0.4864864864864865,0.4864864864864865,0.24362934362934363,6.139459459459459,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,rank_linear,60,259,-0.01438799636116539,-0.059709722159035694,0.17377655673827547,0.0056218820614003856,-0.7648815277150334,-0.7635563588312018,0.4864864864864865,0.4826254826254826,0.24362934362934363,6.139459459459459,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,5,rank_linear,100,259,-0.0384818977950524,-0.08268472415541617,0.11613704421816981,-0.06194158064327856,-0.798459339759839,-0.7997966442150344,0.4826254826254826,0.4749034749034749,0.24362934362934363,6.139459459459459,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,equal,0,259,0.09107208226564145,0.039636811237304004,0.42700560544696275,0.27895230420923206,-0.5071689730510773,-0.50613699546016,0.525096525096525,0.525096525096525,0.21737451737451735,5.477837837837837,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,equal,30,259,0.07326593608406862,0.02270101166347893,0.3776002432149744,0.21380669678597006,-0.5363180524662263,-0.5325492370103495,0.5173745173745173,0.5135135135135135,0.21737451737451735,5.477837837837837,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,equal,60,259,0.05573641070543878,0.006027929482574468,0.3282245522456855,0.14864498562184542,-0.5637664800908877,-0.5575674002069632,0.5057915057915058,0.4942084942084942,0.21737451737451735,5.477837837837837,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,equal,100,259,0.03278695947642807,-0.01580086328416641,0.26244184195876447,0.06175031565645021,-0.5978872592732568,-0.6042543523746371,0.5019305019305019,0.4864864864864865,0.21737451737451735,5.477837837837837,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,rank_linear,0,259,0.07923864145454873,0.028488121851065085,0.3891767239160098,0.23844218165856088,-0.5661968493632312,-0.5234634464310524,0.5328185328185329,0.5057915057915058,0.22495612495612496,5.668894348894349,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,rank_linear,30,259,0.06105214564650807,0.011162510984497276,0.3421096466690632,0.17932582242197556,-0.5917103319279673,-0.5446267489455889,0.528957528957529,0.4980694980694981,0.22495612495612496,5.668894348894349,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,rank_linear,60,259,0.043157880721397035,-0.005884712845495521,0.2950377716541269,0.12017048142107209,-0.6157433268393082,-0.5885950073550508,0.525096525096525,0.49034749034749037,0.22495612495612496,5.668894348894349,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,10,rank_linear,100,259,0.019745723910557178,-0.02818865234503698,0.23227173973227425,0.041243788693330986,-0.6519207895530938,-0.6436735305243508,0.5173745173745173,0.4864864864864865,0.22495612495612496,5.668894348894349,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,20,equal,0,259,0.09774835434454743,0.045186484158695306,0.4686382384735463,0.32659712607124175,-0.48174163718599716,-0.3030172305006136,0.5714285714285714,0.5328185328185329,0.19536679536679535,4.923243243243243,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,20,equal,30,259,0.08166495945208863,0.029871037446559168,0.41697630072640474,0.24898472143712752,-0.5033579503189682,-0.33363282962366325,0.5637065637065637,0.525096525096525,0.19536679536679535,4.923243243243243,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,20,equal,60,259,0.06580643725203017,0.014769768592107546,0.36533647969289285,0.17139600386430728,-0.5354620128023109,-0.3634486838701767,0.5598455598455598,0.5173745173745173,0.19536679536679535,4.923243243243243,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,20,equal,100,259,0.04500637111789407,-0.005037018150194084,0.2965224354110455,0.06799715559128149,-0.5750959350583453,-0.4565473081812319,0.5482625482625483,0.4864864864864865,0.19536679536679535,4.923243243243243,193.93436293436292,-0.004253838962658917,0.5096525096525096
MOM12_1_BASE,20,rank_linear,0,259,0.08569513987107591,0.034285912561577314,0.41845122798846024,0.2612006819713688,-0.5225223093166376,-0.39474893310551273,0.5598455598455598,0.5135135135135135,0.20832873690016546,5.24988416988417,193.93436293436292,-0.004253838962658917,0.5096525096525096
