date,variant,top_n,weighting,cost_bps,gross,net,benchmark,excess_gross,excess_net,turnover,transaction_cost,n_eligible,rank_ic
2016-01-04,MOM12_1_1M_POS,10,equal,0,-0.013514561315840577,-0.013514561315840577,-0.009377173995137843,-0.0041373873207027345,-0.0041373873207027345,0.5,0.0,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,equal,30,-0.013514561315840577,-0.015014561315840577,-0.009377173995137843,-0.0041373873207027345,-0.005637387320702734,0.5,0.0015,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,equal,60,-0.013514561315840577,-0.016514561315840576,-0.009377173995137843,-0.0041373873207027345,-0.007137387320702734,0.5,0.003,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,equal,100,-0.013514561315840577,-0.018514561315840578,-0.009377173995137843,-0.0041373873207027345,-0.009137387320702735,0.5,0.005,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,rank_linear,0,-0.01388047237456875,-0.01388047237456875,-0.009377173995137843,-0.004503298379430908,-0.004503298379430908,0.5,0.0,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,rank_linear,30,-0.01388047237456875,-0.01538047237456875,-0.009377173995137843,-0.004503298379430908,-0.0060032983794309075,0.5,0.0015,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,rank_linear,60,-0.01388047237456875,-0.01688047237456875,-0.009377173995137843,-0.004503298379430908,-0.007503298379430909,0.5,0.003,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,10,rank_linear,100,-0.01388047237456875,-0.01888047237456875,-0.009377173995137843,-0.004503298379430908,-0.009503298379430907,0.5,0.005,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,equal,0,0.01688690076882763,0.01688690076882763,-0.009377173995137843,0.026264074763965473,0.026264074763965473,0.5000000000000001,0.0,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,equal,30,0.01688690076882763,0.01538690076882763,-0.009377173995137843,0.026264074763965473,0.02476407476396547,0.5000000000000001,0.0015000000000000002,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,equal,60,0.01688690076882763,0.013886900768827629,-0.009377173995137843,0.026264074763965473,0.02326407476396547,0.5000000000000001,0.0030000000000000005,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,equal,100,0.01688690076882763,0.011886900768827629,-0.009377173995137843,0.026264074763965473,0.02126407476396547,0.5000000000000001,0.005000000000000002,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,rank_linear,0,0.005700744336093771,0.005700744336093771,-0.009377173995137843,0.015077918331231614,0.015077918331231614,0.49999999999999994,0.0,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,rank_linear,30,0.005700744336093771,0.004200744336093771,-0.009377173995137843,0.015077918331231614,0.013577918331231613,0.49999999999999994,0.0014999999999999998,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,rank_linear,60,0.005700744336093771,0.002700744336093771,-0.009377173995137843,0.015077918331231614,0.012077918331231613,0.49999999999999994,0.0029999999999999996,49,0.04428571428571428
2016-01-04,MOM12_1_1M_POS,20,rank_linear,100,0.005700744336093771,0.0007007443360937714,-0.009377173995137843,0.015077918331231614,0.010077918331231613,0.49999999999999994,0.004999999999999999,49,0.04428571428571428
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,equal,0,-0.010214168861995243,-0.010214168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0008369948668574007,0.5,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,equal,30,-0.010214168861995243,-0.011714168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0023369948668574003,0.5,0.0015,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,equal,60,-0.010214168861995243,-0.013214168861995244,-0.009377173995137843,-0.0008369948668574007,-0.0038369948668574017,0.5,0.003,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,equal,100,-0.010214168861995243,-0.015214168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0058369948668574,0.5,0.005,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,0,-0.008331486995295675,-0.008331486995295675,-0.009377173995137843,0.001045686999842168,0.001045686999842168,0.5,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,30,-0.008331486995295675,-0.009831486995295674,-0.009377173995137843,0.001045686999842168,-0.0004543130001578317,0.5,0.0015,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,60,-0.008331486995295675,-0.011331486995295674,-0.009377173995137843,0.001045686999842168,-0.0019543130001578313,0.5,0.003,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,5,rank_linear,100,-0.008331486995295675,-0.013331486995295676,-0.009377173995137843,0.001045686999842168,-0.003954313000157833,0.5,0.005,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,equal,0,0.016876360845953953,0.016876360845953953,-0.009377173995137843,0.026253534841091795,0.026253534841091795,0.5,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,equal,30,0.016876360845953953,0.015376360845953953,-0.009377173995137843,0.026253534841091795,0.024753534841091794,0.5,0.0015,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,equal,60,0.016876360845953953,0.013876360845953953,-0.009377173995137843,0.026253534841091795,0.023253534841091796,0.5,0.003,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,equal,100,0.016876360845953953,0.011876360845953952,-0.009377173995137843,0.026253534841091795,0.021253534841091794,0.5,0.005,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,0,0.01366073456709257,0.01366073456709257,-0.009377173995137843,0.02303790856223041,0.02303790856223041,0.5,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,30,0.01366073456709257,0.01216073456709257,-0.009377173995137843,0.02303790856223041,0.021537908562230413,0.5,0.0015,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,60,0.01366073456709257,0.010660734567092569,-0.009377173995137843,0.02303790856223041,0.02003790856223041,0.5,0.003,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,10,rank_linear,100,0.01366073456709257,0.00866073456709257,-0.009377173995137843,0.02303790856223041,0.018037908562230413,0.5,0.005,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,equal,0,0.037440044260898434,0.037440044260898434,-0.009377173995137843,0.046817218256036276,0.046817218256036276,0.5000000000000001,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,equal,30,0.037440044260898434,0.03594004426089843,-0.009377173995137843,0.046817218256036276,0.045317218256036275,0.5000000000000001,0.0015000000000000002,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,equal,60,0.037440044260898434,0.03444004426089843,-0.009377173995137843,0.046817218256036276,0.043817218256036274,0.5000000000000001,0.0030000000000000005,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,equal,100,0.037440044260898434,0.03244004426089843,-0.009377173995137843,0.046817218256036276,0.04181721825603627,0.5000000000000001,0.005000000000000002,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,0,0.0181582898650199,0.0181582898650199,-0.009377173995137843,0.027535463860157743,0.027535463860157743,0.49999999999999994,0.0,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,30,0.0181582898650199,0.0166582898650199,-0.009377173995137843,0.027535463860157743,0.026035463860157742,0.49999999999999994,0.0014999999999999998,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,60,0.0181582898650199,0.015158289865019901,-0.009377173995137843,0.027535463860157743,0.024535463860157744,0.49999999999999994,0.0029999999999999996,83,0.18857310776205868
2016-01-04,MOM12_1_1M_ABOVE_MEDIAN,20,rank_linear,100,0.0181582898650199,0.013158289865019901,-0.009377173995137843,0.027535463860157743,0.022535463860157742,0.49999999999999994,0.004999999999999999,83,0.18857310776205868
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,equal,0,-0.010214168861995243,-0.010214168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0008369948668574007,0.5,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,equal,30,-0.010214168861995243,-0.011714168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0023369948668574003,0.5,0.0015,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,equal,60,-0.010214168861995243,-0.013214168861995244,-0.009377173995137843,-0.0008369948668574007,-0.0038369948668574017,0.5,0.003,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,equal,100,-0.010214168861995243,-0.015214168861995243,-0.009377173995137843,-0.0008369948668574007,-0.0058369948668574,0.5,0.005,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,-0.008331486995295675,-0.008331486995295675,-0.009377173995137843,0.001045686999842168,0.001045686999842168,0.5,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,-0.008331486995295675,-0.009831486995295674,-0.009377173995137843,0.001045686999842168,-0.0004543130001578317,0.5,0.0015,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,-0.008331486995295675,-0.011331486995295674,-0.009377173995137843,0.001045686999842168,-0.0019543130001578313,0.5,0.003,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,-0.008331486995295675,-0.013331486995295676,-0.009377173995137843,0.001045686999842168,-0.003954313000157833,0.5,0.005,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,0.020528402269142945,0.020528402269142945,-0.009377173995137843,0.029905576264280788,0.029905576264280788,0.5,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,0.020528402269142945,0.019028402269142944,-0.009377173995137843,0.029905576264280788,0.028405576264280787,0.5,0.0015,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,0.020528402269142945,0.017528402269142946,-0.009377173995137843,0.029905576264280788,0.02690557626428079,0.5,0.003,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,0.020528402269142945,0.015528402269142944,-0.009377173995137843,0.029905576264280788,0.024905576264280787,0.5,0.005,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,0.014324742098581476,0.014324742098581476,-0.009377173995137843,0.02370191609371932,0.02370191609371932,0.5,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,0.014324742098581476,0.012824742098581476,-0.009377173995137843,0.02370191609371932,0.02220191609371932,0.5,0.0015,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,0.014324742098581476,0.011324742098581475,-0.009377173995137843,0.02370191609371932,0.020701916093719318,0.5,0.003,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,0.014324742098581476,0.009324742098581477,-0.009377173995137843,0.02370191609371932,0.01870191609371932,0.5,0.005,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,0.019153079115235963,0.019153079115235963,-0.009377173995137843,0.028530253110373806,0.028530253110373806,0.5000000000000001,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,0.019153079115235963,0.017653079115235962,-0.009377173995137843,0.028530253110373806,0.027030253110373804,0.5000000000000001,0.0015000000000000002,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,equal,60,0.019153079115235963,0.016153079115235964,-0.009377173995137843,0.028530253110373806,0.025530253110373807,0.5000000000000001,0.0030000000000000005,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,equal,100,0.019153079115235963,0.014153079115235962,-0.009377173995137843,0.028530253110373806,0.023530253110373805,0.5000000000000001,0.005000000000000002,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,0,0.013307404780032017,0.013307404780032017,-0.009377173995137843,0.02268457877516986,0.02268457877516986,0.49999999999999994,0.0,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,30,0.013307404780032017,0.011807404780032017,-0.009377173995137843,0.02268457877516986,0.02118457877516986,0.49999999999999994,0.0014999999999999998,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,60,0.013307404780032017,0.010307404780032017,-0.009377173995137843,0.02268457877516986,0.01968457877516986,0.49999999999999994,0.0029999999999999996,117,0.23132371232897236
2016-01-04,MOM12_1_1M_KEEP_TOP70PCT,20,rank_linear,100,0.013307404780032017,0.008307404780032017,-0.009377173995137843,0.02268457877516986,0.01768457877516986,0.49999999999999994,0.004999999999999999,117,0.23132371232897236
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,equal,0,-0.007036866446099333,-0.007036866446099333,-0.009377173995137843,0.0023403075490385098,0.0023403075490385098,0.5,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,equal,30,-0.007036866446099333,-0.008536866446099333,-0.009377173995137843,0.0023403075490385098,0.0008403075490385093,0.5,0.0015,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,equal,60,-0.007036866446099333,-0.010036866446099333,-0.009377173995137843,0.0023403075490385098,-0.0006596924509614903,0.5,0.003,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,equal,100,-0.007036866446099333,-0.012036866446099333,-0.009377173995137843,0.0023403075490385098,-0.0026596924509614903,0.5,0.005,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,0,-0.01379150452370793,-0.01379150452370793,-0.009377173995137843,-0.004414330528570088,-0.004414330528570088,0.5,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,30,-0.01379150452370793,-0.01529150452370793,-0.009377173995137843,-0.004414330528570088,-0.005914330528570088,0.5,0.0015,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,60,-0.01379150452370793,-0.01679150452370793,-0.009377173995137843,-0.004414330528570088,-0.007414330528570087,0.5,0.003,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,5,rank_linear,100,-0.01379150452370793,-0.01879150452370793,-0.009377173995137843,-0.004414330528570088,-0.009414330528570089,0.5,0.005,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,equal,0,0.008593741192595658,0.008593741192595658,-0.009377173995137843,0.0179709151877335,0.0179709151877335,0.5,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,equal,30,0.008593741192595658,0.007093741192595659,-0.009377173995137843,0.0179709151877335,0.0164709151877335,0.5,0.0015,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,equal,60,0.008593741192595658,0.005593741192595658,-0.009377173995137843,0.0179709151877335,0.0149709151877335,0.5,0.003,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,equal,100,0.008593741192595658,0.0035937411925956583,-0.009377173995137843,0.0179709151877335,0.012970915187733502,0.5,0.005,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,0,0.001193287989411871,0.001193287989411871,-0.009377173995137843,0.010570461984549714,0.010570461984549714,0.5,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,30,0.001193287989411871,-0.0003067120105881291,-0.009377173995137843,0.010570461984549714,0.009070461984549714,0.5,0.0015,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,60,0.001193287989411871,-0.0018067120105881291,-0.009377173995137843,0.010570461984549714,0.007570461984549713,0.5,0.003,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,10,rank_linear,100,0.001193287989411871,-0.003806712010588129,-0.009377173995137843,0.010570461984549714,0.005570461984549713,0.5,0.005,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,equal,0,0.016569457737906478,0.016569457737906478,-0.009377173995137843,0.02594663173304432,0.02594663173304432,0.5000000000000001,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,equal,30,0.016569457737906478,0.015069457737906479,-0.009377173995137843,0.02594663173304432,0.024446631733044323,0.5000000000000001,0.0015000000000000002,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,equal,60,0.016569457737906478,0.013569457737906477,-0.009377173995137843,0.02594663173304432,0.022946631733044322,0.5000000000000001,0.0030000000000000005,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,equal,100,0.016569457737906478,0.011569457737906477,-0.009377173995137843,0.02594663173304432,0.02094663173304432,0.5000000000000001,0.005000000000000002,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,0,0.005267233668479895,0.005267233668479895,-0.009377173995137843,0.014644407663617739,0.014644407663617739,0.49999999999999994,0.0,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,30,0.005267233668479895,0.0037672336684798956,-0.009377173995137843,0.014644407663617739,0.013144407663617737,0.49999999999999994,0.0014999999999999998,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,60,0.005267233668479895,0.0022672336684798956,-0.009377173995137843,0.014644407663617739,0.011644407663617738,0.49999999999999994,0.0029999999999999996,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W10,20,rank_linear,100,0.005267233668479895,0.00026723366847989597,-0.009377173995137843,0.014644407663617739,0.009644407663617738,0.49999999999999994,0.004999999999999999,166,0.2852814150949455
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,equal,0,-0.0053002032489420925,-0.0053002032489420925,-0.009377173995137843,0.00407697074619575,0.00407697074619575,0.5,0.0,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,equal,30,-0.0053002032489420925,-0.006800203248942092,-0.009377173995137843,0.00407697074619575,0.0025769707461957506,0.5,0.0015,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,equal,60,-0.0053002032489420925,-0.008300203248942092,-0.009377173995137843,0.00407697074619575,0.001076970746195751,0.5,0.003,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,equal,100,-0.0053002032489420925,-0.010300203248942093,-0.009377173995137843,0.00407697074619575,-0.0009230292538042507,0.5,0.005,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,0,-0.008612783314924653,-0.008612783314924653,-0.009377173995137843,0.0007643906802131898,0.0007643906802131898,0.5,0.0,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,30,-0.008612783314924653,-0.010112783314924653,-0.009377173995137843,0.0007643906802131898,-0.0007356093197868098,0.5,0.0015,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,60,-0.008612783314924653,-0.011612783314924654,-0.009377173995137843,0.0007643906802131898,-0.002235609319786811,0.5,0.003,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,5,rank_linear,100,-0.008612783314924653,-0.013612783314924652,-0.009377173995137843,0.0007643906802131898,-0.0042356093197868094,0.5,0.005,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,10,equal,0,0.004063594788821123,0.004063594788821123,-0.009377173995137843,0.013440768783958966,0.013440768783958966,0.5,0.0,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,10,equal,30,0.004063594788821123,0.002563594788821123,-0.009377173995137843,0.013440768783958966,0.011940768783958966,0.5,0.0015,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,10,equal,60,0.004063594788821123,0.0010635947888211232,-0.009377173995137843,0.013440768783958966,0.010440768783958967,0.5,0.003,166,0.3122714712952464
2016-01-04,MOM12_1_PLUS_1M_RANK_W20,10,equal,100,0.004063594788821123,-0.0009364052111788769,-0.009377173995137843,0.013440768783958966,0.008440768783958965,0.5,0.005,166,0.3122714712952464
