variant,top_n,weighting,cost_bps,year,n_periods,return,excess_return,sharpe,mdd,avg_turnover,avg_rank_ic
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2019,24,-0.25230976923211357,-0.2175078854412451,-1.316093756420344,-0.3550203587071523,0.49722222222222223,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2020,25,0.15456405845065557,-0.1059193964378553,0.5382887955579366,-0.29444637948888774,0.4746666666666666,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2021,25,0.3343173934039265,0.28942073916520883,1.0373018711778867,-0.13934819075544136,0.45333333333333337,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2022,25,-0.31011861372237826,-0.20736220479451373,-0.7699844175632266,-0.3707783700199173,0.488,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2023,24,0.24425739046835315,0.2051884443895673,0.6391666797731165,-0.4416213156098202,0.43888888888888883,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2024,24,0.6005183180072944,0.6207390053248321,1.3289766060657957,-0.20131559461666826,0.4166666666666667,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2025,25,1.0277468453377376,0.32308584619141656,1.6943026665610106,-0.19084793067301664,0.48266666666666663,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,0,2026,13,0.04810785359871583,0.051886793305399026,0.48934814084044076,-0.41189329310266853,0.3384615384615385,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2016,25,-0.3011950458243786,-0.30394165079117996,-0.6362838591282074,-0.38672408068232933,0.5133333333333333,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2017,24,-0.11534796003190484,-0.22008277191293413,-0.5168160962137175,-0.19277986690347793,0.4694444444444444,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2018,25,-0.301608939822266,-0.18317227917521206,-0.93287307502732,-0.4795726679611044,0.46399999999999997,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2019,24,-0.27900387333231036,-0.24521117106690293,-1.4907705152789796,-0.3716834303464357,0.49722222222222223,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2020,25,0.11426996890715468,-0.13757448383262372,0.46017611730370844,-0.29783237942649654,0.4746666666666666,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2021,25,0.29004376757391603,0.24660765692862152,0.93353043842043,-0.14251272557294703,0.45333333333333337,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2022,25,-0.33534818696429225,-0.23615835760348192,-0.8648421659149156,-0.3881558357217171,0.488,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2023,24,0.2050275019476564,0.16728049642981424,0.5834449019919696,-0.4525526452907064,0.43888888888888883,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2024,24,0.5538441902038067,0.573501702120853,1.2567711132836406,-0.21024548384451658,0.4166666666666667,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2025,25,0.9567703291287544,0.2763346260149224,1.61805958941614,-0.19675097513586493,0.48266666666666663,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,30,2026,13,0.034488630492968575,0.03817169143802657,0.4557323063342179,-0.41551738190216025,0.3384615384615385,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2016,25,-0.32769490959134506,-0.3303164066062172,-0.7285883312448284,-0.3973265881697854,0.5133333333333333,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2017,24,-0.14488230555698334,-0.24629456947772022,-0.6891563714529556,-0.19959820954169927,0.4694444444444444,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2018,25,-0.3256751010164858,-0.21128956178632508,-1.0429640394220363,-0.48924138727482924,0.46399999999999997,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2019,24,-0.3047894422885866,-0.2719789674498465,-1.664767878039091,-0.3885697655318169,0.49722222222222223,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2020,25,0.07531195377518896,-0.16816476992723128,0.38201972995927896,-0.30120758642204004,0.4746666666666666,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2021,25,0.24717146311392924,0.20515079277156856,0.8297587309718599,-0.14567166039045287,0.45333333333333337,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2022,25,-0.3596975481704905,-0.2639563731772838,-0.9596531148411584,-0.4050823948256439,0.488,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2023,24,0.16696819216297087,0.13050165787389933,0.5279192178640337,-0.46329258219464975,0.43888888888888883,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2024,24,0.5084567036123859,0.5275660618703217,1.1845103406738136,-0.2190945542994196,0.4166666666666667,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2025,25,0.8881576374523239,0.23115645166943444,1.5419354327326669,-0.20262402682835234,0.48266666666666663,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,60,2026,13,0.021029892151117613,0.024618731098788205,0.4220600437191314,-0.41912423611890326,0.3384615384615385,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2016,25,-0.3615393750675614,-0.3640022499459258,-0.8526060140988239,-0.41120531105115776,0.5133333333333333,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2017,24,-0.18280643629650073,-0.2799438117755244,-0.9193321461801863,-0.2086169261251406,0.4694444444444444,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2018,25,-0.35654009093156225,-0.24735206511397623,-1.190552135030328,-0.5018811317547269,0.46399999999999997,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2019,24,-0.337807640784615,-0.30626599690241363,-1.8955390922736195,-0.41183022013785886,0.49722222222222223,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2020,25,0.02537384468067727,-0.20735401320298041,0.277770722239629,-0.30569110840340863,0.4746666666666666,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2021,25,0.1921154149566604,0.15191411267182398,0.6914376239587485,-0.16382862734379078,0.45333333333333337,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2022,25,-0.39084454739759866,-0.29952452973401633,-1.0859617273571875,-0.4269686354261579,0.488,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2023,24,0.117986454051902,0.08316479132628118,0.45419713900757863,-0.4773198946767214,0.43888888888888883,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2024,24,0.44988381276659295,0.4682850043649276,1.0881027168832422,-0.23076856824735503,0.4166666666666667,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2025,25,0.800222210484163,0.17327911998976364,1.4406402066327686,-0.21040826140725166,0.48266666666666663,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,5,rank_linear,100,2026,13,0.003331613376226672,0.006797361488827924,0.3770774652309552,-0.42390666767830754,0.3384615384615385,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2016,25,-0.0632578455222561,-0.06536474260686553,-0.15715441279236073,-0.20006347204582164,0.42400000000000004,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2017,24,0.04381385481148414,-0.07842237161025223,0.38529456614441915,-0.08966639662221232,0.4083333333333334,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2018,25,-0.29762528649656095,-0.17979486600696803,-1.1273578939791076,-0.36641070219091,0.392,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2019,24,-0.15448971660795385,-0.11163998210206316,-1.1509612198307702,-0.23601633916248987,0.4375,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2020,25,0.6559598751393443,0.2814567558655712,1.4704192374234866,-0.2550790452129772,0.34,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2021,25,0.08168001191685192,0.04515151540937201,0.4298492819954253,-0.14474433578208423,0.396,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2022,25,-0.25069080950500433,-0.14394868828339402,-0.9260758764886022,-0.264861395500086,0.396,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2023,24,0.18127065443600054,0.1392368341689758,0.6711335227879947,-0.24105802013922784,0.4291666666666667,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2024,24,0.3226962475734976,0.33162470444894154,1.2407702784646577,-0.13217569786886596,0.37083333333333335,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2025,25,1.1338525245664615,0.3956271707204455,1.842085210455544,-0.15256257942052642,0.3559999999999999,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,equal,0,2026,13,0.03747232860502958,0.0404730525006467,0.41792788254930274,-0.4315510697557008,0.30769230769230765,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2016,25,-0.09267794410477392,-0.09473185353789093,-0.29104029061728215,-0.20623977443263175,0.42400000000000004,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2017,24,0.013739007421750937,-0.1051594446138635,0.16996412985596615,-0.09683212000668251,0.4083333333333334,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2018,25,-0.3182750318560341,-0.2037575117811512,-1.234114879343552,-0.3804804295463635,0.392,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2019,24,-0.18097865691807835,-0.13928347807422192,-1.3756959774673367,-0.24884528325759203,0.4375,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2020,25,0.6152129855088957,0.24947939861378865,1.4081771398257839,-0.2572959786644681,0.34,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2021,25,0.05011603372594742,0.014634654242586143,0.31443242372212127,-0.14724798580441467,0.396,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2022,25,-0.27289978993060016,-0.16918944987363527,-1.036007657872224,-0.28344382803027024,0.396,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2023,24,0.145225558198806,0.10446283133292211,0.57365817697361,-0.2530778722465373,0.4291666666666667,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2024,24,0.28829843104834785,0.29699333305228515,1.1363849783595892,-0.14085327529322111,0.37083333333333335,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2025,25,1.07854615094627,0.35906026636623034,1.7835440530208309,-0.15779570118208153,0.3559999999999999,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,equal,30,2026,13,0.02498733096500727,0.028045522119880317,0.3812672284457173,-0.43426982641370904,0.30769230769230765,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2016,25,-0.12121299574482702,-0.12321518737164716,-0.4249752740323392,-0.2190184142821432,0.42400000000000004,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2017,24,-0.015508156094283798,-0.13115571027270168,-0.048643792543206395,-0.10395149012005112,0.4083333333333334,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2018,25,-0.33834491105743647,-0.22705141567523413,-1.3408697114448485,-0.3942569798574074,0.392,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2019,24,-0.20667541760509067,-0.16610556804217014,-1.5983405835703333,-0.26147830862436217,0.4375,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2020,25,0.5754191636144446,0.21826006416117494,1.3457314535265106,-0.25950825895926866,0.34,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2021,25,0.019433252470423268,-0.015029714268888883,0.1988113523766845,-0.14974803582674512,0.396,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2022,25,-0.29447846223904584,-0.19371766114517464,-1.1459747073475917,-0.3015806394225762,0.396,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2023,24,0.11022853855421277,0.07070035044794953,0.4766476829379789,-0.2649256603001685,0.4291666666666667,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2024,24,0.2547543517904849,0.26322152967868284,1.0316526075832988,-0.15170319301081292,0.37083333333333335,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2025,25,1.024600948686825,0.3234035377660438,1.725078993889791,-0.1630055960708663,0.3559999999999999,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,equal,60,2026,13,0.012639945721397927,0.015754182873607414,0.34462297375527007,-0.4369791240523718,0.30769230769230765,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2016,25,-0.1579268950372794,-0.15986205488660787,-0.6035875560466815,-0.23576523949337413,0.42400000000000004,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2017,24,-0.05325431924880952,-0.16469877404540734,-0.34514864110067084,-0.11337228618993456,0.4083333333333334,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2018,25,-0.36422951061039566,-0.25710037983846856,-1.4831670940841235,-0.41217952010954706,0.392,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2019,24,-0.23974440672586894,-0.20063072428871143,-1.8917296892155404,-0.2849524119981808,0.4375,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2020,25,0.5238067857681341,0.17778402951448746,1.2621671352274537,-0.2624507381532739,0.34,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2021,25,-0.020146891618252227,-0.053295330509070094,0.044369219921095784,-0.15307583585651885,0.396,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2022,25,-0.3222990353471299,-0.22534668871942565,-1.2926270872586825,-0.3250873123447132,0.396,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2023,24,0.06514621441335078,0.027208935662250466,0.3480439089867776,-0.2804588608911015,0.4291666666666667,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2024,24,0.2113221315824747,0.21949450818573846,0.8914973447032997,-0.16597912377373503,0.37083333333333335,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2025,25,0.9547366127804098,0.27724000304329444,1.647254470556501,-0.16991610372147925,0.3559999999999999,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,equal,100,2026,13,-0.0036115546037694957,-0.00042476573166638776,0.2957902378467748,-0.4405768436822647,0.30769230769230765,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2016,25,-0.1580902309224852,-0.16010798911035984,-0.4489274645811171,-0.2597814031532516,0.4585454545454546,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2017,24,-0.0065413856406019155,-0.12323500206533167,0.03636317458468278,-0.12909393470506558,0.4204545454545454,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2018,25,-0.3069107766683,-0.1892958412501623,-1.116002991019207,-0.42410077583438266,0.42909090909090913,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2019,24,-0.19064200887017269,-0.15074065325662656,-1.2826429246942623,-0.2735599038536116,0.4704545454545455,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2020,25,0.53470746082464,0.18702886584090828,1.2427973667314884,-0.25945464276082697,0.3941818181818182,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2021,25,0.17760271571684383,0.13873523101060892,0.7357161823637062,-0.11584308993185499,0.4290909090909091,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2022,25,-0.29515034060714584,-0.19286850997322436,-0.9443204409589808,-0.3221589308519104,0.4414545454545455,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2023,24,0.20929294629817008,0.1696235546487319,0.661823793157396,-0.3208040160991379,0.43030303030303035,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2024,24,0.4585832027607537,0.47040391063117726,1.393771017976576,-0.1597050409297407,0.3977272727272727,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2025,25,1.0902967871247289,0.3638009833953624,1.8045918298553656,-0.16628039333691813,0.40363636363636357,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,0,2026,13,0.08341622808748328,0.08286628661689943,0.5565807335299477,-0.40129127660197816,0.3048951048951049,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2016,25,-0.18668072438808425,-0.1886222219888144,-0.5678916278256898,-0.2722270922505716,0.4585454545454546,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2017,24,-0.03609920648868992,-0.14949204111669168,-0.16220569830312023,-0.1355685876165078,0.4204545454545454,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2018,25,-0.3291065962200477,-0.2151735954105659,-1.2301076198646717,-0.4342445212653704,0.42909090909090913,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2019,24,-0.21796274499551838,-0.17919442688209541,-1.4944681048752424,-0.2909757453238312,0.4704545454545455,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2020,25,0.49086636281563756,0.15260453526097284,1.172817700579975,-0.2622944576272499,0.3941818181818182,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2021,25,0.1404693643145769,0.10281450554413052,0.6166076386359955,-0.11907369344740582,0.4290909090909091,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2022,25,-0.3184833166009148,-0.2194039791737099,-1.0488677954027998,-0.3407314905057326,0.4414545454545455,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2023,24,0.17217329454109653,0.13373261777957346,0.5837489386846547,-0.3326190844401685,0.43030303030303035,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2024,24,0.4179107860288003,0.42943175302709835,1.2996551453306695,-0.17116398876490024,0.3977272727272727,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2025,25,1.0290744799120168,0.32341777842013886,1.7386500867052481,-0.17165387086781325,0.40363636363636357,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,30,2026,13,0.07064736241833147,0.0701124973380951,0.5214632026670996,-0.4039890974357345,0.3048951048951049,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2016,25,-0.2143402819182556,-0.2162082655246419,-0.6872694863039569,-0.28448166913356243,0.4585454545454546,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2017,24,-0.06481711137303137,-0.1749981736082159,-0.3625421334794799,-0.1420036526409193,0.4204545454545454,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2018,25,-0.35062358593803233,-0.2402625385554964,-1.344577149763839,-0.44661141867955334,0.42909090909090913,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2019,24,-0.2444023995180673,-0.2067370154978908,-1.7039621219929668,-0.3091659309451317,0.4704545454545455,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2020,25,0.44821768882274493,0.11913040337503866,1.1026271535875025,-0.2651264773968328,0.3941818181818182,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2021,25,0.1044573237520452,0.06797892155102825,0.49747047007004513,-0.12291298533532569,0.4290909090909091,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2022,25,-0.3410762832360995,-0.24510358663298792,-1.153391091653256,-0.35882109860992684,0.4414545454545455,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2023,24,0.13613894444011798,0.0988909954535655,0.5060253238721456,-0.3442489204463174,0.43030303030303035,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2024,24,0.3783170509616163,0.389545621950685,1.2054850588275463,-0.18248474708566065,0.3977272727272727,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2025,25,0.9695598597202191,0.2841740539975768,1.6727785336770846,-0.17700241522757665,0.40363636363636357,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,60,2026,13,0.05801632303186666,0.05749634511100066,0.48632062974232565,-0.4066780783401537,0.3048951048951049,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2016,25,-0.24982159170801654,-0.251595667159467,-0.84706428587237,-0.3005284086528749,0.4585454545454546,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2017,24,-0.10184035237379341,-0.20787357188783928,-0.6322667182052036,-0.15052248765662213,0.4204545454545454,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2018,25,-0.3782910762285996,-0.27252694646589093,-1.497726034942626,-0.46383883942561066,0.42909090909090913,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2019,24,-0.2783314153497911,-0.24209106220037557,-1.9795506950506028,-0.33377053209971586,0.4704545454545455,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2020,25,0.39315449966776406,0.07593332973217981,1.0087274907628578,-0.2688904012579779,0.3941818181818182,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2021,25,0.05812971677994838,0.02316543511364877,0.3386079794793716,-0.12815324642411952,0.4290909090909091,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2022,25,-0.37008781236527866,-0.27811291985698683,-1.2926993508188667,-0.38220982445153584,0.4414545454545455,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2023,24,0.08972937049304619,0.054017461811112444,0.4029484895886493,-0.35947170136854245,0.43030303030303035,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2024,24,0.32715652133369844,0.338006355413099,1.0798750709832208,-0.1973666405057496,0.3977272727272727,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2025,25,0.8927853319970476,0.23356886395909204,1.5850704789966643,-0.18409514881572098,0.40363636363636357,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,10,rank_linear,100,2026,13,0.04138699578544225,0.040886576076704095,0.4394257035583574,-0.4102496678433679,0.3048951048951049,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2016,25,0.005765552596846524,0.003022060234870727,0.12470811729245898,-0.12163482230845135,0.3680000000000001,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2017,24,0.07884349596448015,-0.04881234026162595,0.7431435291353775,-0.07263003321537387,0.3479166666666667,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2018,25,-0.26641436028223986,-0.1451927485685749,-1.187313336575841,-0.33203379406513744,0.37800000000000006,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2019,24,-0.10899903670975297,-0.06365063231117518,-0.9597585379650163,-0.16476474455043044,0.3854166666666667,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2020,25,0.4651794636188351,0.1338360831538814,1.2614513755468622,-0.28771368550437404,0.336,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2021,25,0.010258565430036004,-0.024107408107975847,0.14870181618929756,-0.11248699370909598,0.38800000000000007,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2022,25,-0.2091853275890141,-0.09462618303711812,-0.9187325645638648,-0.23866418892149455,0.3940000000000001,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2023,24,0.06706036306320318,0.02779389944760835,0.4110553866974455,-0.16427297578720734,0.38541666666666674,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2024,24,0.08492250531971668,0.0976306567580203,0.5560232121686901,-0.11989609251213229,0.3500000000000001,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2025,25,0.942175396220897,0.2567376265108514,1.8905433810719583,-0.12611089998100022,0.3600000000000001,0.04863549802189191
MOM12_1_1M_KEEP_TOP70PCT,20,equal,0,2026,13,0.06337572919729118,0.06703891853756705,0.47260990334128206,-0.37272757633138265,0.30000000000000004,-0.045502747199441994
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2016,25,-0.021559695118017252,-0.024230071925211094,-0.023150062432545086,-0.13138086436272245,0.3680000000000001,-0.013197388417362486
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2017,24,0.05228011457244963,-0.07238145715849809,0.519436077864525,-0.07338003321537401,0.3479166666666667,0.013641621707349581
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2018,25,-0.28717573576356525,-0.16926753117670368,-1.3084420503714573,-0.3458189783330774,0.37800000000000006,-0.060761782864923314
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2019,24,-0.13354508848670787,-0.08935634890693556,-1.2024430958207255,-0.17999813354332828,0.3854166666666667,-0.028259150395248806
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2020,25,0.42925786077866745,0.10568304314903076,1.1912060673633873,-0.29026976051231446,0.336,-0.003095725121186339
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2021,25,-0.018730681675149685,-0.05210971733116343,0.0005402764883117953,-0.1148989446132217,0.38800000000000007,-0.05917432779644913
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2022,25,-0.23243751926588652,-0.12106235632821383,-1.0499416426897432,-0.2567334585198121,0.3940000000000001,0.004780547343438602
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2023,24,0.03777611754521115,-0.0004153812041945981,0.27883015106473297,-0.17568844490633684,0.38541666666666674,-0.02230997810972779
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2024,24,0.05800615317369462,0.07041688082712905,0.4114626879180693,-0.1299702858906977,0.3500000000000001,0.0393320668101676
MOM12_1_1M_KEEP_TOP70PCT,20,equal,30,2025,25,0.8915656004749113,0.2235746773766334,1.821825517181693,-0.12926557257067117,0.3600000000000001,0.04863549802189191
