date,variant,threshold,top_n,weighting,cost_bps,net,benchmark,turnover,n_eligible,rank_ic
2016-01-04,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,0,-0.008331486995295675,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,30,-0.009831486995295674,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,60,-0.011331486995295674,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,100,-0.013331486995295676,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,equal,0,0.020528402269142945,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,equal,30,0.019028402269142944,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,equal,60,0.017528402269142946,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,equal,100,0.015528402269142944,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,0,0.014324742098581476,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,30,0.012824742098581476,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,60,0.011324742098581475,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,100,0.009324742098581477,-0.009377173995137843,0.5,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,equal,0,0.019153079115235963,-0.009377173995137843,0.5000000000000001,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,equal,30,0.017653079115235962,-0.009377173995137843,0.5000000000000001,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,equal,60,0.016153079115235964,-0.009377173995137843,0.5000000000000001,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,equal,100,0.014153079115235962,-0.009377173995137843,0.5000000000000001,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,rank_linear,0,0.013307404780032017,-0.009377173995137843,0.49999999999999994,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,rank_linear,30,0.011807404780032017,-0.009377173995137843,0.49999999999999994,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,rank_linear,60,0.010307404780032017,-0.009377173995137843,0.49999999999999994,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_M05,-5.0,20,rank_linear,100,0.008307404780032017,-0.009377173995137843,0.49999999999999994,107,0.19688865377456458
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,equal,0,-0.005300203248942093,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,equal,30,-0.006800203248942094,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,equal,60,-0.008300203248942093,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,equal,100,-0.010300203248942093,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,rank_linear,0,-0.013811517569708935,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,rank_linear,30,-0.015311517569708935,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,rank_linear,60,-0.016811517569708934,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,5,rank_linear,100,-0.018811517569708936,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,equal,0,-0.013514561315840577,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,equal,30,-0.015014561315840577,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,equal,60,-0.016514561315840576,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,equal,100,-0.018514561315840578,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,rank_linear,0,-0.01388047237456875,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,rank_linear,30,-0.01538047237456875,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,rank_linear,60,-0.01688047237456875,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,10,rank_linear,100,-0.01888047237456875,-0.009377173995137843,0.5,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,equal,0,0.01688690076882763,-0.009377173995137843,0.5000000000000001,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,equal,30,0.01538690076882763,-0.009377173995137843,0.5000000000000001,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,equal,60,0.013886900768827629,-0.009377173995137843,0.5000000000000001,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,equal,100,0.011886900768827629,-0.009377173995137843,0.5000000000000001,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,rank_linear,0,0.005700744336093771,-0.009377173995137843,0.49999999999999994,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,rank_linear,30,0.004200744336093771,-0.009377173995137843,0.49999999999999994,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,rank_linear,60,0.002700744336093771,-0.009377173995137843,0.49999999999999994,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P00,0.0,20,rank_linear,100,0.0007007443360937714,-0.009377173995137843,0.49999999999999994,49,0.04428571428571428
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,equal,0,-0.03242497087539973,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,equal,30,-0.03392497087539973,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,equal,60,-0.03542497087539973,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,equal,100,-0.03742497087539973,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,rank_linear,0,-0.015108024857036419,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,rank_linear,30,-0.01660802485703642,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,rank_linear,60,-0.018108024857036418,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,5,rank_linear,100,-0.02010802485703642,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,equal,0,0.01584584648934667,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,equal,30,0.014345846489346671,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,equal,60,0.012845846489346672,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,equal,100,0.01084584648934667,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,rank_linear,0,0.005502815091297204,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,rank_linear,30,0.004002815091297204,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,rank_linear,60,0.0025028150912972036,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,10,rank_linear,100,0.0005028150912972035,-0.009377173995137843,0.5,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,equal,0,0.024335268450653855,-0.009377173995137843,0.5000000000000001,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,equal,30,0.022835268450653853,-0.009377173995137843,0.5000000000000001,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,equal,60,0.021335268450653855,-0.009377173995137843,0.5000000000000001,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,equal,100,0.019335268450653854,-0.009377173995137843,0.5000000000000001,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,rank_linear,0,0.019575862731599104,-0.009377173995137843,0.49999999999999994,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,rank_linear,30,0.018075862731599102,-0.009377173995137843,0.49999999999999994,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,rank_linear,60,0.016575862731599104,-0.009377173995137843,0.49999999999999994,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P05,5.0,20,rank_linear,100,0.014575862731599104,-0.009377173995137843,0.49999999999999994,22,0.07961603613777528
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,equal,0,-0.024281196210815773,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,equal,30,-0.025781196210815774,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,equal,60,-0.02728119621081577,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,equal,100,-0.029281196210815773,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,rank_linear,0,-0.02161586380090485,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,rank_linear,30,-0.02311586380090485,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,rank_linear,60,-0.024615863800904848,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,5,rank_linear,100,-0.02661586380090485,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,equal,0,0.0342210113831578,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,equal,30,0.0327210113831578,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,equal,60,0.0312210113831578,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,equal,100,0.0292210113831578,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,rank_linear,0,0.02099730426442158,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,rank_linear,30,0.01949730426442158,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,rank_linear,60,0.01799730426442158,-0.009377173995137843,0.5,12,
2016-01-04,MOM12_1_1M_GT_P10,10.0,10,rank_linear,100,0.01599730426442158,-0.009377173995137843,0.5,12,
2016-01-18,MOM12_1_BASE,,5,equal,0,-0.0025259372834060658,0.02308047616957122,0.4,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,equal,30,-0.0037259372834060655,0.02308047616957122,0.4,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,equal,60,-0.004925937283406066,0.02308047616957122,0.4,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,equal,100,-0.006525937283406066,0.02308047616957122,0.4,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,rank_linear,0,-0.02137248201683506,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,rank_linear,30,-0.02197248201683506,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,rank_linear,60,-0.02257248201683506,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,5,rank_linear,100,-0.02337248201683506,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,equal,0,0.029998410603378788,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,equal,30,0.029398410603378788,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,equal,60,0.028798410603378788,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,equal,100,0.027998410603378786,0.02308047616957122,0.2,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,rank_linear,0,0.018745084650345214,0.02308047616957122,0.21818181818181817,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,rank_linear,30,0.01809053919579976,0.02308047616957122,0.21818181818181817,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,rank_linear,60,0.017435993741254305,0.02308047616957122,0.21818181818181817,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,10,rank_linear,100,0.016563266468527033,0.02308047616957122,0.21818181818181817,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,equal,0,0.02548805832076202,0.02308047616957122,0.30000000000000004,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,equal,30,0.024588058320762017,0.02308047616957122,0.30000000000000004,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,equal,60,0.02368805832076202,0.02308047616957122,0.30000000000000004,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,equal,100,0.02248805832076202,0.02308047616957122,0.30000000000000004,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,rank_linear,0,0.030472049209494464,0.02308047616957122,0.26666666666666666,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,rank_linear,30,0.029672049209494466,0.02308047616957122,0.26666666666666666,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,rank_linear,60,0.028872049209494464,0.02308047616957122,0.26666666666666666,185,0.07659110723626852
2016-01-18,MOM12_1_BASE,,20,rank_linear,100,0.027805382542827797,0.02308047616957122,0.26666666666666666,185,0.07659110723626852
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,equal,0,-0.0025259372834060658,0.02308047616957122,0.4,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,equal,30,-0.0037259372834060655,0.02308047616957122,0.4,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,equal,60,-0.004925937283406066,0.02308047616957122,0.4,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,equal,100,-0.006525937283406066,0.02308047616957122,0.4,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,rank_linear,0,-0.02137248201683506,0.02308047616957122,0.2,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,rank_linear,30,-0.02197248201683506,0.02308047616957122,0.2,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,rank_linear,60,-0.02257248201683506,0.02308047616957122,0.2,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,5,rank_linear,100,-0.02337248201683506,0.02308047616957122,0.2,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,equal,0,0.032420210560787935,0.02308047616957122,0.3,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,equal,30,0.03152021056078794,0.02308047616957122,0.3,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,equal,60,0.030620210560787935,0.02308047616957122,0.3,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,equal,100,0.029420210560787936,0.02308047616957122,0.3,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,rank_linear,0,0.01635622143532782,0.02308047616957122,0.27272727272727276,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,rank_linear,30,0.015538039617146001,0.02308047616957122,0.27272727272727276,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,rank_linear,60,0.014719857798964182,0.02308047616957122,0.27272727272727276,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,10,rank_linear,100,0.013628948708055092,0.02308047616957122,0.27272727272727276,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,equal,0,0.028469215175176678,0.02308047616957122,0.30000000000000004,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,equal,30,0.027569215175176676,0.02308047616957122,0.30000000000000004,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,equal,60,0.02666921517517668,0.02308047616957122,0.30000000000000004,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,equal,100,0.02546921517517668,0.02308047616957122,0.30000000000000004,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,rank_linear,0,0.02716909080909887,0.02308047616957122,0.29047619047619044,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,rank_linear,30,0.0262976622376703,0.02308047616957122,0.29047619047619044,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,rank_linear,60,0.025426233666241728,0.02308047616957122,0.29047619047619044,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M10,-10.0,20,rank_linear,100,0.024264328904336968,0.02308047616957122,0.29047619047619044,139,0.15518566513249024
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,equal,0,0.02603363799798113,0.02308047616957122,0.4,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,equal,30,0.02483363799798113,0.02308047616957122,0.4,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,equal,60,0.02363363799798113,0.02308047616957122,0.4,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,equal,100,0.02203363799798113,0.02308047616957122,0.4,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,0,-0.008372893731722541,0.02308047616957122,0.33333333333333337,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,30,-0.009372893731722542,0.02308047616957122,0.33333333333333337,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,60,-0.010372893731722541,0.02308047616957122,0.33333333333333337,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,5,rank_linear,100,-0.011706227065055875,0.02308047616957122,0.33333333333333337,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,equal,0,0.05336341857409891,0.02308047616957122,0.39999999999999997,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,equal,30,0.05216341857409891,0.02308047616957122,0.39999999999999997,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,equal,60,0.05096341857409891,0.02308047616957122,0.39999999999999997,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,equal,100,0.04936341857409891,0.02308047616957122,0.39999999999999997,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,0,0.03498137668729508,0.02308047616957122,0.34545454545454546,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,30,0.03394501305093144,0.02308047616957122,0.34545454545454546,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,60,0.0329086494145678,0.02308047616957122,0.34545454545454546,100,0.12016801680168016
2016-01-18,MOM12_1_1M_GT_M05,-5.0,10,rank_linear,100,0.03152683123274962,0.02308047616957122,0.34545454545454546,100,0.12016801680168016
