sample,universe,n_pos_alt,horizon,metric,series,n,mean,positive_share,tstat
POST_2023_PLUS,K200,2,5,top,mom_top_5,9,-0.01594442337490499,0.3333333333333333,-1.3485033650352958
POST_2023_PLUS,K200,2,5,top,pos_minus_mom_top_5,9,0.013173956637090164,0.8888888888888888,2.6872241050592547
POST_2023_PLUS,K200,2,5,spread,pos_alt_spread_5,9,0.0015151260211174052,0.6666666666666666,0.23901159092473595
POST_2023_PLUS,K200,2,5,spread,neg_alt_spread_5,9,-0.000561524108135511,0.4444444444444444,-0.1811537505632333
POST_2023_PLUS,K200,2,5,spread,mom_spread_5,9,-0.021309636516625013,0.1111111111111111,-4.536556202375075
POST_2023_PLUS,K200,2,5,spread,pos_minus_mom_spread_5,9,0.02282476253774242,1.0,3.4889566933459393
POST_2023_PLUS,K200,2,20,top,pos_alt_top_20,9,-0.014398727974022696,0.3333333333333333,-1.4137562880941552
POST_2023_PLUS,K200,2,20,top,neg_alt_top_20,9,-0.011441186204497349,0.3333333333333333,-0.706361517196713
POST_2023_PLUS,K200,2,20,top,mom_top_20,9,-0.03269398603172026,0.3333333333333333,-1.6960149498188952
POST_2023_PLUS,K200,2,20,top,pos_minus_mom_top_20,9,0.018295258057697564,0.6666666666666666,1.7438317295584018
POST_2023_PLUS,K200,2,20,spread,pos_alt_spread_20,9,0.0041807757574561545,0.6666666666666666,0.3383369295244688
POST_2023_PLUS,K200,2,20,spread,neg_alt_spread_20,9,0.0024306408895935,0.4444444444444444,0.1986866613110304
POST_2023_PLUS,K200,2,20,spread,mom_spread_20,9,-0.03005394118939116,0.2222222222222222,-2.1340518462074307
POST_2023_PLUS,K200,2,20,spread,pos_minus_mom_spread_20,9,0.034234716946847314,0.7777777777777778,2.312579439273354
POST_2023_PLUS,KOSDAQ,0,5,top,neg_alt_top_5,22,-0.005928760976524571,0.3181818181818182,-0.6093628260117295
POST_2023_PLUS,KOSDAQ,0,5,top,mom_top_5,22,-0.013634478094445268,0.36363636363636365,-1.115843705398367
POST_2023_PLUS,KOSDAQ,0,5,spread,neg_alt_spread_5,22,0.004058399823798314,0.6818181818181818,1.2052589555761175
POST_2023_PLUS,KOSDAQ,0,5,spread,mom_spread_5,22,-0.009835593876888454,0.36363636363636365,-1.2492930713686685
POST_2023_PLUS,KOSDAQ,0,20,top,neg_alt_top_20,20,0.001967642021728544,0.6,0.09170047779501009
POST_2023_PLUS,KOSDAQ,0,20,top,mom_top_20,20,-0.017765751185608202,0.45,-0.6701516532819669
POST_2023_PLUS,KOSDAQ,0,20,spread,neg_alt_spread_20,20,0.010049285368670386,0.6,1.1064584436403673
POST_2023_PLUS,KOSDAQ,0,20,spread,mom_spread_20,20,-0.019460685000905482,0.3,-1.6647278495962212
POST_2023_PLUS,KOSDAQ,2,5,top,pos_alt_top_5,9,-0.002277054307460505,0.4444444444444444,-0.476436204446113
POST_2023_PLUS,KOSDAQ,2,5,top,neg_alt_top_5,9,-0.005583917558589045,0.2222222222222222,-0.8901343449347512
POST_2023_PLUS,KOSDAQ,2,5,top,mom_top_5,9,-0.01939203894357282,0.1111111111111111,-2.9102773986770867
POST_2023_PLUS,KOSDAQ,2,5,top,pos_minus_mom_top_5,9,0.017114984636112315,0.7777777777777778,2.425475894034061
POST_2023_PLUS,KOSDAQ,2,5,spread,pos_alt_spread_5,9,0.0017280575618741111,0.4444444444444444,0.3916655259060731
POST_2023_PLUS,KOSDAQ,2,5,spread,neg_alt_spread_5,9,0.0024969049185791996,0.5555555555555556,0.3594061342572995
POST_2023_PLUS,KOSDAQ,2,5,spread,mom_spread_5,9,-0.014162079218340987,0.1111111111111111,-1.893386480598969
POST_2023_PLUS,KOSDAQ,2,5,spread,pos_minus_mom_spread_5,9,0.0158901367802151,0.7777777777777778,1.471251660654494
POST_2023_PLUS,KOSDAQ,2,20,top,pos_alt_top_20,9,0.017863853016068743,0.7777777777777778,1.5509451351178503
POST_2023_PLUS,KOSDAQ,2,20,top,neg_alt_top_20,9,0.004616334095537657,0.5555555555555556,0.24016752114989331
POST_2023_PLUS,KOSDAQ,2,20,top,mom_top_20,9,-0.025126865890667618,0.1111111111111111,-1.4328899735774607
POST_2023_PLUS,KOSDAQ,2,20,top,pos_minus_mom_top_20,9,0.042990718906736364,0.7777777777777778,2.8721509603537223
POST_2023_PLUS,KOSDAQ,2,20,spread,pos_alt_spread_20,9,0.002269298804845036,0.6666666666666666,0.5430592877290814
POST_2023_PLUS,KOSDAQ,2,20,spread,neg_alt_spread_20,9,-0.0026314149766161446,0.3333333333333333,-0.3985589311215378
POST_2023_PLUS,KOSDAQ,2,20,spread,mom_spread_20,9,-0.024661689439251882,0.3333333333333333,-1.3174543971150317
POST_2023_PLUS,KOSDAQ,2,20,spread,pos_minus_mom_spread_20,9,0.026930988244096916,0.6666666666666666,1.3669687574828144
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,5,top,neg_alt_top_5,19,0.004770430499779647,0.5789473684210527,0.46311187323398345
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,5,top,mom_top_5,19,0.002775739495403968,0.5789473684210527,0.1926044875592223
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,5,spread,neg_alt_spread_5,19,-0.0017795098808032637,0.47368421052631576,-0.3693858798927622
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,5,spread,mom_spread_5,19,-0.007629290989583362,0.3684210526315789,-1.0849509539241458
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,20,top,neg_alt_top_20,18,0.0080607962848974,0.6111111111111112,0.3810389617897984
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,20,top,mom_top_20,18,-0.0015425680856704371,0.4444444444444444,-0.050013693738348894
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,20,spread,neg_alt_spread_20,18,0.006728957110030344,0.4444444444444444,0.6650884924714313
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,0,20,spread,mom_spread_20,18,-0.005942793308411989,0.4444444444444444,-0.3644772698021991
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,top,pos_alt_top_5,13,-0.007822537868154669,0.23076923076923078,-1.5177794207115363
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,top,neg_alt_top_5,13,-0.006767815937343311,0.38461538461538464,-1.1445362951363298
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,top,mom_top_5,13,-0.00981205388169584,0.38461538461538464,-1.4304353141454744
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,top,pos_minus_mom_top_5,13,0.0019895160135411693,0.6153846153846154,0.4170855026485982
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,spread,pos_alt_spread_5,13,0.003555367148327861,0.5384615384615384,0.5051817076151567
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,spread,neg_alt_spread_5,13,0.004067260531527858,0.46153846153846156,1.1686376280319046
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,spread,mom_spread_5,13,0.0057697854412639155,0.5384615384615384,1.3444260613486225
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,1,5,spread,pos_minus_mom_spread_5,13,-0.0022144182929360536,0.5384615384615384,-0.260550094093878
