sample,universe,family,current_abs_sign,horizon,metric,n,mean,positive_share,tstat
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_R+,20,top,55,-0.007423206112798564,0.38181818181818183,-0.8744042919910232
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_R-,5,top,33,-0.004951061056986902,0.48484848484848486,-0.8740034743836297
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_R-,20,top,33,-0.007458448915018621,0.5454545454545454,-0.48349019611473887
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_W+,5,top,47,0.0027103796917341202,0.6170212765957447,0.697782676727538
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_W+,20,top,47,0.006221366084273053,0.48936170212765956,0.8955665196174181
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_W-,5,top,57,0.008237607737144098,0.7017543859649122,1.4197576031247368
TRAIN_2016_2022,KOSPI_KOSDAQ_ALL,FLOW,STATE_W-,20,top,57,0.013688949498923879,0.6140350877192983,1.393439948997658
POST_2023_PLUS,K200,MOMENTUM,POS,5,top,95,0.008552364920255353,0.6,2.2321823108770418
POST_2023_PLUS,K200,MOMENTUM,POS,5,spread,95,0.007142422093637806,0.5789473684210527,1.85354413271197
POST_2023_PLUS,K200,MOMENTUM,POS,20,top,95,0.022937792031945747,0.5368421052631579,2.4078890734291534
POST_2023_PLUS,K200,MOMENTUM,POS,20,spread,95,0.021838629507273572,0.5473684210526316,2.537751975851078
POST_2023_PLUS,K200,MOMENTUM,NEG,5,top,79,-0.001188618102957807,0.4810126582278481,-0.28534572045715595
POST_2023_PLUS,K200,MOMENTUM,NEG,5,spread,79,-0.003499994645470314,0.45569620253164556,-0.9738638957150564
POST_2023_PLUS,K200,MOMENTUM,NEG,20,top,76,0.01185747976566131,0.5789473684210527,1.1151884471490747
POST_2023_PLUS,K200,MOMENTUM,NEG,20,spread,76,-0.0007546810913649022,0.47368421052631576,-0.10490083550321386
POST_2023_PLUS,K200,MOMENTUM,STATE_N,5,top,44,0.007479548307119799,0.6363636363636364,1.6181696361494446
POST_2023_PLUS,K200,MOMENTUM,STATE_N,20,top,44,0.04143328474441509,0.6363636363636364,2.898419163867106
POST_2023_PLUS,K200,MOMENTUM,STATE_R+,5,top,18,-0.004365742301046405,0.3888888888888889,-0.7752382001921093
POST_2023_PLUS,K200,MOMENTUM,STATE_R+,20,top,18,-0.015329390753932089,0.3888888888888889,-1.0943195504936298
POST_2023_PLUS,K200,MOMENTUM,STATE_R-,5,top,40,-0.001725108422032534,0.475,-0.31967004984079256
POST_2023_PLUS,K200,MOMENTUM,STATE_R-,20,top,37,0.003817129538907869,0.5675675675675675,0.2540296787489908
POST_2023_PLUS,K200,MOMENTUM,STATE_W+,5,top,54,0.010349619951243703,0.5925925925925926,1.7754755471445272
POST_2023_PLUS,K200,MOMENTUM,STATE_W+,20,top,54,0.030458564417957076,0.5925925925925926,2.460877790358998
POST_2023_PLUS,K200,MOMENTUM,STATE_W-,5,top,18,-0.001212114849427918,0.5,-0.10162998810182626
POST_2023_PLUS,K200,MOMENTUM,STATE_W-,20,top,18,-0.014048503414869727,0.3888888888888889,-0.5556208074612634
POST_2023_PLUS,K200,REVISION,POS,5,top,111,0.007571462932959166,0.6036036036036037,2.3712600292797554
POST_2023_PLUS,K200,REVISION,POS,5,spread,111,0.006511173862373331,0.6576576576576577,3.264502352336893
POST_2023_PLUS,K200,REVISION,POS,20,top,111,0.0291227994789214,0.6216216216216216,3.8696513485663644
POST_2023_PLUS,K200,REVISION,POS,20,spread,111,0.030114340670844775,0.7837837837837838,7.3112352506968294
POST_2023_PLUS,K200,REVISION,NEG,5,top,63,0.007435484591185199,0.5714285714285714,1.65248761326904
POST_2023_PLUS,K200,REVISION,NEG,5,spread,63,0.0035729619418739763,0.5714285714285714,1.012299853781622
POST_2023_PLUS,K200,REVISION,NEG,20,top,60,0.03238095138241557,0.65,3.0684072065807855
POST_2023_PLUS,K200,REVISION,NEG,20,spread,60,0.008312589901593804,0.55,1.095821919136881
POST_2023_PLUS,K200,REVISION,STATE_N,5,top,44,0.006951335087320459,0.6136363636363636,1.561667671921821
POST_2023_PLUS,K200,REVISION,STATE_N,20,top,43,0.017064830093516392,0.6046511627906976,1.6595737150438568
POST_2023_PLUS,K200,REVISION,STATE_R+,5,top,10,1.8933720464489947e-05,0.6,0.004342699546496568
POST_2023_PLUS,K200,REVISION,STATE_R+,20,top,10,0.010752385095207517,0.7,0.6449787474598487
POST_2023_PLUS,K200,REVISION,STATE_R-,5,top,19,0.010040164106555748,0.631578947368421,1.0116807752074246
POST_2023_PLUS,K200,REVISION,STATE_R-,20,top,17,0.02180276775971477,0.6470588235294118,1.9333587734241624
POST_2023_PLUS,K200,REVISION,STATE_W+,5,top,76,0.00837746787750794,0.5657894736842105,1.9538280742579393
POST_2023_PLUS,K200,REVISION,STATE_W+,20,top,76,0.04173821881378119,0.6447368421052632,4.102114662174068
POST_2023_PLUS,K200,REVISION,STATE_W-,5,top,25,0.007014766281649092,0.6,1.08382503796492
POST_2023_PLUS,K200,REVISION,STATE_W-,20,top,25,0.03165698393477631,0.6,1.6420998739264407
POST_2023_PLUS,K200,VALUE,POS,5,top,103,0.005604553433592136,0.5048543689320388,1.8489924532609778
POST_2023_PLUS,K200,VALUE,POS,5,spread,103,0.0002695145562134523,0.5048543689320388,0.07928533487401675
POST_2023_PLUS,K200,VALUE,POS,20,top,103,0.017750460530551772,0.5339805825242718,2.5370576844660335
POST_2023_PLUS,K200,VALUE,POS,20,spread,103,0.0032556106440744356,0.49514563106796117,0.5191784936882649
POST_2023_PLUS,K200,VALUE,NEG,5,top,71,0.007373620095910209,0.5774647887323944,1.7430668266457885
POST_2023_PLUS,K200,VALUE,NEG,5,spread,71,0.0062454208554224,0.5774647887323944,1.6204533164236257
POST_2023_PLUS,K200,VALUE,NEG,20,top,68,0.03489832670596071,0.6617647058823529,4.7224794593033375
POST_2023_PLUS,K200,VALUE,NEG,20,spread,68,0.02310302824062283,0.5147058823529411,2.3992965745718235
POST_2023_PLUS,K200,VALUE,STATE_N,5,top,59,0.002323603874775339,0.4915254237288136,0.7363084896294975
POST_2023_PLUS,K200,VALUE,STATE_N,20,top,59,0.01174889955053036,0.5254237288135594,1.6449338019391524
POST_2023_PLUS,K200,VALUE,STATE_R+,5,top,28,0.015445348585166347,0.6428571428571429,2.6011911793399394
POST_2023_PLUS,K200,VALUE,STATE_R+,20,top,28,0.04157930340657111,0.6071428571428571,2.562596143385118
POST_2023_PLUS,K200,VALUE,STATE_R-,5,top,23,0.006720196542588147,0.6086956521739131,1.0491281345737045
POST_2023_PLUS,K200,VALUE,STATE_R-,20,top,23,0.057394449217008446,0.7391304347826086,3.846249558882721
POST_2023_PLUS,K200,VALUE,STATE_W+,5,top,41,0.0027864597211872625,0.4634146341463415,0.5241592367150676
POST_2023_PLUS,K200,VALUE,STATE_W+,20,top,41,0.008796379684586004,0.4878048780487805,0.8375585671429124
POST_2023_PLUS,K200,VALUE,STATE_W-,5,top,23,0.011409750975000311,0.5652173913043478,1.110973892691456
POST_2023_PLUS,K200,VALUE,STATE_W-,20,top,20,0.03316270913638289,0.75,2.7897849116259437
POST_2023_PLUS,K200,FLOW,POS,5,top,104,0.004701232896162262,0.5480769230769231,1.7915193092225057
POST_2023_PLUS,K200,FLOW,POS,5,spread,104,0.00325824150700189,0.5769230769230769,1.7029248028390411
POST_2023_PLUS,K200,FLOW,POS,20,top,104,0.013799451623440536,0.5288461538461539,2.0177895008642364
POST_2023_PLUS,K200,FLOW,POS,20,spread,104,0.013325190050721657,0.5961538461538461,3.7206232335740776
POST_2023_PLUS,K200,FLOW,NEG,5,top,70,0.004576327277149796,0.5142857142857142,1.0829993555408828
POST_2023_PLUS,K200,FLOW,NEG,5,spread,70,0.002092381745362021,0.5571428571428572,1.0323444064297997
POST_2023_PLUS,K200,FLOW,NEG,20,top,67,0.02359089157101523,0.7164179104477612,3.0386526473039264
POST_2023_PLUS,K200,FLOW,NEG,20,spread,67,0.006027999458875497,0.5522388059701493,1.4417208660176968
POST_2023_PLUS,K200,FLOW,STATE_N,5,top,55,0.004057249178756614,0.43636363636363634,1.0561246217768703
POST_2023_PLUS,K200,FLOW,STATE_N,20,top,55,0.0031004377526326374,0.509090909090909,0.3898118903367839
POST_2023_PLUS,K200,FLOW,STATE_R+,5,top,26,-0.005090670866287935,0.46153846153846156,-1.338193281071889
POST_2023_PLUS,K200,FLOW,STATE_R+,20,top,26,0.006907805052839299,0.6153846153846154,1.0222924643627953
POST_2023_PLUS,K200,FLOW,STATE_R-,5,top,20,0.021925726446290757,0.8,2.9687203821392885
POST_2023_PLUS,K200,FLOW,STATE_R-,20,top,20,0.04763762627632959,0.95,4.062177938159812
POST_2023_PLUS,K200,FLOW,STATE_W+,5,top,46,0.00750708118102586,0.6304347826086957,1.8493355262252489
POST_2023_PLUS,K200,FLOW,STATE_W+,20,top,46,0.02776116615902903,0.5869565217391305,2.146973368333511
POST_2023_PLUS,K200,FLOW,STATE_W-,5,top,27,-0.0024207553688804146,0.4444444444444444,-0.3138910384881309
POST_2023_PLUS,K200,FLOW,STATE_W-,20,top,24,0.01815998031188717,0.5416666666666666,1.241073799967106
POST_2023_PLUS,KOSDAQ,MOMENTUM,POS,5,top,92,0.006571026528548698,0.5978260869565217,1.4987251185476358
POST_2023_PLUS,KOSDAQ,MOMENTUM,POS,5,spread,92,0.007827237620268655,0.5978260869565217,1.796038246019316
POST_2023_PLUS,KOSDAQ,MOMENTUM,POS,20,top,92,0.020991228508711192,0.5652173913043478,1.9299489882427856
POST_2023_PLUS,KOSDAQ,MOMENTUM,POS,20,spread,92,0.0245955249191028,0.5652173913043478,2.91090341056354
POST_2023_PLUS,KOSDAQ,MOMENTUM,NEG,5,top,82,-0.0012499221856806142,0.4878048780487805,-0.20597241200115143
POST_2023_PLUS,KOSDAQ,MOMENTUM,NEG,5,spread,82,-0.003536647995896791,0.43902439024390244,-0.8335286305524298
POST_2023_PLUS,KOSDAQ,MOMENTUM,NEG,20,top,79,0.0019077510829196807,0.4936708860759494,0.1653417409809079
POST_2023_PLUS,KOSDAQ,MOMENTUM,NEG,20,spread,79,-0.0026490742251445523,0.4177215189873418,-0.34191358668799976
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_N,5,top,50,0.016217347113798904,0.66,2.420389857674031
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_N,20,top,49,0.023118919780008854,0.6122448979591837,1.8318659937247639
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_R+,5,top,11,0.005361793824401481,0.6363636363636364,0.9718973800310288
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_R+,20,top,11,0.04344647737793785,0.6363636363636364,1.795479493103663
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_R-,5,top,44,-0.008137331087554716,0.4318181818181818,-1.1875090965051507
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_R-,20,top,42,-0.006714814419248076,0.4523809523809524,-0.435514742746408
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_W+,5,top,62,0.005702746763119136,0.5483870967741935,0.9229056805665588
POST_2023_PLUS,KOSDAQ,MOMENTUM,STATE_W+,20,top,62,0.016066652788753293,0.532258064516129,1.0922205318424225
POST_2023_PLUS,KOSDAQ,REVISION,POS,5,top,110,0.008437815505434217,0.6181818181818182,2.535381479257919
POST_2023_PLUS,KOSDAQ,REVISION,POS,5,spread,110,0.007455647268716361,0.6272727272727273,3.0825893439819354
POST_2023_PLUS,KOSDAQ,REVISION,POS,20,top,110,0.023562877283858096,0.6363636363636364,3.1633105840068785
POST_2023_PLUS,KOSDAQ,REVISION,POS,20,spread,110,0.02367550919339335,0.6818181818181818,5.225805218883405
POST_2023_PLUS,KOSDAQ,REVISION,NEG,5,top,64,0.0014367365452413851,0.5,0.20271609129570703
POST_2023_PLUS,KOSDAQ,REVISION,NEG,5,spread,64,2.9123012209751695e-05,0.5,0.009711680277500396
POST_2023_PLUS,KOSDAQ,REVISION,NEG,20,top,61,0.022201830136616967,0.6229508196721312,1.6542882776346306
POST_2023_PLUS,KOSDAQ,REVISION,NEG,20,spread,61,0.012712571992672245,0.6229508196721312,1.9601355260013793
POST_2023_PLUS,KOSDAQ,REVISION,STATE_N,5,top,56,0.00930507637720207,0.6428571428571429,1.4098154883831773
POST_2023_PLUS,KOSDAQ,REVISION,STATE_N,20,top,55,0.02811656061942605,0.6363636363636364,2.051810766025829
POST_2023_PLUS,KOSDAQ,REVISION,STATE_R+,5,top,12,0.001313165412671283,0.5,0.12750181244116493
POST_2023_PLUS,KOSDAQ,REVISION,STATE_R+,20,top,12,-0.002973065574144266,0.4166666666666667,-0.11309765150383382
POST_2023_PLUS,KOSDAQ,REVISION,STATE_R-,5,top,19,0.010166912353337264,0.47368421052631576,0.779322115997928
POST_2023_PLUS,KOSDAQ,REVISION,STATE_R-,20,top,17,0.028282508418818623,0.5882352941176471,1.124446705753785
POST_2023_PLUS,KOSDAQ,REVISION,STATE_W+,5,top,68,0.006300113714207587,0.5882352941176471,1.6763434530549273
POST_2023_PLUS,KOSDAQ,REVISION,STATE_W+,20,top,68,0.023861944257549544,0.6764705882352942,2.541452190937103
POST_2023_PLUS,KOSDAQ,REVISION,STATE_W-,5,top,19,-0.007279499203246468,0.47368421052631576,-0.5405447237872073
POST_2023_PLUS,KOSDAQ,REVISION,STATE_W-,20,top,19,0.01747785472347572,0.631578947368421,1.0697873945476666
POST_2023_PLUS,KOSDAQ,VALUE,POS,5,top,96,0.0032565980392492097,0.5104166666666666,1.10250073737976
POST_2023_PLUS,KOSDAQ,VALUE,POS,5,spread,96,-0.004771273747908551,0.46875,-1.7334974291591654
POST_2023_PLUS,KOSDAQ,VALUE,POS,20,top,96,0.008096078812241381,0.5416666666666666,1.262074630960403
POST_2023_PLUS,KOSDAQ,VALUE,POS,20,spread,96,-0.010700586300045846,0.46875,-1.509916822151795
POST_2023_PLUS,KOSDAQ,VALUE,NEG,5,top,78,0.0016634176892920945,0.5256410256410257,0.37909471405363393
POST_2023_PLUS,KOSDAQ,VALUE,NEG,5,spread,78,0.0031032409558920324,0.5384615384615384,0.6549498830833452
POST_2023_PLUS,KOSDAQ,VALUE,NEG,20,top,75,0.008628544006731293,0.56,1.197143399248781
POST_2023_PLUS,KOSDAQ,VALUE,NEG,20,spread,75,0.003159857610588902,0.41333333333333333,0.332644461657285
POST_2023_PLUS,KOSDAQ,VALUE,STATE_N,5,top,50,0.005065245372159683,0.6,1.2740998784793136
POST_2023_PLUS,KOSDAQ,VALUE,STATE_N,20,top,50,0.010374580945100392,0.56,1.3484123885669888
POST_2023_PLUS,KOSDAQ,VALUE,STATE_R+,5,top,47,0.004498661427745085,0.5106382978723404,0.9438506420520877
POST_2023_PLUS,KOSDAQ,VALUE,STATE_R+,20,top,47,0.0051325768060636115,0.48936170212765956,0.4809010630031028
POST_2023_PLUS,KOSDAQ,VALUE,STATE_R-,5,top,23,-0.0030162352569947037,0.4782608695652174,-0.4138997269029014
POST_2023_PLUS,KOSDAQ,VALUE,STATE_R-,20,top,23,0.020014179045220105,0.5652173913043478,1.352363808664935
POST_2023_PLUS,KOSDAQ,VALUE,STATE_W+,5,top,16,-0.006353761518131359,0.375,-1.3196168703294626
POST_2023_PLUS,KOSDAQ,VALUE,STATE_W+,20,top,16,0.0030823265627511753,0.5,0.25669267812750285
POST_2023_PLUS,KOSDAQ,VALUE,STATE_W-,5,top,38,0.003913532395307483,0.5,0.5449993974933033
POST_2023_PLUS,KOSDAQ,VALUE,STATE_W-,20,top,35,0.0044217390370265425,0.6285714285714286,0.4365421714943453
POST_2023_PLUS,KOSDAQ,FLOW,POS,5,top,97,0.005412035288431494,0.5979381443298969,1.5720201114475736
POST_2023_PLUS,KOSDAQ,FLOW,POS,5,spread,97,0.0004780165834302616,0.5154639175257731,0.2336549965222328
POST_2023_PLUS,KOSDAQ,FLOW,POS,20,top,97,0.017008049174159854,0.5876288659793815,2.0175121892211823
POST_2023_PLUS,KOSDAQ,FLOW,POS,20,spread,97,-0.0006791442928018193,0.4329896907216495,-0.1729647200633553
POST_2023_PLUS,KOSDAQ,FLOW,NEG,5,top,77,0.0001123643721603515,0.42857142857142855,0.020461344826563428
POST_2023_PLUS,KOSDAQ,FLOW,NEG,5,spread,77,0.0021732748333324115,0.5584415584415584,0.8778508358084701
POST_2023_PLUS,KOSDAQ,FLOW,NEG,20,top,74,0.0030138430709326872,0.5,0.2866781683561563
POST_2023_PLUS,KOSDAQ,FLOW,NEG,20,spread,74,0.012066778530364891,0.5540540540540541,2.660205812180281
POST_2023_PLUS,KOSDAQ,FLOW,STATE_N,5,top,48,0.00816904306123703,0.5833333333333334,1.4274359464829862
POST_2023_PLUS,KOSDAQ,FLOW,STATE_N,20,top,48,0.022558590951030546,0.6458333333333334,1.7394312831290293
POST_2023_PLUS,KOSDAQ,FLOW,STATE_R+,5,top,32,0.0029833135343295463,0.5625,0.42832948844968166
POST_2023_PLUS,KOSDAQ,FLOW,STATE_R+,20,top,32,-0.004106650068997103,0.4375,-0.299012613042035
POST_2023_PLUS,KOSDAQ,FLOW,STATE_R-,5,top,24,-0.007714595938862437,0.3333333333333333,-0.8906012323907656
POST_2023_PLUS,KOSDAQ,FLOW,STATE_R-,20,top,24,0.002286388376863161,0.4166666666666667,0.12291291897100179
POST_2023_PLUS,KOSDAQ,FLOW,STATE_W+,5,top,40,0.003747070272253937,0.575,0.7449412726306265
POST_2023_PLUS,KOSDAQ,FLOW,STATE_W+,20,top,40,0.02046028871712665,0.625,1.6626713797137105
POST_2023_PLUS,KOSDAQ,FLOW,STATE_W-,5,top,30,0.002710229041293999,0.4666666666666667,0.28071986533043647
POST_2023_PLUS,KOSDAQ,FLOW,STATE_W-,20,top,27,0.0017822490359697756,0.5185185185185185,0.09409516966779964
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,5,top,95,0.008156853332932909,0.5789473684210527,2.116776525500775
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,5,spread,95,0.009015110206525274,0.6421052631578947,2.521897644325796
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,20,top,95,0.022142633252690475,0.5894736842105263,2.250338903313914
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,20,spread,95,0.023206415178492826,0.5578947368421052,2.8640328793227066
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,5,top,79,-0.0049641976290099475,0.45569620253164556,-0.9041546208506623
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,5,spread,79,-0.007207771706370699,0.3924050632911392,-2.0479782456322067
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,20,top,76,-0.006974758618717887,0.5,-0.6499120305651329
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,20,spread,76,-0.009092827193501568,0.40789473684210525,-1.433068463895739
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_N,5,top,55,0.005515645036436991,0.5636363636363636,1.118372230007253
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_N,20,top,53,0.006093331525447864,0.5849056603773585,0.5630573184927792
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R+,5,top,17,-0.001360114113371395,0.5294117647058824,-0.2595038152628268
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R+,20,top,17,0.0067522311653471,0.5294117647058824,0.3737461375026995
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R-,5,top,42,-0.002156085323328023,0.4523809523809524,-0.30570281308384545
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R-,20,top,41,-0.006008838576414887,0.4634146341463415,-0.3855095061896434
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W+,5,top,52,0.011074639267080303,0.5576923076923077,1.7440308273507608
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W+,20,top,52,0.03156339884514529,0.5961538461538461,2.046734159277009
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W-,5,top,8,-0.0478543426810349,0.375,-2.150986061637207
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W-,20,top,8,-0.03240004437389335,0.5,-0.9418970446667472
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,5,top,114,0.009194176031762577,0.6929824561403509,3.364200076364393
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,5,spread,114,0.007281749378367973,0.6842105263157895,3.9374397411774105
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,20,top,114,0.02849761518445059,0.7017543859649122,4.637391332241367
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,20,spread,114,0.024527192754717233,0.7631578947368421,7.265997791378311
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,5,top,60,-0.0002500990769671992,0.48333333333333334,-0.037872305002935876
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,5,spread,60,-0.0018982233662777552,0.45,-0.6753476498563163
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,20,top,57,0.01264542790339464,0.5614035087719298,0.965636617757252
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,20,spread,57,0.0019935115174989047,0.5087719298245614,0.34190711384682837
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_N,5,top,51,0.011808854075949275,0.7254901960784313,2.164747291318304
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_N,20,top,51,0.030649903185923668,0.6666666666666666,3.419977788179233
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R-,5,top,24,-0.0004729963584990833,0.4166666666666667,-0.03916868911911535
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R-,20,top,21,-0.009514916264409569,0.47619047619047616,-0.3724327679808498
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W+,5,top,74,0.005843484513269867,0.6621621621621622,1.8005883960345872
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W+,20,top,74,0.02659190317491146,0.6891891891891891,3.3359785776048234
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W-,5,top,18,-0.005267544414591834,0.3888888888888889,-0.5273462859244227
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W-,20,top,18,0.019436524027802063,0.6111111111111112,0.8305667516850015
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,5,top,92,0.0009711856096176387,0.5108695652173914,0.3593781763514883
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,5,spread,92,-0.0034534112341237898,0.44565217391304346,-1.0207131440183852
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,20,top,92,-0.0008069348429098006,0.43478260869565216,-0.1436770422160164
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,20,spread,92,-0.011467875974045293,0.41304347826086957,-1.4887043910314477
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,5,top,82,0.0046808628637721224,0.5853658536585366,1.429884354921275
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,5,spread,82,0.002394372619652632,0.524390243902439,0.47504892046534813
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,20,top,79,0.0223947469903412,0.6455696202531646,3.549137222894261
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,20,spread,79,0.0069815630873042685,0.46835443037974683,0.78401173768589
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_N,5,top,49,0.006601122039235843,0.5714285714285714,2.0018899347484767
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_N,20,top,49,0.020961712940468013,0.5918367346938775,2.970644526620832
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R+,5,top,35,0.002209931201562739,0.6285714285714286,0.4941353419867835
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R+,20,top,35,-0.004712273452828063,0.45714285714285713,-0.44470768830530627
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R-,5,top,32,0.00201028032884724,0.5625,0.43909836703796784
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R-,20,top,32,0.026944474699325892,0.59375,2.3356975675178036
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W+,5,top,23,-0.010926504281317835,0.34782608695652173,-2.1575535517003286
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W+,20,top,23,-0.024702524307645544,0.17391304347826086,-3.051117320766176
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W-,5,top,35,0.007410225339545232,0.5428571428571428,1.219285204979562
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W-,20,top,32,0.016833984754772557,0.71875,2.08687982198667
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,5,top,99,0.005425280849872881,0.5757575757575758,1.8549477855934762
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,5,spread,99,0.0015741050838039819,0.5555555555555556,0.9855925869140716
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,20,top,99,0.013206558300823372,0.5757575757575758,1.8206272990575318
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,20,spread,99,0.0029995656229185,0.5050505050505051,0.9225887719409677
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,5,top,75,0.0007533714743714419,0.52,0.14765833447311597
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,5,spread,75,0.0022076071280281175,0.5333333333333333,1.0449380926505472
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,20,top,72,0.012130152891299907,0.5416666666666666,1.2143374940284535
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,20,spread,72,0.014352934937568871,0.5972222222222222,3.47100160566507
POST_2023_PLUS,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,STATE_N,5,top,44,0.00678803762132829,0.5454545454545454,1.2811736876545947
