sample,universe,family,current_abs_sign,horizon,metric,n,mean,positive_share,tstat
TRAIN_2016_2022,K200,REVISION,STATE_W+,5,top,90,0.002613636109019065,0.5333333333333333,0.9593272867292898
TRAIN_2016_2022,K200,REVISION,STATE_W+,20,top,90,0.0011005398109055864,0.5111111111111111,0.1937518655579503
TRAIN_2016_2022,K200,REVISION,STATE_W-,5,top,37,0.00474255530702577,0.5405405405405406,1.0787283943263557
TRAIN_2016_2022,K200,REVISION,STATE_W-,20,top,37,0.014423473105021617,0.6756756756756757,1.7917517104100056
TRAIN_2016_2022,K200,VALUE,POS,5,top,168,0.004010413858627688,0.5595238095238095,1.8858025506346794
TRAIN_2016_2022,K200,VALUE,POS,5,spread,168,0.0014833405870468578,0.5297619047619048,0.691531979886723
TRAIN_2016_2022,K200,VALUE,POS,20,top,168,0.010003671729475378,0.5773809523809523,2.471042752645495
TRAIN_2016_2022,K200,VALUE,POS,20,spread,168,0.0028291545875334906,0.5059523809523809,0.7279835796867248
TRAIN_2016_2022,K200,VALUE,NEG,5,top,123,-0.002229114911352427,0.4634146341463415,-0.6126445472966684
TRAIN_2016_2022,K200,VALUE,NEG,5,spread,123,-0.0003505675423855317,0.44715447154471544,-0.1551350704541306
TRAIN_2016_2022,K200,VALUE,NEG,20,top,123,0.0001705336312009707,0.5691056910569106,0.021926363007610347
TRAIN_2016_2022,K200,VALUE,NEG,20,spread,123,0.0024329974180773185,0.4878048780487805,0.48895198474619006
TRAIN_2016_2022,K200,VALUE,STATE_N,5,top,99,-0.0010512471584271672,0.5050505050505051,-0.33519017596223827
TRAIN_2016_2022,K200,VALUE,STATE_N,20,top,99,-0.009310462641716876,0.5252525252525253,-1.3614359691580478
TRAIN_2016_2022,K200,VALUE,STATE_R+,5,top,43,0.01182285510178238,0.6976744186046512,2.961101037235149
TRAIN_2016_2022,K200,VALUE,STATE_R+,20,top,43,0.021902300168200602,0.627906976744186,3.700664273364588
TRAIN_2016_2022,K200,VALUE,STATE_R-,5,top,53,0.0006727953531535236,0.4716981132075472,0.1016161487559187
TRAIN_2016_2022,K200,VALUE,STATE_R-,20,top,53,0.014161204609724424,0.6037735849056604,1.0020509378757803
TRAIN_2016_2022,K200,VALUE,STATE_W+,5,top,64,0.001171479059070649,0.5,0.3337798792221507
TRAIN_2016_2022,K200,VALUE,STATE_W+,20,top,64,0.013421815416836158,0.5625,2.057051652542461
TRAIN_2016_2022,K200,VALUE,STATE_W-,5,top,32,-0.0036054287511533716,0.4375,-0.6846684865289474
TRAIN_2016_2022,K200,VALUE,STATE_W-,20,top,32,0.002249667202938104,0.625,0.23142811228057583
TRAIN_2016_2022,K200,FLOW,POS,5,top,166,0.0026475450050491593,0.5662650602409639,1.3644889033402385
TRAIN_2016_2022,K200,FLOW,POS,5,spread,166,0.0009954524644016749,0.5180722891566265,0.8738964788174011
TRAIN_2016_2022,K200,FLOW,POS,20,top,166,0.0074975076957715225,0.5421686746987951,1.8069971856665417
TRAIN_2016_2022,K200,FLOW,POS,20,spread,166,0.004946396490319372,0.5662650602409639,2.0918047272312204
TRAIN_2016_2022,K200,FLOW,NEG,5,top,125,-0.0002450910152045739,0.536,-0.08100405980136009
TRAIN_2016_2022,K200,FLOW,NEG,5,spread,125,0.001534882434355025,0.608,1.0760999233788673
TRAIN_2016_2022,K200,FLOW,NEG,20,top,125,0.004055181575458633,0.584,0.6796468294503022
TRAIN_2016_2022,K200,FLOW,NEG,20,spread,125,0.005226942621268716,0.552,1.8246006003876312
TRAIN_2016_2022,K200,FLOW,STATE_N,5,top,96,-0.0022965218027820797,0.5208333333333334,-0.8120952534624745
TRAIN_2016_2022,K200,FLOW,STATE_N,20,top,96,0.0014791838300120055,0.59375,0.22029735120634628
TRAIN_2016_2022,K200,FLOW,STATE_R+,5,top,50,0.00267008363541347,0.6,1.0264396900379928
TRAIN_2016_2022,K200,FLOW,STATE_R+,20,top,50,-0.0005304113445639858,0.48,-0.0813042894201518
TRAIN_2016_2022,K200,FLOW,STATE_R-,5,top,29,0.006238558426336853,0.6206896551724138,1.420242187183809
TRAIN_2016_2022,K200,FLOW,STATE_R-,20,top,29,0.016029254330341428,0.6551724137931034,2.0486854527548477
TRAIN_2016_2022,K200,FLOW,STATE_W+,5,top,59,0.004952267198569929,0.576271186440678,1.3433759798166125
TRAIN_2016_2022,K200,FLOW,STATE_W+,20,top,59,0.011169384171618418,0.5254237288135594,1.4824932761305933
TRAIN_2016_2022,K200,FLOW,STATE_W-,5,top,57,0.0003985271255193051,0.5087719298245614,0.0746163492941358
TRAIN_2016_2022,K200,FLOW,STATE_W-,20,top,57,0.008985278110036138,0.5614035087719298,1.0039354384358317
TRAIN_2016_2022,KOSDAQ,MOMENTUM,POS,5,top,144,0.00276817236028599,0.5347222222222222,0.8219062118955988
TRAIN_2016_2022,KOSDAQ,MOMENTUM,POS,5,spread,144,0.0034138285566513915,0.5138888888888888,1.1301012077005048
TRAIN_2016_2022,KOSDAQ,MOMENTUM,POS,20,top,144,0.006655397513515573,0.4791666666666667,0.9834604013297152
TRAIN_2016_2022,KOSDAQ,MOMENTUM,POS,20,spread,144,0.010925100959241985,0.5694444444444444,1.8270988845413894
TRAIN_2016_2022,KOSDAQ,MOMENTUM,NEG,5,top,147,-0.0009864442344082564,0.5374149659863946,-0.2632576526679468
TRAIN_2016_2022,KOSDAQ,MOMENTUM,NEG,5,spread,147,-0.005063860108804354,0.47619047619047616,-1.8036864030230717
TRAIN_2016_2022,KOSDAQ,MOMENTUM,NEG,20,top,147,0.0014123404154764226,0.5170068027210885,0.1887165170038272
TRAIN_2016_2022,KOSDAQ,MOMENTUM,NEG,20,spread,147,-0.017520545466115985,0.3877551020408163,-3.1513829514696274
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_N,5,top,97,-0.008509638643394449,0.4536082474226804,-1.9098941393998496
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_N,20,top,97,0.0008952055233568747,0.5463917525773195,0.1001506968781881
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_R+,5,top,36,0.010571811468837532,0.5277777777777778,1.6805972584892157
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_R+,20,top,36,0.025292494943776403,0.5277777777777778,1.8341684735295432
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_R-,5,top,68,0.0044962853142303345,0.5882352941176471,0.8663046576065317
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_R-,20,top,68,0.012611285667478137,0.5294117647058824,1.2077042512047254
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_W+,5,top,65,0.0020412501243559033,0.5692307692307692,0.3886682719440095
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_W+,20,top,65,-0.005858924133964219,0.38461538461538464,-0.5831854447142614
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_W-,5,top,25,0.010401223740139312,0.64,1.1559877427837584
TRAIN_2016_2022,KOSDAQ,MOMENTUM,STATE_W-,20,top,25,-0.012324433096045197,0.48,-0.6563390843104727
TRAIN_2016_2022,KOSDAQ,REVISION,POS,5,top,182,0.003506630031869522,0.5604395604395604,1.5227210920617256
TRAIN_2016_2022,KOSDAQ,REVISION,POS,5,spread,182,0.0026707110987249797,0.5384615384615384,1.6382486570771677
TRAIN_2016_2022,KOSDAQ,REVISION,POS,20,top,182,0.012235192326578591,0.6153846153846154,2.4978156414257118
TRAIN_2016_2022,KOSDAQ,REVISION,POS,20,spread,182,0.016648125784226683,0.6923076923076923,5.387566261556451
TRAIN_2016_2022,KOSDAQ,REVISION,NEG,5,top,109,0.0030119826467084705,0.5504587155963303,0.7017297089492265
TRAIN_2016_2022,KOSDAQ,REVISION,NEG,5,spread,109,0.0031883261217137524,0.5504587155963303,1.4175238320689056
TRAIN_2016_2022,KOSDAQ,REVISION,NEG,20,top,109,0.01610818741418761,0.6422018348623854,1.9734400942521508
TRAIN_2016_2022,KOSDAQ,REVISION,NEG,20,spread,109,0.0038037509660899032,0.5596330275229358,0.780681146728033
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_N,5,top,102,0.0021841119293048205,0.5784313725490197,0.6885477975059605
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_N,20,top,102,0.017622203112356443,0.6470588235294118,2.4640775547273472
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_R+,5,top,27,0.012455112541737203,0.7777777777777778,2.3076291084793903
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_R+,20,top,27,0.0037714642816902805,0.5185185185185185,0.3599273618745774
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_R-,5,top,30,0.0008145887182224042,0.4666666666666667,0.11376418492393986
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_R-,20,top,30,0.0005621961041366141,0.5,0.04077666429872481
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_W+,5,top,95,0.00036792509833365113,0.4631578947368421,0.11142725270296058
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_W+,20,top,95,0.00931270679429335,0.631578947368421,1.2472738872140396
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_W-,5,top,37,0.00940688575640841,0.6486486486486487,0.988009715113093
TRAIN_2016_2022,KOSDAQ,REVISION,STATE_W-,20,top,37,0.03193865270096732,0.7297297297297297,2.1833841066638957
TRAIN_2016_2022,KOSDAQ,VALUE,POS,5,top,177,0.0049651792263737836,0.6440677966101694,2.0250580804332343
TRAIN_2016_2022,KOSDAQ,VALUE,POS,5,spread,177,0.0024769188105243853,0.5310734463276836,1.2572029116677796
TRAIN_2016_2022,KOSDAQ,VALUE,POS,20,top,177,0.015215268837803015,0.5988700564971752,3.2655164649630373
TRAIN_2016_2022,KOSDAQ,VALUE,POS,20,spread,177,0.008568084932178376,0.5480225988700564,1.9129177018239119
TRAIN_2016_2022,KOSDAQ,VALUE,NEG,5,top,114,0.00021983496218049112,0.5263157894736842,0.05632452731655885
TRAIN_2016_2022,KOSDAQ,VALUE,NEG,5,spread,114,0.00036527486710538187,0.4473684210526316,0.1724737187291479
TRAIN_2016_2022,KOSDAQ,VALUE,NEG,20,top,114,0.00893532806669369,0.6140350877192983,1.0560321934516104
TRAIN_2016_2022,KOSDAQ,VALUE,NEG,20,spread,114,0.0032495264646709766,0.4649122807017544,0.7548060690425592
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_N,5,top,101,0.0011891133522356897,0.5544554455445545,0.3417656905661344
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_N,20,top,101,0.016222919876614818,0.5841584158415841,2.2937948069454572
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_R+,5,top,41,0.009588242134028107,0.6829268292682927,1.549386175464157
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_R+,20,top,41,0.03359566799242632,0.7317073170731707,3.3396821732297854
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_R-,5,top,40,-0.003822175196748262,0.525,-0.4866240993504737
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_R-,20,top,40,-0.004325100374380253,0.575,-0.24431120677938295
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_W+,5,top,76,0.006192641470384507,0.6842105263157895,1.8481247131209195
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_W+,20,top,76,0.0040063699257240565,0.5789473684210527,0.5904067454926835
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_W-,5,top,33,0.0022098723880753504,0.5151515151515151,0.38386550558820837
TRAIN_2016_2022,KOSDAQ,VALUE,STATE_W-,20,top,33,0.017100381493540026,0.6060606060606061,1.4766741591709784
TRAIN_2016_2022,KOSDAQ,FLOW,POS,5,top,140,0.0014412731639882384,0.5714285714285714,0.5054972777569342
TRAIN_2016_2022,KOSDAQ,FLOW,POS,5,spread,140,-0.0001450808194329565,0.5285714285714286,-0.09445341620734192
TRAIN_2016_2022,KOSDAQ,FLOW,POS,20,top,140,-0.004770228757973235,0.42857142857142855,-0.8411061380813426
TRAIN_2016_2022,KOSDAQ,FLOW,POS,20,spread,140,-0.00369102733341352,0.4785714285714286,-1.3387755769189018
TRAIN_2016_2022,KOSDAQ,FLOW,NEG,5,top,151,-0.0004953234685279639,0.47019867549668876,-0.14364921603388586
TRAIN_2016_2022,KOSDAQ,FLOW,NEG,5,spread,151,-0.0007305375410218835,0.5099337748344371,-0.5210575185859875
TRAIN_2016_2022,KOSDAQ,FLOW,NEG,20,top,151,0.008701074076260052,0.5496688741721855,1.2966981976883383
TRAIN_2016_2022,KOSDAQ,FLOW,NEG,20,spread,151,0.0007077118816002017,0.5231788079470199,0.2930341967276761
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_N,5,top,97,-0.0066469837667059925,0.422680412371134,-1.618333754167069
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_N,20,top,97,-0.005131024198614226,0.4536082474226804,-0.7224601467724139
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_R+,5,top,45,0.007248338490187975,0.6666666666666666,1.4929317991832187
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_R+,20,top,45,-0.005364760809302108,0.3333333333333333,-0.45939873423710037
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_R-,5,top,52,0.0016019048607891252,0.4807692307692308,0.3097027709184791
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_R-,20,top,52,0.018637684192805357,0.5576923076923077,1.5204040202694236
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_W+,5,top,46,-0.0004562821662187279,0.5869565217391305,-0.09096051275194798
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_W+,20,top,46,-0.0022646036685562226,0.5,-0.28425885738095147
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_W-,5,top,51,0.0075148337138760905,0.5490196078431373,1.2555513195326358
TRAIN_2016_2022,KOSDAQ,FLOW,STATE_W-,20,top,51,0.01019933203550779,0.6274509803921569,0.8544600342746916
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,5,top,147,-0.0005976386395983215,0.5102040816326531,-0.20251484696801877
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,5,spread,147,9.76583221034619e-07,0.4897959183673469,0.00036751335258063263
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,20,top,147,-0.005575853734212693,0.48299319727891155,-0.9304696093372432
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,POS,20,spread,147,0.001117261959106582,0.5102040816326531,0.2249006774738678
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,5,top,144,-0.0003717226331980616,0.5277777777777778,-0.10447090857429504
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,5,spread,144,-0.0041149513710532154,0.4305555555555556,-1.7077705914212926
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,20,top,144,0.002284414569173638,0.5347222222222222,0.3429556434665364
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,NEG,20,spread,144,-0.017416076683207042,0.3680555555555556,-3.4736762673961556
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_N,5,top,97,-0.0049878845429499104,0.4742268041237113,-1.451907998670051
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_N,20,top,97,-0.015500275314664183,0.4742268041237113,-2.063569219202354
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R+,5,top,42,0.000584772448890467,0.5238095238095238,0.09713840435362042
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R+,20,top,42,0.004963507547073555,0.5476190476190477,0.508844810689961
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R-,5,top,71,0.0019509699522994662,0.5633802816901409,0.43965300028070287
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_R-,20,top,71,0.014673995390410088,0.5915492957746479,1.715945510263878
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W+,5,top,58,0.0010936347549140458,0.5172413793103449,0.22196524162234532
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W+,20,top,58,-0.01026242506739324,0.4482758620689655,-0.9164421876771535
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W-,5,top,23,0.00504059722665177,0.5652173913043478,0.3700092392867398
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,MOMENTUM,STATE_W-,20,top,23,0.015553546468120277,0.4782608695652174,0.8458101531358173
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,5,top,182,0.004500477243698049,0.6153846153846154,2.2206008782934457
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,5,spread,182,0.005656975495466326,0.6483516483516484,4.381464757551559
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,20,top,182,0.014909691480452694,0.6043956043956044,3.0828845260279736
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,POS,20,spread,182,0.023657850570832393,0.7472527472527473,8.712437650362132
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,5,top,109,0.0029575860968238327,0.5963302752293578,0.70026981003978
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,5,spread,109,0.0021471204362816395,0.5137614678899083,1.1720844471963103
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,20,top,109,0.019522890293692956,0.6605504587155964,2.264761338422317
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,NEG,20,spread,109,0.008427074790255265,0.6146788990825688,2.08285206606056
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_N,5,top,93,0.004297376323854464,0.6666666666666666,1.341137646680107
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_N,20,top,93,0.012550451980605646,0.6236559139784946,1.758929607377901
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R+,5,top,21,0.006340054470660515,0.8095238095238095,1.0386799962625322
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R+,20,top,21,0.025734655475317027,0.5714285714285714,1.844807276962107
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R-,5,top,28,0.004274454624474411,0.5357142857142857,0.7283908209756852
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_R-,20,top,28,0.019416605015430383,0.6785714285714286,1.5184026012864638
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W+,5,top,103,0.0017225782210126585,0.5242718446601942,0.6072986853465447
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W+,20,top,103,0.013673902037719282,0.6116504854368932,1.957258946769561
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W-,5,top,46,0.006772963362063461,0.6304347826086957,0.8533774658338649
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,REVISION,STATE_W-,20,top,46,0.02569265743390878,0.6521739130434783,1.6788438407904636
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,5,top,176,0.003521300111484761,0.5965909090909091,1.901722134682386
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,5,spread,176,0.0017173114097852765,0.5454545454545454,0.7764271384205347
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,20,top,176,0.009116373438118887,0.5965909090909091,2.476237140512262
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,POS,20,spread,176,0.00394775891698677,0.5170454545454546,0.8082645712323231
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,5,top,115,-0.0014481250196217072,0.5304347826086957,-0.36383016926540634
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,5,spread,115,-0.003326078394526549,0.3826086956521739,-1.2883119136751042
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,20,top,115,0.002576070759481215,0.6,0.3073643391562111
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,NEG,20,spread,115,-0.008931540458360707,0.4434782608695652,-1.5198904846484325
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_N,5,top,98,-0.0009564807407163283,0.5408163265306123,-0.326849532348738
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_N,20,top,98,-0.0012664595627421135,0.5510204081632653,-0.22247083093508802
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R+,5,top,47,0.005389069549047711,0.5957446808510638,1.4416100959741445
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R+,20,top,47,0.011180953046667833,0.5319148936170213,1.6432841605239104
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R-,5,top,47,-0.0011644597274778528,0.5106382978723404,-0.14870668936611225
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_R-,20,top,47,0.011611210169036122,0.6382978723404256,0.6923256054877188
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W+,5,top,67,0.00447751333816008,0.6119402985074627,1.5535440675720895
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W+,20,top,67,0.01620041221630029,0.6865671641791045,2.851315846521438
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W-,5,top,32,0.0015124843651410313,0.625,0.26688702795241703
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,VALUE,STATE_W-,20,top,32,-0.004119262188506691,0.59375,-0.3201506595093577
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,5,top,147,0.0023610365256574286,0.5918367346938775,1.0093302745429251
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,5,spread,147,-0.00011235053112824636,0.5306122448979592,-0.09600175680493013
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,20,top,147,0.001827466158935546,0.48299319727891155,0.35508932849419766
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,POS,20,spread,147,-0.0015447025829090097,0.46938775510204084,-0.7457510200771683
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,5,top,144,-0.00044870571005863654,0.5277777777777778,-0.12737854800657503
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,5,spread,144,0.0004462802997974663,0.5,0.4160814221771245
TRAIN_2016_2022,KOSDAQ_PLUS_KOSPI_EX_K200,FLOW,NEG,20,top,144,0.0070801874129484375,0.5347222222222222,1.0274384772432805
