date,universe,n_pos_alt,meta_state,mom_top_5,pos_alt_top_5,neg_alt_top_5,pos_minus_mom_top_5,mom_spread_5,pos_alt_spread_5,neg_alt_spread_5,pos_minus_mom_spread_5,mom_top_20,pos_alt_top_20,neg_alt_top_20,pos_minus_mom_top_20,mom_spread_20,pos_alt_spread_20,neg_alt_spread_20,pos_minus_mom_spread_20
2017-02-07,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0135727344844294,0.021669437712629067,,0.008096703228199666,0.0004612807419395,0.004678562059096167,,0.004217281317156667,0.00242496025634531,0.01868587740470547,,0.01626091714836016,-0.023098342329099242,0.006485785303841807,,0.02958412763294105
2017-02-14,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.0002318333012078,0.007102389613900368,,0.007334222915108168,-0.0248388200553679,-0.006215695580718533,,0.018623124474649366,-0.018591122727994902,-0.0066472028333972215,,0.011943919894597681,-0.03270270837822542,-0.0024058954894589832,,0.03029681288876644
2017-03-15,K200,1,MOM_BROAD_RISK_OFF,0.0071835568611491,0.0142368252519015,0.016969554728325398,0.0070532683907524,0.0045060893877943,0.0011291655243552,0.00866254527194845,-0.0033769238634390997,-0.008936411473008055,0.019113536245066287,0.026364746470806222,0.02804994771807434,-0.04134381756273586,-0.004946412013882018,0.015162131147813396,0.036397405548853845
2017-04-05,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.0030157502089822,-0.007580727711305866,,-0.004564977502323667,0.0067805618350303,0.007913697478640966,,0.001133135643610666,0.04687417028500418,0.045501289913673824,,-0.0013728803713303553,0.0036692916128624464,-0.007913918611967405,,-0.011583210224829851
2017-04-12,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0148064082075802,0.006395901112530334,,-0.008410507095049865,0.0044211713955733,-0.010695033251577701,,-0.015116204647151,0.05565862513114017,0.06350681847075797,,0.007848193339617796,-0.00889463977477023,-0.018348218556759905,,-0.009453578781989675
2017-04-19,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0015043695667693,0.026052613242125197,,0.024548243675355897,-0.0301467837149674,0.002853978726869466,,0.03300076244183687,0.054396477136906984,0.07956581684409063,,0.025169339707183644,0.0007602227380549831,0.00435925732036202,,0.003599034582307037
2017-04-26,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0331660758130227,0.02030247438644533,,-0.01286360142657737,0.023372979736723,-0.0074624446659633656,,-0.030835424402686367,0.0666604570949978,0.08006174315148007,,0.013401286056482276,0.01656153515304082,0.00823998375496308,,-0.008321551398077739
2017-10-20,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0021697628313511,0.012272396028759102,,0.010102633197408003,-0.007964753779239,-0.0026163337895353674,,0.005348419989703632,0.03488836602439638,0.016418660768238946,,-0.01846970525615743,0.016705305603184728,-0.013502906060381218,,-0.030208211663565944
2017-12-22,K200,1,MOM_BROAD_RISK_OFF,0.0233316682420663,0.0203054389421296,0.028691851958814553,-0.0030262292999367023,-0.0133962074466048,-0.00496150299041,-0.00235523797810495,0.0084347044561948,0.06843388256226235,0.07979176939570043,0.07399035184747738,0.01135788683343808,-0.026072531554972023,0.0070057828238867526,-0.0022644508742423186,0.033078314378858775
2018-01-03,K200,2,MOM_RISK_ROTATION_SUPPORT,0.0381243806484715,0.03413783476441975,0.0190237093971912,-0.0039865458840517495,0.0228024162673769,0.0148771272978663,-0.011922328119522,-0.007925288969510601,0.06875617788818644,0.06388365139062513,0.05537054620759596,-0.004872526497561314,-0.004547553672225035,0.01435634679601161,-0.0008756766689941298,0.018903900468236645
2018-02-07,K200,0,MOM_BROAD_RISK_OFF,0.0019787617679269,,-0.013772966279202799,,0.0263439977454836,,0.0027771732279719998,,-0.00017817636276529214,,-0.007027604311409068,,-0.009659215135638721,,-0.031277091287057766,
2018-02-14,K200,0,MOM_BROAD_RISK_OFF,0.0226679806649501,,0.021735596728622433,,-0.0092682849084092,,-0.011607143778134967,,-0.013163467804986784,,-0.0015121024964620162,,-0.04137960685212749,,-0.03703385321915453,
2018-03-05,K200,0,MOM_BROAD_RISK_OFF,0.0320289412069852,,0.03148724736431677,,-0.0093490866047913,,-0.025128053972491265,,0.016473261486946278,,0.012739953771854143,,-0.02391814864907915,,-0.04906624447546667,
2018-03-19,K200,2,MOM_RISK_ROTATION_SUPPORT,-0.0155525557328312,-0.02186561198658635,-0.0115438626940482,-0.0063130562537551515,0.0071598626859073,-0.00831209147453925,0.006604803959652,-0.015471954160446551,0.016147506480188367,0.002068488549651748,0.006492672700165292,-0.01407901793053662,0.019075857236832805,-0.028818027429073023,0.01756326375787509,-0.04789388466590583
2018-03-26,K200,0,MOM_BROAD_RISK_OFF,0.0116503220514865,,0.0086305191921011,,-0.0152811807921159,,-0.018455089671334933,,0.02882187137147252,,0.05193849607246315,,-0.017053917013124864,,0.028016291117181662,
2018-07-02,K200,0,MOM_BROAD_RISK_OFF,0.003363983549637,,0.007852375441936366,,-0.0089054691744193,,0.008474220718615366,,-0.041073596225618236,,0.0032623755071861105,,-0.07342632437256535,,0.011673421405416903,
2018-07-23,K200,0,MOM_BROAD_RISK_OFF,0.0055321761749224,,0.021067432384975035,,-0.0316482632778086,,0.0018128042912350668,,-0.009252566829108244,,0.025915008247229476,,-0.04881196615329875,,-0.010904998339967794,
2018-07-30,K200,2,MOM_RISK_ROTATION_SUPPORT,-0.0098659405247256,0.007990143080738199,0.0038256183415716,0.0178560836054638,-0.0279011776570846,-0.0059388514828188,-0.0073228950833093,0.0219623261742658,-0.010457220561232106,0.011242249275361549,0.009436683272376234,0.021699469836593654,-0.016577977890607887,-0.01473257260636468,-0.006090648376675389,0.0018454052842432067
2018-08-06,K200,1,MOM_BROAD_RISK_OFF,-0.0212245463990851,-0.0141013333394604,-0.0157237999222463,0.007123213059624699,-0.0032006773835031,-0.0049186116627804,-0.00218463974828835,-0.0017179342792773,0.005290356628310899,-0.027860089822051348,0.014410589334274748,-0.03315044645036225,0.02962474338927601,-0.06305768578599125,0.017298723464460708,-0.09268242917526726
2018-08-13,K200,1,MOM_BROAD_RISK_OFF,0.0166931894455688,0.0063181043277959,0.0172173058001791,-0.010375085117772902,0.0137131754412055,-0.016459062869702,0.0035502328807813,-0.0301722383109075,0.04690331752516408,-0.014780982179741997,0.041471313192359305,-0.061684299704906076,0.05877465800934756,-0.06610516859508742,0.03438239994284187,-0.12487982660443497
2018-08-21,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0043095456151611,0.0058661546321562,,0.0015566090169951002,0.0011673708607199,0.0007078041283659001,,-0.00045956673235399983,0.04778422521833203,0.01476553169896507,,-0.03301869351936696,0.05898745396608396,-0.004523213914938336,,-0.06351066788102229
2018-11-06,K200,0,MOM_BROAD_RISK_OFF,0.0124308490977626,,0.000319651384967503,,0.0236755906865436,,0.014727806488558301,,0.03210221690443804,,0.05321387218075727,,-0.06249192092939726,,-0.01319320768024653,
2018-11-20,K200,2,MOM_RISK_ROTATION_SUPPORT,-0.0126644505864096,0.00990672984078495,0.0095108877362477,0.02257118042719455,-0.0375790295073763,-0.00482882004331675,-0.0067105707679916,0.03275020946405955,-0.007779551626316161,0.03249095082928999,0.026309377148312496,0.04027050245560615,-0.05050190043498104,0.013409085130710319,-0.006406529415373896,0.06391098556569136
2018-12-18,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.0306701656393872,-0.025696467529911966,,0.004973698109475233,-0.0204042413095799,-0.018986828219221902,,0.0014174130903579982,-0.038771866380382325,0.011790637261992476,,0.0505625036423748,-0.09869531879239535,-0.020803099681817965,,0.07789221911057738
2018-12-26,K200,1,MOM_BROAD_RISK_OFF,-0.006365404664718,-0.0283765339893293,0.0145459429529972,-0.0220111293246113,0.0015758610877356,-0.0468047460178959,0.0328215612921844,-0.0483806071056315,-0.01543760939366745,0.06787109030744043,0.040890464807429416,0.08330869970110788,-0.11888284953720529,0.03879656042737256,-0.03502776204941915,0.15767940996457785
2019-01-11,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0117875901777974,0.01761922005915353,,0.00583162988135613,-0.0068417764025369,0.002693426330236368,,0.009535202732773267,0.010920076129310896,0.036139203103862684,,0.025219126974551788,-0.07041627363804659,-0.014267909422533606,,0.05614836421551298
2019-01-18,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.0071392361245724,0.010934817149873868,,0.018074053274446267,-0.0423453450321879,-0.008966298598335067,,0.03337904643385283,0.008327099760022438,0.035097026174433,,0.02676992641441056,-0.080979010744744,-0.024817143472717202,,0.05616186727202681
2019-01-25,K200,3,MOM_RISK_ROTATION_SUPPORT,0.0140783281970848,0.0085906875640169,,-0.005487640633067899,-0.0038059330610586,-0.0013421857248310336,,0.0024637473362275663,0.026426921628909916,0.03489582184348968,,0.008468900214579765,-0.046238117861475914,-0.010896993883633558,,0.03534112397784236
2019-03-07,K200,2,MOM_RISK_ROTATION_SUPPORT,0.0045647537169702,-0.0007399370233064999,0.0098253457669532,-0.0053046907402767,0.0041620090053681,0.0012593641281512,0.0105532464524208,-0.0029026448772169005,-0.007558595842116156,-0.0037371121133840113,0.028557903826982978,0.0038214837287321446,-0.04057681549431824,-0.018123637214182198,0.03789911234686949,0.022453178280136044
2019-03-14,K200,3,MOM_RISK_ROTATION_SUPPORT,-0.0127086017185907,-0.0044716124357343,,0.008236989282856402,-0.0174729710855806,0.0020396805023452664,,0.019512651587925867,0.005905861350403496,0.015560548502635477,,0.00965468715223198,-0.040978948279789096,-0.0028834838076744473,,0.03809546447211465
2019-03-21,K200,0,MOM_BROAD_RISK_OFF,-0.0039714573947801,,-0.027585927828804535,,0.0270473759943101,,-0.0020939406052138997,,0.021641637340326758,,0.011057346380679492,,-0.01471424134607835,,-0.011558611074294123,
2019-04-04,K200,2,MOM_RISK_ROTATION_SUPPORT,0.0181936884499113,0.004806030564398701,0.024648608892697,-0.013387657885512598,0.0037411243819124,-0.007669184626390799,0.0189437823923534,-0.011410309008303199,-0.0020839448169494013,-0.021976647050294784,-0.0010686843644460708,-0.019892702233345383,0.0006167786027757582,-0.018648577814508405,0.002529144828464558,-0.019265356417284163
2019-10-07,K200,0,MOM_BROAD_RISK_OFF,0.0069936980017531,,0.019048516529625432,,-0.0246408289078269,,-0.003289215153329967,,0.05595278330826936,,0.048857397381269006,,0.006918781614613678,,0.007189845191502675,
