era,universe,strategy,n,mean_gross,sharpe_gross,mean_turnover,mean_cost_proxy,mean_net_10bp,sharpe_net_10bp,mean_n_confirmed
2016-19,K200,EW,192,0.0003383315187109117,0.2986024651737459,0.0,0.0,0.0003383315187109117,0.2986024651737459,4.052083333333333
2016-19,K200,RAW_TOP2,192,0.0005592170474146018,0.251108161823518,0.4005235602094241,0.0003984375,0.0001607795474146016,0.07214172800254694,4.052083333333333
2016-19,K200,SECTOR_CONFIRMED_TOP2,192,0.0008091768746140115,0.37000561664188764,0.4113219895287958,0.00040917968750000004,0.0003999971871140114,0.18289258122096932,4.052083333333333
2016-19,KOSDAQ,EW,192,0.0009965558128637551,0.6259454903500848,0.0,0.0,0.0009965558128637551,0.6259454903500848,4.276041666666667
2016-19,KOSDAQ,RAW_TOP2,192,0.0024149885715506123,0.79755457984171,0.3717277486910995,0.0003697916666666667,0.002045196904883945,0.6760552928816744,4.276041666666667
2016-19,KOSDAQ,SECTOR_CONFIRMED_TOP2,192,0.0020576030994331677,0.6910502932141849,0.4231020942408377,0.0004208984375,0.0016367046619331672,0.5490180073741701,4.276041666666667
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,EW,192,0.0011099942392065942,0.8785332316755158,0.0,0.0,0.0011099942392065942,0.8785332316755158,4.442708333333333
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,RAW_TOP2,192,0.003055961275021494,1.3316502768214484,0.36649214659685864,0.00036458333333333335,0.002691377941688161,1.1732958094691814,4.442708333333333
2016-19,KOSDAQ_PLUS_KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,192,0.003107539342457761,1.3163484262602998,0.3743455497382199,0.00037239583333333336,0.002735143509124427,1.1581694219832732,4.442708333333333
2016-19,KOSPI_ALL,EW,192,0.0007079928249439281,0.6883460501607753,0.0,0.0,0.0007079928249439281,0.6883460501607753,4.416666666666667
2016-19,KOSPI_ALL,RAW_TOP2,192,0.0015949706658818922,0.7949859861452064,0.36387434554973824,0.0003619791666666667,0.0012329914992152255,0.6160292307528852,4.416666666666667
2016-19,KOSPI_ALL,SECTOR_CONFIRMED_TOP2,192,0.0014371698899587825,0.7112119164119316,0.35929319371727747,0.00035742187500000005,0.0010797480149587824,0.5359289151685185,4.416666666666667
2016-19,KOSPI_EX_K200,EW,192,0.0014195331354938852,1.17778861782761,0.0,0.0,0.0014195331354938852,1.17778861782761,4.515625
2016-19,KOSPI_EX_K200,RAW_TOP2,192,0.0026797303902712268,1.237989326710511,0.3769633507853403,0.00037500000000000006,0.0023047303902712264,1.0658511386664498,4.515625
2016-19,KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,192,0.002618893155099073,1.213058655810367,0.3920157068062827,0.0003899739583333333,0.0022289191967657398,1.0321026676365,4.515625
2016-19,KOSPI_KOSDAQ_ALL,EW,192,0.0007830358924774788,0.7355017833373603,0.0,0.0,0.0007830358924774788,0.7355017833373603,4.5625
2016-19,KOSPI_KOSDAQ_ALL,RAW_TOP2,192,0.0019259775650497617,0.8341216940812012,0.3769633507853403,0.00037500000000000006,0.0015509775650497614,0.6725731652313222,4.5625
2016-19,KOSPI_KOSDAQ_ALL,SECTOR_CONFIRMED_TOP2,192,0.002047198048718456,0.9045140061909258,0.3785994764397906,0.00037662760416666666,0.001670570444551789,0.7386264052166065,4.5625
2020-22,K200,EW,149,0.001521390738037412,0.9627735396126619,0.0,0.0,0.001521390738037412,0.9627735396126619,4.355704697986577
2020-22,K200,RAW_TOP2,149,0.001824619285755248,0.5604162119596913,0.3724832214765101,0.0003724832214765101,0.001452136064278738,0.44534738146714853,4.355704697986577
2020-22,K200,SECTOR_CONFIRMED_TOP2,149,0.002763698303158187,0.8443384161963938,0.3615771812080537,0.0003615771812080537,0.002402121121950133,0.7331433110667687,4.355704697986577
2020-22,KOSDAQ,EW,149,0.0007333724053192998,0.5700318500118992,0.0,0.0,0.0007333724053192998,0.5700318500118992,4.295302013422819
2020-22,KOSDAQ,RAW_TOP2,149,0.002462491349585558,0.8285169410782313,0.36577181208053694,0.0003657718120805369,0.0020967195375050205,0.7068675996022223,4.295302013422819
2020-22,KOSDAQ,SECTOR_CONFIRMED_TOP2,149,0.0014754140779543344,0.5017867282771903,0.376258389261745,0.000376258389261745,0.0010991556886925892,0.37457021638009064,4.295302013422819
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,EW,149,0.0011209050618022553,0.8868040925128168,0.0,0.0,0.0011209050618022553,0.8868040925128168,4.402684563758389
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,RAW_TOP2,149,0.0029617546029087,0.9031501902638713,0.36577181208053694,0.0003657718120805369,0.0025959827908281627,0.7919612701369797,4.402684563758389
2020-22,KOSDAQ_PLUS_KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,149,0.003176694921987124,0.9896683636978245,0.348993288590604,0.0003489932885906041,0.0028277016333965194,0.8815446212435262,4.402684563758389
2020-22,KOSPI_ALL,EW,149,0.0014451257684886276,1.046038394119605,0.0,0.0,0.0014451257684886276,1.046038394119605,4.369127516778524
2020-22,KOSPI_ALL,RAW_TOP2,149,0.0015273966472860953,0.49292046878491935,0.39932885906040266,0.00039932885906040274,0.0011280677882256921,0.3633895690456497,4.369127516778524
2020-22,KOSPI_ALL,SECTOR_CONFIRMED_TOP2,149,0.0014430350803499707,0.46850595826345404,0.40226510067114096,0.000402265100671141,0.0010407699796788294,0.33720082836828963,4.369127516778524
2020-22,KOSPI_EX_K200,EW,149,0.0014396565550015513,0.8886328727087501,0.0,0.0,0.0014396565550015513,0.8886328727087501,4.261744966442953
2020-22,KOSPI_EX_K200,RAW_TOP2,149,0.002744561780279358,0.7632636526940014,0.39932885906040266,0.00039932885906040274,0.0023452329212189553,0.651413299996795,4.261744966442953
2020-22,KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,149,0.0034465180077422283,0.9660970619682522,0.411493288590604,0.000411493288590604,0.003035024719151624,0.8502917152840574,4.261744966442953
2020-22,KOSPI_KOSDAQ_ALL,EW,149,0.001482723482110964,1.190224481193796,0.0,0.0,0.001482723482110964,1.190224481193796,4.483221476510067
2020-22,KOSPI_KOSDAQ_ALL,RAW_TOP2,149,0.0029065309480760526,0.8764682188030837,0.3389261744966443,0.0003389261744966443,0.0025676047735794087,0.7739841276928706,4.483221476510067
2020-22,KOSPI_KOSDAQ_ALL,SECTOR_CONFIRMED_TOP2,149,0.003385788445325505,1.0542914359614033,0.3238255033557047,0.0003238255033557047,0.0030619629419698,0.9533156900368761,4.483221476510067
2023-24,K200,EW,97,0.0018865895404566598,1.1759386217633532,0.0,0.0,0.0018865895404566598,1.1759386217633532,4.484536082474227
2023-24,K200,RAW_TOP2,97,0.0009211810941173415,0.2764638780924457,0.4175257731958763,0.00041752577319587633,0.000503655320921465,0.15122613802589074,4.484536082474227
2023-24,K200,SECTOR_CONFIRMED_TOP2,97,0.001705022638583184,0.5167541253739171,0.4207474226804124,0.0004207474226804124,0.0012842752159027717,0.3892164459476383,4.484536082474227
2023-24,KOSDAQ,EW,97,0.0009713213969256288,0.6954019504903407,0.0,0.0,0.0009713213969256288,0.6954019504903407,4.154639175257732
2023-24,KOSDAQ,RAW_TOP2,97,0.0014898623008405586,0.39340260369201807,0.4020618556701031,0.0004020618556701031,0.0010878004451704553,0.28714702494366157,4.154639175257732
2023-24,KOSDAQ,SECTOR_CONFIRMED_TOP2,97,0.0014856728666491849,0.40183420477958964,0.41945876288659795,0.00041945876288659796,0.0010662141037625864,0.2882597249531256,4.154639175257732
2023-24,KOSDAQ_PLUS_KOSPI_EX_K200,EW,97,0.0011755891455593765,0.7801741820792604,0.0,0.0,0.0011755891455593765,0.7801741820792604,4.185567010309279
2023-24,KOSDAQ_PLUS_KOSPI_EX_K200,RAW_TOP2,97,0.0012360217066881853,0.30221178413117084,0.3865979381443299,0.0003865979381443299,0.000849423768543855,0.20776333241862616,4.185567010309279
2023-24,KOSDAQ_PLUS_KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,97,0.0013501496926290291,0.3312448728798896,0.40012886597938147,0.00040012886597938144,0.0009500208266496475,0.2331125156765131,4.185567010309279
2023-24,KOSPI_ALL,EW,97,0.0015707863697246437,1.0636669220664736,0.0,0.0,0.0015707863697246437,1.0636669220664736,4.216494845360825
2023-24,KOSPI_ALL,RAW_TOP2,97,0.0030092851174083625,0.9093989023722578,0.3402061855670103,0.00034020618556701034,0.002669078931841352,0.8057826729711203,4.216494845360825
2023-24,KOSPI_ALL,SECTOR_CONFIRMED_TOP2,97,0.003619884351153296,1.1026212533923812,0.33440721649484534,0.0003344072164948454,0.0032854771346584504,0.9996204198395383,4.216494845360825
2023-24,KOSPI_EX_K200,EW,97,0.0009762460735295423,0.566326501931907,0.0,0.0,0.0009762460735295423,0.566326501931907,3.9278350515463916
2023-24,KOSPI_EX_K200,RAW_TOP2,97,0.00136714252541053,0.37972460181485396,0.4020618556701031,0.0004020618556701031,0.0009650806697404269,0.26864560382990166,3.9278350515463916
2023-24,KOSPI_EX_K200,SECTOR_CONFIRMED_TOP2,97,0.0008606596676022892,0.2399453565989182,0.38788659793814434,0.0003878865979381443,0.00047277306966414485,0.13207879085992974,3.9278350515463916
2023-24,KOSPI_KOSDAQ_ALL,EW,97,0.0017426278911385638,1.2254616040108373,0.0,0.0,0.0017426278911385638,1.2254616040108373,4.288659793814433
2023-24,KOSPI_KOSDAQ_ALL,RAW_TOP2,97,0.0022012538129734982,0.5945025329288068,0.3865979381443299,0.0003865979381443299,0.001814655874829168,0.49007586085491706,4.288659793814433
