universe,base_state,period,factor_substate,n,MKT_RET_20D,MKT_RET_60D,MKT_VOL_20D,MKT_DD_60D,LIQ_5D_20D,ABS_CONFIRMED_BREADTH,DEFENSIVE_WORKING_BREADTH,WPLUS_PAIR_SHARE,CONFLICT_PAIR_SHARE,LEADER_STRENGTH_60D,SPREAD_DISPERSION_20D,MKT_FWD_5D,MKT_FWD_20D,MKT_FWD_DD20,MKT_FWD_VOL20,NEXT_BASE_UP,NEXT_BASE_DOWN,NEXT_BASE_SAME
K200,B4,TRAIN_2016_2022,F_HIGH,26,0.04951287668351726,0.11237078050082595,0.14317867363354225,-0.010739318479842795,0.573486889037071,0.6153846153846154,0.004807692307692308,0.3974358974358974,0.038461538461538464,0.09348132427471999,0.03473025609568084,0.004796491744632999,0.0030969066460011497,-0.03051963500926741,0.18243455116691243,0.0,0.2692307692307692,0.7307692307692307
K200,B4,TRAIN_2016_2022,F_LOW,68,0.042483323795367914,0.05834843498743126,0.12033396642388212,-0.013076205828974187,0.551238605780703,0.22058823529411764,0.03860294117647059,0.029411764705882342,0.039215686274509796,0.042954571005995416,0.02046814801221998,0.0033091376864317163,0.00892852201063446,-0.022798661519280967,0.1372814528748123,0.0,0.3382352941176471,0.6617647058823529
K200,B4,NORMAL_2023_2024,F_HIGH,10,0.03597610802299543,0.056126412969905684,0.15470202001238226,-0.011649255669204711,0.5481108378251086,0.475,0.0,0.29999999999999993,0.06666666666666667,0.10034897865868694,0.048668425366088994,-0.00110836630728374,0.0036706494758942305,-0.03474827494251559,0.16854246778240808,0.0,0.5,0.5
K200,B4,NORMAL_2023_2024,F_LOW,15,0.042387700246583324,0.044783434810782376,0.14573304715503352,-0.015071802242877519,0.5429222691597938,0.2833333333333333,0.0,0.011111111111111106,0.011111111111111106,0.05020684991168168,0.02398543171215144,-0.002791793050449133,-0.019157806867950482,-0.037917908161151655,0.15023458675479662,0.0,0.5333333333333333,0.4666666666666667
K200,B4,STRONG_2025,F_HIGH,21,0.092254229251385,0.14392570480458927,0.1905095115840149,-0.013598713066877086,0.5900960291823236,0.6785714285714286,0.0,0.5317460317460316,0.031746031746031744,0.09939301381287216,0.04027958007245016,0.014221015695647992,0.06735484238727195,-0.013047404955800725,0.22824861794348486,0.0,0.14285714285714285,0.8571428571428571
K200,B4,STRONG_2025,F_LOW,6,0.0664342646021205,0.15480291596385312,0.17149215785153069,-0.015986353940009867,0.4575444562881749,0.3333333333333333,0.0,0.0833333333333333,0.0,0.054732548118304324,0.027097344492085337,0.016766435004689,0.07810436563471347,-0.020724221451237763,0.18142274731751695,0.0,0.3333333333333333,0.6666666666666666
K200,B4,HYPER_2026_YTD,F_HIGH,13,0.22007038142642388,0.3707638728640527,0.4162226343050012,-0.012468883948383361,0.6078855817549286,0.5865384615384616,0.009615384615384616,0.33333333333333326,0.0,0.0902303933577613,0.07958645116047905,0.034070010609966346,0.11302763465102218,-0.04575448339097547,0.6101772222026348,0.0,0.15384615384615385,0.8461538461538461
KOSDAQ,B3,TRAIN_2016_2022,F_HIGH,68,0.004606951030204247,0.053054393643266626,0.18723790739772603,-0.04005049219923524,0.3181908551902219,0.4209558823529412,0.042279411764705885,0.17401960784313722,0.1764705882352941,0.10132018093743662,0.03883339305539081,0.0014652096997235383,-0.004356437647625124,-0.044656312137477616,0.19392302025038657,0.25,0.07352941176470588,0.6764705882352942
KOSDAQ,B3,TRAIN_2016_2022,F_LOW,77,-0.017077088337110618,0.016893094800371104,0.18119031688387743,-0.0476083962617706,0.2897808553741138,0.11363636363636363,0.2532467532467532,0.004329004329004327,0.021645021645021637,0.06483590962667926,0.022982886603686577,-0.004260679578208434,-0.003997302939072158,-0.04995501934772687,0.19685183908734483,0.14285714285714285,0.12987012987012986,0.7272727272727273
KOSDAQ,B3,NORMAL_2023_2024,F_HIGH,20,0.007902131006851509,0.021885037588730165,0.1829429503383379,-0.04636487751209947,0.3126765759189254,0.45,0.01875,0.19999999999999996,0.17500000000000002,0.0859718138297221,0.041793750321828214,0.0024678158407145,0.011774301344931872,-0.03167787504748977,0.17402129131708252,0.2,0.0,0.8
KOSDAQ,B3,NORMAL_2023_2024,F_LOW,31,-0.02027604476469393,0.01641252727731997,0.20073305777157835,-0.06277935534004031,0.3001130493546983,0.11693548387096774,0.20967741935483872,0.005376344086021503,0.0,0.07442866494363486,0.027514831599122186,0.0007884248604397255,-0.00666562280469596,-0.05544455338881272,0.2445034139026142,0.12903225806451613,0.0967741935483871,0.7741935483870968
KOSDAQ,B3,STRONG_2025,F_HIGH,16,0.019705317203784163,0.06551339959891754,0.21199143353935795,-0.03149368935925238,0.27995877422066434,0.390625,0.0,0.15625,0.16666666666666663,0.08632124989614884,0.035670114062522455,0.008604078977964818,0.02492516927392205,-0.025615989693410855,0.1803927286005583,0.3125,0.0,0.6875
KOSDAQ,B3,STRONG_2025,F_LOW,9,0.003940132811826499,0.09867859046082524,0.22389873695984658,-0.040964974356870965,0.27934798848000725,0.1111111111111111,0.1388888888888889,0.0,0.01851851851851851,0.06720224873542194,0.04219053783370959,-0.003707031297289401,0.0162107694381666,-0.05110646215775705,0.2525263392213277,0.2222222222222222,0.1111111111111111,0.6666666666666666
KOSDAQ,B4,TRAIN_2016_2022,F_HIGH,48,0.05354078663306627,0.06934870411264153,0.1643192389720328,-0.019928035052368148,0.44286885715250107,0.4583333333333333,0.018229166666666668,0.2083333333333333,0.10763888888888888,0.10769105829119041,0.048751515133501566,0.00019293001105704562,-0.018041092085829154,-0.05593217630577901,0.2204542338870863,0.0,0.3333333333333333,0.6666666666666666
KOSDAQ,B4,TRAIN_2016_2022,F_LOW,63,0.06814896874594545,0.06783367771156924,0.1591824942643065,-0.021438555563830647,0.4453224985254925,0.24206349206349206,0.003968253968253968,0.04232804232804231,0.013227513227513223,0.0863725630114112,0.023232653731149872,0.0017145888904700327,0.007960093716423146,-0.032265152627773984,0.1758009843918418,0.0,0.30158730158730157,0.6984126984126984
KOSDAQ,B4,NORMAL_2023_2024,F_HIGH,10,0.08402445695048347,0.16576094856053275,0.18916100563098667,-0.004495255354245871,0.428539681728444,0.3625,0.0,0.0833333333333333,0.03333333333333333,0.18371598925260063,0.08182754851922411,-0.0066180016950943095,-0.02117393533550595,-0.05494340830286919,0.22067070584211104,0.0,0.3,0.7
KOSDAQ,B4,NORMAL_2023_2024,F_LOW,12,0.06605745288366327,0.055797429721816644,0.1513127588597695,-0.013662448580071292,0.40310861281706406,0.1875,0.0,0.027777777777777766,0.013888888888888883,0.05761162415900579,0.02827137736959778,0.0011973015007841585,-0.00593970876229745,-0.03755424339501654,0.19430621871418877,0.0,0.4166666666666667,0.5833333333333334
KOSDAQ,B4,STRONG_2025,F_HIGH,11,0.05346437605442878,0.0627843483162356,0.16129173910936065,-0.019732762830777063,0.4637176804129399,0.6136363636363636,0.0,0.4393939393939394,0.0303030303030303,0.08048680086767071,0.04097444226036585,0.009834996665844266,0.04269841897696069,-0.012244981081825384,0.20918002437878844,0.0,0.2727272727272727,0.7272727272727273
KOSDAQ,B4,STRONG_2025,F_LOW,9,0.06825407268459956,0.06700928888974726,0.2066624527581183,-0.018375188030180747,0.4009384819527557,0.2916666666666667,0.0,0.05555555555555553,0.0,0.053649245344144156,0.029964250154787653,0.002072048319609233,0.02411670094066281,-0.03300833746161506,0.20202220822746292,0.0,0.4444444444444444,0.5555555555555556
KOSDAQ,B4,HYPER_2026_YTD,F_HIGH,8,0.08592987227729365,0.1537819484059781,0.29930174152266786,-0.025074079806320888,0.45634149052393136,0.53125,0.0,0.29166666666666663,0.062499999999999986,0.1038007310921525,0.04818813516164424,0.01767889188054534,0.0204624652229142,-0.10745896878334149,0.6238450797545505,0.0,0.25,0.75
KOSDAQ_PLUS_KOSPI_EX_K200,B2,TRAIN_2016_2022,F_HIGH,18,0.0016534881467332432,-0.11049324725051972,0.2476322813565558,-0.13573126676884695,0.2919978557275061,0.25,0.09027777777777778,0.027777777777777766,0.11111111111111109,0.10054085292336057,0.04123742228500218,0.011317624730900533,0.03851979355086908,-0.011989241519147976,0.1531178849499121,0.2777777777777778,0.0,0.7222222222222222
KOSDAQ_PLUS_KOSPI_EX_K200,B2,TRAIN_2016_2022,F_LOW,48,-0.0812362618508678,-0.12023914219748484,0.26947192280162185,-0.14666871436704795,0.3099795208649671,0.015625,0.3463541666666667,0.0,0.0,0.06860058859152429,0.0292175404178856,-0.0032331239233637393,0.005556704882205491,-0.053509417787902504,0.24826872955947477,0.125,0.020833333333333332,0.8541666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,B2,NORMAL_2023_2024,F_LOW,17,-0.05974163781347695,-0.10156398781934627,0.28948274361789617,-0.12084779350356693,0.3066906730898973,0.022058823529411766,0.4485294117647059,0.0,0.0,0.06619934971600906,0.028420304048991478,-0.0004836425297413062,0.015897423289768835,-0.047183825295792126,0.2616698935708679,0.17647058823529413,0.0,0.8235294117647058
KOSDAQ_PLUS_KOSPI_EX_K200,B2,HYPER_2026_YTD,F_LOW,5,-0.129111484653631,-0.048265126759593255,0.4787096104774905,-0.16131160927390065,0.19668812775100938,0.0,0.475,0.0,0.0,0.07183194561494932,0.03447708248840634,-0.009153923400798299,-0.08248095075849785,-0.12585573418993468,0.5211721667267696,0.2,0.2,0.6
KOSDAQ_PLUS_KOSPI_EX_K200,B3,TRAIN_2016_2022,F_HIGH,67,0.005241388115309569,0.04799636153529311,0.17720517069104572,-0.03725919565589439,0.3084806656973448,0.44402985074626866,0.05970149253731343,0.17910447761194023,0.13930348258706465,0.0824981871623668,0.03416853416953514,-0.0031109076641146457,-0.015427900611393992,-0.05437597028016134,0.18440346850532296,0.29850746268656714,0.05970149253731343,0.6417910447761194
KOSDAQ_PLUS_KOSPI_EX_K200,B3,TRAIN_2016_2022,F_LOW,73,-0.016787800225144707,0.007467399847708158,0.158373339276132,-0.042644600226576096,0.28938352161201203,0.0976027397260274,0.24486301369863014,0.0,0.029680365296803644,0.059562023207603475,0.02374150408926453,-0.004017290747047904,-0.00567709302625021,-0.04341880920523388,0.17412254697316726,0.136986301369863,0.1095890410958904,0.7534246575342466
KOSDAQ_PLUS_KOSPI_EX_K200,B3,NORMAL_2023_2024,F_HIGH,24,0.008872510801162341,0.025206947524270423,0.16365103877492157,-0.03477752257993425,0.31916740581733155,0.484375,0.026041666666666668,0.23611111111111108,0.18055555555555555,0.07462282826853966,0.04094115908487818,0.00739248337020143,0.01350670428981996,-0.027311033698759594,0.1622897512602039,0.25,0.0,0.75
KOSDAQ_PLUS_KOSPI_EX_K200,B3,NORMAL_2023_2024,F_LOW,31,-0.010834450470990761,0.01212306568472389,0.17581271391438208,-0.0564459539321977,0.3090224850544934,0.10887096774193548,0.1693548387096774,0.0,0.01612903225806451,0.06293108871780363,0.023599946923223893,-0.002689666798603978,-0.00510980030700801,-0.049527096220288495,0.20407055403044222,0.0967741935483871,0.12903225806451613,0.7741935483870968
KOSDAQ_PLUS_KOSPI_EX_K200,B3,STRONG_2025,F_HIGH,17,0.009192096893096545,0.09061230271438687,0.19325302138198935,-0.0267092339957012,0.28159471273612396,0.39705882352941174,0.007352941176470588,0.22549019607843132,0.18627450980392155,0.06894575359104184,0.03606651764409236,0.0062484583605696645,0.014163172906248895,-0.03249212489288122,0.18740903246448806,0.29411764705882354,0.0,0.7058823529411765
KOSDAQ_PLUS_KOSPI_EX_K200,B3,STRONG_2025,F_LOW,7,0.020140379987225985,0.09068685763574261,0.2048650486020757,-0.02982787102747126,0.2826369609465599,0.08928571428571429,0.125,0.0,0.0238095238095238,0.0423651981788883,0.022309897028121698,0.0012668843041574143,0.026181030089842256,-0.035872127845724425,0.19786874543062385,0.2857142857142857,0.14285714285714285,0.5714285714285714
KOSDAQ_PLUS_KOSPI_EX_K200,B4,TRAIN_2016_2022,F_HIGH,63,0.056914321291233576,0.08209737950167276,0.1488042732448727,-0.01647577714527792,0.44360938223797947,0.47023809523809523,0.007936507936507936,0.20370370370370364,0.10846560846560845,0.11497187142451087,0.043227789304973244,0.0013876302494177188,-0.001030124754317154,-0.0376343134326591,0.18124603173721934,0.0,0.30158730158730157,0.6984126984126984
KOSDAQ_PLUS_KOSPI_EX_K200,B4,TRAIN_2016_2022,F_LOW,59,0.04404451570646885,0.03895015339320605,0.12667318222210155,-0.027216663035525536,0.44337670686498404,0.21822033898305085,0.038135593220338986,0.008474576271186437,0.031073446327683607,0.08279968548118426,0.02116168487017515,0.005383863787242778,0.008097886062589772,-0.026287746378338757,0.15007949166949314,0.0,0.3050847457627119,0.6949152542372882
KOSDAQ_PLUS_KOSPI_EX_K200,B4,NORMAL_2023_2024,F_HIGH,9,0.0745802543239812,0.15161574645350498,0.16656246732499994,-0.0026870836411620113,0.4376751192093206,0.4305555555555556,0.0,0.1481481481481481,0.16666666666666663,0.1567360685619835,0.08276235962851801,-0.007614658112208554,-0.014759059684733221,-0.04755378108106846,0.1949116357984678,0.0,0.3333333333333333,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,B4,NORMAL_2023_2024,F_LOW,12,0.06009769375215276,0.05696597024903963,0.12694016915305312,-0.009698834015742968,0.4047778809540629,0.19791666666666666,0.0,0.027777777777777766,0.013888888888888883,0.05597569118948822,0.02570249887958254,2.5994295114121033e-05,-0.005063511680130791,-0.034028814942040464,0.16463500596126265,0.0,0.5,0.5
KOSDAQ_PLUS_KOSPI_EX_K200,B4,STRONG_2025,F_HIGH,12,0.06206969020966043,0.0657454655579057,0.1499692780586865,-0.01401342147836729,0.4660094695680113,0.625,0.0,0.5833333333333334,0.08333333333333333,0.0649654569327179,0.031010131787111202,0.003735798280356601,0.04250988448812564,-0.013858186461722773,0.17301201598737437,0.0,0.3333333333333333,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,B4,STRONG_2025,F_LOW,9,0.05333381225083149,0.04030220338728602,0.18055369945962607,-0.021327627591178358,0.4070108801575154,0.16666666666666666,0.0,0.0,0.037037037037037035,0.034952993442666495,0.035177025680852896,0.007425094050635388,0.023974107696029923,-0.023918578040079134,0.18952381391626844,0.0,0.3333333333333333,0.6666666666666666
KOSDAQ_PLUS_KOSPI_EX_K200,B4,HYPER_2026_YTD,F_HIGH,10,0.10265293233473718,0.15104310983824104,0.2664637530205527,-0.01420135991030122,0.49798125417246375,0.525,0.0,0.26666666666666666,0.08333333333333333,0.08395211699008849,0.04883024162201477,0.01149369639917966,0.004211458990082365,-0.09777825300208393,0.5218407124149117,0.0,0.2,0.8
KOSPI_ALL,B2,TRAIN_2016_2022,F_HIGH,25,0.009259561744742663,-0.08246724734594396,0.16794180079445137,-0.09067256319906544,0.3695884242154531,0.45,0.015,0.18666666666666665,0.07333333333333332,0.06695961140467206,0.03280825282320661,0.0005430017553045141,0.0010155888054523194,-0.029729699953932105,0.1545541735383592,0.28,0.0,0.72
KOSPI_ALL,B2,TRAIN_2016_2022,F_LOW,68,-0.04772840938853957,-0.07047631050177224,0.17635766811755368,-0.09678414586384401,0.3409642703472842,0.02022058823529412,0.3694852941176471,0.0,0.002450980392156862,0.03718329104828441,0.02221773418862756,-0.0029907176041553056,0.00637401509648796,-0.035246521198694106,0.17395438476346145,0.17647058823529413,0.014705882352941176,0.8088235294117647
KOSPI_ALL,B2,NORMAL_2023_2024,F_HIGH,8,-0.019326697695204287,-0.05652037212830756,0.21795014407030455,-0.0842963738109245,0.29835510822404365,0.34375,0.09375,0.04166666666666665,0.18749999999999997,0.07639169377127475,0.02894041267179995,-0.002924633621998262,-0.005260448610969562,-0.04188804225197986,0.1898442242909574,0.25,0.0,0.75
KOSPI_ALL,B2,NORMAL_2023_2024,F_LOW,16,-0.04506104645024207,-0.05719754768315502,0.22419808406165906,-0.08966910547780399,0.39112352490488445,0.078125,0.453125,0.0,0.0,0.057544256330016995,0.022452421152538468,0.0016396724856395,0.005082949965997331,-0.03229628016202831,0.20443058847670278,0.0625,0.0,0.9375
KOSPI_ALL,B3,TRAIN_2016_2022,F_HIGH,45,0.0038654208506234715,0.07180680719332176,0.16806066947949572,-0.03129766433461619,0.2940763128770718,0.49722222222222223,0.04722222222222222,0.22222222222222215,0.2148148148148148,0.08820182280492223,0.0354703046562381,0.0022507238395258204,0.013600623827518395,-0.024911563149717805,0.1416623455040161,0.2,0.06666666666666667,0.7333333333333333
KOSPI_ALL,B3,TRAIN_2016_2022,F_LOW,91,0.0021391540959726407,0.016929776208742656,0.12556968534815294,-0.027556289967884298,0.31197555775076385,0.14835164835164835,0.14423076923076922,0.014652014652014643,0.029304029304029297,0.04703653432457479,0.019115991180801054,-0.0003637388486217631,-0.007573973742038694,-0.0333871272932063,0.13235334247088235,0.18681318681318682,0.14285714285714285,0.6703296703296703
KOSPI_ALL,B3,NORMAL_2023_2024,F_HIGH,21,0.00787316945601838,0.03279129434087409,0.14485090116860005,-0.020964146000399024,0.3280982172771364,0.5476190476190477,0.05357142857142857,0.35714285714285715,0.15873015873015875,0.057794672694894904,0.026428437454580084,0.003456724548833694,0.0017460526513133861,-0.033590360579401055,0.17153897880100233,0.14285714285714285,0.0,0.8571428571428571
KOSPI_ALL,B3,NORMAL_2023_2024,F_LOW,31,0.001469545942172983,0.0206512788287911,0.15804747098905997,-0.0371301566907394,0.31955541135829146,0.15725806451612903,0.10483870967741936,0.005376344086021503,0.04301075268817203,0.07551665203806757,0.019725619713096745,0.0019614698971946224,0.014408582714625683,-0.023933369457414717,0.1598776741830091,0.1935483870967742,0.12903225806451613,0.6774193548387096
KOSPI_ALL,B3,STRONG_2025,F_HIGH,9,0.016615655109259823,0.13628966892631844,0.2270577969789641,-0.03920213274065588,0.2719943538012014,0.4305555555555556,0.041666666666666664,0.16666666666666666,0.12962962962962962,0.07373347617129417,0.04108142712037911,0.010418014463851509,0.03029378195143571,-0.03208768668436756,0.20177148188865054,0.2222222222222222,0.0,0.7777777777777778
KOSPI_ALL,B3,STRONG_2025,F_LOW,9,-0.002017101265423522,0.12735957474797072,0.19209397692556138,-0.025669233970122055,0.2737279290322016,0.1527777777777778,0.2777777777777778,0.03703703703703702,0.01851851851851851,0.06369099410083189,0.02969703329705358,0.001654504446688711,0.03752811699349892,-0.04385468624726512,0.23076137328179383,0.2222222222222222,0.1111111111111111,0.6666666666666666
KOSPI_ALL,B4,TRAIN_2016_2022,F_HIGH,44,0.040485933418508376,0.08563214691431074,0.12342525954740173,-0.011442284338381814,0.4941326626020253,0.53125,0.005681818181818182,0.2727272727272727,0.07575757575757576,0.08374488835839716,0.034332780115379755,0.003011435377164152,0.0002761721511841025,-0.029270231231509656,0.16427395164191907,0.0,0.3181818181818182,0.6818181818181818
KOSPI_ALL,B4,TRAIN_2016_2022,F_LOW,55,0.04574898068860555,0.052629982199479765,0.11451937248356747,-0.014085447153312405,0.4837728109308074,0.19090909090909092,0.015909090909090907,0.012121212121212116,0.021212121212121203,0.03936328839915305,0.0153858855959337,0.0018241712841860732,0.004293760557979907,-0.024486952829203146,0.13194942538983093,0.0,0.2909090909090909,0.7090909090909091
KOSPI_ALL,B4,NORMAL_2023_2024,F_HIGH,11,0.0415640110508142,0.05480020862546879,0.14920432202468992,-0.00708669598874239,0.47999013503613175,0.42045454545454547,0.0,0.1515151515151515,0.1212121212121212,0.1089232651994089,0.05304789430414263,-0.0029026123843794455,-0.0029221804745788098,-0.0281218441453206,0.13541922368186707,0.0,0.36363636363636365,0.6363636363636364
KOSPI_ALL,B4,NORMAL_2023_2024,F_LOW,10,0.047248455923751306,0.05086435432847092,0.13214423828617136,-0.010038176760687231,0.4455954310175983,0.175,0.0,0.0,0.03333333333333332,0.056101334845456076,0.02033366177243207,-0.0029134319364944,-0.02101582125565043,-0.039334394976727166,0.1407513362566154,0.0,0.5,0.5
KOSPI_ALL,B4,STRONG_2025,F_HIGH,19,0.09591736897931716,0.14461686415561179,0.18052055714706944,-0.012333616016096631,0.4946821315446212,0.6578947368421053,0.013157894736842105,0.5087719298245613,0.061403508771929814,0.05011541721951027,0.030724619464975057,0.011926082350681717,0.06123388837020151,-0.01488166901427757,0.22456065108257844,0.0,0.15789473684210525,0.8421052631578947
KOSPI_ALL,B4,STRONG_2025,F_LOW,8,0.057862834740144004,0.13053919713525194,0.1892472097255932,-0.014681467784077874,0.42808634610322716,0.28125,0.0,0.06249999999999997,0.0,0.05365716320051415,0.01632436344285953,0.029386602351296174,0.10770736259953821,-0.010856888307781552,0.1777875672991921,0.0,0.0,1.0
KOSPI_ALL,B4,HYPER_2026_YTD,F_HIGH,12,0.21695598139349503,0.35632064305517347,0.36958421712144873,-0.008816496785373409,0.572377426333418,0.6041666666666666,0.0,0.26388888888888884,0.041666666666666664,0.06509730710432844,0.07130986940395713,0.03872384154392069,0.09090772981621047,-0.04631881999040696,0.6180533355897938,0.0,0.08333333333333333,0.9166666666666666
KOSPI_EX_K200,B2,TRAIN_2016_2022,F_HIGH,38,-0.0035504193899985456,-0.051116060795509816,0.14956381912405808,-0.07611083530555197,0.33841084323568654,0.4342105263157895,0.05263157894736842,0.13157894736842107,0.18859649122807015,0.08146365177544572,0.03238515888807099,-0.002840744587049537,-0.00997205696009688,-0.04448859084130924,0.1550476292068575,0.23684210526315788,0.0,0.7631578947368421
KOSPI_EX_K200,B2,TRAIN_2016_2022,F_LOW,80,-0.021705371487876098,-0.0557316757453928,0.15522437526801816,-0.07932553641573496,0.31274774566875757,0.0765625,0.246875,0.0,0.00833333333333333,0.0671590835886872,0.028400873136050452,-0.003612222607577231,-0.024138860700289234,-0.05321391151336807,0.16987847907856923,0.1625,0.0875,0.75
KOSPI_EX_K200,B2,NORMAL_2023_2024,F_HIGH,13,-0.010541803018604854,-0.01407945111088224,0.16234145253241994,-0.06317791307182488,0.3263309444051027,0.33653846153846156,0.057692307692307696,0.1282051282051282,0.23076923076923078,0.08984313829842791,0.04058480917301358,0.006136833951547122,0.004957193461354494,-0.02757581385661101,0.14032271893280066,0.38461538461538464,0.0,0.6153846153846154
KOSPI_EX_K200,B2,NORMAL_2023_2024,F_LOW,21,-0.024909819822083918,-0.03916708974837733,0.1654456012374681,-0.06727306901437598,0.3179498346020053,0.14285714285714285,0.22023809523809523,0.0,0.03174603174603174,0.08486891518784948,0.026501032562399884,-0.004261405566725198,0.008498646167667176,-0.04012705461289922,0.18954203121522215,0.14285714285714285,0.14285714285714285,0.7142857142857143
KOSPI_EX_K200,B2,STRONG_2025,F_LOW,6,-0.03155309289412764,-0.019323301518514965,0.2136502945644911,-0.05499897727960407,0.37558763276553453,0.0625,0.4166666666666667,0.0,0.0,0.033969412817945514,0.027211782905900133,0.013037154473998383,0.05071939970568448,-0.018285612976422616,0.1903807684185882,0.5,0.0,0.5
KOSPI_EX_K200,B3,TRAIN_2016_2022,F_HIGH,29,0.04600302248677917,0.0700051466144047,0.10340810725883927,-0.010762097629339936,0.46517035273858914,0.5517241379310345,0.008620689655172414,0.3620689655172413,0.09195402298850573,0.11494381829530964,0.04963188331189056,0.0017775529521003072,0.00035651215044347215,-0.03228098000787726,0.1573453949055468,0.1724137931034483,0.13793103448275862,0.6896551724137931
KOSPI_EX_K200,B3,TRAIN_2016_2022,F_LOW,73,0.03350518160522266,0.03833751677631763,0.10444437873670337,-0.019278817788277378,0.46962116266508813,0.2482876712328767,0.03424657534246575,0.015981735159817344,0.041095890410958895,0.07443509611993361,0.025850608045924033,0.0037813430155461095,0.004450923506468211,-0.025966258428356308,0.13404258304113367,0.1506849315068493,0.1506849315068493,0.6986301369863014
