model,date,universe,state,MKT_RET_20D,MKT_RET_60D,MKT_VOL_20D,MKT_DD_60D,LIQ_5D_20D,MKT_FWD_5D,MKT_FWD_20D,MKT_FWD_DD20,MKT_FWD_VOL20
BASE,2017-12-22,KOSDAQ,S3,-0.04872727431601098,0.1404274242469743,0.24039659370920358,-0.05255282099658354,0.2717086834733893,0.08379394441735558,0.1854846266820402,-0.0013076119661619146,0.24064912803445695
BASE,2018-01-03,KOSDAQ,S5,0.03890958880500417,0.25939524904061306,0.26326914889160774,0.0,0.3218283582089552,0.019843703022463126,0.10843357604946005,-0.01628776930572229,0.21986974944732204
BASE,2018-01-10,KOSDAQ,S5,0.12154231208248989,0.2611038218687798,0.2605733092809599,-0.0019872072063266133,0.5260223048327137,0.054755656465899145,-0.01212804366324592,-0.012128043663246824,0.2865507510610935
BASE,2018-01-17,KOSDAQ,S5,0.14238759970711135,0.310575236957644,0.2624269278266011,-0.010047006283791848,0.5236329935125116,0.01686599540968324,-0.032531704639201825,-0.06341155860993242,0.31013366184939695
BASE,2018-01-24,KOSDAQ,S5,0.18548462668203958,0.2981245855826875,0.24064912803445687,0.0,0.5161290322580645,0.013352320623120523,-0.0193911628689139,-0.07894605029768242,0.3116421980860818
BASE,2018-01-31,KOSDAQ,S5,0.10843357604945991,0.2896124513413545,0.219869749447322,-0.019914675801864234,0.6055299539170507,-0.09108221202281121,-0.06236031428438702,-0.0910822120228113,0.30655431897970875
BASE,2018-02-07,KOSDAQ,S3,-0.012128043663246824,0.14020287504099005,0.2865507510610934,-0.10918301510092465,0.4654377880184331,0.032970569148706594,0.08829513619892296,0.012325150776047566,0.26083960035026516
BASE,2018-02-14,KOSDAQ,S3,-0.03253170463920174,0.09464127382946508,0.3101336618493969,-0.07981227210146713,0.1791320406278855,0.030677476521302725,0.047894416845024136,-0.0013267211742715723,0.2121717019139355
BASE,2018-02-23,KOSDAQ,S3,-0.019391162868913847,0.10585140555626182,0.31164219808608173,-0.0515832346836691,0.2209944751381215,-0.031051612579711927,-0.014749797074816929,-0.04363151704783286,0.28558585659316194
BASE,2018-03-05,KOSDAQ,S3,-0.06236031428438693,0.07975048559161113,0.3065543189797087,-0.08103310464437519,0.2169117647058823,0.054958341599328324,0.033305186515703286,-0.01298304907820036,0.2810429836043592
BASE,2018-03-12,KOSDAQ,S5,0.08829513619892326,0.2057659286297533,0.26083960035026504,-0.030528208090946363,0.2757352941176471,-0.005376339402932798,-0.007271082407673292,-0.06440196546010457,0.2534533526259346
BASE,2018-03-19,KOSDAQ,S3,0.04789441684502527,0.15815783233494884,0.2121717019139354,-0.0357404174858188,0.381301558203483,-0.030937490868213662,0.02820226384246568,-0.05934468321590014,0.2563627625392809
BASE,2018-03-26,KOSDAQ,S3,-0.014749797074816495,0.14535011076450122,0.2855858565931618,-0.06557218951443866,0.4894204231830726,0.016208259805291583,0.040022120989134824,-0.0025713517586454238,0.13778075398182654
BASE,2018-04-02,KOSDAQ,S3,0.03330518651570369,0.07392576690720443,0.28104298360435903,-0.050426740792799185,0.3057090239410681,0.013531787343817298,0.014027368844712729,-0.004277238163078678,0.13943017408439531
BASE,2018-04-09,KOSDAQ,S3,-0.007271082407672935,0.06727913187307544,0.2534533526259345,-0.037577317381831565,0.3535911602209944,0.030164712011698812,-0.03004792192696248,-0.053262573868314456,0.20136463471439325
BASE,2018-04-16,KOSDAQ,S5,0.028202263842465936,0.0423962107072815,0.25636276253928075,-0.00854611432712793,0.4206642066420664,-0.01979748386091007,-0.06359287029867139,-0.08098441434389347,0.19761082944149808
BASE,2018-04-23,KOSDAQ,S4,0.04002212098913538,0.004812230088857561,0.13778075398182632,-0.028174406627573534,0.5378927911275416,-0.009191278634938403,-0.018047835664964818,-0.06242274374482515,0.20233915388211415
BASE,2018-04-30,KOSDAQ,S3,0.014027368844712562,-0.017541381565962078,0.13943017408439512,-0.03381387678507297,0.4203703703703704,-0.03052196268899412,-0.00526046430917421,-0.0537252690272535,0.20608310867673457
