universe,base_k,base_rank,base_role,factor_method,outcome,train_diff,valid_diff,same_sign,train_n_min,valid_n_min,train_base_dist,valid_base_dist,train_factor_dist,valid_factor_dist
K200,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.058119658119658135,0.09259259259259259,0.0,65,18,0.852765468277571,1.0728445507755164,1.9144995888067908,2.1171255457814673
K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.008974361559707615,-0.01588288917818952,0.0,65,18,0.852765468277571,1.0728445507755164,1.9144995888067908,2.1171255457814673
K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.00745074141741197,-0.013896295829592266,0.0,65,18,0.852765468277571,1.0728445507755164,1.9144995888067908,2.1171255457814673
K200,4,4,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,26,10,0.8769469928148867,0.35754907246986944,2.7157828706672817,2.6006111769184588
K200,4,4,STRONG,KMEANS,NEXT_DOWN,-0.06900452488687786,-0.033333333333333326,1.0,26,10,0.8769469928148867,0.35754907246986944,2.7157828706672817,2.6006111769184588
K200,4,4,STRONG,KMEANS,MKT_FWD_20D,-0.00583161536463331,0.022828456343844714,0.0,26,10,0.8769469928148867,0.35754907246986944,2.7157828706672817,2.6006111769184588
K200,4,4,STRONG,KMEANS,MKT_FWD_DD20,-0.007720973489986443,0.0031696332186360657,0.0,26,10,0.8769469928148867,0.35754907246986944,2.7157828706672817,2.6006111769184588
K200,4,4,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,42,8,0.829833168494556,0.6111849125275616,2.005333752939274,1.8451823608372087
K200,4,4,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.06868131868131871,0.02941176470588236,0.0,42,8,0.829833168494556,0.6111849125275616,2.005333752939274,1.8451823608372087
K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.003794670129518527,-0.016054159686495012,1.0,42,8,0.829833168494556,0.6111849125275616,2.005333752939274,1.8451823608372087
K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.007416141886559226,-0.018007798334480397,1.0,42,8,0.829833168494556,0.6111849125275616,2.005333752939274,1.8451823608372087
K200,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.11415094339622642,0.3125,1.0,40,10,0.8465873532297179,1.2136537853796319,1.72882598725137,2.5946187490300088
K200,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,0.018867924528301886,0.0,0.0,40,10,0.8465873532297179,1.2136537853796319,1.72882598725137,2.5946187490300088
K200,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.01665874312814097,0.0045504951344652635,0.0,40,10,0.8465873532297179,1.2136537853796319,1.72882598725137,2.5946187490300088
K200,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.015274017283842187,0.006590040865809159,0.0,40,10,0.8465873532297179,1.2136537853796319,1.72882598725137,2.5946187490300088
K200,5,3,REPAIR_MID,KMEANS,NEXT_UP,-0.0157819225251076,0.15294117647058825,0.0,41,17,0.3276015073082602,1.1349157591708918,2.7037750727778467,2.4354215300605424
K200,5,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.11592539454806312,-0.0411764705882353,1.0,41,17,0.3276015073082602,1.1349157591708918,2.7037750727778467,2.4354215300605424
K200,5,3,REPAIR_MID,KMEANS,MKT_FWD_20D,0.011736245900731261,-0.014560571578902339,0.0,41,17,0.3276015073082602,1.1349157591708918,2.7037750727778467,2.4354215300605424
K200,5,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.009305820738087046,-0.015753290222472058,0.0,41,17,0.3276015073082602,1.1349157591708918,2.7037750727778467,2.4354215300605424
K200,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.16015132408575034,0.05363984674329503,1.0,61,18,0.8548663376049502,1.1431678375166232,1.8973271957096063,2.136797650351949
K200,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.1034047919293821,0.04789272030651341,0.0,61,18,0.8548663376049502,1.1431678375166232,1.8973271957096063,2.136797650351949
K200,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.009285055949947633,-0.016367954258990475,0.0,61,18,0.8548663376049502,1.1431678375166232,1.8973271957096063,2.136797650351949
K200,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.007824224139373948,-0.012695631364023074,0.0,61,18,0.8548663376049502,1.1431678375166232,1.8973271957096063,2.136797650351949
K200,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.02075098814229249,0.0,0.0,44,8,0.5133813133830141,0.6183588556594357,2.0819212154163544,1.7155213140089656
K200,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.10375494071146246,0.0625,0.0,44,8,0.5133813133830141,0.6183588556594357,2.0819212154163544,1.7155213140089656
K200,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.006830052706465755,-0.01601469753755676,1.0,44,8,0.5133813133830141,0.6183588556594357,2.0819212154163544,1.7155213140089656
K200,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.007449222193760485,-0.019086388505827386,1.0,44,8,0.5133813133830141,0.6183588556594357,2.0819212154163544,1.7155213140089656
KOSDAQ,3,1,EXTREME_LOW,SCORE_MEDIAN,NEXT_UP,-0.02882483370288247,0.15,0.0,11,8,0.8261434957558728,1.1822160642845838,1.6861277013771827,3.2326465131441666
KOSDAQ,3,1,EXTREME_LOW,SCORE_MEDIAN,NEXT_DOWN,0.0,0.0,1.0,11,8,0.8261434957558728,1.1822160642845838,1.6861277013771827,3.2326465131441666
KOSDAQ,3,1,EXTREME_LOW,SCORE_MEDIAN,MKT_FWD_20D,0.027967158303767226,0.013103848536633704,1.0,11,8,0.8261434957558728,1.1822160642845838,1.6861277013771827,3.2326465131441666
KOSDAQ,3,1,EXTREME_LOW,SCORE_MEDIAN,MKT_FWD_DD20,0.003599727356348774,0.02284542897162741,1.0,11,8,0.8261434957558728,1.1822160642845838,1.6861277013771827,3.2326465131441666
KOSDAQ,3,2,REPAIR_MID,KMEANS,NEXT_UP,0.08870967741935484,0.02878787878787878,1.0,64,20,0.7966011617591893,1.0282692075549666,2.580121674203798,2.724759885048744
KOSDAQ,3,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.06065188172043011,-0.04090909090909091,1.0,64,20,0.7966011617591893,1.0282692075549666,2.580121674203798,2.724759885048744
KOSDAQ,3,2,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.0028608063529101495,0.027059724430199293,0.0,64,20,0.7966011617591893,1.0282692075549666,2.580121674203798,2.724759885048744
KOSDAQ,3,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.010287024341653156,0.023674627479707104,1.0,64,20,0.7966011617591893,1.0282692075549666,2.580121674203798,2.724759885048744
KOSDAQ,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.21078431372549022,0.11587301587301588,1.0,72,18,1.3200917280304814,1.5974627003964628,2.045796761532355,2.075410142364592
KOSDAQ,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.07794117647058824,-0.13809523809523808,1.0,72,18,1.3200917280304814,1.5974627003964628,2.045796761532355,2.075410142364592
KOSDAQ,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.0036608298412577085,-0.02243815945657174,1.0,72,18,1.3200917280304814,1.5974627003964628,2.045796761532355,2.075410142364592
KOSDAQ,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.004004416474391426,-0.02059540242740454,0.0,72,18,1.3200917280304814,1.5974627003964628,2.045796761532355,2.075410142364592
KOSDAQ,3,3,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,46,11,0.296573006433829,1.2134163005915755,2.268130054680033,3.5216127105539963
KOSDAQ,3,3,STRONG,KMEANS,NEXT_DOWN,0.09531772575250835,0.006060606060606044,1.0,46,11,0.296573006433829,1.2134163005915755,2.268130054680033,3.5216127105539963
KOSDAQ,3,3,STRONG,KMEANS,MKT_FWD_20D,-0.008412370532006651,-0.02541960182586536,1.0,46,11,0.296573006433829,1.2134163005915755,2.268130054680033,3.5216127105539963
KOSDAQ,3,3,STRONG,KMEANS,MKT_FWD_DD20,-0.004786690988078109,-0.01501347431735655,1.0,46,11,0.296573006433829,1.2134163005915755,2.268130054680033,3.5216127105539963
KOSDAQ,3,3,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,49,10,0.5758324412271892,0.7717273587455125,1.8171198725425055,2.240962588449819
KOSDAQ,3,3,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.13360544217687073,0.275,0.0,49,10,0.5758324412271892,0.7717273587455125,1.8171198725425055,2.240962588449819
KOSDAQ,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.015679413843730967,-0.00890645218162419,1.0,49,10,0.5758324412271892,0.7717273587455125,1.8171198725425055,2.240962588449819
KOSDAQ,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.006688388098959219,-0.019178613058441908,1.0,49,10,0.5758324412271892,0.7717273587455125,1.8171198725425055,2.240962588449819
KOSDAQ,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.15598455598455602,0.14285714285714285,1.0,35,9,1.0813711049478436,1.4506887514252722,1.745058901266531,2.8947875878927363
KOSDAQ,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,0.02702702702702703,0.0,0.0,35,9,1.0813711049478436,1.4506887514252722,1.745058901266531,2.8947875878927363
KOSDAQ,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.010273511889936056,-0.010312373278264182,1.0,35,9,1.0813711049478436,1.4506887514252722,1.745058901266531,2.8947875878927363
KOSDAQ,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.005880327584183699,0.01588041363525869,0.0,35,9,1.0813711049478436,1.4506887514252722,1.745058901266531,2.8947875878927363
KOSDAQ,4,3,REPAIR_MID,KMEANS,NEXT_UP,0.10714285714285715,0.07096774193548389,1.0,68,20,0.9694014309159047,1.1042917962922074,2.5893023525989936,2.601248500244985
KOSDAQ,4,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.05634071810542397,-0.0967741935483871,1.0,68,20,0.9694014309159047,1.1042917962922074,2.5893023525989936,2.601248500244985
KOSDAQ,4,3,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.00035913470855296597,0.018439924149627834,0.0,68,20,0.9694014309159047,1.1042917962922074,2.5893023525989936,2.601248500244985
KOSDAQ,4,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.005298707210249255,0.02376667834132295,1.0,68,20,0.9694014309159047,1.1042917962922074,2.5893023525989936,2.601248500244985
KOSDAQ,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.1904490106544901,0.2175925925925926,1.0,72,24,1.376351918112816,1.7551480982606626,2.0990506838055376,2.1314028948379575
KOSDAQ,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.12557077625570776,-0.046296296296296294,1.0,72,24,1.376351918112816,1.7551480982606626,2.0990506838055376,2.1314028948379575
KOSDAQ,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.009301878113608665,-0.01572610970475921,1.0,72,24,1.376351918112816,1.7551480982606626,2.0990506838055376,2.1314028948379575
KOSDAQ,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,8.921642004587615e-05,0.00334901198600078,1.0,72,24,1.376351918112816,1.7551480982606626,2.0990506838055376,2.1314028948379575
KOSDAQ,4,4,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,48,10,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554
KOSDAQ,4,4,STRONG,KMEANS,NEXT_DOWN,0.031746031746031744,-0.1166666666666667,0.0,48,10,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554
KOSDAQ,4,4,STRONG,KMEANS,MKT_FWD_20D,-0.026001185802252302,-0.015234226573208502,1.0,48,10,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554
KOSDAQ,4,4,STRONG,KMEANS,MKT_FWD_DD20,-0.02366702367800503,-0.017389164907852646,1.0,48,10,0.3076665529341875,1.4314961927127072,2.2190172469215996,3.7369091454733554
KOSDAQ,4,4,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,45,9,0.6353964721389683,1.1292799077010653,1.8111557309568378,2.5750439332516657
KOSDAQ,4,4,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.1797979797979798,0.05128205128205132,0.0,45,9,0.6353964721389683,1.1292799077010653,1.8111557309568378,2.5750439332516657
KOSDAQ,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.007235570746197718,-0.00725586914762473,1.0,45,9,0.6353964721389683,1.1292799077010653,1.8111557309568378,2.5750439332516657
KOSDAQ,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.002145504905416866,-0.01668770511294971,1.0,45,9,0.6353964721389683,1.1292799077010653,1.8111557309568378,2.5750439332516657
KOSDAQ,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.1394957983193277,0.14285714285714285,1.0,34,9,1.057289724802978,1.4539470464694797,1.7175693309137354,3.004096769897756
KOSDAQ,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,0.02857142857142857,0.0,0.0,34,9,1.057289724802978,1.4539470464694797,1.7175693309137354,3.004096769897756
KOSDAQ,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.00853624410452646,-0.010312373278264182,1.0,34,9,1.057289724802978,1.4539470464694797,1.7175693309137354,3.004096769897756
KOSDAQ,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.007277852962540576,0.01588041363525869,0.0,34,9,1.057289724802978,1.4539470464694797,1.7175693309137354,3.004096769897756
KOSDAQ,5,3,REPAIR_MID,KMEANS,NEXT_UP,0.03761574074074073,-0.023529411764705882,0.0,54,17,1.073155412436929,1.0267596864863862,2.549696440221513,2.819188983495849
KOSDAQ,5,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.06655092592592593,-0.1,1.0,54,17,1.073155412436929,1.0267596864863862,2.549696440221513,2.819188983495849
KOSDAQ,5,3,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.010657354835507015,0.030245383179411178,0.0,54,17,1.073155412436929,1.0267596864863862,2.549696440221513,2.819188983495849
KOSDAQ,5,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.0050260611220466975,0.031531940250862325,1.0,54,17,1.073155412436929,1.0267596864863862,2.549696440221513,2.819188983495849
KOSDAQ,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.21543778801843316,0.23308270676691728,1.0,56,19,1.4896951499788962,1.6835330570271583,2.0568210814990042,2.0122558623986113
KOSDAQ,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.06221198156682027,-0.06954887218045112,1.0,56,19,1.4896951499788962,1.6835330570271583,2.0568210814990042,2.0122558623986113
KOSDAQ,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.012825201717044219,-0.03387079321131768,1.0,56,19,1.4896951499788962,1.6835330570271583,2.0568210814990042,2.0122558623986113
KOSDAQ,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.008492636113448339,-0.03168546663412031,1.0,56,19,1.4896951499788962,1.6835330570271583,2.0568210814990042,2.0122558623986113
KOSDAQ,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.08196721311475409,0.1,1.0,47,8,0.5408442717202459,0.4649501126322931,1.7998762455394317,1.423279216322288
KOSDAQ,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.12731077781653297,0.15000000000000002,0.0,47,8,0.5408442717202459,0.4649501126322931,1.7998762455394317,1.423279216322288
KOSDAQ,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.00470454377261535,-0.008866467661162012,0.0,47,8,0.5408442717202459,0.4649501126322931,1.7998762455394317,1.423279216322288
KOSDAQ,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.006153994854972776,-0.016577285932951893,0.0,47,8,0.5408442717202459,0.4649501126322931,1.7998762455394317,1.423279216322288
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,NEXT_UP,0.20564971751412428,0.18095238095238095,1.0,59,21,1.005082533569404,1.2200965341334795,2.482224667293751,3.0769345846882
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.08832391713747645,-0.11428571428571428,1.0,59,21,1.005082533569404,1.2200965341334795,2.482224667293751,3.0769345846882
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.006638471079908639,0.02486086025327945,0.0,59,21,1.005082533569404,1.2200965341334795,2.482224667293751,3.0769345846882
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,-0.002913838049372737,0.02440151596880359,0.0,59,21,1.005082533569404,1.2200965341334795,2.482224667293751,3.0769345846882
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.20057720057720058,0.1891891891891892,1.0,72,19,1.5912790850411116,1.5300718913283395,2.100600788545045,2.302309742082514
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.09992784992784993,-0.13086770981507823,1.0,72,19,1.5912790850411116,1.5300718913283395,2.100600788545045,2.302309742082514
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.002762928161621341,0.010466335994947232,0.0,72,19,1.5912790850411116,1.5300718913283395,2.100600788545045,2.302309742082514
KOSDAQ_PLUS_KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.009453301677478265,0.014800164188381919,1.0,72,19,1.5912790850411116,1.5300718913283395,2.100600788545045,2.302309742082514
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,67,12,0.8326294704506918,1.0496160853984533,2.330924467276255,3.3468338710107726
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,KMEANS,NEXT_DOWN,-0.06135986733001658,0.1333333333333333,0.0,67,12,0.8326294704506918,1.0496160853984533,2.330924467276255,3.3468338710107726
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,KMEANS,MKT_FWD_20D,-0.006486864620494476,-0.004468128568464934,1.0,67,12,0.8326294704506918,1.0496160853984533,2.330924467276255,3.3468338710107726
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,KMEANS,MKT_FWD_DD20,-0.009441815984845232,-0.0004363299093701478,1.0,67,12,0.8326294704506918,1.0496160853984533,2.330924467276255,3.3468338710107726
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,68,12,0.8674648284943788,1.276828872708425,2.0458670695666763,2.602276106264142
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.14043082021541012,0.1333333333333333,0.0,68,12,0.8674648284943788,1.276828872708425,2.0458670695666763,2.602276106264142
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.020847017779398003,0.0005408464330801405,0.0,68,12,0.8674648284943788,1.276828872708425,2.0458670695666763,2.602276106264142
KOSDAQ_PLUS_KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.01587972998319549,0.0021447549549969552,0.0,68,12,0.8674648284943788,1.276828872708425,2.0458670695666763,2.602276106264142
KOSDAQ_PLUS_KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.15151515151515152,0.16666666666666669,1.0,33,8,1.311337351561315,1.4320923260107103,1.6023960012559308,2.700224835815297
KOSDAQ_PLUS_KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.030303030303030304,0.0,0.0,33,8,1.311337351561315,1.4320923260107103,1.6023960012559308,2.700224835815297
KOSDAQ_PLUS_KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.03066792290438965,-0.025123338857081404,1.0,33,8,1.311337351561315,1.4320923260107103,1.6023960012559308,2.700224835815297
KOSDAQ_PLUS_KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.008758952634563937,0.005248549705031989,0.0,33,8,1.311337351561315,1.4320923260107103,1.6023960012559308,2.700224835815297
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,NEXT_UP,0.16152116131670413,0.1532258064516129,1.0,67,24,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.04988754855857697,-0.12903225806451613,1.0,67,24,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.009750807585143783,0.018616504596827968,0.0,67,24,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,-0.01095716107492746,0.0222160625215289,0.0,67,24,1.022125977586132,1.1426942909124196,2.4323436441028803,2.9208681385950688
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.13071895424836602,0.15333333333333332,1.0,68,25,1.5459457624023276,1.6180950795208093,2.082123180850627,2.0410691735927515
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.119281045751634,-0.08666666666666667,1.0,68,25,1.5459457624023276,1.6180950795208093,2.082123180850627,2.0410691735927515
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.0011361895151948843,-0.014247371828661096,0.0,68,25,1.5459457624023276,1.6180950795208093,2.082123180850627,2.0410691735927515
