universe,base_k,base_rank,base_role,factor_method,outcome,train_diff,valid_diff,same_sign,train_n_min,valid_n_min,train_base_dist,valid_base_dist,train_factor_dist,valid_factor_dist
KOSDAQ_PLUS_KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.012794852446379942,0.0003446098812677906,1.0,68,25,1.5459457624023276,1.6180950795208093,2.082123180850627,2.0410691735927515
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,59,9,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,KMEANS,NEXT_DOWN,-0.0034974441754103136,-0.16666666666666669,1.0,59,9,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,KMEANS,MKT_FWD_20D,-0.009128010816906926,-0.009695548004602431,1.0,59,9,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,KMEANS,MKT_FWD_DD20,-0.011346567054320342,-0.013524966139027997,1.0,59,9,0.7642643224100907,1.415744338567445,2.376899638295113,3.7902177946143727
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,57,10,0.8760683639379302,1.3499316432235564,2.0063108658646907,2.6154310483906738
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.15519568151147095,-0.13636363636363635,1.0,57,10,0.8760683639379302,1.3499316432235564,2.0063108658646907,2.6154310483906738
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.016022805548619876,0.010923002320744727,0.0,57,10,0.8760683639379302,1.3499316432235564,2.0063108658646907,2.6154310483906738
KOSDAQ_PLUS_KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.014898470291654448,4.332327430134342e-08,0.0,57,10,0.8760683639379302,1.3499316432235564,2.0063108658646907,2.6154310483906738
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,KMEANS,NEXT_UP,0.11282051282051281,0.14727272727272728,1.0,60,22,1.3024308118177046,1.0956912490587576,2.460066206601373,3.1995574005750003
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,KMEANS,NEXT_DOWN,-0.039743589743589755,-0.12,1.0,60,22,1.3024308118177046,1.0956912490587576,2.460066206601373,3.1995574005750003
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.001567599503328211,0.023110672580038176,0.0,60,22,1.3024308118177046,1.0956912490587576,2.460066206601373,3.1995574005750003
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,KMEANS,MKT_FWD_DD20,-0.006672309773461872,0.026174054571587228,0.0,60,22,1.3024308118177046,1.0956912490587576,2.460066206601373,3.1995574005750003
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.15668202764976957,0.23333333333333334,1.0,62,17,1.7736266792199022,1.8437641915206457,2.0569537322226608,2.3975570321802264
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.11367127496159754,0.00784313725490196,0.0,62,17,1.7736266792199022,1.8437641915206457,2.0569537322226608,2.3975570321802264
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.00378950907477253,-0.005143171649259109,0.0,62,17,1.7736266792199022,1.8437641915206457,2.0569537322226608,2.3975570321802264
KOSDAQ_PLUS_KOSPI_EX_K200,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.010405334697032614,-0.001487253013239813,0.0,62,17,1.7736266792199022,1.8437641915206457,2.0569537322226608,2.3975570321802264
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,48,11,0.7480895463497854,1.0355303797895774,2.350336428860545,3.1498406753294814
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,KMEANS,NEXT_DOWN,-0.0013440860215053752,0.14393939393939398,0.0,48,11,0.7480895463497854,1.0355303797895774,2.350336428860545,3.1498406753294814
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,KMEANS,MKT_FWD_20D,-0.012226288055185486,-0.002191087693388844,1.0,48,11,0.7480895463497854,1.0355303797895774,2.350336428860545,3.1498406753294814
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,KMEANS,MKT_FWD_DD20,-0.011489664465251972,-0.009098036444418055,1.0,48,11,0.7480895463497854,1.0355303797895774,2.350336428860545,3.1498406753294814
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,51,11,1.090728787706982,1.522986037941363,2.055515118853342,2.395121996777565
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.1522100365569957,0.03030303030303033,0.0,51,11,1.090728787706982,1.522986037941363,2.055515118853342,2.395121996777565
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.0236759072789229,0.010048235911559955,0.0,51,11,1.090728787706982,1.522986037941363,2.055515118853342,2.395121996777565
KOSDAQ_PLUS_KOSPI_EX_K200,5,5,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.018822964142948508,-6.11787022754412e-05,1.0,51,11,1.090728787706982,1.522986037941363,2.055515118853342,2.395121996777565
KOSPI_ALL,3,2,REPAIR_MID,KMEANS,NEXT_UP,0.23214285714285715,0.23460410557184752,1.0,24,11,1.1172530661442308,0.7211323511194319,3.55133302897688,2.746504512046843
KOSPI_ALL,3,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.008928571428571428,-0.03225806451612903,1.0,24,11,1.1172530661442308,0.7211323511194319,3.55133302897688,2.746504512046843
KOSPI_ALL,3,2,REPAIR_MID,KMEANS,MKT_FWD_20D,0.011657456332933835,-0.0055089494834437164,0.0,24,11,1.1172530661442308,0.7211323511194319,3.55133302897688,2.746504512046843
KOSPI_ALL,3,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.005961149970947571,0.00015435739920694608,1.0,24,11,1.1172530661442308,0.7211323511194319,3.55133302897688,2.746504512046843
KOSPI_ALL,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.04411764705882351,-0.03661327231121281,0.0,68,19,1.123030845459075,0.6579021665349482,2.128078897015445,1.7905497276751587
KOSPI_ALL,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.014705882352941176,0.043478260869565216,0.0,68,19,1.123030845459075,0.6579021665349482,2.128078897015445,1.7905497276751587
KOSPI_ALL,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.0098029250318595,-0.03283898034377852,1.0,68,19,1.123030845459075,0.6579021665349482,2.128078897015445,1.7905497276751587
KOSPI_ALL,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.002987219634831721,-0.007707781882752507,1.0,68,19,1.123030845459075,0.6579021665349482,2.128078897015445,1.7905497276751587
KOSPI_ALL,3,3,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,69,26,0.7890942579968416,0.4649017477367029,2.7111725684127816,2.9478300476466877
KOSPI_ALL,3,3,STRONG,KMEANS,NEXT_DOWN,-0.007776599505125492,-0.06318681318681318,1.0,69,26,0.7890942579968416,0.4649017477367029,2.7111725684127816,2.9478300476466877
KOSPI_ALL,3,3,STRONG,KMEANS,MKT_FWD_20D,0.005522624604463848,0.001369056089463641,1.0,69,26,0.7890942579968416,0.4649017477367029,2.7111725684127816,2.9478300476466877
KOSPI_ALL,3,3,STRONG,KMEANS,MKT_FWD_DD20,0.0017997464856596979,0.001958173647477513,1.0,69,26,0.7890942579968416,0.4649017477367029,2.7111725684127816,2.9478300476466877
KOSPI_ALL,3,3,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,96,22,0.8442461621540933,0.48175700820416023,1.8931673675748408,1.7473493364527102
KOSPI_ALL,3,3,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.020833333333333343,0.019886363636363646,0.0,96,22,0.8442461621540933,0.48175700820416023,1.8931673675748408,1.7473493364527102
KOSPI_ALL,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_20D,0.007133192480428232,-0.002020766355438939,0.0,96,22,0.8442461621540933,0.48175700820416023,1.8931673675748408,1.7473493364527102
KOSPI_ALL,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,0.002059278153101071,-0.0055851257073436765,0.0,96,22,0.8442461621540933,0.48175700820416023,1.8931673675748408,1.7473493364527102
KOSPI_ALL,4,2,REPAIR_MID,KMEANS,NEXT_UP,0.1035294117647059,0.1875,1.0,25,8,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385
KOSPI_ALL,4,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.014705882352941176,0.0,0.0,25,8,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385
KOSPI_ALL,4,2,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.005358426291035641,-0.010343398576966895,1.0,25,8,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385
KOSPI_ALL,4,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.0055168212447620005,-0.00959176208995155,0.0,25,8,1.268314939651236,1.0345874126132444,2.9935958802183547,3.1192839386654385
KOSPI_ALL,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.017113783533765026,0.2727272727272727,1.0,46,11,1.0516801040375743,1.2810585254388918,1.827934526377354,2.088176572111683
KOSPI_ALL,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.021739130434782608,0.0,0.0,46,11,1.0516801040375743,1.2810585254388918,1.827934526377354,2.088176572111683
KOSPI_ALL,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.005658808649909934,-0.012501211263379972,1.0,46,11,1.0516801040375743,1.2810585254388918,1.827934526377354,2.088176572111683
KOSPI_ALL,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.0003669461641679084,-0.010918218526145971,0.0,46,11,1.0516801040375743,1.2810585254388918,1.827934526377354,2.088176572111683
KOSPI_ALL,4,3,REPAIR_MID,KMEANS,NEXT_UP,0.013186813186813195,-0.05069124423963134,0.0,45,21,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185
KOSPI_ALL,4,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.07619047619047618,-0.12903225806451613,1.0,45,21,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185
KOSPI_ALL,4,3,REPAIR_MID,KMEANS,MKT_FWD_20D,0.02117459756955709,-0.012662530063312296,0.0,45,21,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185
KOSPI_ALL,4,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.008475564143488497,-0.009656991121986338,0.0,45,21,1.1920975098370759,1.0007788970023541,2.8536129661513,3.103589035155185
KOSPI_ALL,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.14705882352941177,0.07646176911544228,1.0,68,23,0.7499071680473581,0.8461072015207401,1.990797443693852,2.2041583810254486
KOSPI_ALL,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.02941176470588236,-0.017991004497751123,1.0,68,23,0.7499071680473581,0.8461072015207401,1.990797443693852,2.2041583810254486
KOSPI_ALL,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.016590353964993945,-0.021045253822233673,0.0,68,23,0.7499071680473581,0.8461072015207401,1.990797443693852,2.2041583810254486
KOSPI_ALL,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.011865177840895545,-0.0036369815588833676,0.0,68,23,0.7499071680473581,0.8461072015207401,1.990797443693852,2.2041583810254486
KOSPI_ALL,4,4,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,44,10,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533
KOSPI_ALL,4,4,STRONG,KMEANS,NEXT_DOWN,0.027272727272727282,-0.13636363636363635,0.0,44,10,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533
KOSPI_ALL,4,4,STRONG,KMEANS,MKT_FWD_20D,-0.004017588406795804,0.018093640781071618,0.0,44,10,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533
KOSPI_ALL,4,4,STRONG,KMEANS,MKT_FWD_DD20,-0.0047832784023065095,0.011212550831406567,0.0,44,10,0.5214424298238584,0.6271541612022632,2.6464098047531563,3.1089827511596533
KOSPI_ALL,4,4,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,43,9,0.7223794901969547,0.5927216209726383,1.8082758826551595,1.7931588760378911
KOSPI_ALL,4,4,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.16320598006644516,-0.027777777777777735,1.0,43,9,0.7223794901969547,0.5927216209726383,1.8082758826551595,1.7931588760378911
KOSPI_ALL,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.0013071925606887942,0.017323364896651466,0.0,43,9,0.7223794901969547,0.5927216209726383,1.8082758826551595,1.7931588760378911
KOSPI_ALL,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.0013126234453426783,0.007954969134173092,0.0,43,9,0.7223794901969547,0.5927216209726383,1.8082758826551595,1.7931588760378911
KOSPI_ALL,5,2,REPAIR_MID,KMEANS,NEXT_UP,0.0842293906810036,0.25,1.0,18,8,1.5119867416968318,1.0835448045345144,3.1216721175276567,4.404253359667357
KOSPI_ALL,5,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.016129032258064516,0.0,0.0,18,8,1.5119867416968318,1.0835448045345144,3.1216721175276567,4.404253359667357
KOSPI_ALL,5,2,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.0011690590721263197,-0.0055118526604546894,1.0,18,8,1.5119867416968318,1.0835448045345144,3.1216721175276567,4.404253359667357
KOSPI_ALL,5,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.005859743740241896,-0.007289139265827881,0.0,18,8,1.5119867416968318,1.0835448045345144,3.1216721175276567,4.404253359667357
KOSPI_ALL,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,-0.0027472527472527375,0.18181818181818182,0.0,28,11,0.7412210755314044,1.3684033994132039,1.7155644037578137,3.025132862754253
KOSPI_ALL,5,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,0.019230769230769232,0.0,0.0,28,11,0.7412210755314044,1.3684033994132039,1.7155644037578137,3.025132862754253
KOSPI_ALL,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.022469417367043245,-0.026919976843544545,1.0,28,11,0.7412210755314044,1.3684033994132039,1.7155644037578137,3.025132862754253
KOSPI_ALL,5,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,-0.019084688982680283,-0.019138282126325724,1.0,28,11,0.7412210755314044,1.3684033994132039,1.7155644037578137,3.025132862754253
KOSPI_ALL,5,3,REPAIR_MID,KMEANS,NEXT_UP,-0.05369532428355961,-0.04895104895104896,1.0,39,22,0.47186585766607586,1.1390644743893585,2.8094821257562215,3.029740056521488
KOSPI_ALL,5,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.01508295625942685,-0.03146853146853147,1.0,39,22,0.47186585766607586,1.1390644743893585,2.8094821257562215,3.029740056521488
KOSPI_ALL,5,3,REPAIR_MID,KMEANS,MKT_FWD_20D,0.02053831367358261,-0.019822939872030456,0.0,39,22,0.47186585766607586,1.1390644743893585,2.8094821257562215,3.029740056521488
KOSPI_ALL,5,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.010804455690330023,-0.01464486560759989,0.0,39,22,0.47186585766607586,1.1390644743893585,2.8094821257562215,3.029740056521488
KOSPI_ALL,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.12903225806451613,0.08348457350272234,1.0,62,19,0.7108843525900956,1.3389467555361274,2.0204500456892203,2.2991138494554915
KOSPI_ALL,5,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,0.0,0.01633393829401089,0.0,62,19,0.7108843525900956,1.3389467555361274,2.0204500456892203,2.2991138494554915
KOSPI_ALL,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.013493274366863945,-0.036458252796979514,0.0,62,19,0.7108843525900956,1.3389467555361274,2.0204500456892203,2.2991138494554915
KOSPI_ALL,5,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.009145859760346133,-0.013836923943323361,0.0,62,19,0.7108843525900956,1.3389467555361274,2.0204500456892203,2.2991138494554915
KOSPI_ALL,5,4,REPAIR_MID,KMEANS,NEXT_UP,0.022328548644338114,0.0,0.0,38,11,0.7189174712719666,0.5839110251023941,2.7577832976309544,3.3370906875609756
KOSPI_ALL,5,4,REPAIR_MID,KMEANS,NEXT_DOWN,0.0015948963317384268,-0.19393939393939397,0.0,38,11,0.7189174712719666,0.5839110251023941,2.7577832976309544,3.3370906875609756
KOSPI_ALL,5,4,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.0044642429352063214,0.01793219431448455,0.0,38,11,0.7189174712719666,0.5839110251023941,2.7577832976309544,3.3370906875609756
KOSPI_ALL,5,4,REPAIR_MID,KMEANS,MKT_FWD_DD20,-0.001191531839202141,0.014964325392154927,0.0,38,11,0.7189174712719666,0.5839110251023941,2.7577832976309544,3.3370906875609756
KOSPI_ALL,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.03699593044765076,0.0,0.0,51,13,0.4337475561106977,0.9361115345764024,1.7485881192185742,1.6676395950532685
KOSPI_ALL,5,4,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.08805031446540879,0.0,0.0,51,13,0.4337475561106977,0.9361115345764024,1.7485881192185742,1.6676395950532685
KOSPI_ALL,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.003856893193870862,0.01053019784503967,0.0,51,13,0.4337475561106977,0.9361115345764024,1.7485881192185742,1.6676395950532685
KOSPI_ALL,5,4,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.0005820130807102919,0.007356916930143519,1.0,51,13,0.4337475561106977,0.9361115345764024,1.7485881192185742,1.6676395950532685
KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,NEXT_UP,0.0634674922600619,0.23246753246753246,1.0,57,22,0.7744144558033633,0.6447071665560062,2.678931333614293,2.471485048473094
KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.06501547987616099,-0.08571428571428572,1.0,57,22,0.7744144558033633,0.6447071665560062,2.678931333614293,2.471485048473094
KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,MKT_FWD_20D,0.024594953697536143,-0.0039033247531984707,0.0,57,22,0.7744144558033633,0.6447071665560062,2.678931333614293,2.471485048473094
KOSPI_EX_K200,3,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.010951395284722366,-0.0009437014437704699,0.0,57,22,0.7744144558033633,0.6447071665560062,2.678931333614293,2.471485048473094
KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.09014308426073131,0.21168831168831165,1.0,74,22,1.3666232459512775,1.1912490483713452,1.9395350973000758,1.7356211684061928
KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.10158982511923689,-0.062337662337662345,1.0,74,22,1.3666232459512775,1.1912490483713452,1.9395350973000758,1.7356211684061928
KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.004608819087766117,-0.004518998526918848,0.0,74,22,1.3666232459512775,1.1912490483713452,1.9395350973000758,1.7356211684061928
KOSPI_EX_K200,3,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.013749794359896754,0.009646680521774937,1.0,74,22,1.3666232459512775,1.1912490483713452,1.9395350973000758,1.7356211684061928
KOSPI_EX_K200,3,3,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,35,14,1.2717215359707197,0.8575841794480692,2.881509674998029,3.3938704171645284
KOSPI_EX_K200,3,3,STRONG,KMEANS,NEXT_DOWN,0.09060150375939849,-0.06722689075630256,0.0,35,14,1.2717215359707197,0.8575841794480692,2.881509674998029,3.3938704171645284
KOSPI_EX_K200,3,3,STRONG,KMEANS,MKT_FWD_20D,-0.002063617433422432,-0.004835066360864745,1.0,35,14,1.2717215359707197,0.8575841794480692,2.881509674998029,3.3938704171645284
KOSPI_EX_K200,3,3,STRONG,KMEANS,MKT_FWD_DD20,-0.00857460078409553,-0.004307911123090334,1.0,35,14,1.2717215359707197,0.8575841794480692,2.881509674998029,3.3938704171645284
KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,47,15,1.2605664779523782,0.8037439060834675,1.916952751822966,1.7277823043417544
KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.11602393617021278,-0.020833333333333315,1.0,47,15,1.2605664779523782,0.8037439060834675,1.916952751822966,1.7277823043417544
KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.000509329976180097,0.0002605206311741396,0.0,47,15,1.2605664779523782,0.8037439060834675,1.916952751822966,1.7277823043417544
KOSPI_EX_K200,3,3,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,0.0005316295638575878,0.006690684171280985,1.0,47,15,1.2605664779523782,0.8037439060834675,1.916952751822966,1.7277823043417544
KOSPI_EX_K200,4,2,REPAIR_MID,KMEANS,NEXT_UP,0.07434210526315788,0.2417582417582418,1.0,38,13,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454
KOSPI_EX_K200,4,2,REPAIR_MID,KMEANS,NEXT_DOWN,-0.0875,-0.14285714285714285,1.0,38,13,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454
KOSPI_EX_K200,4,2,REPAIR_MID,KMEANS,MKT_FWD_20D,0.014166803740192354,-0.0035414527063126816,0.0,38,13,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454
KOSPI_EX_K200,4,2,REPAIR_MID,KMEANS,MKT_FWD_DD20,0.008725320672058834,0.01255124075628821,1.0,38,13,0.612769707033969,0.6989032893748875,2.641245806136186,2.4534023495067454
KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,0.1694915254237288,0.18245614035087718,1.0,59,15,1.455834884440389,1.0117602053470693,1.9006861527384826,1.6849146845076697
KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.05084745762711864,-0.2,1.0,59,15,1.455834884440389,1.0117602053470693,1.9006861527384826,1.6849146845076697
KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,0.008027170831856997,-0.0050671918635233895,0.0,59,15,1.455834884440389,1.0117602053470693,1.9006861527384826,1.6849146845076697
KOSPI_EX_K200,4,2,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.020007683232721674,0.012519216235758506,1.0,59,15,1.455834884440389,1.0117602053470693,1.9006861527384826,1.6849146845076697
KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,NEXT_UP,0.02172886159659898,-0.04700854700854701,0.0,29,13,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674
KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.012753897024090688,0.0982905982905983,0.0,29,13,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674
KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,MKT_FWD_20D,-0.004094411356024738,0.001896579520494203,0.0,29,13,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674
KOSPI_EX_K200,4,3,REPAIR_MID,KMEANS,MKT_FWD_DD20,-0.006314721579520954,-0.0022494527298053887,1.0,29,13,0.770407072030796,0.8132120627810253,2.7591279289352624,3.2059984921840674
KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_UP,-0.0908740854832499,-0.07983193277310927,1.0,49,14,1.135551427287932,1.1036854539116645,1.823971495714913,1.9317742802113478
KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,NEXT_DOWN,-0.07046592221794379,0.08403361344537814,0.0,49,14,1.135551427287932,1.1036854539116645,1.823971495714913,1.9317742802113478
KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_20D,-0.0005957711111724785,0.014754572158190838,0.0,49,14,1.135551427287932,1.1036854539116645,1.823971495714913,1.9317742802113478
KOSPI_EX_K200,4,3,REPAIR_MID,SCORE_MEDIAN,MKT_FWD_DD20,0.0037072180070635632,0.01562729195439897,1.0,49,14,1.135551427287932,1.1036854539116645,1.823971495714913,1.9317742802113478
KOSPI_EX_K200,4,4,STRONG,KMEANS,NEXT_UP,0.0,0.0,1.0,29,8,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025
KOSPI_EX_K200,4,4,STRONG,KMEANS,NEXT_DOWN,-0.2634836427939876,0.0,0.0,29,8,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025
KOSPI_EX_K200,4,4,STRONG,KMEANS,MKT_FWD_20D,-0.008894541662746445,0.0070667491395481185,0.0,29,8,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025
KOSPI_EX_K200,4,4,STRONG,KMEANS,MKT_FWD_DD20,-0.015189474425424128,0.013520756339977812,0.0,29,8,1.4292068939976315,1.008588288527291,2.889924064232163,3.0944304105822025
KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,NEXT_UP,0.0,0.0,1.0,34,13,1.3648229058466887,1.0620290768350789,2.5337712648140185,2.583170509201417
KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,NEXT_DOWN,-0.1764705882352941,-0.07692307692307687,1.0,34,13,1.3648229058466887,1.0620290768350789,2.5337712648140185,2.583170509201417
KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_20D,-0.01280335713964753,0.0008948209393121465,0.0,34,13,1.3648229058466887,1.0620290768350789,2.5337712648140185,2.583170509201417
KOSPI_EX_K200,4,4,STRONG,SCORE_MEDIAN,MKT_FWD_DD20,-0.014028907114314721,0.0041489447356017305,0.0,34,13,1.3648229058466887,1.0620290768350789,2.5337712648140185,2.583170509201417
KOSPI_EX_K200,5,3,REPAIR_MID,KMEANS,NEXT_UP,0.01414204902576996,0.09649122807017543,1.0,43,19,0.6795080264251078,1.0824475823487332,2.432560646128976,2.3345941308253937
KOSPI_EX_K200,5,3,REPAIR_MID,KMEANS,NEXT_DOWN,-0.06913890634820868,-0.125,1.0,43,19,0.6795080264251078,1.0824475823487332,2.432560646128976,2.3345941308253937
KOSPI_EX_K200,5,3,REPAIR_MID,KMEANS,MKT_FWD_20D,0.006120789508282657,-0.017790511994697045,0.0,43,19,0.6795080264251078,1.0824475823487332,2.432560646128976,2.3345941308253937
