date,universe,MKT_RET_20D,MKT_RET_60D,MKT_VOL_20D,MKT_DD_60D,MKT_FWD_5D,MKT_FWD_20D,MKT_FWD_DD20,MKT_FWD_VOL20,LIQ_5D_20D,LIQ_1D_20D,n_factors,RELATIVE_WORKING_BREADTH,ABS_CONFIRMED_BREADTH,DEFENSIVE_WORKING_BREADTH,REVERSE_BREADTH,BULLISH_REVERSE_BREADTH,BEARISH_REVERSE_BREADTH,POSITIVE_ABS_BREADTH,WPLUS_FAMILY_SHARE,WMINUS_FAMILY_SHARE,RMINUS_FAMILY_SHARE,WPLUS_PAIR_SHARE,CONFLICT_PAIR_SHARE,LEADER_FAMILY,LEADER_STATE,LEADER_STRENGTH_60D,SPREAD_DISPERSION_20D,LEADER_RMINUS,GENUINE_ROTATION,DEFENSIVE_ROTATION,FAMILY_MEMBER_AGREEMENT
2016-11-10,K200,-0.00031052114364715777,-0.013267029807688124,0.14156372908249246,-0.02631288394974285,-0.017234682907399528,0.019075796781336356,-0.022508121419223093,0.12221108328318074,0.6190476190476191,0.7407407407407407,8.0,0.375,0.125,0.25,0.375,0.0,0.375,0.125,0.25,0.0,0.25,0.0,0.16666666666666666,VALUE,W+,0.13462080135768326,0.02823003920154231,0.0,0.0,0.0,0.75
2016-11-17,K200,-0.03201173127125467,-0.03624794700956535,0.14690865398825462,-0.04309407264588938,0.00162127003346677,0.036361467305891265,-0.005203812564141597,0.10766084986194198,0.5714285714285714,0.2804232804232804,8.0,0.375,0.25,0.125,0.5,0.0,0.5,0.25,0.25,0.25,0.5,0.0,0.3333333333333333,VALUE,W+,0.183591569542198,0.03829458449235505,0.0,0.0,0.0,0.75
2016-11-24,K200,-0.023245139890515576,-0.02645098000426338,0.1447918469316956,-0.041542669741023386,0.007926629773835006,0.03442017532935391,-0.0014642321878359787,0.09729357394222256,0.3052631578947368,0.2947368421052631,8.0,0.25,0.125,0.125,0.25,0.0,0.25,0.125,0.25,0.0,0.0,0.0,0.0,VALUE,W+,0.19424818824193524,0.03736669632657934,0.0,0.0,0.0,0.5
2016-12-01,K200,0.0012375584744108714,-0.018981067953185216,0.13846225085509803,-0.033945333330042016,0.027127146981251134,0.019981674397984914,-0.009317009476948024,0.10594811824462229,0.2789473684210526,0.2789473684210526,8.0,0.5,0.5,0.0,0.375,0.125,0.25,0.75,0.5,0.0,0.25,0.16666666666666666,0.3333333333333333,VALUE,W+,0.18840997666169884,0.031113529009620753,0.0,0.0,0.0,0.75
2016-12-08,K200,0.01907579678133664,0.005584057392776787,0.12221108328318073,-0.007739026395362503,-0.0005649145468155587,0.004093994090336819,-0.007922201466550427,0.061288998866179785,0.3157894736842105,0.6,8.0,0.75,0.75,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.5,0.0,VALUE,W+,0.18563464900377669,0.0449517644475066,0.0,0.0,0.0,0.75
2016-12-15,K200,0.036361467305891404,0.007402386707873854,0.10766084986194198,-0.008299569053589084,-0.0002549472868277275,0.020982185994327374,-0.0073614455073878204,0.08663959521117372,0.3789473684210526,0.3,8.0,0.625,0.625,0.0,0.375,0.25,0.125,0.875,0.5,0.0,0.25,0.16666666666666666,0.3333333333333333,VALUE,W+,0.18245647031435916,0.03560963789624494,0.0,0.0,0.0,0.75
2016-12-22,K200,0.03442017532935382,-0.0004451586045988165,0.09729357394222253,-0.008552400387804804,-0.0061420726063245255,0.015384412147063669,-0.0071083104650271345,0.09140668991213421,0.2894736842105263,0.2578947368421053,8.0,0.25,0.25,0.0,0.25,0.25,0.0,1.0,0.25,0.0,0.0,0.0,0.0,VALUE,N+,0.1981042449084881,0.017500183911168865,0.0,0.0,0.0,0.5
2016-12-29,K200,0.019981674397984595,-0.0146009299232841,0.10594811824462227,-0.011001284772434117,0.011128165669967851,0.024016301714011742,0.000296166027677236,0.09180547272803148,0.2670157068062827,0.2774869109947644,8.0,0.25,0.25,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,VALUE,N+,0.1541661620521401,0.01238639836687686,0.0,0.0,0.0,0.25
2017-01-06,K200,0.004093994090337283,0.022930146966837706,0.06128899886617972,0.0,0.016244917618355257,0.01589160168005739,-0.0005925148485527165,0.08907889862235006,0.5392670157068062,0.3036649214659686,8.0,0.125,0.125,0.0,0.625,0.625,0.0,0.875,0.0,0.0,0.25,0.0,0.0,VALUE,R-,0.1383164550160767,0.0111439508651052,1.0,0.0,0.0,0.5
2017-01-13,K200,0.02098218599432755,0.02423477235091065,0.08663959521117368,-0.005785044196128353,-0.0057362835792517,-0.0019530691706186628,-0.006200922211040072,0.06566258606826493,0.5863874345549738,0.4136125654450261,8.0,0.5,0.5,0.0,0.125,0.125,0.0,0.875,0.5,0.0,0.0,0.16666666666666666,0.0,VALUE,W+,0.1135597169163726,0.011491827079513092,0.0,0.0,0.0,0.5
2017-01-20,K200,0.015384412147063653,0.025918958050557883,0.09140668991213419,-0.01148814312135249,0.0023068180520989206,0.017347998937231855,0.00046260520962948526,0.06648265071719585,0.4031413612565445,0.3298429319371728,8.0,0.25,0.25,0.0,0.25,0.125,0.125,0.875,0.25,0.0,0.0,0.0,0.0,VALUE,N+,0.09586047172460119,0.013229541866805685,0.0,0.0,0.0,0.5
2017-01-31,K200,0.02401630171401159,0.04577046446258359,0.09180547272803144,-0.009207826125190777,0.00310572205437264,0.00897893871200806,-0.001839968370217826,0.06155430386031319,0.4031413612565445,0.3821989528795811,8.0,0.625,0.625,0.0,0.125,0.0,0.125,0.875,0.5,0.0,0.0,0.16666666666666666,0.0,VALUE,N+,0.05987895933720165,0.013677729896435255,0.0,0.0,0.0,0.75
2017-02-07,K200,0.015891601680057654,0.03950893491225571,0.08907889862235,-0.006130701019487872,-0.0016059594127979238,0.00867962801502978,-0.00493037804077312,0.07618158034440042,0.5445026178010471,0.4083769633507853,8.0,0.125,0.125,0.0,0.125,0.0,0.125,0.5,0.25,0.0,0.25,0.0,0.16666666666666666,VALUE,N-,0.0717541328092663,0.018734902538436668,0.0,0.0,0.0,0.5
2017-02-14,K200,-0.001953069170619104,0.0560400409976578,0.06566258606826486,-0.0077268147752767025,0.01349162155728749,0.03038006606872551,0.002376892876072567,0.08508422201574059,0.518324607329843,0.4293193717277487,8.0,0.125,0.125,0.0,0.5,0.125,0.375,0.625,0.25,0.0,0.25,0.0,0.16666666666666666,VALUE,N-,0.030837959137321548,0.019252645260729843,0.0,0.0,0.0,1.0
