Date,Universe,Factor,StockCode,StockName,FactorValue,ValueStatus,SourceRow
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000050","경방","","BLANK","14"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000070","삼양홀딩스","","BLANK","15"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000080","하이트진로","-7.8174826486588","OK","16"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000100","유한양행","8.9169836652495","OK","17"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000120","CJ대한통운",".838841432618194","OK","18"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000150","두산","7.43117048625607","OK","19"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000210","DL","-11.2554112554112","OK","20"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000240","한국앤컴퍼니","","BLANK","21"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000250","삼천당제약","","BLANK","22"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000270","기아","17.9625328345405","OK","23"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000370","한화손해보험","-.271111320665763","OK","24"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000400","롯데손해보험","","BLANK","25"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000430","대원강업","","BLANK","26"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000480","CR홀딩스","","BLANK","27"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000490","대동","","BLANK","28"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000640","동아쏘시오홀딩스","1.49663600164768","OK","29"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000660","SK하이닉스","22.6048005673492","OK","30"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000670","영풍","2.53397834600323","OK","31"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000720","현대건설",".918870461676388","OK","32"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000810","삼성화재",".411603292826335","OK","33"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000880","한화","-6.46494102228047","OK","34"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A000990","DB하이텍","-1.27927802200358","OK","35"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001040","CJ","9.52135767204818E-02","OK","36"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001060","JW중외제약","14.0099972229936","OK","37"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001070","대한방직","","BLANK","38"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001080","만호제강","","BLANK","39"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001120","LX인터내셔널","1.97180203176126","OK","40"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001200","유진투자증권","","BLANK","41"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001230","동국홀딩스","-1.21319452490111","OK","42"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001250","GS글로벌","","BLANK","43"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001340","PKC","","BLANK","44"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001390","KG케미칼","","BLANK","45"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001430","세아베스틸지주","22.0203902085598","OK","46"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001440","대한전선","","BLANK","47"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001450","현대해상",".336300920220677","OK","48"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001460","BYC","","BLANK","49"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001500","현대차증권","","BLANK","50"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001510","SK증권","","BLANK","51"
"2023-05-12","ALL","OP(12MF_1M_CHG)","A001520","동양","","BLANK","52"
