Code,Name,결산월,WICS업종명(중)
A002810,삼영무역,12,소재
A002820,SUN&L,12,소재
A002840,미원상사,12,소재
A002870,신풍,12,소재
A002880,디와이에이,12,자동차와부품
A002900,TYM,12,자본재
A002920,유성기업,12,자동차와부품
A002960,한국쉘석유,12,소재
A002990,금호건설,12,자본재
A003000,부광약품,12,제약과생물공학
A003010,혜인,12,자본재
A003030,세아제강지주,12,소재
A003060,에이프로젠바이오로직스,12,제약과생물공학
A003070,코오롱글로벌,12,자본재
A003080,SB성보,12,소재
A003090,대웅,12,제약과생물공학
A003100,선광,12,운송
A003120,일성아이에스,12,제약과생물공학
A003160,디아이,12,반도체와반도체장비
A003200,일신방직,12,내구소비재와의류
A003220,대원제약,12,제약과생물공학
A003230,삼양식품,12,"식품,음료,담배"
A003240,태광산업,12,소재
A003280,흥아해운,12,운송
A003300,한일홀딩스,12,자본재
A003310,대주산업,12,"식품,음료,담배"
A003350,한국화장품제조,12,내구소비재와의류
A003380,하림지주,12,"식품,음료,담배"
A003460,유화증권,12,증권
A003470,유안타증권,12,증권
A003480,한진중공업홀딩스,12,유틸리티
A003490,대한항공,12,운송
A003520,영진약품,12,제약과생물공학
A003530,한화투자증권,12,증권
A003540,대신증권,12,증권
A003550,LG,12,자본재
A003570,SNT다이내믹스,12,자동차와부품
A003580,HLB글로벌,12,소매(유통)
A003610,방림,9,내구소비재와의류
A003620,KG모빌리티,12,자동차와부품
A003650,미창석유,12,소재
A003670,포스코퓨처엠,12,소재
A003680,한성기업,12,"식품,음료,담배"
A003690,코리안리,12,보험
A003720,삼영,12,소재
A003780,진양산업,12,소재
A003800,에이스침대,12,자본재
A003830,대한화섬,12,소재
A003850,보령,12,제약과생물공학
A003920,남양유업,12,"식품,음료,담배"
A003960,사조대림,12,"식품,음료,담배"
A004000,롯데정밀화학,12,소재
A004020,현대제철,12,소재
A004060,SG세계물산,12,내구소비재와의류
A004080,신흥,12,건강관리장비와서비스
A004090,한국석유,12,소재
A004100,태양금속,12,자동차와부품
A004140,동방,12,운송
A004150,한솔홀딩스,12,자본재
A004170,신세계,12,소매(유통)
A004250,NPC,12,소재
A004270,남성,12,기술하드웨어와장비
A004310,현대약품,11,제약과생물공학
A004360,세방,12,운송
A004370,농심,12,"식품,음료,담배"
A004380,삼익THK,12,자본재
A004410,서울식품,12,"식품,음료,담배"
A004430,송원산업,12,소재
A004440,삼일씨엔에스,12,자본재
A004450,삼화왕관,12,소재
A004490,세방전지,12,자동차와부품
A004540,깨끗한나라,12,소재
A004560,현대비앤지스틸,12,소재
A004590,한국가구,12,식품과기본식료품소매
A004650,창해에탄올,12,"식품,음료,담배"
A004690,삼천리,12,유틸리티
A004700,조광피혁,12,내구소비재와의류
A004710,한솔테크닉스,12,기술하드웨어와장비
A004720,팜젠사이언스,12,제약과생물공학
A004770,써니전자,12,기술하드웨어와장비
A004780,대륙제관,12,소재
A004800,효성,12,자본재
A004830,덕성,12,내구소비재와의류
A004840,DRB동일,12,소재
A004870,티웨이홀딩스,12,자본재
A004890,동일산업,12,소재
A004910,조광페인트,12,자본재
A004920,씨아이테크,12,기술하드웨어와장비
A004960,한신공영,12,자본재
A004970,신라교역,12,"식품,음료,담배"
A004980,성신양회,12,자본재
A004990,롯데지주,12,자본재
A005010,휴스틸,12,소재
A005030,부산주공,12,자동차와부품
A005070,코스모신소재,12,소재
A005090,SGC에너지,12,에너지
A005110,한창,12,부동산
A005160,동국산업,12,소재
A005180,빙그레,12,"식품,음료,담배"
A005250,녹십자홀딩스,12,제약과생물공학
A005290,동진쎄미켐,12,반도체와반도체장비
A005300,롯데칠성,12,"식품,음료,담배"
A005320,온타이드,12,내구소비재와의류
A005360,모나미,12,내구소비재와의류
A005380,현대차,12,자동차와부품
A005420,코스모화학,12,소재
A005430,한국공항,12,운송
A005440,현대지에프홀딩스,12,자본재
A005490,POSCO홀딩스,12,소재
A005500,삼진제약,12,제약과생물공학
A005610,삼립,12,"식품,음료,담배"
A005670,푸드웰,12,"식품,음료,담배"
A005680,삼영전자,12,전자와 전기제품
A005690,파미셀,12,소재
A005710,대원산업,12,자동차와부품
A005720,넥센,12,자동차와부품
A005740,크라운해태홀딩스,12,"식품,음료,담배"
A005750,대림바스,12,자본재
A005800,신영와코루,12,내구소비재와의류
A005810,풍산홀딩스,12,소재
A005820,원림,12,소재
A005830,DB손해보험,12,보험
A005850,에스엘,12,자동차와부품
A005860,한일사료,12,"식품,음료,담배"
A005870,휴니드,12,자본재
A005880,대한해운,12,운송
A005930,삼성전자,12,반도체와반도체장비
A005940,NH투자증권,12,증권
A005950,이수화학,12,소재
A005960,동부건설,12,자본재
A005990,매일홀딩스,12,"식품,음료,담배"
A006040,동원산업,12,"식품,음료,담배"
A006050,국영지앤엠,12,자본재
A006060,화승인더,12,내구소비재와의류
A006090,사조오양,12,"식품,음료,담배"
A006110,삼아알미늄,12,소재
