date,universe,factor,current_payoff20,future_payoff20,LOCAL_RANK20,future_rank20,local_top2,local_positive,GLOBAL_MEAN_RANK20,GLOBAL_TOP2_SHARE,GLOBAL_POSITIVE_SHARE,GLOBAL_MEAN_PAYOFF20,GLOBAL_RANK_DISPERSION20,universe_count,NEG_GLOBAL_RANK_DISPERSION20,GLOBALLY_CONFIRMED,era
2016-04-08,KOSPI_KOSDAQ_ALL,PRIVATE_FLOW,-0.0037825271069095,0.0153177304453029,0.375,1.0,False,False,0.3541666666666667,0.0,0.5,-0.007053817452886884,0.14613064930625153,6,-0.14613064930625153,False,2016_2019
2016-04-18,K200,FOREIGN_FLOW,-0.005912720605175,-0.0654902976999771,0.25,0.125,False,False,0.3958333333333333,0.0,0.16666666666666666,-0.00883785956294745,0.14613064930625153,6,-0.14613064930625153,False,2016_2019
2016-04-18,K200,MOM12_1,-0.024462697206654,0.0391298513137907,0.125,1.0,False,False,0.22916666666666666,0.0,0.0,-0.023010166320822648,0.14613064930625153,6,-0.14613064930625153,False,2016_2019
2016-04-18,K200,MOM1M,0.0063318993679881,0.0368406174953046,0.375,0.875,False,True,0.2708333333333333,0.0,0.3333333333333333,-0.028884651398421484,0.1661450169781407,6,-0.1661450169781407,False,2016_2019
2016-04-18,K200,OP12_REV,0.051333366697343,-0.012173254957841,0.75,0.5,False,True,0.7916666666666666,0.16666666666666666,1.0,0.034141586680274616,0.10206207261596577,6,-0.10206207261596577,False,2016_2019
2016-04-18,K200,OPFY1_REV,0.0597233898539251,-0.006107463280532,0.875,0.625,True,True,0.6666666666666666,0.16666666666666666,1.0,0.0244620152255854,0.12909944487358058,6,-0.12909944487358058,False,2016_2019
2016-04-18,K200,PBR12MF,0.0454034456193799,-0.0602997060037223,0.625,0.25,False,True,0.7916666666666666,0.6666666666666666,0.8333333333333334,0.0370533299528582,0.12909944487358055,6,-0.12909944487358055,True,2016_2019
2016-04-18,K200,PER12MF,0.0669687706064654,-0.0491698030096718,1.0,0.375,True,True,0.9791666666666666,1.0,1.0,0.06924621786367481,0.05103103630798288,6,-0.05103103630798288,True,2016_2019
2016-04-18,K200,PRIVATE_FLOW,0.0077261859045332,0.0122181660106091,0.5,0.75,False,True,0.375,0.0,0.3333333333333333,-0.010306904140588699,0.11180339887498948,6,-0.11180339887498948,False,2016_2019
2016-04-18,KOSDAQ,FOREIGN_FLOW,-0.0282763265615358,-0.0460529974828423,0.375,0.25,False,False,0.3958333333333333,0.0,0.16666666666666666,-0.00883785956294745,0.14613064930625153,6,-0.14613064930625153,False,2016_2019
2016-04-18,KOSDAQ,MOM12_1,-0.0270803055759442,0.0512655836717095,0.5,0.75,False,False,0.22916666666666666,0.0,0.0,-0.023010166320822648,0.14613064930625153,6,-0.14613064930625153,False,2016_2019
2016-04-18,KOSDAQ,MOM1M,-0.0905045279952722,-0.0229655751994307,0.125,0.375,False,False,0.2708333333333333,0.0,0.3333333333333333,-0.028884651398421484,0.1661450169781407,6,-0.1661450169781407,False,2016_2019
2016-04-18,KOSDAQ,OP12_REV,0.0429099538478128,0.0675219485357283,1.0,0.875,True,True,0.7916666666666666,0.16666666666666666,1.0,0.034141586680274616,0.10206207261596577,6,-0.10206207261596577,False,2016_2019
2016-04-18,KOSDAQ,OPFY1_REV,0.0167680393357332,0.0881931154971895,0.75,1.0,False,True,0.6666666666666666,0.16666666666666666,1.0,0.0244620152255854,0.12909944487358058,6,-0.12909944487358058,False,2016_2019
2016-04-18,KOSDAQ,PBR12MF,-0.0018593221522944,-0.0534970227998781,0.625,0.125,False,False,0.7916666666666666,0.6666666666666666,0.8333333333333334,0.0370533299528582,0.12909944487358055,6,-0.12909944487358055,True,2016_2019
2016-04-18,KOSDAQ,PER12MF,0.0362724121177264,0.0099078677673634,0.875,0.625,True,True,0.9791666666666666,1.0,1.0,0.06924621786367481,0.05103103630798288,6,-0.05103103630798288,True,2016_2019
2016-04-18,KOSDAQ,PRIVATE_FLOW,-0.0383033602261003,0.0004215554370077,0.25,0.5,False,False,0.375,0.0,0.3333333333333333,-0.010306904140588699,0.11180339887498948,6,-0.11180339887498948,False,2016_2019
