sample,factor,overlay,top_n,cost_bps,n_periods,annualized_return,annualized_excess,sharpe,excess_sharpe,mdd,avg_turnover,hit_rate,avg_eligible
FULL,OPFY1_REV,BASE,20,60,259,0.081003638349747,0.02531728198575256,0.46011563355772855,0.2833696306144987,-0.5008654805192929,0.4666023166023166,0.5637065637065637,171.67567567567568
FULL,OPFY1_REV,RAW_TA_W10,10,0,259,0.1874627044869639,0.12389539034507036,0.8477211866155916,0.862956443292379,-0.4024196455272949,0.505019305019305,0.5868725868725869,171.3050193050193
FULL,OPFY1_REV,RAW_TA_W10,10,30,259,0.14322405104060376,0.08195405436608816,0.6861353875609159,0.6056767668000386,-0.44945044947696455,0.505019305019305,0.5675675675675675,171.3050193050193
FULL,OPFY1_REV,RAW_TA_W10,10,60,259,0.1005616924227779,0.04150971045184848,0.5243293425422649,0.3478803277240401,-0.49285267960688584,0.505019305019305,0.5444015444015444,171.3050193050193
FULL,OPFY1_REV,RAW_TA_W10,20,0,259,0.17239932607133102,0.11192241697379601,0.8181511813061633,0.9766949157573416,-0.39222114685829546,0.4584942084942085,0.5675675675675675,171.3050193050193
FULL,OPFY1_REV,RAW_TA_W10,20,30,259,0.13265041123317034,0.07418376796813941,0.6650350320136678,0.6779083870838526,-0.4361179382217436,0.4584942084942085,0.5482625482625483,171.3050193050193
FULL,OPFY1_REV,RAW_TA_W10,20,60,259,0.09419071904949994,0.037670504500544544,0.5117761180125877,0.37802147651458884,-0.476907591091808,0.4584942084942085,0.5444015444015444,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,10,0,259,0.2061467373472634,0.1444290870409788,0.8735535054334849,0.9425884864869025,-0.42703776798012427,0.5366795366795367,0.5984555984555985,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,10,30,259,0.15846801967419233,0.09912917280980538,0.7121479103448054,0.6833225715666656,-0.4736899083916891,0.5366795366795367,0.5714285714285714,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,10,60,259,0.11259318009501684,0.05554550395146718,0.5505710525093308,0.42350192291876787,-0.5166176602556674,0.5366795366795367,0.5598455598455598,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,20,0,259,0.14443254452833743,0.08646014559674176,0.703093007762737,0.7871009672702871,-0.4060396123889485,0.46158301158301157,0.5675675675675675,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,20,30,259,0.10533357115134101,0.04929679613234761,0.5512940958479726,0.4803062639794891,-0.44329506945593233,0.46158301158301157,0.5482625482625483,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W10,20,60,259,0.06751278537573135,0.013349873409222335,0.3993935929319442,0.1730060750678976,-0.48199890819960445,0.46158301158301157,0.5366795366795367,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,10,0,259,0.20675326201542865,0.14598829606880814,0.8441527217641025,0.8775304028539812,-0.398276289643119,0.5498069498069498,0.61003861003861,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,10,30,259,0.15787940195264016,0.09949774002861544,0.6870488560549265,0.6360091586165265,-0.4488102060454622,0.5498069498069498,0.5984555984555985,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,10,60,259,0.11090191030527086,0.05481415331065809,0.5298879860819252,0.3946547692475516,-0.4951809698325208,0.5498069498069498,0.583011583011583,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,20,0,259,0.1725358081774946,0.11234583386485286,0.8066582182023012,0.9349518888346573,-0.38270599315410625,0.47335907335907335,0.5752895752895753,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,20,30,259,0.13152593742211605,0.07337163912096734,0.651832437743371,0.6417206387036019,-0.42268087437257973,0.47335907335907335,0.5637065637065637,171.3050193050193
FULL,OPFY1_REV,TURNOVER_W20,20,60,259,0.09188988220252847,0.03570542225020534,0.4968307781191741,0.3482141655355743,-0.4602160544432403,0.47335907335907335,0.5482625482625483,171.3050193050193
FULL,PBR12MF,ACT1_W10,10,0,257,0.13102623583594508,0.08073027717592374,0.5817238398613093,0.5610848233897061,-0.597452314503471,0.3256809338521401,0.5758754863813229,172.62645914396887
FULL,PBR12MF,ACT1_W10,10,30,257,0.10362996245991551,0.05454292926264892,0.49331023171053484,0.40868276882116494,-0.6175638249282192,0.3256809338521401,0.5680933852140078,172.62645914396887
FULL,PBR12MF,ACT1_W10,10,60,257,0.0768679143152271,0.02896218490969904,0.40479259512139004,0.25575128905994066,-0.6366912692441695,0.3256809338521401,0.5642023346303502,172.62645914396887
FULL,PBR12MF,ACT1_W10,20,0,257,0.11374944021345379,0.0609593693037882,0.5591983870759293,0.5180707546553762,-0.5721135785118636,0.17159533073929958,0.5758754863813229,172.62645914396887
FULL,PBR12MF,ACT1_W10,20,30,257,0.09943056806473005,0.04732039967615709,0.5069464234587047,0.41886129736745925,-0.5846794801529577,0.17159533073929958,0.5758754863813229,172.62645914396887
FULL,PBR12MF,ACT1_W10,20,60,257,0.0852872345039255,0.03384866560638078,0.4546866730789578,0.31949208340090185,-0.5968838933260214,0.17159533073929958,0.5719844357976653,172.62645914396887
FULL,PBR12MF,ACT1_W20,10,0,257,0.10990747104336163,0.05765284198713272,0.5340840393438426,0.46379783479698256,-0.5476322977535218,0.5568093385214008,0.556420233463035,172.62645914396887
FULL,PBR12MF,ACT1_W20,10,30,257,0.06427278635995348,0.01411726964491522,0.3705211426224399,0.16820325524983123,-0.5858953727026899,0.5568093385214008,0.5291828793774319,172.62645914396887
FULL,PBR12MF,ACT1_W20,10,60,257,0.020438961825276936,-0.027698187083696313,0.2068033887039758,-0.1279470989998351,-0.6209821013246167,0.5568093385214008,0.5058365758754864,172.62645914396887
FULL,PBR12MF,ACT1_W20,20,0,257,0.12249231000867677,0.06923623051042371,0.5922574543866168,0.592087198614185,-0.5453352803783387,0.34747081712062255,0.5797665369649806,172.62645914396887
FULL,PBR12MF,ACT1_W20,20,30,257,0.09346549417375027,0.0415872510000832,0.4857670986928939,0.3846924913183336,-0.5695394696721248,0.34747081712062255,0.5680933852140078,172.62645914396887
FULL,PBR12MF,ACT1_W20,20,60,257,0.06515805310687384,0.014623632635510031,0.3792667071565868,0.17668940659832033,-0.5934683541319675,0.34747081712062255,0.5525291828793775,172.62645914396887
FULL,PBR12MF,ACT5_GT1,10,0,257,0.10169765120826435,0.04742309884700413,0.509872107234901,0.38039927556899134,-0.5475997453247392,0.7186770428015564,0.5603112840466926,71.92217898832685
FULL,PBR12MF,ACT5_GT1,10,30,257,0.04360750784106404,-0.007896863419115774,0.29529206954444265,0.021579193804228635,-0.5964891552159383,0.7186770428015564,0.5369649805447471,71.92217898832685
FULL,PBR12MF,ACT5_GT1,10,60,257,-0.011542491483587325,-0.06041219273109133,0.08020862061478724,-0.3387960837952929,-0.6405365344851693,0.7186770428015564,0.5136186770428015,71.92217898832685
FULL,PBR12MF,ACT5_GT1,20,0,255,0.07799429977664984,0.021346361081605814,0.4445547878574373,0.24319042177814423,-0.533256840370665,0.7023529411764705,0.5137254901960784,72.3529411764706
FULL,PBR12MF,ACT5_GT1,20,30,255,0.022333750451023482,-0.03148464841080745,0.21092129216437125,-0.22894224552244377,-0.5825106052304413,0.7023529411764705,0.49411764705882355,72.3529411764706
FULL,PBR12MF,ACT5_GT1,20,60,255,-0.030566746497134867,-0.08169113199538636,-0.022992462504438208,-0.7014398196701845,-0.6266603604862464,0.7023529411764705,0.4745098039215686,72.3529411764706
FULL,PBR12MF,ACT5_KEEP_TOP50,10,0,257,0.12827465170112262,0.07261276256422278,0.6076042956864051,0.5441729206308514,-0.5162818102103409,0.5747081712062256,0.556420233463035,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP50,10,30,257,0.0804474364129577,0.027117967395775766,0.4344837188337153,0.25304915675042916,-0.5593805699155183,0.5747081712062256,0.5252918287937743,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP50,10,60,257,0.03456426868050433,-0.0165263613650245,0.2612420986924898,-0.03918538413648913,-0.5987112681004954,0.5747081712062256,0.5136186770428015,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP50,20,0,257,0.10903184775274744,0.053494392373859556,0.5635713025026438,0.4973945530664243,-0.46508168415979,0.5505836575875487,0.5486381322957199,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP50,20,30,257,0.06394215856954855,0.010609857730678351,0.3838361938773928,0.14712662240726676,-0.5105021191302861,0.5505836575875487,0.5330739299610895,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP50,20,60,257,0.020612772712314875,-0.03059828894378358,0.20390038265379581,-0.2043679256314233,-0.5521360776403454,0.5505836575875487,0.5252918287937743,87.72762645914396
FULL,PBR12MF,ACT5_KEEP_TOP70,10,0,257,0.13350113472856173,0.07971267109265279,0.6159353219755622,0.5910020813912337,-0.5874860940383302,0.37626459143968866,0.5758754863813229,122.64980544747081
FULL,PBR12MF,ACT5_KEEP_TOP70,10,30,257,0.10181182143191592,0.04952514048590961,0.5056668961695567,0.39942609694336445,-0.6121031859546947,0.37626459143968866,0.5642023346303502,122.64980544747081
FULL,PBR12MF,ACT5_KEEP_TOP70,10,60,257,0.0709692833377622,0.020144378265195106,0.39534231419349514,0.20725457049490492,-0.6352803578790498,0.37626459143968866,0.5525291828793775,122.64980544747081
FULL,PBR12MF,ACT5_KEEP_TOP70,20,0,257,0.12565892394189926,0.06977140372579216,0.6282428908224424,0.6342989171235096,-0.5326851434673346,0.34280155642023347,0.5758754863813229,122.64980544747081
FULL,PBR12MF,ACT5_KEEP_TOP70,20,30,257,0.09698746307241146,0.042485986285240696,0.5167291719724152,0.41372487519393636,-0.5575088843940361,0.34280155642023347,0.5680933852140078,122.64980544747081
FULL,PBR12MF,ACT5_KEEP_TOP70,20,60,257,0.0690151180592582,0.01586684258478166,0.4050365054157244,0.19214320522727169,-0.5810397468903366,0.34280155642023347,0.5642023346303502,122.64980544747081
FULL,PBR12MF,ACT5_MULTIPLY,10,0,257,0.09584574153068925,0.042202106939288386,0.4865251313105632,0.34583623304808536,-0.5336418781718839,0.7042801556420234,0.5214007782101168,172.59922178988327
FULL,PBR12MF,ACT5_MULTIPLY,10,30,257,0.03905577939706606,-0.011806040779992921,0.2775822723308872,-0.0031488892475847975,-0.5779613997450588,0.7042801556420234,0.5058365758754864,172.59922178988327
FULL,PBR12MF,ACT5_MULTIPLY,10,60,257,-0.0149066159009007,-0.06312477507532466,0.06886501966140203,-0.3527575272019317,-0.6274152145819332,0.7042801556420234,0.5019455252918288,172.59922178988327
FULL,PBR12MF,ACT5_MULTIPLY,20,0,257,0.10733984822849729,0.05247393204676842,0.5533456987769854,0.4852559574973314,-0.5011760876997409,0.5470817120622569,0.5369649805447471,172.59922178988327
FULL,PBR12MF,ACT5_MULTIPLY,20,30,257,0.0625768908326032,0.009895247926401396,0.376735718976664,0.14083698381007115,-0.5438996866916832,0.5470817120622569,0.5214007782101168,172.59922178988327
FULL,PBR12MF,ACT5_MULTIPLY,20,60,257,0.019551937114404172,-0.031028788326466605,0.20005464873747417,-0.20473193161289444,-0.5830310251825399,0.5470817120622569,0.5175097276264592,172.59922178988327
FULL,PBR12MF,ACT5_W10,10,0,257,0.11388776809851664,0.06305658030846728,0.5312654436215771,0.45608702954618496,-0.5791079371368033,0.3178988326848249,0.556420233463035,172.59922178988327
FULL,PBR12MF,ACT5_W10,10,30,257,0.08749698765846214,0.03786725487021769,0.4433442904804118,0.3080229258713604,-0.6002134852246267,0.3178988326848249,0.5408560311284046,172.59922178988327
FULL,PBR12MF,ACT5_W10,10,60,257,0.06170388266045013,0.013248538884072847,0.35540843649181325,0.15971990705110728,-0.6202821980515927,0.3178988326848249,0.5330739299610895,172.59922178988327
FULL,PBR12MF,ACT5_W10,20,0,257,0.12201695648232169,0.06896103856172497,0.5889278257371784,0.5835795256380071,-0.5426086468878779,0.1630350194552529,0.5875486381322957,172.59922178988327
FULL,PBR12MF,ACT5_W10,20,30,257,0.10832404448192379,0.05590917100316761,0.5393317862564173,0.4878577017088464,-0.5550371065201689,0.1630350194552529,0.5836575875486382,172.59922178988327
FULL,PBR12MF,ACT5_W10,20,60,257,0.09479024711757167,0.043009075524677476,0.4897079099220129,0.3919213454970535,-0.5676860189460728,0.1630350194552529,0.5797665369649806,172.59922178988327
FULL,PBR12MF,ACT5_W20,10,0,257,0.12221183243976275,0.06716681376941236,0.5764041870784843,0.48804791743970327,-0.5496164359637756,0.5470817120622569,0.5603112840466926,172.59922178988327
FULL,PBR12MF,ACT5_W20,10,30,257,0.07683967348222431,0.024002899801335964,0.41596595886352006,0.2272585270012194,-0.5879315219563681,0.5470817120622569,0.5330739299610895,172.59922178988327
FULL,PBR12MF,ACT5_W20,10,60,257,0.03322810304541024,-0.017485199451001132,0.2555702420364682,-0.033895311828205786,-0.6230488959907567,0.5470817120622569,0.5058365758754864,172.59922178988327
FULL,PBR12MF,ACT5_W20,20,0,257,0.12656100358343214,0.07257821381707341,0.6059338029648659,0.6031313472778932,-0.5271709754485819,0.33988326848249023,0.5836575875486382,172.59922178988327
FULL,PBR12MF,ACT5_W20,20,30,257,0.0980882438568631,0.04544684107296293,0.5020629076302501,0.4059264964247981,-0.5525534250083111,0.33988326848249023,0.5525291828793775,172.59922178988327
FULL,PBR12MF,ACT5_W20,20,60,257,0.07030561127854429,0.01897368635908503,0.3981122875968212,0.20811467928079577,-0.5765992863776369,0.33988326848249023,0.5408560311284046,172.59922178988327
FULL,PBR12MF,BASE,10,0,259,0.11811820065414258,0.06838486634689733,0.5389936087415512,0.48554362340961277,-0.5973289012729321,0.09343629343629342,0.5675675675675675,173.1042471042471
FULL,PBR12MF,BASE,10,30,259,0.11023228731703538,0.06085419694510419,0.513634204242763,0.44188221202072747,-0.602633826170091,0.09343629343629342,0.5637065637065637,173.1042471042471
FULL,PBR12MF,BASE,10,60,259,0.10239750234491907,0.05337234433708371,0.4882824588234096,0.39826565359016275,-0.6078710604806512,0.09343629343629342,0.5637065637065637,173.1042471042471
FULL,PBR12MF,BASE,20,0,259,0.11167216462698093,0.058651433733210245,0.5496088506316503,0.5034203425532472,-0.5880632933079005,0.0723938223938224,0.5675675675675675,173.1042471042471
FULL,PBR12MF,BASE,20,30,259,0.10561014517890599,0.05287375267106942,0.5276404364626113,0.4609854767937488,-0.5922743445533578,0.0723938223938224,0.5675675675675675,173.1042471042471
FULL,PBR12MF,BASE,20,60,259,0.0995785253300352,0.04712508717706099,0.5056690860777328,0.4185680789280098,-0.5964434115918683,0.0723938223938224,0.5637065637065637,173.1042471042471
FULL,PBR12MF,RAW_TA_W10,10,0,259,0.12276822607947091,0.07248299587179385,0.5558822638282277,0.5129919327816072,-0.5745876494202372,0.13667953667953664,0.5752895752895753,172.73359073359075
FULL,PBR12MF,RAW_TA_W10,10,30,259,0.11121440498518487,0.06143480219743869,0.5184867720766407,0.448166725998705,-0.5819369597654147,0.13667953667953664,0.5752895752895753,172.73359073359075
FULL,PBR12MF,RAW_TA_W10,10,60,259,0.09977245824608172,0.05049372678291508,0.4811218462347142,0.383532371010389,-0.5891629321178735,0.13667953667953664,0.5675675675675675,172.73359073359075
FULL,PBR12MF,RAW_TA_W10,20,0,259,0.12249405201941821,0.06830999588281705,0.5913257091560686,0.5683539499152536,-0.5662309289073808,0.08416988416988419,0.583011583011583,172.73359073359075
FULL,PBR12MF,RAW_TA_W10,20,30,259,0.11538907334454085,0.061538806772124754,0.5656253550779295,0.5196156853029676,-0.571904561604492,0.08416988416988419,0.5791505791505791,172.73359073359075
FULL,PBR12MF,RAW_TA_W10,20,60,259,0.1083259602655613,0.054807592346408196,0.5399195401017574,0.4708946378692188,-0.5775056796614486,0.08416988416988419,0.5791505791505791,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,10,0,259,0.14090335905536944,0.09075860653817092,0.6071258788680722,0.6096302753859758,-0.5566280197680684,0.20270270270270271,0.6023166023166023,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,10,30,259,0.12360994503790379,0.0741978666915093,0.5531406681147862,0.5161698919809841,-0.5682981165240663,0.20270270270270271,0.5984555984555985,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,10,60,259,0.1065655089959543,0.05787599510323038,0.4991391529450402,0.42276439299338386,-0.5796689658575689,0.20270270270270271,0.5945945945945946,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,20,0,259,0.11815765656146415,0.06559872277462064,0.5695232367005442,0.5514798436642293,-0.5612778550268029,0.11930501930501931,0.5675675675675675,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,20,30,259,0.10813908608275868,0.056039456204806326,0.5338142115810339,0.48210311316591287,-0.5683290030753012,0.11930501930501931,0.5675675675675675,172.73359073359075
FULL,PBR12MF,TURNOVER_W10,20,60,259,0.09820521443705954,0.04656112342039931,0.49810230832310304,0.4127748514303767,-0.5757594507745043,0.11930501930501931,0.5637065637065637,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,10,0,259,0.14253581284784134,0.08985505072380162,0.6237903731134408,0.6189439677374743,-0.5063291915068886,0.3474903474903475,0.5945945945945946,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,10,30,259,0.11298198267970494,0.06166337696603219,0.5276410349330256,0.4540408632457968,-0.5313350267533161,0.3474903474903475,0.5868725868725869,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,10,60,259,0.0841595151273371,0.03416948677638154,0.4315280333629442,0.2891113017872861,-0.5562687289334493,0.3474903474903475,0.5791505791505791,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,20,0,259,0.12775938566689504,0.0760570082483949,0.5962496268670249,0.6282839509544846,-0.5339656137521194,0.2034749034749035,0.5868725868725869,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,20,30,259,0.11059925437761153,0.05965395075967428,0.5366122226131458,0.5095583715696996,-0.546158591964788,0.2034749034749035,0.583011583011583,172.73359073359075
FULL,PBR12MF,TURNOVER_W20,20,60,259,0.09368821170882691,0.0434894412211666,0.4769609625734031,0.3909820326638911,-0.5580402497586308,0.2034749034749035,0.5675675675675675,172.73359073359075
FULL,PER12MF,ACT1_W10,10,0,257,0.1638430074402355,0.10647646889010498,0.7362522817356334,0.7731461737179911,-0.515819155006022,0.31945525291828797,0.5719844357976653,168.0
FULL,PER12MF,ACT1_W10,10,30,257,0.13616319905086693,0.08014433970771129,0.638748305765854,0.6052442336332696,-0.5413450027669984,0.31945525291828797,0.5642023346303502,168.0
FULL,PER12MF,ACT1_W10,10,60,257,0.1091128944164017,0.05441154417697813,0.541281001163248,0.4374736025022292,-0.5668761607254859,0.31945525291828797,0.5603112840466926,168.0
FULL,PER12MF,ACT1_W10,20,0,257,0.1423484255075007,0.08570072700679843,0.6894126980249285,0.754820621909933,-0.5416973744777434,0.1772373540856031,0.5992217898832685,168.0
FULL,PER12MF,ACT1_W10,20,30,257,0.12723294703058396,0.07130984581078015,0.6321692943089742,0.6422726501184757,-0.555382056714703,0.1772373540856031,0.5953307392996109,168.0
FULL,PER12MF,ACT1_W10,20,60,257,0.11230822403641749,0.05710090209866503,0.5748520179148909,0.529355192094492,-0.5686661754917436,0.1772373540856031,0.5836575875486382,168.0
FULL,PER12MF,ACT1_W20,10,0,257,0.1785921099732699,0.12155773291907246,0.782307338876179,0.8737156073740764,-0.51650023767259,0.5478599221789884,0.5642023346303502,168.0
FULL,PER12MF,ACT1_W20,10,30,257,0.13096846903233006,0.07619653845571284,0.6171400981402395,0.5839090256509144,-0.5663932804679016,0.5478599221789884,0.5603112840466926,168.0
FULL,PER12MF,ACT1_W20,10,60,257,0.08519111926099932,0.03259574700499046,0.4519758487891942,0.29421295485028587,-0.6125888165585918,0.5478599221789884,0.5486381322957199,168.0
FULL,PER12MF,ACT1_W20,20,0,257,0.12654719527467728,0.07001368810784192,0.6357658582459242,0.6392659441757105,-0.5184339132021334,0.33949416342412453,0.6147859922178989,168.0
FULL,PER12MF,ACT1_W20,20,30,257,0.09812575267833079,0.042965756061669635,0.5240833188628042,0.41908325862898244,-0.5434109479623377,0.33949416342412453,0.6070038910505836,168.0
FULL,PER12MF,ACT1_W20,20,60,257,0.0703918646921391,0.016573432241671737,0.41224578435274756,0.19840650526642625,-0.5719771990452115,0.33949416342412453,0.5953307392996109,168.0
FULL,PER12MF,ACT5_GT1,10,0,257,0.11800482550216373,0.06162336174073291,0.585241222886832,0.49795864532721607,-0.5417065201837685,0.7330739299610896,0.5603112840466926,70.07782101167315
FULL,PER12MF,ACT5_GT1,10,30,257,0.057920004372548295,0.004446267849359753,0.35512855599518955,0.10051224747256007,-0.5946903778083032,0.7330739299610896,0.5486381322957199,70.07782101167315
FULL,PER12MF,ACT5_GT1,10,60,257,0.0009351033768771888,-0.049774597515300445,0.1245370673942328,-0.2972370679154999,-0.648443164552178,0.7330739299610896,0.5175097276264592,70.07782101167315
FULL,PER12MF,ACT5_GT1,20,0,255,0.10819062183471728,0.04781617891278467,0.5901449525278215,0.496241411290384,-0.5125845980816579,0.702549019607843,0.5803921568627451,70.49803921568628
FULL,PER12MF,ACT5_GT1,20,30,255,0.05100555708183152,-0.006358496367878663,0.34118604072079434,-0.008469113786977121,-0.5666495410084879,0.702549019607843,0.5529411764705883,70.49803921568628
FULL,PER12MF,ACT5_GT1,20,60,255,-0.0033456745060570503,-0.05784326830775266,0.09203987989692405,-0.5124758891868861,-0.6228992870262942,0.702549019607843,0.5294117647058824,70.49803921568628
FULL,PER12MF,ACT5_KEEP_TOP50,10,0,257,0.1526489432727549,0.09498147630416076,0.7082705644586715,0.7067343823809321,-0.5137894276088366,0.5754863813229572,0.5797665369649806,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP50,10,30,257,0.10375299323887965,0.04846976012719173,0.5293798068703561,0.4019049375532781,-0.5555651389348378,0.5754863813229572,0.556420233463035,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP50,10,60,257,0.056846048426711926,0.0038527254270364075,0.3504008000995217,0.0970606007045095,-0.5944246048533691,0.5754863813229572,0.5525291828793775,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP50,20,0,257,0.15012285989639396,0.09204884813377734,0.7397623767774962,0.8653662759993597,-0.4932591704320791,0.5484435797665369,0.5680933852140078,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP50,20,30,257,0.1035993929374095,0.04780190458811662,0.5544472713798654,0.4837810268243454,-0.5350597747551531,0.5484435797665369,0.5642023346303502,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP50,20,60,257,0.05888292237484016,0.005276424301185578,0.36897042600022073,0.10212513680550415,-0.5734756338891357,0.5484435797665369,0.5525291828793775,85.53307392996109
FULL,PER12MF,ACT5_KEEP_TOP70,10,0,257,0.16050605359317172,0.10200061212957556,0.7352196409301321,0.7428128631375965,-0.5585951348678035,0.37859922178988326,0.5875486381322957,119.56809338521401
FULL,PER12MF,ACT5_KEEP_TOP70,10,30,257,0.1279049089152029,0.07098180583832958,0.6176241512500078,0.5446066000040574,-0.5852056725391555,0.37859922178988326,0.5642023346303502,119.56809338521401
FULL,PER12MF,ACT5_KEEP_TOP70,10,60,257,0.0961790993359517,0.040797510606177756,0.4999381785328763,0.34655697779260897,-0.6149027870920063,0.37859922178988326,0.5525291828793775,119.56809338521401
FULL,PER12MF,ACT5_KEEP_TOP70,20,0,257,0.15451032649285557,0.0964919469232477,0.7487593891310323,0.8648131844741275,-0.5090807105238158,0.3342412451361868,0.603112840466926,119.56809338521401
FULL,PER12MF,ACT5_KEEP_TOP70,20,30,257,0.12585188772044176,0.06921786173551414,0.6378031237339404,0.6436351813659356,-0.536044901516308,0.3342412451361868,0.5797665369649806,119.56809338521401
FULL,PER12MF,ACT5_KEEP_TOP70,20,60,257,0.09787465044879173,0.042593419563201396,0.5266933324336397,0.4221410639266095,-0.5652361043911733,0.3342412451361868,0.5719844357976653,119.56809338521401
FULL,PER12MF,ACT5_MULTIPLY,10,0,257,0.1155767623990922,0.05889205699877875,0.5725275600834805,0.46066175073933285,-0.49133940661637443,0.68715953307393,0.5875486381322957,167.9727626459144
FULL,PER12MF,ACT5_MULTIPLY,10,30,257,0.05920611611537052,0.005331261985743518,0.35895272279608825,0.10869932782060462,-0.5429554528520343,0.68715953307393,0.5642023346303502,167.9727626459144
FULL,PER12MF,ACT5_MULTIPLY,10,60,257,0.005571434215519311,-0.04562709557099387,0.14543224029838847,-0.24329975983026927,-0.5948260251976349,0.68715953307393,0.5214007782101168,167.9727626459144
FULL,PER12MF,ACT5_MULTIPLY,20,0,257,0.1370160782517107,0.0789636182492297,0.6950888130459147,0.7538896820559623,-0.47567871082870994,0.5451361867704281,0.5758754863813229,167.9727626459144
FULL,PER12MF,ACT5_MULTIPLY,20,30,257,0.09126185073193716,0.035494178714431834,0.5082234130034569,0.3750616984838666,-0.520104168586004,0.5451361867704281,0.5486381322957199,167.9727626459144
FULL,PER12MF,ACT5_MULTIPLY,20,60,257,0.047275757101450155,-0.006293306769042606,0.3213024242934437,-0.004366848663704201,-0.5608341677258231,0.5451361867704281,0.5214007782101168,167.9727626459144
FULL,PER12MF,ACT5_W10,10,0,257,0.16425258600701298,0.10532262537466086,0.7473172949242978,0.7577132904012627,-0.5427987620558177,0.3042801556420234,0.5525291828793775,167.9727626459144
FULL,PER12MF,ACT5_W10,10,30,257,0.13792750524815278,0.08028064366889276,0.6532347704261431,0.6006941418020026,-0.5656721916207855,0.3042801556420234,0.5486381322957199,167.9727626459144
FULL,PER12MF,ACT5_W10,10,60,257,0.1121712986441108,0.055780887067885976,0.5590156033847494,0.44337726309446424,-0.5874246832486039,0.3042801556420234,0.5252918287937743,167.9727626459144
FULL,PER12MF,ACT5_W10,20,0,257,0.13653548438869634,0.07928480511399649,0.6774937929469559,0.7165238256688523,-0.5240798176859572,0.17392996108949418,0.603112840466926,167.9727626459144
FULL,PER12MF,ACT5_W10,20,30,257,0.12175986089553303,0.06523849480194488,0.619936274045319,0.603739548233509,-0.5378865407741832,0.17392996108949418,0.603112840466926,167.9727626459144
FULL,PER12MF,ACT5_W10,20,60,257,0.10716745427543328,0.0513665704902011,0.5623311094120921,0.4906257652618218,-0.5513008544271331,0.17392996108949418,0.603112840466926,167.9727626459144
FULL,PER12MF,ACT5_W20,10,0,257,0.12183274295739022,0.06614167190983267,0.5916791279193463,0.5163348786204326,-0.535467824925749,0.5319066147859923,0.5525291828793775,167.9727626459144
FULL,PER12MF,ACT5_W20,10,30,257,0.0777078443525343,0.024178308489176237,0.42813579674175345,0.23666084688417335,-0.5743860618264193,0.5319066147859923,0.5447470817120622,167.9727626459144
FULL,PER12MF,ACT5_W20,10,60,257,0.035247199029806,-0.016201021131146742,0.26461522835799783,-0.04311485121487917,-0.6101059654054536,0.5319066147859923,0.5252918287937743,167.9727626459144
FULL,PER12MF,ACT5_W20,20,0,257,0.14632000918245724,0.08868341312157213,0.713600669198515,0.7880183694756719,-0.5077171985531204,0.3321011673151751,0.5836575875486382,167.9727626459144
FULL,PER12MF,ACT5_W20,20,30,257,0.11802104965462323,0.06177548440192626,0.6038757326849254,0.57295793412962,-0.534177404748789,0.3321011673151751,0.5797665369649806,167.9727626459144
FULL,PER12MF,ACT5_W20,20,60,257,0.09039172131367557,0.03550507662072744,0.4940701062221254,0.3573594518086422,-0.5592426680926573,0.3321011673151751,0.5719844357976653,167.9727626459144
FULL,PER12MF,BASE,10,0,259,0.16630226160833406,0.10630422379244209,0.760104422502454,0.7801941425391079,-0.571403158106673,0.1297297297297297,0.5714285714285714,168.44015444015443
FULL,PER12MF,BASE,10,30,259,0.15497194095663946,0.09553393041081892,0.7193806340945889,0.7109923881474486,-0.580162473039862,0.1297297297297297,0.5714285714285714,168.44015444015443
