sample,factor,direction,overlay,top_n,cost_bps,n_periods,annualized_return,sharpe,mdd,avg_turnover
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,0,86,0.22642887017386593,0.7923411252109734,-0.3666693842397418,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,10,30,259,0.12490898440200549,0.5831585683086935,-0.42634191267801025,0.44671814671814675
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,30,86,0.18756276852489995,0.692486485336068,-0.3703788785221406,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,10,60,259,0.08768621128950804,0.4536850413795795,-0.49030764502708113,0.44671814671814675
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,10,60,86,0.1498761144301748,0.5925158614586871,-0.37407134848752954,0.42906976744186043
FULL,OP12_REV,HIGH,RAW_TA_W10,20,0,259,0.16936449565579004,0.7906403815199242,-0.3212738594590625,0.40250965250965254
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,20,0,86,0.21823744507535303,0.8318842569361481,-0.3212738594590625,0.40058139534883713
FULL,OP12_REV,HIGH,RAW_TA_W10,20,30,259,0.13446650572409835,0.6597635026504306,-0.3243811157153862,0.40250965250965254
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,20,30,86,0.1820889778833119,0.7256954204423351,-0.3243811157153863,0.40058139534883713
FULL,OP12_REV,HIGH,RAW_TA_W10,20,60,259,0.10056697457643993,0.5288935255365242,-0.38611543567032636,0.40250965250965254
OOS_2023_PLUS,OP12_REV,HIGH,RAW_TA_W10,20,60,86,0.14696878727083518,0.6195361160927203,-0.3274778103240541,0.40058139534883713
FULL,OP12_REV,HIGH,TURNOVER_W10,10,0,259,0.1541307824024334,0.6930668608290914,-0.406172970758657,0.4768339768339768
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,10,0,86,0.108001958014464,0.4835256182592935,-0.406172970758657,0.4848837209302326
FULL,OP12_REV,HIGH,TURNOVER_W10,10,30,259,0.11347868540149864,0.5518874465873201,-0.4100792047465456,0.4768339768339768
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,10,30,86,0.06822349375621517,0.3666143037093747,-0.4100792047465456,0.4848837209302326
FULL,OP12_REV,HIGH,TURNOVER_W10,10,60,259,0.07419847707466642,0.4104428280861678,-0.4792534476527095,0.4768339768339768
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,10,60,86,0.029813039862128132,0.24961606148791443,-0.41396567933313766,0.4848837209302326
FULL,OP12_REV,HIGH,TURNOVER_W10,20,0,259,0.15289128987145517,0.7268823351438344,-0.32923480376428915,0.40965250965250966
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,20,0,86,0.1870410616882867,0.7499694288771764,-0.32923480376428915,0.4139534883720929
FULL,OP12_REV,HIGH,TURNOVER_W10,20,30,259,0.11786725566864087,0.5944141067537885,-0.352317259213601,0.40965250965250966
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,20,30,86,0.15060649297917994,0.6379142366792405,-0.3333742531513585,0.4139534883720929
FULL,OP12_REV,HIGH,TURNOVER_W10,20,60,259,0.08386356583400789,0.4619448750782237,-0.4201785138851588,0.40965250965250966
OOS_2023_PLUS,OP12_REV,HIGH,TURNOVER_W10,20,60,86,0.11524458724763376,0.5259417238664021,-0.33749345450625345,0.4139534883720929
FULL,OP12_REV,LOW,ACT1_W10,10,0,257,-0.03615500138667871,-0.020087948931895583,-0.5404499974360452,0.6202334630350195
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,10,0,86,-0.02785216040665983,0.025801383109783874,-0.3091632574686296,0.6476744186046512
FULL,OP12_REV,LOW,ACT1_W10,10,30,257,-0.08046464157648392,-0.20640713198975294,-0.658973621950879,0.6202334630350195
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,10,30,86,-0.07452491877052714,-0.15870595259455422,-0.37594969169593273,0.6476744186046512
FULL,OP12_REV,LOW,ACT1_W10,10,60,257,-0.12281989974682028,-0.39271102507457406,-0.7753870774762839,0.6202334630350195
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,10,60,86,-0.11904693641739761,-0.34292171429205653,-0.4363999448965715,0.6476744186046512
FULL,OP12_REV,LOW,ACT1_W10,20,0,257,-0.014856280246018372,0.04480634032908813,-0.5002702226762523,0.5062256809338521
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,20,0,86,0.029556273063922278,0.24070912462844798,-0.21581757885215958,0.516860465116279
FULL,OP12_REV,LOW,ACT1_W10,20,30,257,-0.05191033197207462,-0.1272019174682678,-0.5573297608435612,0.5062256809338521
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,20,30,86,-0.009947049689083776,0.07185404398488296,-0.24776228523950405,0.516860465116279
FULL,OP12_REV,LOW,ACT1_W10,20,60,257,-0.08762688466169466,-0.29936884616120135,-0.6843731092794443,0.5062256809338521
OOS_2023_PLUS,OP12_REV,LOW,ACT1_W10,20,60,86,-0.047996060726575696,-0.09689263872388865,-0.30386474497944116,0.516860465116279
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,0,257,-0.013768199543155557,0.059335706307644794,-0.4555135356523732,0.7607003891050583
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,10,0,86,0.06847641034711094,0.3825758069481677,-0.2876973980187324,0.7651162790697674
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,30,257,-0.06907561570357978,-0.18316685278923883,-0.6701411463400496,0.7607003891050583
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,10,30,86,0.008348256805804866,0.15902918313439593,-0.32934229677567417,0.7651162790697674
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,60,257,-0.12140239312030443,-0.4252972372028388,-0.8015139737835443,0.7607003891050583
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,10,60,86,-0.0485284695568553,-0.06394755499954362,-0.3690535788216118,0.7651162790697674
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,0,257,-0.007767258585754777,0.07295596644362522,-0.5164215414792641,0.7120622568093385
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,20,0,86,0.0722703380196994,0.4215892988433199,-0.2242562683721273,0.7093023255813954
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,30,257,-0.05990635160444113,-0.17572333166481327,-0.6363558508079862,0.7120622568093385
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,20,30,86,0.016308194892273864,0.18283855146006012,-0.25541274698073557,0.7093023255813954
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,60,257,-0.10941143423703337,-0.4241976584162411,-0.7739627893220223,0.7120622568093385
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP50,20,60,86,-0.036846159743172624,-0.055781585530409225,-0.2943921928386972,0.7093023255813954
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,0,257,0.017844968516722126,0.19494493471539825,-0.4600209534196057,0.6704280155642023
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,10,0,86,0.06281887332543401,0.3652358882957544,-0.29303728324919875,0.6744186046511629
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,30,257,-0.03257370909050561,-0.009161699312964575,-0.5458014394462116,0.6704280155642023
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,10,30,86,0.00990563894144647,0.16722397980751308,-0.32910255525675947,0.6744186046511629
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,60,257,-0.08059429765082393,-0.2130076338904411,-0.6915215093842083,0.6704280155642023
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,10,60,86,-0.04047845568375308,-0.030339508167622837,-0.36339997704814375,0.6744186046511629
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,0,257,0.018796596177082847,0.19522776245430565,-0.4504022579620376,0.6145914396887159
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,20,0,86,0.07378650487001881,0.42648188108356255,-0.20663489804001334,0.6197674418604651
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,30,257,-0.027503797849243283,-0.016889120869936682,-0.536189274418607,0.6145914396887159
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,20,30,86,0.024632665887739824,0.2194547770389984,-0.24502031660962753,0.6197674418604651
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,60,257,-0.07178263337596003,-0.2290633236078477,-0.6599388120217644,0.6145914396887159
OOS_2023_PLUS,OP12_REV,LOW,ACT5_KEEP_TOP70,20,60,86,-0.022359961234900028,0.012740538914109489,-0.28162029126440513,0.6197674418604651
FULL,OP12_REV,LOW,ACT5_W10,10,0,257,-0.01649243567490455,0.05576662727398843,-0.5436967432266151,0.6171206225680934
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,10,0,86,0.021212931208759223,0.20984176176741737,-0.2758449903806772,0.6290697674418605
FULL,OP12_REV,LOW,ACT5_W10,10,30,257,-0.06145499168517188,-0.13391069806402717,-0.6286699956554199,0.6171206225680934
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,10,30,86,-0.026381909508263357,0.028302413384294605,-0.31322849003196107,0.6290697674418605
FULL,OP12_REV,LOW,ACT5_W10,10,60,257,-0.10444422251635266,-0.323525674011837,-0.7538648783791992,0.6171206225680934
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,10,60,86,-0.07184687206545182,-0.15275871476599537,-0.3757815677502292,0.6290697674418605
FULL,OP12_REV,LOW,ACT5_W10,20,0,257,-0.01894023379910914,0.024628728310110103,-0.5327889388698874,0.5110894941634241
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,20,0,86,0.020111355824868893,0.20065952302513132,-0.24260017573982773,0.513953488372093
FULL,OP12_REV,LOW,ACT5_W10,20,30,257,-0.05619845299070714,-0.15032648394845233,-0.5968553554274179,0.5110894941634241
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,20,30,86,-0.018842329246117395,0.031024855018207093,-0.27357826606880753,0.513953488372093
FULL,OP12_REV,LOW,ACT5_W10,20,60,257,-0.09209895729877293,-0.32541805571132515,-0.7101695860431356,0.5110894941634241
OOS_2023_PLUS,OP12_REV,LOW,ACT5_W10,20,60,86,-0.05636952173215348,-0.1384018768113507,-0.32245835255223865,0.513953488372093
FULL,OP12_REV,LOW,BASE,10,0,259,-0.002983308476626978,0.11351667834539797,-0.46385188414258827,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,BASE,10,0,86,-0.02537858622000433,0.02200288929930744,-0.3259453809332509,0.572093023255814
FULL,OP12_REV,LOW,BASE,10,30,259,-0.0427588824419477,-0.047208346874102046,-0.5050687917016586,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,BASE,10,30,86,-0.06681913314946086,-0.15027024701175715,-0.3574725364953222,0.572093023255814
FULL,OP12_REV,LOW,BASE,10,60,259,-0.08101461703059709,-0.20796088609285607,-0.635695130982328,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,BASE,10,60,86,-0.10657179544743678,-0.3222152217452008,-0.3894560793200669,0.572093023255814
FULL,OP12_REV,LOW,BASE,20,0,259,-0.013367255809808243,0.051965961159692986,-0.48481406781840986,0.4859073359073359
OOS_2023_PLUS,OP12_REV,LOW,BASE,20,0,86,0.03893571873154711,0.2790495258324307,-0.2210708469111805,0.4959302325581396
FULL,OP12_REV,LOW,BASE,20,30,259,-0.04903624584791644,-0.11263850414986938,-0.5584551045725535,0.4859073359073359
OOS_2023_PLUS,OP12_REV,LOW,BASE,20,30,86,0.0006277387553617064,0.11869771361659681,-0.25974124381645103,0.4959302325581396
FULL,OP12_REV,LOW,BASE,20,60,259,-0.08346871598062822,-0.2772081360446093,-0.6805629847529774,0.4859073359073359
OOS_2023_PLUS,OP12_REV,LOW,BASE,20,60,86,-0.036326054528995955,-0.041304055316681826,-0.3128668485858008,0.4959302325581396
FULL,OP12_REV,LOW,RAW_TA_W10,10,0,259,0.02152363650569633,0.21059015361992672,-0.39815549069268197,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,10,0,86,0.05607874403029367,0.3326883157352919,-0.3574416613500293,0.5581395348837209
FULL,OP12_REV,LOW,RAW_TA_W10,10,30,259,-0.01923652893898964,0.052615342375032965,-0.4596914974431616,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,10,30,86,0.01227380051635829,0.1857698289424744,-0.3899251724353403,0.5581395348837209
FULL,OP12_REV,LOW,RAW_TA_W10,10,60,259,-0.05843913832383807,-0.10519824270149095,-0.6103957056691971,0.5374517374517374
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,10,60,86,-0.02979099334720492,0.03934553032447842,-0.4275454446411191,0.5581395348837209
FULL,OP12_REV,LOW,RAW_TA_W10,20,0,259,-0.00831196238818288,0.07584209816864894,-0.4857874473145565,0.48590733590733587
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,20,0,86,0.041306793983378665,0.2890138725875473,-0.2164436005147926,0.49883720930232556
FULL,OP12_REV,LOW,RAW_TA_W10,20,30,259,-0.044153742711637745,-0.08740717874396328,-0.5369162878352219,0.48590733590733587
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,20,30,86,0.0027130451462715754,0.1277576850290681,-0.24406467222849526,0.49883720930232556
FULL,OP12_REV,LOW,RAW_TA_W10,20,60,259,-0.07875331775987815,-0.2506492636990731,-0.6512255545414943,0.48590733590733587
OOS_2023_PLUS,OP12_REV,LOW,RAW_TA_W10,20,60,86,-0.034509495356423,-0.03326217894432523,-0.28457113149288293,0.49883720930232556
FULL,OP12_REV,LOW,TURNOVER_W10,10,0,259,-0.03603669430268852,-0.006270225024222998,-0.531301846852966,0.5571428571428572
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,10,0,86,-0.051982621388917294,-0.04382251837623205,-0.4217886731837809,0.580232558139535
FULL,OP12_REV,LOW,TURNOVER_W10,10,30,259,-0.0759457114676585,-0.1657108194751827,-0.6487125164883015,0.5571428571428572
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,10,30,86,-0.09290359865022446,-0.19722878724208145,-0.4705135138367724,0.580232558139535
FULL,OP12_REV,LOW,TURNOVER_W10,10,60,259,-0.1142712264666701,-0.325111082434888,-0.7579711901486577,0.5571428571428572
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,10,60,86,-0.13213128749869474,-0.3504734491565985,-0.5152978257913754,0.580232558139535
FULL,OP12_REV,LOW,TURNOVER_W10,20,0,259,-0.007341567664081228,0.08168834945406793,-0.49148831047899033,0.48571428571428577
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,20,0,86,0.06168770758195441,0.37235530510729514,-0.219462551274628,0.49825581395348845
FULL,OP12_REV,LOW,TURNOVER_W10,20,30,259,-0.043216912170939814,-0.08006028513373405,-0.5496257091530526,0.48571428571428577
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,20,30,86,0.02240440595831128,0.21067185811114642,-0.2500885693827771,0.49825581395348845
FULL,OP12_REV,LOW,TURNOVER_W10,20,60,259,-0.07784867825323194,-0.24171897520419108,-0.6600443554468164,0.48571428571428577
OOS_2023_PLUS,OP12_REV,LOW,TURNOVER_W10,20,60,86,-0.015485090693360903,0.049282885378473244,-0.2807342791190931,0.49825581395348845
FULL,OPFY1_REV,HIGH,ACT1_W10,10,0,257,0.23542310510997777,0.9933986940127545,-0.41584314830420355,0.6011673151750971
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,10,0,86,0.4750184126789996,1.4887244228810403,-0.21469443241078245,0.6104651162790699
FULL,OPFY1_REV,HIGH,ACT1_W10,10,30,257,0.18092700677969087,0.806799396822608,-0.46335959573252505,0.6011673151750971
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,10,30,86,0.4093236156296258,1.328954703907069,-0.2211005780301709,0.6104651162790699
FULL,OPFY1_REV,HIGH,ACT1_W10,10,60,257,0.12873621466566587,0.6198642886107183,-0.5074932427680698,0.6011673151750971
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,10,60,86,0.3464346840446706,1.1691631986164683,-0.2274650567304699,0.6104651162790699
FULL,OPFY1_REV,HIGH,ACT1_W10,20,0,257,0.14828217861109372,0.7492578984774813,-0.3958194296504959,0.4955252918287938
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,20,0,86,0.2783023862689116,1.1367334250594248,-0.2570760048314372,0.5046511627906975
FULL,OPFY1_REV,HIGH,ACT1_W10,20,30,257,0.10624504791161993,0.5762257065410868,-0.44215001148126587,0.4955252918287938
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,20,30,86,0.23084891575123856,0.9791766849274076,-0.2622793092102037,0.5046511627906975
FULL,OPFY1_REV,HIGH,ACT1_W10,20,60,257,0.06568225339739953,0.4029699707974031,-0.48499668564908904,0.4955252918287938
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT1_W10,20,60,86,0.1850827243573796,0.8214225449169985,-0.26745396216107076,0.5046511627906975
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,0,257,0.20273724495810108,0.9121216026608581,-0.3910917922237238,0.7373540856031129
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,0,86,0.40122566924830805,1.4385322023417741,-0.17479859147446897,0.7406976744186047
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,30,257,0.1378335371046988,0.6719309286405784,-0.4499112371572749,0.7373540856031129
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,30,86,0.3257184097547654,1.2212218515196422,-0.1840392934994899,0.7406976744186047
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,60,257,0.07629536860436881,0.43183947296276465,-0.5031670321560552,0.7373540856031129
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,60,86,0.2541203986748233,1.003896797850193,-0.19319734531559185,0.7406976744186047
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,0,257,0.14957793688731735,0.7589169402900433,-0.39324315477570915,0.6931906614785991
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,0,86,0.3704638104525284,1.4449724591941129,-0.18450188022530545,0.6965116279069767
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,30,257,0.0910858368436378,0.5141396253749972,-0.452815486370194,0.6931906614785991
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,30,86,0.30086537732664786,1.2236720892854869,-0.19119577283350064,0.6965116279069767
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,60,257,0.03545437580340116,0.26937937664880734,-0.5195885670496327,0.6931906614785991
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,60,86,0.23466379668573878,1.002374680171011,-0.1978488215905635,0.6965116279069767
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,0,257,0.19408241547216365,0.8771192925337151,-0.4019907559034388,0.6400778210116731
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,0,86,0.3952833388053949,1.3876087004433033,-0.2245337370424122,0.6616279069767443
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,30,257,0.137945433243724,0.6699075752781899,-0.4504545207500579,0.6400778210116731
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,30,86,0.3278505869163164,1.1983620472661138,-0.23233413174838247,0.6616279069767443
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,60,257,0.08434027911601327,0.4626952735028557,-0.4953212402848327,0.6400778210116731
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,60,86,0.26354443046909526,1.0093495325349888,-0.24007171560832874,0.6616279069767443
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,0,257,0.15472306164800242,0.7736834658161741,-0.3843089174406398,0.5900778210116732
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,0,86,0.34795360918899587,1.363993696903038,-0.19209088254676088,0.6005813953488373
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,30,257,0.10452472554557457,0.5676848422144668,-0.4339703704464798,0.5900778210116732
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,30,86,0.28867536200326094,1.1747546611098607,-0.19662997561602424,0.6005813953488373
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,60,257,0.056420941437249406,0.3617203684468453,-0.4844326624720846,0.5900778210116732
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,60,86,0.2318991824290837,0.985553179877736,-0.20115227524966883,0.6005813953488373
FULL,OPFY1_REV,HIGH,ACT5_W10,10,0,257,0.20008177925621018,0.902696380447215,-0.3461034208666218,0.6007782101167314
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,10,0,86,0.38332336605854533,1.3651681396257627,-0.14552915689364365,0.6174418604651164
FULL,OPFY1_REV,HIGH,ACT5_W10,10,30,257,0.14708572923315866,0.7074154031606031,-0.405832226601045,0.6007782101167314
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,10,30,86,0.3209067692290448,1.1879166021050456,-0.1521376256644007,0.6174418604651164
FULL,OPFY1_REV,HIGH,ACT5_W10,10,60,257,0.096333724156076,0.5119566085167303,-0.471966109114765,0.6007782101167314
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,10,60,86,0.2611892501159232,1.0104940511956086,-0.15870551768354746,0.6174418604651164
FULL,OPFY1_REV,HIGH,ACT5_W10,20,0,257,0.1553937654036539,0.7740507414316596,-0.410005648123443,0.49143968871595334
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,20,0,86,0.3257911282164401,1.2783917130036628,-0.22986108054285792,0.5023255813953489
FULL,OPFY1_REV,HIGH,ACT5_W10,20,30,257,0.11344881760756009,0.6036234924480514,-0.44935532268233114,0.49143968871595334
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,20,30,86,0.27689200476412945,1.1236739466190744,-0.23497782095441921,0.5023255813953489
FULL,OPFY1_REV,HIGH,ACT5_W10,20,60,257,0.07296270777928093,0.432972391155712,-0.4881558838231117,0.49143968871595334
OOS_2023_PLUS,OPFY1_REV,HIGH,ACT5_W10,20,60,86,0.22972082732614862,0.9686303538728602,-0.2400675912659237,0.5023255813953489
FULL,OPFY1_REV,HIGH,BASE,10,0,259,0.1795270527709074,0.8399131709712919,-0.3666064183734431,0.5258687258687258
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,10,0,86,0.3485089301116786,1.2715729494800543,-0.2670398493785464,0.541860465116279
FULL,OPFY1_REV,HIGH,BASE,10,30,259,0.13377658407422377,0.6656640108062555,-0.416057428388084,0.5258687258687258
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,10,30,86,0.2949729260405831,1.1164565194867602,-0.2721579528362632,0.541860465116279
FULL,OPFY1_REV,HIGH,BASE,10,60,259,0.08972242756253657,0.49124094099032267,-0.46257198243393893,0.5258687258687258
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,10,60,86,0.2434688432450478,0.9609221339168769,-0.2772477645535737,0.541860465116279
FULL,OPFY1_REV,HIGH,BASE,20,0,259,0.15974610651073928,0.7754626620793784,-0.4223376827230789,0.4666023166023166
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,20,0,86,0.31820141236085164,1.2091516537961542,-0.2607085057576055,0.4790697674418605
FULL,OPFY1_REV,HIGH,BASE,20,30,259,0.11971407164814885,0.6178246289924901,-0.461772214206849,0.4666023166023166
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,20,30,86,0.27177363177148117,1.067900090455977,-0.2656366753127044,0.4790697674418605
FULL,OPFY1_REV,HIGH,BASE,20,60,259,0.081003638349747,0.46011563355772855,-0.5008654805192929,0.4666023166023166
OOS_2023_PLUS,OPFY1_REV,HIGH,BASE,20,60,86,0.22691026582654406,0.9264068065801794,-0.27053891276687403,0.4790697674418605
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,0,259,0.1874627044869639,0.8477211866155916,-0.4024196455272949,0.505019305019305
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,10,0,86,0.4705541541828677,1.5118541388714282,-0.2725000477585787,0.5151162790697674
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,30,259,0.14322405104060376,0.6861353875609159,-0.44945044947696455,0.505019305019305
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,10,30,86,0.4152099531641109,1.3752035911622444,-0.27781242705731235,0.5151162790697674
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,60,259,0.1005616924227779,0.5243293425422649,-0.49285267960688584,0.505019305019305
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,10,60,86,0.3618590800215937,1.238165620783242,-0.2830939184448408,0.5151162790697674
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,0,259,0.17239932607133102,0.8181511813061633,-0.39222114685829546,0.4584942084942085
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,20,0,86,0.35683524131142663,1.312850088502201,-0.2879875932635695,0.4686046511627906
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,30,259,0.13265041123317034,0.6650350320136678,-0.4361179382217436,0.4584942084942085
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,20,30,86,0.3101638026863873,1.1768390319009003,-0.29254176614242067,0.4686046511627906
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,60,259,0.09419071904949994,0.5117761180125877,-0.476907591091808,0.4584942084942085
OOS_2023_PLUS,OPFY1_REV,HIGH,RAW_TA_W10,20,60,86,0.2650285673951318,1.0404540495699968,-0.29707291523450585,0.4686046511627906
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,0,259,0.2061467373472634,0.8735535054334849,-0.42703776798012427,0.5366795366795367
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,10,0,86,0.35688280351993096,1.1702113530466216,-0.3155584992489414,0.5627906976744186
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,30,259,0.15846801967419233,0.7121479103448054,-0.4736899083916891,0.5366795366795367
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,10,30,86,0.30092229647358537,1.0278719421817732,-0.32062002003205203,0.5627906976744186
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,60,259,0.11259318009501684,0.5505710525093308,-0.5166176602556674,0.5366795366795367
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,10,60,86,0.24717096947832595,0.8854010221396252,-0.32565187227252557,0.5627906976744186
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,0,259,0.14443254452833743,0.703093007762737,-0.4060396123889485,0.46158301158301157
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,20,0,86,0.28436167440688975,1.0683982764990514,-0.3132721489819069,0.4755813953488372
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,30,259,0.10533357115134101,0.5512940958479726,-0.44329506945593233,0.46158301158301157
OOS_2023_PLUS,OPFY1_REV,HIGH,TURNOVER_W10,20,30,86,0.23937645876538927,0.9341497826373041,-0.3181445117131657,0.4755813953488372
