date,signal,top_n,cost_bps,gross,net,benchmark,excess,turnover
2018-05-31,ACT5_HIGH,10,0,-0.04194593417306088,-0.04194593417306088,0.0009628596447969509,-0.04290879381785783,0.9
2018-05-31,ACT5_HIGH,10,30,-0.04194593417306088,-0.04464593417306088,0.0009628596447969509,-0.04560879381785783,0.9
2018-05-31,ACT5_HIGH,10,60,-0.04194593417306088,-0.047345934173060884,0.0009628596447969509,-0.04830879381785783,0.9
2018-05-31,ACT5_HIGH,20,0,-0.04176549579993461,-0.04176549579993461,0.0009628596447969509,-0.04272835544473156,0.8
2018-05-31,ACT5_HIGH,20,30,-0.04176549579993461,-0.04416549579993461,0.0009628596447969509,-0.04512835544473156,0.8
2018-05-31,ACT5_HIGH,20,60,-0.04176549579993461,-0.04656549579993461,0.0009628596447969509,-0.04752835544473156,0.8
2018-05-31,ACT5_LOW,10,0,0.0013015330883779852,0.0013015330883779852,0.0009628596447969509,0.00033867344358103426,0.7
2018-05-31,ACT5_LOW,10,30,0.0013015330883779852,-0.0007984669116220147,0.0009628596447969509,-0.0017613265564189657,0.7
2018-05-31,ACT5_LOW,10,60,0.0013015330883779852,-0.0028984669116220146,0.0009628596447969509,-0.0038613265564189656,0.7
2018-05-31,ACT5_LOW,20,0,-0.0049417739569891945,-0.0049417739569891945,0.0009628596447969509,-0.0059046336017861455,0.8
2018-05-31,ACT5_LOW,20,30,-0.0049417739569891945,-0.007341773956989194,0.0009628596447969509,-0.008304633601786144,0.8
2018-05-31,ACT5_LOW,20,60,-0.0049417739569891945,-0.009741773956989195,0.0009628596447969509,-0.010704633601786145,0.8
2018-06-18,RAW_HIGH,10,0,-0.07894900170746033,-0.07894900170746033,-0.05917064308496421,-0.01977835862249612,0.30000000000000004
2018-06-18,RAW_HIGH,10,30,-0.07894900170746033,-0.07984900170746033,-0.05917064308496421,-0.020678358622496118,0.30000000000000004
2018-06-18,RAW_HIGH,10,60,-0.07894900170746033,-0.08074900170746033,-0.05917064308496421,-0.021578358622496116,0.30000000000000004
2018-06-18,RAW_HIGH,20,0,-0.06152525801794567,-0.06152525801794567,-0.05917064308496421,-0.002354614932981461,0.35
2018-06-18,RAW_HIGH,20,30,-0.06152525801794567,-0.06257525801794567,-0.05917064308496421,-0.0034046149329814562,0.35
2018-06-18,RAW_HIGH,20,60,-0.06152525801794567,-0.06362525801794568,-0.05917064308496421,-0.0044546149329814655,0.35
2018-06-18,RAW_LOW,10,0,-0.05091283819595428,-0.05091283819595428,-0.05917064308496421,0.008257804889009929,0.5
2018-06-18,RAW_LOW,10,30,-0.05091283819595428,-0.052412838195954284,-0.05917064308496421,0.006757804889009927,0.5
2018-06-18,RAW_LOW,10,60,-0.05091283819595428,-0.053912838195954285,-0.05917064308496421,0.005257804889009926,0.5
2018-06-18,RAW_LOW,20,0,-0.0550527633248226,-0.0550527633248226,-0.05917064308496421,0.004117879760141614,0.25
2018-06-18,RAW_LOW,20,30,-0.0550527633248226,-0.0558027633248226,-0.05917064308496421,0.0033678797601416136,0.25
2018-06-18,RAW_LOW,20,60,-0.0550527633248226,-0.0565527633248226,-0.05917064308496421,0.002617879760141613,0.25
2018-06-18,TURNOVER_HIGH,10,0,-0.12136832198326034,-0.12136832198326034,-0.05917064308496421,-0.062197678898296124,0.5
2018-06-18,TURNOVER_HIGH,10,30,-0.12136832198326034,-0.12286832198326034,-0.05917064308496421,-0.06369767889829613,0.5
2018-06-18,TURNOVER_HIGH,10,60,-0.12136832198326034,-0.12436832198326034,-0.05917064308496421,-0.06519767889829613,0.5
2018-06-18,TURNOVER_HIGH,20,0,-0.09302215477194128,-0.09302215477194128,-0.05917064308496421,-0.03385151168697707,0.44999999999999996
2018-06-18,TURNOVER_HIGH,20,30,-0.09302215477194128,-0.09437215477194129,-0.05917064308496421,-0.03520151168697708,0.44999999999999996
2018-06-18,TURNOVER_HIGH,20,60,-0.09302215477194128,-0.09572215477194128,-0.05917064308496421,-0.03655151168697707,0.44999999999999996
2018-06-18,TURNOVER_LOW,10,0,-0.06078673592369843,-0.06078673592369843,-0.05917064308496421,-0.0016160928387342205,0.4
2018-06-18,TURNOVER_LOW,10,30,-0.06078673592369843,-0.06198673592369843,-0.05917064308496421,-0.00281609283873422,0.4
2018-06-18,TURNOVER_LOW,10,60,-0.06078673592369843,-0.06318673592369843,-0.05917064308496421,-0.00401609283873422,0.4
2018-06-18,TURNOVER_LOW,20,0,-0.0486348446934254,-0.0486348446934254,-0.05917064308496421,0.010535798391538814,0.44999999999999996
2018-06-18,TURNOVER_LOW,20,30,-0.0486348446934254,-0.049984844693425394,-0.05917064308496421,0.009185798391538817,0.44999999999999996
2018-06-18,TURNOVER_LOW,20,60,-0.0486348446934254,-0.0513348446934254,-0.05917064308496421,0.007835798391538813,0.44999999999999996
2018-06-18,ACT1_HIGH,10,0,-0.04232350295305442,-0.04232350295305442,-0.05917064308496421,0.016847140131909792,1.0
2018-06-18,ACT1_HIGH,10,30,-0.04232350295305442,-0.04532350295305442,-0.05917064308496421,0.01384714013190979,1.0
2018-06-18,ACT1_HIGH,10,60,-0.04232350295305442,-0.04832350295305442,-0.05917064308496421,0.010847140131909794,1.0
2018-06-18,ACT1_HIGH,20,0,-0.046705019465519367,-0.046705019465519367,-0.05917064308496421,0.012465623619444845,0.85
2018-06-18,ACT1_HIGH,20,30,-0.046705019465519367,-0.04925501946551937,-0.05917064308496421,0.009915623619444841,0.85
2018-06-18,ACT1_HIGH,20,60,-0.046705019465519367,-0.05180501946551937,-0.05917064308496421,0.007365623619444844,0.85
2018-06-18,ACT1_LOW,10,0,-0.08079779837897738,-0.08079779837897738,-0.05917064308496421,-0.02162715529401317,0.9
2018-06-18,ACT1_LOW,10,30,-0.08079779837897738,-0.08349779837897738,-0.05917064308496421,-0.024327155294013164,0.9
2018-06-18,ACT1_LOW,10,60,-0.08079779837897738,-0.08619779837897738,-0.05917064308496421,-0.027027155294013172,0.9
2018-06-18,ACT1_LOW,20,0,-0.08243590788899072,-0.08243590788899072,-0.05917064308496421,-0.023265264804026506,0.75
2018-06-18,ACT1_LOW,20,30,-0.08243590788899072,-0.08468590788899072,-0.05917064308496421,-0.025515264804026508,0.75
2018-06-18,ACT1_LOW,20,60,-0.08243590788899072,-0.08693590788899072,-0.05917064308496421,-0.02776526480402651,0.75
2018-06-18,ACT5_HIGH,10,0,-0.023814551435771776,-0.023814551435771776,-0.05917064308496421,0.035356091649192435,1.0
2018-06-18,ACT5_HIGH,10,30,-0.023814551435771776,-0.026814551435771775,-0.05917064308496421,0.03235609164919244,1.0
2018-06-18,ACT5_HIGH,10,60,-0.023814551435771776,-0.029814551435771774,-0.05917064308496421,0.029356091649192437,1.0
2018-06-18,ACT5_HIGH,20,0,-0.026065526369279064,-0.026065526369279064,-0.05917064308496421,0.03310511671568515,1.0
2018-06-18,ACT5_HIGH,20,30,-0.026065526369279064,-0.029065526369279063,-0.05917064308496421,0.030105116715685148,1.0
2018-06-18,ACT5_HIGH,20,60,-0.026065526369279064,-0.03206552636927906,-0.05917064308496421,0.02710511671568515,1.0
2018-06-18,ACT5_LOW,10,0,-0.0659518519139155,-0.0659518519139155,-0.05917064308496421,-0.006781208828951293,0.8
2018-06-18,ACT5_LOW,10,30,-0.0659518519139155,-0.0683518519139155,-0.05917064308496421,-0.009181208828951293,0.8
2018-06-18,ACT5_LOW,10,60,-0.0659518519139155,-0.0707518519139155,-0.05917064308496421,-0.011581208828951292,0.8
2018-06-18,ACT5_LOW,20,0,-0.08470075948969749,-0.08470075948969749,-0.05917064308496421,-0.02553011640473328,0.8
2018-06-18,ACT5_LOW,20,30,-0.08470075948969749,-0.08710075948969749,-0.05917064308496421,-0.02793011640473328,0.8
2018-06-18,ACT5_LOW,20,60,-0.08470075948969749,-0.08950075948969749,-0.05917064308496421,-0.03033011640473328,0.8
2018-07-02,RAW_HIGH,10,0,0.025438697066421136,0.025438697066421136,0.003046108843557636,0.0223925882228635,0.19999999999999996
2018-07-02,RAW_HIGH,10,30,0.025438697066421136,0.024838697066421136,0.003046108843557636,0.0217925882228635,0.19999999999999996
2018-07-02,RAW_HIGH,10,60,0.025438697066421136,0.024238697066421136,0.003046108843557636,0.0211925882228635,0.19999999999999996
2018-07-02,RAW_HIGH,20,0,0.02572239952457786,0.02572239952457786,0.003046108843557636,0.022676290681020225,0.25
2018-07-02,RAW_HIGH,20,30,0.02572239952457786,0.02497239952457786,0.003046108843557636,0.021926290681020224,0.25
2018-07-02,RAW_HIGH,20,60,0.02572239952457786,0.02422239952457786,0.003046108843557636,0.021176290681020223,0.25
2018-07-02,RAW_LOW,10,0,0.007392701677213268,0.007392701677213268,0.003046108843557636,0.004346592833655632,0.30000000000000004
2018-07-02,RAW_LOW,10,30,0.007392701677213268,0.006492701677213268,0.003046108843557636,0.003446592833655632,0.30000000000000004
2018-07-02,RAW_LOW,10,60,0.007392701677213268,0.0055927016772132675,0.003046108843557636,0.0025465928336556314,0.30000000000000004
2018-07-02,RAW_LOW,20,0,0.006611250698332405,0.006611250698332405,0.003046108843557636,0.0035651418547747687,0.30000000000000004
2018-07-02,RAW_LOW,20,30,0.006611250698332405,0.005711250698332405,0.003046108843557636,0.002665141854774769,0.30000000000000004
2018-07-02,RAW_LOW,20,60,0.006611250698332405,0.0048112506983324045,0.003046108843557636,0.0017651418547747683,0.30000000000000004
2018-07-02,TURNOVER_HIGH,10,0,0.042476246479954655,0.042476246479954655,0.003046108843557636,0.039430137636397015,0.30000000000000004
2018-07-02,TURNOVER_HIGH,10,30,0.042476246479954655,0.04157624647995466,0.003046108843557636,0.03853013763639702,0.30000000000000004
2018-07-02,TURNOVER_HIGH,10,60,0.042476246479954655,0.04067624647995465,0.003046108843557636,0.03763013763639701,0.30000000000000004
2018-07-02,TURNOVER_HIGH,20,0,0.016559558667345882,0.016559558667345882,0.003046108843557636,0.013513449823788246,0.4
2018-07-02,TURNOVER_HIGH,20,30,0.016559558667345882,0.015359558667345882,0.003046108843557636,0.012313449823788247,0.4
2018-07-02,TURNOVER_HIGH,20,60,0.016559558667345882,0.014159558667345883,0.003046108843557636,0.011113449823788247,0.4
2018-07-02,TURNOVER_LOW,10,0,-0.009242542266543533,-0.009242542266543533,0.003046108843557636,-0.012288651110101169,0.4
2018-07-02,TURNOVER_LOW,10,30,-0.009242542266543533,-0.010442542266543533,0.003046108843557636,-0.013488651110101169,0.4
2018-07-02,TURNOVER_LOW,10,60,-0.009242542266543533,-0.011642542266543533,0.003046108843557636,-0.014688651110101168,0.4
2018-07-02,TURNOVER_LOW,20,0,0.0025199464555582854,0.0025199464555582854,0.003046108843557636,-0.0005261623879993507,0.30000000000000004
2018-07-02,TURNOVER_LOW,20,30,0.0025199464555582854,0.0016199464555582853,0.003046108843557636,-0.0014261623879993509,0.30000000000000004
2018-07-02,TURNOVER_LOW,20,60,0.0025199464555582854,0.0007199464555582851,0.003046108843557636,-0.002326162387999351,0.30000000000000004
2018-07-02,ACT1_HIGH,10,0,0.02906137886445422,0.02906137886445422,0.003046108843557636,0.026015270020896583,0.8
2018-07-02,ACT1_HIGH,10,30,0.02906137886445422,0.02666137886445422,0.003046108843557636,0.023615270020896584,0.8
2018-07-02,ACT1_HIGH,10,60,0.02906137886445422,0.02426137886445422,0.003046108843557636,0.021215270020896584,0.8
2018-07-02,ACT1_HIGH,20,0,0.01119531291544119,0.01119531291544119,0.003046108843557636,0.008149204071883555,0.8
2018-07-02,ACT1_HIGH,20,30,0.01119531291544119,0.008795312915441191,0.003046108843557636,0.0057492040718835555,0.8
2018-07-02,ACT1_HIGH,20,60,0.01119531291544119,0.006395312915441191,0.003046108843557636,0.003349204071883555,0.8
2018-07-02,ACT1_LOW,10,0,0.01922222983440638,0.01922222983440638,0.003046108843557636,0.016176120990848745,0.8
2018-07-02,ACT1_LOW,10,30,0.01922222983440638,0.016822229834406382,0.003046108843557636,0.013776120990848746,0.8
2018-07-02,ACT1_LOW,10,60,0.01922222983440638,0.014422229834406382,0.003046108843557636,0.011376120990848747,0.8
2018-07-02,ACT1_LOW,20,0,0.0067156744259508445,0.0067156744259508445,0.003046108843557636,0.0036695655823932084,0.7
2018-07-02,ACT1_LOW,20,30,0.0067156744259508445,0.004615674425950844,0.003046108843557636,0.001569565582393208,0.7
2018-07-02,ACT1_LOW,20,60,0.0067156744259508445,0.0025156744259508448,0.003046108843557636,-0.0005304344176067914,0.7
2018-07-02,ACT5_HIGH,10,0,0.00205372183435783,0.00205372183435783,0.003046108843557636,-0.0009923870091998062,1.0
2018-07-02,ACT5_HIGH,10,30,0.00205372183435783,-0.0009462781656421702,0.003046108843557636,-0.003992387009199806,1.0
2018-07-02,ACT5_HIGH,10,60,0.00205372183435783,-0.00394627816564217,0.003046108843557636,-0.006992387009199807,1.0
2018-07-02,ACT5_HIGH,20,0,-0.016238313210066198,-0.016238313210066198,0.003046108843557636,-0.019284422053623834,0.9
2018-07-02,ACT5_HIGH,20,30,-0.016238313210066198,-0.0189383132100662,0.003046108843557636,-0.021984422053623835,0.9
2018-07-02,ACT5_HIGH,20,60,-0.016238313210066198,-0.0216383132100662,0.003046108843557636,-0.024684422053623836,0.9
2018-07-02,ACT5_LOW,10,0,0.011748076784731972,0.011748076784731972,0.003046108843557636,0.008701967941174336,0.7
2018-07-02,ACT5_LOW,10,30,0.011748076784731972,0.009648076784731972,0.003046108843557636,0.006601967941174337,0.7
2018-07-02,ACT5_LOW,10,60,0.011748076784731972,0.007548076784731972,0.003046108843557636,0.0045019679411743355,0.7
2018-07-02,ACT5_LOW,20,0,0.012628572060631107,0.012628572060631107,0.003046108843557636,0.009582463217073471,0.7
2018-07-02,ACT5_LOW,20,30,0.012628572060631107,0.010528572060631108,0.003046108843557636,0.007482463217073472,0.7
2018-07-02,ACT5_LOW,20,60,0.012628572060631107,0.008428572060631107,0.003046108843557636,0.005382463217073471,0.7
2018-07-16,RAW_HIGH,10,0,-0.04350252452295199,-0.04350252452295199,-0.003433861711386108,-0.04006866281156588,0.6
2018-07-16,RAW_HIGH,10,30,-0.04350252452295199,-0.04530252452295199,-0.003433861711386108,-0.041868662811565885,0.6
2018-07-16,RAW_HIGH,10,60,-0.04350252452295199,-0.04710252452295199,-0.003433861711386108,-0.04366866281156588,0.6
2018-07-16,RAW_HIGH,20,0,-0.009772702232323297,-0.009772702232323297,-0.003433861711386108,-0.006338840520937189,0.35
2018-07-16,RAW_HIGH,20,30,-0.009772702232323297,-0.010822702232323298,-0.003433861711386108,-0.00738884052093719,0.35
2018-07-16,RAW_HIGH,20,60,-0.009772702232323297,-0.011872702232323297,-0.003433861711386108,-0.008438840520937189,0.35
2018-07-16,RAW_LOW,10,0,0.009774985427654936,0.009774985427654936,-0.003433861711386108,0.013208847139041044,0.5
2018-07-16,RAW_LOW,10,30,0.009774985427654936,0.008274985427654936,-0.003433861711386108,0.011708847139041044,0.5
2018-07-16,RAW_LOW,10,60,0.009774985427654936,0.006774985427654936,-0.003433861711386108,0.010208847139041043,0.5
2018-07-16,RAW_LOW,20,0,-0.004950607174140264,-0.004950607174140264,-0.003433861711386108,-0.001516745462754156,0.4
2018-07-16,RAW_LOW,20,30,-0.004950607174140264,-0.006150607174140264,-0.003433861711386108,-0.0027167454627541558,0.4
2018-07-16,RAW_LOW,20,60,-0.004950607174140264,-0.007350607174140263,-0.003433861711386108,-0.003916745462754155,0.4
2018-07-16,TURNOVER_HIGH,10,0,0.025668270463328025,0.025668270463328025,-0.003433861711386108,0.029102132174714135,0.6
2018-07-16,TURNOVER_HIGH,10,30,0.025668270463328025,0.023868270463328026,-0.003433861711386108,0.027302132174714132,0.6
2018-07-16,TURNOVER_HIGH,10,60,0.025668270463328025,0.022068270463328026,-0.003433861711386108,0.025502132174714136,0.6
2018-07-16,TURNOVER_HIGH,20,0,0.013325083506319408,0.013325083506319408,-0.003433861711386108,0.016758945217705518,0.6
2018-07-16,TURNOVER_HIGH,20,30,0.013325083506319408,0.011525083506319408,-0.003433861711386108,0.014958945217705516,0.6
2018-07-16,TURNOVER_HIGH,20,60,0.013325083506319408,0.009725083506319409,-0.003433861711386108,0.013158945217705517,0.6
2018-07-16,TURNOVER_LOW,10,0,-0.011581396472853174,-0.011581396472853174,-0.003433861711386108,-0.008147534761467066,0.5
2018-07-16,TURNOVER_LOW,10,30,-0.011581396472853174,-0.013081396472853174,-0.003433861711386108,-0.009647534761467066,0.5
2018-07-16,TURNOVER_LOW,10,60,-0.011581396472853174,-0.014581396472853173,-0.003433861711386108,-0.011147534761467065,0.5
2018-07-16,TURNOVER_LOW,20,0,-0.0010219772396853975,-0.0010219772396853975,-0.003433861711386108,0.00241188447170071,0.5
2018-07-16,TURNOVER_LOW,20,30,-0.0010219772396853975,-0.0025219772396853973,-0.003433861711386108,0.0009118844717007106,0.5
2018-07-16,TURNOVER_LOW,20,60,-0.0010219772396853975,-0.004021977239685398,-0.003433861711386108,-0.0005881155282992899,0.5
2018-07-16,ACT1_HIGH,10,0,-0.010226677019806132,-0.010226677019806132,-0.003433861711386108,-0.0067928153084200246,0.9
2018-07-16,ACT1_HIGH,10,30,-0.010226677019806132,-0.012926677019806133,-0.003433861711386108,-0.009492815308420026,0.9
2018-07-16,ACT1_HIGH,10,60,-0.010226677019806132,-0.015626677019806134,-0.003433861711386108,-0.012192815308420027,0.9
2018-07-16,ACT1_HIGH,20,0,0.006290051543736683,0.006290051543736683,-0.003433861711386108,0.009723913255122792,0.9
2018-07-16,ACT1_HIGH,20,30,0.006290051543736683,0.0035900515437366828,-0.003433861711386108,0.007023913255122791,0.9
2018-07-16,ACT1_HIGH,20,60,0.006290051543736683,0.0008900515437366826,-0.003433861711386108,0.0043239132551227905,0.9
2018-07-16,ACT1_LOW,10,0,0.005536568163384628,0.005536568163384628,-0.003433861711386108,0.008970429874770737,1.0
2018-07-16,ACT1_LOW,10,30,0.005536568163384628,0.002536568163384628,-0.003433861711386108,0.005970429874770736,1.0
2018-07-16,ACT1_LOW,10,60,0.005536568163384628,-0.00046343183661537186,-0.003433861711386108,0.002970429874770736,1.0
2018-07-16,ACT1_LOW,20,0,0.014534177250207623,0.014534177250207623,-0.003433861711386108,0.01796803896159373,0.8
2018-07-16,ACT1_LOW,20,30,0.014534177250207623,0.012134177250207623,-0.003433861711386108,0.015568038961593731,0.8
2018-07-16,ACT1_LOW,20,60,0.014534177250207623,0.009734177250207622,-0.003433861711386108,0.01316803896159373,0.8
2018-07-16,ACT5_HIGH,10,0,-0.024988774598081735,-0.024988774598081735,-0.003433861711386108,-0.02155491288669563,0.9
2018-07-16,ACT5_HIGH,10,30,-0.024988774598081735,-0.027688774598081736,-0.003433861711386108,-0.02425491288669563,0.9
2018-07-16,ACT5_HIGH,10,60,-0.024988774598081735,-0.030388774598081737,-0.003433861711386108,-0.02695491288669563,0.9
2018-07-16,ACT5_HIGH,20,0,-0.006145449953391598,-0.006145449953391598,-0.003433861711386108,-0.0027115882420054903,0.85
2018-07-16,ACT5_HIGH,20,30,-0.006145449953391598,-0.0086954499533916,-0.003433861711386108,-0.005261588242005491,0.85
2018-07-16,ACT5_HIGH,20,60,-0.006145449953391598,-0.0112454499533916,-0.003433861711386108,-0.0078115882420054916,0.85
2018-07-16,ACT5_LOW,10,0,0.019071681439029695,0.019071681439029695,-0.003433861711386108,0.0225055431504158,0.9
2018-07-16,ACT5_LOW,10,30,0.019071681439029695,0.016371681439029694,-0.003433861711386108,0.0198055431504158,0.9
2018-07-16,ACT5_LOW,10,60,0.019071681439029695,0.013671681439029694,-0.003433861711386108,0.017105543150415802,0.9
2018-07-16,ACT5_LOW,20,0,0.015358579037620671,0.015358579037620671,-0.003433861711386108,0.01879244074900678,0.6
2018-07-16,ACT5_LOW,20,30,0.015358579037620671,0.013558579037620672,-0.003433861711386108,0.016992440749006778,0.6
2018-07-16,ACT5_LOW,20,60,0.015358579037620671,0.011758579037620672,-0.003433861711386108,0.01519244074900678,0.6
2018-07-30,RAW_HIGH,10,0,-0.037912301274986376,-0.037912301274986376,-0.008738985002626142,-0.029173316272360236,0.5
2018-07-30,RAW_HIGH,10,30,-0.037912301274986376,-0.03941230127498638,-0.008738985002626142,-0.030673316272360238,0.5
2018-07-30,RAW_HIGH,10,60,-0.037912301274986376,-0.04091230127498638,-0.008738985002626142,-0.03217331627236024,0.5
2018-07-30,RAW_HIGH,20,0,-0.02178487369275881,-0.02178487369275881,-0.008738985002626142,-0.013045888690132667,0.35
2018-07-30,RAW_HIGH,20,30,-0.02178487369275881,-0.022834873692758807,-0.008738985002626142,-0.014095888690132665,0.35
2018-07-30,RAW_HIGH,20,60,-0.02178487369275881,-0.02388487369275881,-0.008738985002626142,-0.015145888690132668,0.35
2018-07-30,RAW_LOW,10,0,0.009947622548424028,0.009947622548424028,-0.008738985002626142,0.01868660755105017,0.7
2018-07-30,RAW_LOW,10,30,0.009947622548424028,0.007847622548424029,-0.008738985002626142,0.01658660755105017,0.7
2018-07-30,RAW_LOW,10,60,0.009947622548424028,0.005747622548424028,-0.008738985002626142,0.01448660755105017,0.7
2018-07-30,RAW_LOW,20,0,0.0007742420012265213,0.0007742420012265213,-0.008738985002626142,0.009513227003852664,0.30000000000000004
2018-07-30,RAW_LOW,20,30,0.0007742420012265213,-0.00012575799877347885,-0.008738985002626142,0.008613227003852662,0.30000000000000004
2018-07-30,RAW_LOW,20,60,0.0007742420012265213,-0.001025757998773479,-0.008738985002626142,0.0077132270038526626,0.30000000000000004
2018-07-30,TURNOVER_HIGH,10,0,-0.040991178058301755,-0.040991178058301755,-0.008738985002626142,-0.032252193055675615,0.5
2018-07-30,TURNOVER_HIGH,10,30,-0.040991178058301755,-0.04249117805830176,-0.008738985002626142,-0.03375219305567562,0.5
2018-07-30,TURNOVER_HIGH,10,60,-0.040991178058301755,-0.04399117805830176,-0.008738985002626142,-0.03525219305567562,0.5
2018-07-30,TURNOVER_HIGH,20,0,-0.047786610614751576,-0.047786610614751576,-0.008738985002626142,-0.039047625612125436,0.35
2018-07-30,TURNOVER_HIGH,20,30,-0.047786610614751576,-0.04883661061475158,-0.008738985002626142,-0.04009762561212544,0.35
2018-07-30,TURNOVER_HIGH,20,60,-0.047786610614751576,-0.049886610614751574,-0.008738985002626142,-0.041147625612125434,0.35
2018-07-30,TURNOVER_LOW,10,0,-0.0035704175815361354,-0.0035704175815361354,-0.008738985002626142,0.005168567421090006,0.4
2018-07-30,TURNOVER_LOW,10,30,-0.0035704175815361354,-0.004770417581536135,-0.008738985002626142,0.003968567421090007,0.4
2018-07-30,TURNOVER_LOW,10,60,-0.0035704175815361354,-0.005970417581536136,-0.008738985002626142,0.002768567421090006,0.4
2018-07-30,TURNOVER_LOW,20,0,0.004963168339223334,0.004963168339223334,-0.008738985002626142,0.013702153341849476,0.6
2018-07-30,TURNOVER_LOW,20,30,0.004963168339223334,0.003163168339223334,-0.008738985002626142,0.011902153341849476,0.6
2018-07-30,TURNOVER_LOW,20,60,0.004963168339223334,0.001363168339223334,-0.008738985002626142,0.010102153341849475,0.6
2018-07-30,ACT1_HIGH,10,0,0.02481313272230453,0.02481313272230453,-0.008738985002626142,0.03355211772493067,1.0
2018-07-30,ACT1_HIGH,10,30,0.02481313272230453,0.02181313272230453,-0.008738985002626142,0.030552117724930675,1.0
2018-07-30,ACT1_HIGH,10,60,0.02481313272230453,0.018813132722304532,-0.008738985002626142,0.027552117724930672,1.0
2018-07-30,ACT1_HIGH,20,0,0.006799612722965665,0.006799612722965665,-0.008738985002626142,0.015538597725591807,1.0
2018-07-30,ACT1_HIGH,20,30,0.006799612722965665,0.0037996127229656647,-0.008738985002626142,0.012538597725591807,1.0
2018-07-30,ACT1_HIGH,20,60,0.006799612722965665,0.0007996127229656647,-0.008738985002626142,0.009538597725591806,1.0
2018-07-30,ACT1_LOW,10,0,0.007937731050001085,0.007937731050001085,-0.008738985002626142,0.016676716052627227,1.0
2018-07-30,ACT1_LOW,10,30,0.007937731050001085,0.004937731050001085,-0.008738985002626142,0.013676716052627227,1.0
2018-07-30,ACT1_LOW,10,60,0.007937731050001085,0.0019377310500010847,-0.008738985002626142,0.010676716052627227,1.0
2018-07-30,ACT1_LOW,20,0,0.0067289552996720155,0.0067289552996720155,-0.008738985002626142,0.015467940302298158,1.0
2018-07-30,ACT1_LOW,20,30,0.0067289552996720155,0.0037289552996720154,-0.008738985002626142,0.012467940302298157,1.0
2018-07-30,ACT1_LOW,20,60,0.0067289552996720155,0.0007289552996720154,-0.008738985002626142,0.009467940302298156,1.0
2018-07-30,ACT5_HIGH,10,0,-0.01507839786943442,-0.01507839786943442,-0.008738985002626142,-0.006339412866808279,1.0
2018-07-30,ACT5_HIGH,10,30,-0.01507839786943442,-0.01807839786943442,-0.008738985002626142,-0.009339412866808278,1.0
2018-07-30,ACT5_HIGH,10,60,-0.01507839786943442,-0.02107839786943442,-0.008738985002626142,-0.012339412866808277,1.0
2018-07-30,ACT5_HIGH,20,0,-0.016728746859941506,-0.016728746859941506,-0.008738985002626142,-0.007989761857315364,1.0
2018-07-30,ACT5_HIGH,20,30,-0.016728746859941506,-0.019728746859941505,-0.008738985002626142,-0.010989761857315363,1.0
2018-07-30,ACT5_HIGH,20,60,-0.016728746859941506,-0.022728746859941508,-0.008738985002626142,-0.013989761857315366,1.0
2018-07-30,ACT5_LOW,10,0,-0.013158783334890744,-0.013158783334890744,-0.008738985002626142,-0.004419798332264602,0.9
2018-07-30,ACT5_LOW,10,30,-0.013158783334890744,-0.015858783334890745,-0.008738985002626142,-0.007119798332264603,0.9
2018-07-30,ACT5_LOW,10,60,-0.013158783334890744,-0.018558783334890742,-0.008738985002626142,-0.0098197983322646,0.9
2018-07-30,ACT5_LOW,20,0,-0.01264524031964003,-0.01264524031964003,-0.008738985002626142,-0.003906255317013888,0.8
2018-07-30,ACT5_LOW,20,30,-0.01264524031964003,-0.01504524031964003,-0.008738985002626142,-0.0063062553170138876,0.8
2018-07-30,ACT5_LOW,20,60,-0.01264524031964003,-0.01744524031964003,-0.008738985002626142,-0.008706255317013889,0.8
2018-08-13,RAW_HIGH,10,0,0.025358003143367815,0.025358003143367815,0.019050726218637192,0.0063072769247306225,0.19999999999999996
2018-08-13,RAW_HIGH,10,30,0.025358003143367815,0.024758003143367815,0.019050726218637192,0.005707276924730623,0.19999999999999996
2018-08-13,RAW_HIGH,10,60,0.025358003143367815,0.024158003143367815,0.019050726218637192,0.005107276924730623,0.19999999999999996
2018-08-13,RAW_HIGH,20,0,0.030072607448967354,0.030072607448967354,0.019050726218637192,0.011021881230330162,0.30000000000000004
2018-08-13,RAW_HIGH,20,30,0.030072607448967354,0.029172607448967353,0.019050726218637192,0.01012188123033016,0.30000000000000004
2018-08-13,RAW_HIGH,20,60,0.030072607448967354,0.028272607448967355,0.019050726218637192,0.009221881230330162,0.30000000000000004
2018-08-13,RAW_LOW,10,0,-8.420366003338912e-05,-8.420366003338912e-05,0.019050726218637192,-0.019134929878670583,0.6
2018-08-13,RAW_LOW,10,30,-8.420366003338912e-05,-0.0018842036600333891,0.019050726218637192,-0.020934929878670582,0.6
2018-08-13,RAW_LOW,10,60,-8.420366003338912e-05,-0.003684203660033389,0.019050726218637192,-0.02273492987867058,0.6
2018-08-13,RAW_LOW,20,0,0.0013068714130396067,0.0013068714130396067,0.019050726218637192,-0.017743854805597585,0.35
2018-08-13,RAW_LOW,20,30,0.0013068714130396067,0.00025687141303960674,0.019050726218637192,-0.018793854805597584,0.35
2018-08-13,RAW_LOW,20,60,0.0013068714130396067,-0.0007931285869603932,0.019050726218637192,-0.019843854805597586,0.35
2018-08-13,TURNOVER_HIGH,10,0,0.034228119902545345,0.034228119902545345,0.019050726218637192,0.015177393683908153,0.4
