date,signal,top_n,cost_bps,gross,net,benchmark,excess,turnover
2016-02-01,ACT5_LOW,10,60,-0.01452331213248063,-0.020523312132480633,-0.009993183164641475,-0.010530128967839157,1.0
2016-02-01,ACT5_LOW,20,0,-0.008560811692912864,-0.008560811692912864,-0.009993183164641475,0.001432371471728611,1.0
2016-02-01,ACT5_LOW,20,30,-0.008560811692912864,-0.011560811692912863,-0.009993183164641475,-0.0015676285282713882,1.0
2016-02-01,ACT5_LOW,20,60,-0.008560811692912864,-0.014560811692912864,-0.009993183164641475,-0.004567628528271389,1.0
2016-02-18,RAW_HIGH,10,0,0.04422484933664471,0.04422484933664471,0.029095052848158217,0.015129796488486492,0.7
2016-02-18,RAW_HIGH,10,30,0.04422484933664471,0.04212484933664471,0.029095052848158217,0.013029796488486494,0.7
2016-02-18,RAW_HIGH,10,60,0.04422484933664471,0.040024849336644706,0.029095052848158217,0.01092979648848649,0.7
2016-02-18,RAW_HIGH,20,0,0.05178453623766381,0.05178453623766381,0.029095052848158217,0.022689483389505594,0.4
2016-02-18,RAW_HIGH,20,30,0.05178453623766381,0.05058453623766381,0.029095052848158217,0.021489483389505595,0.4
2016-02-18,RAW_HIGH,20,60,0.05178453623766381,0.04938453623766381,0.029095052848158217,0.020289483389505595,0.4
2016-02-18,RAW_LOW,10,0,0.028801527316792995,0.028801527316792995,0.029095052848158217,-0.000293525531365222,0.30000000000000004
2016-02-18,RAW_LOW,10,30,0.028801527316792995,0.027901527316792993,0.029095052848158217,-0.0011935255313652235,0.30000000000000004
2016-02-18,RAW_LOW,10,60,0.028801527316792995,0.027001527316792995,0.029095052848158217,-0.0020935255313652215,0.30000000000000004
2016-02-18,RAW_LOW,20,0,0.042447874689721846,0.042447874689721846,0.029095052848158217,0.013352821841563629,0.35
2016-02-18,RAW_LOW,20,30,0.042447874689721846,0.04139787468972184,0.029095052848158217,0.012302821841563626,0.35
2016-02-18,RAW_LOW,20,60,0.042447874689721846,0.04034787468972185,0.029095052848158217,0.011252821841563631,0.35
2016-02-18,TURNOVER_HIGH,10,0,0.028689225645517364,0.028689225645517364,0.029095052848158217,-0.000405827202640853,0.6
2016-02-18,TURNOVER_HIGH,10,30,0.028689225645517364,0.026889225645517364,0.029095052848158217,-0.0022058272026408525,0.6
2016-02-18,TURNOVER_HIGH,10,60,0.028689225645517364,0.025089225645517365,0.029095052848158217,-0.004005827202640852,0.6
2016-02-18,TURNOVER_HIGH,20,0,0.047057135496149816,0.047057135496149816,0.029095052848158217,0.0179620826479916,0.55
2016-02-18,TURNOVER_HIGH,20,30,0.047057135496149816,0.04540713549614982,0.029095052848158217,0.0163120826479916,0.55
2016-02-18,TURNOVER_HIGH,20,60,0.047057135496149816,0.04375713549614982,0.029095052848158217,0.014662082647991601,0.55
2016-02-18,TURNOVER_LOW,10,0,0.025730009914700043,0.025730009914700043,0.029095052848158217,-0.003365042933458174,0.5
2016-02-18,TURNOVER_LOW,10,30,0.025730009914700043,0.02423000991470004,0.029095052848158217,-0.004865042933458175,0.5
2016-02-18,TURNOVER_LOW,10,60,0.025730009914700043,0.022730009914700044,0.029095052848158217,-0.006365042933458173,0.5
2016-02-18,TURNOVER_LOW,20,0,0.02481723864535234,0.02481723864535234,0.029095052848158217,-0.004277814202805878,0.30000000000000004
2016-02-18,TURNOVER_LOW,20,30,0.02481723864535234,0.023917238645352338,0.029095052848158217,-0.005177814202805879,0.30000000000000004
2016-02-18,TURNOVER_LOW,20,60,0.02481723864535234,0.02301723864535234,0.029095052848158217,-0.006077814202805877,0.30000000000000004
2016-02-18,ACT1_HIGH,10,0,0.061204917898990366,0.061204917898990366,0.029095052848158217,0.032109865050832145,1.0
2016-02-18,ACT1_HIGH,10,30,0.061204917898990366,0.05820491789899036,0.029095052848158217,0.029109865050832146,1.0
2016-02-18,ACT1_HIGH,10,60,0.061204917898990366,0.05520491789899037,0.029095052848158217,0.02610986505083215,1.0
2016-02-18,ACT1_HIGH,20,0,0.047460364478374255,0.047460364478374255,0.029095052848158217,0.018365311630216038,0.9
2016-02-18,ACT1_HIGH,20,30,0.047460364478374255,0.044760364478374254,0.029095052848158217,0.015665311630216037,0.9
2016-02-18,ACT1_HIGH,20,60,0.047460364478374255,0.04206036447837425,0.029095052848158217,0.012965311630216036,0.9
2016-02-18,ACT1_LOW,10,0,0.025226198733714233,0.025226198733714233,0.029095052848158217,-0.0038688541144439835,0.9
2016-02-18,ACT1_LOW,10,30,0.025226198733714233,0.022526198733714232,0.029095052848158217,-0.0065688541144439845,0.9
2016-02-18,ACT1_LOW,10,60,0.025226198733714233,0.01982619873371423,0.029095052848158217,-0.009268854114443986,0.9
2016-02-18,ACT1_LOW,20,0,0.048620002699198556,0.048620002699198556,0.029095052848158217,0.01952494985104034,0.75
2016-02-18,ACT1_LOW,20,30,0.048620002699198556,0.046370002699198554,0.029095052848158217,0.017274949851040337,0.75
2016-02-18,ACT1_LOW,20,60,0.048620002699198556,0.04412000269919856,0.029095052848158217,0.015024949851040342,0.75
2016-02-18,ACT5_HIGH,10,0,0.03780785457294096,0.03780785457294096,0.029095052848158217,0.008712801724782743,1.0
2016-02-18,ACT5_HIGH,10,30,0.03780785457294096,0.03480785457294096,0.029095052848158217,0.005712801724782741,1.0
2016-02-18,ACT5_HIGH,10,60,0.03780785457294096,0.03180785457294096,0.029095052848158217,0.002712801724782745,1.0
2016-02-18,ACT5_HIGH,20,0,0.03743013468257837,0.03743013468257837,0.029095052848158217,0.008335081834420156,0.95
2016-02-18,ACT5_HIGH,20,30,0.03743013468257837,0.034580134682578374,0.029095052848158217,0.005485081834420157,0.95
2016-02-18,ACT5_HIGH,20,60,0.03743013468257837,0.031730134682578376,0.029095052848158217,0.002635081834420159,0.95
2016-02-18,ACT5_LOW,10,0,0.0657754858776799,0.0657754858776799,0.029095052848158217,0.036680433029521675,0.9
2016-02-18,ACT5_LOW,10,30,0.0657754858776799,0.0630754858776799,0.029095052848158217,0.03398043302952168,0.9
2016-02-18,ACT5_LOW,10,60,0.0657754858776799,0.060375485877679894,0.029095052848158217,0.03128043302952167,0.9
2016-02-18,ACT5_LOW,20,0,0.026523769074204284,0.026523769074204284,0.029095052848158217,-0.002571283773953933,0.85
2016-02-18,ACT5_LOW,20,30,0.026523769074204284,0.023973769074204284,0.029095052848158217,-0.005121283773953933,0.85
2016-02-18,ACT5_LOW,20,60,0.026523769074204284,0.021423769074204284,0.029095052848158217,-0.007671283773953933,0.85
2016-03-04,RAW_HIGH,10,0,-0.019445542301516277,-0.019445542301516277,0.021315470594419576,-0.04076101289593585,0.5
2016-03-04,RAW_HIGH,10,30,-0.019445542301516277,-0.020945542301516278,0.021315470594419576,-0.042261012895935854,0.5
2016-03-04,RAW_HIGH,10,60,-0.019445542301516277,-0.022445542301516276,0.021315470594419576,-0.043761012895935855,0.5
2016-03-04,RAW_HIGH,20,0,-0.0009752011073093664,-0.0009752011073093664,0.021315470594419576,-0.022290671701728944,0.44999999999999996
2016-03-04,RAW_HIGH,20,30,-0.0009752011073093664,-0.002325201107309366,0.021315470594419576,-0.02364067170172894,0.44999999999999996
2016-03-04,RAW_HIGH,20,60,-0.0009752011073093664,-0.003675201107309366,0.021315470594419576,-0.02499067170172894,0.44999999999999996
2016-03-04,RAW_LOW,10,0,0.0534863987070424,0.0534863987070424,0.021315470594419576,0.03217092811262283,0.4
2016-03-04,RAW_LOW,10,30,0.0534863987070424,0.0522863987070424,0.021315470594419576,0.030970928112622826,0.4
2016-03-04,RAW_LOW,10,60,0.0534863987070424,0.0510863987070424,0.021315470594419576,0.029770928112622826,0.4
2016-03-04,RAW_LOW,20,0,0.03430270803222868,0.03430270803222868,0.021315470594419576,0.012987237437809104,0.30000000000000004
2016-03-04,RAW_LOW,20,30,0.03430270803222868,0.03340270803222868,0.021315470594419576,0.012087237437809106,0.30000000000000004
2016-03-04,RAW_LOW,20,60,0.03430270803222868,0.032502708032228676,0.021315470594419576,0.0111872374378091,0.30000000000000004
2016-03-04,TURNOVER_HIGH,10,0,0.016887371912937103,0.016887371912937103,0.021315470594419576,-0.004428098681482473,0.8
2016-03-04,TURNOVER_HIGH,10,30,0.016887371912937103,0.014487371912937103,0.021315470594419576,-0.006828098681482472,0.8
2016-03-04,TURNOVER_HIGH,10,60,0.016887371912937103,0.012087371912937104,0.021315470594419576,-0.009228098681482472,0.8
2016-03-04,TURNOVER_HIGH,20,0,0.017883473540230004,0.017883473540230004,0.021315470594419576,-0.003431997054189572,0.6
2016-03-04,TURNOVER_HIGH,20,30,0.017883473540230004,0.016083473540230004,0.021315470594419576,-0.005231997054189572,0.6
2016-03-04,TURNOVER_HIGH,20,60,0.017883473540230004,0.014283473540230004,0.021315470594419576,-0.007031997054189571,0.6
2016-03-04,TURNOVER_LOW,10,0,0.014901178776324155,0.014901178776324155,0.021315470594419576,-0.00641429181809542,0.6
2016-03-04,TURNOVER_LOW,10,30,0.014901178776324155,0.013101178776324156,0.021315470594419576,-0.00821429181809542,0.6
2016-03-04,TURNOVER_LOW,10,60,0.014901178776324155,0.011301178776324156,0.021315470594419576,-0.01001429181809542,0.6
2016-03-04,TURNOVER_LOW,20,0,0.023721971584322994,0.023721971584322994,0.021315470594419576,0.0024065009899034186,0.4
2016-03-04,TURNOVER_LOW,20,30,0.023721971584322994,0.022521971584322995,0.021315470594419576,0.0012065009899034189,0.4
2016-03-04,TURNOVER_LOW,20,60,0.023721971584322994,0.021321971584322995,0.021315470594419576,6.500989903419213e-06,0.4
2016-03-04,ACT1_HIGH,10,0,0.03161436932383218,0.03161436932383218,0.021315470594419576,0.010298898729412604,1.0
2016-03-04,ACT1_HIGH,10,30,0.03161436932383218,0.02861436932383218,0.021315470594419576,0.007298898729412605,1.0
2016-03-04,ACT1_HIGH,10,60,0.03161436932383218,0.02561436932383218,0.021315470594419576,0.004298898729412606,1.0
2016-03-04,ACT1_HIGH,20,0,0.017325584132967455,0.017325584132967455,0.021315470594419576,-0.003989886461452121,0.95
2016-03-04,ACT1_HIGH,20,30,0.017325584132967455,0.014475584132967454,0.021315470594419576,-0.006839886461452121,0.95
2016-03-04,ACT1_HIGH,20,60,0.017325584132967455,0.011625584132967454,0.021315470594419576,-0.009689886461452121,0.95
2016-03-04,ACT1_LOW,10,0,0.030724057882594018,0.030724057882594018,0.021315470594419576,0.009408587288174442,0.9
2016-03-04,ACT1_LOW,10,30,0.030724057882594018,0.028024057882594017,0.021315470594419576,0.006708587288174441,0.9
2016-03-04,ACT1_LOW,10,60,0.030724057882594018,0.025324057882594016,0.021315470594419576,0.00400858728817444,0.9
2016-03-04,ACT1_LOW,20,0,0.021409641649639616,0.021409641649639616,0.021315470594419576,9.417105522004088e-05,0.85
2016-03-04,ACT1_LOW,20,30,0.021409641649639616,0.018859641649639616,0.021315470594419576,-0.0024558289447799593,0.85
2016-03-04,ACT1_LOW,20,60,0.021409641649639616,0.016309641649639616,0.021315470594419576,-0.0050058289447799595,0.85
2016-03-04,ACT5_HIGH,10,0,0.027552195231606007,0.027552195231606007,0.021315470594419576,0.006236724637186431,1.0
2016-03-04,ACT5_HIGH,10,30,0.027552195231606007,0.024552195231606008,0.021315470594419576,0.003236724637186432,1.0
2016-03-04,ACT5_HIGH,10,60,0.027552195231606007,0.02155219523160601,0.021315470594419576,0.00023672463718643275,1.0
2016-03-04,ACT5_HIGH,20,0,0.02259726162380404,0.02259726162380404,0.021315470594419576,0.0012817910293844645,0.9
2016-03-04,ACT5_HIGH,20,30,0.02259726162380404,0.01989726162380404,0.021315470594419576,-0.0014182089706155365,0.9
2016-03-04,ACT5_HIGH,20,60,0.02259726162380404,0.01719726162380404,0.021315470594419576,-0.004118208970615534,0.9
2016-03-04,ACT5_LOW,10,0,0.030057018565049796,0.030057018565049796,0.021315470594419576,0.00874154797063022,0.6
2016-03-04,ACT5_LOW,10,30,0.030057018565049796,0.028257018565049797,0.021315470594419576,0.006941547970630221,0.6
2016-03-04,ACT5_LOW,10,60,0.030057018565049796,0.026457018565049797,0.021315470594419576,0.005141547970630222,0.6
2016-03-04,ACT5_LOW,20,0,0.029217274431288704,0.029217274431288704,0.021315470594419576,0.007901803836869128,0.75
2016-03-04,ACT5_LOW,20,30,0.029217274431288704,0.026967274431288706,0.021315470594419576,0.00565180383686913,0.75
2016-03-04,ACT5_LOW,20,60,0.029217274431288704,0.024717274431288704,0.021315470594419576,0.003401803836869128,0.75
2016-03-18,RAW_HIGH,10,0,-0.008274965699837728,-0.008274965699837728,-0.0047786609634832035,-0.0034963047363545247,0.4
2016-03-18,RAW_HIGH,10,30,-0.008274965699837728,-0.009474965699837728,-0.0047786609634832035,-0.004696304736354524,0.4
2016-03-18,RAW_HIGH,10,60,-0.008274965699837728,-0.010674965699837728,-0.0047786609634832035,-0.005896304736354524,0.4
2016-03-18,RAW_HIGH,20,0,-0.00901407106233321,-0.00901407106233321,-0.0047786609634832035,-0.0042354100988500065,0.4
2016-03-18,RAW_HIGH,20,30,-0.00901407106233321,-0.01021407106233321,-0.0047786609634832035,-0.005435410098850006,0.4
2016-03-18,RAW_HIGH,20,60,-0.00901407106233321,-0.01141407106233321,-0.0047786609634832035,-0.006635410098850006,0.4
2016-03-18,RAW_LOW,10,0,0.022786719073934026,0.022786719073934026,-0.0047786609634832035,0.02756538003741723,0.5
2016-03-18,RAW_LOW,10,30,0.022786719073934026,0.021286719073934025,-0.0047786609634832035,0.026065380037417228,0.5
2016-03-18,RAW_LOW,10,60,0.022786719073934026,0.019786719073934027,-0.0047786609634832035,0.02456538003741723,0.5
2016-03-18,RAW_LOW,20,0,0.03002706842116329,0.03002706842116329,-0.0047786609634832035,0.03480572938464649,0.19999999999999996
2016-03-18,RAW_LOW,20,30,0.03002706842116329,0.02942706842116329,-0.0047786609634832035,0.03420572938464649,0.19999999999999996
2016-03-18,RAW_LOW,20,60,0.03002706842116329,0.02882706842116329,-0.0047786609634832035,0.033605729384646496,0.19999999999999996
2016-03-18,TURNOVER_HIGH,10,0,-0.0029780942861075974,-0.0029780942861075974,-0.0047786609634832035,0.001800566677375606,0.8
2016-03-18,TURNOVER_HIGH,10,30,-0.0029780942861075974,-0.005378094286107598,-0.0047786609634832035,-0.0005994333226243941,0.8
2016-03-18,TURNOVER_HIGH,10,60,-0.0029780942861075974,-0.007778094286107597,-0.0047786609634832035,-0.0029994333226243935,0.8
2016-03-18,TURNOVER_HIGH,20,0,0.030103501923170295,0.030103501923170295,-0.0047786609634832035,0.034882162886653495,0.75
2016-03-18,TURNOVER_HIGH,20,30,0.030103501923170295,0.027853501923170296,-0.0047786609634832035,0.0326321628866535,0.75
2016-03-18,TURNOVER_HIGH,20,60,0.030103501923170295,0.025603501923170294,-0.0047786609634832035,0.030382162886653498,0.75
2016-03-18,TURNOVER_LOW,10,0,-0.003482285845480043,-0.003482285845480043,-0.0047786609634832035,0.0012963751180031604,0.5
2016-03-18,TURNOVER_LOW,10,30,-0.003482285845480043,-0.004982285845480043,-0.0047786609634832035,-0.00020362488199683962,0.5
2016-03-18,TURNOVER_LOW,10,60,-0.003482285845480043,-0.006482285845480043,-0.0047786609634832035,-0.0017036248819968392,0.5
2016-03-18,TURNOVER_LOW,20,0,-0.0045110652153307635,-0.0045110652153307635,-0.0047786609634832035,0.00026759574815244,0.44999999999999996
2016-03-18,TURNOVER_LOW,20,30,-0.0045110652153307635,-0.005861065215330763,-0.0047786609634832035,-0.0010824042518475597,0.44999999999999996
2016-03-18,TURNOVER_LOW,20,60,-0.0045110652153307635,-0.007211065215330763,-0.0047786609634832035,-0.0024324042518475593,0.44999999999999996
2016-03-18,ACT1_HIGH,10,0,0.0044222311144494,0.0044222311144494,-0.0047786609634832035,0.009200892077932604,0.9
2016-03-18,ACT1_HIGH,10,30,0.0044222311144494,0.0017222311144494,-0.0047786609634832035,0.006500892077932603,0.9
2016-03-18,ACT1_HIGH,10,60,0.0044222311144494,-0.0009777688855506003,-0.0047786609634832035,0.0038008920779326032,0.9
