year,factor,direction,overlay,top_n,cost_bps,n_periods,return,avg_turnover
2016,FOREIGN_FLOW,HIGH,TURNOVER_W10,20,30,25,-0.1466260097811649,0.47199999999999986
2016,FOREIGN_FLOW,HIGH,TURNOVER_W10,20,60,25,-0.1764869354391393,0.47199999999999986
2016,FOREIGN_FLOW,LOW,ACT1_W10,10,0,23,0.2868195725654814,0.6739130434782608
2016,FOREIGN_FLOW,LOW,ACT1_W10,10,30,23,0.22885947510973836,0.6739130434782608
2016,FOREIGN_FLOW,LOW,ACT1_W10,10,60,23,0.17339625946706705,0.6739130434782608
2016,FOREIGN_FLOW,LOW,ACT1_W10,20,0,23,0.14215185803988017,0.541304347826087
2016,FOREIGN_FLOW,LOW,ACT1_W10,20,30,23,0.10043170708017013,0.541304347826087
2016,FOREIGN_FLOW,LOW,ACT1_W10,20,60,23,0.06016752711592677,0.541304347826087
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,10,0,23,0.2778551808185725,0.773913043478261
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,10,30,23,0.2120529116151364,0.773913043478261
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,10,60,23,0.1494946531978012,0.773913043478261
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,20,0,23,0.1410055499077314,0.741304347826087
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,20,30,23,0.08439858359290486,0.741304347826087
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP50,20,60,23,0.030482070444838083,0.741304347826087
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,10,0,23,0.2886522291705571,0.717391304347826
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,10,30,23,0.22698572045529808,0.717391304347826
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,10,60,23,0.16814221284460817,0.717391304347826
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,20,0,23,0.1380263093372882,0.6543478260869565
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,20,30,23,0.08800947639193368,0.6543478260869565
2016,FOREIGN_FLOW,LOW,ACT5_KEEP_TOP70,20,60,23,0.040096807632644005,0.6543478260869565
2016,FOREIGN_FLOW,LOW,ACT5_W10,10,0,23,0.2676031806395043,0.6304347826086956
2016,FOREIGN_FLOW,LOW,ACT5_W10,10,30,23,0.21415251914626854,0.6304347826086956
2016,FOREIGN_FLOW,LOW,ACT5_W10,10,60,23,0.1628554987350237,0.6304347826086956
2016,FOREIGN_FLOW,LOW,ACT5_W10,20,0,23,0.17994437469218094,0.5217391304347826
2016,FOREIGN_FLOW,LOW,ACT5_W10,20,30,23,0.13844089596238462,0.5217391304347826
2016,FOREIGN_FLOW,LOW,ACT5_W10,20,60,23,0.09833162920414851,0.5217391304347826
2016,FOREIGN_FLOW,LOW,BASE,10,0,25,0.2256684154755475,0.56
2016,FOREIGN_FLOW,LOW,BASE,10,30,25,0.17546035150104244,0.56
2016,FOREIGN_FLOW,LOW,BASE,10,60,25,0.12722487761485612,0.56
2016,FOREIGN_FLOW,LOW,BASE,20,0,25,0.17779560497322278,0.4799999999999999
2016,FOREIGN_FLOW,LOW,BASE,20,30,25,0.13619651493637064,0.4799999999999999
2016,FOREIGN_FLOW,LOW,BASE,20,60,25,0.09600392617661235,0.4799999999999999
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,10,0,25,0.3670656102429908,0.54
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,10,30,25,0.3133174648129522,0.54
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,10,60,25,0.2615932296360308,0.54
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,20,0,25,0.1289600546872871,0.498
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,20,30,25,0.08757524908589187,0.498
2016,FOREIGN_FLOW,LOW,RAW_TA_W10,20,60,25,0.047644252126112896,0.498
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,10,0,25,0.2594470534420905,0.544
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,10,30,25,0.2093249581955583,0.544
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,10,60,25,0.16111454367077838,0.544
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,20,0,25,0.15285179091799383,0.4800000000000001
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,20,30,25,0.11205195638350762,0.4800000000000001
2016,FOREIGN_FLOW,LOW,TURNOVER_W10,20,60,25,0.07263432568803196,0.4800000000000001
2016,MOM12_1,HIGH,ACT1_W10,10,0,23,-0.2187886462098757,0.5000000000000001
2016,MOM12_1,HIGH,ACT1_W10,10,30,23,-0.24575310628667602,0.5000000000000001
2016,MOM12_1,HIGH,ACT1_W10,10,60,23,-0.27183026380196773,0.5000000000000001
2016,MOM12_1,HIGH,ACT1_W10,20,0,23,-0.1696088163770746,0.30217391304347824
2016,MOM12_1,HIGH,ACT1_W10,20,30,23,-0.18708888870791385,0.30217391304347824
2016,MOM12_1,HIGH,ACT1_W10,20,60,23,-0.20422238522925495,0.30217391304347824
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,0,23,-0.03740818955879677,0.6217391304347827
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,30,23,-0.07792069873863572,0.6217391304347827
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,10,60,23,-0.11680476069191492,0.6217391304347827
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,0,23,-0.021403330875440885,0.6326086956521739
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,30,23,-0.06328660432299138,0.6326086956521739
2016,MOM12_1,HIGH,ACT5_KEEP_TOP50,20,60,23,-0.10345593263612751,0.6326086956521739
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,0,23,-0.29062321002539726,0.4956521739130435
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,30,23,-0.3149448405295837,0.4956521739130435
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,10,60,23,-0.3384729307154287,0.4956521739130435
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,0,23,-0.15912225315652317,0.44782608695652176
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,30,23,-0.1850557350094515,0.44782608695652176
2016,MOM12_1,HIGH,ACT5_KEEP_TOP70,20,60,23,-0.210227985636945,0.44782608695652176
2016,MOM12_1,HIGH,ACT5_W10,10,0,23,-0.2262105726921555,0.42173913043478256
2016,MOM12_1,HIGH,ACT5_W10,10,30,23,-0.2486652905641884,0.42173913043478256
2016,MOM12_1,HIGH,ACT5_W10,10,60,23,-0.2705012902877372,0.42173913043478256
2016,MOM12_1,HIGH,ACT5_W10,20,0,23,-0.19956944567493373,0.2978260869565217
2016,MOM12_1,HIGH,ACT5_W10,20,30,23,-0.21620036767569628,0.2978260869565217
2016,MOM12_1,HIGH,ACT5_W10,20,60,23,-0.23250631678028233,0.2978260869565217
2016,MOM12_1,HIGH,BASE,10,0,25,-0.16401426539661146,0.288
2016,MOM12_1,HIGH,BASE,10,30,25,-0.18197003240250775,0.288
2016,MOM12_1,HIGH,BASE,10,60,25,-0.19956144838076828,0.288
2016,MOM12_1,HIGH,BASE,20,0,25,-0.13396446982117616,0.25199999999999995
2016,MOM12_1,HIGH,BASE,20,30,25,-0.15022041260421826,0.25199999999999995
2016,MOM12_1,HIGH,BASE,20,60,25,-0.16618855365306184,0.25199999999999995
2016,MOM12_1,HIGH,RAW_TA_W10,10,0,25,-0.16672061379376135,0.31599999999999995
2016,MOM12_1,HIGH,RAW_TA_W10,10,30,25,-0.18644236240866208,0.31599999999999995
2016,MOM12_1,HIGH,RAW_TA_W10,10,60,25,-0.20572120740105393,0.31599999999999995
2016,MOM12_1,HIGH,RAW_TA_W10,20,0,25,-0.1075581360337261,0.254
2016,MOM12_1,HIGH,RAW_TA_W10,20,30,25,-0.12443711163669058,0.254
2016,MOM12_1,HIGH,RAW_TA_W10,20,60,25,-0.14101439881768585,0.254
2016,MOM12_1,HIGH,TURNOVER_W10,10,0,25,-0.11068309413243616,0.292
2016,MOM12_1,HIGH,TURNOVER_W10,10,30,25,-0.13006890953503736,0.292
2016,MOM12_1,HIGH,TURNOVER_W10,10,60,25,-0.14905577579851736,0.292
2016,MOM12_1,HIGH,TURNOVER_W10,20,0,25,-0.11010013094963078,0.25999999999999995
2016,MOM12_1,HIGH,TURNOVER_W10,20,30,25,-0.12728007029321864,0.25999999999999995
2016,MOM12_1,HIGH,TURNOVER_W10,20,60,25,-0.1441464096087789,0.25999999999999995
2016,MOM12_1,LOW,ACT1_W10,10,0,23,-0.02272739480810515,0.5043478260869566
2016,MOM12_1,LOW,ACT1_W10,10,30,23,-0.05613450986141366,0.5043478260869566
2016,MOM12_1,LOW,ACT1_W10,10,60,23,-0.08845255615671865,0.5043478260869566
2016,MOM12_1,LOW,ACT1_W10,20,0,23,-0.0026957925634890634,0.308695652173913
2016,MOM12_1,LOW,ACT1_W10,20,30,23,-0.02369137624939066,0.308695652173913
2016,MOM12_1,LOW,ACT1_W10,20,60,23,-0.04426840567137558,0.308695652173913
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,10,0,23,0.03778425297004828,0.7043478260869567
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,10,30,23,-0.011448912957725432,0.7043478260869567
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,10,60,23,-0.05844762823733629,0.7043478260869567
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,20,0,23,0.0641685915312975,0.6282608695652173
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,20,30,23,0.019057937826489457,0.6282608695652173
2016,MOM12_1,LOW,ACT5_KEEP_TOP50,20,60,23,-0.024223050154545178,0.6282608695652173
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,10,0,23,-0.04338272498709028,0.5217391304347825
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,10,30,23,-0.0773504371793936,0.5217391304347825
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,10,60,23,-0.1101703338573623,0.5217391304347825
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,20,0,23,0.02766291994945802,0.4869565217391304
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,20,30,23,-0.006268465825572278,0.4869565217391304
2016,MOM12_1,LOW,ACT5_KEEP_TOP70,20,60,23,-0.039130807517090194,0.4869565217391304
2016,MOM12_1,LOW,ACT5_W10,10,0,23,-0.030482503820077778,0.5173913043478261
2016,MOM12_1,LOW,ACT5_W10,10,30,23,-0.0645601635856683,0.5173913043478261
2016,MOM12_1,LOW,ACT5_W10,10,60,23,-0.09749583479647517,0.5173913043478261
2016,MOM12_1,LOW,ACT5_W10,20,0,23,0.007904486861717297,0.3173913043478261
2016,MOM12_1,LOW,ACT5_W10,20,30,23,-0.0138839167249043,0.3173913043478261
2016,MOM12_1,LOW,ACT5_W10,20,60,23,-0.03522631794100595,0.3173913043478261
2016,MOM12_1,LOW,BASE,10,0,25,-0.06082097966429667,0.25199999999999995
2016,MOM12_1,LOW,BASE,10,30,25,-0.07857213438005584,0.25199999999999995
2016,MOM12_1,LOW,BASE,10,60,25,-0.09600856822608828,0.25199999999999995
2016,MOM12_1,LOW,BASE,20,0,25,0.02020892226120874,0.25999999999999995
2016,MOM12_1,LOW,BASE,20,30,25,0.00036420871493692,0.25999999999999995
2016,MOM12_1,LOW,BASE,20,60,25,-0.019116078220476118,0.25999999999999995
2016,MOM12_1,LOW,RAW_TA_W10,10,0,25,-0.0463213786244302,0.29599999999999993
2016,MOM12_1,LOW,RAW_TA_W10,10,30,25,-0.06743641974485137,0.29599999999999993
2016,MOM12_1,LOW,RAW_TA_W10,10,60,25,-0.08810878154108515,0.29599999999999993
2016,MOM12_1,LOW,RAW_TA_W10,20,0,25,-0.03645892801307038,0.27599999999999997
2016,MOM12_1,LOW,RAW_TA_W10,20,30,25,-0.056455868587741764,0.27599999999999997
2016,MOM12_1,LOW,RAW_TA_W10,20,60,25,-0.07606034695883013,0.27599999999999997
2016,MOM12_1,LOW,TURNOVER_W10,10,0,25,0.008373577396801002,0.32
2016,MOM12_1,LOW,TURNOVER_W10,10,30,25,-0.015659329344935302,0.32
2016,MOM12_1,LOW,TURNOVER_W10,10,60,25,-0.039148865573142344,0.32
2016,MOM12_1,LOW,TURNOVER_W10,20,0,25,-0.007422745516256879,0.26399999999999996
2016,MOM12_1,LOW,TURNOVER_W10,20,30,25,-0.027107091157626217,0.26399999999999996
2016,MOM12_1,LOW,TURNOVER_W10,20,60,25,-0.04642323735112386,0.26399999999999996
2016,MOM1M,HIGH,ACT1_W10,10,0,23,0.17711813067055648,0.7608695652173914
2016,MOM1M,HIGH,ACT1_W10,10,30,23,0.11730797776173274,0.7608695652173914
2016,MOM1M,HIGH,ACT1_W10,10,60,23,0.060407174983906575,0.7608695652173914
2016,MOM1M,HIGH,ACT1_W10,20,0,23,0.024316955973714638,0.6413043478260869
2016,MOM1M,HIGH,ACT1_W10,20,30,23,-0.02011012305467441,0.6413043478260869
2016,MOM1M,HIGH,ACT1_W10,20,60,23,-0.06269493309848329,0.6413043478260869
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,10,0,23,0.2348937833931981,0.7478260869565219
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,10,30,23,0.17325032055766743,0.7478260869565219
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,10,60,23,0.11455146948821193,0.7478260869565219
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,20,0,23,0.05580437704694341,0.7239130434782608
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,20,30,23,0.004439606046325428,0.7239130434782608
2016,MOM1M,HIGH,ACT5_KEEP_TOP50,20,60,23,-0.044533275337027556,0.7239130434782608
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,10,0,23,0.09220333674515624,0.7217391304347825
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,10,30,23,0.03924522935652175,0.7217391304347825
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,10,60,23,-0.011255458625481496,0.7217391304347825
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,20,0,23,0.01741284059703374,0.6760869565217391
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,20,30,23,-0.028986243751934038,0.6760869565217391
2016,MOM1M,HIGH,ACT5_KEEP_TOP70,20,60,23,-0.0733615936098665,0.6760869565217391
2016,MOM1M,HIGH,ACT5_W10,10,0,23,0.10762130844208517,0.7521739130434785
2016,MOM1M,HIGH,ACT5_W10,10,30,23,0.051794057614011235,0.7521739130434785
2016,MOM1M,HIGH,ACT5_W10,10,60,23,-0.001341532962856773,0.7521739130434785
2016,MOM1M,HIGH,ACT5_W10,20,0,23,0.03902464042108167,0.6456521739130434
2016,MOM1M,HIGH,ACT5_W10,20,30,23,-0.0062828666483830675,0.6456521739130434
2016,MOM1M,HIGH,ACT5_W10,20,60,23,-0.04970083113606849,0.6456521739130434
2016,MOM1M,HIGH,BASE,10,0,25,0.12903263347870175,0.68
2016,MOM1M,HIGH,BASE,10,30,25,0.07304147195464461,0.68
2016,MOM1M,HIGH,BASE,10,60,25,0.019716895856023875,0.68
2016,MOM1M,HIGH,BASE,20,0,25,0.04665682125227688,0.6359999999999999
2016,MOM1M,HIGH,BASE,20,30,25,-0.0020143288710802176,0.6359999999999999
2016,MOM1M,HIGH,BASE,20,60,25,-0.048511581360415335,0.6359999999999999
2016,MOM1M,HIGH,RAW_TA_W10,10,0,25,0.060586189705372995,0.7
2016,MOM1M,HIGH,RAW_TA_W10,10,30,25,0.006480977743460237,0.7
2016,MOM1M,HIGH,RAW_TA_W10,10,60,25,-0.04497379617356023,0.7
2016,MOM1M,HIGH,RAW_TA_W10,20,0,25,0.024186045640931075,0.628
2016,MOM1M,HIGH,RAW_TA_W10,20,30,25,-0.022882334741946675,0.628
2016,MOM1M,HIGH,RAW_TA_W10,20,60,25,-0.06787386234809722,0.628
2016,MOM1M,HIGH,TURNOVER_W10,10,0,25,0.1584244831339492,0.6559999999999999
2016,MOM1M,HIGH,TURNOVER_W10,10,30,25,0.10316980654052421,0.6559999999999999
2016,MOM1M,HIGH,TURNOVER_W10,10,60,25,0.05044565742944718,0.6559999999999999
2016,MOM1M,HIGH,TURNOVER_W10,20,0,25,0.04345636007844256,0.634
2016,MOM1M,HIGH,TURNOVER_W10,20,30,25,-0.004919742609881372,0.634
2016,MOM1M,HIGH,TURNOVER_W10,20,60,25,-0.0511424475909793,0.634
2016,MOM1M,LOW,ACT1_W10,10,0,23,0.1438417337244744,0.7782608695652173
2016,MOM1M,LOW,ACT1_W10,10,30,23,0.08426288859286513,0.7782608695652173
2016,MOM1M,LOW,ACT1_W10,10,60,23,0.027654221095056553,0.7782608695652173
2016,MOM1M,LOW,ACT1_W10,20,0,23,5.4185400197415134e-05,0.6804347826086957
2016,MOM1M,LOW,ACT1_W10,20,30,23,-0.04592898919297739,0.6804347826086957
2016,MOM1M,LOW,ACT1_W10,20,60,23,-0.08988845170108128,0.6804347826086957
2016,MOM1M,LOW,ACT5_KEEP_TOP50,10,0,23,0.08409012375084846,0.8478260869565217
2016,MOM1M,LOW,ACT5_KEEP_TOP50,10,30,23,0.022597636024310308,0.8478260869565217
2016,MOM1M,LOW,ACT5_KEEP_TOP50,10,60,23,-0.0355553358731594,0.8478260869565217
2016,MOM1M,LOW,ACT5_KEEP_TOP50,20,0,23,0.07906636024491154,0.7847826086956521
2016,MOM1M,LOW,ACT5_KEEP_TOP50,20,30,23,0.02231787391803186,0.7847826086956521
2016,MOM1M,LOW,ACT5_KEEP_TOP50,20,60,23,-0.03157263580126146,0.7847826086956521
2016,MOM1M,LOW,ACT5_KEEP_TOP70,10,0,23,0.16062583023707933,0.8391304347826086
2016,MOM1M,LOW,ACT5_KEEP_TOP70,10,30,23,0.09566006967073437,0.8391304347826086
2016,MOM1M,LOW,ACT5_KEEP_TOP70,10,60,23,0.034177905789140706,0.8391304347826086
2016,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,23,0.10730122959505195,0.7304347826086957
2016,MOM1M,LOW,ACT5_KEEP_TOP70,20,30,23,0.05305983686677607,0.7304347826086957
2016,MOM1M,LOW,ACT5_KEEP_TOP70,20,60,23,0.0013628436431731838,0.7304347826086957
2016,MOM1M,LOW,ACT5_W10,10,0,23,0.1394914518243453,0.7782608695652173
2016,MOM1M,LOW,ACT5_W10,10,30,23,0.08017530515095439,0.7782608695652173
2016,MOM1M,LOW,ACT5_W10,10,60,23,0.023815862557671208,0.7782608695652173
2016,MOM1M,LOW,ACT5_W10,20,0,23,-0.02836019103194809,0.6521739130434782
2016,MOM1M,LOW,ACT5_W10,20,30,23,-0.07127631412056945,0.6521739130434782
2016,MOM1M,LOW,ACT5_W10,20,60,23,-0.11237938067488373,0.6521739130434782
2016,MOM1M,LOW,BASE,10,0,25,0.052152816982144135,0.7
2016,MOM1M,LOW,BASE,10,30,25,-0.0018967683946135017,0.7
2016,MOM1M,LOW,BASE,10,60,25,-0.05328146426235636,0.7
2016,MOM1M,LOW,BASE,20,0,25,-0.04241360139724093,0.654
2016,MOM1M,LOW,BASE,20,30,25,-0.08855539314164196,0.654
2016,MOM1M,LOW,BASE,20,60,25,-0.13256283276420466,0.654
2016,MOM1M,LOW,RAW_TA_W10,10,0,25,0.019332567375572873,0.716
2016,MOM1M,LOW,RAW_TA_W10,10,30,25,-0.0342919376540084,0.716
2016,MOM1M,LOW,RAW_TA_W10,10,60,25,-0.08520916138709334,0.716
2016,MOM1M,LOW,RAW_TA_W10,20,0,25,-0.07109551707984751,0.6339999999999999
2016,MOM1M,LOW,RAW_TA_W10,20,30,25,-0.11454294031920131,0.6339999999999999
2016,MOM1M,LOW,RAW_TA_W10,20,60,25,-0.15603987243251438,0.6339999999999999
2016,MOM1M,LOW,TURNOVER_W10,10,0,25,-0.012727423964444817,0.688
2016,MOM1M,LOW,TURNOVER_W10,10,30,25,-0.0627365776792308,0.688
2016,MOM1M,LOW,TURNOVER_W10,10,60,25,-0.1103160955405349,0.688
2016,MOM1M,LOW,TURNOVER_W10,20,0,25,-0.02924040669874617,0.626
2016,MOM1M,LOW,TURNOVER_W10,20,30,25,-0.0740296000334697,0.626
2016,MOM1M,LOW,TURNOVER_W10,20,60,25,-0.11683571848127972,0.626
2016,OP12_REV,HIGH,ACT1_W10,10,0,23,0.2283987666460534,0.5434782608695652
2016,OP12_REV,HIGH,ACT1_W10,10,30,23,0.18353847868483308,0.5434782608695652
2016,OP12_REV,HIGH,ACT1_W10,10,60,23,0.14024107264315866,0.5434782608695652
2016,OP12_REV,HIGH,ACT1_W10,20,0,23,0.06530045518936722,0.41304347826086957
2016,OP12_REV,HIGH,ACT1_W10,20,30,23,0.035378444858279234,0.41304347826086957
2016,OP12_REV,HIGH,ACT1_W10,20,60,23,0.006254864947698113,0.41304347826086957
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,0,23,0.1307000652595156,0.7000000000000001
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,30,23,0.07757597705845787,0.7000000000000001
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,60,23,0.02683998935644416,0.7000000000000001
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,0,23,0.07616082747306496,0.6608695652173914
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,30,23,0.028270613666359967,0.6608695652173914
2016,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,60,23,-0.017579495442483717,0.6608695652173914
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,23,0.15680400534373762,0.5739130434782609
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,23,0.11211906206064937,0.5739130434782609
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,23,0.06908168368955026,0.5739130434782609
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,23,0.05016003332615737,0.5586956521739131
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,23,0.010492438528954207,0.5586956521739131
2016,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,23,-0.027744464286064918,0.5586956521739131
2016,OP12_REV,HIGH,ACT5_W10,10,0,23,0.23738936125906962,0.5347826086956522
2016,OP12_REV,HIGH,ACT5_W10,10,30,23,0.19283506801764982,0.5347826086956522
2016,OP12_REV,HIGH,ACT5_W10,10,60,23,0.14981175971506633,0.5347826086956522
2016,OP12_REV,HIGH,ACT5_W10,20,0,23,0.06312607821553029,0.41521739130434787
2016,OP12_REV,HIGH,ACT5_W10,20,30,23,0.033141593379802936,0.41521739130434787
2016,OP12_REV,HIGH,ACT5_W10,20,60,23,0.003961391023123095,0.41521739130434787
2016,OP12_REV,HIGH,BASE,10,0,25,0.18858444631374227,0.44
2016,OP12_REV,HIGH,BASE,10,30,25,0.15023014933947576,0.44
2016,OP12_REV,HIGH,BASE,10,60,25,0.11305730883620835,0.44
2016,OP12_REV,HIGH,BASE,20,0,25,0.12438245526789982,0.37800000000000006
2016,OP12_REV,HIGH,BASE,20,30,25,0.09309223062822136,0.37800000000000006
2016,OP12_REV,HIGH,BASE,20,60,25,0.06263366595682096,0.37800000000000006
2016,OP12_REV,HIGH,RAW_TA_W10,10,0,25,0.1841603374083738,0.48
