year,factor,direction,overlay,top_n,cost_bps,return_delta,turnover_delta
2018,OPFY1_REV,HIGH,TURNOVER_W10,10,30,-0.06493313169563097,0.03200000000000003
2018,OPFY1_REV,HIGH,ACT1_W10,10,60,-0.06442966498929115,0.09599999999999997
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,60,-0.050762236022932616,0.2240000000000002
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,60,-0.06237621510372049,0.10799999999999998
2018,OPFY1_REV,HIGH,ACT5_W10,10,60,-0.043840201829136505,0.124
2018,OPFY1_REV,HIGH,RAW_TA_W10,10,60,-0.031398952950154935,-0.01599999999999996
2018,OPFY1_REV,HIGH,TURNOVER_W10,10,60,-0.06452028086834594,0.03200000000000003
2018,OPFY1_REV,HIGH,ACT1_W10,20,0,-0.0085132282477135,0.038000000000000034
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,0,-0.06382254449164204,0.22200000000000003
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,0,-0.03580354890072224,0.13000000000000006
2018,OPFY1_REV,HIGH,ACT5_W10,20,0,0.012778279876763388,0.030000000000000138
2018,OPFY1_REV,HIGH,RAW_TA_W10,20,0,-0.02632739451142818,0.010000000000000009
2018,OPFY1_REV,HIGH,TURNOVER_W10,20,0,0.009748367287679027,-0.0039999999999998925
2018,OPFY1_REV,HIGH,ACT1_W10,20,30,-0.01060479105221157,0.038000000000000034
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,30,-0.07477739403913697,0.22200000000000003
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,30,-0.04259515027077121,0.13000000000000006
2018,OPFY1_REV,HIGH,ACT5_W10,20,30,0.010406017752092822,0.030000000000000138
2018,OPFY1_REV,HIGH,RAW_TA_W10,20,30,-0.026139892703074596,0.010000000000000009
2018,OPFY1_REV,HIGH,TURNOVER_W10,20,30,0.009682262653605278,-0.0039999999999998925
2018,OPFY1_REV,HIGH,ACT1_W10,20,60,-0.012542812673063786,0.038000000000000034
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,60,-0.08474264913651341,0.22200000000000003
2018,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,60,-0.04883161784324119,0.13000000000000006
2018,OPFY1_REV,HIGH,ACT5_W10,20,60,0.008179060127840088,0.030000000000000138
2018,OPFY1_REV,HIGH,RAW_TA_W10,20,60,-0.02593422744859597,0.010000000000000009
2018,OPFY1_REV,HIGH,TURNOVER_W10,20,60,0.00961060811613923,-0.0039999999999998925
2018,OPFY1_REV,LOW,ACT1_W10,10,0,0.03018912675928842,0.09199999999999997
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,0,-0.06606064711853576,0.236
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,0,-0.13629865325434465,0.17600000000000005
2018,OPFY1_REV,LOW,ACT5_W10,10,0,-0.06667064959469848,0.10799999999999998
2018,OPFY1_REV,LOW,RAW_TA_W10,10,0,-0.031334226967856815,0.0040000000000000036
2018,OPFY1_REV,LOW,TURNOVER_W10,10,0,-0.012811324431719173,0.0
2018,OPFY1_REV,LOW,ACT1_W10,10,30,0.022106017312298554,0.09199999999999997
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,30,-0.08010705771914328,0.236
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,30,-0.14285076218376436,0.17600000000000005
2018,OPFY1_REV,LOW,ACT5_W10,10,30,-0.0717341049523752,0.10799999999999998
2018,OPFY1_REV,LOW,RAW_TA_W10,10,30,-0.030428410862681998,0.0040000000000000036
2018,OPFY1_REV,LOW,TURNOVER_W10,10,30,-0.012254389815036681,0.0
2018,OPFY1_REV,LOW,ACT1_W10,10,60,0.014601104617653848,0.09199999999999997
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,60,-0.09279667222962718,0.236
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,60,-0.1486138018870844,0.17600000000000005
2018,OPFY1_REV,LOW,ACT5_W10,10,60,-0.07629366262696369,0.10799999999999998
2018,OPFY1_REV,LOW,RAW_TA_W10,10,60,-0.029544254120714597,0.0040000000000000036
2018,OPFY1_REV,LOW,TURNOVER_W10,10,60,-0.011718746678354375,0.0
2018,OPFY1_REV,LOW,ACT1_W10,20,0,-0.0028703020995283213,0.02200000000000013
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,0,-0.030085630270546226,0.266
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,0,-0.04601165520364214,0.16400000000000003
2018,OPFY1_REV,LOW,ACT5_W10,20,0,-0.0301683008479805,0.04799999999999999
2018,OPFY1_REV,LOW,RAW_TA_W10,20,0,-0.0030367973886690214,-0.017999999999999905
2018,OPFY1_REV,LOW,TURNOVER_W10,20,0,0.028747080505037492,-0.019999999999999907
2018,OPFY1_REV,LOW,ACT1_W10,20,30,-0.004211746871795596,0.02200000000000013
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,30,-0.04603831941685488,0.266
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,30,-0.05482547911550695,0.16400000000000003
2018,OPFY1_REV,LOW,ACT5_W10,20,30,-0.032258970750659866,0.04799999999999999
2018,OPFY1_REV,LOW,RAW_TA_W10,20,30,-0.001804976313181772,-0.017999999999999905
2018,OPFY1_REV,LOW,TURNOVER_W10,20,30,0.029190847631346606,-0.019999999999999907
2018,OPFY1_REV,LOW,ACT1_W10,20,60,-0.00546367089253974,0.02200000000000013
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,60,-0.06063673238226519,0.266
2018,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,60,-0.06291565429159873,0.16400000000000003
2018,OPFY1_REV,LOW,ACT5_W10,20,60,-0.03417543507818743,0.04799999999999999
2018,OPFY1_REV,LOW,RAW_TA_W10,20,60,-0.0006470040792264653,-0.017999999999999905
2018,OPFY1_REV,LOW,TURNOVER_W10,20,60,0.02957982609601295,-0.019999999999999907
2018,PBR12MF,HIGH,ACT1_W10,10,0,-0.06007624644427978,0.2920000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,0,-0.11024154186827306,0.49600000000000005
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,0,-0.09410198423691885,0.35600000000000015
2018,PBR12MF,HIGH,ACT5_W10,10,0,-0.08969694976378684,0.30000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,10,0,-0.09018342672671398,0.10400000000000001
2018,PBR12MF,HIGH,TURNOVER_W10,10,0,-0.0861723227055643,0.128
2018,PBR12MF,HIGH,ACT1_W10,10,30,-0.07676562639290752,0.2920000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,30,-0.13628308488772922,0.49600000000000005
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,30,-0.11329677568078456,0.35600000000000015
2018,PBR12MF,HIGH,ACT5_W10,10,30,-0.10606344947901036,0.30000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,10,30,-0.09546735328705425,0.10400000000000001
2018,PBR12MF,HIGH,TURNOVER_W10,10,30,-0.09293048852036545,0.128
2018,PBR12MF,HIGH,ACT1_W10,10,60,-0.09288131050027149,0.2920000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,60,-0.16104548400091823,0.49600000000000005
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,60,-0.13173835848566273,0.35600000000000015
2018,PBR12MF,HIGH,ACT5_W10,10,60,-0.12185045371786873,0.30000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,10,60,-0.10063550523672937,0.10400000000000001
2018,PBR12MF,HIGH,TURNOVER_W10,10,60,-0.09953073154270475,0.128
2018,PBR12MF,HIGH,ACT1_W10,20,0,0.030631039132380744,0.09799999999999999
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,0,0.05938035480774084,0.4660000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,0,0.06107166915484208,0.308
2018,PBR12MF,HIGH,ACT5_W10,20,0,0.016678844152591132,0.12000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,20,0,0.024887959521752268,0.027999999999999983
2018,PBR12MF,HIGH,TURNOVER_W10,20,0,0.07854351741418275,0.01999999999999999
2018,PBR12MF,HIGH,ACT1_W10,20,30,0.024476143418290186,0.09799999999999999
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,30,0.030056497187056386,0.4660000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,30,0.041404842085767,0.308
2018,PBR12MF,HIGH,ACT5_W10,20,30,0.009399193288830765,0.12000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,20,30,0.023062839900890975,0.027999999999999983
2018,PBR12MF,HIGH,TURNOVER_W10,20,30,0.07677830457500345,0.01999999999999999
2018,PBR12MF,HIGH,ACT1_W10,20,60,0.018434249708359052,0.09799999999999999
2018,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,60,0.0020268394962189573,0.4660000000000001
2018,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,60,0.02238738169988519,0.308
2018,PBR12MF,HIGH,ACT5_W10,20,60,0.002265768595021367,0.12000000000000004
2018,PBR12MF,HIGH,RAW_TA_W10,20,60,0.021261669433829677,0.027999999999999983
2018,PBR12MF,HIGH,TURNOVER_W10,20,60,0.07503288787081397,0.01999999999999999
2018,PBR12MF,LOW,ACT1_W10,10,0,-0.021798373983130892,0.21200000000000002
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,10,0,0.02260170589049071,0.46800000000000014
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,10,0,-0.08462655532236163,0.2440000000000001
2018,PBR12MF,LOW,ACT5_W10,10,0,-0.012825656699766763,0.18
2018,PBR12MF,LOW,RAW_TA_W10,10,0,0.012036590460413499,0.027999999999999983
2018,PBR12MF,LOW,TURNOVER_W10,10,0,0.011246801472386214,0.06799999999999999
2018,PBR12MF,LOW,ACT1_W10,10,30,-0.03536698178042663,0.21200000000000002
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,10,30,-0.008996003684060061,0.46800000000000014
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,10,30,-0.09850867336964342,0.2440000000000001
2018,PBR12MF,LOW,ACT5_W10,10,30,-0.024512146201371876,0.18
2018,PBR12MF,LOW,RAW_TA_W10,10,30,0.010070416610188593,0.027999999999999983
2018,PBR12MF,LOW,TURNOVER_W10,10,30,0.006660054453924702,0.06799999999999999
2018,PBR12MF,LOW,ACT1_W10,10,60,-0.04848237773568098,0.21200000000000002
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,10,60,-0.038994809780500184,0.46800000000000014
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,10,60,-0.11187879172466719,0.2440000000000001
2018,PBR12MF,LOW,ACT5_W10,10,60,-0.03583620778832197,0.18
2018,PBR12MF,LOW,RAW_TA_W10,10,60,0.008142066442635487,0.027999999999999983
2018,PBR12MF,LOW,TURNOVER_W10,10,60,0.0021761358541043663,0.06799999999999999
2018,PBR12MF,LOW,ACT1_W10,20,0,0.022665457670307698,0.12399999999999996
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,20,0,0.08103574121944657,0.4739999999999999
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,20,0,0.0038393827153447857,0.258
2018,PBR12MF,LOW,ACT5_W10,20,0,0.07500979340502323,0.126
2018,PBR12MF,LOW,RAW_TA_W10,20,0,0.03481186381064494,0.027999999999999955
2018,PBR12MF,LOW,TURNOVER_W10,20,0,0.0554199303674171,0.07999999999999995
2018,PBR12MF,LOW,ACT1_W10,20,30,0.014454668494311318,0.12399999999999996
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,20,30,0.048124903219421755,0.4739999999999999
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,20,30,-0.012579047796322462,0.258
2018,PBR12MF,LOW,ACT5_W10,20,30,0.06594922275424175,0.126
2018,PBR12MF,LOW,RAW_TA_W10,20,30,0.032778685560942544,0.027999999999999955
2018,PBR12MF,LOW,TURNOVER_W10,20,30,0.04977338534905318,0.07999999999999995
2018,PBR12MF,LOW,ACT1_W10,20,60,0.0063891565171591,0.12399999999999996
2018,PBR12MF,LOW,ACT5_KEEP_TOP50,20,60,0.01659786146564446,0.4739999999999999
2018,PBR12MF,LOW,ACT5_KEEP_TOP70,20,60,-0.028549061093500527,0.258
2018,PBR12MF,LOW,ACT5_W10,20,60,0.05704695380420777,0.126
2018,PBR12MF,LOW,RAW_TA_W10,20,60,0.030766872404857537,0.027999999999999955
2018,PBR12MF,LOW,TURNOVER_W10,20,60,0.044206956412510934,0.07999999999999995
2018,PER12MF,HIGH,ACT1_W10,10,0,0.014129725911877222,0.22800000000000012
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,10,0,0.09532332616569672,0.4680000000000002
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,10,0,0.0034716039189007786,0.3320000000000001
2018,PER12MF,HIGH,ACT5_W10,10,0,-0.05411002697927925,0.28800000000000014
2018,PER12MF,HIGH,RAW_TA_W10,10,0,-0.013296180560242399,0.05200000000000002
2018,PER12MF,HIGH,TURNOVER_W10,10,0,0.050435960167252936,0.05199999999999999
2018,PER12MF,HIGH,ACT1_W10,10,30,-0.0013561188209429975,0.22800000000000012
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,10,30,0.06064156922072905,0.4680000000000002
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,10,30,-0.018453232607027914,0.3320000000000001
2018,PER12MF,HIGH,ACT5_W10,10,30,-0.07155247622750771,0.28800000000000014
2018,PER12MF,HIGH,RAW_TA_W10,10,30,-0.0166303766970064,0.05200000000000002
2018,PER12MF,HIGH,TURNOVER_W10,10,30,0.046227826769814295,0.05199999999999999
2018,PER12MF,HIGH,ACT1_W10,10,60,-0.016278876989854307,0.22800000000000012
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,10,60,0.02775925940628554,0.4680000000000002
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,10,60,-0.03941787097370264,0.3320000000000001
2018,PER12MF,HIGH,ACT5_W10,10,60,-0.08826332352254485,0.28800000000000014
2018,PER12MF,HIGH,RAW_TA_W10,10,60,-0.019882980406899953,0.05200000000000002
2018,PER12MF,HIGH,TURNOVER_W10,10,60,0.04211358644713892,0.05199999999999999
2018,PER12MF,HIGH,ACT1_W10,20,0,7.818987752994389e-05,0.11199999999999999
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,20,0,0.027528538662608737,0.488
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,20,0,0.044524325553141786,0.31400000000000006
2018,PER12MF,HIGH,ACT5_W10,20,0,0.013236965850364824,0.10599999999999998
2018,PER12MF,HIGH,RAW_TA_W10,20,0,0.0007720391859493692,0.015999999999999986
2018,PER12MF,HIGH,TURNOVER_W10,20,0,0.033584858323075895,0.034
2018,PER12MF,HIGH,ACT1_W10,20,30,-0.007087966679283686,0.11199999999999999
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,20,30,-0.004574848924638331,0.488
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,20,30,0.02313621224961937,0.31400000000000006
2018,PER12MF,HIGH,ACT5_W10,20,30,0.006148529627460819,0.10599999999999998
2018,PER12MF,HIGH,RAW_TA_W10,20,30,-0.00027596188520306875,0.015999999999999986
2018,PER12MF,HIGH,TURNOVER_W10,20,30,0.031062998258174268,0.034
2018,PER12MF,HIGH,ACT1_W10,20,60,-0.014080633274557885,0.11199999999999999
2018,PER12MF,HIGH,ACT5_KEEP_TOP50,20,60,-0.03506333573092224,0.488
2018,PER12MF,HIGH,ACT5_KEEP_TOP70,20,60,0.0025578998114800244,0.31400000000000006
2018,PER12MF,HIGH,ACT5_W10,20,60,-0.000772726214431696,0.10599999999999998
2018,PER12MF,HIGH,RAW_TA_W10,20,60,-0.0013057619329939207,0.015999999999999986
2018,PER12MF,HIGH,TURNOVER_W10,20,60,0.02858527222128604,0.034
2018,PER12MF,LOW,ACT1_W10,10,0,0.050379507566125636,0.1800000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP50,10,0,0.03489927766238221,0.3920000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP70,10,0,-0.023767317528704646,0.21200000000000013
2018,PER12MF,LOW,ACT5_W10,10,0,0.052940056800279245,0.18800000000000006
2018,PER12MF,LOW,RAW_TA_W10,10,0,0.03296675297301699,0.05199999999999999
2018,PER12MF,LOW,TURNOVER_W10,10,0,0.06135338955503722,0.05199999999999999
2018,PER12MF,LOW,ACT1_W10,10,30,0.037729920466891054,0.1800000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP50,10,30,0.008989968020260086,0.3920000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP70,10,30,-0.036636354297899576,0.21200000000000013
2018,PER12MF,LOW,ACT5_W10,10,30,0.03987277830413183,0.18800000000000006
2018,PER12MF,LOW,RAW_TA_W10,10,30,0.029153598048119345,0.05199999999999999
2018,PER12MF,LOW,TURNOVER_W10,10,30,0.057078846542466644,0.05199999999999999
2018,PER12MF,LOW,ACT1_W10,10,60,0.025492080392795824,0.1800000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP50,10,60,-0.015680446732233455,0.3920000000000001
2018,PER12MF,LOW,ACT5_KEEP_TOP70,10,60,-0.04904019383390612,0.21200000000000013
2018,PER12MF,LOW,ACT5_W10,10,60,0.027235590735199877,0.18800000000000006
2018,PER12MF,LOW,RAW_TA_W10,10,60,0.02542885953305296,0.05199999999999999
2018,PER12MF,LOW,TURNOVER_W10,10,60,0.05289869472384212,0.05199999999999999
2018,PER12MF,LOW,ACT1_W10,20,0,0.05554811253649372,0.11199999999999999
2018,PER12MF,LOW,ACT5_KEEP_TOP50,20,0,0.044983884475540026,0.43600000000000005
2018,PER12MF,LOW,ACT5_KEEP_TOP70,20,0,0.05667931324656783,0.22399999999999998
2018,PER12MF,LOW,ACT5_W10,20,0,0.07125548633944556,0.10000000000000003
2018,PER12MF,LOW,RAW_TA_W10,20,0,0.06014223704209831,0.017999999999999988
2018,PER12MF,LOW,TURNOVER_W10,20,0,0.011328964566168609,0.05799999999999997
2018,PER12MF,LOW,ACT1_W10,20,30,0.04794938379198144,0.11199999999999999
2018,PER12MF,LOW,ACT5_KEEP_TOP50,20,30,0.016751940431058543,0.43600000000000005
2018,PER12MF,LOW,ACT5_KEEP_TOP70,20,30,0.04169321631857681,0.22399999999999998
2018,PER12MF,LOW,ACT5_W10,20,30,0.06417651359225707,0.10000000000000003
2018,PER12MF,LOW,RAW_TA_W10,20,30,0.05863456132854017,0.017999999999999988
2018,PER12MF,LOW,TURNOVER_W10,20,30,0.007670457199663194,0.05799999999999997
2018,PER12MF,LOW,ACT1_W10,20,60,0.04049926908491208,0.11199999999999999
2018,PER12MF,LOW,ACT5_KEEP_TOP50,20,60,-0.010273039975869591,0.43600000000000005
2018,PER12MF,LOW,ACT5_KEEP_TOP70,20,60,0.027120352902484823,0.22399999999999998
2018,PER12MF,LOW,ACT5_W10,20,60,0.057228477168686176,0.10000000000000003
2018,PER12MF,LOW,RAW_TA_W10,20,60,0.057144335113307076,0.017999999999999988
2018,PER12MF,LOW,TURNOVER_W10,20,60,0.004070855454200495,0.05799999999999997
2018,PRIVATE_FLOW,HIGH,ACT1_W10,10,0,0.013916488266835558,0.09600000000000009
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,10,0,0.028148088671752114,0.17599999999999993
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,10,0,0.03494462524589936,0.09599999999999997
2018,PRIVATE_FLOW,HIGH,ACT5_W10,10,0,0.014109270414909614,0.08400000000000007
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,10,0,0.09493094641461575,0.020000000000000018
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,10,0,0.01291455727198454,0.027999999999999914
2018,PRIVATE_FLOW,HIGH,ACT1_W10,10,30,0.007493320503008882,0.09600000000000009
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,10,30,0.016122027145099693,0.17599999999999993
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,10,30,0.02745655024703486,0.09599999999999997
2018,PRIVATE_FLOW,HIGH,ACT5_W10,10,30,0.008426054125434734,0.08400000000000007
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,10,30,0.08949438381037922,0.020000000000000018
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,10,30,0.010611999188865906,0.027999999999999914
2018,PRIVATE_FLOW,HIGH,ACT1_W10,10,60,0.0016387589044776218,0.09600000000000009
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,10,60,0.005214568288289589,0.17599999999999993
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,10,60,0.02058982231116646,0.09599999999999997
2018,PRIVATE_FLOW,HIGH,ACT5_W10,10,60,0.0032377381202792765,0.08400000000000007
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,10,60,0.08434583067000312,0.020000000000000018
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,10,60,0.008488758256042783,0.027999999999999914
2018,PRIVATE_FLOW,HIGH,ACT1_W10,20,0,-0.015552238835441545,0.03399999999999992
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,20,0,0.05280305727798118,0.19999999999999996
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,20,0,0.02591939863097048,0.11399999999999988
2018,PRIVATE_FLOW,HIGH,ACT5_W10,20,0,-0.022942820181741652,0.05399999999999994
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,20,0,-0.04011532621016578,0.03400000000000003
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,20,0,0.00020298129788676178,0.02199999999999991
2018,PRIVATE_FLOW,HIGH,ACT1_W10,20,30,-0.017049556020145684,0.03399999999999992
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,20,30,0.037429178942371744,0.19999999999999996
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,20,30,0.017539955060339674,0.11399999999999988
2018,PRIVATE_FLOW,HIGH,ACT5_W10,20,30,-0.0253318828248682,0.05399999999999994
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,20,30,-0.04061158896323991,0.03400000000000003
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,20,30,-0.0011744757870598699,0.02199999999999991
2018,PRIVATE_FLOW,HIGH,ACT1_W10,20,60,-0.01839885013857212,0.03399999999999992
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP50,20,60,0.02336132704376337,0.19999999999999996
2018,PRIVATE_FLOW,HIGH,ACT5_KEEP_TOP70,20,60,0.009835580905313224,0.11399999999999988
2018,PRIVATE_FLOW,HIGH,ACT5_W10,20,60,-0.02748354597386493,0.05399999999999994
2018,PRIVATE_FLOW,HIGH,RAW_TA_W10,20,60,-0.040999083171849526,0.03400000000000003
2018,PRIVATE_FLOW,HIGH,TURNOVER_W10,20,60,-0.002442018451311201,0.02199999999999991
2018,PRIVATE_FLOW,LOW,ACT1_W10,10,0,-0.03982780986047807,0.06800000000000006
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,10,0,-0.021097096706820695,0.17599999999999993
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,10,0,0.022354353714320707,0.14800000000000013
2018,PRIVATE_FLOW,LOW,ACT5_W10,10,0,0.05673225438018192,0.07599999999999996
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,10,0,0.03057865936410309,-0.01200000000000001
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,10,0,0.017006635335255704,-0.02400000000000002
2018,PRIVATE_FLOW,LOW,ACT1_W10,10,30,-0.041811838320951256,0.06800000000000006
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,10,30,-0.030011808925974437,0.17599999999999993
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,10,30,0.012640769705168253,0.14800000000000013
2018,PRIVATE_FLOW,LOW,ACT5_W10,10,30,0.049575832494899164,0.07599999999999996
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,10,30,0.029983201468056664,-0.01200000000000001
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,10,30,0.017607544681189746,-0.02400000000000002
2018,PRIVATE_FLOW,LOW,ACT1_W10,10,60,-0.04352543244569418,0.06800000000000006
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,10,60,-0.03798475561243286,0.17599999999999993
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,10,60,0.003819064353583479,0.14800000000000013
2018,PRIVATE_FLOW,LOW,ACT5_W10,10,60,0.04295613060114245,0.07599999999999996
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,10,60,0.029380799584313833,-0.01200000000000001
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,10,60,0.018125424683233637,-0.02400000000000002
2018,PRIVATE_FLOW,LOW,ACT1_W10,20,0,0.0321591651169465,0.010000000000000009
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,20,0,-0.011566738470677684,0.18200000000000016
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,20,0,0.013786196239643278,0.126
2018,PRIVATE_FLOW,LOW,ACT5_W10,20,0,0.021984793941659975,0.0
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,20,0,0.01689213249959698,-0.016000000000000014
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,20,0,0.014537112698892352,-0.0119999999999999
2018,PRIVATE_FLOW,LOW,ACT1_W10,20,30,0.030182859676764706,0.010000000000000009
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,20,30,-0.021175277563323158,0.18200000000000016
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,20,30,0.005961258283376458,0.126
2018,PRIVATE_FLOW,LOW,ACT5_W10,20,30,0.02106603452232858,0.0
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,20,30,0.017132851146583916,-0.016000000000000014
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,20,30,0.01463898125975438,-0.0119999999999999
2018,PRIVATE_FLOW,LOW,ACT1_W10,20,60,0.028312749358536893,0.010000000000000009
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP50,20,60,-0.02984648069429685,0.18200000000000016
2018,PRIVATE_FLOW,LOW,ACT5_KEEP_TOP70,20,60,-0.001183203937133226,0.126
2018,PRIVATE_FLOW,LOW,ACT5_W10,20,60,0.020184925516017027,0.0
2018,PRIVATE_FLOW,LOW,RAW_TA_W10,20,60,0.01732580649208504,-0.016000000000000014
2018,PRIVATE_FLOW,LOW,TURNOVER_W10,20,60,0.014708203190933355,-0.0119999999999999
2019,FOREIGN_FLOW,HIGH,ACT1_W10,10,0,-0.07664995829721855,0.10416666666666663
2019,FOREIGN_FLOW,HIGH,ACT5_KEEP_TOP50,10,0,-0.07855508223443286,0.23749999999999993
2019,FOREIGN_FLOW,HIGH,ACT5_KEEP_TOP70,10,0,-0.003210042853112105,0.1166666666666667
2019,FOREIGN_FLOW,HIGH,ACT5_W10,10,0,-0.03843520036101489,0.125
2019,FOREIGN_FLOW,HIGH,RAW_TA_W10,10,0,-0.028562271638122083,-0.004166666666666596
2019,FOREIGN_FLOW,HIGH,TURNOVER_W10,10,0,-0.019127292650960692,0.008333333333333304
2019,FOREIGN_FLOW,HIGH,ACT1_W10,10,30,-0.08117801054739615,0.10416666666666663
