sample,factor,direction,overlay,top_n,cost_bps,return_delta,sharpe_delta,mdd_delta,turnover_delta
FULL,MOM1M,LOW,TURNOVER_W10,10,60,0.044288529197081816,0.1580224784400931,0.04748164595428295,-0.01776061776061777
FULL,MOM1M,LOW,ACT1_W10,20,0,0.0021283882606748517,0.008415081666203028,0.01838741355574347,0.009731382299475788
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,0,-0.010579592484671663,-0.031464157416885685,-0.0015387421001951118,0.11245511770803607
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,0,0.014273093028363881,0.061670268756465196,0.01898514478630553,0.059536829770293065
FULL,MOM1M,LOW,ACT5_W10,20,0,0.0016650210489876915,0.006272201359267815,-0.008684956118265807,0.001754728602977762
FULL,MOM1M,LOW,RAW_TA_W10,20,0,9.954595549777068e-05,-0.0005924389379909356,-0.008996359630856543,-0.012934362934362786
FULL,MOM1M,LOW,TURNOVER_W10,20,0,0.004241202358698404,0.012929730003848616,0.0049897798817857275,-0.01583011583011562
FULL,MOM1M,LOW,ACT1_W10,20,30,0.001285137549645432,0.003592203106023678,0.0015870307150840368,0.009731382299475788
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,30,-0.01843397533184843,-0.09171733716048242,-0.03963463729199779,0.11245511770803607
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,30,0.009042016841454448,0.0290692488801573,-0.006292381871089048,0.059536829770293065
FULL,MOM1M,LOW,ACT5_W10,20,30,0.0014642899072132565,0.004877342449015221,-0.011225300565514518,0.001754728602977762
FULL,MOM1M,LOW,RAW_TA_W10,20,30,0.0010900773135988917,0.004780286780382087,-0.016773311809675118,-0.012934362934362786
FULL,MOM1M,LOW,TURNOVER_W10,20,30,0.005235160596663846,0.021916004680152923,-0.02675564627503113,-0.01583011583011562
FULL,MOM1M,LOW,ACT1_W10,20,60,0.0005188802689802818,-0.0012047815722211197,-0.009242062271638485,0.009731382299475788
FULL,MOM1M,LOW,ACT5_KEEP_TOP50,20,60,-0.025442366179831644,-0.1524019406118053,-0.0696172135815305,0.11245511770803607
FULL,MOM1M,LOW,ACT5_KEEP_TOP70,20,60,0.004298488428106539,-0.0035968825411897346,-0.04265698809095797,0.059536829770293065
FULL,MOM1M,LOW,ACT5_W10,20,60,0.0012793275103955004,0.003422631198857745,-0.03222656031929638,0.001754728602977762
FULL,MOM1M,LOW,RAW_TA_W10,20,60,0.0019861923991633113,0.010096038563176264,-0.01944919411036372,-0.012934362934362786
FULL,MOM1M,LOW,TURNOVER_W10,20,60,0.006125167555219746,0.03091965805466204,-0.013702068747178942,-0.01583011583011562
FULL,OP12_REV,HIGH,ACT1_W10,10,0,0.019236947650779657,0.061453641528588565,0.03536433770205738,0.10499977464958005
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,0,0.006378310500033457,0.046232227048215724,0.024487564391739602,0.2676456890464673
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,0,-0.009975771741164596,-0.005541200078218234,0.012142551822234449,0.1513032765951054
FULL,OP12_REV,HIGH,ACT5_W10,10,0,0.033186904790719174,0.11389819935041734,0.03547618592601398,0.10383245947448289
FULL,OP12_REV,HIGH,RAW_TA_W10,10,0,-0.017925289510378306,-0.09411495232596878,-0.03534989364479313,0.004247104247104283
FULL,OP12_REV,HIGH,TURNOVER_W10,10,0,-0.027142411289454715,-0.11351451197001583,-0.0748534801637083,0.03436293436293436
FULL,OP12_REV,HIGH,ACT1_W10,10,30,0.009532494648003986,0.0306672705207528,-0.025959973157699268,0.10499977464958005
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,30,-0.016721272224219597,-0.04535068486365901,-0.028577800486001115,0.2676456890464673
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,30,-0.022510329888605574,-0.06260554540636176,0.010316214817599811,0.1513032765951054
FULL,OP12_REV,HIGH,ACT5_W10,10,30,0.023026940913571492,0.08190464103914263,0.03390591870557558,0.10383245947448289
FULL,OP12_REV,HIGH,RAW_TA_W10,10,30,-0.017662762857127978,-0.08615360410558415,-0.09112763362554221,0.004247104247104283
FULL,OP12_REV,HIGH,TURNOVER_W10,10,30,-0.029093061857634828,-0.11742472582695751,-0.07486492569407754,0.03436293436293436
FULL,OP12_REV,HIGH,ACT1_W10,10,60,0.00048765832995045777,-0.0002911694487313099,-0.060854333632329505,0.10499977464958005
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,10,60,-0.03794285612180359,-0.13695053734380863,-0.045220757234448516,0.2676456890464673
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,10,60,-0.03410684056316704,-0.11950107053017223,0.003705649128040389,0.1513032765951054
FULL,OP12_REV,HIGH,ACT5_W10,10,60,0.01354044983565772,0.049838934889607445,0.019608796998099365,0.10383245947448289
FULL,OP12_REV,HIGH,RAW_TA_W10,10,60,-0.017396880839676276,-0.07840116657690349,-0.10966444839330058,0.004247104247104283
FULL,OP12_REV,HIGH,TURNOVER_W10,10,60,-0.030884615054517894,-0.1216433798703152,-0.09861025101892895,0.03436293436293436
FULL,OP12_REV,HIGH,ACT1_W10,20,0,0.00581963091691029,0.036489300080252085,0.001901525726829112,0.030612352207682936
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,0,0.00541131967178865,0.05011222010779803,-0.04099794435538284,0.27691585415320824
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,0,0.03807882045131361,0.16988162720400712,0.016152031432555503,0.1656318074606012
FULL,OP12_REV,HIGH,ACT5_W10,20,0,-0.0076198958678166395,-0.018194559962642853,0.04133278884076674,0.03411429773297475
FULL,OP12_REV,HIGH,RAW_TA_W10,20,0,0.03918197494107267,0.14310491741516085,0.03343169973508908,-0.006177606177606154
FULL,OP12_REV,HIGH,TURNOVER_W10,20,0,0.022708769156737807,0.07934687103907101,0.025470755429862435,0.0009652509652509633
FULL,OP12_REV,HIGH,ACT1_W10,20,30,0.003084667685771647,0.021728677135828045,0.009173734740753003,0.030612352207682936
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,30,-0.017494943208205216,-0.05564501629857499,-0.09186858941288745,0.27691585415320824
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,30,0.022906333866429485,0.10697257483012734,-0.02823079993354005,0.1656318074606012
FULL,OP12_REV,HIGH,ACT5_W10,20,30,-0.01019924572460762,-0.033325932987682494,-0.0026343324150738257,0.03411429773297475
FULL,OP12_REV,HIGH,RAW_TA_W10,20,30,0.038561109802298876,0.14630713938474638,0.04203095839889881,-0.006177606177606154
FULL,OP12_REV,HIGH,TURNOVER_W10,20,30,0.021961859746841395,0.08095774348810425,0.014094814900683983,0.0009652509652509633
FULL,OP12_REV,HIGH,ACT1_W10,20,60,0.0005097953977220016,0.007123185547103339,0.05660731903589844,0.030612352207682936
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP50,20,60,-0.03862960679324212,-0.1614147323536235,-0.08064705132975192,0.27691585415320824
FULL,OP12_REV,HIGH,ACT5_KEEP_TOP70,20,60,0.008747578000048994,0.04421631411630572,-0.012217538349381774,0.1656318074606012
FULL,OP12_REV,HIGH,ACT5_W10,20,60,-0.012614276459533613,-0.04842248074028438,-0.007138286332434185,0.03411429773297475
FULL,OP12_REV,HIGH,RAW_TA_W10,20,60,0.03794205335916323,0.14953077064414377,0.047729989097401004,-0.006177606177606154
FULL,OP12_REV,HIGH,TURNOVER_W10,20,60,0.021238644616731195,0.08258212018584321,0.01366691088256855,0.0009652509652509633
FULL,OP12_REV,LOW,ACT1_W10,10,0,-0.03317169291005173,-0.13360462727729355,-0.0765981132934569,0.08278172558328212
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,0,-0.010784891066528579,-0.054180972037753176,0.008338348490215086,0.22324865165332097
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,0,0.020828276993349104,0.08142825637000028,0.003830930722982573,0.13297627811246493
FULL,OP12_REV,LOW,ACT5_W10,10,0,-0.01350912719827757,-0.05775005107140954,-0.07984485908402683,0.07966888511635606
FULL,OP12_REV,LOW,RAW_TA_W10,10,0,0.02450694498232331,0.09707347527452875,0.0656963934499063,0.0
FULL,OP12_REV,LOW,TURNOVER_W10,10,0,-0.03305338582606154,-0.11978690336962097,-0.06744996271037773,0.019691119691119807
FULL,OP12_REV,LOW,ACT1_W10,10,30,-0.03770575913453622,-0.1591987851156509,-0.15390483024922041,0.08278172558328212
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,30,-0.026316733261632086,-0.13595850591513678,-0.16507235463839098,0.22324865165332097
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,30,0.01018517335144209,0.03804664756113747,-0.040732647744552986,0.13297627811246493
FULL,OP12_REV,LOW,ACT5_W10,10,30,-0.01869610924322418,-0.08670235118992511,-0.12360120395376128,0.07966888511635606
FULL,OP12_REV,LOW,RAW_TA_W10,10,30,0.02352235350295806,0.09982368924913501,0.045377294258497014,0.0
FULL,OP12_REV,LOW,TURNOVER_W10,10,30,-0.033186829025710796,-0.11850247260108066,-0.1436437247866429,0.019691119691119807
FULL,OP12_REV,LOW,ACT1_W10,10,60,-0.04180528271622319,-0.184750138981718,-0.1396919464939559,0.08278172558328212
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,10,60,-0.04038777608970734,-0.21733635110998273,-0.16581884280121628,0.22324865165332097
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,10,60,0.0004203193797731597,-0.005046747797585044,-0.05582637840188032,0.13297627811246493
FULL,OP12_REV,LOW,ACT5_W10,10,60,-0.023429605485755567,-0.11556478791898095,-0.11816974739687125,0.07966888511635606
FULL,OP12_REV,LOW,RAW_TA_W10,10,60,0.022575478706759022,0.10276264339136512,0.025299425313130897,0.0
FULL,OP12_REV,LOW,TURNOVER_W10,10,60,-0.033256609436073004,-0.11715019634203194,-0.12227605916632966,0.019691119691119807
FULL,OP12_REV,LOW,ACT1_W10,20,0,-0.001489024436210129,-0.007159620830604854,-0.015456154857842463,0.020318345026516194
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,0,0.005599997224053466,0.02099000528393223,-0.03160747366085426,0.22615492090200262
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,0,0.03216385198689109,0.14326180129461266,0.034411809856372266,0.12868410378137995
FULL,OP12_REV,LOW,ACT5_W10,20,0,-0.005572977989300898,-0.027337232849582883,-0.047974871051477574,0.02518215825608816
FULL,OP12_REV,LOW,RAW_TA_W10,20,0,0.005055293421625362,0.023876137008955953,-0.0009733794961466202,-5.551115123125783e-17
FULL,OP12_REV,LOW,TURNOVER_W10,20,0,0.006025688145727015,0.029722388294374943,-0.006674242660580476,-0.00019305019305015936
FULL,OP12_REV,LOW,ACT1_W10,20,30,-0.0028740861241581817,-0.01456341331839843,0.0011253437289923118,0.020318345026516194
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,30,-0.010870105756524695,-0.06308482751494389,-0.07790074623543264,0.22615492090200262
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,30,0.021532447998673154,0.0957493832799327,0.022265830153946564,0.12868410378137995
FULL,OP12_REV,LOW,ACT5_W10,20,30,-0.0071622071427907,-0.037687979798582946,-0.038400250854864315,0.02518215825608816
FULL,OP12_REV,LOW,RAW_TA_W10,20,30,0.004882503136278693,0.0252313254059061,0.0215388167373316,-5.551115123125783e-17
FULL,OP12_REV,LOW,TURNOVER_W10,20,30,0.0058193336769766235,0.032578219016135335,0.008829395419500896,-0.00019305019305015936
FULL,OP12_REV,LOW,ACT1_W10,20,60,-0.004158168681066443,-0.02216071011659204,-0.003810124526466896,0.020318345026516194
FULL,OP12_REV,LOW,ACT5_KEEP_TOP50,20,60,-0.02594271825640515,-0.14698952237163176,-0.09339980456904495,0.22615492090200262
FULL,OP12_REV,LOW,ACT5_KEEP_TOP70,20,60,0.011686082604668191,0.04814481243676161,0.020624172731212975,0.12868410378137995
FULL,OP12_REV,LOW,ACT5_W10,20,60,-0.008630241318144716,-0.04820991966671584,-0.02960660129015824,0.02518215825608816
FULL,OP12_REV,LOW,RAW_TA_W10,20,60,0.004715398220750067,0.026558872345536222,0.02933743021148305,-5.551115123125783e-17
FULL,OP12_REV,LOW,TURNOVER_W10,20,60,0.0056200377273962765,0.03548916084041823,0.020518629306160996,-0.00019305019305015936
FULL,OPFY1_REV,HIGH,ACT1_W10,10,0,0.05589605233907036,0.15348552304146257,-0.04923672993076045,0.07529858930637134
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,0,0.023210192187193668,0.07220843168956614,-0.02448537385028071,0.2114853597343871
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,0,0.014555362701256236,0.0372061215624232,-0.0353843375299957,0.1142090951429473
FULL,OPFY1_REV,HIGH,ACT5_W10,10,0,0.020554726485302766,0.06278320947592309,0.020502997506821274,0.07490948424800559
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,0,0.00793565171605648,0.007808015644299671,-0.03581322715385182,-0.020849420849420763
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,0,0.026619684576355995,0.033640334462192945,-0.06043134960668117,0.010810810810810922
FULL,OPFY1_REV,HIGH,ACT1_W10,10,30,0.0471504227054671,0.14113538601635256,-0.04730216734444104,0.07529858930637134
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,30,0.004056953030475041,0.0062669178343228715,-0.03385380876919086,0.2114853597343871
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,30,0.004168849169500222,0.0042435644719344134,-0.03439709236197386,0.1142090951429473
FULL,OPFY1_REV,HIGH,ACT5_W10,10,30,0.013309145158934887,0.04175139235434766,0.010225201787039007,0.07490948424800559
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,30,0.009447466966379992,0.020471376754660375,-0.03339302108888054,-0.020849420849420763
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,30,0.02469143559996856,0.04648389953854992,-0.0576324800036051,0.010810810810810922
FULL,OPFY1_REV,HIGH,ACT1_W10,10,60,0.039013787103129305,0.12862334762039562,-0.04492126033413091,0.07529858930637134
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,10,60,-0.013427058958167759,-0.059401468027558024,-0.04059504972211625,0.2114853597343871
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,10,60,-0.005382148446523294,-0.028545667487466952,-0.032749257850893776,0.1142090951429473
FULL,OPFY1_REV,HIGH,ACT5_W10,10,60,0.0066112965935394286,0.020715667526407633,-0.009394126680826065,0.07490948424800559
FULL,OPFY1_REV,HIGH,RAW_TA_W10,10,60,0.010839264860241338,0.03308840155194226,-0.030280697172946902,-0.020849420849420763
FULL,OPFY1_REV,HIGH,TURNOVER_W10,10,60,0.022870752532480276,0.05933011151900813,-0.05404567782172842,0.010810810810810922
FULL,OPFY1_REV,HIGH,ACT1_W10,20,0,-0.011463927899645565,-0.026204763601897163,0.026518253072583042,0.028922975226477188
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,0,-0.01016816962342193,-0.01654572178933511,0.029094527947369775,0.2265883448762825
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,0,-0.0050230448627368585,-0.0017791962632043301,0.03802876528243915,0.12347550440935656
FULL,OPFY1_REV,HIGH,ACT5_W10,20,0,-0.004352341107085378,-0.0014119206477187785,0.012332034599635944,0.024837372113636735
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,0,0.012653219560591733,0.04268851922678485,0.030116535864783467,-0.00810810810810808
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,0,-0.015313561982401858,-0.07236965431664144,0.016298070334130443,-0.0050193050193050315
FULL,OPFY1_REV,HIGH,ACT1_W10,20,30,-0.013469023736528918,-0.041598922451403286,0.019622202725583127,0.028922975226477188
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,30,-0.028628234804511044,-0.10368500361749289,0.00895672783665502,0.2265883448762825
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,30,-0.015189346102574275,-0.05013978677802333,0.027801843760369205,0.12347550440935656
FULL,OPFY1_REV,HIGH,ACT5_W10,20,30,-0.0062652540405887525,-0.014201136544438775,0.012416891524517859,0.024837372113636735
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,30,0.012936339585021495,0.04721040302117763,0.02565427598510539,-0.00810810810810808
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,30,-0.014380500496807835,-0.06653053314451751,0.018477144750916663,-0.0050193050193050315
FULL,OPFY1_REV,HIGH,ACT1_W10,20,60,-0.015321384952347472,-0.057145662760325455,0.015868794870203873,0.028922975226477188
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP50,20,60,-0.04554926254634584,-0.1907362569089212,-0.018723086530339828,0.2265883448762825
FULL,OPFY1_REV,HIGH,ACT5_KEEP_TOP70,20,60,-0.024582696912497592,-0.09839526511088326,0.01643281804720831,0.12347550440935656
FULL,OPFY1_REV,HIGH,ACT5_W10,20,60,-0.008040930570466065,-0.027143242402016543,0.012709596696181213,0.024837372113636735
FULL,OPFY1_REV,HIGH,RAW_TA_W10,20,60,0.01318708069975294,0.05166048445485916,0.02395788942748489,-0.00810810810810808
FULL,OPFY1_REV,HIGH,TURNOVER_W10,20,60,-0.013490852974015644,-0.060722040625784346,0.018866572319688468,-0.0050193050193050315
FULL,OPFY1_REV,LOW,ACT1_W10,10,0,-0.005569904416296456,-0.021129849134933792,0.01708201153932476,0.10204918648498401
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,0,-0.0023493298388572725,-0.011948260988179055,-0.010022239729609916,0.27481183239938095
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,0,0.005537209967820367,0.02116165695794514,-0.011739853816716384,0.1736445172242837
FULL,OPFY1_REV,LOW,ACT5_W10,10,0,-0.0007312170053535016,-0.003342478700495699,-0.024028551983513946,0.10438381683517867
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,0,0.03785786361902632,0.1429838343737649,0.057498883413860225,-0.002316602316602301
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,0,-0.0010143723932292126,0.002889723271160438,0.03834430557134705,0.018918918918918892
FULL,OPFY1_REV,LOW,ACT1_W10,10,30,-0.012855521771597545,-0.05040367090058684,0.05108382367398545,0.10204918648498401
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,30,-0.022439396930898026,-0.09910679919794921,0.009336298216760075,0.27481183239938095
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,30,-0.007557259772131175,-0.03420412234819577,-0.018773641965146526,0.1736445172242837
FULL,OPFY1_REV,LOW,ACT5_W10,10,30,-0.008423783222374803,-0.03413467541970255,0.015828855872654812,0.10438381683517867
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,30,0.03679610346734219,0.1536116092022234,0.10124818614467312,-0.002316602316602301
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,30,-0.00239104724732353,0.007511832048908009,0.05181069431493446,0.018918918918918892
FULL,OPFY1_REV,LOW,ACT1_W10,10,60,-0.019596275364838545,-0.07978330459254307,0.03785372971983447,0.10204918648498401
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,10,60,-0.040803638089766836,-0.18565154839906534,-0.048685129423351015,0.27481183239938095
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,10,60,-0.01963070845766335,-0.08911341098723993,-0.04154354271866745,0.1736445172242837
FULL,OPFY1_REV,LOW,ACT5_W10,10,60,-0.015546739875544113,-0.06479557559180643,-0.004804163422567065,0.10438381683517867
FULL,OPFY1_REV,LOW,RAW_TA_W10,10,60,0.03576259868561005,0.16423394939786248,0.12918474255165635,-0.002316602316602301
FULL,OPFY1_REV,LOW,TURNOVER_W10,10,60,-0.003672958615253852,0.01223891215255192,0.03711801241614021,0.018918918918918892
FULL,OPFY1_REV,LOW,ACT1_W10,20,0,-0.013320952372802064,-0.05453931459695839,-0.00021864931553361444,0.030985682736655473
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,0,0.020565514377967054,0.08607895572848423,-0.005774467387397952,0.2726199239817917
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,0,0.03904233251555067,0.1655487760219911,0.00669846994602008,0.16153042981836763
FULL,OPFY1_REV,LOW,ACT5_W10,20,0,0.0011922945269122742,0.004715174337314443,-0.03027095413094294,0.03565494343704456
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,0,0.010052121480946585,0.043186804026889375,0.004543511886772822,-0.001351351351351393
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,0,0.009438046234182096,0.041370365795103614,0.02137311792871499,0.00830115830115824
FULL,OPFY1_REV,LOW,ACT1_W10,20,30,-0.015121302962976091,-0.062492470408855534,-0.053078239822918705,0.030985682736655473
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,30,-0.0003423120469290275,-0.01354521405697069,-0.056534504286500975,0.2726199239817917
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,30,0.025581312962679403,0.10804729306631607,-0.007184645183095362,0.16153042981836763
FULL,OPFY1_REV,LOW,ACT5_W10,20,30,-0.0014527703445129658,-0.007596672416559825,-0.031798102156530006,0.03565494343704456
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,30,0.009846008399812534,0.04468146390943232,-0.004245564476108243,-0.001351351351351393
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,30,0.008533710605680755,0.04049454598178386,0.005486099251449272,0.00830115830115824
FULL,OPFY1_REV,LOW,ACT1_W10,20,60,-0.01679086288917342,-0.07064499456034673,-0.05293881812202983,0.030985682736655473
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP50,20,60,-0.019587606300434324,-0.11291102646860712,-0.11902093272738534,0.2726199239817917
FULL,OPFY1_REV,LOW,ACT5_KEEP_TOP70,20,60,0.013054397011987184,0.05053890643268119,0.0030195889467620196,0.16153042981836763
FULL,OPFY1_REV,LOW,ACT5_W10,20,60,-0.003927720505932597,-0.019992821831009394,-0.02275933944369879,0.03565494343704456
FULL,OPFY1_REV,LOW,RAW_TA_W10,20,60,0.009642678025463036,0.04614487516853481,-0.008863970014442835,-0.001351351351351393
FULL,OPFY1_REV,LOW,TURNOVER_W10,20,60,0.007676798971740784,0.03958605977672379,-0.0030606917353984686,0.00830115830115824
FULL,PBR12MF,HIGH,ACT1_W10,10,0,0.0030230402485275087,0.013616789219101394,-0.08231016650437062,0.25870979372924896
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,0,0.03294711774296255,0.1195716207833499,0.0025692978771945096,0.5065697159082373
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,0,0.023609348446198775,0.08463781237817886,0.018627950851189734,0.33769812057749804
FULL,PBR12MF,HIGH,ACT5_W10,10,0,-0.01640357265224257,-0.06281580076528998,-0.00736563185911121,0.27894325676426845
FULL,PBR12MF,HIGH,RAW_TA_W10,10,0,-0.005631607250201731,-0.011690065720196194,-0.086106005855488,0.05019305019305022
FULL,PBR12MF,HIGH,TURNOVER_W10,10,0,0.007260493376568755,0.038133428067656044,-0.021857125208251005,0.11621621621621624
FULL,PBR12MF,HIGH,ACT1_W10,10,30,-0.01608581083654048,-0.057449796088544836,-0.09904287189737515,0.25870979372924896
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,30,-0.005230652972657901,-0.023213840719936762,-0.060176446164656894,0.5065697159082373
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,30,-0.0018480705856767088,-0.01204491870796999,0.014400841443567125,0.33769812057749804
FULL,PBR12MF,HIGH,ACT5_W10,10,30,-0.0365061212780704,-0.1409468605958885,-0.05031723290869872,0.27894325676426845
FULL,PBR12MF,HIGH,RAW_TA_W10,10,30,-0.009294570929952561,-0.023950629990899572,-0.08373339503286836,0.05019305019305022
FULL,PBR12MF,HIGH,TURNOVER_W10,10,30,-0.0014693092097119997,0.00935434420855856,-0.044407799212528354,0.11621621621621624
FULL,PBR12MF,HIGH,ACT1_W10,10,60,-0.03458021145567014,-0.12835835346810912,-0.10708946306507439,0.25870979372924896
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,10,60,-0.04152871102477018,-0.16615613236966023,-0.15455237140248246,0.5065697159082373
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,10,60,-0.02635110187642775,-0.10856900462931662,-0.06169440000628457,0.33769812057749804
FULL,PBR12MF,HIGH,ACT5_W10,10,60,-0.05592816392959399,-0.21877107188263487,-0.11868592971895564,0.27894325676426845
FULL,PBR12MF,HIGH,RAW_TA_W10,10,60,-0.012894127533458866,-0.03619874962347846,-0.07138225839346979,0.05019305019305022
FULL,PBR12MF,HIGH,TURNOVER_W10,10,60,-0.010007897426270174,-0.019358349429456335,-0.0723169243931191,0.11621621621621624
FULL,PBR12MF,HIGH,ACT1_W10,20,0,0.01396128998483026,0.05594761073840168,0.02856621986127561,0.11266920060694377
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,0,0.010476723197195392,0.03801729940000528,0.02532904900173294,0.49924507609332514
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,0,0.017219277056022442,0.06739469106381155,0.026122209603505087,0.3171439087781499
FULL,PBR12MF,HIGH,ACT5_W10,20,0,0.007030147796814434,0.029493075808398467,0.006170553035340087,0.11870032901161304
FULL,PBR12MF,HIGH,RAW_TA_W10,20,0,0.0015850492298468133,0.009293057346409533,0.01932432684281793,0.025868725868725878
FULL,PBR12MF,HIGH,TURNOVER_W10,20,0,0.012352932671215733,0.05251770088316346,0.025716562050011715,0.04054054054054053
FULL,PBR12MF,HIGH,ACT1_W10,20,30,0.005245975214330012,0.02202369762247776,0.02107737588067149,0.11266920060694377
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,30,-0.026987687706637287,-0.12601160135236053,-0.025451972274435297,0.49924507609332514
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,30,-0.0069674099691926505,-0.03173436312778313,0.009681495707304255,0.3171439087781499
FULL,PBR12MF,HIGH,ACT5_W10,20,30,-0.0020302220828917195,-0.00560237194999233,0.005463997448466262,0.11870032901161304
FULL,PBR12MF,HIGH,RAW_TA_W10,20,30,-0.00039027458090012956,0.0021451701745096446,0.012859265612350623,0.025868725868725878
FULL,PBR12MF,HIGH,TURNOVER_W10,20,30,0.009187482640059197,0.0416552312534403,0.027640594343614322,0.04054054054054053
FULL,PBR12MF,HIGH,ACT1_W10,20,60,-0.003301356617349871,-0.011835214007189704,0.018792207646466164,0.11266920060694377
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP50,20,60,-0.06270444794712504,-0.2899811278686383,-0.11802852192241664,0.49924507609332514
FULL,PBR12MF,HIGH,ACT5_KEEP_TOP70,20,60,-0.03033711343402201,-0.13079749337640878,-0.05019586110181051,0.3171439087781499
FULL,PBR12MF,HIGH,ACT5_W10,20,60,-0.010911607369697096,-0.040653462211740786,-0.008523754755884627,0.11870032901161304
FULL,PBR12MF,HIGH,RAW_TA_W10,20,60,-0.002339610566651551,-0.004995944894239102,0.004079241828140123,0.025868725868725878
FULL,PBR12MF,HIGH,TURNOVER_W10,20,60,0.006066397395467105,0.03078941288223612,0.03406267423725662,0.04054054054054053
FULL,PBR12MF,LOW,ACT1_W10,10,0,0.012908035181802502,0.042730231119758044,-0.00012341323053888242,0.23224464041584666
FULL,PBR12MF,LOW,ACT5_KEEP_TOP50,10,0,0.010156451046980042,0.06861068694485384,0.08104709106259123,0.4812718777699322
