date,factor,overlay,top_n,cost_bps,gross,net,benchmark,excess,turnover,eligible
2016-01-04,OPFY1_REV,TURNOVER_W10,20,30,-0.06151004078606594,-0.06451004078606594,-0.009377173995137834,-0.0551328667909281,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W10,20,60,-0.06151004078606594,-0.06751004078606594,-0.009377173995137834,-0.058132866790928106,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,10,0,-0.06983721087151014,-0.06983721087151014,-0.009377173995137834,-0.0604600368763723,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,10,30,-0.06983721087151014,-0.07283721087151014,-0.009377173995137834,-0.0634600368763723,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,10,60,-0.06983721087151014,-0.07583721087151014,-0.009377173995137834,-0.06646003687637231,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,20,0,-0.06902845657023858,-0.06902845657023858,-0.009377173995137834,-0.059651282575100745,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,20,30,-0.06902845657023858,-0.07202845657023858,-0.009377173995137834,-0.06265128257510075,1.0,158
2016-01-04,OPFY1_REV,TURNOVER_W20,20,60,-0.06902845657023858,-0.07502845657023859,-0.009377173995137834,-0.06565128257510075,1.0,158
2016-01-04,PBR12MF,BASE,10,0,-0.08874378157622351,-0.08874378157622351,-0.009377173995137834,-0.07936660758108567,1.0,158
2016-01-04,PBR12MF,BASE,10,30,-0.08874378157622351,-0.09174378157622351,-0.009377173995137834,-0.08236660758108567,1.0,158
2016-01-04,PBR12MF,BASE,10,60,-0.08874378157622351,-0.09474378157622351,-0.009377173995137834,-0.08536660758108568,1.0,158
2016-01-04,PBR12MF,BASE,20,0,-0.04806922049004022,-0.04806922049004022,-0.009377173995137834,-0.038692046494902384,1.0,158
2016-01-04,PBR12MF,BASE,20,30,-0.04806922049004022,-0.05106922049004022,-0.009377173995137834,-0.041692046494902386,1.0,158
2016-01-04,PBR12MF,BASE,20,60,-0.04806922049004022,-0.05406922049004022,-0.009377173995137834,-0.04469204649490238,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,10,0,-0.07178645223209645,-0.07178645223209645,-0.009377173995137834,-0.06240927823695862,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,10,30,-0.07178645223209645,-0.07478645223209646,-0.009377173995137834,-0.06540927823695862,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,10,60,-0.07178645223209645,-0.07778645223209646,-0.009377173995137834,-0.06840927823695862,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,20,0,-0.049531057224095516,-0.049531057224095516,-0.009377173995137834,-0.04015388322895768,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,20,30,-0.049531057224095516,-0.05253105722409552,-0.009377173995137834,-0.04315388322895768,1.0,158
2016-01-04,PBR12MF,RAW_TA_W10,20,60,-0.049531057224095516,-0.055531057224095515,-0.009377173995137834,-0.04615388322895768,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,10,0,-0.07946424083176933,-0.07946424083176933,-0.009377173995137834,-0.07008706683663149,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,10,30,-0.07946424083176933,-0.08246424083176933,-0.009377173995137834,-0.07308706683663149,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,10,60,-0.07946424083176933,-0.08546424083176933,-0.009377173995137834,-0.0760870668366315,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,20,0,-0.049295878675571614,-0.049295878675571614,-0.009377173995137834,-0.03991870468043378,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,20,30,-0.049295878675571614,-0.052295878675571617,-0.009377173995137834,-0.04291870468043378,1.0,158
2016-01-04,PBR12MF,TURNOVER_W10,20,60,-0.049295878675571614,-0.05529587867557161,-0.009377173995137834,-0.045918704680433776,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,10,0,-0.04940589643227895,-0.04940589643227895,-0.009377173995137834,-0.04002872243714112,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,10,30,-0.04940589643227895,-0.052405896432278956,-0.009377173995137834,-0.04302872243714112,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,10,60,-0.04940589643227895,-0.05540589643227895,-0.009377173995137834,-0.046028722437141116,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,20,0,-0.04952917597203256,-0.04952917597203256,-0.009377173995137834,-0.040152001976894724,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,20,30,-0.04952917597203256,-0.05252917597203256,-0.009377173995137834,-0.04315200197689473,1.0,158
2016-01-04,PBR12MF,TURNOVER_W20,20,60,-0.04952917597203256,-0.05552917597203256,-0.009377173995137834,-0.04615200197689472,1.0,158
2016-01-04,PER12MF,BASE,10,0,-0.02094981278944994,-0.02094981278944994,-0.009377173995137834,-0.011572638794312107,1.0,154
2016-01-04,PER12MF,BASE,10,30,-0.02094981278944994,-0.02394981278944994,-0.009377173995137834,-0.014572638794312106,1.0,154
2016-01-04,PER12MF,BASE,10,60,-0.02094981278944994,-0.02694981278944994,-0.009377173995137834,-0.017572638794312104,1.0,154
2016-01-04,PER12MF,BASE,20,0,-0.03481149630686957,-0.03481149630686957,-0.009377173995137834,-0.025434322311731733,1.0,154
2016-01-04,PER12MF,BASE,20,30,-0.03481149630686957,-0.03781149630686957,-0.009377173995137834,-0.028434322311731736,1.0,154
2016-01-04,PER12MF,BASE,20,60,-0.03481149630686957,-0.04081149630686957,-0.009377173995137834,-0.03143432231173173,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,10,0,-0.03181388513341528,-0.03181388513341528,-0.009377173995137834,-0.022436711138277443,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,10,30,-0.03181388513341528,-0.03481388513341528,-0.009377173995137834,-0.025436711138277446,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,10,60,-0.03181388513341528,-0.03781388513341528,-0.009377173995137834,-0.02843671113827744,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,20,0,-0.021667022242115187,-0.021667022242115187,-0.009377173995137834,-0.012289848246977353,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,20,30,-0.021667022242115187,-0.024667022242115186,-0.009377173995137834,-0.015289848246977352,1.0,154
2016-01-04,PER12MF,RAW_TA_W10,20,60,-0.021667022242115187,-0.02766702224211519,-0.009377173995137834,-0.018289848246977353,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,10,0,-0.013431119928147712,-0.013431119928147712,-0.009377173995137834,-0.0040539459330098775,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,10,30,-0.013431119928147712,-0.016431119928147712,-0.009377173995137834,-0.007053945933009878,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,10,60,-0.013431119928147712,-0.01943111992814771,-0.009377173995137834,-0.010053945933009878,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,20,0,-0.023841171570304014,-0.023841171570304014,-0.009377173995137834,-0.01446399757516618,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,20,30,-0.023841171570304014,-0.026841171570304013,-0.009377173995137834,-0.01746399757516618,1.0,154
2016-01-04,PER12MF,TURNOVER_W10,20,60,-0.023841171570304014,-0.029841171570304012,-0.009377173995137834,-0.020463997575166176,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,10,0,-0.004568804549066103,-0.004568804549066103,-0.009377173995137834,0.0048083694460717315,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,10,30,-0.004568804549066103,-0.007568804549066103,-0.009377173995137834,0.0018083694460717314,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,10,60,-0.004568804549066103,-0.010568804549066103,-0.009377173995137834,-0.0011916305539282687,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,20,0,-0.017694450528112853,-0.017694450528112853,-0.009377173995137834,-0.008317276532975018,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,20,30,-0.017694450528112853,-0.02069445052811285,-0.009377173995137834,-0.011317276532975018,1.0,154
2016-01-04,PER12MF,TURNOVER_W20,20,60,-0.017694450528112853,-0.02369445052811285,-0.009377173995137834,-0.014317276532975017,1.0,154
2016-01-04,MOM1M,BASE,10,0,-0.10189874864943715,-0.10189874864943715,-0.009377173995137834,-0.09252157465429932,1.0,166
2016-01-04,MOM1M,BASE,10,30,-0.10189874864943715,-0.10489874864943716,-0.009377173995137834,-0.09552157465429932,1.0,166
2016-01-04,MOM1M,BASE,10,60,-0.10189874864943715,-0.10789874864943716,-0.009377173995137834,-0.09852157465429932,1.0,166
2016-01-04,MOM1M,BASE,20,0,-0.07562201165613437,-0.07562201165613437,-0.009377173995137834,-0.06624483766099654,1.0,166
2016-01-04,MOM1M,BASE,20,30,-0.07562201165613437,-0.07862201165613437,-0.009377173995137834,-0.06924483766099654,1.0,166
2016-01-04,MOM1M,BASE,20,60,-0.07562201165613437,-0.08162201165613438,-0.009377173995137834,-0.07224483766099654,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,10,0,-0.11681315779880226,-0.11681315779880226,-0.009377173995137834,-0.10743598380366443,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,10,30,-0.11681315779880226,-0.11981315779880226,-0.009377173995137834,-0.11043598380366443,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,10,60,-0.11681315779880226,-0.12281315779880227,-0.009377173995137834,-0.11343598380366443,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,20,0,-0.07666631975041502,-0.07666631975041502,-0.009377173995137834,-0.06728914575527718,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,20,30,-0.07666631975041502,-0.07966631975041502,-0.009377173995137834,-0.07028914575527719,1.0,166
2016-01-04,MOM1M,RAW_TA_W10,20,60,-0.07666631975041502,-0.08266631975041502,-0.009377173995137834,-0.07328914575527719,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,10,0,-0.10729030825003258,-0.10729030825003258,-0.009377173995137834,-0.09791313425489474,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,10,30,-0.10729030825003258,-0.11029030825003258,-0.009377173995137834,-0.10091313425489475,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,10,60,-0.10729030825003258,-0.11329030825003258,-0.009377173995137834,-0.10391313425489475,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,20,0,-0.07643582472121811,-0.07643582472121811,-0.009377173995137834,-0.06705865072608028,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,20,30,-0.07643582472121811,-0.07943582472121812,-0.009377173995137834,-0.07005865072608028,1.0,166
2016-01-04,MOM1M,TURNOVER_W10,20,60,-0.07643582472121811,-0.08243582472121812,-0.009377173995137834,-0.07305865072608028,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,10,0,-0.13054857777071222,-0.13054857777071222,-0.009377173995137834,-0.12117140377557438,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,10,30,-0.13054857777071222,-0.13354857777071222,-0.009377173995137834,-0.12417140377557438,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,10,60,-0.13054857777071222,-0.13654857777071222,-0.009377173995137834,-0.1271714037755744,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,20,0,-0.07614813914529073,-0.07614813914529073,-0.009377173995137834,-0.06677096515015289,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,20,30,-0.07614813914529073,-0.07914813914529073,-0.009377173995137834,-0.0697709651501529,1.0,166
2016-01-04,MOM1M,TURNOVER_W20,20,60,-0.07614813914529073,-0.08214813914529073,-0.009377173995137834,-0.0727709651501529,1.0,166
2016-01-04,MOM12_1,BASE,10,0,-0.06801733519351724,-0.06801733519351724,-0.009377173995137834,-0.058640161198379406,1.0,166
2016-01-04,MOM12_1,BASE,10,30,-0.06801733519351724,-0.07101733519351724,-0.009377173995137834,-0.06164016119837941,1.0,166
2016-01-04,MOM12_1,BASE,10,60,-0.06801733519351724,-0.07401733519351725,-0.009377173995137834,-0.06464016119837941,1.0,166
2016-01-04,MOM12_1,BASE,20,0,-0.05582683731405741,-0.05582683731405741,-0.009377173995137834,-0.04644966331891957,1.0,166
2016-01-04,MOM12_1,BASE,20,30,-0.05582683731405741,-0.05882683731405741,-0.009377173995137834,-0.049449663318919576,1.0,166
2016-01-04,MOM12_1,BASE,20,60,-0.05582683731405741,-0.06182683731405741,-0.009377173995137834,-0.05244966331891957,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,10,0,-0.06559163131617532,-0.06559163131617532,-0.009377173995137834,-0.056214457321037484,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,10,30,-0.06559163131617532,-0.06859163131617532,-0.009377173995137834,-0.059214457321037486,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,10,60,-0.06559163131617532,-0.07159163131617532,-0.009377173995137834,-0.06221445732103749,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,20,0,-0.05582683731405741,-0.05582683731405741,-0.009377173995137834,-0.04644966331891957,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,20,30,-0.05582683731405741,-0.05882683731405741,-0.009377173995137834,-0.049449663318919576,1.0,166
2016-01-04,MOM12_1,RAW_TA_W10,20,60,-0.05582683731405741,-0.06182683731405741,-0.009377173995137834,-0.05244966331891957,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,10,0,-0.05467039318485019,-0.05467039318485019,-0.009377173995137834,-0.04529321918971235,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,10,30,-0.05467039318485019,-0.05767039318485019,-0.009377173995137834,-0.048293219189712355,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,10,60,-0.05467039318485019,-0.06067039318485019,-0.009377173995137834,-0.05129321918971235,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,20,0,-0.058505118190557,-0.058505118190557,-0.009377173995137834,-0.04912794419541917,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,20,30,-0.058505118190557,-0.061505118190557005,-0.009377173995137834,-0.05212794419541917,1.0,166
2016-01-04,MOM12_1,TURNOVER_W10,20,60,-0.058505118190557,-0.064505118190557,-0.009377173995137834,-0.055127944195419165,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,10,0,-0.040342403718932295,-0.040342403718932295,-0.009377173995137834,-0.03096522972379446,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,10,30,-0.040342403718932295,-0.0433424037189323,-0.009377173995137834,-0.03396522972379446,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,10,60,-0.040342403718932295,-0.04634240371893229,-0.009377173995137834,-0.03696522972379446,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,20,0,-0.061590632160120964,-0.061590632160120964,-0.009377173995137834,-0.05221345816498313,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,20,30,-0.061590632160120964,-0.06459063216012097,-0.009377173995137834,-0.05521345816498313,1.0,166
2016-01-04,MOM12_1,TURNOVER_W20,20,60,-0.061590632160120964,-0.06759063216012097,-0.009377173995137834,-0.058213458164983134,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,10,0,-0.05320580233130243,-0.05320580233130243,-0.009377173995137834,-0.0438286283361646,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,10,30,-0.05320580233130243,-0.056205802331302436,-0.009377173995137834,-0.0468286283361646,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,10,60,-0.05320580233130243,-0.05920580233130243,-0.009377173995137834,-0.049828628336164596,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,20,0,-0.0008239769484453069,-0.0008239769484453069,-0.009377173995137834,0.008553197046692527,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,20,30,-0.0008239769484453069,-0.003823976948445307,-0.009377173995137834,0.005553197046692528,1.0,166
2016-01-04,PRIVATE_FLOW,BASE,20,60,-0.0008239769484453069,-0.006823976948445307,-0.009377173995137834,0.0025531970466925267,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,10,0,-0.04485282032971351,-0.04485282032971351,-0.009377173995137834,-0.03547564633457567,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,10,30,-0.04485282032971351,-0.04785282032971351,-0.009377173995137834,-0.038475646334575675,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,10,60,-0.04485282032971351,-0.050852820329713506,-0.009377173995137834,-0.04147564633457567,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,20,0,-0.0038868961508401073,-0.0038868961508401073,-0.009377173995137834,0.005490277844297727,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,20,30,-0.0038868961508401073,-0.006886896150840108,-0.009377173995137834,0.0024902778442977263,1.0,166
2016-01-04,PRIVATE_FLOW,RAW_TA_W10,20,60,-0.0038868961508401073,-0.009886896150840107,-0.009377173995137834,-0.0005097221557022729,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,10,0,-0.05320580233130243,-0.05320580233130243,-0.009377173995137834,-0.0438286283361646,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,10,30,-0.05320580233130243,-0.056205802331302436,-0.009377173995137834,-0.0468286283361646,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,10,60,-0.05320580233130243,-0.05920580233130243,-0.009377173995137834,-0.049828628336164596,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,20,0,-0.011329902500096578,-0.011329902500096578,-0.009377173995137834,-0.001952728504958744,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,20,30,-0.011329902500096578,-0.014329902500096577,-0.009377173995137834,-0.004952728504958743,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W10,20,60,-0.011329902500096578,-0.017329902500096576,-0.009377173995137834,-0.007952728504958742,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,10,0,-0.05072367919290399,-0.05072367919290399,-0.009377173995137834,-0.041346505197766156,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,10,30,-0.05072367919290399,-0.053723679192903995,-0.009377173995137834,-0.04434650519776616,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,10,60,-0.05072367919290399,-0.05672367919290399,-0.009377173995137834,-0.047346505197766155,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,20,0,-0.022945727085592116,-0.022945727085592116,-0.009377173995137834,-0.013568553090454282,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,20,30,-0.022945727085592116,-0.025945727085592115,-0.009377173995137834,-0.016568553090454283,1.0,166
2016-01-04,PRIVATE_FLOW,TURNOVER_W20,20,60,-0.022945727085592116,-0.028945727085592114,-0.009377173995137834,-0.01956855309045428,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,10,0,-0.0423670953618394,-0.0423670953618394,-0.009377173995137834,-0.03298992136670156,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,10,30,-0.0423670953618394,-0.0453670953618394,-0.009377173995137834,-0.035989921366701566,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,10,60,-0.0423670953618394,-0.0483670953618394,-0.009377173995137834,-0.03898992136670156,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,20,0,-0.06005686951838357,-0.06005686951838357,-0.009377173995137834,-0.050679695523245735,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,20,30,-0.06005686951838357,-0.06305686951838357,-0.009377173995137834,-0.05367969552324574,1.0,166
2016-01-04,FOREIGN_FLOW,BASE,20,60,-0.06005686951838357,-0.06605686951838358,-0.009377173995137834,-0.05667969552324574,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,10,0,-0.05733568102725197,-0.05733568102725197,-0.009377173995137834,-0.047958507032114135,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,10,30,-0.05733568102725197,-0.060335681027251974,-0.009377173995137834,-0.05095850703211414,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,10,60,-0.05733568102725197,-0.06333568102725197,-0.009377173995137834,-0.053958507032114134,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,20,0,-0.05949239383340203,-0.05949239383340203,-0.009377173995137834,-0.0501152198382642,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,20,30,-0.05949239383340203,-0.062492393833402035,-0.009377173995137834,-0.0531152198382642,1.0,166
2016-01-04,FOREIGN_FLOW,RAW_TA_W10,20,60,-0.05949239383340203,-0.06549239383340204,-0.009377173995137834,-0.0561152198382642,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,10,0,-0.06525590855553212,-0.06525590855553212,-0.009377173995137834,-0.055878734560394286,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,10,30,-0.06525590855553212,-0.06825590855553212,-0.009377173995137834,-0.05887873456039429,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,10,60,-0.06525590855553212,-0.07125590855553213,-0.009377173995137834,-0.06187873456039429,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,20,0,-0.06609852606595429,-0.06609852606595429,-0.009377173995137834,-0.05672135207081645,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,20,30,-0.06609852606595429,-0.06909852606595429,-0.009377173995137834,-0.059721352070816455,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W10,20,60,-0.06609852606595429,-0.0720985260659543,-0.009377173995137834,-0.06272135207081646,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W20,10,0,-0.0652559085555321,-0.0652559085555321,-0.009377173995137834,-0.05587873456039426,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W20,10,30,-0.0652559085555321,-0.0682559085555321,-0.009377173995137834,-0.05887873456039426,1.0,166
2016-01-04,FOREIGN_FLOW,TURNOVER_W20,10,60,-0.0652559085555321,-0.0712559085555321,-0.009377173995137834,-0.06187873456039426,1.0,166
