date,factor,direction,overlay,top_n,cost_bps,net,turnover
2016-01-04,MOM1M,LOW,MCAP_W10,10,30,-0.09257235854319283,1.0
2016-01-04,MOM1M,LOW,MCAP_W10,10,60,-0.09557235854319283,1.0
2016-01-04,MOM1M,LOW,MCAP_W10,20,0,-0.07829994372356439,1.0
2016-01-04,MOM1M,LOW,MCAP_W10,20,30,-0.08129994372356439,1.0
2016-01-04,MOM1M,LOW,MCAP_W10,20,60,-0.08429994372356439,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,10,0,-0.10729030825003258,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,10,30,-0.11029030825003258,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,10,60,-0.11329030825003258,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,20,0,-0.07643582472121811,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,20,30,-0.07943582472121812,1.0
2016-01-04,MOM1M,LOW,TURNOVER_W10,20,60,-0.08243582472121812,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,10,0,-0.10729030825003258,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,10,30,-0.11029030825003258,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,10,60,-0.11329030825003258,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,20,0,-0.07643582472121811,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,20,30,-0.07943582472121812,1.0
2016-01-04,MOM1M,LOW,RESID_TA_W10,20,60,-0.08243582472121812,1.0
2016-01-04,MOM12_1,HIGH,BASE,10,0,0.007350836115713936,1.0
2016-01-04,MOM12_1,HIGH,BASE,10,30,0.004350836115713936,1.0
2016-01-04,MOM12_1,HIGH,BASE,10,60,0.001350836115713936,1.0
2016-01-04,MOM12_1,HIGH,BASE,20,0,0.0067807038897661365,1.0
2016-01-04,MOM12_1,HIGH,BASE,20,30,0.0037807038897661365,1.0
2016-01-04,MOM12_1,HIGH,BASE,20,60,0.0007807038897661364,1.0
2016-01-04,MOM12_1,HIGH,RAW_TA_W10,10,0,-0.015914653884340282,1.0
2016-01-04,MOM12_1,HIGH,RAW_TA_W10,10,30,-0.01891465388434028,1.0
2016-01-04,MOM12_1,HIGH,RAW_TA_W10,10,60,-0.02191465388434028,1.0
