sample,factor,overlay,top_n,cost_bps,return_delta,sharpe_delta,mdd_delta,turnover_delta
FULL,MOM12_1,ACT5_KEEP_TOP70,20,0,0.04979208559799764,0.19220055447016562,0.177696147177551,0.2143172633445007
FULL,MOM12_1,ACT5_KEEP_TOP70,20,30,0.03220505021037823,0.11910637423922352,0.13396571579507244,0.2143172633445007
FULL,MOM12_1,ACT5_KEEP_TOP70,20,60,0.015463734933505058,0.04617465836384047,0.0966440900492278,0.2143172633445007
FULL,MOM12_1,ACT5_MULTIPLY,10,0,-0.004468001065158322,-0.038350629142267986,0.014689188139226483,0.47573126211258493
FULL,MOM12_1,ACT5_MULTIPLY,10,30,-0.03890868044395335,-0.18705613520062017,-0.02649923515106878,0.47573126211258493
FULL,MOM12_1,ACT5_MULTIPLY,10,60,-0.07079590248903889,-0.33575199503449704,-0.057429558934699476,0.47573126211258493
FULL,MOM12_1,ACT5_MULTIPLY,20,0,0.06137723582865928,0.2366182473607141,0.16507538791048315,0.3888308820215436
FULL,MOM12_1,ACT5_MULTIPLY,20,30,0.02988123969959211,0.10977921406597227,0.09956698504435535,0.3888308820215436
FULL,MOM12_1,ACT5_MULTIPLY,20,60,0.00028720738161480686,-0.016940775639128228,0.04614984470074068,0.3888308820215436
FULL,MOM12_1,ACT5_W10,10,0,0.005980349993406575,0.01308146374394717,0.0696360631239068,0.17884410257951106
FULL,MOM12_1,ACT5_W10,10,30,-0.0073975350415830254,-0.03755946254027906,0.044090366336774545,0.17884410257951106
FULL,MOM12_1,ACT5_W10,10,60,-0.020067893818269678,-0.08819841430955501,0.022780360678162137,0.17884410257951106
FULL,MOM12_1,ACT5_W10,20,0,0.04418841882579372,0.16444406180927199,0.12462262828133042,0.0596480026441116
FULL,MOM12_1,ACT5_W10,20,30,0.03880738410101048,0.14716155645602524,0.1086209164889983,0.0596480026441116
FULL,MOM12_1,ACT5_W10,20,60,0.03361811210058874,0.12979511066551547,0.09382189406700692,0.0596480026441116
FULL,MOM12_1,ACT5_W20,10,0,0.019035064674028046,0.05476925005196112,0.10974911476003224,0.36561453059507537
FULL,MOM12_1,ACT5_W20,10,30,-0.008633988651478353,-0.05395430771439386,0.06229263732684587,0.36561453059507537
FULL,MOM12_1,ACT5_W20,10,60,-0.0344863150215029,-0.16253450385161494,0.024419192011587376,0.36561453059507537
FULL,MOM12_1,ACT5_W20,20,0,0.044709167989769316,0.16744978600001334,0.14520903596267265,0.23065967579586263
FULL,MOM12_1,ACT5_W20,20,30,0.02606772940362212,0.09680440733342685,0.10327079208013457,0.23065967579586263
FULL,MOM12_1,ACT5_W20,20,60,0.008348205951753673,0.026128458715471793,0.06777103455023425,0.23065967579586263
FULL,MOM12_1,RAW_TA_W10,10,0,0.0024015392269787217,0.011032859950729473,-0.057796697825005405,0.020849420849420874
FULL,MOM12_1,RAW_TA_W10,10,30,0.0007512811150321985,0.007483401220862218,-0.0557121465415934,0.020849420849420874
FULL,MOM12_1,RAW_TA_W10,10,60,-0.0008308380539712168,0.0040192228927270306,-0.0536277460274146,0.020849420849420874
FULL,MOM12_1,RAW_TA_W10,20,0,0.010766781703316353,0.04109985264998395,-0.032614323967602,0.006370656370656369
FULL,MOM12_1,RAW_TA_W10,20,30,0.010080033368962238,0.03955155532760307,-0.031007888155202057,0.006370656370656369
FULL,MOM12_1,RAW_TA_W10,20,60,0.009413756458871214,0.03803810718402124,-0.029475309227980362,0.006370656370656369
FULL,MOM12_1,TURNOVER_W10,10,0,0.024612372672957683,0.08131056448764812,0.016587454639347854,0.04169884169884169
FULL,MOM12_1,TURNOVER_W10,10,30,0.020904898685591533,0.07167202420482448,0.01129534349810879,0.04169884169884169
FULL,MOM12_1,TURNOVER_W10,10,60,0.017346746138698244,0.06211193093372258,0.0066964180895332515,0.04169884169884169
FULL,MOM12_1,TURNOVER_W10,20,0,0.023242576020008787,0.0876529045661534,0.018312199200586687,0.016216216216216245
FULL,MOM12_1,TURNOVER_W10,20,30,0.021586959998749156,0.08422467489150828,0.015687544080268512,0.016216216216216245
FULL,MOM12_1,TURNOVER_W10,20,60,0.019982748211437862,0.08081795427498434,0.013317285710588656,0.016216216216216245
FULL,MOM12_1,TURNOVER_W20,10,0,0.035000268571798276,0.1148250679746741,-0.002099809144115228,0.10849420849420849
FULL,MOM12_1,TURNOVER_W20,10,30,0.02598499629580575,0.0893716517733253,-0.013759394535843184,0.10849420849420849
FULL,MOM12_1,TURNOVER_W20,10,60,0.017384059486389658,0.06394031085840383,-0.023391151618227357,0.10849420849420849
FULL,MOM12_1,TURNOVER_W20,20,0,0.03368441409243794,0.1255573793949196,0.01023722500817914,0.06563706563706564
FULL,MOM12_1,TURNOVER_W20,20,30,0.02802840639474924,0.10934024765918454,0.0015417365073611133,0.06563706563706564
FULL,MOM12_1,TURNOVER_W20,20,60,0.022580859901919603,0.09313496444098734,-0.005994273905098657,0.06563706563706564
FULL,MOM1M,ACT1_W10,10,0,0.04517874316206427,0.145732021960032,0.0031135658994512205,0.04431741357811403
FULL,MOM1M,ACT1_W10,10,30,0.039262053337738134,0.13138365075390496,-0.008685601118577524,0.04431741357811403
FULL,MOM1M,ACT1_W10,10,60,0.03384971810371895,0.11697267476359029,-0.022915894217732546,0.04431741357811403
FULL,MOM1M,ACT1_W10,20,0,0.0021283882606748517,0.008415081666203028,0.01838741355574347,0.009731382299475788
FULL,MOM1M,ACT1_W10,20,30,0.001285137549645432,0.003592203106023678,0.0015870307150840368,0.009731382299475788
FULL,MOM1M,ACT1_W10,20,60,0.0005188802689802818,-0.0012047815722211197,-0.009242062271638485,0.009731382299475788
FULL,MOM1M,ACT1_W20,10,0,0.009490518035508488,0.04049945474605737,-0.0009606820586341991,0.09062091552363916
FULL,MOM1M,ACT1_W20,10,30,0.0019347860085390245,0.0041890692621058545,0.008469091798899653,0.09062091552363916
FULL,MOM1M,ACT1_W20,10,60,-0.004805261452959453,-0.031938635310344084,-0.003577701690947732,0.09062091552363916
FULL,MOM1M,ACT1_W20,20,0,-0.0027760148707698384,-0.006300246390391784,0.008966950168432075,0.045918152727491335
FULL,MOM1M,ACT1_W20,20,30,-0.006082867437287143,-0.02872260101655144,-0.008307901219298142,0.045918152727491335
FULL,MOM1M,ACT1_W20,20,60,-0.009053566187124606,-0.051297520672073174,-0.02464309637615769,0.045918152727491335
FULL,MOM1M,ACT5_GT1,10,0,-0.0010689394029315125,0.017644558734286997,0.03953275034899839,0.12992052641858087
FULL,MOM1M,ACT5_GT1,10,30,-0.010957919674795091,-0.05132625998836918,0.012589128162144303,0.12992052641858087
FULL,MOM1M,ACT5_GT1,10,60,-0.019709566600708883,-0.12034684977611834,-0.07175328624161814,0.12992052641858087
FULL,MOM1M,ACT5_GT1,20,0,0.017400723074740387,0.08895025314209243,0.007250740114880694,0.1497126870173746
FULL,MOM1M,ACT5_GT1,20,30,0.0051379561513789085,0.0069494672302649885,-0.03764404596896842,0.1497126870173746
FULL,MOM1M,ACT5_GT1,20,60,-0.005870792644220413,-0.07538875956192738,-0.05710553404348451,0.1497126870173746
FULL,MOM1M,ACT5_KEEP_TOP50,10,0,0.014944812206544977,0.06629266285753344,0.015213222601136889,0.10307227739134361
FULL,MOM1M,ACT5_KEEP_TOP50,10,30,0.006155565908947613,0.016498047902528623,0.013994019099061061,0.10307227739134361
FULL,MOM1M,ACT5_KEEP_TOP50,10,60,-0.0016916522663618094,-0.03341349277701248,0.0036655246565328037,0.10307227739134361
FULL,MOM1M,ACT5_KEEP_TOP50,20,0,-0.010579592484671663,-0.031464157416885685,-0.0015387421001951118,0.11245511770803607
FULL,MOM1M,ACT5_KEEP_TOP50,20,30,-0.01843397533184843,-0.09171733716048242,-0.03963463729199779,0.11245511770803607
FULL,MOM1M,ACT5_KEEP_TOP50,20,60,-0.025442366179831644,-0.1524019406118053,-0.0696172135815305,0.11245511770803607
FULL,MOM1M,ACT5_KEEP_TOP70,10,0,0.06057378958094417,0.2111630777694501,0.010604376620016454,0.0738893980139117
FULL,MOM1M,ACT5_KEEP_TOP70,10,30,0.05133935359403674,0.17579463567308695,-0.014252395591190625,0.0738893980139117
FULL,MOM1M,ACT5_KEEP_TOP70,10,60,0.04293490361473906,0.14082682692992457,-0.028703892873310544,0.0738893980139117
FULL,MOM1M,ACT5_KEEP_TOP70,20,0,0.014273093028363881,0.061670268756465196,0.01898514478630553,0.059536829770293065
FULL,MOM1M,ACT5_KEEP_TOP70,20,30,0.009042016841454448,0.0290692488801573,-0.006292381871089048,0.059536829770293065
FULL,MOM1M,ACT5_KEEP_TOP70,20,60,0.004298488428106539,-0.0035968825411897346,-0.04265698809095797,0.059536829770293065
FULL,MOM1M,ACT5_MULTIPLY,10,0,0.0019897206212515783,0.025220175491634467,0.00019720016951785269,0.12369484548472875
FULL,MOM1M,ACT5_MULTIPLY,10,30,-0.007574176486731643,-0.036309091997117654,-0.013777210914731608,0.12369484548472875
FULL,MOM1M,ACT5_MULTIPLY,10,60,-0.01605234646808895,-0.09814566773421222,-0.01584411443288536,0.12369484548472875
FULL,MOM1M,ACT5_MULTIPLY,20,0,-0.0030050701562933657,-0.002118848290027675,0.0005605116186478964,0.09183254961465082
FULL,MOM1M,ACT5_MULTIPLY,20,30,-0.009746546344412299,-0.05189746629221616,-0.016975613700397463,0.09183254961465082
FULL,MOM1M,ACT5_MULTIPLY,20,60,-0.015788309332138595,-0.10194272369654438,-0.05428996425512711,0.09183254961465082
FULL,MOM1M,ACT5_W10,10,0,0.04885745654876206,0.16215191315152166,0.019006597763030708,0.03614620735243301
FULL,MOM1M,ACT5_W10,10,30,0.04340205185754287,0.14527314153497828,0.005352009814615477,0.03614620735243301
FULL,MOM1M,ACT5_W10,10,60,0.03838815499721582,0.128343521102016,0.006848228717873939,0.03614620735243301
FULL,MOM1M,ACT5_W10,20,0,0.0016650210489876915,0.006272201359267815,-0.008684956118265807,0.001754728602977762
FULL,MOM1M,ACT5_W10,20,30,0.0014642899072132565,0.004877342449015221,-0.011225300565514518,0.001754728602977762
FULL,MOM1M,ACT5_W10,20,60,0.0012793275103955004,0.003422631198857745,-0.03222656031929638,0.001754728602977762
FULL,MOM1M,ACT5_W20,10,0,0.008038335813003838,0.04032618224904483,0.005661131384330109,0.08595165482325029
FULL,MOM1M,ACT5_W20,10,30,0.0009335873328730759,-0.001789908779753796,-0.017234527591205362,0.08595165482325029
FULL,MOM1M,ACT5_W20,10,60,-0.005403717804209562,-0.04370522478612179,-0.06018511698275952,0.08595165482325029
FULL,MOM1M,ACT5_W20,20,0,-0.010336568011538594,-0.03585004990326257,-0.00254750497128009,0.03502321109325013
FULL,MOM1M,ACT5_W20,20,30,-0.012444607759112936,-0.05204585303673746,-0.03211686782269918,0.03502321109325013
FULL,MOM1M,ACT5_W20,20,60,-0.014318039401209348,-0.06839394555456946,-0.07882407094489152,0.03502321109325013
FULL,MOM1M,RAW_TA_W10,10,0,0.00981286472127696,0.02770166955979597,-0.016216944860983684,-0.015444015444015524
FULL,MOM1M,RAW_TA_W10,10,30,0.010486119001461125,0.036111965713299665,-0.02460119226925417,-0.015444015444015524
FULL,MOM1M,RAW_TA_W10,10,60,0.01106073919131434,0.04456336183717924,-0.023717359055297926,-0.015444015444015524
FULL,MOM1M,RAW_TA_W10,20,0,9.954595549777068e-05,-0.0005924389379909356,-0.008996359630856543,-0.012934362934362786
FULL,MOM1M,RAW_TA_W10,20,30,0.0010900773135988917,0.004780286780382087,-0.016773311809675118,-0.012934362934362786
FULL,MOM1M,RAW_TA_W10,20,60,0.0019861923991633113,0.010096038563176264,-0.01944919411036372,-0.012934362934362786
FULL,MOM1M,TURNOVER_W10,10,0,0.04640667232835827,0.13461656676907963,-0.01133136343884611,-0.01776061776061777
FULL,MOM1M,TURNOVER_W10,10,30,0.04535888800893462,0.1462612934001996,0.02456662639623619,-0.01776061776061777
FULL,MOM1M,TURNOVER_W10,10,60,0.044288529197081816,0.1580224784400931,0.04748164595428295,-0.01776061776061777
FULL,MOM1M,TURNOVER_W10,20,0,0.004241202358698404,0.012929730003848616,0.0049897798817857275,-0.01583011583011562
FULL,MOM1M,TURNOVER_W10,20,30,0.005235160596663846,0.021916004680152923,-0.02675564627503113,-0.01583011583011562
FULL,MOM1M,TURNOVER_W10,20,60,0.006125167555219746,0.03091965805466204,-0.013702068747178942,-0.01583011583011562
FULL,MOM1M,TURNOVER_W20,10,0,0.012919161006238244,0.03356615439718208,-0.02636716858269761,-0.037837837837837895
FULL,MOM1M,TURNOVER_W20,10,30,0.015145255620224507,0.05048945192779464,0.002682249885394672,-0.037837837837837895
FULL,MOM1M,TURNOVER_W20,10,60,0.017106029575685855,0.06761272124499237,-0.02140512940719308,-0.037837837837837895
FULL,MOM1M,TURNOVER_W20,20,0,0.01717217676709759,0.05464175555755507,0.00016796281798547863,-0.03416988416988398
FULL,MOM1M,TURNOVER_W20,20,30,0.018980960484830556,0.07315257036264192,-0.002024672309398734,-0.03416988416988398
FULL,MOM1M,TURNOVER_W20,20,60,0.02058163008356595,0.09163630948508955,0.01980253483916039,-0.03416988416988398
FULL,OP12_REV,ACT1_W10,10,0,0.019236947650779657,0.061453641528588565,0.03536433770205738,0.10499977464958005
FULL,OP12_REV,ACT1_W10,10,30,0.009532494648003986,0.0306672705207528,-0.025959973157699268,0.10499977464958005
FULL,OP12_REV,ACT1_W10,10,60,0.00048765832995045777,-0.0002911694487313099,-0.060854333632329505,0.10499977464958005
FULL,OP12_REV,ACT1_W10,20,0,0.00581963091691029,0.036489300080252085,0.001901525726829112,0.030612352207682936
FULL,OP12_REV,ACT1_W10,20,30,0.003084667685771647,0.021728677135828045,0.009173734740753003,0.030612352207682936
FULL,OP12_REV,ACT1_W10,20,60,0.0005097953977220016,0.007123185547103339,0.05660731903589844,0.030612352207682936
FULL,OP12_REV,ACT1_W20,10,0,-0.03685952823166039,-0.13176964660193236,-0.014166457519511622,0.24157565013596144
FULL,OP12_REV,ACT1_W20,10,30,-0.05566343288763553,-0.20563878156768567,-0.09580208937730916,0.24157565013596144
FULL,OP12_REV,ACT1_W20,10,60,-0.07290334745930438,-0.27951042329678444,-0.15117197440583097,0.24157565013596144
FULL,OP12_REV,ACT1_W20,20,0,0.014227917285493996,0.07624664524654812,0.028848186739476755,0.13936721602091245
FULL,OP12_REV,ACT1_W20,20,30,0.00220432136814086,0.022287274672318502,0.0014154950521486631,0.13936721602091245
FULL,OP12_REV,ACT1_W20,20,60,-0.009016747039527706,-0.031560217085785824,0.015029214138895908,0.13936721602091245
FULL,OP12_REV,ACT5_GT1,10,0,0.02858889114825569,0.09248710146598849,0.008032244691793533,0.3345717590853777
FULL,OP12_REV,ACT5_GT1,10,30,-0.001382898755692974,-0.008648804959322853,-0.04089423978070805,0.3345717590853777
FULL,OP12_REV,ACT5_GT1,10,60,-0.02882029819749543,-0.10989183958870358,-0.06203147379766438,0.3345717590853777
FULL,OP12_REV,ACT5_GT1,20,0,0.007236536293707463,0.06397056314958782,-0.039764683977984605,0.34524974918675705
FULL,OP12_REV,ACT5_GT1,20,30,-0.02133297643163612,-0.06966701938426872,-0.09658893166207383,0.34524974918675705
FULL,OP12_REV,ACT5_GT1,20,60,-0.0475602852486956,-0.20309361201596673,-0.10197453973851245,0.34524974918675705
